,pruning threshold,stopping probability,tile drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
826,4.9686,0.001,0.064885,0.020024,0.25,0.34953,1.7466,0.37904,5.3027,21.021,1.68143,Tile dropping,learning,16,2,1.0,
827,2.5529,0.0036702,0.10508,0.02,0.50001,0.53333,0.79997,-1.3108e-05,5.0,18.309,1.9995699999999998,Tile dropping,learning,16,3,1.0,
828,2.7452,0.015506,0.057081,0.013386,0.37659,0.15455,1.058,0.12497,4.1746,15.125,1.78497,Tile dropping,learning,16,4,1.0,
829,2.9937,0.001776,0.15658,0.019817,0.44024,0.47638,1.1784,0.30598,3.4563,15.546,1.8828399999999998,Tile dropping,learning,16,5,1.0,
830,6.4052,0.0044902,0.072624,0.020069,0.50138,0.79718,1.0031,0.49742,5.8031,15.025,1.7843399999999998,Tile dropping,learning,16,1,2.0,
831,2.3975,0.0049924,0.09903,0.01,0.50048,0.79914,0.95866,0.39938,4.7126,15.008,1.53018,Tile dropping,learning,16,2,2.0,
832,2.0829,0.0065923,0.10911,0.01,0.53149,0.78544,0.81165,0.94099,7.0364,28.826,1.8477500000000002,Tile dropping,learning,16,3,2.0,
833,7.8985,0.001,0.1,0.0125,0.4148,0.8,0.8,0.20902,3.5,11.111,1.63881,Tile dropping,learning,16,4,2.0,
834,2.2206,0.001,0.09321,0.019321,0.50656,0.56605,0.98931,0.32886,3.3811,19.728,1.52927,Tile dropping,learning,16,5,2.0,
835,3.0112,0.001,0.2,0.01,0.45061,0.4,1.0,0.3,5.0,15.0,2.0038899999999997,Tile dropping,learning,16,1,3.0,
836,4.8915,0.0025246,0.17347,0.023102,0.72197,0.93428,1.1492,0.19919,4.7286,8.4966,1.88764,Tile dropping,learning,16,2,3.0,
837,3.1219,0.001,0.18588,0.04375,1.0009,0.74375,0.93749,0.27316,3.3297,14.5,1.79134,Tile dropping,learning,16,3,3.0,
838,3.0,0.001,0.13281,0.01,0.51339,0.8,1.0,0.3,3.5,10.0,1.8244199999999995,Tile dropping,learning,16,4,3.0,
839,3.1722,0.001,0.088586,0.01,0.45585,0.87947,0.92421,0.28271,3.498,9.5143,1.7436999999999998,Tile dropping,learning,16,5,3.0,
840,3.3568,0.0043853,0.098807,0.01,0.50429,0.80029,1.0353,0.54933,3.8883,20.003,1.85366,Tile dropping,learning,16,1,4.0,
841,6.425,0.0020364,0.1,0.01,0.58333,0.629,1.0,0.5,3.5,20.0,1.65749,Tile dropping,learning,16,2,4.0,
842,2.512,0.0035721,0.10672,0.01,0.36622,1.0216,0.91122,0.35417,2.7344,15.667,1.64777,Tile dropping,learning,16,3,4.0,
843,2.7203,0.001,0.20043,0.019979,0.59909,0.79904,0.79904,0.89239,3.5012,19.989,1.8241899999999998,Tile dropping,learning,16,4,4.0,
844,2.2235,0.001,0.16883,0.02,0.5,0.8,1.0473,0.3957,3.5,15.0,1.78816,Tile dropping,learning,16,5,4.0,
845,2.3551,0.001,0.1,0.01,0.5,0.81307,1.0,0.05,3.8074,15.0,1.5097,Tile dropping,learning,16,1,5.0,
846,3.0,0.001,0.11389,0.01,0.375,0.8,1.0,0.24002,3.5,13.333,1.62467,Tile dropping,learning,16,2,5.0,
847,2.0115,0.00434,0.097336,0.027041,0.49801,0.59409,0.98694,2.4661e-05,2.9658,18.197,1.44974,Tile dropping,learning,16,3,5.0,
848,2.9999,0.001,0.10001,0.01,0.5,0.80003,1.1402,-0.83332,3.8389,30.0,1.69208,Tile dropping,learning,16,4,5.0,
849,7.0,0.001,0.1,0.01,0.25,0.99719,0.8,0.0,3.5,15.0,1.9173300000000002,Tile dropping,learning,16,5,5.0,
850,3.0319,0.0031276,0.0,0.01,0.82972,1.0,0.90724,0.22915,3.5,15.0,1.005406,Tile dropping,learning,17,1,1.0,
851,5.0,0.001,0.0,0.02,0.94238,0.89122,1.0,1.35,2.7553,20.0,1.31568,Tile dropping,learning,17,2,1.0,
852,10.0,0.001,0.0,0.015,1.0,0.8,1.0,0.3,2.5,30.0,1.6917600000000004,Tile dropping,learning,17,3,1.0,
853,2.5167,0.001,0.0,0.02,0.5,0.8,1.0,0.0,3.5,15.0,1.25308,Tile dropping,learning,17,4,1.0,
854,3.5956,0.0013919,0.0,0.01,0.88582,1.0,0.89913,0.3,3.3852,15.0,1.5123600000000001,Tile dropping,learning,17,5,1.0,
855,3.0,0.0019281,0.1,0.02,1.0,0.8,1.0,0.3,3.0453,15.188,1.8614200000000003,Tile dropping,learning,17,1,2.0,
856,2.1261,0.0074999,0.12389,0.027309,0.49999,0.53335,1.1019,0.22427,5.0001,20.0,1.6640000000000001,Tile dropping,learning,17,2,2.0,
857,2.7296,0.001,0.2,0.020746,1.0,0.8,1.0,0.3,2.8796,15.0,1.77805,Tile dropping,learning,17,3,2.0,
858,3.2508,0.0014444,0.20468,0.030133,0.98316,0.99529,1.204,0.29951,3.5943,15.5,2.0366500000000003,Tile dropping,learning,17,4,2.0,
859,3.0,0.001,0.1,0.01,0.5,0.70225,1.5,0.3,3.0214,15.0,1.69056,Tile dropping,learning,17,5,2.0,
860,2.903,0.001,0.18085,0.02,0.97887,0.8,1.0,0.3,2.5,30.0,1.5538200000000002,Tile dropping,learning,17,1,3.0,
861,1.3934,0.0036667,0.11263,0.01,0.50833,0.78501,0.98334,0.076525,3.6685,15.689,1.4030099999999999,Tile dropping,learning,17,2,3.0,
862,2.9096,0.001,0.051743,0.01,0.62963,0.81742,1.0932,0.43827,3.5881,14.406,1.65262,Tile dropping,learning,17,3,3.0,
863,5.9931,0.001,0.036196,0.01,0.89941,0.40033,1.1005,0.20171,2.959,14.974,1.8042799999999999,Tile dropping,learning,17,4,3.0,
864,4.299,0.001,0.05,0.023084,0.33379,0.47602,1.0,0.3,3.5,6.7125,1.61416,Tile dropping,learning,17,5,3.0,
865,3.9544,0.002,0.038785,0.01,1.0,0.72153,1.0,0.6,3.5,15.0,1.50014,Tile dropping,learning,17,1,4.0,
866,0.96155,0.0028697,0.028759,0.016233,0.45531,0.8115,1.3818,0.32859,4.2153,18.332,1.3525199999999997,Tile dropping,learning,17,2,4.0,
867,2.2045,0.0047566,4.0363e-06,0.019998,0.76933,0.75617,1.0279,0.55562,3.3086,20.001,1.8264,Tile dropping,learning,17,3,4.0,
868,6.0044,0.0038438,0.025113,0.020045,1.002,0.80172,1.0852,0.29853,3.4949,14.982,1.37306,Tile dropping,learning,17,4,4.0,
869,3.0,0.001,0.083333,0.01,0.89048,0.8,1.4433,0.5,3.5,17.801,1.4309100000000001,Tile dropping,learning,17,5,4.0,
870,4.0718,0.0041454,0.087833,0.018922,0.9885,1.4466,1.0539,0.056665,3.0114,30.542,1.60044,Tile dropping,learning,17,1,5.0,
871,3.0,0.01,0.0,0.02,1.0,0.8,1.0,0.3,2.5,15.0,1.6136199999999998,Tile dropping,learning,17,2,5.0,
872,3.431,0.0023584,0.055654,0.01,0.76703,0.9882,1.2311,0.40228,2.8868,13.232,1.4238300000000002,Tile dropping,learning,17,3,5.0,
873,3.9114,0.0029377,0.078683,0.024728,0.59103,1.7579,1.4674,0.36041,3.5324,12.455,1.5382200000000001,Tile dropping,learning,17,4,5.0,
874,3.0,0.001,0.0,0.01,0.89918,1.3333,0.95206,0.16982,2.5,13.594,1.1107,Tile dropping,learning,17,5,5.0,
875,7.3214,0.0069901,0.095094,0.020535,0.99875,0.40187,0.49048,0.90752,3.7049,8.5262,2.5004999999999997,Tile dropping,learning,18,1,1.0,
876,1.7675,0.0070309,0.21517,0.01,0.5,0.4,0.63906,1.0,3.3635,20.0,2.1008500000000003,Tile dropping,learning,18,2,1.0,
877,3.0,0.01,0.2,0.02,1.0,0.8,-0.094353,0.3,2.5,10.0,2.3954500000000003,Tile dropping,learning,18,3,1.0,
878,5.0,0.001,0.18447,0.019429,0.25,0.47909,0.92222,0.3858,2.5,15.0,2.3411999999999997,Tile dropping,learning,18,4,1.0,
879,7.0,0.01,0.083333,0.02,1.0,0.4,0.5986,0.4,3.5,15.0,2.4827500000000002,Tile dropping,learning,18,5,1.0,
880,2.0333,0.005,0.19386,0.02408,0.46023,0.70519,0.8,0.66667,2.5,7.2096,2.2514900000000004,Tile dropping,learning,18,1,2.0,
881,5.0,0.001,0.2,0.025028,1.0,0.70172,1.1111,0.4,3.3825,15.0,2.2488900000000003,Tile dropping,learning,18,2,2.0,
882,3.3679,0.001,0.18511,0.024528,0.67073,0.63019,1.0135,0.68529,2.8302,13.49,2.2033300000000002,Tile dropping,learning,18,3,2.0,
883,3.0,0.005,0.23333,0.02,0.51574,0.82787,1.0,0.3,2.5,16.667,1.8649299999999998,Tile dropping,learning,18,4,2.0,
884,3.6339,0.0047025,0.14163,0.026763,0.51859,0.76653,1.183,0.32417,3.2455,10.205,2.2949499999999996,Tile dropping,learning,18,5,2.0,
885,3.0325,0.005,0.15,0.01,1.0,0.4715,0.99999,0.3,2.5,15.0,1.99077,Tile dropping,learning,18,1,3.0,
886,3.0,0.005,0.2,0.03,1.0,0.4,1.0,0.3,2.5,15.0,2.08381,Tile dropping,learning,18,2,3.0,
887,4.74,0.001,0.14472,0.018237,1.0096,0.69334,0.91186,0.4513,2.4983,14.295,2.32057,Tile dropping,learning,18,3,3.0,
888,6.5958,0.0089064,0.078565,0.027074,0.45491,0.53611,1.2874,0.44191,3.7708,17.0,2.37862,Tile dropping,learning,18,4,3.0,
889,6.4977,0.001,0.1,0.01,1.0,0.12758,0.84207,0.3,2.5,15.0,1.8533300000000001,Tile dropping,learning,18,5,3.0,
890,10.0,0.01,0.1,0.034625,0.37303,0.4,1.5,0.4,3.3678,12.001,1.8300899999999998,Tile dropping,learning,18,1,4.0,
891,3.5465,0.0023467,0.083333,0.029603,1.0,0.60679,1.0,0.3,2.5,15.0,2.1126000000000005,Tile dropping,learning,18,2,4.0,
892,1.6574,0.0082085,0.11541,0.026893,0.38199,0.23407,1.7148,0.59408,3.6305,19.945,1.6642700000000001,Tile dropping,learning,18,3,4.0,
893,2.8683,0.001,0.16111,0.02,0.98571,0.56323,1.0,0.6,2.5,15.555,2.01344,Tile dropping,learning,18,4,4.0,
894,8.5145,0.001,0.21108,0.019999,0.99994,0.64365,0.99993,0.35689,3.2538,20.463,2.1560699999999997,Tile dropping,learning,18,5,4.0,
895,6.4619,0.002997,0.090268,0.01,1.1489,0.72905,0.83171,0.22084,2.7978,13.335,1.99269,Tile dropping,learning,18,1,5.0,
896,4.2588,0.001,0.16159,0.034728,0.98583,0.75233,1.0162,0.30937,3.1785,11.644,1.8012000000000001,Tile dropping,learning,18,2,5.0,
897,2.3688,0.0079466,0.10001,0.014608,0.80177,0.71892,1.0001,0.38184,2.4998,17.03,1.82516,Tile dropping,learning,18,3,5.0,
898,2.8623,0.0066278,0.097048,0.0185,0.96605,0.28662,1.0196,0.34015,2.5679,22.861,1.7535699999999999,Tile dropping,learning,18,4,5.0,
899,6.8492,0.0063285,0.1,0.01,0.9452,0.4,1.0,0.3,3.6699,15.0,1.94496,Tile dropping,learning,18,5,5.0,
900,8.8408,0.001,0.031713,0.01,0.35052,1.0,1.0,0.3,2.5,16.667,1.70311,Tile dropping,learning,19,1,1.0,
901,3.7041,0.001,0.1571,0.01,0.25,0.70051,1.5289,0.055959,7.1777,16.112,1.58181,Tile dropping,learning,19,2,1.0,
902,9.9999,0.001,0.1,0.02,0.6634,0.8,1.0,0.3,3.5633,15.0,1.58344,Tile dropping,learning,19,3,1.0,
903,6.8089,0.001,0.083194,0.01,0.25,1.1119,1.3343,0.3621,4.4346,11.106,1.59904,Tile dropping,learning,19,4,1.0,
904,6.8805,0.001,0.10001,0.020044,0.25,0.80005,1.0,0.59946,2.8333,15.0,1.4964499999999998,Tile dropping,learning,19,5,1.0,
905,3.6666,0.001,0.20617,0.01,1.0451,0.84791,0.77428,0.32732,2.5692,17.569,1.88334,Tile dropping,learning,19,1,2.0,
906,4.3437,0.001,0.093527,0.011111,1.0172,1.1341,1.0,0.3,3.2708,15.0,1.8368300000000002,Tile dropping,learning,19,2,2.0,
907,8.0801,0.001,0.091667,0.01,0.96354,1.1167,0.95251,0.25283,2.9271,14.845,1.82149,Tile dropping,learning,19,3,2.0,
908,4.09,0.001,0.2,0.019653,0.3613,0.8,1.3608,0.3,3.5,30.0,1.7201899999999999,Tile dropping,learning,19,4,2.0,
909,2.9999,0.001,0.10001,0.020001,0.99997,0.80004,0.82563,0.29998,2.4999,15.0,1.5732599999999999,Tile dropping,learning,19,5,2.0,
910,1.3083,0.0054222,0.0,0.01,0.5,0.9224,0.92383,0.4,3.5,18.333,1.7250299999999998,Tile dropping,learning,19,1,3.0,
911,1.8357,0.0036667,0.033333,0.0125,0.42874,0.8,0.84373,0.31111,2.5868,15.0,1.55145,Tile dropping,learning,19,2,3.0,
912,4.2077,0.0015397,0.098351,0.01,0.50404,1.5974,0.54577,0.60536,3.725,20.045,1.8806,Tile dropping,learning,19,3,3.0,
913,4.984,0.001,0.096988,0.01,1.0,0.78019,0.8,0.3,3.5,140.0,1.4055,Tile dropping,learning,19,4,3.0,
914,6.4501,0.001,0.19865,0.020067,0.99746,1.1605,0.87398,0.2479,3.6919,15.023,1.5344900000000001,Tile dropping,learning,19,5,3.0,
915,4.8093,0.001,0.071243,0.017034,0.92579,1.2427,0.85169,0.2036,2.7595,16.186,1.79825,Tile dropping,learning,19,1,4.0,
916,3.4591,0.0022201,0.07053,0.01,0.79283,1.3096,0.76459,0.45301,2.7237,29.67,1.9412299999999998,Tile dropping,learning,19,2,4.0,
917,2.5133,0.0029021,0.080015,0.017445,0.56825,0.91231,1.0133,0.13347,3.3339,15.001,1.5099,Tile dropping,learning,19,3,4.0,
918,1.5503,0.0015344,0.10798,0.011571,0.41699,1.1106,0.98759,0.30009,2.5003,17.515,1.3447600000000002,Tile dropping,learning,19,4,4.0,
919,3.4338,0.005,0.1,0.01,0.92552,1.0,0.86161,0.3,3.0556,15.0,1.66213,Tile dropping,learning,19,5,4.0,
920,3.0,0.001,0.034143,0.035,0.68254,0.8,1.0,0.4,3.3333,19.961,1.57457,Tile dropping,learning,19,1,5.0,
921,6.578,0.001,0.043086,0.01,0.84248,1.5178,0.52145,0.52208,2.8453,34.279,1.6225100000000001,Tile dropping,learning,19,2,5.0,
922,2.5176,0.001,0.033333,0.032377,0.5,1.052,1.0,0.3,2.5,15.0,1.33918,Tile dropping,learning,19,3,5.0,
923,3.0,0.0037488,0.054732,0.026856,0.83712,1.3937,0.96729,0.28718,3.5,15.0,1.4181499999999998,Tile dropping,learning,19,4,5.0,
924,2.5548,0.001,0.021141,0.031125,0.72775,1.4506,0.73293,0.2331,2.9375,13.0,1.44763,Tile dropping,learning,19,5,5.0,
925,2.9787,0.0043609,0.3,0.016032,0.5,0.8,0.85403,0.3,5.0,20.0,1.63501,Tile dropping,learning,20,1,1.0,
926,7.9976,0.001,0.10005,0.01,0.25,0.64947,0.8004,0.30028,3.5014,20.006,1.50069,Tile dropping,learning,20,2,1.0,
927,8.3782,0.001,0.2,0.02,1.0,0.60478,0.467,0.33333,5.0,15.0,2.33934,Tile dropping,learning,20,3,1.0,
928,4.468,0.001,0.066026,0.012776,0.49301,0.44445,0.86667,0.55555,2.5941,15.185,1.5366199999999999,Tile dropping,learning,20,4,1.0,
929,5.346,0.001,0.2,0.02,0.40737,0.8,1.3333,0.6,3.5,15.0,1.9757799999999999,Tile dropping,learning,20,5,1.0,
930,2.9409,0.001,0.2,0.03,0.69368,0.8,1.1668,0.4,3.5,26.667,1.56967,Tile dropping,learning,20,1,2.0,
931,2.9862,0.001,0.073094,0.013655,0.72239,0.51446,0.91008,0.50622,3.0552,12.462,1.7705600000000001,Tile dropping,learning,20,2,2.0,
932,1.4118,0.001,0.133,0.01,0.5243,1.0031,1.0559,0.66409,3.4931,14.975,1.9096699999999998,Tile dropping,learning,20,3,2.0,
933,3.6373,0.0040877,0.11059,0.026191,0.91667,0.80582,1.0952,0.3619,3.5401,10.905,1.63748,Tile dropping,learning,20,4,2.0,
934,0.96153,0.0029782,0.029188,0.022528,0.49443,0.80475,1.056,0.3069,3.5358,14.528,1.67627,Tile dropping,learning,20,5,2.0,
935,1.0667,0.0036667,0.1061,0.038527,0.68986,0.95739,0.8,0.3,3.3333,15.0,2.2383900000000003,Tile dropping,learning,20,1,3.0,
936,1.4247,0.0099993,0.18289,0.029999,0.41665,0.30893,0.79997,0.59995,3.4999,18.334,1.81586,Tile dropping,learning,20,2,3.0,
937,3.0,0.001,0.1,0.034187,1.0,0.5428,0.2667,0.3,2.5,15.0,2.3723199999999998,Tile dropping,learning,20,3,3.0,
938,1.4836,0.0094468,0.2,0.01,0.72454,0.006179,1.0,0.3,3.5,15.0,1.87419,Tile dropping,learning,20,4,3.0,
939,4.0025,0.0077248,0.11176,0.01,0.82976,0.34649,0.94441,0.35358,3.4998,17.221,1.98796,Tile dropping,learning,20,5,3.0,
940,2.6041,0.0033755,0.14061,0.024061,0.82233,0.61725,1.203,0.53198,5.3553,13.376,2.04402,Tile dropping,learning,20,1,4.0,
941,5.3392,0.001,0.1,0.01,0.76785,0.4,0.83362,0.3,3.5,10.0,1.7616,Tile dropping,learning,20,2,4.0,
942,2.9853,0.0023374,0.21494,0.020087,0.9932,0.60636,0.79798,0.30484,3.5175,14.938,1.82592,Tile dropping,learning,20,3,4.0,
943,2.3041,0.0068457,0.086688,0.01,0.51873,0.73759,1.0325,0.27322,5.0942,16.653,1.8435400000000002,Tile dropping,learning,20,4,4.0,
944,2.9982,0.0073333,0.18308,0.02,0.77098,0.61212,1.0,0.3,4.6667,15.0,1.9532800000000001,Tile dropping,learning,20,5,4.0,
945,3.0,0.001,0.2,0.01,0.30886,0.70009,1.0,0.3,7.0,6.5372,1.66629,Tile dropping,learning,20,1,5.0,
946,6.0,0.001,0.2,0.01,0.64832,0.43361,1.0,0.5,7.0,15.0,1.8819399999999997,Tile dropping,learning,20,2,5.0,
947,3.4545,0.001,0.21203,0.019533,1.1462,0.3006,0.82102,0.31518,2.4591,15.187,1.95364,Tile dropping,learning,20,3,5.0,
948,1.0647,0.0045671,0.099978,0.025515,0.67239,0.70088,0.80061,0.30044,3.3345,7.2863,1.8701700000000003,Tile dropping,learning,20,4,5.0,
949,3.0393,0.0038838,0.19491,0.020857,0.50326,0.74545,1.0407,0.29122,7.0786,17.026,2.1468499999999997,Tile dropping,learning,20,5,5.0,
950,4.7359,0.001,0.2,0.02,0.25,0.72852,1.0,0.3,2.4081,15.0,2.2469,Tile dropping,learning,21,1,1.0,
951,1.1839,0.001,0.12244,0.01,0.25,0.28377,1.029,0.47746,2.5507,15.232,2.0292,Tile dropping,learning,21,2,1.0,
952,0.1,0.0082421,0.23049,0.02,0.47943,0.4,1.0453,0.59259,3.5,21.282,2.26556,Tile dropping,learning,21,3,1.0,
953,0.1,0.013378,0.11667,0.02,0.39062,0.55327,1.0,0.41423,3.4994,30.0,2.10715,Tile dropping,learning,21,4,1.0,
954,3.0483,0.0050803,0.29983,0.020201,0.70329,0.79096,1.01,0.77464,3.4774,33.245,2.1383099999999997,Tile dropping,learning,21,5,1.0,
955,10.0,0.001,0.098092,0.028889,0.97569,0.70988,0.88695,0.013895,5.0486,15.222,1.98825,Tile dropping,learning,21,1,2.0,
956,10.0,0.001,0.3,0.02,1.0,0.76434,1.0,0.3,4.0,15.0,1.99285,Tile dropping,learning,21,2,2.0,
957,5.0003,0.001,0.19997,0.020002,1.0001,0.63296,1.0001,0.30006,4.9999,15.001,2.0962400000000003,Tile dropping,learning,21,3,2.0,
958,9.0393,0.001,0.2,0.033374,1.0,0.21454,0.63783,0.5,3.5,20.0,1.7776599999999998,Tile dropping,learning,21,4,2.0,
959,6.567,0.001,0.2,0.01,1.0421,0.42993,0.8,0.3,3.5,233.94,2.10494,Tile dropping,learning,21,5,2.0,
960,3.0148,0.0046783,0.10993,0.020151,1.0066,0.89571,1.1038,0.36679,5.0133,30.061,1.87727,Tile dropping,learning,21,1,3.0,
961,3.7798,0.0055033,0.094626,0.01,1.055,0.74338,1.0629,0.25911,4.8899,14.497,2.25009,Tile dropping,learning,21,2,3.0,
962,2.7337,0.0037753,0.25053,0.014339,1.188,0.808,0.99168,0.3101,3.5763,18.951,1.5379,Tile dropping,learning,21,3,3.0,
963,5.7343,0.001,0.17884,0.01,0.4992,0.78429,1.3303,0.28866,5.4647,18.469,1.71207,Tile dropping,learning,21,4,3.0,
964,3.49,0.0099757,0.09973,0.030054,1.0012,0.80012,1.0014,0.30069,4.6697,14.989,1.7532800000000002,Tile dropping,learning,21,5,3.0,
965,4.3644,0.001,0.20372,0.015,0.5,0.67032,0.91417,0.42326,5.9666,12.55,2.0192300000000003,Tile dropping,learning,21,1,4.0,
966,7.1166,0.0033696,0.16393,0.019094,0.37864,0.58233,1.2419,0.46195,4.7557,12.755,1.99698,Tile dropping,learning,21,2,4.0,
967,3.0457,0.0023334,0.1,0.01,0.89713,0.79999,0.53236,0.30001,2.8334,21.567,1.9602200000000003,Tile dropping,learning,21,3,4.0,
968,3.2571,0.0039294,0.2,0.02,0.99999,0.51577,0.76138,0.6,3.5,15.0,1.88482,Tile dropping,learning,21,4,4.0,
969,10.0,0.001,0.14575,0.02,1.0,0.71436,0.68162,0.34351,4.1523,14.053,2.06648,Tile dropping,learning,21,5,4.0,
970,6.2722,0.001,0.16113,0.025049,1.2209,0.69136,0.74754,0.4641,2.9418,17.02,1.67982,Tile dropping,learning,21,1,5.0,
971,5.0,0.005,0.2,0.01,0.7037,0.8,0.9522,0.5,3.5,12.679,1.9058699999999997,Tile dropping,learning,21,2,5.0,
972,5.3894,0.001,0.2,0.013333,1.0,0.8,0.84547,0.3,3.1667,15.0,2.06616,Tile dropping,learning,21,3,5.0,
973,3.5498,0.001,0.2,0.01,1.0,0.69397,1.0,0.3,2.5,15.0,2.02446,Tile dropping,learning,21,4,5.0,
974,10.0,0.001,0.18359,0.01906,1.0,0.8,1.0,0.3,5.0,15.0,1.91006,Tile dropping,learning,21,5,5.0,
975,4.2442,0.001,0.17433,0.027213,0.39184,0.48023,0.99693,0.4192,6.4703,19.298,1.83324,Tile dropping,learning,22,1,1.0,
976,2.9937,0.0040671,0.21528,0.020054,0.67598,0.68612,0.99677,0.3007,3.5773,19.982,1.85673,Tile dropping,learning,22,2,1.0,
977,1.7621,0.0023284,0.071516,0.023194,0.49021,0.63123,1.1061,0.45095,4.2607,35.11,2.00101,Tile dropping,learning,22,3,1.0,
978,2.0522,0.0062182,0.10006,0.020005,0.49319,0.4634,0.8273,0.50153,8.1261,38.498,1.7268000000000001,Tile dropping,learning,22,4,1.0,
979,1.7673,0.005,0.1,0.03,0.51082,0.74613,1.0,0.5,3.5,19.637,1.90523,Tile dropping,learning,22,5,1.0,
980,1.55,0.001,0.0,0.02,0.3158,0.4,1.0,0.3842,3.5,28.687,1.9587299999999999,Tile dropping,learning,22,1,2.0,
981,1.9586,0.001,0.12077,0.01,0.40602,0.39988,0.99943,1.0684,4.1232,16.987,1.5338800000000001,Tile dropping,learning,22,2,2.0,
982,2.1542,0.001,0.079659,0.0175,0.4375,0.57068,0.9125,0.55092,4.7812,14.0,1.61023,Tile dropping,learning,22,3,2.0,
983,2.1378,0.0023743,0.12232,0.01,0.39541,0.63287,0.93938,0.82408,5.4165,24.516,1.76118,Tile dropping,learning,22,4,2.0,
984,1.4268,0.01254,0.08987,0.019892,0.53376,0.40378,0.86441,0.96135,4.682,25.375,1.7333000000000003,Tile dropping,learning,22,5,2.0,
985,2.9636,0.0048507,0.10373,0.020373,0.483,0.52027,0.98133,-0.0093337,6.7637,30.149,1.48003,Tile dropping,learning,22,1,3.0,
986,2.946,0.001,0.083776,0.020606,0.51015,0.4,1.0667,0.0,7.0,28.824,1.4945599999999999,Tile dropping,learning,22,2,3.0,
987,10.0,0.001,0.085307,0.017448,0.4865,0.74631,1.0926,0.36018,7.3334,7.8361,1.42041,Tile dropping,learning,22,3,3.0,
988,3.6937,0.001,0.028871,0.01,0.5,0.4,0.8,0.55556,3.5,15.0,1.15018,Tile dropping,learning,22,4,3.0,
989,3.4875,0.001,0.035456,0.01,0.25,0.23054,1.75,0.70517,7.5625,28.0,1.6939799999999998,Tile dropping,learning,22,5,3.0,
990,6.099,0.0034758,0.099793,0.01,1.0243,0.775,0.86767,0.50153,3.5625,58.107,1.7977599999999998,Tile dropping,learning,22,1,4.0,
991,4.9051,0.001,0.16752,0.01,1.0,0.6269,1.0,0.3,2.9772,15.0,1.82577,Tile dropping,learning,22,2,4.0,
992,8.5,0.001,0.094129,0.01,0.56434,0.8,0.8,0.3,5.0,8.061,1.53644,Tile dropping,learning,22,3,4.0,
993,3.0812,0.001,0.095753,0.01,0.52083,0.74763,1.0417,0.32572,3.2384,26.229,1.81463,Tile dropping,learning,22,4,4.0,
994,7.0,0.0018889,0.080286,0.02921,1.0,0.74058,0.8,0.5,3.4586,136.67,1.87203,Tile dropping,learning,22,5,4.0,
995,3.3563,0.001,0.090963,0.02,0.5,0.8,1.5,0.3,3.5,13.333,1.33906,Tile dropping,learning,22,1,5.0,
996,3.7604,0.001947,0.10191,0.010133,0.36264,0.73351,1.2611,0.46972,4.6528,19.088,1.6691499999999997,Tile dropping,learning,22,2,5.0,
997,2.5167,0.001,0.071631,0.01,0.375,0.8,1.0,0.3,3.5,20.284,1.77656,Tile dropping,learning,22,3,5.0,
998,3.1319,0.0025431,0.13153,0.02,1.0435,0.60561,1.0,0.6,3.0814,15.0,1.6946400000000001,Tile dropping,learning,22,4,5.0,
999,4.1094,0.001,0.057932,0.016248,1.0,0.99999,0.82317,0.3,2.5,8.8805,1.5713199999999998,Tile dropping,learning,22,5,5.0,
1000,3.0,0.0076246,0.0,0.02,0.375,0.28889,1.0,0.80989,3.3333,30.0,2.27234,Tile dropping,learning,23,1,1.0,
1001,1.9716,0.001,0.16667,0.02,0.47831,0.8,1.0933,0.4,3.5,15.0,1.8831600000000002,Tile dropping,learning,23,2,1.0,
1002,4.1833,0.001,0.2,0.021764,0.5,0.42304,0.56056,0.4,5.0,20.0,1.80795,Tile dropping,learning,23,3,1.0,
1003,7.5251,0.0036667,0.10094,0.031111,0.25,0.8,0.8,2.25,3.6823,16.667,1.71487,Tile dropping,learning,23,4,1.0,
1004,3.8008,0.0021467,0.10223,0.02848,0.25,0.41841,1.1085,0.38453,6.046,33.392,1.48966,Tile dropping,learning,23,5,1.0,
1005,3.8894,0.001,0.1,0.016667,0.76565,0.8,1.0,0.3,2.5,15.0,1.68594,Tile dropping,learning,23,1,2.0,
1006,1.4631,0.0020137,0.074371,0.01,0.5,0.8,1.5,0.5,3.5,15.0,1.6323699999999999,Tile dropping,learning,23,2,2.0,
1007,2.8425,0.001,0.1037,0.016666,0.54243,0.56296,1.4713,0.3,3.5988,15.0,1.68764,Tile dropping,learning,23,3,2.0,
1008,0.84187,0.0044631,0.085101,0.01,0.5,0.54167,1.1708,0.3,3.5,14.444,1.6177400000000002,Tile dropping,learning,23,4,2.0,
1009,2.5411,0.001,0.14594,0.01,0.47559,0.59576,1.5153,0.4021,3.5282,20.069,1.47174,Tile dropping,learning,23,5,2.0,
1010,3.1045,0.001,0.11829,0.019025,0.42166,0.77738,1.5238,0.3,5.1852,10.741,1.58475,Tile dropping,learning,23,1,3.0,
1011,1.6486,0.0031112,0.16346,0.01,0.49532,0.74326,1.2061,0.79985,2.793,33.332,1.9214200000000001,Tile dropping,learning,23,2,3.0,
1012,3.0,0.005,0.083333,0.016685,0.71433,0.44669,1.0,0.5,3.4165,30.0,1.80235,Tile dropping,learning,23,3,3.0,
