,pruning threshold,stopping probability,tile drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
381,3.7028,0.001,0.11687,0.01,0.52733,1.2862,0.69979,0.11757,5.9453,17.886,1.3086100000000003,Tile dropping,generalization,37,2,,
382,2.0664,0.0064323,0.0,0.01,0.46571,0.97092,1.4319,0.25931,3.1777,15.236,1.77542,Tile dropping,generalization,37,3,,
383,2.5167,0.001,0.025896,0.04,0.5,1.0,0.88888,0.3,3.3333,15.0,1.2843900000000001,Tile dropping,generalization,37,4,,
384,1.6497,0.0013684,0.0,0.040506,0.29354,1.0652,0.90951,0.11993,3.9997,24.627,1.27933,Tile dropping,generalization,37,5,,
385,6.1257,0.0091824,0.099999,0.01,0.25,0.51003,1.0,0.28829,7.037,21.111,2.0220199999999995,Tile dropping,generalization,38,1,,
386,2.8965,0.0047635,0.11719,0.024122,0.97413,0.047562,0.9155,0.52217,3.1185,15.237,2.0289099999999998,Tile dropping,generalization,38,2,,
387,1.8536,0.001,0.1665,0.018633,0.4969,0.65225,0.74512,0.38799,3.037,13.801,1.75915,Tile dropping,generalization,38,3,,
388,3.0017,0.003444,0.08439,0.026638,0.97504,0.42406,0.22044,0.29944,2.4985,12.253,2.22394,Tile dropping,generalization,38,4,,
389,0.89219,0.02,0.094408,0.018661,0.5,0.53333,0.66237,0.32555,3.5,20.0,2.1873200000000006,Tile dropping,generalization,38,5,,
390,3.0,0.001,0.1,0.02,0.70378,0.8,0.52986,0.5,5.0,15.0,2.3345599999999997,Tile dropping,generalization,39,1,,
391,5.0148,0.0021672,0.21643,0.021378,0.77906,0.8,0.8,0.3,3.8889,18.048,1.8963,Tile dropping,generalization,39,2,,
392,3.55,0.001,0.1831,0.016555,0.55133,0.86208,1.0,0.14971,3.5,10.0,1.9499099999999998,Tile dropping,generalization,39,3,,
393,3.0887,0.0063333,0.22434,0.01,0.25,0.75908,0.71405,0.31117,3.0241,14.636,1.8365900000000004,Tile dropping,generalization,39,4,,
394,4.6806,0.001,0.30534,0.01,0.69799,0.83862,0.77772,-0.033849,5.4874,19.704,2.091,Tile dropping,generalization,39,5,,
395,4.4026,0.0021369,0.19906,0.013313,0.99581,0.80002,0.82452,0.29999,3.3073,15.555,1.8105500000000003,Tile dropping,generalization,40,1,,
396,3.0308,0.001,0.253,0.016534,0.66577,0.73128,0.97388,0.31458,5.0914,14.791,1.8635199999999998,Tile dropping,generalization,40,2,,
397,10.0,0.001,0.099753,0.060719,0.96174,0.95384,1.0072,0.29533,4.6505,14.943,1.67608,Tile dropping,generalization,40,3,,
398,5.7861,0.0032575,0.1174,0.020707,0.76685,0.9606,0.44095,0.60134,4.5337,17.132,1.9983700000000002,Tile dropping,generalization,40,4,,
399,4.147,0.0014955,0.14027,0.01,0.38376,0.30861,0.74623,0.56961,6.0155,13.547,2.0865199999999997,Tile dropping,generalization,40,5,,
400,6.2023,0.005996,0.044444,0.016602,0.55474,0.64333,0.94869,0.33841,7.0,35.556,1.51922,Tile dropping,eye tracking,1,1,,
401,5.0,0.001,0.078347,0.01,1.0,0.8,0.8,0.3,3.1213,15.0,1.65628,Tile dropping,eye tracking,1,2,,
402,7.2643,0.01,0.099999,0.01,0.79706,0.8,0.8,0.3,7.0,15.0,1.9959399999999998,Tile dropping,eye tracking,1,3,,
403,3.1651,0.020268,0.066667,0.01,0.93275,0.40024,0.99966,0.50025,4.8786,140.0,1.24332,Tile dropping,eye tracking,1,4,,
404,3.0808,0.012815,0.0,0.01,0.9465,0.55991,0.94608,0.33467,4.0927,20.404,1.3872299999999997,Tile dropping,eye tracking,1,5,,
405,3.0,0.02,0.1,0.01,0.99999,0.92569,0.63438,0.12319,2.5934,15.0,2.39735,Tile dropping,eye tracking,2,1,,
406,0.1,0.12,0.2,0.023884,0.5,0.8,0.7337,0.3,3.3333,15.0,2.0561599999999998,Tile dropping,eye tracking,2,2,,
407,10.0,0.0046366,0.17271,0.012878,1.1856,0.99094,0.27591,0.1621,2.1287,13.303,2.40882,Tile dropping,eye tracking,2,3,,
408,2.55,0.01,0.2,0.028507,1.1805,0.8,1.0,0.3,2.5,15.0,2.7203,Tile dropping,eye tracking,2,4,,
409,3.3,0.010146,0.35875,0.01,1.0695,1.0748,0.70025,0.625,3.375,11.0,2.17055,Tile dropping,eye tracking,2,5,,
410,5.8018,0.001,0.21402,0.01,0.90455,0.89819,1.1091,0.35973,3.5944,15.873,1.90727,Tile dropping,eye tracking,3,1,,
411,2.1468,0.0020098,0.12611,0.013868,0.85185,0.74241,1.0077,0.29442,2.5513,17.237,1.79057,Tile dropping,eye tracking,3,2,,
412,9.9999,0.001,0.15909,0.015,0.95833,0.8,1.0,0.3,2.5,15.0,2.15965,Tile dropping,eye tracking,3,3,,
413,1.6183,0.0028512,0.081366,0.01,0.4403,0.77613,1.3551,0.37761,2.7089,14.045,1.77305,Tile dropping,eye tracking,3,4,,
414,3.0,0.007734,0.2,0.02,0.64797,0.8,1.0,0.3,2.5,15.0,1.42813,Tile dropping,eye tracking,3,5,,
415,2.6769,0.001,0.22534,0.016696,0.80417,0.28503,1.2701,0.24616,3.6301,18.229,1.8560099999999995,Tile dropping,eye tracking,4,1,,
416,4.3461,0.005,0.099999,0.015746,1.0,0.70709,0.88378,0.3,2.9921,30.0,1.7087499999999998,Tile dropping,eye tracking,4,2,,
417,3.1058,0.001,0.11172,0.01,0.56457,0.5596,0.84093,0.97165,3.5,20.0,1.50626,Tile dropping,eye tracking,4,3,,
418,3.6453,0.001,0.079359,0.01,0.48032,0.35,1.5,-0.025,5.875,11.0,1.4816799999999999,Tile dropping,eye tracking,4,4,,
419,5.0,0.0039342,0.12956,0.022021,1.0,0.65744,0.88495,0.3,3.3333,15.0,2.26255,Tile dropping,eye tracking,4,5,,
420,4.4612,0.0036161,0.22204,0.020545,0.39957,0.40542,0.83567,0.51636,6.0408,31.337,1.90026,Tile dropping,eye tracking,5,1,,
421,7.516,0.001,0.058853,0.013205,0.33565,0.16275,0.62557,0.41453,5.9137,25.821,1.9270299999999998,Tile dropping,eye tracking,5,2,,
422,1.8968,0.0062584,0.095023,0.01,0.49423,0.4,0.66847,0.5,4.2778,28.889,1.9939399999999998,Tile dropping,eye tracking,5,3,,
423,1.8475,0.0091682,0.11299,0.016564,0.38087,0.66516,0.75643,0.44489,3.3592,14.506,2.24588,Tile dropping,eye tracking,5,4,,
424,8.0,0.01,0.2,0.01,0.25,-0.19101,0.96193,0.3,8.7135,20.0,2.24037,Tile dropping,eye tracking,5,5,,
425,10.0,0.0040603,0.086401,0.016902,1.037,0.93042,0.99939,0.33374,5.0172,20.006,1.0677699999999999,Tile dropping,eye tracking,6,1,,
426,3.6713,0.005,0.0,0.020624,1.0165,0.8,0.98088,0.3,3.5,14.206,0.9498629999999999,Tile dropping,eye tracking,6,2,,
427,7.0,0.001,0.016133,0.01,0.57213,1.0,0.8,0.23304,2.9847,15.0,1.4200599999999999,Tile dropping,eye tracking,6,3,,
428,4.9547,0.005,0.13333,0.02,1.0,0.8,1.0754,0.0,6.692,24.444,1.56427,Tile dropping,eye tracking,6,4,,
429,2.5172,0.004,0.072754,0.01,1.0,1.0,1.0,0.3,3.5,15.0,1.57506,Tile dropping,eye tracking,6,5,,
430,5.4468,0.0036917,0.2,0.01,1.1667,1.0,1.0,0.6,2.5,15.0,2.22552,Tile dropping,eye tracking,7,1,,
431,10.0,0.001,0.2,0.011921,1.0,0.8,1.0,0.3,2.5,15.0,2.12643,Tile dropping,eye tracking,7,2,,
432,5.5472,0.001,0.094939,0.019372,1.1816,0.78484,0.9747,0.46131,2.6779,2.974,2.26222,Tile dropping,eye tracking,7,3,,
433,5.0532,0.001,0.096721,0.051334,1.0306,0.76424,0.87055,0.57727,2.5612,15.28,1.91629,Tile dropping,eye tracking,7,4,,
434,6.7463,0.0012076,0.20623,0.02,1.0,0.8,1.0,0.15057,2.1974,15.0,1.5600099999999997,Tile dropping,eye tracking,7,5,,
435,7.0,0.001,0.2424,0.023333,0.25,0.60487,0.99999,0.3,3.1994,15.0,2.67584,Tile dropping,eye tracking,8,1,,
436,10.0,0.001,0.27813,0.018086,0.25,0.78352,1.0667,0.17747,2.695,15.0,2.5373099999999997,Tile dropping,eye tracking,8,2,,
437,3.1537,0.0093585,0.30279,0.010278,0.98611,0.44654,0.72703,0.31019,2.8333,15.0,2.69435,Tile dropping,eye tracking,8,3,,
438,10.0,0.008604,0.26968,0.019999,1.0276,0.48402,0.51879,0.30007,3.0646,14.999,2.02799,Tile dropping,eye tracking,8,4,,
439,10.0,0.014599,0.2262,0.017619,0.851,0.70351,0.90124,0.32874,5.117,14.646,2.0711299999999997,Tile dropping,eye tracking,8,5,,
440,0.1,0.0055,0.20443,0.02,0.51322,0.8,1.1111,0.3,4.2,137.78,1.8181699999999998,Tile dropping,eye tracking,9,1,,
441,0.11734,0.001,0.21798,0.01,0.75259,0.84721,1.1538,0.39998,3.8461,12.633,1.79575,Tile dropping,eye tracking,9,2,,
442,3.0076,0.001,0.099221,0.019922,0.5002,0.53061,1.1647,0.29895,2.5843,11.691,1.9532599999999998,Tile dropping,eye tracking,9,3,,
443,0.1,0.012255,0.27338,0.01,0.88853,0.77559,0.87261,0.34842,3.7866,18.662,1.61272,Tile dropping,eye tracking,9,4,,
444,1.7058,0.0034234,0.15494,0.01,0.7128,0.94761,1.164,0.19339,5.1525,13.688,1.7161899999999999,Tile dropping,eye tracking,9,5,,
445,3.3169,0.0020045,0.10643,0.039865,0.49922,0.7985,1.0023,-0.0011234,5.0039,39.976,1.83677,Tile dropping,eye tracking,10,1,,
446,2.3589,0.0046185,0.15695,0.020509,0.72724,0.77678,1.1041,0.22456,4.3347,21.396,1.6278,Tile dropping,eye tracking,10,2,,
447,2.9188,0.0041111,0.1,0.01,1.0,0.53925,1.0,0.28149,3.0556,24.444,2.0839999999999996,Tile dropping,eye tracking,10,3,,
448,1.986,0.001,0.079674,0.015,0.5,0.53333,1.0,0.3,3.5,15.0,1.2798100000000001,Tile dropping,eye tracking,10,4,,
449,2.779,0.001,0.092056,0.01,0.58479,0.72275,0.94906,0.25372,3.7826,14.43,1.58593,Tile dropping,eye tracking,10,5,,
450,5.275,0.011667,0.24644,0.03,1.1667,0.4591,0.71176,0.3,4.6667,15.0,2.4226900000000002,Tile dropping,learning,1,1,1.0,
451,4.8318,0.0067354,0.23955,0.01958,0.25,-0.1425,0.51582,0.26786,7.3393,10.615,2.2542,Tile dropping,learning,1,2,1.0,
452,2.55,0.005,0.094444,0.01,0.25,0.4,0.80662,0.5,3.5,30.0,2.65962,Tile dropping,learning,1,3,1.0,
453,6.88,0.0056244,0.2,0.02,1.5652,-0.32015,0.30715,0.3,2.3492,15.0,2.1375100000000002,Tile dropping,learning,1,4,1.0,
454,10.0,0.005,0.2,0.02,1.0,-0.37217,0.30185,0.3,2.5,7.5998,2.41359,Tile dropping,learning,1,5,1.0,
455,0.1,0.010428,0.33775,0.021905,0.25,0.31697,0.7949,0.45344,3.3584,32.785,2.5940199999999995,Tile dropping,learning,1,1,2.0,
456,3.3275,0.35136,0.21537,0.019444,0.25,0.33487,1.0222,0.36667,3.2222,20.0,2.6675,Tile dropping,learning,1,2,2.0,
457,8.2528,0.019859,0.099381,0.2285,0.99675,0.39739,-0.33869,-0.3552,3.4916,14.97,2.60118,Tile dropping,learning,1,3,2.0,
458,4.4145,0.020088,0.20093,0.30355,1.002,0.27103,0.50176,0.4606,4.8847,19.468,2.7824199999999997,Tile dropping,learning,1,4,2.0,
459,8.1262,0.016833,0.48133,0.01,2.0,0.4,0.8,0.3,2.5,10.0,2.59105,Tile dropping,learning,1,5,2.0,
460,5.8516,0.0054789,0.28858,0.019938,1.0607,-0.29372,0.1956,0.21091,3.2716,11.778,2.5200199999999997,Tile dropping,learning,1,1,3.0,
461,6.4588,0.016015,0.18752,0.019659,1.6477,-0.32707,0.14363,0.17789,2.6283,31.35,2.37206,Tile dropping,learning,1,2,3.0,
462,4.6819,0.014977,0.15,0.06,1.0,0.4,-0.27037,0.0,3.3333,30.0,2.41727,Tile dropping,learning,1,3,3.0,
463,7.3255,0.001,0.3,0.019146,1.0,-0.63799,0.0093895,0.3,2.76,15.0,2.9157699999999998,Tile dropping,learning,1,4,3.0,
464,9.0891,0.0066884,0.20394,0.020075,1.5833,-0.15335,0.3711,0.021096,2.8993,13.705,2.52698,Tile dropping,learning,1,5,3.0,
465,3.3587,0.013311,0.28963,0.028963,0.83905,0.63445,0.14426,0.0026541,4.6212,13.528,2.5003300000000004,Tile dropping,learning,1,1,4.0,
466,5.5446,0.01069,0.14928,0.015028,1.1618,0.64604,0.34834,-0.024794,3.3744,18.997,2.20812,Tile dropping,learning,1,2,4.0,
467,9.5465,0.014569,0.2714,0.01,1.6775,0.66941,0.48149,0.30015,3.5005,15.001,2.17834,Tile dropping,learning,1,3,4.0,
468,5.4673,0.001,0.2,0.03,1.1008,0.43151,0.51865,0.3,3.3218,15.0,2.82188,Tile dropping,learning,1,4,4.0,
469,3.0,0.01,0.2,0.02,0.90884,0.8,0.4992,-0.47693,2.5,15.0,2.55406,Tile dropping,learning,1,5,4.0,
470,7.1256,0.0034444,0.21822,0.021112,1.2055,0.77277,0.36624,0.089794,2.6171,20.0,2.65958,Tile dropping,learning,1,1,5.0,
471,7.3341,0.001,0.36111,0.021792,0.25,0.21181,0.68542,0.32228,3.3336,17.963,2.34858,Tile dropping,learning,1,2,5.0,
472,6.76,0.019908,0.19895,0.021391,0.3451,0.39953,0.80236,0.33465,3.5059,14.979,2.68051,Tile dropping,learning,1,3,5.0,
473,0.1,0.0055,0.46756,0.02,0.25,0.42194,1.1976,0.3,3.3921,15.0,2.22497,Tile dropping,learning,1,4,5.0,
474,2.7083,0.001,0.25447,0.03,0.25,0.41126,0.5,0.34023,4.125,11.0,2.50914,Tile dropping,learning,1,5,5.0,
475,2.0015,0.0012461,0.082391,0.034289,0.47338,0.48182,1.3144,0.47213,3.3066,32.624,1.5970799999999998,Tile dropping,learning,2,1,1.0,
476,7.0,0.001,0.2,0.03,1.0,0.8,1.0,0.4,3.5998,20.964,1.87408,Tile dropping,learning,2,2,1.0,
477,6.1786,0.001,0.11682,0.015841,0.46905,0.35567,0.61794,0.16484,2.8639,13.336,1.67777,Tile dropping,learning,2,3,1.0,
478,5.9955,0.0050185,0.10046,0.02997,0.25,0.46183,0.99975,0.29925,3.5462,10.739,1.8351600000000001,Tile dropping,learning,2,4,1.0,
479,6.1554,0.0056687,0.16148,0.022955,0.89852,0.72477,0.91641,0.35433,7.3586,11.575,1.78197,Tile dropping,learning,2,5,1.0,
480,1.5578,0.001,0.19965,0.01,0.49799,1.1713,0.99598,0.29739,3.9212,19.958,1.3106900000000001,Tile dropping,learning,2,1,2.0,
481,3.3676,0.001,0.2,0.01,0.59634,1.6,1.0,0.3,3.6294,10.0,1.51518,Tile dropping,learning,2,2,2.0,
482,3.0125,0.001,0.15552,0.01,0.3734,1.1895,1.6058,0.29584,4.9888,30.051,1.29347,Tile dropping,learning,2,3,2.0,
483,5.0501,0.001,0.1,0.01,0.5,1.3973,1.0,0.26486,3.5,15.0,1.60671,Tile dropping,learning,2,4,2.0,
484,2.4706,0.0013392,0.10682,0.029685,0.50393,1.0079,1.2076,0.29489,3.5052,399.21,1.57226,Tile dropping,learning,2,5,2.0,
485,5.575,0.0029568,0.09766,0.029465,0.25,1.2741,1.2081,0.34253,3.0557,15.0,1.31762,Tile dropping,learning,2,1,3.0,
486,2.4906,0.001,0.059734,0.015291,0.25,1.4463,1.2613,0.76981,2.9572,27.91,1.50058,Tile dropping,learning,2,2,3.0,
487,3.0,0.0033839,0.1,0.015984,0.375,1.318,0.99999,0.3,2.5,15.0,1.64092,Tile dropping,learning,2,3,3.0,
488,5.0119,0.0036667,0.13981,0.017046,0.42943,1.1618,1.5051,0.39736,3.7194,9.5946,1.4632999999999998,Tile dropping,learning,2,4,3.0,
489,4.3266,0.0039708,0.16449,0.012837,0.31531,1.7403,1.4856,1.5851,5.6443,28.916,1.6472900000000004,Tile dropping,learning,2,5,3.0,
490,2.8164,0.001,0.10271,0.01,0.59709,1.3934,2.0003,0.66692,7.0008,17.172,1.3399199999999998,Tile dropping,learning,2,1,4.0,
491,1.9479,0.001,0.15033,0.02,0.51504,1.0667,1.1399,0.31323,3.9847,136.67,1.3511300000000002,Tile dropping,learning,2,2,4.0,
492,3.0482,0.002177,0.095051,0.030939,0.51237,1.5308,1.5309,0.31378,3.5557,14.853,1.5519,Tile dropping,learning,2,3,4.0,
493,1.7145,0.001,0.14329,0.01,0.48811,1.5579,1.0468,0.3304,3.6052,15.374,1.3024,Tile dropping,learning,2,4,4.0,
494,6.3995,0.001,0.078185,0.02,0.80971,1.2061,1.0,0.4,4.2267,30.0,1.55089,Tile dropping,learning,2,5,4.0,
495,5.8333,0.001,0.050698,0.020639,1.0,1.0958,1.2998,0.3,2.5,20.0,1.69179,Tile dropping,learning,2,1,5.0,
496,4.9948,0.001,0.057492,0.020036,0.65011,1.0683,0.86812,0.85544,2.4969,14.986,1.26234,Tile dropping,learning,2,2,5.0,
497,3.0569,0.001,0.089956,0.01,0.86926,1.0451,1.0069,0.39929,2.488,15.008,1.57223,Tile dropping,learning,2,3,5.0,
498,0.99691,0.0049997,0.094899,0.01,0.49652,1.0,1.4489,0.42718,3.3832,23.334,1.4232200000000002,Tile dropping,learning,2,4,5.0,
499,4.057,0.0026485,0.10021,0.01,0.97378,1.5588,1.0326,1.1259,3.3658,20.718,1.75264,Tile dropping,learning,2,5,5.0,
500,2.8404,0.0083184,0.080188,0.018461,0.79732,0.13027,0.71351,0.70329,2.5009,18.338,1.90584,Tile dropping,learning,3,1,1.0,
501,8.0,0.01,0.3,0.02,1.0,-0.84626,0.86313,1.35,2.5,15.0,2.2442800000000003,Tile dropping,learning,3,2,1.0,
502,4.158,0.0066232,0.08984,0.014478,0.50418,-0.75191,1.0522,0.96081,2.1543,16.385,2.05558,Tile dropping,learning,3,3,1.0,
503,4.5734,0.0060751,0.14458,0.012966,0.77329,-0.1747,0.74091,0.60639,2.8599,12.927,2.2912900000000005,Tile dropping,learning,3,4,1.0,
504,9.9998,0.014699,0.1734,0.035572,1.1225,-0.49539,0.62624,0.391,3.578,14.259,2.24416,Tile dropping,learning,3,5,1.0,
505,4.4885,0.005,0.11326,0.01,0.5,0.25288,0.64681,1.1775,3.3333,15.0,2.2657700000000003,Tile dropping,learning,3,1,2.0,
506,2.3824,0.010429,0.1975,0.019998,0.46499,0.24219,0.80728,1.0475,3.315,16.552,2.00631,Tile dropping,learning,3,2,2.0,
507,2.2801,0.001,0.19375,0.027222,1.003,0.38907,0.54517,0.87633,4.6198,17.24,2.4503100000000004,Tile dropping,learning,3,3,2.0,
508,3.5,0.035524,0.29646,0.020639,0.5,-0.050736,0.8,2.0934,11.139,40.0,2.37086,Tile dropping,learning,3,4,2.0,
509,0.65342,0.0094335,0.20853,0.013323,0.6295,0.0017095,0.76431,0.8826,4.0812,29.386,1.83365,Tile dropping,learning,3,5,2.0,
510,2.9741,0.001,0.1,0.01,1.0062,-0.19811,1.0,0.54502,2.5,20.0,2.10567,Tile dropping,learning,3,1,3.0,
511,10.0,0.001,0.12171,0.017303,0.882,0.43893,0.73296,0.60115,3.8035,16.079,2.0812300000000006,Tile dropping,learning,3,2,3.0,
512,4.0888,0.0075,0.099999,0.02,0.94185,0.3065,1.0,0.4,2.7739,7.6193,2.13522,Tile dropping,learning,3,3,3.0,
513,3.6031,0.0074741,0.2949,0.011907,0.8582,0.39902,0.76709,0.73195,3.0412,17.474,2.31164,Tile dropping,learning,3,4,3.0,
514,1.6094,0.0063426,0.11324,0.011249,0.80649,0.50972,1.0246,1.07,3.4372,834.36,2.0685100000000003,Tile dropping,learning,3,5,3.0,
515,4.7278,0.001,0.098148,0.043333,0.96721,0.8,1.0588,0.46667,3.4571,16.111,2.1027199999999997,Tile dropping,learning,3,1,4.0,
516,2.999,0.010009,0.083247,0.01999,1.005,0.79953,0.99948,0.49961,2.4991,15.004,1.6274899999999999,Tile dropping,learning,3,2,4.0,
517,3.0,0.0023333,0.1762,0.02,0.86565,0.69829,1.0,0.38756,2.6392,14.551,2.09188,Tile dropping,learning,3,3,4.0,
518,4.9053,0.0039758,0.082783,0.01,1.0431,0.75937,1.0,0.53333,2.7009,10.817,2.12021,Tile dropping,learning,3,4,4.0,
519,4.1833,0.001,0.1,0.02,0.89209,0.46473,0.83583,0.3,2.5,15.0,1.71398,Tile dropping,learning,3,5,4.0,
520,2.6617,0.0047188,0.11398,0.03,1.0,0.45432,1.0,0.72188,2.5,17.222,1.75383,Tile dropping,learning,3,1,5.0,
521,3.0005,0.010004,0.20002,0.020004,1.0002,0.53082,0.80977,0.59317,2.4996,15.002,1.80233,Tile dropping,learning,3,2,5.0,
522,3.1446,0.012834,0.2118,0.02716,1.0497,0.7344,1.0192,0.58967,3.336,15.593,2.35609,Tile dropping,learning,3,3,5.0,
523,2.5167,0.0058333,0.2,0.021408,1.0,0.54417,1.0,0.3,2.5,30.0,2.3646599999999998,Tile dropping,learning,3,4,5.0,
524,3.4889,0.001,0.1,0.03,1.0,0.70276,1.0,0.3,2.8439,30.0,2.33765,Tile dropping,learning,3,5,5.0,
525,5.2155,0.0035677,0.018372,0.016459,0.43793,1.025,1.2307,1.7243,3.0833,11.056,1.3765800000000001,Tile dropping,learning,4,1,1.0,
526,3.6338,0.001,0.2,0.02,1.0,0.8,0.8,0.21667,3.5,20.0,1.58928,Tile dropping,learning,4,2,1.0,
527,5.0,0.001,0.016667,0.021722,0.99447,0.8,0.84459,0.36626,2.5,15.0,1.44087,Tile dropping,learning,4,3,1.0,
528,8.8837,0.0037838,0.13704,0.01,0.9919,1.0093,1.0218,0.30602,3.4792,14.926,1.75793,Tile dropping,learning,4,4,1.0,
529,10.0,0.0013151,0.066667,0.027778,0.89605,0.8,0.76032,0.3,2.41,12.747,1.7856699999999996,Tile dropping,learning,4,5,1.0,
530,1.6692,0.0022923,0.047626,0.01,0.44749,0.49976,1.3627,-0.17306,4.5654,18.66,1.65134,Tile dropping,learning,4,1,2.0,
531,2.9347,0.001,0.02664,0.019052,0.48402,0.66372,1.024,0.28284,3.4162,21.584,1.2408000000000001,Tile dropping,learning,4,2,2.0,
532,1.6784,0.001,0.083248,0.01,0.81612,0.80046,1.0005,0.39967,3.5011,19.995,1.73514,Tile dropping,learning,4,3,2.0,
533,5.9306,0.001,0.10556,0.01,0.54194,0.53738,1.0667,0.3,7.0,30.0,1.66616,Tile dropping,learning,4,4,2.0,
534,3.0,0.001,0.1,0.04,0.70839,0.63418,1.0,0.3,3.5,15.0,1.5606200000000001,Tile dropping,learning,4,5,2.0,
535,5.2168,0.001,0.045968,0.02,1.0,0.67444,1.0,0.23093,3.5,15.0,1.4660099999999998,Tile dropping,learning,4,1,3.0,
536,7.5779,0.001,0.10004,0.019996,1.0,0.20894,1.0002,0.29988,4.7603,15.001,1.3012799999999998,Tile dropping,learning,4,2,3.0,
537,2.025,0.001,0.35594,0.01,0.6139,0.2349,1.7249,0.48366,5.1111,21.814,1.3538299999999999,Tile dropping,learning,4,3,3.0,
538,5.9721,0.001,0.07755,0.01,0.96471,0.42929,1.0307,0.34203,4.6989,20.151,2.0746100000000007,Tile dropping,learning,4,4,3.0,
539,3.0,0.0035265,0.1,0.02,1.0,0.58981,1.0,0.3,4.9386,15.0,1.7173500000000002,Tile dropping,learning,4,5,3.0,
540,4.4243,0.001,0.038947,0.021511,0.69941,0.44786,1.3198,0.52642,4.9037,22.631,1.4936800000000001,Tile dropping,learning,4,1,4.0,
541,5.8962,0.0023414,0.088728,0.020918,0.94178,0.30733,1.0906,0.57899,4.6778,34.514,1.4740600000000001,Tile dropping,learning,4,2,4.0,
542,9.1906,0.001,0.11596,0.020093,1.0346,0.3979,1.0043,0.30087,3.4896,19.951,1.6160000000000003,Tile dropping,learning,4,3,4.0,
543,3.6927,0.0021582,0.028956,0.027105,0.68918,0.4803,0.64477,0.36358,4.2993,17.842,1.6008499999999999,Tile dropping,learning,4,4,4.0,
544,5.0219,0.0047921,0.09185,0.017823,1.001,0.57952,0.78191,0.40191,4.6601,30.392,1.7186499999999998,Tile dropping,learning,4,5,4.0,
545,2.6854,0.001,0.094258,0.018657,0.82023,0.43336,1.0473,0.70372,3.618,20.875,1.6211599999999997,Tile dropping,learning,4,1,5.0,
546,7.8578,0.001,0.040082,0.02,1.0185,0.8,0.93333,0.39257,2.905,15.0,1.47097,Tile dropping,learning,4,2,5.0,
547,3.0,0.005,0.0,0.023333,0.49342,0.8,1.1111,0.71975,5.0,9.9616,1.5770499999999998,Tile dropping,learning,4,3,5.0,
548,6.9428,0.001,0.0,0.016169,0.49997,0.67299,0.80006,0.29999,3.5002,15.001,1.91825,Tile dropping,learning,4,4,5.0,
549,9.0665,0.0012305,0.044447,0.012772,1.0086,0.29774,0.81845,0.3,3.3385,19.259,1.3538299999999999,Tile dropping,learning,4,5,5.0,
550,8.3333,0.005,0.083333,0.023422,0.5,1.0,0.97778,0.3,5.8333,18.333,1.44139,Tile dropping,learning,5,1,1.0,
551,5.0,0.0040605,0.033333,0.01,0.5917,0.8,0.73502,0.3,5.0,15.0,1.846,Tile dropping,learning,5,2,1.0,
552,4.9911,0.0051556,0.064069,0.014141,0.50112,0.72096,1.0706,0.50227,3.4953,15.024,1.66773,Tile dropping,learning,5,3,1.0,
553,2.9726,0.0046793,0.070855,0.01,0.5338,0.84729,0.7913,0.29548,3.6496,21.351,1.48842,Tile dropping,learning,5,4,1.0,
554,3.0,0.001,0.05,0.021096,0.48579,0.8,0.99999,0.3,5.0,20.0,1.26943,Tile dropping,learning,5,5,1.0,
555,3.7793,0.001,0.175,0.01,0.71972,1.1852,1.037,0.1124,4.6667,9.5762,1.54504,Tile dropping,learning,5,1,2.0,
556,2.2338,0.004641,0.094444,0.02,0.47547,1.0083,0.8,0.25097,3.5,15.0,1.83776,Tile dropping,learning,5,2,2.0,
557,1.4197,0.001,0.27436,0.017148,0.43637,1.1547,1.1329,0.34735,7.3358,102.84,1.21686,Tile dropping,learning,5,3,2.0,
558,0.875,0.0047029,0.096992,0.01,0.45833,1.0,0.8,0.5,4.6667,34.131,1.46572,Tile dropping,learning,5,4,2.0,
559,6.0341,0.0017554,0.10349,0.020349,0.45996,1.3287,0.74057,0.2919,6.096,15.14,1.66812,Tile dropping,learning,5,5,2.0,
560,1.5588,0.001,0.15,0.01,0.74486,1.0,0.99999,0.3,3.5,15.0,1.5767799999999998,Tile dropping,learning,5,1,3.0,
561,1.5491,0.0050038,0.10013,0.01,0.49961,0.8007,0.8007,0.29967,5.0014,19.995,1.47177,Tile dropping,learning,5,2,3.0,
562,3.0542,0.001,0.19899,0.019627,0.57225,1.0598,0.775,0.31806,4.9092,15.222,1.2109299999999998,Tile dropping,learning,5,3,3.0,
563,3.0386,0.0014762,0.052937,0.01,0.48212,0.83219,0.96424,0.23016,3.4195,20.197,1.7188200000000002,Tile dropping,learning,5,4,3.0,
564,2.2554,0.0015332,0.097773,0.026005,0.46436,0.88989,1.0999,0.66492,7.2247,14.201,1.6878,Tile dropping,learning,5,5,3.0,
565,1.9043,0.0030241,0.044674,0.01,0.62718,1.2652,1.1972,0.42822,3.6667,126.09,1.7316600000000002,Tile dropping,learning,5,1,4.0,
566,5.0325,0.002,0.0884,0.02,0.45833,1.0,1.0,0.5,3.5,10.0,1.29651,Tile dropping,learning,5,2,4.0,
567,4.2446,0.001,0.16062,0.01,0.45056,0.83726,1.5129,0.61529,4.6617,23.024,1.46062,Tile dropping,learning,5,3,4.0,
