,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
185,3.4468,0.02,0.2,0.01,1.0,-0.19172,0.7559,2.5,10.0,1.98961,No connected 2-in-a-row,human-vs-human,38,1,,
186,3.0032,0.010175,0.30771,0.021414,1.0014,-1.0071,0.96832,2.5029,29.987,2.29243,No connected 2-in-a-row,human-vs-human,38,2,,
187,6.3039,0.001,0.38994,0.01,0.73771,-0.099689,1.4522,3.4092,15.355,2.74217,No connected 2-in-a-row,human-vs-human,38,3,,
188,5.0,0.0095595,0.19631,0.04,0.73556,0.41054,1.566,2.9278,61.015,2.70223,No connected 2-in-a-row,human-vs-human,38,4,,
189,3.0,0.01,0.3,0.02,0.97789,0.25571,0.75138,2.5,30.0,1.8775400000000002,No connected 2-in-a-row,human-vs-human,38,5,,
190,5.011,0.011359,0.20149,0.025556,1.0267,0.87909,0.45312,2.4935,15.03,2.4639,No connected 2-in-a-row,human-vs-human,39,1,,
191,3.614,0.01,0.21537,0.01,0.97424,0.8,0.35123,1.5,15.0,2.2764999999999995,No connected 2-in-a-row,human-vs-human,39,2,,
192,3.7612,0.001,0.18559,0.026667,1.2619,0.8,0.31111,1.5,15.0,2.44435,No connected 2-in-a-row,human-vs-human,39,3,,
193,4.0878,0.0064932,0.47312,0.02,0.5,1.0,0.0,5.0,15.0,2.4450399999999997,No connected 2-in-a-row,human-vs-human,39,4,,
194,3.006,0.0099915,0.20613,0.019939,0.99733,0.79725,0.39802,1.3834,14.976,1.93763,No connected 2-in-a-row,human-vs-human,39,5,,
195,3.6425,0.0029177,0.2639,0.024163,1.1737,1.0625,0.14586,1.9895,17.334,2.3087100000000005,No connected 2-in-a-row,human-vs-human,40,1,,
196,6.6667,0.010707,0.2116,0.019815,1.0556,0.79203,0.38492,2.2739,15.0,2.0301,No connected 2-in-a-row,human-vs-human,40,2,,
197,6.002,0.001,0.69969,0.01999,1.1129,0.80043,0.00025678,2.4991,30.004,2.4716,No connected 2-in-a-row,human-vs-human,40,3,,
198,4.7278,0.0048602,0.083333,0.02,1.0,0.8,0.3,2.109,15.0,2.15034,No connected 2-in-a-row,human-vs-human,40,4,,
199,5.6443,0.005,0.32226,0.03,0.875,0.8,0.3,2.5,7.7979,1.8411899999999999,No connected 2-in-a-row,human-vs-human,40,5,,
200,5.0,0.001,0.2,0.03,1.0,1.3037,-1.0774,2.5,15.0,1.6712399999999998,No connected 2-in-a-row,generalization,1,1,,
201,3.0,0.001,0.3,0.035761,0.9372,1.6,0.3,3.3333,30.0,1.19171,No connected 2-in-a-row,generalization,1,2,,
202,8.1438,0.0025364,0.36675,0.016173,1.006,1.2033,-0.81771,4.8395,563.35,1.97624,No connected 2-in-a-row,generalization,1,3,,
203,3.2681,0.0012907,0.1063,0.01,0.56815,1.3116,-0.18199,4.1803,17.368,2.1964300000000003,No connected 2-in-a-row,generalization,1,4,,
204,4.5944,0.0013687,0.16433,0.022996,1.0254,1.3989,0.023706,3.3874,14.621,1.8645,No connected 2-in-a-row,generalization,1,5,,
205,4.9384,0.001,0.19165,0.019582,0.98173,1.7074,0.11854,2.5365,26.134,1.3639200000000002,No connected 2-in-a-row,generalization,2,1,,
206,7.7845,0.001,0.0,0.02047,1.0503,2.0566,0.19222,2.6976,14.564,1.99356,No connected 2-in-a-row,generalization,2,2,,
207,5.3015,0.001,0.083164,0.023027,1.0737,1.5732,0.22979,2.0573,73.547,1.1246399999999999,No connected 2-in-a-row,generalization,2,3,,
208,7.0,0.0022238,0.2,0.028889,1.5,2.4684,0.4,2.5,15.0,1.42442,No connected 2-in-a-row,generalization,2,4,,
209,5.9624,0.001,0.3,0.022497,0.875,1.6,0.3,3.3333,15.0,1.22716,No connected 2-in-a-row,generalization,2,5,,
210,6.4747,0.001,0.35001,0.01,1.3126,0.049849,0.62493,3.3754,12.751,2.03059,No connected 2-in-a-row,generalization,3,1,,
211,5.2543,0.0099676,0.20209,0.020105,0.87042,0.3827,0.16012,3.776,14.958,2.30647,No connected 2-in-a-row,generalization,3,2,,
212,6.662,0.0055537,0.40147,0.01,1.2504,0.40171,0.33392,2.4957,20.026,2.2297000000000002,No connected 2-in-a-row,generalization,3,3,,
213,5.0,0.01,0.2,0.02,1.0,0.4,0.3,2.5,15.0,2.3267300000000004,No connected 2-in-a-row,generalization,3,4,,
214,9.0114,0.0030158,0.66746,0.023528,0.99657,0.10497,0.30239,4.4531,14.968,2.113,No connected 2-in-a-row,generalization,3,5,,
215,3.0137,0.0033704,0.5418,0.017663,0.98842,0.90231,0.28533,2.4877,-46.167,2.5409199999999994,No connected 2-in-a-row,generalization,4,1,,
216,2.7759,0.001,0.60887,0.011763,0.86414,0.76793,-14.052,2.2651,-22.062,2.52556,No connected 2-in-a-row,generalization,4,2,,
217,3.2089,0.005,0.6,0.01,0.95833,1.0,-2.8488,2.5,-71.185,2.70696,No connected 2-in-a-row,generalization,4,3,,
218,2.0359,0.0094874,0.67592,0.02338,0.90157,1.0682,-1.0947,3.1461,15.014,2.76782,No connected 2-in-a-row,generalization,4,4,,
219,2.4282,0.02,0.51333,0.01,1.0,1.0,0.080847,2.5,-7.0468,2.8284800000000003,No connected 2-in-a-row,generalization,4,5,,
220,2.4698,0.02,0.4,0.017502,0.96489,0.8,0.3,3.3333,15.0,2.74781,No connected 2-in-a-row,generalization,5,1,,
221,4.7278,0.01158,0.4,0.02,1.4405,0.73258,0.25022,3.3333,20.0,2.31651,No connected 2-in-a-row,generalization,5,2,,
222,4.7711,0.010002,0.20216,0.015166,1.3694,0.8001,0.16261,2.4998,15.001,2.66522,No connected 2-in-a-row,generalization,5,3,,
223,3.5097,0.0010524,0.39377,0.01,0.89265,0.34531,0.12428,3.3659,10.958,2.27864,No connected 2-in-a-row,generalization,5,4,,
224,2.9305,0.0036667,0.59259,0.0125,1.1667,0.72956,-0.22978,2.6872,14.444,2.50725,No connected 2-in-a-row,generalization,5,5,,
225,4.4582,0.0019532,0.19124,0.023918,0.91086,1.3625,0.31424,2.7967,20.121,1.85279,No connected 2-in-a-row,generalization,6,1,,
226,7.0009,0.001,0.4625,0.01,2.0001,1.1939,0.66688,2.4995,15.002,1.8300100000000001,No connected 2-in-a-row,generalization,6,2,,
227,4.1393,0.001,0.24224,0.014724,1.1945,1.1589,0.29,2.5395,7.9037,1.81566,No connected 2-in-a-row,generalization,6,3,,
228,3.1603,0.001,0.10025,0.01,0.8492,1.0007,0.28632,2.4962,14.983,1.6901400000000002,No connected 2-in-a-row,generalization,6,4,,
229,7.0,0.001,0.25416,0.026587,1.0,1.1563,0.3,3.3333,30.0,1.5535299999999999,No connected 2-in-a-row,generalization,6,5,,
230,8.7241,0.0066667,0.17144,0.017769,0.82473,1.2134,0.36667,4.4806,8.7402,2.15512,No connected 2-in-a-row,generalization,7,1,,
231,8.7122,0.0014466,0.19956,0.019952,0.73082,1.0645,0.25504,3.4946,29.981,1.90917,No connected 2-in-a-row,generalization,7,2,,
232,7.5,0.005,0.2,0.01,0.5,1.1144,0.18273,2.75,20.0,1.87182,No connected 2-in-a-row,generalization,7,3,,
233,4.9602,0.001,0.17192,0.018935,0.89048,0.71198,0.3636,2.3301,10.533,1.8336700000000001,No connected 2-in-a-row,generalization,7,4,,
234,7.0,0.01,0.2,0.02,0.83211,0.8,0.3,4.6667,20.0,1.84173,No connected 2-in-a-row,generalization,7,5,,
235,10.0,0.0048751,0.27721,0.020865,2.0277,0.8,0.3,2.7778,15.0,2.17973,No connected 2-in-a-row,generalization,8,1,,
236,9.5087,0.008568,0.21765,0.018287,2.0,0.8,0.3,2.399,-56.199,1.98223,No connected 2-in-a-row,generalization,8,2,,
237,5.3211,0.0058333,0.2,0.01,1.3819,0.8,0.3,2.5,20.0,1.9871000000000003,No connected 2-in-a-row,generalization,8,3,,
238,5.9705,0.0023681,0.1658,0.020261,2.0115,0.50391,-0.00031701,1.9112,17.632,1.7970000000000002,No connected 2-in-a-row,generalization,8,4,,
239,4.9462,0.001,0.21969,0.02,1.2108,0.8,0.3,2.5,15.0,1.46732,No connected 2-in-a-row,generalization,8,5,,
240,4.6667,0.001,0.21351,0.017895,0.64012,0.52936,0.25562,2.7778,15.0,1.97995,No connected 2-in-a-row,generalization,9,1,,
241,6.4712,0.001,0.30535,0.017864,1.0,0.57463,0.34438,5.0,15.0,1.8361699999999999,No connected 2-in-a-row,generalization,9,2,,
242,3.4115,0.0040222,0.2,0.039515,0.99574,0.57202,0.4,4.278,11.652,2.19678,No connected 2-in-a-row,generalization,9,3,,
243,3.3766,0.005,0.11218,0.01,0.71516,0.2983,0.23501,3.3333,15.0,1.9546300000000003,No connected 2-in-a-row,generalization,9,4,,
244,3.2305,0.0034684,0.143,0.022364,1.1057,0.39898,0.22317,3.1265,29.054,2.1191199999999997,No connected 2-in-a-row,generalization,9,5,,
245,2.7942,0.0050191,0.20096,0.01,0.6401,0.80215,-0.0549,3.2383,14.981,2.29576,No connected 2-in-a-row,generalization,10,1,,
246,3.5528,0.005,0.25273,0.024133,1.0,0.8,0.3,3.5,10.0,2.1431299999999998,No connected 2-in-a-row,generalization,10,2,,
247,9.1595,0.0040062,0.25051,0.01,1.0989,0.68837,0.38153,3.0097,9.9586,1.96449,No connected 2-in-a-row,generalization,10,3,,
248,3.3974,0.001,0.2,0.02,0.25,0.8,0.3,2.5,15.0,2.19439,No connected 2-in-a-row,generalization,10,4,,
249,4.2343,0.001,0.1,0.024184,1.0,0.8,0.4,2.5,15.0,1.83587,No connected 2-in-a-row,generalization,10,5,,
250,0.1,0.00227,0.25618,0.026825,0.75696,1.1071,-1.3668,1.7982,27.27,2.2918,No connected 2-in-a-row,generalization,11,1,,
251,0.1,0.012137,0.19663,0.01,1.0448,0.72514,0.026419,1.3532,15.668,2.0659599999999996,No connected 2-in-a-row,generalization,11,2,,
252,0.77677,0.0036667,0.2,0.026667,1.0,0.83158,-0.66304,1.7243,7.0765,2.37427,No connected 2-in-a-row,generalization,11,3,,
253,1.3402,0.013695,0.21494,0.016862,0.69474,1.0535,-2.097,2.5256,7.111,2.7595699999999996,No connected 2-in-a-row,generalization,11,4,,
254,3.0027,0.0036641,0.27193,0.019999,1.0012,1.0515,-2.6991,1.8677,15.011,2.3175800000000004,No connected 2-in-a-row,generalization,11,5,,
255,4.4644,0.001,0.20607,0.038904,0.98401,0.53934,0.28812,2.532,14.971,2.2516599999999998,No connected 2-in-a-row,generalization,12,1,,
256,3.0,0.001,0.2,0.04,0.95272,0.57231,0.3,2.5,15.0,2.0381600000000004,No connected 2-in-a-row,generalization,12,2,,
257,8.1898,0.001,0.48595,0.024695,0.99942,0.63984,0.46601,4.3344,20.003,2.07026,No connected 2-in-a-row,generalization,12,3,,
258,7.1141,0.0018419,0.3583,0.017169,0.98749,0.64215,-2.78e-06,3.5041,14.801,2.0047399999999995,No connected 2-in-a-row,generalization,12,4,,
259,3.0,0.001,0.1,0.02,1.0,0.8,0.3,2.5,20.0,2.29033,No connected 2-in-a-row,generalization,12,5,,
260,3.888,0.001,0.22558,0.02,1.0,0.8,0.24928,2.5,30.0,1.5625699999999998,No connected 2-in-a-row,generalization,13,1,,
261,5.7372,0.0023247,0.14903,0.020847,1.0001,0.8029,0.48736,2.8271,14.974,2.03068,No connected 2-in-a-row,generalization,13,2,,
262,6.0056,0.001,0.099714,0.023276,0.89094,0.82809,0.23274,2.5025,14.989,2.02482,No connected 2-in-a-row,generalization,13,3,,
263,10.0,0.001,0.12056,0.018996,1.0,0.8,0.3,2.5,15.0,2.02702,No connected 2-in-a-row,generalization,13,4,,
264,8.525,0.001,0.15843,0.02,0.89333,1.2473,0.20041,2.5,15.0,1.7287899999999996,No connected 2-in-a-row,generalization,13,5,,
265,2.8389,0.0022343,0.1,0.02,1.0,0.62859,-1.0409,2.5,15.0,2.41576,No connected 2-in-a-row,generalization,14,1,,
266,2.9827,0.001,0.10177,0.073017,1.0476,0.4611,-0.94413,2.7611,11.723,2.13445,No connected 2-in-a-row,generalization,14,2,,
267,3.0557,0.0036667,0.20002,0.019999,1.0,0.53328,-0.33226,3.3332,6.6606,2.0312600000000005,No connected 2-in-a-row,generalization,14,3,,
268,2.55,0.005,0.32825,0.04,1.0,0.54447,0.3,3.5,20.0,2.10008,No connected 2-in-a-row,generalization,14,4,,
269,5.008,0.001,0.19891,0.019945,1.3872,0.63156,0.30111,3.5061,15.022,2.2351799999999997,No connected 2-in-a-row,generalization,14,5,,
270,6.7864,0.001,0.22672,0.022126,1.1134,1.0,0.11408,2.5,15.0,2.2855800000000004,No connected 2-in-a-row,generalization,15,1,,
271,6.3715,0.0036667,0.3,0.022279,1.0,0.67992,0.3,3.3333,16.667,2.08456,No connected 2-in-a-row,generalization,15,2,,
272,7.6431,0.0050069,0.67095,0.020892,2.0683,0.97223,0.21667,3.3819,16.912,1.9870999999999999,No connected 2-in-a-row,generalization,15,3,,
273,6.8153,0.005,0.2,0.020531,1.5154,0.87749,-0.099494,2.3748,30.0,2.7138599999999995,No connected 2-in-a-row,generalization,15,4,,
274,6.4875,0.001,0.45,0.025,1.2188,0.575,0.44854,2.9375,28.0,2.0471,No connected 2-in-a-row,generalization,15,5,,
275,6.4352,0.0025,0.2,0.017479,1.0121,0.8,0.3,3.5,15.0,1.84935,No connected 2-in-a-row,generalization,16,1,,
276,3.7299,0.001,0.10014,0.020972,0.97494,0.80615,0.5535,2.5007,19.99,1.62864,No connected 2-in-a-row,generalization,16,2,,
277,5.0,0.0045527,0.2,0.016667,1.0,1.0,0.5,3.5,15.0,1.74179,No connected 2-in-a-row,generalization,16,3,,
278,7.517,0.001,0.37179,0.023139,1.0,0.8,0.4,5.0,15.0,1.9898200000000004,No connected 2-in-a-row,generalization,16,4,,
279,7.1232,0.001,0.12604,0.020016,1.1238,0.79843,0.60114,2.5031,29.986,1.96997,No connected 2-in-a-row,generalization,16,5,,
280,3.1826,0.005,0.2,0.023871,0.75976,0.8,0.3,2.7716,20.0,1.5459699999999998,No connected 2-in-a-row,generalization,17,1,,
281,7.4118,0.001,0.39065,0.013048,0.79663,0.61902,0.23758,3.0844,10.862,2.1884300000000003,No connected 2-in-a-row,generalization,17,2,,
282,7.0,0.001,0.2,0.034539,1.0,0.8,0.3,2.5,15.0,2.2620600000000004,No connected 2-in-a-row,generalization,17,3,,
283,4.2052,0.001,0.20408,0.019789,1.0083,0.79142,0.27355,2.5167,15.076,2.1514300000000004,No connected 2-in-a-row,generalization,17,4,,
284,5.6878,0.0032567,0.3214,0.01334,0.96264,0.50494,0.84155,3.7414,18.45,1.8780999999999999,No connected 2-in-a-row,generalization,17,5,,
285,4.3438,0.001,0.2,0.02,1.0732,0.64217,0.3,2.5,15.0,1.5577999999999999,No connected 2-in-a-row,generalization,18,1,,
286,9.9999,0.001,0.27041,0.04,1.0,0.67195,-0.18208,2.5,15.0,1.84588,No connected 2-in-a-row,generalization,18,2,,
287,3.0,0.001,0.10276,0.016107,0.89795,0.8,0.0,2.5,15.0,1.7070900000000002,No connected 2-in-a-row,generalization,18,3,,
288,6.1523,0.001,0.18889,0.021399,1.0,0.8,0.24234,3.5612,30.0,2.0982600000000002,No connected 2-in-a-row,generalization,18,4,,
289,5.2773,0.001,0.23842,0.02,1.0,0.8,0.1193,2.5,15.0,2.0214600000000003,No connected 2-in-a-row,generalization,18,5,,
290,5.8092,0.0099972,0.20002,0.020006,1.5004,1.1706,0.043043,2.5008,14.996,2.5321000000000002,No connected 2-in-a-row,generalization,19,1,,
291,2.9458,0.0030037,0.38333,0.022969,1.1424,1.3151,0.41806,3.3819,14.778,2.17077,No connected 2-in-a-row,generalization,19,2,,
292,4.2712,0.0025669,0.33692,0.023513,1.0567,1.0897,0.35437,2.8538,14.48,1.9969999999999999,No connected 2-in-a-row,generalization,19,3,,
293,3.8825,0.001,0.33613,0.01,0.79329,0.85419,-0.27095,2.8831,19.338,1.8337400000000001,No connected 2-in-a-row,generalization,19,4,,
294,3.0,0.005,0.31127,0.02,1.0,1.1583,0.3,3.3333,15.0,1.9301,No connected 2-in-a-row,generalization,19,5,,
295,3.2911,0.001,0.21714,0.018541,1.007,0.80561,0.29874,3.3442,30.1,2.06391,No connected 2-in-a-row,generalization,20,1,,
296,4.235,0.001,0.20598,0.019674,0.98574,0.81466,0.30664,3.5367,29.87,1.69799,No connected 2-in-a-row,generalization,20,2,,
297,6.1298,0.001,0.2,0.02,1.6667,0.8,0.3,2.5318,15.0,1.87389,No connected 2-in-a-row,generalization,20,3,,
298,4.2827,0.001,0.15,0.03,1.0421,0.8,0.27794,2.5,15.0,1.82652,No connected 2-in-a-row,generalization,20,4,,
299,3.4464,0.001,0.19873,0.022226,0.98596,0.74894,0.5427,3.2799,14.908,1.7490699999999997,No connected 2-in-a-row,generalization,20,5,,
300,3.4613,0.0059507,0.30363,0.020243,0.85067,0.78908,1.6063,3.4727,11.743,2.6195600000000003,No connected 2-in-a-row,generalization,21,1,,
301,5.0,0.005,0.3,0.02,1.0,0.8,0.3,2.5,15.0,2.09726,No connected 2-in-a-row,generalization,21,2,,
302,5.275,0.01,0.2,0.04,1.0,0.70306,0.3,2.5,15.0,1.91351,No connected 2-in-a-row,generalization,21,3,,
303,7.3124,0.0074768,0.25599,0.026091,0.65785,0.63142,0.39868,2.3434,14.411,2.3004900000000004,No connected 2-in-a-row,generalization,21,4,,
304,4.7583,0.011667,0.2,0.023333,1.0,0.43069,0.5,2.5,15.0,2.29861,No connected 2-in-a-row,generalization,21,5,,
305,5.0,0.001,0.1,0.02,0.80653,0.28298,0.34498,3.4626,15.0,2.01721,No connected 2-in-a-row,generalization,22,1,,
306,3.1806,0.001,0.13384,0.01,0.34916,0.80336,0.12043,2.5705,14.348,2.0061,No connected 2-in-a-row,generalization,22,2,,
307,5.9822,0.001,0.17778,0.011317,0.53907,0.98598,-0.0065546,3.3016,13.408,2.1997800000000005,No connected 2-in-a-row,generalization,22,3,,
308,2.5167,0.001,0.0,0.02,0.5,0.704,0.097912,2.5,15.0,1.9555900000000002,No connected 2-in-a-row,generalization,22,4,,
309,7.0084,0.001,0.10001,0.029967,0.50043,0.7987,0.0010599,3.504,15.017,1.68647,No connected 2-in-a-row,generalization,22,5,,
310,7.4545,0.001,0.16381,0.029815,1.357,1.0684,0.29699,3.5104,19.951,1.55424,No connected 2-in-a-row,generalization,23,1,,
311,4.0029,0.001,0.12491,0.01,0.9587,0.79971,0.29999,3.5033,15.012,1.97667,No connected 2-in-a-row,generalization,23,2,,
312,8.2651,0.001,0.22812,0.01744,0.91228,1.1527,-0.028521,5.1893,13.261,1.69066,No connected 2-in-a-row,generalization,23,3,,
313,3.3983,0.001,0.21987,0.01,1.2517,1.0673,0.30018,2.4987,15.006,1.65697,No connected 2-in-a-row,generalization,23,4,,
314,4.3418,0.001,0.16953,0.023054,1.1412,0.8129,0.21421,2.8028,15.115,1.76323,No connected 2-in-a-row,generalization,23,5,,
315,5.6591,0.001,0.15741,0.011111,1.037,0.8,-0.21564,3.7212,15.0,1.8865200000000002,No connected 2-in-a-row,generalization,24,1,,
316,6.4805,0.001,0.26769,0.01,1.2219,1.2464,0.0010557,2.9312,16.971,1.9958600000000004,No connected 2-in-a-row,generalization,24,2,,
317,7.3617,0.001,0.13581,0.020041,1.8574,0.8,-0.15133,2.5,20.0,1.6460899999999998,No connected 2-in-a-row,generalization,24,3,,
318,6.8497,0.001,0.18857,0.020082,0.99742,0.94227,0.14979,3.5093,15.033,1.70353,No connected 2-in-a-row,generalization,24,4,,
319,7.4235,0.0018889,0.20058,0.02,0.96466,0.80001,0.3,3.5,15.0,1.36863,No connected 2-in-a-row,generalization,24,5,,
320,3.8641,0.001,0.3,0.02,1.0,0.5012,0.3,2.5,15.0,1.7284199999999998,No connected 2-in-a-row,generalization,25,1,,
321,5.0,0.001,0.2,0.022034,1.0,0.8,0.19428,2.5,15.0,1.98164,No connected 2-in-a-row,generalization,25,2,,
322,2.9812,0.001,0.19636,0.019313,0.95673,0.7782,0.39201,2.5169,14.923,1.97043,No connected 2-in-a-row,generalization,25,3,,
323,5.2453,0.004,0.2,0.01,0.86858,0.8,0.3,2.5,15.0,1.8385799999999999,No connected 2-in-a-row,generalization,25,4,,
324,8.0,0.001,0.2,0.04,1.9965,0.8,0.15542,1.9242,7.0236,2.21133,No connected 2-in-a-row,generalization,25,5,,
325,3.0,0.001,0.1951,0.022151,1.1148,0.8,0.5,2.5,15.0,1.82712,No connected 2-in-a-row,generalization,26,1,,
326,6.509,0.001,0.1442,0.019845,1.937,0.89587,0.29496,2.5136,14.938,1.9778200000000001,No connected 2-in-a-row,generalization,26,2,,
327,5.3124,0.001,0.2,0.023225,1.4936,0.8,0.33333,2.5,30.0,1.8526700000000003,No connected 2-in-a-row,generalization,26,3,,
328,10.0,0.0038889,0.1393,0.018997,2.6389,0.77066,0.63625,2.8613,11.13,1.94571,No connected 2-in-a-row,generalization,26,4,,
329,10.0,0.001,0.093206,0.02242,1.5803,0.90889,0.41375,2.622,15.968,1.62178,No connected 2-in-a-row,generalization,26,5,,
330,4.6251,0.005,0.36667,0.02,1.0804,1.3333,-1.0179,3.3333,30.0,2.03773,No connected 2-in-a-row,generalization,27,1,,
331,5.8579,0.001,0.33629,0.01,0.99993,1.0665,-0.19707,4.4437,16.669,1.92524,No connected 2-in-a-row,generalization,27,2,,
332,5.4697,0.001,0.35399,0.016816,1.8155,0.94329,-0.89267,2.4556,16.274,1.8944799999999997,No connected 2-in-a-row,generalization,27,3,,
333,6.0,0.001,0.29523,0.015,0.96798,0.8,-1.178,5.0,10.284,2.15667,No connected 2-in-a-row,generalization,27,4,,
334,5.4584,0.001,0.46037,0.027998,1.635,1.3609,-1.1807,3.3602,10.307,2.18391,No connected 2-in-a-row,generalization,27,5,,
335,3.0,0.0033777,0.2,0.03,1.184,1.0,0.0,2.5,10.0,2.4160499999999994,No connected 2-in-a-row,generalization,28,1,,
336,3.0,0.001,0.2,0.01,1.0,0.8,0.3,3.5,15.0,2.26159,No connected 2-in-a-row,generalization,28,2,,
337,3.0,0.001,0.2,0.015,1.0,0.8,0.23467,3.3333,15.0,1.8111000000000002,No connected 2-in-a-row,generalization,28,3,,
338,3.55,0.001,0.4,0.01,1.5,1.0667,0.0,3.5,15.0,2.05458,No connected 2-in-a-row,generalization,28,4,,
339,5.9886,0.001,0.21544,0.029767,0.9949,0.80524,0.16554,6.0582,14.953,1.8235,No connected 2-in-a-row,generalization,28,5,,
340,8.4123,0.001,0.43117,0.02,1.1544,1.3333,-1.0742,3.5,-922.81,1.6773100000000003,No connected 2-in-a-row,generalization,29,1,,
341,4.9999,0.001,0.21446,0.016668,0.95832,1.0666,0.078792,3.3519,15.0,2.0702500000000006,No connected 2-in-a-row,generalization,29,2,,
342,3.5619,0.001,0.44,0.01,0.84472,1.4178,-0.033833,3.2322,20.123,1.7256900000000002,No connected 2-in-a-row,generalization,29,3,,
343,3.489,0.0026691,0.22968,0.018781,1.1735,1.0532,-0.34179,2.9388,28.006,1.6563699999999997,No connected 2-in-a-row,generalization,29,4,,
344,4.4619,0.001,0.26912,0.02,1.1214,1.0,-0.48177,3.1667,15.0,2.23919,No connected 2-in-a-row,generalization,29,5,,
345,2.588,0.001,0.26866,0.037104,0.81511,0.60983,0.32251,3.0686,16.69,2.06101,No connected 2-in-a-row,generalization,30,1,,
346,4.7223,0.001,0.2,0.012222,0.83984,0.47496,0.4,3.4688,7.6357,2.08487,No connected 2-in-a-row,generalization,30,2,,
347,3.534,0.0057577,0.078833,0.018737,0.68815,0.19671,0.63166,3.8948,12.377,2.3705600000000002,No connected 2-in-a-row,generalization,30,3,,
348,3.1039,0.001,0.17005,0.028792,1.0002,0.50314,0.29975,2.6473,14.997,2.21781,No connected 2-in-a-row,generalization,30,4,,
349,6.0,0.0025464,0.229,0.025436,0.51352,0.59948,0.3,5.0,20.0,2.51837,No connected 2-in-a-row,generalization,30,5,,
350,5.4116,0.001,0.22291,0.024546,1.0,0.8,0.3,2.5,15.0,2.0541899999999997,No connected 2-in-a-row,generalization,31,1,,
351,8.2721,0.001,0.5021,0.020185,0.99853,0.99,0.24716,2.5979,7.5107,2.1237199999999996,No connected 2-in-a-row,generalization,31,2,,
352,9.1853,0.001,0.2,0.02,1.1667,0.89429,0.3,2.5,15.0,1.9050900000000002,No connected 2-in-a-row,generalization,31,3,,
353,6.5734,0.004136,0.078401,0.024243,1.0945,0.96946,0.18215,2.311,20.876,2.28965,No connected 2-in-a-row,generalization,31,4,,
354,7.0,0.001,0.19795,0.023807,1.1417,0.8,0.3,2.5,15.0,1.8402800000000004,No connected 2-in-a-row,generalization,31,5,,
355,5.9678,0.001,0.1,0.04,1.0,0.8,0.3,2.5,26.667,2.04246,No connected 2-in-a-row,generalization,32,1,,
356,6.3254,0.001,0.081993,0.01,0.50004,0.8001,0.21776,3.6959,7.4471,1.50902,No connected 2-in-a-row,generalization,32,2,,
357,7.0274,0.001,0.16667,0.02,1.0,0.8,0.3,2.5,15.0,1.99285,No connected 2-in-a-row,generalization,32,3,,
358,9.9999,0.002894,0.2237,0.017037,1.1667,0.8,0.14156,3.5,16.667,1.67393,No connected 2-in-a-row,generalization,32,4,,
359,5.3058,0.003946,0.094926,0.01,0.41667,0.48081,0.14135,4.0678,13.667,1.33283,No connected 2-in-a-row,generalization,32,5,,
360,3.3677,0.010137,0.0,0.01,0.49724,0.73192,-0.0038159,2.5134,14.939,2.6187899999999997,No connected 2-in-a-row,generalization,33,1,,
361,2.6403,0.026016,0.2,0.01,1.0,0.4,-0.92042,5.0,15.0,2.39708,No connected 2-in-a-row,generalization,33,2,,
362,2.4625,0.001,0.094444,0.026193,0.97569,0.41945,-1.0994,2.4514,15.222,2.41129,No connected 2-in-a-row,generalization,33,3,,
363,5.0,0.0067644,0.020155,0.02,0.25,0.56609,0.0,2.5,15.0,2.2318700000000002,No connected 2-in-a-row,generalization,33,4,,
364,2.8562,0.0050712,0.19644,0.01995,0.99221,0.40623,-1.208,1.5111,19.907,1.8393700000000002,No connected 2-in-a-row,generalization,33,5,,
