,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
0,6.7353,0.0057899,0.29937,0.022596,0.50053,0.79905,1.5013,2.4982,14.992,2.10298,No unconnected 2-in-a-row,human-vs-human,1,1,,
1,2.55,0.0066667,0.21397,0.02,0.77154,0.62867,1.0,2.8712,15.0,1.81155,No unconnected 2-in-a-row,human-vs-human,1,2,,
2,3.5631,0.001,0.27778,0.0225,0.94619,0.41401,1.125,2.2813,19.0,2.16362,No unconnected 2-in-a-row,human-vs-human,1,3,,
3,5.0,0.01,0.2,0.02,0.5,0.4,1.5,3.5,15.0,1.93996,No unconnected 2-in-a-row,human-vs-human,1,4,,
4,3.0,0.02,0.1,0.01,0.5,0.8,1.0,2.5,15.0,2.3052799999999998,No unconnected 2-in-a-row,human-vs-human,1,5,,
5,7.0,0.001,0.6,0.023333,0.99999,0.4,1.3333,5.0,30.0,1.86308,No unconnected 2-in-a-row,human-vs-human,2,1,,
6,10.0,0.010184,0.59915,0.01,2.0879,0.721,0.40158,3.3928,14.832,1.72097,No unconnected 2-in-a-row,human-vs-human,2,2,,
7,7.0806,0.012502,0.21547,0.01,1.0731,0.7652,0.51055,3.4089,14.691,2.12513,No unconnected 2-in-a-row,human-vs-human,2,3,,
8,5.0,0.001,0.2,0.02,1.0,0.8,1.0,2.5,15.0,2.59989,No unconnected 2-in-a-row,human-vs-human,2,4,,
9,7.7301,0.001,0.42838,0.015373,0.969,0.38323,0.89063,3.4555,14.358,2.11551,No unconnected 2-in-a-row,human-vs-human,2,5,,
10,3.0,0.001,0.4,0.023333,0.85048,1.0,1.3333,4.4766,15.0,1.79601,No unconnected 2-in-a-row,human-vs-human,3,1,,
11,2.8143,0.001,0.3982,0.01,1.011,0.78863,1.0411,5.0726,19.668,1.6530200000000002,No unconnected 2-in-a-row,human-vs-human,3,2,,
12,3.0,0.0038787,0.3,0.02,1.0,0.8,1.0,5.0,30.0,1.96742,No unconnected 2-in-a-row,human-vs-human,3,3,,
13,1.7583,0.0018648,0.24716,0.01,1.0,0.88889,0.86667,2.5,15.0,1.86497,No unconnected 2-in-a-row,human-vs-human,3,4,,
14,2.7878,0.001,0.1949,0.02182,0.97207,0.77127,1.0319,2.5559,15.255,2.00752,No unconnected 2-in-a-row,human-vs-human,3,5,,
15,3.9415,0.001,0.32018,0.02,1.0,0.8,0.82897,2.5,10.0,2.295,No unconnected 2-in-a-row,human-vs-human,4,1,,
16,5.7136,0.0069615,0.55625,0.01374,1.2245,1.3438,0.7602,4.4715,9.493,2.38791,No unconnected 2-in-a-row,human-vs-human,4,2,,
17,7.0,0.0099999,0.2,0.02,1.0,0.8,1.0,5.0,15.0,2.2643700000000004,No unconnected 2-in-a-row,human-vs-human,4,3,,
18,3.1141,0.001,0.49179,0.038006,0.99999,0.8,1.0,2.5,20.0,1.8171699999999997,No unconnected 2-in-a-row,human-vs-human,4,4,,
19,2.5449,0.0099689,0.19931,0.014983,0.59249,0.71857,1.0017,2.497,8.742,2.46995,No unconnected 2-in-a-row,human-vs-human,4,5,,
20,6.1459,0.001,0.22303,0.026071,0.99382,0.45041,0.083075,4.6517,27.333,1.66478,No unconnected 2-in-a-row,human-vs-human,5,1,,
21,9.9999,0.0044156,0.3,0.03,0.82074,0.8,0.36156,6.5964,7.1981,1.86246,No unconnected 2-in-a-row,human-vs-human,5,2,,
22,6.5872,0.001,0.033333,0.01,0.5,0.4,1.0,2.8584,7.9599,2.60793,No unconnected 2-in-a-row,human-vs-human,5,3,,
23,10.0,0.0048459,0.27423,0.01,0.7044,0.8412,0.64691,6.9544,27.688,1.6486999999999998,No unconnected 2-in-a-row,human-vs-human,5,4,,
24,9.1598,0.0010006,0.44566,0.01,1.4305,0.35035,0.27806,4.5547,11.417,1.70691,No unconnected 2-in-a-row,human-vs-human,5,5,,
25,10.0,0.0030168,0.0,0.023335,0.45615,0.64497,0.79575,2.8975,-1.0228,1.51664,No unconnected 2-in-a-row,human-vs-human,6,1,,
26,2.8389,0.001,0.10815,0.020966,0.73348,0.67528,1.1004,2.5,15.0,1.4434,No unconnected 2-in-a-row,human-vs-human,6,2,,
27,6.0099,0.001,0.20205,0.020025,0.99552,0.79539,1.1483,2.509,10.028,1.73081,No unconnected 2-in-a-row,human-vs-human,6,3,,
28,3.0,0.001,0.0,0.03,0.48048,0.8,1.1111,5.0,15.0,0.7979130000000001,No unconnected 2-in-a-row,human-vs-human,6,4,,
29,3.2817,0.001,0.0,0.01,0.71032,0.82971,0.97777,2.4894,14.999,1.5021099999999998,No unconnected 2-in-a-row,human-vs-human,6,5,,
30,5.1355,0.0099999,0.2,0.02,0.95833,0.6195,1.0,5.0,15.0,2.05533,No unconnected 2-in-a-row,human-vs-human,7,1,,
31,10.0,0.01,0.2,0.03,1.148,0.67434,1.0,2.5,13.002,2.48146,No unconnected 2-in-a-row,human-vs-human,7,2,,
32,7.0,0.01,0.1,0.02,1.0,0.8,0.8,5.0,8.2855,3.26047,No unconnected 2-in-a-row,human-vs-human,7,3,,
33,1.8876,0.0090804,0.010355,0.010259,0.27141,0.084169,1.8074,2.0926,18.793,1.96447,No unconnected 2-in-a-row,human-vs-human,7,4,,
34,3.3788,0.02,0.2,0.02,1.0,0.8,1.0,3.5622,10.0,2.07945,No unconnected 2-in-a-row,human-vs-human,7,5,,
35,7.2289,0.0089935,0.4,0.026514,1.0529,0.51027,0.59391,7.0,21.474,1.5600999999999998,No unconnected 2-in-a-row,human-vs-human,8,1,,
36,7.9565,0.0085356,0.1553,0.01,0.86055,0.49466,0.69942,7.2514,14.106,3.09248,No unconnected 2-in-a-row,human-vs-human,8,2,,
37,10.0,0.0036667,0.29981,0.01833,1.1024,0.38771,0.20981,6.6678,29.995,1.39101,No unconnected 2-in-a-row,human-vs-human,8,3,,
38,4.9993,0.0065866,0.25634,0.019999,0.9998,-0.25511,0.81554,5.0004,29.998,2.04594,No unconnected 2-in-a-row,human-vs-human,8,4,,
39,10.0,0.01507,0.20559,0.01,1.1667,0.8,-0.27564,7.6724,30.0,2.2070999999999996,No unconnected 2-in-a-row,human-vs-human,8,5,,
40,4.1609,0.0090161,0.2,0.022277,0.81176,0.8,1.0,2.5,15.0,2.55071,No unconnected 2-in-a-row,human-vs-human,9,1,,
41,6.4359,0.064638,0.12589,0.017186,1.5579,-0.60198,1.5565,2.9428,16.785,3.4809599999999996,No unconnected 2-in-a-row,human-vs-human,9,2,,
42,4.0981,0.02,0.2555,0.035,1.0,0.8,1.0,2.5,6.6968,3.41291,No unconnected 2-in-a-row,human-vs-human,9,3,,
43,5.0,0.01,0.2,0.02,1.0,0.8,1.0,2.5,15.0,2.6173500000000005,No unconnected 2-in-a-row,human-vs-human,9,4,,
44,6.9849,0.010361,0.26228,0.013934,0.25,0.66086,0.85681,4.4738,-581.03,2.33292,No unconnected 2-in-a-row,human-vs-human,9,5,,
45,10.0,0.01,0.1772,0.02,1.0516,0.62829,0.8,2.5,15.0,2.38354,No unconnected 2-in-a-row,human-vs-human,10,1,,
46,10.0,0.0054967,0.20021,0.019435,0.99954,0.43829,1.0005,2.4991,14.996,2.9713900000000004,No unconnected 2-in-a-row,human-vs-human,10,2,,
47,5.0,0.001,0.3,0.01,1.0401,0.35626,1.0,3.5,15.0,1.93828,No unconnected 2-in-a-row,human-vs-human,10,3,,
48,10.0,0.001,0.11391,0.030845,1.1005,0.32976,0.84741,2.3323,16.221,2.5561800000000003,No unconnected 2-in-a-row,human-vs-human,10,4,,
49,7.3608,0.01,0.099999,0.03436,1.0,0.8,0.57538,2.5,15.0,2.9850899999999996,No unconnected 2-in-a-row,human-vs-human,10,5,,
50,2.8372,0.001,0.27153,0.02,1.0,0.8,0.99999,3.3333,15.0,2.1744999999999997,No unconnected 2-in-a-row,human-vs-human,11,1,,
51,4.6092,0.001,0.16913,0.037941,0.97501,0.79119,1.0396,4.9457,29.725,1.78051,No unconnected 2-in-a-row,human-vs-human,11,2,,
52,5.3301,0.001,0.14676,0.040189,1.0122,0.81256,1.014,2.8177,14.888,1.67444,No unconnected 2-in-a-row,human-vs-human,11,3,,
53,5.0243,0.001,0.19156,0.022343,0.63701,0.76694,1.0082,2.4856,15.066,1.8916800000000003,No unconnected 2-in-a-row,human-vs-human,11,4,,
54,3.0088,0.001,0.27085,0.022056,1.0672,0.8,1.0,2.5,12.658,1.7538899999999997,No unconnected 2-in-a-row,human-vs-human,11,5,,
55,7.0,0.005,0.3253,0.020321,0.73541,0.8,0.42226,2.5,15.0,1.66724,No unconnected 2-in-a-row,human-vs-human,12,1,,
56,10.0,0.012477,0.30002,0.021809,0.89089,1.0667,0.32236,2.5,15.0,1.42438,No unconnected 2-in-a-row,human-vs-human,12,2,,
57,5.2086,0.0029663,0.22129,0.029184,1.0405,0.85534,0.2879,2.1391,16.65,2.11433,No unconnected 2-in-a-row,human-vs-human,12,3,,
58,8.2311,0.0038519,0.5123,0.01,0.88131,0.72397,-0.14093,2.5,15.0,2.4682,No unconnected 2-in-a-row,human-vs-human,12,4,,
59,9.9999,0.0048251,0.19126,0.019563,0.51093,1.0219,0.43588,3.3716,14.825,2.08477,No unconnected 2-in-a-row,human-vs-human,12,5,,
60,4.2069,0.010018,0.4006,0.02134,1.0361,0.79908,0.99898,5.4968,14.992,2.18751,No unconnected 2-in-a-row,human-vs-human,13,1,,
61,3.0373,0.016108,0.40008,0.089997,1.1525,0.73752,0.83146,2.4998,20.001,2.1539800000000002,No unconnected 2-in-a-row,human-vs-human,13,2,,
62,4.4779,0.015744,0.48277,0.024947,1.991,0.72015,1.0066,3.0673,-49.692,2.4824499999999996,No unconnected 2-in-a-row,human-vs-human,13,3,,
63,5.8661,0.016941,0.21037,0.040424,1.0362,0.56296,1.0166,2.7037,-200.31,2.41069,No unconnected 2-in-a-row,human-vs-human,13,4,,
64,2.658,0.017563,0.40434,0.03,1.0,0.61386,1.037,2.5,15.0,2.3636600000000003,No unconnected 2-in-a-row,human-vs-human,13,5,,
65,5.5958,0.0097315,0.29862,0.018005,1.4233,0.24127,0.8661,3.8921,30.798,1.5584900000000002,No unconnected 2-in-a-row,human-vs-human,14,1,,
66,6.1772,0.0055745,0.22161,0.017778,2.044,-0.063303,0.724,2.6806,47.75,2.2710899999999996,No unconnected 2-in-a-row,human-vs-human,14,2,,
67,4.2159,0.005,0.28199,0.01,1.4744,0.5268,0.8,3.5,15.0,2.1783699999999997,No unconnected 2-in-a-row,human-vs-human,14,3,,
68,6.1816,0.0065086,0.20585,0.01844,1.7828,0.56358,0.65757,2.777,-123.62,2.11791,No unconnected 2-in-a-row,human-vs-human,14,4,,
69,6.0,0.0037269,0.4,0.016453,1.5985,-0.21408,1.3333,4.6667,15.0,1.52139,No unconnected 2-in-a-row,human-vs-human,14,5,,
70,3.525,0.001,0.18171,0.01,0.5625,1.0185,0.5,3.375,19.0,1.78661,No unconnected 2-in-a-row,human-vs-human,15,1,,
71,4.6345,0.001,0.36809,0.017423,0.98794,0.6551,0.88506,4.5644,70.107,1.55819,No unconnected 2-in-a-row,human-vs-human,15,2,,
72,3.55,0.001,0.30344,0.023333,1.0,0.8,0.65022,3.3544,26.667,1.82911,No unconnected 2-in-a-row,human-vs-human,15,3,,
73,7.6772,0.0024902,0.32879,0.013704,0.46414,0.46619,1.0196,6.6025,20.905,2.5650699999999995,No unconnected 2-in-a-row,human-vs-human,15,4,,
74,6.1098,0.0025406,0.18193,0.01,0.67396,0.81224,0.52332,5.4741,12.541,2.23005,No unconnected 2-in-a-row,human-vs-human,15,5,,
75,3.993,0.0051323,0.13259,0.025409,0.76338,0.55662,0.55661,3.1217,12.837,2.67027,No unconnected 2-in-a-row,human-vs-human,16,1,,
76,6.475,0.001,0.4,0.01,1.4375,0.66806,0.35906,3.3865,19.0,2.1694999999999998,No unconnected 2-in-a-row,human-vs-human,16,2,,
77,5.0,0.005,0.2,0.023333,1.1424,0.53244,0.8,2.5,15.0,1.4849700000000001,No unconnected 2-in-a-row,human-vs-human,16,3,,
78,4.8024,0.0097342,0.19998,0.025368,1.2023,0.76726,0.51178,3.0847,14.996,1.7206299999999999,No unconnected 2-in-a-row,human-vs-human,16,4,,
79,3.975,0.001,0.26081,0.03,1.4375,1.25,0.5,2.4583,19.0,1.82257,No unconnected 2-in-a-row,human-vs-human,16,5,,
80,10.0,0.01267,0.3,0.018149,1.0289,0.8,0.95052,2.5,30.0,1.98155,No unconnected 2-in-a-row,human-vs-human,17,1,,
81,8.6655,0.020015,0.32197,0.01,0.95872,0.52871,1.0004,5.7411,8.8826,2.71727,No unconnected 2-in-a-row,human-vs-human,17,2,,
82,6.3822,0.01106,0.2,0.02,0.5,0.4,1.3333,2.5,15.0,2.7209299999999996,No unconnected 2-in-a-row,human-vs-human,17,3,,
83,9.5,0.0054537,0.2,0.02,1.0,0.51763,0.8,2.5,15.0,2.21183,No unconnected 2-in-a-row,human-vs-human,17,4,,
84,7.0,0.005,0.12859,0.02,0.86071,0.69795,0.84977,2.5,20.0,2.6683600000000003,No unconnected 2-in-a-row,human-vs-human,17,5,,
85,4.2673,0.010841,0.1035,0.01671,0.78269,0.11406,0.75164,2.0654,13.013,1.94232,No unconnected 2-in-a-row,human-vs-human,18,1,,
86,7.0,0.01,0.25587,0.02,0.32162,0.43325,0.59191,2.5,10.0,2.5918099999999997,No unconnected 2-in-a-row,human-vs-human,18,2,,
87,9.9998,0.028286,0.27504,0.032836,0.43633,0.48689,0.67487,3.9023,12.399,2.63254,No unconnected 2-in-a-row,human-vs-human,18,3,,
88,2.6318,0.0064135,0.28536,0.022685,0.30285,0.3816,0.7838,2.7918,13.488,2.3983600000000003,No unconnected 2-in-a-row,human-vs-human,18,4,,
89,1.3467,0.0084005,0.24474,0.021533,0.50157,0.13186,0.63411,3.3871,18.18,2.8080499999999997,No unconnected 2-in-a-row,human-vs-human,18,5,,
90,5.4246,0.001,0.10337,0.014713,1.0272,0.38493,0.74961,4.1571,10.439,1.9321899999999999,No unconnected 2-in-a-row,human-vs-human,19,1,,
91,9.6659,0.0023656,0.19953,0.019976,0.50059,0.79929,1.4712,6.9973,18.877,1.6293600000000001,No unconnected 2-in-a-row,human-vs-human,19,2,,
92,10.0,0.001,0.26833,0.04,1.0,0.8,1.0667,4.9648,40.0,1.4474,No unconnected 2-in-a-row,human-vs-human,19,3,,
93,6.8667,0.001,0.099999,0.01,0.95833,0.81976,0.4267,3.5,15.0,1.24873,No unconnected 2-in-a-row,human-vs-human,19,4,,
94,6.0,0.0010833,0.21111,0.02,0.74223,0.8,0.62778,3.1667,15.0,0.697334,No unconnected 2-in-a-row,human-vs-human,19,5,,
95,3.0,0.001,0.2,0.02,1.0,0.061287,1.0,2.9067,10.0,1.7249700000000001,No unconnected 2-in-a-row,human-vs-human,20,1,,
96,2.8022,0.001,0.20691,0.030288,0.25,0.81554,1.0173,3.9698,30.276,2.1799600000000003,No unconnected 2-in-a-row,human-vs-human,20,2,,
97,2.7555,0.001,0.1,0.02,0.5,0.4,1.0,5.7715,15.0,1.9273899999999997,No unconnected 2-in-a-row,human-vs-human,20,3,,
98,7.9999,0.001,0.36336,0.021665,0.52083,0.57289,1.3332,4.9996,20.001,2.01544,No unconnected 2-in-a-row,human-vs-human,20,4,,
99,2.6723,0.001,0.19918,0.023361,0.83294,0.64876,0.83196,2.7941,13.656,1.50135,No unconnected 2-in-a-row,human-vs-human,20,5,,
100,5.05,0.001,0.072464,0.014707,0.25,1.1044,0.8,3.5,16.667,1.2548499999999998,No unconnected 2-in-a-row,human-vs-human,21,1,,
101,5.2269,0.001,0.19709,0.015491,0.25,1.2792,1.7675,5.2268,34.725,1.3373300000000001,No unconnected 2-in-a-row,human-vs-human,21,2,,
102,5.8328,0.0013322,0.10339,0.021268,0.25,1.0174,0.58263,3.7955,22.536,1.1783500000000002,No unconnected 2-in-a-row,human-vs-human,21,3,,
103,6.1362,0.001,0.0,0.01,0.25,1.6687,1.3885,4.1543,184.14,1.4525900000000003,No unconnected 2-in-a-row,human-vs-human,21,4,,
104,6.6177,0.001,0.0,0.021111,0.45186,0.93289,0.90368,2.5,15.556,1.45103,No unconnected 2-in-a-row,human-vs-human,21,5,,
105,9.9999,0.01,0.2,0.02196,0.25,0.8,1.0,2.5,15.0,2.2166400000000004,No unconnected 2-in-a-row,human-vs-human,22,1,,
106,2.9458,0.001,0.3231,0.033611,0.25,0.825,1.5409,4.9514,30.222,1.7154899999999997,No unconnected 2-in-a-row,human-vs-human,22,2,,
107,4.1821,0.0015554,0.17543,0.019993,0.62468,0.80038,1.1967,2.5001,14.997,1.4622499999999998,No unconnected 2-in-a-row,human-vs-human,22,3,,
108,2.7276,0.01013,0.10171,0.020171,0.58931,0.71994,1.1273,2.7032,9.9529,1.74553,No unconnected 2-in-a-row,human-vs-human,22,4,,
109,7.0,0.0047566,0.3,0.017028,0.625,0.8,1.44,2.5,12.694,1.9186999999999999,No unconnected 2-in-a-row,human-vs-human,22,5,,
110,3.6806,0.01,0.2,0.022358,1.0,0.52731,1.0,3.3334,8.3166,1.8676400000000002,No unconnected 2-in-a-row,human-vs-human,23,1,,
111,0.1,0.0094989,0.19224,0.02,1.0,0.53626,1.0,2.5,15.0,2.3850000000000002,No unconnected 2-in-a-row,human-vs-human,23,2,,
112,1.4565,0.010491,0.093926,0.024542,0.92784,0.46383,0.97976,2.3731,15.257,2.31066,No unconnected 2-in-a-row,human-vs-human,23,3,,
113,0.1,0.029335,0.19649,0.018868,0.9483,0.45007,1.0115,2.4799,20.092,1.8429399999999998,No unconnected 2-in-a-row,human-vs-human,23,4,,
114,0.1,0.02,0.2,0.02,1.0,0.8,1.0,2.5,15.0,1.92633,No unconnected 2-in-a-row,human-vs-human,23,5,,
115,0.1,0.013166,0.17847,0.019292,0.27716,0.030226,1.9646,2.438,15.283,2.0648000000000004,No unconnected 2-in-a-row,human-vs-human,24,1,,
116,3.4598,0.0054864,0.55,0.02,1.1272,0.50182,1.0,3.3333,30.0,2.8574,No unconnected 2-in-a-row,human-vs-human,24,2,,
117,7.7677,0.0052366,0.36088,0.016411,1.4733,0.43541,0.61552,1.4759,-29.539,2.4156400000000002,No unconnected 2-in-a-row,human-vs-human,24,3,,
118,4.5862,0.0014549,0.45551,0.019666,1.3966,0.24024,0.80244,2.5923,-57.982,2.71782,No unconnected 2-in-a-row,human-vs-human,24,4,,
119,2.987,0.01005,0.22888,0.01,0.25,0.39977,1.9972,2.4975,-17.374,2.57332,No unconnected 2-in-a-row,human-vs-human,24,5,,
120,8.3964,0.0058928,0.52291,0.01,1.2016,0.38904,0.33128,3.8888,17.222,1.69476,No unconnected 2-in-a-row,human-vs-human,25,1,,
121,5.6656,0.0052963,0.45054,0.020741,1.0304,0.71673,0.72769,4.9352,15.296,3.11229,No unconnected 2-in-a-row,human-vs-human,25,2,,
122,5.944,0.0084313,0.37684,0.0264,1.28,0.98743,0.30959,3.7817,6.4088,2.03185,No unconnected 2-in-a-row,human-vs-human,25,3,,
123,7.995,0.01,0.3,0.030135,1.4696,0.49602,0.51921,3.5,13.333,2.2026099999999995,No unconnected 2-in-a-row,human-vs-human,25,4,,
124,0.1,0.0028137,0.18684,0.025146,0.25,0.50896,0.72297,3.601,3.8966,2.3827700000000003,No unconnected 2-in-a-row,human-vs-human,25,5,,
125,3.0,0.005,0.2,0.02,0.5,0.8,1.0,2.5,15.0,1.6695999999999998,No unconnected 2-in-a-row,human-vs-human,26,1,,
126,2.9277,0.01054,0.31799,0.028801,0.97376,1.0937,0.97002,3.4325,15.24,1.63535,No unconnected 2-in-a-row,human-vs-human,26,2,,
127,6.6653,0.0045133,0.22407,0.021217,0.94676,0.74524,0.98751,4.5297,39.361,2.51586,No unconnected 2-in-a-row,human-vs-human,26,3,,
128,4.4726,0.010002,0.1,0.021628,0.25,0.73927,0.88102,2.3501,1.4461,1.9285299999999999,No unconnected 2-in-a-row,human-vs-human,26,4,,
129,6.0973,0.0053993,0.39771,0.01,0.99666,0.80344,1.0038,5.0067,6.3335,2.10546,No unconnected 2-in-a-row,human-vs-human,26,5,,
130,2.5167,0.005,0.2,0.02,0.25,0.8,1.0,3.2495,30.0,1.84078,No unconnected 2-in-a-row,human-vs-human,27,1,,
131,0.1,0.005,0.27178,0.02,0.5,0.8,1.0,3.3333,20.0,1.9487700000000001,No unconnected 2-in-a-row,human-vs-human,27,2,,
132,3.7835,0.001,0.2669,0.01,0.8721,0.21885,1.1107,3.3324,9.9979,1.217483,No unconnected 2-in-a-row,human-vs-human,27,3,,
133,5.0,0.001,0.1,0.02,0.25,0.8,0.88321,3.2222,15.0,3.0772500000000003,No unconnected 2-in-a-row,human-vs-human,27,4,,
134,3.1064,0.0077229,0.1014,0.019406,0.25,0.68614,1.1937,3.1119,13.988,2.42388,No unconnected 2-in-a-row,human-vs-human,27,5,,
135,6.0402,0.001,0.10011,0.023797,1.1162,0.75777,0.84891,2.5,15.0,1.6893999999999998,No unconnected 2-in-a-row,human-vs-human,28,1,,
136,5.2617,0.001,0.26667,0.02,1.0,0.8,0.88324,3.3749,5.6305,1.85229,No unconnected 2-in-a-row,human-vs-human,28,2,,
137,7.0,0.001,0.06383,0.02,1.0,1.0,0.8,2.5,15.0,0.924766,No unconnected 2-in-a-row,human-vs-human,28,3,,
138,7.1412,0.001,0.12715,0.029988,0.9708,0.82922,1.0873,3.1674,14.997,1.97376,No unconnected 2-in-a-row,human-vs-human,28,4,,
139,3.55,0.001,0.16667,0.02,0.65728,0.8,1.1111,2.5468,10.0,1.47901,No unconnected 2-in-a-row,human-vs-human,28,5,,
140,5.838,0.0083857,0.20903,0.01827,0.87739,0.30501,0.72867,2.9254,-59.244,2.7117199999999997,No unconnected 2-in-a-row,human-vs-human,29,1,,
141,0.1,0.007511,0.39995,0.022204,0.35295,0.79993,1.0001,3.3332,15.001,2.61004,No unconnected 2-in-a-row,human-vs-human,29,2,,
142,5.2737,0.010558,0.72342,0.020002,1.0463,0.30583,0.87539,6.9788,-1627.8,2.50956,No unconnected 2-in-a-row,human-vs-human,29,3,,
143,3.0,0.013059,0.3,0.02,1.0,0.4,0.8,2.5,15.0,2.6225899999999998,No unconnected 2-in-a-row,human-vs-human,29,4,,
144,3.3541,0.018378,0.53333,0.016667,1.2633,0.54916,1.037,3.3333,4.9238,2.52492,No unconnected 2-in-a-row,human-vs-human,29,5,,
145,10.0,0.0098312,0.33906,0.016728,1.903,0.32599,0.46567,2.7321,20.992,1.7786800000000003,No unconnected 2-in-a-row,human-vs-human,30,1,,
146,8.4999,0.001,0.5999,0.020002,3.1226,0.46487,0.60804,1.7641,30.002,2.3548400000000003,No unconnected 2-in-a-row,human-vs-human,30,2,,
147,10.0,0.0058605,0.56264,0.029925,3.0854,0.65533,-0.83866,2.1301,-135.05,2.26799,No unconnected 2-in-a-row,human-vs-human,30,3,,
148,10.0,0.0098726,0.30425,0.019858,2.0021,0.79363,0.2445,2.4876,15.057,2.46718,No unconnected 2-in-a-row,human-vs-human,30,4,,
149,7.9957,0.0058416,0.60476,0.014436,2.8662,0.39922,0.35689,2.5015,7.6367,2.0907400000000003,No unconnected 2-in-a-row,human-vs-human,30,5,,
150,3.1867,0.001,0.11545,0.02,0.93197,0.8,0.79867,3.7778,15.0,1.4443100000000002,No unconnected 2-in-a-row,human-vs-human,31,1,,
151,2.2626,0.0033421,0.18071,0.01,0.48413,1.0091,1.2164,9.5497,35.942,1.6614499999999999,No unconnected 2-in-a-row,human-vs-human,31,2,,
152,10.0,0.001,0.2103,0.01515,0.98691,0.82318,0.97425,5.122,30.206,1.6515200000000003,No unconnected 2-in-a-row,human-vs-human,31,3,,
153,3.7798,0.0040967,0.099765,0.01835,0.6875,0.65472,0.98641,7.083,15.013,1.3851600000000002,No unconnected 2-in-a-row,human-vs-human,31,4,,
154,5.0277,0.001,0.25121,0.023308,1.1125,1.0654,1.0014,3.7992,19.987,1.45308,No unconnected 2-in-a-row,human-vs-human,31,5,,
155,7.4587,0.0034371,0.14912,0.01,0.80451,1.1804,0.87103,5.0347,17.495,1.59386,No unconnected 2-in-a-row,human-vs-human,32,1,,
156,6.9228,0.001,0.23817,0.017596,0.58632,1.0024,1.2258,2.8654,15.967,1.0882,No unconnected 2-in-a-row,human-vs-human,32,2,,
157,3.0,0.002443,0.027106,0.02,0.62843,1.1573,1.0,2.5,15.0,1.3164500000000001,No unconnected 2-in-a-row,human-vs-human,32,3,,
158,7.093,0.0048116,0.19058,0.01,0.51177,1.387,0.97645,4.9588,9.664,1.3446099999999999,No unconnected 2-in-a-row,human-vs-human,32,4,,
159,9.9999,0.001,0.11696,0.015,0.37055,1.3242,1.5,2.5,20.0,1.67658,No unconnected 2-in-a-row,human-vs-human,32,5,,
160,5.1144,0.0036276,0.3015,0.01,0.33459,0.71085,1.2423,19.494,15.816,1.7373,No unconnected 2-in-a-row,human-vs-human,33,1,,
161,7.0,0.001,0.2,0.02,0.99999,0.8,0.99999,11.25,20.0,2.11707,No unconnected 2-in-a-row,human-vs-human,33,2,,
162,3.0,0.007,0.3,0.02,0.75,0.60464,1.0,7.9226,21.628,1.6672699999999998,No unconnected 2-in-a-row,human-vs-human,33,3,,
163,3.0,0.005,0.40636,0.02,1.0,0.8,0.8,7.0,26.935,1.96947,No unconnected 2-in-a-row,human-vs-human,33,4,,
164,3.0,0.01,0.2,0.02,0.91645,0.8,1.0,5.0,9.5467,1.9730900000000002,No unconnected 2-in-a-row,human-vs-human,33,5,,
165,7.6599,0.002495,0.3321,0.016279,0.94274,1.1683,1.1715,4.0018,14.382,1.1983000000000001,No unconnected 2-in-a-row,human-vs-human,34,1,,
166,4.7278,0.0034351,0.15243,0.02,0.79719,1.0667,1.0,3.6772,7.6708,1.64322,No unconnected 2-in-a-row,human-vs-human,34,2,,
167,4.9335,0.001,0.20599,0.01,0.96666,0.94345,0.94846,3.4,14.695,1.52927,No unconnected 2-in-a-row,human-vs-human,34,3,,
168,10.0,0.001,0.2859,0.02,1.1751,1.0954,1.0,3.8082,7.266,1.7035900000000002,No unconnected 2-in-a-row,human-vs-human,34,4,,
169,3.4417,0.0023333,0.1,0.01,0.57179,0.88327,0.99999,3.6866,15.0,1.60656,No unconnected 2-in-a-row,human-vs-human,34,5,,
170,7.0361,0.0015941,0.056647,0.019993,0.99901,0.59681,1.0011,2.502,16.677,1.5064499999999998,No unconnected 2-in-a-row,human-vs-human,35,1,,
171,7.25,0.001,0.33333,0.01,0.73502,0.35,1.5,3.375,11.0,1.6874000000000002,No unconnected 2-in-a-row,human-vs-human,35,2,,
172,3.1295,0.001,0.08529,0.039592,0.50233,0.53123,1.5688,3.5805,15.157,1.91083,No unconnected 2-in-a-row,human-vs-human,35,3,,
173,2.8531,0.001,0.10264,0.01,0.51232,0.48276,1.5523,4.5352,20.047,1.44173,No unconnected 2-in-a-row,human-vs-human,35,4,,
174,8.1289,0.001,0.21488,0.018333,0.92708,0.67567,1.0833,2.6458,15.667,2.11522,No unconnected 2-in-a-row,human-vs-human,35,5,,
175,3.0854,0.001,0.20808,0.01,0.49647,0.90258,1.0974,3.4329,8.286,1.8217299999999998,No unconnected 2-in-a-row,human-vs-human,36,1,,
176,1.2,0.0053632,0.081288,0.021667,0.25,1.024,1.3024,3.1875,27.556,1.3852,No unconnected 2-in-a-row,human-vs-human,36,2,,
177,3.0,0.001,0.2,0.017685,0.97658,1.0,0.81869,2.5,15.0,1.96503,No unconnected 2-in-a-row,human-vs-human,36,3,,
178,5.1917,0.001,0.5,0.016667,1.1157,0.65,1.2778,2.5438,16.333,1.7726499999999998,No unconnected 2-in-a-row,human-vs-human,36,4,,
