,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
820,6.3427,0.001,0.2,0.045,0.62995,0.69057,1.0667,3.5,15.0,1.7142100000000002,No unconnected 2-in-a-row,learning,15,1,5.0,
821,10.0,0.001,0.17975,0.02,0.25,0.66295,1.0,5.0,15.0,1.5133100000000002,No unconnected 2-in-a-row,learning,15,2,5.0,
822,7.0,0.001,0.15838,0.02,0.5,0.8,1.0,3.5,20.0,1.7187999999999999,No unconnected 2-in-a-row,learning,15,3,5.0,
823,6.1907,0.0025496,0.13299,0.014022,0.40075,0.9022,1.4031,3.3732,41.027,1.43821,No unconnected 2-in-a-row,learning,15,4,5.0,
824,4.9678,0.001,0.10218,0.023624,0.49455,0.97036,1.0109,3.685,15.087,1.7777099999999997,No unconnected 2-in-a-row,learning,15,5,5.0,
825,7.0,0.005,0.2,0.02,0.5,0.47352,1.0943,7.0,40.0,1.5504099999999998,No unconnected 2-in-a-row,learning,16,1,1.0,
826,5.0037,0.005647,0.25844,0.01,0.51641,0.58882,0.81242,3.6329,14.89,1.7956499999999997,No unconnected 2-in-a-row,learning,16,2,1.0,
827,5.0251,0.005068,0.19702,0.035425,0.49058,0.52739,0.99304,6.2004,20.769,2.0333999999999994,No unconnected 2-in-a-row,learning,16,3,1.0,
828,5.4909,0.001,0.30057,0.016656,0.25,0.62081,1.0036,2.8869,69.971,1.7988000000000004,No unconnected 2-in-a-row,learning,16,4,1.0,
829,6.1967,0.0087329,0.17062,0.021284,0.61746,0.45818,1.0082,4.825,9.5782,1.99119,No unconnected 2-in-a-row,learning,16,5,1.0,
830,2.8375,0.0097033,0.18122,0.014663,0.35417,1.1412,1.0732,6.924,40.875,1.8386200000000001,No unconnected 2-in-a-row,learning,16,1,2.0,
831,4.1833,0.006451,0.1,0.03,0.71248,0.5297,0.83708,4.6667,20.0,1.60229,No unconnected 2-in-a-row,learning,16,2,2.0,
832,5.9222,0.001,0.29328,0.03,0.28086,0.79929,1.5,7.6932,33.583,1.84179,No unconnected 2-in-a-row,learning,16,3,2.0,
833,1.5438,0.001,0.16145,0.01,0.36294,0.67955,0.99627,4.6809,19.934,1.63515,No unconnected 2-in-a-row,learning,16,4,2.0,
834,3.1828,0.0013928,0.2,0.03,0.25,0.8793,0.95376,4.8243,30.37,1.5459100000000001,No unconnected 2-in-a-row,learning,16,5,2.0,
835,3.0,0.0080767,0.16667,0.01,0.25,0.83543,1.0,5.0,15.0,2.2580400000000003,No unconnected 2-in-a-row,learning,16,1,3.0,
836,4.7391,0.0057075,0.16462,0.01,0.42946,0.91156,1.0884,6.801,20.929,1.7942900000000002,No unconnected 2-in-a-row,learning,16,2,3.0,
837,2.951,0.0044145,0.18021,0.01,0.64867,0.73414,1.0208,3.389,15.585,1.8089899999999997,No unconnected 2-in-a-row,learning,16,3,3.0,
838,7.0,0.005,0.3,0.03,0.5,1.0,1.0,5.0,20.0,1.8382800000000004,No unconnected 2-in-a-row,learning,16,4,3.0,
839,3.0,0.001,0.21427,0.016667,0.7936,0.31073,1.0,2.5,15.0,1.8639199999999998,No unconnected 2-in-a-row,learning,16,5,3.0,
840,4.9887,0.001,0.24649,0.0208,0.55726,0.99615,1.0158,3.8975,14.969,1.89036,No unconnected 2-in-a-row,learning,16,1,4.0,
841,7.3062,0.001,0.35757,0.022668,0.95242,0.92417,0.74766,3.2282,13.896,1.6626199999999998,No unconnected 2-in-a-row,learning,16,2,4.0,
842,5.0,0.001,0.1,0.02,0.58333,0.8,0.8,2.9662,15.0,1.6903099999999998,No unconnected 2-in-a-row,learning,16,3,4.0,
843,1.2813,0.001,0.19206,0.020428,0.50732,0.78074,1.0035,4.0169,14.829,1.9002700000000001,No unconnected 2-in-a-row,learning,16,4,4.0,
844,4.8667,0.0010833,0.18702,0.018642,0.32622,0.84067,0.67068,5.9845,35.059,1.8819500000000002,No unconnected 2-in-a-row,learning,16,5,4.0,
845,5.0,0.010448,0.099999,0.02,0.5,0.8,0.8,3.4311,15.0,1.60839,No unconnected 2-in-a-row,learning,16,1,5.0,
846,5.854,0.001,0.24197,0.022773,0.43067,0.92479,1.0359,4.7573,178.89,1.67533,No unconnected 2-in-a-row,learning,16,2,5.0,
847,2.8389,0.001,0.15376,0.020384,0.58333,0.8,1.1335,2.5,11.667,1.45745,No unconnected 2-in-a-row,learning,16,3,5.0,
848,2.5913,0.001,0.2,0.015,0.65155,0.76069,1.0,3.5,15.0,1.7192399999999999,No unconnected 2-in-a-row,learning,16,4,5.0,
849,4.2838,0.0052798,0.13197,0.019867,0.25,0.79722,1.0006,5.0116,179.95,1.9217299999999997,No unconnected 2-in-a-row,learning,16,5,5.0,
850,3.2086,0.001,0.12139,0.025721,0.9064,0.70372,1.107,2.6872,15.856,1.0713330000000003,No unconnected 2-in-a-row,learning,17,1,1.0,
851,6.425,0.001,0.086804,0.02,1.0,0.8,0.8,2.5,20.0,1.17862,No unconnected 2-in-a-row,learning,17,2,1.0,
852,7.0,0.001,0.064226,0.02,1.0,0.74982,1.0,2.5,20.0,1.65736,No unconnected 2-in-a-row,learning,17,3,1.0,
853,10.0,0.001,0.2,0.04,0.95649,0.8,1.0,3.5354,15.0,1.3164,No unconnected 2-in-a-row,learning,17,4,1.0,
854,7.9014,0.001,0.18474,0.01,0.93041,0.81208,1.0381,2.6972,15.475,1.54491,No unconnected 2-in-a-row,learning,17,5,1.0,
855,3.6698,0.001,0.23005,0.013125,0.89062,0.62714,0.97258,3.3094,9.3124,1.8403699999999996,No unconnected 2-in-a-row,learning,17,1,2.0,
856,3.2191,0.001,0.16487,0.010844,0.64301,0.76507,1.5076,3.5138,14.975,1.7118099999999998,No unconnected 2-in-a-row,learning,17,2,2.0,
857,3.7902,0.001,0.21696,0.01,1.0,0.8,1.1111,3.5,26.42,1.7627300000000001,No unconnected 2-in-a-row,learning,17,3,2.0,
858,3.0459,0.001,0.19533,0.020503,0.88569,0.74812,0.94235,3.6297,8.3956,2.00421,No unconnected 2-in-a-row,learning,17,4,2.0,
859,3.8042,0.001,0.084909,0.032121,0.62208,0.72883,0.91998,2.8809,14.399,1.7915800000000002,No unconnected 2-in-a-row,learning,17,5,2.0,
860,2.8662,0.001,0.17593,0.02,0.98079,0.8,1.1712,4.4444,10.494,1.58203,No unconnected 2-in-a-row,learning,17,1,3.0,
861,3.5465,0.001,0.20273,0.035,0.5,0.6758,1.3866,3.5,15.0,1.39145,No unconnected 2-in-a-row,learning,17,2,3.0,
862,7.6076,0.001,0.10302,0.020472,1.0365,0.77886,1.0417,2.5586,15.333,1.74997,No unconnected 2-in-a-row,learning,17,3,3.0,
863,5.9162,0.001,0.15039,0.033811,0.39433,0.20243,1.9479,5.2147,11.203,1.7748599999999999,No unconnected 2-in-a-row,learning,17,4,3.0,
864,4.4149,0.0039977,0.082994,0.01,0.54603,0.67935,1.1546,3.2593,26.671,1.55803,No unconnected 2-in-a-row,learning,17,5,3.0,
865,5.0,0.001,0.1,0.018333,1.0,0.8,1.0,2.7783,15.0,1.50474,No unconnected 2-in-a-row,learning,17,1,4.0,
866,5.0025,0.001,0.099992,0.01,0.86109,0.57238,1.1484,3.5204,40.095,1.39749,No unconnected 2-in-a-row,learning,17,2,4.0,
867,10.0,0.001,0.1,0.01,0.95833,0.70274,1.1578,3.5,15.0,1.75486,No unconnected 2-in-a-row,learning,17,3,4.0,
868,10.0,0.001,0.23765,0.016633,1.2295,1.0,0.99999,4.154,15.0,1.3821499999999998,No unconnected 2-in-a-row,learning,17,4,4.0,
869,6.8728,0.001,0.090105,0.032506,0.71046,0.79497,1.3524,3.2914,11.501,1.41729,No unconnected 2-in-a-row,learning,17,5,4.0,
870,10.0,0.0015693,0.0,0.011253,0.89736,1.4626,1.1173,2.8711,15.938,1.63646,No unconnected 2-in-a-row,learning,17,1,5.0,
871,4.4764,0.010158,0.10184,0.01949,0.50702,1.522,1.4412,4.2293,29.796,1.4904899999999999,No unconnected 2-in-a-row,learning,17,2,5.0,
872,2.98,0.001,0.0,0.01,0.96064,1.2671,0.89819,2.3218,21.082,1.45636,No unconnected 2-in-a-row,learning,17,3,5.0,
873,4.4643,0.001,0.05,0.02,1.0,1.2428,1.0,2.2172,15.0,1.52734,No unconnected 2-in-a-row,learning,17,4,5.0,
874,3.9963,0.0033397,0.054977,0.01,0.99868,1.111,0.99992,2.531,16.665,1.20668,No unconnected 2-in-a-row,learning,17,5,5.0,
875,10.0,0.0049211,0.74611,0.029482,1.2905,0.54789,0.86068,4.1455,12.705,2.49281,No unconnected 2-in-a-row,learning,18,1,1.0,
876,4.6083,0.025473,0.38642,0.024239,0.87397,0.3072,0.62302,4.748,16.152,2.23582,No unconnected 2-in-a-row,learning,18,2,1.0,
877,7.5256,0.005,0.8,0.02,1.1079,0.67312,1.0,7.0,15.0,2.31145,No unconnected 2-in-a-row,learning,18,3,1.0,
878,8.0,0.0078167,0.7,0.02,2.0,0.56304,0.39349,3.5,15.0,2.17458,No unconnected 2-in-a-row,learning,18,4,1.0,
879,7.5306,0.001,0.81885,0.10154,0.97075,0.7768,-0.52262,5.9184,-14.953,2.35851,No unconnected 2-in-a-row,learning,18,5,1.0,
880,5.0,0.008302,0.24663,0.016201,0.66242,0.45755,1.0,3.5,11.667,2.16163,No unconnected 2-in-a-row,learning,18,1,2.0,
881,2.699,0.001,0.20067,0.021442,0.5222,0.28863,1.1002,2.3738,9.6112,2.23985,No unconnected 2-in-a-row,learning,18,2,2.0,
882,4.9339,0.0076263,0.19308,0.010864,0.95387,0.76371,0.98167,2.5321,12.763,2.24549,No unconnected 2-in-a-row,learning,18,3,2.0,
883,5.8501,0.0099996,0.2,0.019999,0.25,0.80002,0.99997,2.5001,15.0,1.96076,No unconnected 2-in-a-row,learning,18,4,2.0,
884,5.1719,0.001,0.1985,0.022366,0.93513,0.57849,1.0025,3.3249,19.962,2.36453,No unconnected 2-in-a-row,learning,18,5,2.0,
885,8.6222,0.0052211,0.19484,0.018956,1.1755,0.41406,0.89246,3.6122,15.215,1.9183,No unconnected 2-in-a-row,learning,18,1,3.0,
886,5.7936,0.0071107,0.21666,0.020001,1.5,0.21149,0.52446,2.4999,20.001,2.1226599999999998,No unconnected 2-in-a-row,learning,18,2,3.0,
887,8.6611,0.0076912,0.30011,0.02,1.2193,0.80015,0.99993,4.9997,15.002,2.35957,No unconnected 2-in-a-row,learning,18,3,3.0,
888,7.0,0.005,0.2,0.02,1.0,0.8,1.0667,3.5937,15.0,2.36885,No unconnected 2-in-a-row,learning,18,4,3.0,
889,7.0,0.001,0.31962,0.02,1.0559,0.53333,1.0,2.9062,15.0,1.9828800000000002,No unconnected 2-in-a-row,learning,18,5,3.0,
890,5.0,0.001,0.4,0.018333,1.0451,0.23706,1.0,2.5,15.0,1.84741,No unconnected 2-in-a-row,learning,18,1,4.0,
891,7.0,0.0035447,0.22812,0.01,0.8964,0.37826,1.5,3.1667,15.0,2.22458,No unconnected 2-in-a-row,learning,18,2,4.0,
892,4.4022,0.0084382,0.14952,0.027775,0.87256,0.63246,1.1862,2.8465,13.511,1.69258,No unconnected 2-in-a-row,learning,18,3,4.0,
893,5.0,0.001,0.22372,0.03,1.0,0.61029,0.8,2.5,15.0,2.02137,No unconnected 2-in-a-row,learning,18,4,4.0,
894,5.3774,0.0058338,0.19998,0.020001,1.0,0.6168,1.0001,2.5001,15.0,2.15239,No unconnected 2-in-a-row,learning,18,5,4.0,
895,5.0,0.005,0.099999,0.015,1.0337,0.8,1.0,3.5,15.0,2.08545,No unconnected 2-in-a-row,learning,18,1,5.0,
896,5.0,0.001,0.23577,0.018571,1.1035,0.8,1.1111,3.5,20.0,1.69984,No unconnected 2-in-a-row,learning,18,2,5.0,
897,8.0136,0.0049806,0.19862,0.01,1.2768,0.69374,0.84376,3.6856,29.973,1.5979299999999999,No unconnected 2-in-a-row,learning,18,3,5.0,
898,8.0,0.0041111,0.24154,0.01,1.1406,0.4,0.8,3.4763,24.494,1.7124199999999998,No unconnected 2-in-a-row,learning,18,4,5.0,
899,7.0,0.005,0.3,0.02,1.0484,0.8,1.0,3.3333,15.0,1.9966300000000001,No unconnected 2-in-a-row,learning,18,5,5.0,
900,7.0,0.0018708,0.3,0.03,1.0,0.88889,1.0,2.7778,2.6667,1.7834300000000003,No unconnected 2-in-a-row,learning,19,1,1.0,
901,4.1581,0.002,0.2,0.04,0.25,0.8,1.0,5.0,15.0,1.64868,No unconnected 2-in-a-row,learning,19,2,1.0,
902,3.55,0.001,0.19009,0.02,0.85209,0.8,1.0,2.5,15.0,1.59694,No unconnected 2-in-a-row,learning,19,3,1.0,
903,10.0,0.001,0.30602,0.01892,0.70794,0.78774,1.533,3.7398,20.3,1.7931000000000001,No unconnected 2-in-a-row,learning,19,4,1.0,
904,5.0,0.001,0.3,0.018207,0.43723,0.8,0.8,3.5,15.0,1.4640399999999998,No unconnected 2-in-a-row,learning,19,5,1.0,
905,5.0,0.001,0.23383,0.01,1.0,1.1628,0.95896,3.3333,15.0,1.8402699999999999,No unconnected 2-in-a-row,learning,19,1,2.0,
906,3.4258,0.001,0.11111,0.01,1.0,0.7312,0.96325,2.5,15.0,1.82152,No unconnected 2-in-a-row,learning,19,2,2.0,
907,10.0,0.002241,0.34791,0.012605,1.165,1.3995,0.44664,4.3529,12.777,1.8647300000000002,No unconnected 2-in-a-row,learning,19,3,2.0,
908,5.2666,0.001,0.22236,0.022464,0.94394,0.80102,0.93947,3.4827,15.457,1.7099799999999998,No unconnected 2-in-a-row,learning,19,4,2.0,
909,3.55,0.001,0.2,0.02,1.0,0.8,1.0,2.5,15.0,1.56962,No unconnected 2-in-a-row,learning,19,5,2.0,
910,3.0021,0.01002,0.099783,0.01,0.49946,0.99892,1.0011,4.9981,29.991,1.8095200000000002,No unconnected 2-in-a-row,learning,19,1,3.0,
911,4.9883,0.0015066,0.18937,0.020079,1.0035,1.0365,0.97877,3.3415,10.021,1.48315,No unconnected 2-in-a-row,learning,19,2,3.0,
912,9.0,0.001,0.28333,0.01,1.0,1.0399,1.0,3.5751,15.0,1.7909200000000003,No unconnected 2-in-a-row,learning,19,3,3.0,
913,9.9999,0.0020042,0.4,0.02,0.875,1.1224,1.0,5.7644,8.7656,1.23655,No unconnected 2-in-a-row,learning,19,4,3.0,
914,7.0,0.001,0.19588,0.022254,1.0,1.0667,0.8,3.2292,21.243,1.46909,No unconnected 2-in-a-row,learning,19,5,3.0,
915,5.0,0.0032779,0.1,0.01,1.0,1.1927,1.0,2.5,15.0,1.7750999999999997,No unconnected 2-in-a-row,learning,19,1,4.0,
916,7.0,0.001,0.3,0.026667,0.875,1.1973,1.0,3.3333,30.0,1.96052,No unconnected 2-in-a-row,learning,19,2,4.0,
917,4.2132,0.0016667,0.15954,0.01,0.76592,0.8,1.0,2.5,15.0,1.49809,No unconnected 2-in-a-row,learning,19,3,4.0,
918,4.3764,0.005,0.28565,0.035933,0.50176,1.2638,1.0446,2.7519,10.0,1.41753,No unconnected 2-in-a-row,learning,19,4,4.0,
919,4.8484,0.001,0.19518,0.02073,0.95833,1.2004,0.9845,2.5,15.0,1.5909,No unconnected 2-in-a-row,learning,19,5,4.0,
920,10.0,0.001,0.2,0.02,0.96702,1.1991,0.7458,3.3333,13.471,1.55761,No unconnected 2-in-a-row,learning,19,1,5.0,
921,9.9999,0.001,0.097076,0.021771,0.48772,0.95942,1.3895,2.345,14.292,1.5914300000000001,No unconnected 2-in-a-row,learning,19,2,5.0,
922,7.0,0.001,0.1,0.03,0.77629,0.8,1.0,2.5,20.0,1.3872399999999998,No unconnected 2-in-a-row,learning,19,3,5.0,
923,3.3693,0.002,0.011111,0.02,0.68405,0.97227,0.8,3.6301,15.0,1.4191300000000002,No unconnected 2-in-a-row,learning,19,4,5.0,
924,7.1828,0.001,0.086899,0.011841,0.49107,1.1446,1.0303,3.5699,20.842,1.38751,No unconnected 2-in-a-row,learning,19,5,5.0,
925,3.245,0.001,0.24886,0.040488,0.5,0.8,1.0412,3.2744,13.413,1.6200200000000002,No unconnected 2-in-a-row,learning,20,1,1.0,
926,6.425,0.0023333,0.3,0.02152,0.8794,0.4,0.8,5.0,20.0,1.64955,No unconnected 2-in-a-row,learning,20,2,1.0,
927,5.1473,0.001,0.1,0.028889,0.5,0.68526,1.0,5.0,20.0,2.4532999999999996,No unconnected 2-in-a-row,learning,20,3,1.0,
928,5.6199,0.001,0.21145,0.030004,0.41666,0.59709,0.99989,3.4998,15.001,1.5988700000000002,No unconnected 2-in-a-row,learning,20,4,1.0,
929,2.7627,0.0012677,0.16096,0.034989,0.51739,0.4,0.97171,5.0,26.055,2.05112,No unconnected 2-in-a-row,learning,20,5,1.0,
930,3.0,0.0031609,0.099999,0.02,0.73735,0.8,1.0,2.5,15.0,1.6147500000000001,No unconnected 2-in-a-row,learning,20,1,2.0,
931,7.0,0.001,0.29488,0.02,1.0,0.85648,1.0,3.6164,26.667,1.79231,No unconnected 2-in-a-row,learning,20,2,2.0,
932,6.0001,0.0050015,0.24991,0.01,0.49991,0.63932,1.5002,3.6532,14.999,1.95197,No unconnected 2-in-a-row,learning,20,3,2.0,
933,5.4582,0.001,0.28654,0.010841,0.64962,0.82005,1.1624,4.8675,9.4187,1.57547,No unconnected 2-in-a-row,learning,20,4,2.0,
934,1.0583,0.0042215,0.13716,0.01,0.39776,0.75529,1.1337,5.875,131.28,1.69746,No unconnected 2-in-a-row,learning,20,5,2.0,
935,9.9999,0.001,0.2,0.02,1.0,0.66404,1.0,2.5,15.0,2.15822,No unconnected 2-in-a-row,learning,20,1,3.0,
936,7.3292,0.0043333,0.16673,0.021667,0.53125,0.34167,1.6042,3.3125,13.375,1.8445999999999998,No unconnected 2-in-a-row,learning,20,2,3.0,
937,10.0,0.001,0.10767,0.022421,0.73591,0.43526,0.84703,4.0166,14.848,2.4078899999999996,No unconnected 2-in-a-row,learning,20,3,3.0,
938,7.4873,0.0034814,0.23156,0.017497,0.25,0.56066,0.85059,4.1781,17.127,1.94664,No unconnected 2-in-a-row,learning,20,4,3.0,
939,4.6562,0.010038,0.23007,0.032027,0.69174,0.80228,1.1166,5.204,11.566,2.00453,No unconnected 2-in-a-row,learning,20,5,3.0,
940,6.4338,0.001,0.2,0.02,0.8472,0.68786,0.63377,3.5,12.896,2.0200500000000003,No unconnected 2-in-a-row,learning,20,1,4.0,
941,5.0367,0.001,0.2378,0.01,0.88589,0.46601,1.0124,4.9782,14.9,1.7481299999999997,No unconnected 2-in-a-row,learning,20,2,4.0,
942,10.0,0.0050922,0.12591,0.037409,0.83793,0.6333,0.81478,3.2442,8.9813,1.7482900000000001,No unconnected 2-in-a-row,learning,20,3,4.0,
943,8.9894,0.0068157,0.1871,0.019222,0.75704,0.25789,1.1416,5.3398,5.9757,1.8876300000000001,No unconnected 2-in-a-row,learning,20,4,4.0,
944,2.55,0.001,0.097159,0.026119,0.5,0.49839,0.88443,4.6667,15.0,2.0467800000000005,No unconnected 2-in-a-row,learning,20,5,4.0,
945,2.8566,0.0045294,0.29793,0.020102,0.98701,0.38961,0.91899,3.5783,33.202,1.69033,No unconnected 2-in-a-row,learning,20,1,5.0,
946,3.0,0.0016752,0.30834,0.02,0.97332,0.8,1.0,3.5,15.0,2.06782,No unconnected 2-in-a-row,learning,20,2,5.0,
947,2.9223,0.001,0.21593,0.020796,0.48009,0.83584,1.4341,6.9104,15.319,1.8050599999999999,No unconnected 2-in-a-row,learning,20,3,5.0,
948,7.0,0.001,0.3,0.02,1.3294,0.63372,0.8,3.3334,4.4892,1.8949700000000003,No unconnected 2-in-a-row,learning,20,4,5.0,
949,2.9556,0.001,0.29471,0.019995,0.75,0.51323,1.0012,4.6693,10.113,2.13214,No unconnected 2-in-a-row,learning,20,5,5.0,
950,5.0093,0.0043167,0.28219,0.026622,0.99829,0.64975,0.79874,3.3398,14.999,2.2716499999999997,No unconnected 2-in-a-row,learning,21,1,1.0,
951,2.8124,0.001,0.29571,0.03,1.0,0.7226,0.80411,2.5,30.0,2.3104299999999998,No unconnected 2-in-a-row,learning,21,2,1.0,
952,4.8537,0.0058333,0.4,0.02,1.0,0.4,1.0,5.0,15.0,2.37258,No unconnected 2-in-a-row,learning,21,3,1.0,
953,3.9748,0.001,0.36385,0.05,0.25,0.35012,2.4999,2.4104,19.0,2.2323399999999998,No unconnected 2-in-a-row,learning,21,4,1.0,
954,10.0,0.01027,0.24628,0.01988,0.93768,0.81356,0.60023,11.264,15.157,2.26228,No unconnected 2-in-a-row,learning,21,5,1.0,
955,7.11,0.001,0.31113,0.031877,1.0,0.39998,0.99628,4.269,16.666,1.9416999999999998,No unconnected 2-in-a-row,learning,21,1,2.0,
956,6.0158,0.001,0.24407,0.017486,1.0526,0.58556,0.49114,3.6607,16.419,1.98211,No unconnected 2-in-a-row,learning,21,2,2.0,
957,10.0,0.0038736,0.25637,0.01,0.87669,0.67317,0.85907,6.4076,16.127,2.18662,No unconnected 2-in-a-row,learning,21,3,2.0,
958,5.592,0.0033768,0.28026,0.038027,0.87616,0.256,0.9806,5.1182,16.605,1.75963,No unconnected 2-in-a-row,learning,21,4,2.0,
959,8.3848,0.0043713,0.30554,0.01,0.99998,0.77647,1.0,5.4818,136.67,2.1328799999999997,No unconnected 2-in-a-row,learning,21,5,2.0,
960,2.9232,0.0030251,0.10465,0.01588,1.0174,0.70944,0.78664,2.9922,29.55,1.9102999999999999,No unconnected 2-in-a-row,learning,21,1,3.0,
961,4.8578,0.0082442,0.20502,0.019036,1.0422,0.80469,1.1871,5.0843,7.8152,2.2435400000000003,No unconnected 2-in-a-row,learning,21,2,3.0,
962,2.999,0.0050039,0.19981,0.021369,1.0004,0.57205,1.0005,3.4821,29.996,1.5163200000000001,No unconnected 2-in-a-row,learning,21,3,3.0,
963,2.55,0.001,0.26667,0.02,0.99666,0.8,1.0,3.5,10.0,1.75807,No unconnected 2-in-a-row,learning,21,4,3.0,
964,6.173,0.008482,0.24093,0.0194,1.9963,0.75111,0.99731,3.5061,9.8025,1.8095500000000002,No unconnected 2-in-a-row,learning,21,5,3.0,
965,5.7223,0.0023333,0.28728,0.02,0.99032,0.66132,0.92229,5.8333,15.0,1.9766399999999997,No unconnected 2-in-a-row,learning,21,1,4.0,
966,3.4768,0.0099967,0.21111,0.015,1.0545,0.69654,1.0,3.5,20.0,2.0684899999999997,No unconnected 2-in-a-row,learning,21,2,4.0,
967,4.296,0.0025,0.2642,0.02,1.0,0.63716,0.69766,3.5,15.0,1.97487,No unconnected 2-in-a-row,learning,21,3,4.0,
968,4.5,0.0026667,0.30556,0.013333,1.0261,0.69501,0.74409,4.6667,16.989,1.9449400000000001,No unconnected 2-in-a-row,learning,21,4,4.0,
969,7.539,0.001,0.19284,0.01,0.99659,0.80366,0.90809,5.3311,14.905,2.13478,No unconnected 2-in-a-row,learning,21,5,4.0,
970,4.9434,0.001,0.28885,0.030304,0.96083,0.80685,0.99261,2.7341,29.939,1.7761299999999998,No unconnected 2-in-a-row,learning,21,1,5.0,
971,7.0,0.001,0.24635,0.062844,1.0,0.4,1.0,5.0,10.588,1.9799700000000002,No unconnected 2-in-a-row,learning,21,2,5.0,
972,5.6732,0.002191,0.39971,0.020002,1.0002,0.79922,1.0008,5.0019,19.989,2.1058399999999997,No unconnected 2-in-a-row,learning,21,3,5.0,
973,5.275,0.001,0.18964,0.021918,1.0326,0.2661,1.0,2.5,7.3802,2.2501200000000003,No unconnected 2-in-a-row,learning,21,4,5.0,
974,5.0,0.001,0.28621,0.035,0.99999,0.8,0.8,3.5,9.9999,1.93949,No unconnected 2-in-a-row,learning,21,5,5.0,
975,9.9864,0.0027017,0.18451,0.017649,0.57208,0.52844,0.66606,6.1746,18.921,1.8344200000000002,No unconnected 2-in-a-row,learning,22,1,1.0,
976,3.9773,0.001,0.14998,0.019999,0.37145,0.53337,1.1112,3.3334,13.378,1.75607,No unconnected 2-in-a-row,learning,22,2,1.0,
977,6.0006,0.001,0.19987,0.019996,0.37492,0.40022,0.99969,3.5007,14.997,2.04244,No unconnected 2-in-a-row,learning,22,3,1.0,
978,4.9975,0.001,0.17496,0.019983,0.25,0.55322,1.202,3.5019,9.9954,1.7542199999999997,No unconnected 2-in-a-row,learning,22,4,1.0,
979,4.8269,0.002594,0.21167,0.01,0.25,0.65593,0.7975,3.4938,19.97,1.9612100000000001,No unconnected 2-in-a-row,learning,22,5,1.0,
980,8.4181,0.0049679,0.22077,0.01969,1.0185,0.4,0.78579,4.8805,18.683,1.9579799999999998,No unconnected 2-in-a-row,learning,22,1,2.0,
981,5.447,0.001,0.36123,0.021044,0.47917,0.62802,0.8973,7.1989,30.667,1.6175500000000003,No unconnected 2-in-a-row,learning,22,2,2.0,
982,7.5772,0.001,0.2,0.01,0.98755,0.37475,0.8,4.6667,10.0,1.6712500000000001,No unconnected 2-in-a-row,learning,22,3,2.0,
983,6.0665,0.0027705,0.19105,0.01,0.46118,0.44373,0.91376,9.0518,42.033,1.84228,No unconnected 2-in-a-row,learning,22,4,2.0,
984,4.2678,0.0042631,0.097797,0.01,0.76034,0.57337,0.74765,5.005,39.389,1.8541700000000003,No unconnected 2-in-a-row,learning,22,5,2.0,
985,3.3981,0.001,0.059167,0.01,0.38542,0.17641,0.79584,4.3879,17.309,1.44645,No unconnected 2-in-a-row,learning,22,1,3.0,
986,2.9631,0.0037597,0.10745,0.020366,0.50009,0.74285,0.99386,6.5752,21.989,1.5417900000000002,No unconnected 2-in-a-row,learning,22,2,3.0,
987,2.9961,0.0057068,0.043972,0.01,0.50684,0.38957,0.80883,6.9964,20.156,1.33231,No unconnected 2-in-a-row,learning,22,3,3.0,
988,6.0673,0.0015,0.21111,0.023228,0.32694,0.30905,1.4856,5.5469,14.778,1.22281,No unconnected 2-in-a-row,learning,22,4,3.0,
989,10.0,0.001,0.10403,0.018345,0.56377,0.47957,1.1721,6.3829,5.3702,1.7148499999999998,No unconnected 2-in-a-row,learning,22,5,3.0,
990,5.9646,0.0031036,0.2,0.02,0.95833,0.8,0.8,3.8029,26.667,1.8282599999999998,No unconnected 2-in-a-row,learning,22,1,4.0,
991,7.3456,0.0021499,0.2223,0.015,0.95833,0.67581,0.92884,4.6138,27.407,1.73308,No unconnected 2-in-a-row,learning,22,2,4.0,
992,5.0464,0.0012099,0.21181,0.02037,1.0,0.64086,0.81971,3.5001,17.222,1.55648,No unconnected 2-in-a-row,learning,22,3,4.0,
993,7.9557,0.001,0.44833,0.01,1.009,0.82808,0.834,5.3472,10.103,1.7930999999999997,No unconnected 2-in-a-row,learning,22,4,4.0,
994,6.2325,0.001,0.19831,0.02,0.93868,0.41428,0.8,3.6061,94.164,1.8852699999999998,No unconnected 2-in-a-row,learning,22,5,4.0,
995,7.2608,0.001,0.30047,0.028049,0.8795,0.66163,1.1024,5.9405,14.926,1.41532,No unconnected 2-in-a-row,learning,22,1,5.0,
996,8.6105,0.001,0.19162,0.017907,0.70601,0.8,0.95495,3.7787,18.333,1.72948,No unconnected 2-in-a-row,learning,22,2,5.0,
997,7.1591,0.0012123,0.12487,0.018916,0.37267,0.5791,1.4991,3.0851,14.638,1.9349200000000004,No unconnected 2-in-a-row,learning,22,3,5.0,
998,5.275,0.001,0.2,0.02,0.5,0.8,1.0796,3.5,10.0,1.65136,No unconnected 2-in-a-row,learning,22,4,5.0,
999,6.425,0.001,0.17046,0.02,0.94809,0.8,0.88086,3.7431,9.9999,1.5011800000000002,No unconnected 2-in-a-row,learning,22,5,5.0,
1000,7.0,0.0015265,0.3,0.01,0.5,0.68052,0.8,5.2655,15.0,2.29332,No unconnected 2-in-a-row,learning,23,1,1.0,
