,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,triangle weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
406,2.9991,0.019986,0.26743,0.01,0.99916,1.0658,0.64757,0.30063,2.5017,14.992,0.00048274,2.0311099999999995,Triangle,eye tracking,2,2,,
407,0.1,0.0096104,0.19702,0.02305,0.51643,0.90255,0.88606,0.37407,2.7955,15.912,0.056975,2.2923,Triangle,eye tracking,2,3,,
408,0.1,0.0089791,0.2,0.02,0.5,0.8,1.0,0.3,3.3333,30.0,-0.11223,2.5972599999999995,Triangle,eye tracking,2,4,,
409,5.8305,0.02,0.3,0.015,2.0,0.88889,0.8,0.0,2.9251,15.0,0.0,2.2349,Triangle,eye tracking,2,5,,
410,8.0315,0.001,0.081657,0.020681,0.65829,0.51508,1.3166,0.50577,4.2123,16.676,0.15828,2.09601,Triangle,eye tracking,3,1,,
411,7.1441,0.001,0.20567,0.01,1.0,0.8,1.3333,0.042258,3.3879,30.0,0.0,1.68814,Triangle,eye tracking,3,2,,
412,6.0,0.002,0.13333,0.02,1.0,0.8,1.0,0.4,2.5,15.0,6.0555e-06,2.29955,Triangle,eye tracking,3,3,,
413,10.0,0.001,0.2,0.02,1.1533,0.8,0.99999,0.4,2.5,15.0,-0.37292,1.55644,Triangle,eye tracking,3,4,,
414,3.7494,0.001,0.13153,0.02,0.78454,0.8,0.98304,0.71368,2.5,15.0,0.0,1.2356,Triangle,eye tracking,3,5,,
415,5.507,0.0050035,0.10133,0.023343,0.73467,0.77614,0.99956,-0.00021757,4.1718,12.966,-0.00021752,1.70714,Triangle,eye tracking,4,1,,
416,2.4494,0.0038388,0.16268,0.015671,0.8302,0.61487,1.0397,0.3,3.5,15.0,-0.40158,1.71154,Triangle,eye tracking,4,2,,
417,3.3954,0.001,0.2,0.01,0.99999,0.8,0.94422,0.1581,2.7778,16.667,-0.097761,1.5637699999999999,Triangle,eye tracking,4,3,,
418,3.3286,0.0061535,0.2,0.016151,1.0,0.88889,0.8,0.5,4.2587,15.0,0.0,1.84353,Triangle,eye tracking,4,4,,
419,3.0,0.0069665,0.2,0.020442,1.0,0.8,1.0667,0.14804,3.6654,14.133,0.0,2.34178,Triangle,eye tracking,4,5,,
420,2.5167,0.01,0.2,0.016434,0.79499,0.37893,0.8584,0.27558,3.3334,15.0,-1.1827,2.12928,Triangle,eye tracking,5,1,,
421,2.025,0.001,0.14111,0.01,0.26777,0.35,0.0071166,-0.025,4.2083,47.793,0.25,1.95544,Triangle,eye tracking,5,2,,
422,2.4106,0.0035247,0.16688,0.017339,0.77893,0.30507,0.70627,0.19968,2.5009,14.995,0.00031939,2.09324,Triangle,eye tracking,5,3,,
423,6.0829,0.001,0.20185,0.02074,0.5,0.4,0.74662,0.66667,4.6666,13.333,0.0,2.02952,Triangle,eye tracking,5,4,,
424,6.0,0.0019147,0.19891,0.041225,0.85677,0.32944,0.77951,0.2595,2.5,15.0,-0.39168,2.23786,Triangle,eye tracking,5,5,,
425,2.7816,0.005,0.027482,0.022637,1.0,0.8,0.8,0.3,3.5,20.0,0.072112,1.024086,Triangle,eye tracking,6,1,,
426,3.0,0.0016258,0.089189,0.015,1.0,1.0744,1.0,0.3,3.5,20.0,0.0,0.965147,Triangle,eye tracking,6,2,,
427,5.2055,0.001,0.080599,0.01,0.93905,0.86509,1.097,0.25665,4.0926,17.2,-0.048431,1.3725500000000002,Triangle,eye tracking,6,3,,
428,2.8923,0.0064721,0.0,0.01632,0.47652,0.90105,1.184,0.22959,4.678,22.078,0.092007,1.65305,Triangle,eye tracking,6,4,,
429,6.2076,0.0046655,0.059878,0.01,0.6003,1.3295,1.2472,0.1696,4.153,28.395,-0.033863,1.64725,Triangle,eye tracking,6,5,,
430,7.2651,0.0036667,0.18039,0.020194,0.96039,0.8134,0.93768,0.39765,2.4951,14.834,5.8906e-07,2.3774,Triangle,eye tracking,7,1,,
431,3.4934,0.007,0.24654,0.01,0.81771,0.72244,0.99467,0.36015,5.5602,17.812,0.017573,2.44165,Triangle,eye tracking,7,2,,
432,3.0,0.001,0.2,0.01,1.0,0.8,1.0,0.3,2.5,15.0,0.0,2.2379800000000003,Triangle,eye tracking,7,3,,
433,5.0,0.001,0.29146,0.02,0.99999,0.8,1.0,0.3,3.5,20.0,0.0,1.7187800000000002,Triangle,eye tracking,7,4,,
434,6.2702,0.01,0.2,0.02,1.2908,1.0283,1.0,0.3,2.5,15.0,0.0,1.5245700000000002,Triangle,eye tracking,7,5,,
435,9.9999,0.0086647,0.3,0.020341,1.0,0.69232,0.72936,0.4,5.0,15.0,0.0,2.6277800000000004,Triangle,eye tracking,8,1,,
436,3.0,0.012613,0.17635,0.016094,0.75,0.48116,0.95142,0.3,2.5,15.0,-0.34973,2.6371,Triangle,eye tracking,8,2,,
437,6.8083,0.013284,0.43993,0.01,2.0175,0.79776,0.84005,0.5,2.9753,61.248,-0.090421,2.7930900000000003,Triangle,eye tracking,8,3,,
438,7.1523,0.010823,0.22981,0.038157,0.94444,0.65433,0.74913,0.3605,2.5414,15.185,-0.20284,2.17395,Triangle,eye tracking,8,4,,
439,5.1826,0.0084832,0.55737,0.019496,0.92708,0.60921,0.5679,0.24583,3.8611,17.403,0.041667,2.0989199999999997,Triangle,eye tracking,8,5,,
440,0.76523,0.0049999,0.22848,0.01,0.95833,0.70818,0.99999,0.0,3.5,10.0,0.0,1.95148,Triangle,eye tracking,9,1,,
441,0.43081,0.0036533,0.089357,0.015,0.99754,0.79789,0.91656,0.3,3.5411,15.0,-0.43116,1.8292299999999997,Triangle,eye tracking,9,2,,
442,0.1,0.0062986,0.0,0.016753,0.58117,0.67064,0.83767,0.081162,3.8652,16.299,-0.081162,1.82744,Triangle,eye tracking,9,3,,
443,0.1,0.0053111,0.20346,0.01,0.57725,0.7725,1.3722,0.27472,5.2486,20.408,-0.17657,1.59738,Triangle,eye tracking,9,4,,
444,1.0667,0.005,0.1,0.018721,1.0,0.88889,0.8,0.3,3.5,15.0,0.0,1.82926,Triangle,eye tracking,9,5,,
445,9.1418,0.001,0.23,0.01669,0.4603,0.43904,1.5598,0.45251,3.5808,14.4,0.037504,1.80036,Triangle,eye tracking,10,1,,
446,2.0013,0.001,0.0,0.013034,0.63169,0.25,0.9186,0.5,3.375,11.0,-0.25,1.6601799999999998,Triangle,eye tracking,10,2,,
447,2.9561,0.001,0.078339,0.01,0.89946,0.40572,1.4522,0.48063,3.6834,15.308,0.11587,2.11919,Triangle,eye tracking,10,3,,
448,3.0,0.0036667,0.1029,0.020791,0.84841,0.58604,1.074,0.5,3.5885,29.357,0.040942,1.3604800000000001,Triangle,eye tracking,10,4,,
449,8.1939,0.001,0.18736,0.019518,0.50053,0.38749,1.5,0.44881,4.4004,16.296,-0.087418,1.52689,Triangle,eye tracking,10,5,,
450,6.0,0.0024072,0.36291,0.02,1.1667,0.22085,0.46841,0.33333,5.0,30.0,0.33333,2.4241400000000004,Triangle,learning,1,1,1.0,
451,7.9315,0.01,0.83063,0.02371,1.0,0.20716,0.34043,0.3,35.143,15.0,0.0,2.32427,Triangle,learning,1,2,1.0,
452,8.1086,0.0087917,0.48626,0.022683,1.3387,0.41233,0.25985,0.32378,3.8028,13.109,0.036585,2.52015,Triangle,learning,1,3,1.0,
453,6.9973,0.0099875,0.34757,0.01,2.0013,-0.24753,0.25619,0.17597,2.5027,15.012,0.4777,2.0259799999999997,Triangle,learning,1,4,1.0,
454,5.418,0.010783,0.3602,0.015879,0.76979,-0.40778,0.53409,0.26344,5.5678,7.7972,0.53358,2.2650099999999997,Triangle,learning,1,5,1.0,
455,4.2191,0.01999,0.30368,0.020005,1.0082,0.44426,0.43106,0.41766,2.8327,16.665,-0.0001286,2.7182,Triangle,learning,1,1,2.0,
456,5.9832,0.02,0.59987,0.023333,1.211,0.4,-0.35308,0.5,3.5,15.0,0.33333,2.65853,Triangle,learning,1,2,2.0,
457,5.1204,0.018969,0.34035,0.064348,1.0106,0.19371,0.3483,0.39933,3.5017,168.72,0.1115,2.48367,Triangle,learning,1,3,2.0,
458,7.2683,0.018944,0.27302,0.02,0.99999,0.27418,-0.033697,0.3,4.6667,15.0,0.0,2.7641599999999995,Triangle,learning,1,4,2.0,
459,4.865,0.010302,0.73866,0.02,1.0,0.27853,0.14811,0.5,6.3334,15.0,0.0,2.4168899999999995,Triangle,learning,1,5,2.0,
460,6.4725,0.022819,0.59492,0.033653,0.74958,0.36294,0.261,0.62446,5.8735,11.686,0.083752,2.5284299999999997,Triangle,learning,1,1,3.0,
461,8.973,0.01103,0.57811,0.039442,2.3246,-0.53888,-0.6875,0.45136,3.7464,8.7017,-0.11802,2.41015,Triangle,learning,1,2,3.0,
462,5.017,0.015461,0.38916,0.029768,0.99494,0.24751,0.50864,0.50433,4.9899,29.954,0.9971,2.2863800000000003,Triangle,learning,1,3,3.0,
463,3.6332,0.02,0.22527,0.02,0.93727,0.18303,0.7103,0.33333,3.6489,8.9221,0.0,2.91714,Triangle,learning,1,4,3.0,
464,7.985,0.018982,0.51398,0.01,2.2955,0.049777,0.41758,0.55556,3.5,15.0,0.0,2.45189,Triangle,learning,1,5,3.0,
465,0.1,0.03809,0.22315,0.019992,0.39252,0.40027,0.99962,0.50029,4.9993,14.997,0.00019166,2.53828,Triangle,learning,1,1,4.0,
466,5.1444,0.011667,0.3,0.03,1.0,0.8,0.5353,0.3,5.0,20.0,0.0,2.1924800000000007,Triangle,learning,1,2,4.0,
467,3.4718,0.01,0.37674,0.023333,1.0,0.4,0.59002,0.33333,3.5,15.0,0.0,2.1480900000000003,Triangle,learning,1,3,4.0,
468,5.0025,0.0068165,0.41325,0.019299,1.0524,0.45856,0.75024,0.32278,3.5169,13.327,-1.0544e-06,2.7223800000000002,Triangle,learning,1,4,4.0,
469,4.9694,0.005784,0.3178,0.021276,1.016,0.40327,0.042973,-0.25117,3.9446,15.049,-0.031508,2.50501,Triangle,learning,1,5,4.0,
470,5.0,0.001,0.5185,0.02,0.625,0.62418,0.804,0.6,5.0,15.0,0.0,2.61253,Triangle,learning,1,1,5.0,
471,2.5167,0.01,0.2,0.024777,1.0,0.65546,0.39754,0.4,1.4921,20.0,6.0555e-06,2.46351,Triangle,learning,1,2,5.0,
472,3.5702,0.01129,0.22307,0.02021,0.94967,0.39266,0.537,0.49214,3.2366,14.404,-0.05766,2.56213,Triangle,learning,1,3,5.0,
473,0.125,0.02,0.29223,0.01,0.3476,0.32057,0.90565,0.25639,4.0741,33.032,0.064233,2.0917199999999996,Triangle,learning,1,4,5.0,
474,5.0,0.02,0.4,0.01,1.0,0.8,0.45199,0.3,3.8249,15.0,-6.0555e-06,2.6397299999999997,Triangle,learning,1,5,5.0,
475,3.6355,0.001,0.2,0.02,0.36713,0.72194,2.0,0.6,2.5,15.0,0.33333,1.7351500000000002,Triangle,learning,2,1,1.0,
476,3.0,0.001,0.16667,0.02,0.76946,0.0082032,1.0,0.4,2.7505,15.0,-6.0555e-06,1.84179,Triangle,learning,2,2,1.0,
477,2.575,0.003667,0.1,0.01,0.62629,-0.017376,1.0,0.32523,3.5,10.0,0.0,1.7026499999999998,Triangle,learning,2,3,1.0,
478,4.9839,0.001,0.31074,0.019336,0.25,0.55656,1.4155,0.42157,2.4419,19.652,0.34993,1.9035700000000002,Triangle,learning,2,4,1.0,
479,1.5481,0.0090505,0.16821,0.02,0.62963,0.72422,0.9575,0.71111,5.3704,18.333,-0.048368,1.8022300000000002,Triangle,learning,2,5,1.0,
480,0.66616,0.003174,0.13113,0.01,0.49859,1.1415,1.2367,0.60615,3.8184,22.805,-0.037237,1.29582,Triangle,learning,2,1,2.0,
481,0.1,0.0099999,0.1,0.023309,0.5,1.0667,1.2824,0.4,3.5,20.0,-0.31156,1.68963,Triangle,learning,2,2,2.0,
482,4.3681,0.001,0.20431,0.019446,0.77704,1.1044,0.97215,0.36497,4.7293,30.536,-0.013886,1.34673,Triangle,learning,2,3,2.0,
483,5.0,0.001,0.3,0.020689,0.41934,0.91717,1.6894,0.3,4.6667,20.0,-0.44894,1.6354599999999997,Triangle,learning,2,4,2.0,
484,3.205,0.0040698,0.20737,0.023098,0.59639,1.0703,1.1429,0.53407,4.6891,104.29,-0.065144,1.6362999999999999,Triangle,learning,2,5,2.0,
485,3.0848,0.001,0.16026,0.026062,0.35337,1.1135,1.0,0.4,2.5,15.0,0.0,1.33002,Triangle,learning,2,1,3.0,
486,4.1832,0.0049997,0.10391,0.020001,0.25,1.6,1.3505,0.3,2.5001,15.0,-0.3202,1.6157499999999998,Triangle,learning,2,2,3.0,
487,3.8202,0.0022078,0.099891,0.026425,0.34536,1.4632,1.3212,0.60902,4.1216,12.208,-0.013889,1.57035,Triangle,learning,2,3,3.0,
488,5.159,0.001,0.2,0.023333,1.0,1.297,0.99282,0.33333,3.5,9.7341,0.11111,1.4951199999999998,Triangle,learning,2,4,3.0,
489,2.499,0.001,0.19952,0.01,0.64036,1.1587,1.3765,1.3879,5.0158,14.928,-0.0045229,1.77631,Triangle,learning,2,5,3.0,
490,1.496,0.001,0.086179,0.01778,0.49577,1.0147,1.399,0.30996,3.9306,16.743,-0.0081235,1.3320599999999998,Triangle,learning,2,1,4.0,
491,1.5486,0.001,0.071007,0.01,0.58287,1.0007,1.0007,0.30048,3.4983,156.83,-0.0003687,1.37401,Triangle,learning,2,2,4.0,
492,3.0,0.001,0.1,0.01,0.78721,1.2118,1.0,0.3,3.5,15.0,0.0,1.62425,Triangle,learning,2,3,4.0,
493,2.876,0.001,0.093272,0.019232,0.45663,1.3989,1.2806,0.19282,4.6748,14.266,0.036929,1.2859599999999998,Triangle,learning,2,4,4.0,
494,3.4552,0.001,0.1,0.02,0.89662,1.2001,1.1111,0.43915,3.3333,15.0,-0.70947,1.67318,Triangle,learning,2,5,4.0,
495,4.5748,0.0032221,0.1536,0.01,0.96908,1.0684,1.1433,0.66575,2.4214,18.07,1.1201e-06,1.66071,Triangle,learning,2,1,5.0,
496,8.0,0.0013844,0.25333,0.022806,1.0,0.89863,1.06,0.53333,3.1667,12.938,0.0,1.26676,Triangle,learning,2,2,5.0,
497,3.1739,0.0036354,0.13003,0.01,0.65066,1.1119,0.93503,0.6,5.0,15.0,6.0555e-06,1.70503,Triangle,learning,2,3,5.0,
498,0.1,0.0027679,0.1652,0.019741,0.33701,1.4381,1.0026,0.44555,5.4001,17.608,1.2111e-05,1.5939400000000001,Triangle,learning,2,4,5.0,
499,5.0,0.001,0.2,0.02,1.0,1.1017,1.0,0.3,2.5,15.0,0.0,1.6985500000000002,Triangle,learning,2,5,5.0,
500,7.6667,0.001,0.23951,0.020251,1.0,-0.35389,0.89007,0.44444,2.5,13.645,0.0,1.94528,Triangle,learning,3,1,1.0,
501,5.3302,0.0099999,0.2,0.02,1.2327,-0.55322,0.6816,0.6,3.3333,15.0,-6.0555e-06,2.1702899999999996,Triangle,learning,3,2,1.0,
502,4.1833,0.02,0.2,0.02,0.76968,-0.57907,0.2391,0.3,3.3333,15.0,0.0,2.27969,Triangle,learning,3,3,1.0,
503,4.6619,0.010126,0.20903,0.02,0.96411,0.13625,0.8,1.4722,4.4815,12.399,-3.2894e-06,2.2452599999999996,Triangle,learning,3,4,1.0,
504,4.9027,0.008,0.20788,0.028148,1.1638,-0.32447,0.83184,1.1965,3.5,21.111,0.0,2.1521199999999996,Triangle,learning,3,5,1.0,
505,6.1534,0.0048788,0.21402,0.019815,0.6168,0.40648,0.62148,1.4717,4.1039,13.282,-0.0046296,2.3400399999999997,Triangle,learning,3,1,2.0,
506,3.525,0.0022805,0.0,0.01,0.5625,-0.026056,0.22304,0.45111,2.375,3.1113,0.25,1.9892100000000004,Triangle,learning,3,2,2.0,
507,5.461,0.0050001,0.22035,0.03032,0.5,0.4,0.63122,0.65045,3.4153,15.0,0.28956,2.40438,Triangle,learning,3,3,2.0,
508,10.0,0.012899,0.23976,0.019756,0.46831,0.015831,0.6965,0.63434,4.9021,28.954,-0.057498,2.33938,Triangle,learning,3,4,2.0,
509,4.4926,0.01,0.2,0.01,1.0,0.4,0.47013,1.0,3.9641,15.0,-0.31881,1.95959,Triangle,learning,3,5,2.0,
510,2.9989,0.020022,0.19976,0.019992,0.99948,0.40041,1.0672,1.2951,3.3344,14.995,-0.00029458,2.1080300000000003,Triangle,learning,3,1,3.0,
511,2.6784,0.0098329,0.20001,0.018528,1.0,0.44911,1.0,1.0876,2.7777,11.666,0.0,2.13824,Triangle,learning,3,2,3.0,
512,1.4588,0.0096637,0.0,0.021861,0.81803,0.050937,0.94302,0.68882,2.6629,56.762,0.046529,2.29028,Triangle,learning,3,3,3.0,
513,6.3906,0.0071809,0.17063,0.01,0.86501,0.29201,1.1543,0.40028,3.7566,21.234,0.077137,2.40316,Triangle,learning,3,4,3.0,
514,2.9296,0.001,0.20782,0.026148,0.97915,0.38088,0.97269,0.95203,3.4385,18.556,-0.0055067,2.07761,Triangle,learning,3,5,3.0,
515,4.2072,0.0046903,0.11015,0.01,1.0,0.65532,0.93026,0.4,2.4999,8.9686,2.3723e-05,2.08915,Triangle,learning,3,1,4.0,
516,3.55,0.001,0.2,0.021452,0.99999,0.68907,1.0843,0.3,2.3847,15.0,-0.33381,1.7097900000000004,Triangle,learning,3,2,4.0,
517,6.0,0.001,0.14936,0.02,1.0,0.4,1.0,0.3,3.5811,30.0,-6.0555e-06,2.11001,Triangle,learning,3,3,4.0,
518,3.6425,0.005,0.083333,0.018652,0.95833,0.76168,0.93333,0.3,2.5,15.0,-0.22687,2.16585,Triangle,learning,3,4,4.0,
519,4.3228,0.0014444,0.27649,0.016552,1.0584,0.8,1.0,0.3,3.5,15.0,0.0,1.74257,Triangle,learning,3,5,4.0,
520,4.1837,0.001,0.1,0.03,1.0,0.51014,1.1289,0.3,2.5,15.0,0.0,1.7913299999999999,Triangle,learning,3,1,5.0,
521,7.3655,0.0094085,0.18686,0.020657,0.99947,0.48168,1.0621,0.32136,2.5575,9.8193,-0.48651,1.83319,Triangle,learning,3,2,5.0,
522,3.0,0.001,0.16667,0.01,1.0428,0.55655,1.0,0.3,2.5,15.0,0.0,2.4224,Triangle,learning,3,3,5.0,
523,3.0,0.005,0.2,0.02,1.0,0.4,1.0,0.3,2.5,15.0,0.0,2.35053,Triangle,learning,3,4,5.0,
524,5.3859,0.001,0.21111,0.023857,0.95833,0.39137,1.0,0.39072,2.5888,16.667,-0.092932,2.22282,Triangle,learning,3,5,5.0,
525,10.0,0.001,0.2,0.02,1.0,0.66754,1.0,0.3,2.5,15.0,0.33333,1.31937,Triangle,learning,4,1,1.0,
526,5.8439,0.001,0.10031,0.01,0.99865,0.79861,0.99844,0.299,2.2438,14.988,0.0007716,1.6605800000000002,Triangle,learning,4,2,1.0,
527,7.7644,0.001,0.22725,0.02,1.0,1.0667,1.0,0.3,3.3333,15.0,0.0,1.44658,Triangle,learning,4,3,1.0,
528,8.7339,0.0015973,0.18727,0.011273,0.52929,1.0833,1.3274,0.58362,4.4818,12.4,0.11516,1.6045299999999998,Triangle,learning,4,4,1.0,
529,5.0,0.001,0.2,0.01,0.5,0.8,1.5,0.3,3.3333,15.0,0.0,1.7857299999999998,Triangle,learning,4,5,1.0,
530,3.3088,0.001,0.15279,0.01,1.0,0.2157,1.0,0.3,3.5,10.0,0.0,1.67162,Triangle,learning,4,1,2.0,
531,2.237,0.001,0.10227,0.019759,0.49323,0.76988,1.4041,0.29086,4.7089,19.852,0.029225,1.2584499999999998,Triangle,learning,4,2,2.0,
532,4.1446,0.0037878,0.053806,0.01,0.375,0.53903,1.29,0.30172,7.6524,17.32,-7.6951e-06,1.77013,Triangle,learning,4,3,2.0,
533,3.0,0.005,0.1,0.01,0.5,0.8,0.8,0.5,9.4577,30.0,0.0,1.7980100000000003,Triangle,learning,4,4,2.0,
534,4.1183,0.001,0.18889,0.016667,1.0,0.63571,1.0,0.3,3.5,10.0,0.0,1.6244999999999998,Triangle,learning,4,5,2.0,
535,2.8389,0.0036667,0.2,0.02,1.0052,0.43913,1.0,0.25484,4.6667,18.333,-6.0555e-06,1.38503,Triangle,learning,4,1,3.0,
536,3.7038,0.0019352,0.11023,0.021024,0.95522,0.47326,1.0283,0.02559,4.7648,109.49,-0.02559,1.29873,Triangle,learning,4,2,3.0,
537,2.9917,0.0019915,0.292,0.019915,1.0999,0.53664,1.1593,0.39725,3.5095,13.31,-0.0021252,1.38833,Triangle,learning,4,3,3.0,
538,4.21,0.001,0.12845,0.019559,0.88497,0.31437,0.86627,0.23462,4.2639,18.25,0.083333,2.0988900000000004,Triangle,learning,4,4,3.0,
539,2.564,0.001,0.087375,0.01,0.95362,0.56908,0.87943,0.31576,3.5546,10.133,-0.012128,1.6444800000000002,Triangle,learning,4,5,3.0,
540,6.2823,0.001,0.18353,0.01,0.81214,0.21544,1.7054,0.70911,4.7128,11.19,0.26953,1.49163,Triangle,learning,4,1,4.0,
541,10.0,0.001,0.16703,0.01,1.1193,0.58987,0.94167,0.54375,5.1174,7.1043,-0.029164,1.47017,Triangle,learning,4,2,4.0,
542,6.0072,0.001,0.15239,0.028571,0.81331,0.4143,0.98701,0.22939,5.175,33.428,0.28509,1.59451,Triangle,learning,4,3,4.0,
543,10.0,0.001,0.095803,0.02,1.0,0.4,1.0,0.5,7.0,10.0,0.0,1.50839,Triangle,learning,4,4,4.0,
544,7.4465,0.001,0.093898,0.03817,0.96544,0.45544,1.2183,0.4419,5.1578,22.292,0.22418,1.59504,Triangle,learning,4,5,4.0,
545,2.4698,0.0018022,0.01509,0.011805,0.61758,0.4179,1.0416,0.60497,3.5797,12.916,0.34697,1.6195099999999996,Triangle,learning,4,1,5.0,
546,3.4462,0.0010834,0.097047,0.019986,0.87654,0.6465,0.8419,0.21774,3.496,19.982,0.00094576,1.43334,Triangle,learning,4,2,5.0,
547,7.0993,0.001,0.15962,0.015999,1.0822,0.54227,0.74047,0.80453,4.3548,5.8253,0.050412,1.55049,Triangle,learning,4,3,5.0,
548,9.0001,0.001,0.14484,0.019996,1.0163,0.79955,0.79979,0.40978,2.5016,14.993,0.00089974,1.90018,Triangle,learning,4,4,5.0,
549,6.0521,0.001,0.2,0.01,1.287,0.8,0.82315,0.3,4.1619,15.0,0.0,1.4214100000000003,Triangle,learning,4,5,5.0,
550,3.099,0.0097729,0.1,0.02,0.79557,0.69592,0.99999,0.18054,5.3333,46.481,-0.31909,1.4797200000000001,Triangle,learning,5,1,1.0,
551,3.9467,0.0049979,0.091223,0.01,0.49996,1.111,1.0003,0.30007,6.9994,102.97,0.29747,1.93864,Triangle,learning,5,2,1.0,
552,6.0,0.01,0.095826,0.01,0.5,0.8,1.0,0.23512,7.0,21.227,0.0,1.7372699999999999,Triangle,learning,5,3,1.0,
553,3.0,0.001,0.1,0.02,0.50763,0.8,0.8,0.3,3.5,20.377,0.0,1.56183,Triangle,learning,5,4,1.0,
554,9.742,0.0039338,0.085834,0.01,0.44023,0.81055,1.1074,0.35419,6.3656,16.064,-1.6098e-05,1.4619,Triangle,learning,5,5,1.0,
555,2.0485,0.005,0.033333,0.02,0.66667,1.0,0.8,0.3,3.5,15.0,0.0,1.5470100000000002,Triangle,learning,5,1,2.0,
556,8.0595,0.001,0.23585,0.015453,0.87342,1.1447,0.722,-0.31082,3.5865,8.8671,0.25778,1.8353899999999999,Triangle,learning,5,2,2.0,
557,5.0734,0.0058333,0.1,0.03,0.48611,1.0,0.8,0.0,3.5,15.0,0.0,1.18403,Triangle,learning,5,3,2.0,
558,5.2778,0.001,0.17597,0.01,0.5,1.0,0.8,0.1222,4.6667,15.0,0.0,1.39813,Triangle,learning,5,4,2.0,
559,8.0,0.0057315,0.1,0.02,0.5,1.1737,0.8,-0.19864,5.0219,20.0,-0.14094,1.72599,Triangle,learning,5,5,2.0,
560,2.4377,0.0042162,0.10587,0.017934,1.0411,1.2301,0.70734,0.36679,3.6719,17.47,-0.00044064,1.5440099999999999,Triangle,learning,5,1,3.0,
561,2.1057,0.001,0.15,0.018333,0.58333,1.0667,1.0,0.44588,7.0,30.0,0.33333,1.3982700000000001,Triangle,learning,5,2,3.0,
562,3.6727,0.001,0.11773,0.01,0.65714,1.037,1.0094,0.31111,4.7272,20.768,0.0,1.1486399999999999,Triangle,learning,5,3,3.0,
563,5.6894,0.001,0.2,0.022554,0.5,1.0,0.90297,0.6,5.766,30.0,0.0,1.63402,Triangle,learning,5,4,3.0,
564,8.3785,0.001,0.18292,0.01107,0.94107,0.88863,1.0,0.40741,4.3086,17.284,0.11901,1.9463300000000001,Triangle,learning,5,5,3.0,
565,5.0,0.005,0.1,0.021111,0.5,1.1111,1.0,0.33333,3.5625,20.0,-0.12575,1.75102,Triangle,learning,5,1,4.0,
566,3.0,0.001,0.1,0.03,0.67484,1.1051,1.1353,0.5,3.5,107.45,0.0,1.2944499999999999,Triangle,learning,5,2,4.0,
567,4.1634,0.0015161,0.05,0.01,0.5,1.0,1.3333,0.3,3.5,15.0,-6.0555e-06,1.3764699999999999,Triangle,learning,5,3,4.0,
568,4.2019,0.0023333,0.095314,0.02,0.5,1.0,0.8,0.5,3.5,15.0,0.0,1.37105,Triangle,learning,5,4,4.0,
569,7.4926,0.001,0.083333,0.01,0.5,1.0,1.3333,0.5,3.3108,15.0,0.39534,1.32545,Triangle,learning,5,5,4.0,
570,10.0,0.001,0.203,0.022072,0.74961,0.92441,1.191,0.28374,2.8125,14.477,-0.034494,1.91887,Triangle,learning,5,1,5.0,
571,5.5102,0.0052778,0.10556,0.017576,0.54143,1.0307,1.0,0.36667,4.1525,9.1642,0.0,1.8534100000000002,Triangle,learning,5,2,5.0,
572,4.7139,0.0018743,0.26352,0.02208,0.94073,0.84959,1.0061,0.32932,4.0414,7.9328,-0.00036669,1.4907100000000002,Triangle,learning,5,3,5.0,
573,8.8463,0.0038753,0.28471,0.014018,0.47815,0.94438,1.5294,0.58889,5.1967,13.667,0.0,1.43735,Triangle,learning,5,4,5.0,
574,10.0,0.001,0.12545,0.020025,0.82358,0.87655,1.0005,0.30082,3.4971,20.013,-0.00063412,1.53482,Triangle,learning,5,5,5.0,
575,3.1457,0.0105,0.31254,0.01,0.93461,0.86726,1.0289,1.3986,2.6308,20.598,-0.037358,2.12995,Triangle,learning,6,1,1.0,
576,2.6145,0.010548,0.49749,0.01,1.0968,0.8,1.0,0.3,2.5,15.0,0.0,2.26105,Triangle,learning,6,2,1.0,
577,3.9557,0.0093816,0.31488,0.02,0.82119,0.65,0.83332,0.57821,2.2083,9.0904,0.083334,2.19551,Triangle,learning,6,3,1.0,
578,3.0,0.01,0.29043,0.03,1.0,0.65868,1.0,1.0,2.5,11.087,-6.0555e-06,2.27647,Triangle,learning,6,4,1.0,
579,4.5324,0.0048069,0.24113,0.033178,1.0251,0.67995,0.65093,0.42963,2.6568,12.222,-2.0185e-06,2.4739200000000006,Triangle,learning,6,5,1.0,
580,4.9811,0.0024032,0.20375,0.031408,0.99991,0.89768,0.1502,0.3428,3.3445,20.051,0.33653,2.2371300000000005,Triangle,learning,6,1,2.0,
581,2.5167,0.005,0.2,0.02,0.5,0.8,0.88325,0.65784,4.6667,20.0,0.0,1.7852899999999998,Triangle,learning,6,2,2.0,
582,3.0,0.001,0.3,0.027117,0.99999,0.8,0.69286,0.23887,3.3333,15.0,0.33333,2.00146,Triangle,learning,6,3,2.0,
583,3.1667,0.0012963,0.25802,0.021923,0.53945,0.71961,1.0,0.3,5.9805,30.0,0.0,1.9671100000000004,Triangle,learning,6,4,2.0,
584,3.4612,0.001,0.30027,0.018345,0.80949,0.80103,0.88708,0.30074,4.0118,15.009,0.11054,2.00616,Triangle,learning,6,5,2.0,
