,stopping probability,feature drop rate,lapse rate,exploration constant,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
840,0.00529,0.27391,0.019906,2.0042,0.50965,0.79813,1.0399,0.6027,4.9854,15.017,1.92414,MCTS,learning,16,1,4.0,
841,0.01,0.11644,0.029841,2.1793,0.53962,0.95959,1.0,0.69424,3.5,15.0,1.6571200000000001,MCTS,learning,16,2,4.0,
842,0.0049694,0.27702,0.01,0.68527,0.49809,0.79774,0.8316,0.35694,4.055,19.969,1.7455100000000001,MCTS,learning,16,3,4.0,
843,0.05459,0.14998,0.020001,1.0266,0.74388,0.533,0.79995,0.49996,2.9518,15.001,1.9774699999999998,MCTS,learning,16,4,4.0,
844,0.12938,0.1,0.01,0.5,0.375,0.8,0.96861,0.4,4.6666,40.0,1.7583099999999998,MCTS,learning,16,5,4.0,
845,0.99999,0.28358,0.020014,0.50077,0.74285,0.79907,1.001,0.182,3.5023,14.992,1.7338,MCTS,learning,16,1,5.0,
846,0.014961,0.30097,0.01,1.0556,0.56553,0.72521,1.1111,0.37679,3.2852,21.856,1.7161000000000002,MCTS,learning,16,2,5.0,
847,0.3946,0.08521,0.019924,0.50285,0.4981,0.80049,1.0038,0.29993,3.8238,30.03,1.44851,MCTS,learning,16,3,5.0,
848,0.031934,0.20394,0.01,0.95382,0.57799,0.75844,0.95382,0.43002,4.7706,21.019,1.81311,MCTS,learning,16,4,5.0,
849,0.0086818,0.31667,0.02,0.66419,0.89099,0.7758,1.0667,0.2524,4.3197,12.609,2.10546,MCTS,learning,16,5,5.0,
850,0.5806,0.0,0.01,0.5,0.46514,1.25,1.25,1.25,4.625,19.0,1.16933,MCTS,learning,17,1,1.0,
851,0.54392,0.0,0.0125,0.56644,0.46122,0.87038,0.8,0.42799,4.6667,20.0,1.32546,MCTS,learning,17,2,1.0,
852,0.0048648,0.096619,0.020338,1.0127,0.47813,0.6547,1.004,0.0084528,5.0296,29.865,1.7298000000000002,MCTS,learning,17,3,1.0,
853,0.016872,0.19267,0.016563,0.49415,0.99317,0.63291,0.9922,0.30507,3.347,14.938,1.56583,MCTS,learning,17,4,1.0,
854,0.06147,0.014815,0.012222,0.98076,0.51486,0.8,1.0,0.3,3.8889,16.667,1.8043500000000001,MCTS,learning,17,5,1.0,
855,0.061391,0.22524,0.01,1.0812,0.58424,0.70877,1.2578,0.39953,4.6683,12.773,1.9603999999999995,MCTS,learning,17,1,2.0,
856,0.02,0.30409,0.01,1.0,0.79072,0.8,1.4787,0.3,2.7608,15.0,1.94277,MCTS,learning,17,2,2.0,
857,0.016175,0.10746,0.020969,1.8207,0.61205,0.76333,0.97763,0.55024,3.422,12.801,1.83546,MCTS,learning,17,3,2.0,
858,0.017031,0.1997,0.016129,0.9278,0.83395,0.72569,1.0826,0.60949,2.8661,31.6,1.93873,MCTS,learning,17,4,2.0,
859,0.026667,0.1,0.020412,0.67525,0.64068,0.8,1.0,0.33333,3.7037,15.0,1.69924,MCTS,learning,17,5,2.0,
860,0.005,0.2,0.03,0.5,0.79887,0.8,1.0,0.6,2.5,15.0,1.6577300000000001,MCTS,learning,17,1,3.0,
861,0.022261,0.1339,0.01881,0.65491,0.50662,1.0595,0.74645,0.26133,3.6339,19.375,1.4908899999999998,MCTS,learning,17,2,3.0,
862,0.0046105,0.11114,0.020322,0.60785,0.50145,0.8001,0.8001,0.15027,3.8984,20.001,1.75596,MCTS,learning,17,3,3.0,
863,0.01407,0.12294,0.01,1.0511,0.45721,0.80166,1.0799,0.24064,3.6149,17.118,1.77108,MCTS,learning,17,4,3.0,
864,0.019851,0.14074,0.016667,0.50293,0.52879,1.0659,1.1562,0.30254,4.6549,19.958,1.7419,MCTS,learning,17,5,3.0,
865,0.022988,0.0,0.013511,1.3884,0.51517,0.75113,1.1211,0.28867,3.5392,14.861,1.60549,MCTS,learning,17,1,4.0,
866,0.2167,0.0015583,0.029059,0.96084,0.54743,0.39237,1.295,0.7175,4.5191,29.332,1.43502,MCTS,learning,17,2,4.0,
867,0.020039,0.022268,0.020021,1.4558,0.49949,0.80902,1.3323,0.50077,4.6644,20.011,1.83596,MCTS,learning,17,3,4.0,
868,0.038782,0.0,0.01932,1.0,0.52598,1.0,1.0,0.3,3.5,15.0,1.3465,MCTS,learning,17,4,4.0,
869,0.024218,0.1,0.02,1.0,0.82735,1.0,0.83503,0.4,3.3333,20.679,1.5806,MCTS,learning,17,5,4.0,
870,0.01394,0.12037,0.024841,0.75794,0.66015,1.4147,1.0913,0.14266,2.9097,21.067,1.6865299999999999,MCTS,learning,17,1,5.0,
871,0.029613,0.066667,0.02,1.0584,0.51222,1.3963,1.0667,0.5,3.7633,20.0,1.64603,MCTS,learning,17,2,5.0,
872,0.020272,0.22168,0.018786,1.0516,0.55514,1.018,1.3534,0.32942,3.3916,15.169,1.6425699999999999,MCTS,learning,17,3,5.0,
873,0.001,0.36804,0.03,0.875,0.5625,1.25,1.5,0.625,3.375,19.0,1.7268800000000002,MCTS,learning,17,4,5.0,
874,0.020087,0.061851,0.029993,0.99428,0.54002,1.7108,0.84842,0.51652,3.1316,41.882,1.18369,MCTS,learning,17,5,5.0,
875,0.022879,0.17952,0.01,0.52909,0.4128,0.54848,0.69878,0.45221,3.1243,16.467,2.4866099999999998,MCTS,learning,18,1,1.0,
876,0.050501,0.11791,0.015,0.63646,0.25,0.575,0.575,0.2375,3.7708,37.375,2.07191,MCTS,learning,18,2,1.0,
877,0.0032407,0.23776,0.01,0.49941,0.41578,0.44344,0.70552,1.2468,3.0814,12.799,2.33444,MCTS,learning,18,3,1.0,
878,0.002613,0.26723,0.01,1.6595,0.53983,0.38339,0.93884,0.82336,2.7841,12.644,2.2723,MCTS,learning,18,4,1.0,
879,0.0099999,0.3,0.01659,1.0,0.5,0.6003,0.50336,0.6,2.5,15.0,2.4999,MCTS,learning,18,5,1.0,
880,0.02,0.076567,0.01,0.67052,0.5,0.60068,1.0,0.3,2.5,15.0,2.1308499999999997,MCTS,learning,18,1,2.0,
881,0.005,0.13423,0.01,2.6303,0.5,0.5357,1.0,0.51555,2.5,15.0,2.2216600000000004,MCTS,learning,18,2,2.0,
882,0.02,0.029578,0.030822,1.288,0.5,0.53333,1.0,0.3,2.7752,20.0,2.1710900000000004,MCTS,learning,18,3,2.0,
883,0.015504,0.19401,0.01,0.56601,0.456,0.7054,1.0443,0.38888,3.7671,29.296,1.88083,MCTS,learning,18,4,2.0,
884,0.016355,0.02823,0.02634,1.4374,0.47464,0.41145,0.9235,0.20119,3.0158,19.336,2.3014599999999996,MCTS,learning,18,5,2.0,
885,0.035996,0.19834,0.019657,0.57492,0.45296,0.31088,1.5308,0.57677,4.8183,29.014,2.0517600000000003,MCTS,learning,18,1,3.0,
886,0.0052778,0.13333,0.035,1.1044,0.41667,0.4,0.93333,0.3,3.3333,20.0,2.12809,MCTS,learning,18,2,3.0,
887,0.010345,0.14483,0.022652,0.78259,0.5492,0.48634,0.84203,0.33026,2.2848,13.942,2.3111299999999995,MCTS,learning,18,3,3.0,
888,0.0084494,0.085818,0.023565,2.0398,0.39114,0.45648,0.99311,0.43946,2.7791,17.531,2.3666799999999997,MCTS,learning,18,4,3.0,
889,0.016537,0.21231,0.011105,0.49787,0.50141,0.44643,1.1141,0.3686,2.505,15.023,2.01795,MCTS,learning,18,5,3.0,
890,0.0035496,0.15023,0.01,0.34407,0.39605,0.54553,0.98712,0.22641,2.8638,16.663,1.9571200000000002,MCTS,learning,18,1,4.0,
891,0.0045803,0.06218,0.01,0.0,0.36245,0.3633,0.94981,0.46237,2.5878,21.261,2.2137200000000004,MCTS,learning,18,2,4.0,
892,0.010158,0.19513,0.019756,0.49087,0.37804,0.40852,1.0122,0.50913,3.5274,14.903,1.7422700000000002,MCTS,learning,18,3,4.0,
893,0.01,0.12335,0.03,0.61329,0.5,0.59533,0.97919,0.6,3.3333,15.0,1.95722,MCTS,learning,18,4,4.0,
894,0.005,0.17629,0.02,1.3735,0.51841,0.62971,1.0,0.4,3.3333,15.0,2.18235,MCTS,learning,18,5,4.0,
895,0.015531,0.24161,0.015,1.0,0.5,0.8,1.5,0.4,3.5,21.092,2.03582,MCTS,learning,18,1,5.0,
896,0.02,0.14113,0.011559,0.57591,0.4968,1.0,1.1116,0.3,3.5,27.769,1.6177800000000002,MCTS,learning,18,2,5.0,
897,0.0084913,0.20609,0.02032,0.50659,0.55156,0.80791,1.4399,0.44278,3.4802,29.93,1.9605799999999998,MCTS,learning,18,3,5.0,
898,0.99999,0.17901,0.015,0.47473,0.375,0.575,1.25,0.18314,3.363,22.0,1.7139600000000002,MCTS,learning,18,4,5.0,
899,0.025613,0.0,0.018031,1.083,0.43163,0.53333,1.2292,0.50486,3.5,20.0,2.12169,MCTS,learning,18,5,5.0,
900,1.0,0.0,0.014057,0.89034,0.31116,0.98635,1.1097,0.22872,4.959,15.877,1.61288,MCTS,learning,19,1,1.0,
901,0.47346,0.069967,0.016614,0.46894,0.25,0.90705,1.753,0.53969,5.8807,41.778,1.50213,MCTS,learning,19,2,1.0,
902,0.007,0.085554,0.01,1.1665,0.39452,0.94856,1.1683,0.084063,4.2826,30.112,1.53812,MCTS,learning,19,3,1.0,
903,0.010826,0.022709,0.059644,1.4788,0.32504,0.50608,1.4501,1.0237,4.6891,23.46,1.68737,MCTS,learning,19,4,1.0,
904,0.027906,0.071618,0.02,0.73871,0.43007,0.97402,1.1424,0.4,3.3369,21.375,1.41724,MCTS,learning,19,5,1.0,
905,0.03334,0.22094,0.02,0.91497,0.37505,1.0003,1.333,0.41618,6.9992,20.002,1.9717099999999999,MCTS,learning,19,1,2.0,
906,0.0033515,0.20521,0.025542,0.35923,0.3957,1.1016,1.3351,0.30487,5.4374,20.598,1.77337,MCTS,learning,19,2,2.0,
907,0.026667,0.039314,0.01,1.0,0.42412,1.137,0.8,0.33333,2.8333,20.279,1.8614900000000003,MCTS,learning,19,3,2.0,
908,0.0082757,0.11145,0.033451,0.9324,0.45115,1.0901,0.88112,0.35858,2.7139,14.279,1.8343700000000003,MCTS,learning,19,4,2.0,
909,0.015,0.18526,0.022592,1.0,0.43206,0.86547,1.0,0.33333,3.5,15.0,1.6645600000000003,MCTS,learning,19,5,2.0,
910,0.015,0.073544,0.016776,0.70385,0.47051,1.3333,0.9823,0.31111,4.8395,18.025,1.77148,MCTS,learning,19,1,3.0,
911,0.018659,0.0,0.01,1.0,0.50047,1.1259,0.8,0.27839,3.214,17.037,1.56704,MCTS,learning,19,2,3.0,
912,0.011391,0.0,0.01,1.162,0.5,1.0,0.80334,0.3,3.5,39.074,1.86356,MCTS,learning,19,3,3.0,
913,0.0034365,0.10054,0.012222,1.4009,0.33422,1.3316,0.78345,0.48883,4.246,81.551,1.2809599999999999,MCTS,learning,19,4,3.0,
914,0.02,0.0,0.02,0.86215,0.33333,1.1674,1.0,1.0,3.5,20.0,1.4735200000000002,MCTS,learning,19,5,3.0,
915,0.0099999,0.23231,0.01,1.0,0.5,1.3997,0.8,1.0,4.6667,40.0,1.7705000000000002,MCTS,learning,19,1,4.0,
916,0.052783,0.2,0.02285,0.78186,0.5,1.0831,0.8,0.3,3.5,15.0,1.97039,MCTS,learning,19,2,4.0,
917,0.0064708,0.30389,0.01,0.89698,0.50325,0.9436,1.0065,0.29578,3.5146,15.052,1.58013,MCTS,learning,19,3,4.0,
918,0.010057,0.0,0.020064,1.4126,0.50124,1.0032,1.0032,0.29993,3.5072,20.018,1.44086,MCTS,learning,19,4,4.0,
919,0.010538,0.0,0.01,1.4505,0.48634,1.2333,0.88793,0.57546,3.3993,19.698,1.53755,MCTS,learning,19,5,4.0,
920,0.0048139,0.19069,0.032675,0.91821,0.46628,1.0233,1.84,0.1487,6.0701,26.911,1.67874,MCTS,learning,19,1,5.0,
921,0.061245,0.0,0.020556,0.66667,0.52778,1.0961,1.0,0.66667,3.5,15.0,1.65794,MCTS,learning,19,2,5.0,
922,0.0076839,0.028501,0.01987,0.9921,0.4516,0.86263,1.3355,0.51807,5.5871,17.684,1.3734000000000002,MCTS,learning,19,3,5.0,
923,0.2164,0.0,0.023496,0.9966,0.43934,1.0687,0.86937,0.40127,4.3079,14.472,1.46555,MCTS,learning,19,4,5.0,
924,0.0096782,0.0,0.016042,0.70098,0.43201,0.97809,0.80212,0.52862,2.987,21.394,1.54779,MCTS,learning,19,5,5.0,
925,0.0070456,0.20166,0.019234,0.50238,0.50581,0.66233,0.57346,0.68539,4.0069,15.713,1.63356,MCTS,learning,20,1,1.0,
926,0.21,0.3,0.023333,0.5,0.50527,0.6907,1.0,1.3501,4.6667,30.0,1.6613700000000002,MCTS,learning,20,2,1.0,
927,0.0099988,0.041814,0.01,2.3347,0.50004,0.53338,0.99992,0.99995,4.6666,19.999,2.2930099999999998,MCTS,learning,20,3,1.0,
928,0.0054964,0.20583,0.036037,0.68765,0.3749,0.57482,0.7498,1.1251,4.5621,17.002,1.68941,MCTS,learning,20,4,1.0,
929,0.032432,0.0,0.035,0.41666,0.52815,0.4,0.8,1.0,3.5,20.0,1.9887400000000004,MCTS,learning,20,5,1.0,
930,0.0036336,0.11489,0.02617,1.3085,0.43671,1.0777,1.3085,0.50054,4.1971,17.468,1.53328,MCTS,learning,20,1,2.0,
931,0.0071584,0.19514,0.01,2.0,0.51631,0.8012,1.0,0.35873,4.6667,15.0,1.76402,MCTS,learning,20,2,2.0,
932,0.01674,0.069721,0.017048,1.1458,0.4583,0.6465,1.1715,0.39595,3.8321,19.227,1.9307500000000002,MCTS,learning,20,3,2.0,
933,0.024783,0.1375,0.01,0.96875,0.84938,0.669,0.7625,0.30698,2.4271,9.7708,1.68451,MCTS,learning,20,4,2.0,
934,0.013845,0.18423,0.02,1.0,0.5,0.54378,1.1262,0.44204,3.8375,26.667,1.74382,MCTS,learning,20,5,2.0,
935,0.001,0.097682,0.010198,8.6782,0.80825,0.40726,0.78739,0.43641,2.6244,16.871,2.29493,MCTS,learning,20,1,3.0,
936,0.65889,0.060528,0.023515,1.0041,0.51961,0.40343,0.94893,0.40389,4.5136,28.281,1.78859,MCTS,learning,20,2,3.0,
937,0.023771,0.16605,0.01,8.0301e-06,0.62238,0.58055,0.778,0.48641,3.872,15.205,2.36698,MCTS,learning,20,3,3.0,
938,0.0056467,0.1,0.02,0.5,0.84709,0.57697,0.63613,0.44938,2.5,15.0,1.9474500000000003,MCTS,learning,20,4,3.0,
939,1.0,0.2,0.02,0.6727,0.52072,0.4,1.0,1.0,4.6667,30.0,2.08174,MCTS,learning,20,5,3.0,
940,0.0058397,0.20026,0.01,0.50049,0.70503,0.50427,1.0007,0.20712,3.4985,15.005,2.1594900000000004,MCTS,learning,20,1,4.0,
941,0.0048306,0.18037,0.014749,0.7625,0.81667,0.44248,0.85624,0.20996,3.222,19.95,1.8525200000000002,MCTS,learning,20,2,4.0,
942,0.015896,0.17437,0.013787,0.72964,0.62942,0.52444,1.0756,0.48643,3.8692,17.551,1.83771,MCTS,learning,20,3,4.0,
943,0.012245,0.13391,0.017654,1.6554,0.7659,0.41649,0.85196,0.41268,3.0914,15.05,1.9020199999999998,MCTS,learning,20,4,4.0,
944,0.044915,0.18767,0.01,1.1085,0.52083,0.35589,1.063,0.64096,4.0647,19.049,1.9919199999999997,MCTS,learning,20,5,4.0,
945,0.020728,0.31667,0.015,0.72246,0.86845,0.8,1.0,0.5,3.0458,15.0,1.80031,MCTS,learning,20,1,5.0,
946,0.02,0.2,0.02,0.5655,0.94667,0.4,0.8,0.6,2.5,15.0,1.7810200000000003,MCTS,learning,20,2,5.0,
947,0.02,0.22413,0.016145,0.5,1.0,0.8,1.0,0.3,2.5,15.0,1.94068,MCTS,learning,20,3,5.0,
948,0.013213,0.21357,0.01644,0.5,1.0,0.62157,1.0,0.66667,3.9963,15.0,2.12775,MCTS,learning,20,4,5.0,
949,0.021248,0.31971,0.036642,0.64139,0.64963,0.80241,1.3662,0.32135,4.9425,39.655,2.1082899999999998,MCTS,learning,20,5,5.0,
950,0.52335,0.28441,0.019311,7.9187e-06,0.51852,0.51925,1.1111,0.6,2.976,13.408,2.26017,MCTS,learning,21,1,1.0,
951,0.001,0.2,0.01,0.41667,0.5,0.71749,0.8,0.66667,3.3333,15.0,2.31911,MCTS,learning,21,2,1.0,
952,0.01,0.3,0.03,0.63403,0.5,0.59167,1.0,0.3,3.3333,30.0,2.32163,MCTS,learning,21,3,1.0,
953,0.014149,0.34991,0.020781,0.67286,0.38476,0.56133,1.2305,0.44981,2.9033,22.42,2.1465900000000007,MCTS,learning,21,4,1.0,
954,0.24,0.18303,0.01,0.5,0.45833,0.4,1.0,0.5,3.5,9.9999,2.0937699999999997,MCTS,learning,21,5,1.0,
955,0.35332,0.25117,0.042222,1.0378,0.48611,0.75935,1.1111,0.643,4.6667,22.859,1.96817,MCTS,learning,21,1,2.0,
956,0.0085486,0.20395,0.01,1.2005,0.47251,0.70895,1.2325,0.92929,3.3409,12.324,2.13572,MCTS,learning,21,2,2.0,
957,0.032522,0.30339,0.058214,1.2564,0.82789,0.67408,1.2585,0.86053,4.0816,18.95,2.3060300000000002,MCTS,learning,21,3,2.0,
958,0.005809,0.13515,0.024805,0.6875,0.3931,0.50233,1.25,0.23474,4.6988,13.0,1.9310699999999996,MCTS,learning,21,4,2.0,
959,0.017373,0.2,0.02,1.0,0.85099,0.44444,0.61732,0.3,2.5,15.0,2.27424,MCTS,learning,21,5,2.0,
960,0.0095001,0.15762,0.01,0.75,0.78125,0.575,1.25,0.6875,2.9375,13.0,1.89995,MCTS,learning,21,1,3.0,
961,0.016125,0.13333,0.039336,1.362,0.94747,0.75574,0.79253,0.36415,2.7729,14.886,2.2853,MCTS,learning,21,2,3.0,
962,0.020632,0.11104,0.038882,0.98148,0.60417,0.78435,1.3188,0.51852,4.3457,15.0,1.5040300000000002,MCTS,learning,21,3,3.0,
963,0.005,0.16667,0.02,0.72604,1.0,0.4,0.85483,0.3,2.5,30.0,1.9444399999999997,MCTS,learning,21,4,3.0,
964,0.0088006,0.2,0.01,0.68607,0.66037,0.34571,1.0,0.3,3.4799,15.0,1.91936,MCTS,learning,21,5,3.0,
965,0.021111,0.17637,0.021396,0.51643,0.95833,0.54479,0.8,0.64774,2.4544,15.0,2.05994,MCTS,learning,21,1,4.0,
966,0.013177,0.20106,0.01,0.0,0.62552,0.60384,0.90468,0.54032,3.6759,30.148,1.97355,MCTS,learning,21,2,4.0,
967,0.02955,0.18555,0.019278,0.67949,0.93708,0.65072,0.898,0.62347,2.5632,19.621,2.17102,MCTS,learning,21,3,4.0,
968,0.012869,0.15973,0.036098,1.0232,0.79734,0.7692,0.79926,0.81094,3.4982,20.095,1.93554,MCTS,learning,21,4,4.0,
969,0.03915,0.1708,0.015116,0.56726,0.9162,0.46084,0.79633,0.74481,3.3429,13.821,2.0725000000000002,MCTS,learning,21,5,4.0,
970,0.012066,0.33081,0.01,0.9415,1.0,0.78093,1.0,0.66667,5.0,30.0,1.7786000000000002,MCTS,learning,21,1,5.0,
971,0.0095556,0.3,0.01,1.0968,0.93374,0.67857,0.92533,0.78074,3.2037,20.366,2.0017899999999997,MCTS,learning,21,2,5.0,
972,0.018157,0.30778,0.038341,1.2204,0.4994,0.86906,1.0628,0.27407,6.9486,887.7,2.1436299999999995,MCTS,learning,21,3,5.0,
973,0.013333,0.24369,0.059999,1.0185,0.93674,0.74672,0.8,0.26921,3.3333,23.333,2.08175,MCTS,learning,21,4,5.0,
974,0.014489,0.21118,0.016545,0.96544,0.99999,0.8,0.66857,0.6,3.3333,15.0,2.03175,MCTS,learning,21,5,5.0,
975,0.019787,0.21802,0.01,1.2192,0.8121,0.79464,0.78528,0.30239,3.9933,12.614,1.83751,MCTS,learning,22,1,1.0,
976,0.021493,0.14551,0.020746,1.0,0.93634,0.4584,0.8,0.6,3.5,15.0,1.82633,MCTS,learning,22,2,1.0,
977,0.02,0.3,0.023333,1.0,1.0,0.8,0.66437,0.4,3.5609,15.0,2.03359,MCTS,learning,22,3,1.0,
978,0.013574,0.20376,0.019513,0.5299,0.70151,0.70843,0.54315,0.28194,2.7007,20.222,1.9607299999999999,MCTS,learning,22,4,1.0,
979,0.036331,0.0085332,0.027421,0.44299,0.61231,0.62965,0.37578,0.23882,3.145,17.618,1.96536,MCTS,learning,22,5,1.0,
980,0.036372,0.066941,0.03383,0.89741,0.46264,0.49978,1.1812,1.4019,5.7386,51.175,1.90201,MCTS,learning,22,1,2.0,
981,0.0077786,0.11992,0.01,0.7156,0.4503,0.61889,0.92416,0.51095,4.2139,39.204,1.71434,MCTS,learning,22,2,2.0,
982,0.011667,0.065731,0.01,1.0509,0.5,0.4,1.0667,1.1199,4.6667,15.0,1.58506,MCTS,learning,22,3,2.0,
983,0.01301,0.023517,0.019997,1.1264,0.51663,0.40011,0.79986,0.71205,3.4997,29.999,1.84347,MCTS,learning,22,4,2.0,
984,0.057935,0.13922,0.01675,0.85403,0.50543,0.6132,0.91097,1.0891,4.6667,40.0,1.6811699999999998,MCTS,learning,22,5,2.0,
985,0.020044,0.055771,0.029512,0.9922,0.54647,0.35896,0.99221,0.29493,4.6842,20.043,1.4518,MCTS,learning,22,1,3.0,
986,0.0075149,0.078333,0.021856,0.64503,0.88356,0.70303,0.80555,0.29338,3.5,98.889,1.7968800000000003,MCTS,learning,22,2,3.0,
987,0.017279,0.0,0.019764,0.94336,0.49515,0.60289,0.80267,0.40804,4.5315,14.682,1.4796099999999999,MCTS,learning,22,3,3.0,
988,0.010003,0.10297,0.019996,0.0,0.85767,0.11696,0.73394,0.29988,3.4996,20.001,1.4954,MCTS,learning,22,4,3.0,
989,0.005,0.066786,0.04,0.5,0.70553,0.4,0.72605,0.14339,3.5,30.0,1.6776,MCTS,learning,22,5,3.0,
990,0.0037455,0.19535,0.036919,1.8891,0.50584,0.702,0.98385,0.74975,3.7778,16.526,1.8197599999999998,MCTS,learning,22,1,4.0,
991,0.0091111,0.066249,0.027238,0.46778,0.5,0.78429,1.0511,1.0741,3.7593,20.0,1.8339500000000002,MCTS,learning,22,2,4.0,
992,0.0145,0.061492,0.0175,0.85417,0.42449,0.575,1.25,1.4505,4.1042,28.0,1.57719,MCTS,learning,22,3,4.0,
993,0.014648,0.0,0.021204,0.57063,0.46213,0.92025,0.36627,0.39331,2.723,19.629,1.98453,MCTS,learning,22,4,4.0,
994,0.0085318,0.067134,0.022413,0.76803,0.50003,0.39945,1.0,0.90989,3.1758,20.0,1.91956,MCTS,learning,22,5,4.0,
995,0.011953,0.066667,0.022222,0.54417,0.56785,1.0237,1.0,0.3,4.6667,25.556,1.4485,MCTS,learning,22,1,5.0,
996,0.01946,0.19259,0.015829,0.5,0.92034,0.84282,0.82857,0.76296,2.9181,15.0,1.88199,MCTS,learning,22,2,5.0,
997,0.015944,0.10931,0.01,0.92392,0.48611,0.76523,1.0667,0.3,3.5,18.889,1.89998,MCTS,learning,22,3,5.0,
998,0.02,0.2,0.02,0.5,0.52246,0.70692,1.0,0.3,3.3333,15.0,1.63173,MCTS,learning,22,4,5.0,
999,0.0049971,0.0,0.019999,0.39004,0.50009,0.40026,0.94916,0.40024,3.677,15.003,1.58996,MCTS,learning,22,5,5.0,
1000,0.037685,0.058007,0.016303,0.50405,0.52641,0.76335,0.56368,0.74398,2.4638,17.173,2.1974600000000004,MCTS,learning,23,1,1.0,
1001,0.003775,0.035296,0.01,0.58334,0.44444,0.90001,0.56354,0.52777,2.6945,15.889,1.73156,MCTS,learning,23,2,1.0,
1002,0.013956,0.0,0.023333,0.66722,0.5,0.8,0.79538,0.85085,3.4666,20.0,1.6718899999999999,MCTS,learning,23,3,1.0,
1003,0.01,0.0,0.023184,0.5,0.5,0.4,0.8,0.95742,2.5,40.0,1.62057,MCTS,learning,23,4,1.0,
1004,0.018752,0.0,0.01,0.58994,0.51985,0.78029,0.87746,0.39899,3.1639,21.79,1.6089099999999998,MCTS,learning,23,5,1.0,
1005,0.007523,0.21744,0.01604,0.59849,0.72059,0.67615,1.1376,0.68945,2.7408,9.2431,1.66936,MCTS,learning,23,1,2.0,
1006,0.010626,0.096258,0.043034,1.062,0.71487,0.57799,0.79883,0.8118,2.9317,16.973,1.75442,MCTS,learning,23,2,2.0,
1007,0.0099999,0.084805,0.015,1.4627,0.5,0.8,1.2002,0.66667,4.6667,40.0,1.6574600000000004,MCTS,learning,23,3,2.0,
1008,0.013599,0.066739,0.022722,0.99994,0.62618,0.80006,0.96388,0.49995,2.7646,15.001,1.62744,MCTS,learning,23,4,2.0,
1009,0.0064615,0.14691,0.0224,1.0263,0.48249,0.7071,1.2513,0.32276,4.5879,29.72,1.51095,MCTS,learning,23,5,2.0,
1010,0.0071128,0.20647,0.02,0.55722,1.0,0.7652,0.94152,0.4,2.5942,15.0,1.66379,MCTS,learning,23,1,3.0,
1011,0.092316,0.2,0.018333,1.0,0.62412,0.8,1.206,0.5,3.5,15.0,1.89532,MCTS,learning,23,2,3.0,
1012,0.015,0.19024,0.02,1.0,0.66667,0.81735,1.0376,0.33199,2.5,15.0,1.91904,MCTS,learning,23,3,3.0,
1013,0.015162,0.3,0.02,0.99999,0.83374,0.8,1.0,0.3,2.6933,15.0,1.88049,MCTS,learning,23,4,3.0,
1014,0.019982,0.28157,0.020005,0.99954,0.9936,0.79958,0.79959,0.29981,2.8323,15.004,2.0148800000000002,MCTS,learning,23,5,3.0,
1015,0.005,0.2,0.01,1.0,0.48611,1.0,1.5,0.4,3.8207,20.808,1.57999,MCTS,learning,23,1,4.0,
1016,0.018129,0.10952,0.026058,0.7272,0.44537,0.69707,1.6363,0.49691,3.8634,17.577,1.71428,MCTS,learning,23,2,4.0,
1017,0.11552,0.059057,0.020701,0.56283,0.45257,0.68931,1.3242,1.0415,4.5481,15.658,1.72998,MCTS,learning,23,3,4.0,
1018,0.018948,0.052975,0.020002,1.2511,0.49999,0.4,1.1189,1.0001,3.4997,20.001,1.67547,MCTS,learning,23,4,4.0,
1019,0.010609,0.081753,0.01,0.51053,0.25,0.4973,1.3158,0.98015,6.6748,30.628,1.93365,MCTS,learning,23,5,4.0,
1020,0.04966,0.068376,0.01,0.12594,0.56358,0.35114,1.4987,0.59582,3.3729,18.99,1.89333,MCTS,learning,23,1,5.0,
1021,0.0058333,0.0,0.016579,2.8178,0.58907,0.91928,1.0,0.3,2.5,15.0,1.83296,MCTS,learning,23,2,5.0,
1022,0.011521,0.099987,0.01,1.1124,0.60774,0.58777,1.3322,0.35065,3.3313,30.014,1.7584700000000002,MCTS,learning,23,3,5.0,
1023,0.054205,0.082009,0.019566,0.49898,0.50068,0.40833,1.3771,1.354,4.0563,17.749,1.5663399999999998,MCTS,learning,23,4,5.0,
1024,0.005,0.3,0.01,0.41666,0.625,0.76311,1.3333,0.25942,2.5,15.0,1.4926100000000002,MCTS,learning,23,5,5.0,
1025,0.31419,0.31753,0.020393,0.83426,0.78674,0.67994,1.0197,0.30074,3.5021,33.342,1.9058,MCTS,learning,24,1,1.0,
1026,0.1,0.17548,0.01,0.5,0.5,0.8,0.8,0.3,3.5,15.0,1.60176,MCTS,learning,24,2,1.0,
1027,0.0046078,0.21891,0.020453,4.8247,0.48463,0.97492,1.5121,0.1339,5.4904,159.34,1.82163,MCTS,learning,24,3,1.0,
1028,0.011331,0.2421,0.01,2.2931,0.449,1.1749,1.4046,0.2633,6.2142,40.327,1.45475,MCTS,learning,24,4,1.0,
1029,0.24,0.31667,0.02,0.5,0.77366,0.8,1.0,0.3,3.5,44.081,2.09036,MCTS,learning,24,5,1.0,
1030,0.03328,0.1421,0.01,0.54101,0.41716,0.52452,0.96678,0.65024,3.3261,20.812,1.85126,MCTS,learning,24,1,2.0,
