,pruning threshold,stopping probability,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,connected 2-in-a-row drop rate,unconnected 2-in-a-row drop rate,3-in-a-row drop rate,4-in-a-row drop rate,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
339,4.6288,0.001,0.1146,0.99997,0.80004,0.99996,0.30003,6.9999,20.0,0.15001,0.20002,0.18934,0.20002,1.87098,Type-dependent dropping,generalization,28,5,,
340,3.0891,0.0010988,0.017858,0.83115,0.95436,1.1399,0.28789,3.9949,12.569,0.13312,0.20261,0.19435,0.20804,1.59273,Type-dependent dropping,generalization,29,1,,
341,3.3586,0.001,0.0214,1.0,1.0745,0.9623,0.6,3.5,11.667,0.16667,0.2,0.18889,0.32423,1.87467,Type-dependent dropping,generalization,29,2,,
342,1.6181,0.001,0.01,0.67655,0.89366,1.0615,0.279,2.8473,57.778,0.14367,0.26667,0.2,0.10556,1.5914799999999998,Type-dependent dropping,generalization,29,3,,
343,3.3304,0.001,0.016731,0.76219,0.8,1.4285,0.0,3.5,10.0,0.2,0.26069,0.0,0.3,1.42203,Type-dependent dropping,generalization,29,4,,
344,3.9941,0.0037815,0.039627,1.0003,1.157,1.0003,0.30018,3.5006,12.38,0.30017,0.2001,0.0,0.29983,2.00033,Type-dependent dropping,generalization,29,5,,
345,3.0,0.001,0.029841,0.41667,0.18147,0.21755,0.4548,5.0,15.0,0.2,0.2,0.2,0.2,2.0848799999999996,Type-dependent dropping,generalization,30,1,,
346,4.9341,0.0043333,0.02,0.41667,0.4,0.8,1.4424,3.5,15.0,0.2,0.2,0.2,0.2,2.1379099999999998,Type-dependent dropping,generalization,30,2,,
347,2.6819,0.016583,0.020312,0.48636,0.33503,0.80041,1.8161,7.9493,35.668,0.31481,0.2284,0.20536,0.1721,2.26865,Type-dependent dropping,generalization,30,3,,
348,0.1,0.01,0.02,0.53556,0.4,0.50551,0.66667,3.3333,13.02,0.4,0.2,0.15,0.2,2.1643099999999995,Type-dependent dropping,generalization,30,4,,
349,3.4875,0.0055,0.025,0.78125,-0.4066,0.7112,0.7625,2.9375,13.0,0.1,0.1,0.1,0.1,2.43991,Type-dependent dropping,generalization,30,5,,
350,5.0,0.0053567,0.01,0.83807,0.8,1.0,0.5,3.0668,15.0,0.2,0.16667,0.16667,0.13333,1.8858600000000003,Type-dependent dropping,generalization,31,1,,
351,2.9904,0.001,0.040197,0.5875,0.80444,1.0847,0.2968,3.909,15.039,0.13136,0.30296,0.25831,0.19803,2.02289,Type-dependent dropping,generalization,31,2,,
352,10.0,0.0056667,0.01,0.35563,0.725,1.2361,0.24583,3.5022,15.667,0.10137,0.20633,0.17389,0.14575,1.87506,Type-dependent dropping,generalization,31,3,,
353,3.0,0.001,0.022819,1.0,0.69324,0.63552,0.3,2.5,15.0,0.15662,0.16667,0.16667,0.2,1.86491,Type-dependent dropping,generalization,31,4,,
354,7.642,0.001,0.026493,0.61071,0.44833,1.0912,0.43333,2.8697,15.193,0.25761,0.2,0.22945,0.20233,1.7340600000000002,Type-dependent dropping,generalization,31,5,,
355,10.0,0.001,0.020083,0.75263,0.66611,0.98436,0.41647,4.0955,16.702,0.20166,0.20126,0.19952,0.20132,1.79623,Type-dependent dropping,generalization,32,1,,
356,7.5948,0.0062045,0.019126,0.57876,0.39482,0.84943,0.075283,5.5528,21.205,0.13977,0.10871,0.21082,0.13977,1.41675,Type-dependent dropping,generalization,32,2,,
357,5.3815,0.0058333,0.01,0.97298,0.8,0.84321,0.3,2.9122,30.0,0.2,0.4,0.1,0.2,2.0573799999999998,Type-dependent dropping,generalization,32,3,,
358,7.044,0.001,0.015597,1.1667,0.49242,1.0,0.33333,3.8025,102.84,0.23395,0.20988,0.14074,0.2,1.5995899999999998,Type-dependent dropping,generalization,32,4,,
359,5.0,0.005,0.01,0.5,0.57596,0.99999,0.5,3.697,15.0,0.26667,0.16667,0.2,0.2,1.31811,Type-dependent dropping,generalization,32,5,,
360,3.1833,0.0094331,0.022468,0.36404,0.10597,1.0,0.08224,3.4174,15.0,0.16667,0.4,0.24489,0.2,2.1940700000000004,Type-dependent dropping,generalization,33,1,,
361,6.5266,0.009725,0.03,0.4665,0.4,0.69126,-0.85237,2.8139,26.667,0.2037,0.2,0.16667,0.19273,2.45429,Type-dependent dropping,generalization,33,2,,
362,5.0,0.01,0.016777,0.25,0.26858,0.8,0.3,2.5,15.0,0.2,0.099999,0.15764,0.2,2.5080600000000004,Type-dependent dropping,generalization,33,3,,
363,5.0051,0.0049975,0.017601,0.25,0.39938,0.60686,-1.0017,3.3328,15.014,0.20012,0.20069,0.20069,0.0,1.98644,Type-dependent dropping,generalization,33,4,,
364,3.807,0.028784,0.049877,0.94444,0.362,1.0,-0.5971,4.5432,15.0,0.27148,0.20121,0.20247,0.15542,1.81164,Type-dependent dropping,generalization,33,5,,
365,4.9093,0.001,0.01,0.71583,0.25314,1.0,0.3,2.6765,12.412,0.1963,0.26667,0.2,0.2,2.0076799999999997,Type-dependent dropping,generalization,34,1,,
366,6.8613,0.001,0.020207,0.52771,0.18134,1.5,1.9,4.6667,100.43,0.19813,0.20869,0.19753,0.24917,1.79074,Type-dependent dropping,generalization,34,2,,
367,4.5074,0.009932,0.01,0.50188,0.44599,1.3296,0.57129,4.9934,14.97,0.22648,0.18718,0.19849,0.19849,2.0846,Type-dependent dropping,generalization,34,3,,
368,3.042,0.001,0.021173,0.33126,0.14842,1.0022,0.54876,4.0612,14.091,0.21081,0.13218,0.15164,0.17058,1.84348,Type-dependent dropping,generalization,34,4,,
369,8.5583,0.001,0.01,0.75,0.05,1.5,0.57989,4.4167,13.5,0.4,0.43646,0.4,0.37163,1.6629099999999997,Type-dependent dropping,generalization,34,5,,
370,5.0229,0.012997,0.019987,1.3251,0.40045,0.99936,0.50048,2.5011,-135.01,0.19974,0.19974,0.30038,0.20026,2.65937,Type-dependent dropping,generalization,35,1,,
371,2.2496,0.001,0.01,1.4375,0.42725,0.60341,0.042067,0.87499,12.75,0.21396,0.0,0.083862,0.4,2.41556,Type-dependent dropping,generalization,35,2,,
372,4.8971,0.0041667,0.50106,1.8752,0.8,0.8,0.6,2.5,15.0,0.2,0.19461,0.15691,0.2,2.70037,Type-dependent dropping,generalization,35,3,,
373,4.0215,0.010331,0.03,1.0784,0.54919,0.76963,0.3,2.5,-22.935,0.23883,0.46667,0.19155,0.2,2.52491,Type-dependent dropping,generalization,35,4,,
374,8.372,0.01727,0.020009,1.9992,0.65926,0.99955,0.28623,2.5008,-16.94,0.22742,0.13333,0.20018,0.19982,3.0311999999999997,Type-dependent dropping,generalization,35,5,,
375,4.5285,0.0081667,0.01,0.9213,0.56242,0.88889,0.38186,3.6603,11.667,0.2,0.19157,0.2,0.26667,2.02434,Type-dependent dropping,generalization,36,1,,
376,10.0,0.0033241,0.02,1.047,0.36582,0.82963,0.58233,2.5,19.719,0.2,0.0,0.20991,0.2,2.0426399999999996,Type-dependent dropping,generalization,36,2,,
377,3.0,0.01,0.017497,1.1667,0.75858,0.8,0.73877,3.3333,15.0,0.3,0.18255,0.19214,0.2,1.9972699999999999,Type-dependent dropping,generalization,36,3,,
378,3.482,0.01,0.01,1.0,0.62807,1.0743,1.35,3.5,15.0,0.26738,0.4,0.2,0.2,1.6892899999999997,Type-dependent dropping,generalization,36,4,,
379,3.0,0.001,0.02,1.0,0.4,0.99702,0.4,2.5,6.5765,0.2,0.2,0.1,0.2,1.7995899999999998,Type-dependent dropping,generalization,36,5,,
380,2.9512,0.001,0.021698,0.49056,0.79776,1.1249,0.39621,4.6171,16.847,0.0,0.24396,0.199,0.18972,1.6553799999999999,Type-dependent dropping,generalization,37,1,,
381,9.9999,0.001,0.011282,1.0,1.0963,1.095,0.6,5.9574,15.0,0.2,0.0,0.2,0.2,1.4799099999999998,Type-dependent dropping,generalization,37,2,,
382,5.3556,0.001,0.02,0.49417,1.0,2.0,0.3,6.6667,80.14,0.4,0.1184,0.16667,0.2,1.6531100000000003,Type-dependent dropping,generalization,37,3,,
383,10.0,0.005,0.01,1.0,0.8,1.0667,0.15731,3.7531,15.0,0.45,0.2,0.1,0.2,1.4526400000000002,Type-dependent dropping,generalization,37,4,,
384,3.0,0.001,0.01,1.0,0.8,1.0,0.3,2.5,15.0,0.2,0.2,0.1,0.2,1.45532,Type-dependent dropping,generalization,37,5,,
385,5.5843,0.0035487,0.01,1.3136,0.42149,0.47744,-0.082256,2.6936,16.237,0.29911,0.17081,0.056639,0.28613,2.0569999999999995,Type-dependent dropping,generalization,38,1,,
386,7.0,0.0080787,0.017076,0.5,0.54388,0.8,0.5,4.6667,7.6077,0.25,0.2,0.2,0.2,1.8514700000000002,Type-dependent dropping,generalization,38,2,,
387,3.0022,0.011663,0.01,0.99902,0.56886,0.79999,0.39928,3.5025,15.009,0.30067,0.19955,0.19955,0.20037,1.7534299999999998,Type-dependent dropping,generalization,38,3,,
388,6.2276,0.0081368,0.020389,1.017,0.53157,1.0194,0.38316,3.4563,9.8931,0.30991,0.24318,0.13562,0.19235,2.2382,Type-dependent dropping,generalization,38,4,,
389,7.0,0.001,0.01,1.0,0.4,1.0,0.5,2.5,15.0,0.7,0.2122,0.16667,0.16667,2.06329,Type-dependent dropping,generalization,38,5,,
390,9.9999,0.01,0.03,1.0,0.8,1.0,0.4,5.0,15.0,0.22224,0.0,0.2,0.2,2.17774,Type-dependent dropping,generalization,39,1,,
391,2.55,0.0052312,0.01,0.5,0.62474,1.088,0.21579,3.1667,13.333,0.2,0.18527,0.2,0.2,2.00338,Type-dependent dropping,generalization,39,2,,
392,10.0,0.001,0.023333,0.25,0.8,1.3333,0.3,2.5,9.2808,0.3,0.2,0.2,0.16667,2.0235299999999996,Type-dependent dropping,generalization,39,3,,
393,3.0828,0.01,0.023333,1.0137,0.8,0.93333,0.3,3.3333,20.0,0.29126,0.16667,0.24642,0.16667,1.76728,Type-dependent dropping,generalization,39,4,,
394,2.9022,0.001,0.025906,0.83708,0.75486,0.94984,0.2674,3.1596,11.158,0.27788,0.14916,0.22006,0.22006,2.0656600000000003,Type-dependent dropping,generalization,39,5,,
395,4.1517,0.001,0.01,1.0,0.67502,0.8,0.5,3.2222,15.0,0.26914,0.2,0.2,0.28559,1.634,Type-dependent dropping,generalization,40,1,,
396,6.174,0.001,0.030217,0.81935,0.8438,0.97464,0.33469,3.3747,11.123,0.19917,0.18958,0.20708,0.25005,2.09184,Type-dependent dropping,generalization,40,2,,
397,5.0,0.001,0.016667,0.99999,0.70323,0.78651,0.3,3.3333,15.0,0.17311,0.2,0.2,0.16667,1.6305399999999999,Type-dependent dropping,generalization,40,3,,
398,7.7431,0.008,0.018333,1.045,0.8,1.0,0.6,7.0,20.0,0.4,0.13428,0.1,0.2,2.1215699999999997,Type-dependent dropping,generalization,40,4,,
399,7.5035,0.0031335,0.01,1.0069,0.75,0.81276,0.88796,4.9293,15.444,0.24195,0.0,0.26087,0.27778,1.95866,Type-dependent dropping,generalization,40,5,,
400,5.0,0.005,0.019444,1.0,0.8,1.0,0.3,5.0,15.0,0.2,0.2,0.033333,0.2,1.62682,Type-dependent dropping,eye tracking,1,1,,
401,8.1953,0.0036666,0.010833,0.87348,0.55817,1.1774,0.30642,4.3753,6.7144,0.22993,0.4497,0.14074,0.13333,1.59911,Type-dependent dropping,eye tracking,1,2,,
402,8.6978,0.0041774,0.022711,0.78013,0.41726,0.79372,0.10045,4.9496,15.0,0.17769,0.20303,0.18954,0.22675,1.9382400000000004,Type-dependent dropping,eye tracking,1,3,,
403,7.4466,0.01,0.015018,0.97772,0.4776,1.0037,0.049383,4.798,8.9729,0.1,0.25726,0.11053,0.13714,1.32037,Type-dependent dropping,eye tracking,1,4,,
404,8.9551,0.0074491,0.026296,0.98174,0.74024,0.8,0.25107,4.8926,10.0,0.24444,0.26438,0.12778,0.35926,1.4244599999999998,Type-dependent dropping,eye tracking,1,5,,
405,4.2501,0.0071795,0.022189,1.3344,0.8,0.8,0.3,2.5,15.0,0.2,0.2,0.16667,0.19214,2.43408,Type-dependent dropping,eye tracking,2,1,,
406,0.1,0.24958,0.015013,0.43661,0.79894,0.92046,0.39915,3.4971,15.011,0.16623,0.2197,0.2712,0.17523,2.0028099999999998,Type-dependent dropping,eye tracking,2,2,,
407,2.8881,0.010935,0.02,1.0,0.8,0.8,0.3,2.5,15.0,0.2,0.2,0.27014,0.2,2.32977,Type-dependent dropping,eye tracking,2,3,,
408,2.6032,0.0105,0.013334,1.0556,0.8,0.8,0.33333,2.5926,15.0,0.18889,0.19388,0.2,0.23595,2.5630200000000003,Type-dependent dropping,eye tracking,2,4,,
409,3.3936,0.014092,0.01,0.99999,0.75657,1.0,0.24257,3.7037,30.0,0.26858,0.16102,0.2,0.2,2.22625,Type-dependent dropping,eye tracking,2,5,,
410,7.6094,0.0013457,0.026296,0.84722,0.93138,0.63589,0.39096,2.9923,17.444,0.13333,0.10062,0.20516,0.10463,2.105,Type-dependent dropping,eye tracking,3,1,,
411,3.905,0.001,0.01,0.62498,0.80003,0.80003,0.29998,2.5001,15.0,0.20001,0.24244,0.20001,0.10001,1.6286999999999998,Type-dependent dropping,eye tracking,3,2,,
412,7.9949,0.0050078,0.021083,1.0556,0.85677,1.0013,0.30084,3.5029,8.6169,0.20008,0.20051,0.20022,0.26657,2.2778,Type-dependent dropping,eye tracking,3,3,,
413,7.0,0.0017533,0.015,1.0,0.8,1.0,0.3,2.4718,15.0,0.2,0.2,0.2,0.2,1.56341,Type-dependent dropping,eye tracking,3,4,,
414,4.7826,0.001,0.01,0.75289,0.81274,1.0369,0.2994,3.3005,14.887,0.20472,0.25527,0.16935,0.19455,1.2149199999999998,Type-dependent dropping,eye tracking,3,5,,
415,5.1959,0.001,0.01,1.0,0.5083,0.95044,-0.080099,2.7334,15.0,0.2,0.2,0.2037,0.1946,1.8232599999999999,Type-dependent dropping,eye tracking,4,1,,
416,5.8436,0.001,0.014178,1.0,0.32851,1.3333,0.14662,3.3333,15.0,0.2,0.2,0.2,0.24573,1.71101,Type-dependent dropping,eye tracking,4,2,,
417,8.2824,0.0090768,0.019444,0.72796,0.69758,1.0,0.3,3.7063,20.0,0.2,0.2,0.2,0.4,1.62486,Type-dependent dropping,eye tracking,4,3,,
418,5.0,0.001,0.01,1.0,0.69594,1.0,0.3,2.5,20.0,0.26487,0.2,0.2,0.27064,1.6845299999999999,Type-dependent dropping,eye tracking,4,4,,
419,1.1563,0.001,0.01,0.72071,0.5274,1.2764,0.66667,4.6667,15.0,0.17174,0.2,0.2,0.15556,2.2529000000000003,Type-dependent dropping,eye tracking,4,5,,
420,10.0,0.0090557,0.030139,0.55641,0.045129,0.34374,0.88021,4.2205,19.056,0.32444,0.40278,0.20139,0.3485,2.0587999999999993,Type-dependent dropping,eye tracking,5,1,,
421,4.9197,0.01049,0.024195,0.35859,0.50589,0.89065,0.4177,3.6174,30.218,0.26915,0.21089,0.0,0.22429,1.9924300000000001,Type-dependent dropping,eye tracking,5,2,,
422,5.9421,0.010555,0.02,0.45833,0.26182,0.88889,0.4,6.8041,30.0,0.21919,0.1,0.11999,0.24249,1.9499700000000004,Type-dependent dropping,eye tracking,5,3,,
423,7.5123,0.0071828,0.01,1.0,0.46476,0.71762,0.3,2.5848,20.0,0.2,0.2,0.28152,0.15714,2.21173,Type-dependent dropping,eye tracking,5,4,,
424,7.0,0.005,0.02,0.91818,0.24098,0.52624,0.78257,3.5,20.0,0.36498,0.2,0.1,0.2,2.3417700000000004,Type-dependent dropping,eye tracking,5,5,,
425,3.0,0.0052778,0.02,1.0,1.3333,0.8,0.43334,4.215,9.4079,0.2,0.2,0.16667,0.2,1.034282,Type-dependent dropping,eye tracking,6,1,,
426,10.0,0.001,0.029992,1.1665,0.88909,0.88375,0.079438,4.8473,20.614,0.20126,0.20008,0.19326,0.26742,1.030962,Type-dependent dropping,eye tracking,6,2,,
427,4.1589,0.0031745,0.029984,0.92516,1.2355,0.86309,0.30025,4.6658,9.9979,0.1756,0.2955,0.20622,0.16585,1.3703499999999997,Type-dependent dropping,eye tracking,6,3,,
428,10.0,0.001,0.01,1.0,0.8,0.78927,0.5,3.5,40.0,0.1,0.2,0.1,0.2,1.56913,Type-dependent dropping,eye tracking,6,4,,
429,5.0,0.0016701,0.01,2.0,0.88571,0.94764,0.3,3.5,77.612,0.2,0.3,0.2,0.2,1.5746300000000002,Type-dependent dropping,eye tracking,6,5,,
430,7.0,0.001,0.027868,1.3346,1.0,1.0,0.6,2.5,15.0,0.2,0.2,0.2,0.2,2.24004,Type-dependent dropping,eye tracking,7,1,,
431,4.3536,0.0038906,0.016713,1.0556,0.8,1.0,0.3,3.3333,20.0,0.16667,0.26377,0.099999,0.20469,2.2341899999999995,Type-dependent dropping,eye tracking,7,2,,
432,4.036,0.001,0.021936,1.0,0.8,1.0,0.5,2.5,20.0,0.2,0.2,0.2,0.2,2.26228,Type-dependent dropping,eye tracking,7,3,,
433,3.0,0.01,0.01,1.0,0.8,1.0,0.3,3.5,8.5711,0.2,0.1,0.2,0.28938,1.79832,Type-dependent dropping,eye tracking,7,4,,
434,3.0,0.0045597,0.02,1.0,0.76412,1.0,0.3,2.5,30.0,0.2433,0.2,0.17339,0.2,1.47896,Type-dependent dropping,eye tracking,7,5,,
435,3.4581,0.01,0.03,1.0,0.54837,0.8,0.3,2.5,15.0,0.2,0.2,0.2,0.2,2.70322,Type-dependent dropping,eye tracking,8,1,,
436,10.0,0.013429,0.019166,1.0,0.60701,0.8,0.3,3.3333,30.0,0.2,0.18878,0.19794,0.24883,2.71152,Type-dependent dropping,eye tracking,8,2,,
437,5.0989,0.0040535,0.016348,0.97065,0.53994,0.78782,0.52515,2.4413,15.268,0.21342,0.21342,0.20513,0.42012,2.69039,Type-dependent dropping,eye tracking,8,3,,
438,5.0,0.02,0.09,1.0,0.4,0.7232,0.20251,3.5,15.0,0.2,0.26395,0.22114,0.24206,2.17102,Type-dependent dropping,eye tracking,8,4,,
439,5.5509,0.0076353,0.02,0.875,0.47064,0.8,0.3,3.3333,20.0,0.2,0.2,0.2,0.2,2.02155,Type-dependent dropping,eye tracking,8,5,,
440,0.72949,0.016335,0.019927,0.8362,0.46521,1.001,0.28732,3.8255,14.573,0.19723,0.16469,0.17426,0.19707,1.8521699999999999,Type-dependent dropping,eye tracking,9,1,,
441,0.1,0.01,0.020572,0.85963,0.8,1.0,0.3,3.5,15.0,0.25942,0.2,0.1,0.2,1.7814799999999997,Type-dependent dropping,eye tracking,9,2,,
442,1.5001,0.011036,0.02,0.625,0.8,0.8,0.3,5.4865,21.741,0.23956,0.2,0.1906,0.16667,1.8502399999999999,Type-dependent dropping,eye tracking,9,3,,
443,0.81372,0.015007,0.019995,0.85024,0.80022,1.0,0.30016,3.4994,14.998,0.18771,0.18889,0.16672,0.2,1.57385,Type-dependent dropping,eye tracking,9,4,,
444,1.013,0.0050926,0.01,0.96742,0.76149,1.0,0.33333,3.7101,30.0,0.2,0.28862,0.18889,0.16667,1.71232,Type-dependent dropping,eye tracking,9,5,,
445,2.2357,0.0038474,0.01,0.75223,0.39498,1.1441,0.39365,4.5092,13.847,0.25763,0.14237,0.25763,0.25763,1.79561,Type-dependent dropping,eye tracking,10,1,,
446,2.9998,0.004999,0.023708,0.82451,0.62418,0.99987,0.29992,3.3331,14.999,0.17785,0.20005,0.29992,0.19995,1.8378300000000003,Type-dependent dropping,eye tracking,10,2,,
447,5.1472,0.0056915,0.01,0.56651,0.33586,1.119,0.16055,5.0,15.0,0.2,0.16667,0.2,0.17619,1.90868,Type-dependent dropping,eye tracking,10,3,,
448,7.1318,0.001,0.02,0.46694,0.65751,1.3915,0.3,5.0,15.0,0.2,0.18805,0.2,0.2,1.3957799999999998,Type-dependent dropping,eye tracking,10,4,,
449,3.029,0.001,0.01,0.45043,0.44496,0.83333,0.075001,4.625,45.25,0.0,0.34786,0.23018,0.4,1.62469,Type-dependent dropping,eye tracking,10,5,,
450,6.0,0.011667,0.01,0.86849,-0.071969,0.63036,0.3,3.5,15.0,0.2,0.2,0.2,0.2,2.28649,Type-dependent dropping,learning,1,1,1.0,
451,6.3352,0.0049996,0.020001,1.1666,0.15293,0.61152,0.4444,3.5834,7.4174,0.35002,0.19999,0.19136,0.26666,2.19715,Type-dependent dropping,learning,1,2,1.0,
452,5.275,0.01,0.02939,0.38996,0.41371,0.77973,0.3,3.3333,15.0,0.2,0.2,0.1,0.16667,2.7209899999999996,Type-dependent dropping,learning,1,3,1.0,
453,5.0,0.01,0.02,1.0,-0.29611,0.61135,0.21028,3.6824,15.0,0.4,0.2,0.2,0.2,2.13545,Type-dependent dropping,learning,1,4,1.0,
454,5.0,0.0058333,0.02,1.0,-0.49845,0.61115,0.3,2.5,20.0,0.16428,0.4,0.2,0.2,2.34541,Type-dependent dropping,learning,1,5,1.0,
455,8.6404,0.018944,0.01,1.3699,0.25063,-0.44833,0.17697,4.6667,13.333,0.3,0.2,0.44038,0.28443,2.73256,Type-dependent dropping,learning,1,1,2.0,
456,4.1833,0.0085,0.03,1.1857,0.4,0.19437,0.038681,2.5,141.47,0.23666,0.2,0.2,0.2,2.6926200000000002,Type-dependent dropping,learning,1,2,2.0,
457,7.5886,0.020116,0.20455,0.78704,0.37823,0.14895,-0.15522,7.6827,21.467,0.25777,0.20348,0.21081,0.18767,2.46784,Type-dependent dropping,learning,1,3,2.0,
458,5.5709,0.019257,0.017778,1.0113,0.36607,0.64142,-0.0010288,3.3285,14.984,0.87348,0.22854,0.15473,0.22221,2.7761,Type-dependent dropping,learning,1,4,2.0,
459,7.918,0.57422,0.047821,0.25,0.48395,0.95817,0.35684,6.3773,17.484,0.16072,0.30942,0.46385,0.25019,2.45107,Type-dependent dropping,learning,1,5,2.0,
460,5.0,0.014256,0.02194,0.98031,0.4,0.56776,0.5,3.6046,21.553,0.18654,0.2,0.2,0.2,2.602,Type-dependent dropping,learning,1,1,3.0,
461,2.0333,0.015079,0.01,0.75518,0.18581,0.86617,0.23158,2.3115,10.0,0.69664,0.2,0.2,0.2,2.4058599999999997,Type-dependent dropping,learning,1,2,3.0,
462,7.0,0.0085,0.02,1.0,-0.2243,-0.35801,-0.22012,4.6667,10.0,0.3,0.1,0.2,0.2,2.41693,Type-dependent dropping,learning,1,3,3.0,
463,5.3157,0.020396,0.01,1.0355,0.20255,0.42952,0.12558,4.0073,25.556,0.25556,0.26994,0.28889,0.22852,2.7359099999999996,Type-dependent dropping,learning,1,4,3.0,
464,5.1776,0.024036,0.02,1.0,0.4,0.51738,0.26921,4.6667,8.974,0.25108,0.2,0.2,0.3,2.57531,Type-dependent dropping,learning,1,5,3.0,
465,4.7493,0.010223,0.03,1.0276,0.4,0.56192,0.3,4.6667,10.0,0.2,0.3321,0.2,0.2,2.47755,Type-dependent dropping,learning,1,1,4.0,
466,4.971,0.019646,0.020567,1.0444,0.41984,0.79116,0.31842,4.7517,15.227,0.75883,0.17532,0.278,0.25965,2.18601,Type-dependent dropping,learning,1,2,4.0,
467,5.1658,0.00458,0.013444,1.4093,0.18922,0.29665,0.00067662,2.8064,17.409,0.30404,0.11908,0.36863,0.32045,2.1142700000000003,Type-dependent dropping,learning,1,3,4.0,
468,7.3662,0.0036667,0.02,1.0681,0.60583,0.31491,0.0,3.7778,15.0,0.31255,0.21356,0.2,0.2,2.75667,Type-dependent dropping,learning,1,4,4.0,
469,0.1,0.0098125,0.026603,0.42246,0.58041,0.85468,0.42892,3.9194,13.852,0.24692,0.27375,0.17481,0.14244,2.5203099999999994,Type-dependent dropping,learning,1,5,4.0,
470,3.0237,0.0023658,0.016362,0.50609,0.38784,0.67564,0.29209,2.5213,20.097,0.20486,0.10112,0.19513,0.20487,2.6370599999999995,Type-dependent dropping,learning,1,1,5.0,
471,3.8861,0.38461,0.01,0.25,0.70933,0.7746,0.55556,3.6296,20.0,0.2,0.19017,0.3,0.17733,2.44883,Type-dependent dropping,learning,1,2,5.0,
472,2.0333,0.001,0.016667,0.52321,0.4,1.012,0.11111,2.5,20.0,0.48956,0.2,0.23624,0.27509,2.59088,Type-dependent dropping,learning,1,3,5.0,
473,6.1812,0.001,0.021551,0.3663,0.20744,-0.13535,0.075,4.625,-131.0,0.19212,0.0,0.32133,0.4,2.2274900000000004,Type-dependent dropping,learning,1,4,5.0,
474,2.55,0.014812,0.01,0.8869,0.4,0.67128,0.41006,3.3333,30.0,0.27716,0.13248,0.2,0.16667,2.6642400000000004,Type-dependent dropping,learning,1,5,5.0,
475,10.0,0.001,0.01,1.0021,0.47041,1.1006,0.46538,2.676,20.805,0.23965,0.15977,0.1736,0.15977,1.8104300000000002,Type-dependent dropping,learning,2,1,1.0,
476,6.0897,0.0032127,0.014423,1.0423,0.43409,1.031,0.42469,5.0,25.859,0.1,0.2,0.2,0.20773,1.96057,Type-dependent dropping,learning,2,2,1.0,
477,6.5241,0.0022118,0.04,0.95833,0.51109,0.54488,0.3633,3.6307,15.0,0.2,0.2,0.3,0.2,1.60013,Type-dependent dropping,learning,2,3,1.0,
478,3.0,0.0052778,0.019638,0.3579,0.8,2.1576,0.6,2.5,15.0,0.2,0.2,0.2,0.2,1.8331500000000003,Type-dependent dropping,learning,2,4,1.0,
479,6.5235,0.0023333,0.031667,0.75,0.54341,1.3333,0.66667,3.8735,26.667,0.1812,0.2,0.2,0.2,1.7216999999999998,Type-dependent dropping,learning,2,5,1.0,
480,2.9913,0.001,0.01,0.65757,1.1269,0.85721,0.45028,4.9922,18.269,0.0,0.213,0.28088,0.19855,1.4142700000000001,Type-dependent dropping,learning,2,1,2.0,
481,0.1,0.0058334,0.01,0.50531,1.0,1.5,0.5,4.6667,15.0,0.3,0.2,0.2,0.3,1.65699,Type-dependent dropping,learning,2,2,2.0,
482,1.7746,0.001,0.023333,0.5,0.8,1.5,0.3,3.5,15.0,0.2,0.2,0.1,0.2,1.3804800000000002,Type-dependent dropping,learning,2,3,2.0,
483,1.6711,0.0036667,0.018333,0.50535,0.93979,1.0,0.3,3.5,20.877,0.1,0.2,0.13333,0.2,1.6177000000000004,Type-dependent dropping,learning,2,4,2.0,
484,2.7451,0.001,0.016672,0.63271,0.94107,1.2963,0.54419,4.2632,18.253,0.13333,0.2,0.28148,0.13345,1.61629,Type-dependent dropping,learning,2,5,2.0,
485,3.1434,0.001,0.02,0.77464,1.1756,1.098,0.3,3.5,16.544,0.2,0.2,0.19953,0.1686,1.34714,Type-dependent dropping,learning,2,1,3.0,
486,2.5869,0.001,0.01,0.48235,1.4627,1.0742,0.65581,3.4989,15.053,0.18847,0.16869,0.26753,0.26397,1.50825,Type-dependent dropping,learning,2,2,3.0,
487,4.7278,0.005,0.023979,0.25,1.4267,2.0,0.21563,4.6667,40.0,0.2,0.6,0.24115,0.2,1.60107,Type-dependent dropping,learning,2,3,3.0,
488,3.2003,0.0035185,0.01,0.25,1.2743,1.4347,0.34756,5.0,48.148,0.0,0.15408,0.20195,0.19725,1.35561,Type-dependent dropping,learning,2,4,3.0,
489,3.0,0.0013667,0.01,0.25,1.2155,1.3445,0.21667,3.3333,15.0,0.2,0.2,0.0,0.2,1.73948,Type-dependent dropping,learning,2,5,3.0,
490,3.0508,0.001,0.025,0.48487,1.1617,1.6534,0.2375,5.5025,11.958,0.15,0.125,0.31554,0.1,1.3589499999999999,Type-dependent dropping,learning,2,1,4.0,
491,3.352,0.001,0.02,0.97433,1.1583,0.89051,0.4,3.3333,30.0,0.2,0.2,0.21848,0.2,1.4269599999999998,Type-dependent dropping,learning,2,2,4.0,
492,5.85,0.001,0.01,0.42261,1.3999,1.5,0.6,3.5,15.0,0.2,0.2,0.1,0.2,1.64987,Type-dependent dropping,learning,2,3,4.0,
