,pruning threshold,stopping probability,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,connected 2-in-a-row drop rate,unconnected 2-in-a-row drop rate,3-in-a-row drop rate,4-in-a-row drop rate,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
836,3.0,0.001,0.015,0.45833,0.4,1.2343,0.3,4.6667,15.0,0.16667,0.2,0.2,0.10556,1.8284500000000001,Type-dependent dropping,learning,16,2,3.0,
837,3.0,0.01,0.02,0.91505,0.8,1.0,0.5,3.3333,48.779,0.2,0.2,0.2,0.2,1.86452,Type-dependent dropping,learning,16,3,3.0,
838,3.6776,0.0045542,0.058614,0.50926,0.78584,1.0,0.26966,3.8889,13.333,0.20185,0.17778,0.2,0.19507,1.84386,Type-dependent dropping,learning,16,4,3.0,
839,2.6851,0.0049396,0.02,0.49996,0.80011,1.1679,0.53313,4.9606,18.332,0.38368,0.20162,0.20064,0.18584,1.7561399999999998,Type-dependent dropping,learning,16,5,3.0,
840,4.9994,0.001,0.023339,0.50011,0.86922,0.722,0.59986,3.5001,9.9988,0.16659,0.099977,0.20009,0.20009,1.8482299999999998,Type-dependent dropping,learning,16,1,4.0,
841,5.9541,0.0024655,0.028766,0.55498,0.8,0.90162,0.3,4.2162,16.667,0.2,0.2,0.2,0.2,1.6000699999999999,Type-dependent dropping,learning,16,2,4.0,
842,4.5703,0.001,0.077173,0.39944,0.81687,0.74277,0.94227,3.9529,14.772,0.11609,0.27497,0.21138,0.19778,1.6581699999999997,Type-dependent dropping,learning,16,3,4.0,
843,1.454,0.001,0.015524,0.49994,0.80521,0.80834,0.33326,3.8891,11.666,0.18031,0.13329,0.20005,0.19995,1.81216,Type-dependent dropping,learning,16,4,4.0,
844,4.9996,0.001,0.01723,0.49993,0.63376,0.79988,0.5001,3.5,15.001,0.19995,0.29992,0.19995,0.19351,1.8343300000000002,Type-dependent dropping,learning,16,5,4.0,
845,3.0,0.003698,0.01,0.48719,1.0,1.0,0.11552,3.8099,20.0,0.2,0.2,0.2,0.2,1.5606099999999998,Type-dependent dropping,learning,16,1,5.0,
846,3.0,0.001,0.03,0.49683,0.76658,1.1735,0.3,3.2249,13.333,0.27274,0.16667,0.2,0.099757,1.6843700000000001,Type-dependent dropping,learning,16,2,5.0,
847,3.55,0.002,0.01,0.70259,0.6975,1.0,0.5,3.3333,15.0,0.2,0.16667,0.16667,0.19329,1.4526299999999999,Type-dependent dropping,learning,16,3,5.0,
848,7.0,0.0079607,0.02,0.5,0.8,1.156,0.3,5.0,15.0,0.2,0.2,0.2,0.1,1.72335,Type-dependent dropping,learning,16,4,5.0,
849,6.0,0.001,0.01,0.61459,0.8,1.0,0.0,3.5,15.0,0.2,0.1,0.2,0.2,1.91102,Type-dependent dropping,learning,16,5,5.0,
850,5.1531,0.001,0.01,1.0253,0.83039,1.0,0.55556,2.5271,15.0,0.19877,0.22222,0.098148,0.13457,0.990896,Type-dependent dropping,learning,17,1,1.0,
851,4.2572,0.001,0.012281,1.1667,0.85573,0.69879,0.6,2.5,30.0,0.2,0.2,0.2,0.0,1.26434,Type-dependent dropping,learning,17,2,1.0,
852,4.059,0.001,0.027533,0.42073,1.2878,1.5262,-0.053313,4.5306,19.336,0.0,0.38333,0.0,0.0,1.6427500000000002,Type-dependent dropping,learning,17,3,1.0,
853,10.0,0.001,0.01,1.0,0.8,1.0,0.3,3.5792,15.0,0.2,0.2,0.3,0.16667,1.2985,Type-dependent dropping,learning,17,4,1.0,
854,10.0,0.001,0.030376,0.99779,0.67432,1.0816,0.29979,2.9469,16.8,0.17763,0.18083,0.17751,0.17763,1.5386799999999998,Type-dependent dropping,learning,17,5,1.0,
855,2.8863,0.001,0.01,1.0,0.77303,1.0,0.19091,3.5,20.0,0.2,0.26381,0.2,0.2,1.86099,Type-dependent dropping,learning,17,1,2.0,
856,4.1012,0.001,0.016789,1.0,0.4,1.0,0.3,2.5,15.0,0.2,0.2,0.2,0.2,1.7307099999999997,Type-dependent dropping,learning,17,2,2.0,
857,2.4228,0.001,0.015363,0.625,0.47986,1.4815,0.27109,2.5,15.0,0.21023,0.19717,0.11111,0.18889,1.76602,Type-dependent dropping,learning,17,3,2.0,
858,3.0,0.001,0.02,0.82719,0.70265,1.118,0.17684,5.0,30.0,0.2,0.2,0.2,0.2,2.00692,Type-dependent dropping,learning,17,4,2.0,
859,3.0,0.001,0.023333,0.7886,0.8,1.1498,0.55556,3.1334,15.0,0.3,0.3,0.2,0.2,1.71293,Type-dependent dropping,learning,17,5,2.0,
860,4.9996,0.001,0.01,0.56932,0.53323,1.4998,0.14453,5.0003,15.001,0.19994,0.40009,0.24095,0.20006,1.35159,Type-dependent dropping,learning,17,1,3.0,
861,6.3438,0.001,0.018972,0.89062,0.9125,1.125,0.38125,3.1146,16.0,0.16888,0.25,0.25,0.15,1.3276100000000002,Type-dependent dropping,learning,17,2,3.0,
862,6.5673,0.001,0.03,0.76053,0.74295,1.0267,0.23108,3.8738,15.0,0.17984,0.2096,0.23171,0.19012,1.7101600000000001,Type-dependent dropping,learning,17,3,3.0,
863,2.9821,0.001,0.019259,0.74385,0.77241,0.99999,0.3,3.1777,15.0,0.19869,0.094445,0.2,0.2,1.7106400000000002,Type-dependent dropping,learning,17,4,3.0,
864,3.0,0.001,0.023333,0.51878,0.4,1.432,0.3,3.7767,20.0,0.27976,0.2,0.2,0.083333,1.56704,Type-dependent dropping,learning,17,5,3.0,
865,5.9998,0.0045658,0.017502,0.95856,0.79977,0.99974,0.33351,3.9846,9.9986,0.19993,0.10005,0.2001,0.20001,1.54276,Type-dependent dropping,learning,17,1,4.0,
866,9.2834,0.0036667,0.01,0.5852,0.553,1.4263,0.3,5.1326,15.0,0.083333,0.065599,0.2,0.2,1.4047700000000003,Type-dependent dropping,learning,17,2,4.0,
867,10.0,0.001,0.03,0.95833,0.5007,1.0,0.030837,3.5,20.0,0.1,0.094444,0.1,0.2,1.7738900000000002,Type-dependent dropping,learning,17,3,4.0,
868,7.5404,0.001,0.03,0.91667,0.8,1.0309,0.27091,3.5,15.0,0.17778,0.23333,0.2,0.14815,1.34971,Type-dependent dropping,learning,17,4,4.0,
869,4.4033,0.001,0.01,0.82954,0.55461,1.0,0.3,3.4353,15.0,0.2,0.2,0.21111,0.1882,1.44736,Type-dependent dropping,learning,17,5,4.0,
870,5.202,0.001,0.0234,0.68851,1.5492,1.4987,-0.056278,3.3729,14.548,0.088699,0.1726,0.088699,0.089472,1.5422699999999998,Type-dependent dropping,learning,17,1,5.0,
871,10.0,0.0022372,0.04,1.0,1.6,1.1029,0.3,3.5618,15.0,0.16667,0.2,0.2,0.2,1.49255,Type-dependent dropping,learning,17,2,5.0,
872,9.9999,0.001,0.01,1.0,1.1315,1.0968,0.3,2.5,15.0,0.2,0.18753,0.16667,0.2,1.46569,Type-dependent dropping,learning,17,3,5.0,
873,5.275,0.0015611,0.02,0.70719,1.4674,1.5,0.3,5.0,30.0,0.2,0.25081,0.2,0.2,1.5334100000000002,Type-dependent dropping,learning,17,4,5.0,
874,4.1833,0.001,0.02,0.95833,1.0,1.2022,-0.26643,3.3333,13.181,0.1,0.25787,0.1,0.2,1.2042199999999998,Type-dependent dropping,learning,17,5,5.0,
875,5.4765,0.01,0.020618,1.0,0.44103,0.74616,0.35929,3.3333,15.0,0.2,0.2,0.2,0.2,2.5835999999999997,Type-dependent dropping,learning,18,1,1.0,
876,5.4641,0.0061062,0.03,0.78125,0.225,0.47373,0.70027,1.7708,13.0,0.2046,0.13568,0.2204,0.25,2.14243,Type-dependent dropping,learning,18,2,1.0,
877,6.1487,0.0047829,0.01,0.74639,0.53914,0.51417,0.4884,1.9928,12.681,0.084064,0.31594,0.31594,0.31594,2.3906899999999998,Type-dependent dropping,learning,18,3,1.0,
878,10.0,0.0085664,0.018407,0.93032,0.45575,0.50989,0.24823,7.1537,15.637,0.197,0.16951,0.44779,0.099166,2.15213,Type-dependent dropping,learning,18,4,1.0,
879,6.8226,0.0083742,0.020862,1.2188,0.57356,0.70912,1.3447,3.0199,14.655,0.3604,0.17935,0.21724,0.22595,2.50218,Type-dependent dropping,learning,18,5,1.0,
880,5.0,0.01,0.019379,1.0,0.8,1.1111,0.90019,3.5,9.9999,0.3,0.2,0.083333,0.20303,2.21695,Type-dependent dropping,learning,18,1,2.0,
881,4.8881,0.0075,0.021111,0.67135,0.36649,1.0,0.6,2.5,15.0,0.2,0.17215,0.26943,0.2,2.22009,Type-dependent dropping,learning,18,2,2.0,
882,4.9811,0.001,0.024651,1.0033,0.52884,0.97398,0.31798,2.3139,13.177,0.2073,0.25294,0.18877,0.20257,2.24074,Type-dependent dropping,learning,18,3,2.0,
883,2.8389,0.005,0.023333,0.39967,0.65713,1.0,0.6,3.5,15.0,0.2,0.2,0.3,0.2,1.8384999999999998,Type-dependent dropping,learning,18,4,2.0,
884,5.0,0.005,0.03,1.0,0.8,1.0,0.3,2.5,15.0,0.2,0.2,0.2,0.2,2.3419600000000003,Type-dependent dropping,learning,18,5,2.0,
885,9.4556,0.0073333,0.027225,1.0335,0.30142,0.8,0.5,3.7124,15.0,0.16667,0.2,0.26519,0.2,1.9842100000000003,Type-dependent dropping,learning,18,1,3.0,
886,10.0,0.0084921,0.015838,0.98225,0.41585,1.0838,0.70891,3.7851,14.33,0.10179,0.23351,0.11675,0.23351,2.0634,Type-dependent dropping,learning,18,2,3.0,
887,5.594,0.0079266,0.02933,1.2058,0.67384,0.98325,0.67923,3.304,108.95,0.2067,0.1933,0.1933,0.2067,2.35804,Type-dependent dropping,learning,18,3,3.0,
888,5.0,0.005,0.01,1.0282,0.64135,1.0,0.6,3.5,15.0,0.2,0.2,0.2,0.2,2.3483,Type-dependent dropping,learning,18,4,3.0,
889,5.0,0.01,0.013564,1.1667,0.8,1.0,0.6,3.3333,15.0,0.2,0.2,0.1,0.15757,1.9584100000000002,Type-dependent dropping,learning,18,5,3.0,
890,2.674,0.001,0.016734,0.70514,0.27994,1.1857,0.6,2.5,15.0,0.14656,0.2,0.2,0.2,1.86471,Type-dependent dropping,learning,18,1,4.0,
891,5.0,0.005,0.01,0.67134,0.4,1.5,0.3,2.5,15.0,0.2,0.2,0.2,0.2,2.1704499999999998,Type-dependent dropping,learning,18,2,4.0,
892,7.0,0.01113,0.01,1.0,0.56795,1.3333,0.4,2.5,15.0,0.2,0.2,0.2,0.2,1.7381500000000003,Type-dependent dropping,learning,18,3,4.0,
893,2.849,0.01,0.01,0.5,0.4,1.5,0.6738,3.5,15.0,0.2,0.0,0.2,0.2,1.9641600000000001,Type-dependent dropping,learning,18,4,4.0,
894,4.3987,0.001,0.016667,1.0556,0.44566,1.0,0.6,2.5,35.001,0.2,0.23333,0.2,0.19431,2.08075,Type-dependent dropping,learning,18,5,4.0,
895,6.5332,0.0027464,0.020343,1.1011,0.80061,1.0,0.21029,3.7189,16.832,0.19973,0.19973,0.40014,0.083221,2.03207,Type-dependent dropping,learning,18,1,5.0,
896,7.0,0.005,0.02,1.0579,0.63045,1.0,0.3,3.3061,15.0,0.2,0.2,0.2,0.17276,1.72214,Type-dependent dropping,learning,18,2,5.0,
897,7.9939,0.010028,0.020031,0.99865,0.80139,1.0015,0.299,4.9973,19.988,0.22535,0.19938,0.20062,0.19938,1.6479,Type-dependent dropping,learning,18,3,5.0,
898,7.8017,0.001,0.045,1.0,0.8,1.0,0.3,3.8316,200.0,0.2,0.2,0.2,0.2,1.68096,Type-dependent dropping,learning,18,4,5.0,
899,5.7538,0.0044027,0.010833,0.98611,0.68853,0.89724,0.29921,2.8237,15.0,0.16667,0.2,0.2,0.21924,2.05571,Type-dependent dropping,learning,18,5,5.0,
900,2.9987,0.001,0.017944,0.25,1.0793,1.4862,0.30044,2.4988,20.0,0.20005,0.19987,0.19998,0.16644,1.68167,Type-dependent dropping,learning,19,1,1.0,
901,5.0,0.001,0.016667,0.25,0.96128,1.1315,0.3,4.6667,10.0,0.16667,0.25656,0.2,0.2,1.66221,Type-dependent dropping,learning,19,2,1.0,
902,5.0,0.001,0.01,1.0,0.8,1.0,0.4,2.5,15.0,0.16667,0.1,0.26667,0.2,1.49688,Type-dependent dropping,learning,19,3,1.0,
903,5.0,0.001,0.018333,0.25,0.8,1.0,0.3,2.5,15.0,0.2,0.2,0.2,0.2,1.70901,Type-dependent dropping,learning,19,4,1.0,
904,4.8795,0.001,0.019964,0.37455,0.80161,1.6689,0.30116,3.0334,14.986,0.20157,0.19929,0.20005,0.20071,1.3303,Type-dependent dropping,learning,19,5,1.0,
905,4.1003,0.001,0.026667,1.0479,0.8,1.0222,0.3,2.8334,20.0,0.2,0.2,0.21315,0.18889,1.8598,Type-dependent dropping,learning,19,1,2.0,
906,4.1833,0.001,0.01,0.99999,0.8,1.0842,0.3,2.9966,15.0,0.2,0.2,0.16667,0.2,1.8320600000000002,Type-dependent dropping,learning,19,2,2.0,
907,5.0,0.001,0.045,0.70263,1.1034,1.0,0.3,3.5,20.0,0.13783,0.2,0.19205,0.16667,1.8372500000000003,Type-dependent dropping,learning,19,3,2.0,
908,5.0,0.0020361,0.016064,0.99066,0.8,1.0,0.3,3.5,20.0,0.3,0.2,0.1,0.2,1.73739,Type-dependent dropping,learning,19,4,2.0,
909,3.0,0.001,0.01,0.99999,1.0,0.84594,0.18936,3.2254,15.0,0.28155,0.3,0.2,0.2,1.56735,Type-dependent dropping,learning,19,5,2.0,
910,2.7302,0.001,0.024346,0.55173,0.74556,1.1438,0.3,5.3501,20.741,0.2,0.16894,0.19423,0.13333,1.7711799999999998,Type-dependent dropping,learning,19,1,3.0,
911,7.9843,0.001,0.026533,0.87889,0.9158,1.0594,0.29476,3.5841,15.064,0.19678,0.20322,0.19678,0.20322,1.47906,Type-dependent dropping,learning,19,2,3.0,
912,9.1754,0.001,0.02346,0.99032,1.2069,0.89163,0.42946,2.9121,20.002,0.17416,0.19426,0.2001,0.2001,1.8857499999999998,Type-dependent dropping,learning,19,3,3.0,
913,3.1389,0.001,0.019568,0.65197,0.88889,0.8,0.3,5.0,20.0,0.2,0.2,0.2,0.2,1.3434899999999999,Type-dependent dropping,learning,19,4,3.0,
914,5.5371,0.001,0.021975,0.96837,1.1229,1.0,0.4,3.1667,15.0,0.2,0.2,0.2,0.2,1.4760600000000001,Type-dependent dropping,learning,19,5,3.0,
915,4.6003,0.001,0.01,0.9303,0.99999,0.8,0.3,2.5,20.0,0.099999,0.13333,0.16667,0.2,1.7595599999999998,Type-dependent dropping,learning,19,1,4.0,
916,5.275,0.001,0.01,1.0,1.0,0.8,0.3,2.5,20.0,0.2,0.23405,0.2,0.2,1.96815,Type-dependent dropping,learning,19,2,4.0,
917,6.0761,0.001,0.020005,0.73904,1.1008,1.1508,0.30015,3.5005,14.998,0.20009,0.20009,0.20009,0.19991,1.4184700000000001,Type-dependent dropping,learning,19,3,4.0,
918,5.1916,0.001,0.023333,1.0088,1.2434,0.88827,0.3,2.5,15.0,0.2,0.19144,0.2,0.28062,1.3528100000000003,Type-dependent dropping,learning,19,4,4.0,
919,4.0761,0.001,0.03,1.0,1.6,1.0,0.085983,2.5,15.0,0.2,0.2,0.1,0.2,1.66102,Type-dependent dropping,learning,19,5,4.0,
920,7.0,0.001,0.016667,0.99275,0.90217,1.0,0.6,3.0396,18.161,0.24626,0.2,0.2,0.2,1.5493399999999997,Type-dependent dropping,learning,19,1,5.0,
921,10.0,0.001,0.033334,0.5,1.4222,1.125,0.3,3.5,15.556,0.13333,0.2,0.19637,0.2,1.56078,Type-dependent dropping,learning,19,2,5.0,
922,5.5372,0.001,0.016944,0.44965,1.0523,1.6078,0.29551,2.4635,9.8854,0.099366,0.27899,0.12302,0.19676,1.4061799999999998,Type-dependent dropping,learning,19,3,5.0,
923,7.5353,0.001,0.012498,0.5636,1.0233,1.139,0.53752,3.585,14.995,0.15526,0.20337,0.20026,0.20049,1.26357,Type-dependent dropping,learning,19,4,5.0,
924,8.8864,0.0029935,0.031977,0.70979,1.1346,0.80102,0.091547,3.516,7.2451,0.21892,0.1969,0.17738,0.19955,1.40268,Type-dependent dropping,learning,19,5,5.0,
925,4.0127,0.001,0.01,0.25,0.35,1.5,0.625,7.75,25.25,0.46667,0.0,0.41196,0.099268,1.52948,Type-dependent dropping,learning,20,1,1.0,
926,4.1493,0.001,0.025466,0.47342,0.7311,1.012,0.85543,4.8223,15.007,0.12456,0.29967,0.23462,0.1719,1.5684799999999999,Type-dependent dropping,learning,20,2,1.0,
927,2.5167,0.0016667,0.018514,0.5,0.5766,1.0,0.3,4.3846,20.0,0.2,0.18889,0.2,0.2,2.27492,Type-dependent dropping,learning,20,3,1.0,
928,7.5133,0.001,0.034013,0.75,0.75,0.3097,0.625,3.6536,11.0,0.4,0.0,0.39511,0.26024,1.7192999999999998,Type-dependent dropping,learning,20,4,1.0,
929,4.6724,0.001,0.018761,0.49914,0.2996,1.0109,0.22398,5.2672,19.707,0.34766,0.19325,0.23977,0.20752,1.9877299999999998,Type-dependent dropping,learning,20,5,1.0,
930,3.0,0.0038169,0.03,0.41667,1.0,0.93727,0.3,5.0,30.0,0.0,0.2,0.2,0.2,1.60676,Type-dependent dropping,learning,20,1,2.0,
931,2.6797,0.007,0.03,0.68965,0.79295,1.204,0.21213,5.0,12.698,0.21316,0.2,0.17378,0.24441,1.8262999999999998,Type-dependent dropping,learning,20,2,2.0,
932,1.2476,0.0038701,0.01,0.44444,1.0,1.178,0.33527,4.8989,15.0,0.19053,0.26667,0.21111,0.2,1.8995799999999998,Type-dependent dropping,learning,20,3,2.0,
933,3.0,0.001,0.03,0.5,0.8,1.3742,0.3,2.5,15.0,0.2,0.2,0.2,0.2,1.61751,Type-dependent dropping,learning,20,4,2.0,
934,3.2797,0.0093484,0.020045,1.0205,0.79796,1.0023,0.42897,3.4949,29.964,0.30599,0.11035,0.20091,0.1993,1.8154200000000003,Type-dependent dropping,learning,20,5,2.0,
935,5.0,0.011667,0.0125,0.36081,0.055165,1.6,0.14108,4.6667,30.0,0.2,0.15822,0.2,0.2,2.10557,Type-dependent dropping,learning,20,1,3.0,
936,5.3654,0.0073009,0.01,0.78925,0.066906,1.2564,0.3,2.5,15.0,0.26941,0.2,0.2,0.2,1.9704899999999999,Type-dependent dropping,learning,20,2,3.0,
937,2.025,0.001,0.033854,0.5625,0.35,1.5,0.725,5.7917,31.916,0.0,0.16667,0.0,0.4,2.2902,Type-dependent dropping,learning,20,3,3.0,
938,8.6667,0.001,0.02,0.58228,0.29403,1.0,0.66667,3.575,15.0,0.2,0.2,0.2,0.2,1.8813299999999997,Type-dependent dropping,learning,20,4,3.0,
939,3.5783,0.01,0.02,0.5,0.8,0.8,0.3,3.4741,15.0,0.19084,0.2,0.12218,0.2,2.0444699999999996,Type-dependent dropping,learning,20,5,3.0,
940,6.4383,0.001,0.025913,0.87812,0.4025,0.79679,0.30232,3.508,9.9804,0.0,0.20143,0.20091,0.20143,1.9846500000000002,Type-dependent dropping,learning,20,1,4.0,
941,6.0,0.0080488,0.03,0.82495,0.51369,1.0,0.30071,4.6667,20.0,0.13787,0.13333,0.23842,0.18278,1.7679099999999999,Type-dependent dropping,learning,20,2,4.0,
942,5.0336,0.0064278,0.023621,1.0213,0.6689,1.0,0.20683,4.2778,18.247,0.19396,0.45406,0.2,0.15974,1.76015,Type-dependent dropping,learning,20,3,4.0,
943,5.0,0.001,0.04,1.0,0.8,1.0,0.3,3.5,10.0,0.2,0.2,0.0,0.2,1.88245,Type-dependent dropping,learning,20,4,4.0,
944,5.8741,0.001,0.01,0.88278,0.29049,0.84356,0.24378,3.852,10.86,0.17376,0.231,0.26258,0.27508,1.9660199999999999,Type-dependent dropping,learning,20,5,4.0,
945,2.9708,0.001,0.030894,0.72041,0.32178,1.0153,0.5129,3.4657,27.073,0.20708,0.10305,0.2512,0.3537,1.6598400000000002,Type-dependent dropping,learning,20,1,5.0,
946,3.0,0.001,0.021416,0.94749,0.8,1.0,0.3,2.8554,15.0,0.2,0.2,0.2,0.2,2.0783300000000002,Type-dependent dropping,learning,20,2,5.0,
947,1.552,0.001,0.01,0.45098,0.40072,1.2254,0.29933,3.1677,7.3552,0.18926,0.20041,0.19959,0.10021,1.9779900000000001,Type-dependent dropping,learning,20,3,5.0,
948,3.0,0.001,0.014897,1.0,0.8,1.0,0.38924,2.8298,15.0,0.2,0.2,0.2,0.2,1.86996,Type-dependent dropping,learning,20,4,5.0,
949,2.641,0.0072812,0.02,0.8991,0.62604,1.0,0.3,3.3333,15.0,0.18889,0.2,0.16736,0.2,2.1597700000000004,Type-dependent dropping,learning,20,5,5.0,
950,0.1,0.005,0.022219,0.48611,0.70973,1.0,0.37349,3.3333,15.0,0.2,0.28068,0.19304,0.2,2.3369500000000003,Type-dependent dropping,learning,21,1,1.0,
951,3.2441,0.013556,0.014754,1.0274,0.57697,0.88801,0.48539,2.7394,14.265,0.20098,0.18602,0.18611,0.23983,2.22371,Type-dependent dropping,learning,21,2,1.0,
952,3.9146,0.01,0.02,1.0,0.12434,1.0,0.35728,2.5,15.0,0.2,0.2,0.2,0.2,2.51053,Type-dependent dropping,learning,21,3,1.0,
953,3.8577,0.0080323,0.020124,0.95833,0.6362,0.71395,0.66667,3.5367,15.0,0.41097,0.18429,0.16667,0.16667,2.19324,Type-dependent dropping,learning,21,4,1.0,
954,3.0,0.001,0.02,1.0,0.4,0.7539,0.3,2.5,15.0,0.2,0.16667,0.2,0.2,2.1075000000000004,Type-dependent dropping,learning,21,5,1.0,
955,9.9999,0.001,0.03,0.58386,0.4,1.0,0.3,5.2612,7.1844,0.2,0.2,0.2,0.25046,2.03941,Type-dependent dropping,learning,21,1,2.0,
956,3.0,0.005,0.03,0.77713,0.4,1.0,0.4,5.0,12.169,0.1849,0.2,0.099999,0.19089,2.0077400000000005,Type-dependent dropping,learning,21,2,2.0,
957,10.0,0.0042263,0.01,0.97507,0.7093,0.69726,0.28556,4.9695,19.769,0.18766,0.16915,0.20172,0.18165,2.16749,Type-dependent dropping,learning,21,3,2.0,
958,9.9999,0.0058333,0.02,1.0,0.4,1.0,0.3,5.2309,20.0,0.2,0.3,0.24763,0.2,1.76448,Type-dependent dropping,learning,21,4,2.0,
959,6.0275,0.0045294,0.036399,0.93716,0.69391,0.9834,0.27713,4.1223,10.556,0.2,0.15556,0.17037,0.21481,2.16981,Type-dependent dropping,learning,21,5,2.0,
960,2.5477,0.0029297,0.019706,1.0128,0.79844,0.99826,0.3993,4.6726,8.9859,0.16406,0.0,0.20069,0.2007,1.8361399999999999,Type-dependent dropping,learning,21,1,3.0,
961,3.0,0.0074445,0.03,1.0944,0.70505,0.83045,0.39545,3.3333,46.388,0.17715,0.2,0.2,0.2,2.23771,Type-dependent dropping,learning,21,2,3.0,
962,2.9782,0.0050895,0.01,1.141,0.67007,0.98882,0.52968,4.6415,15.089,0.19553,0.30419,0.19553,0.19553,1.55108,Type-dependent dropping,learning,21,3,3.0,
963,8.2835,0.001,0.012292,1.0431,0.8375,1.2186,0.27292,6.3403,9.7708,0.10185,0.15278,0.21667,0.18333,1.8209399999999998,Type-dependent dropping,learning,21,4,3.0,
964,2.5167,0.0040862,0.01,1.0,0.63137,0.99999,0.6,3.5,10.0,0.1,0.1,0.15568,0.16667,1.7963200000000001,Type-dependent dropping,learning,21,5,3.0,
965,3.6422,0.0027186,0.021937,1.0394,0.75442,0.85488,0.29026,3.4787,21.166,0.35447,0.23103,0.16491,0.19913,1.9984899999999999,Type-dependent dropping,learning,21,1,4.0,
966,3.457,0.0014444,0.01,0.86161,0.4,1.0952,0.74074,4.6667,31.464,0.2,0.2,0.2,0.2,1.8901000000000003,Type-dependent dropping,learning,21,2,4.0,
967,4.9605,0.001,0.01,1.0013,0.53333,0.55472,0.24165,3.5,15.0,0.025137,0.0,0.2,0.2,1.9580399999999998,Type-dependent dropping,learning,21,3,4.0,
968,4.5293,0.001,0.034323,1.0,0.669,0.8,0.3,3.5,20.0,0.48733,0.18889,0.19341,0.3,1.8686999999999998,Type-dependent dropping,learning,21,4,4.0,
969,7.3125,0.001,0.021947,0.9237,0.69646,1.2006,0.3569,3.6881,20.387,0.61959,0.11761,0.11761,0.16055,2.19887,Type-dependent dropping,learning,21,5,4.0,
970,3.0,0.001,0.06,0.875,0.67552,0.79072,0.6,3.3844,30.0,0.2,0.2,0.29779,0.2,1.7337700000000003,Type-dependent dropping,learning,21,1,5.0,
971,8.0,0.003,0.01,1.1096,0.8,1.0,0.3,3.5,30.0,0.3,0.2,0.2,0.2,1.93861,Type-dependent dropping,learning,21,2,5.0,
972,4.2288,0.001,0.017287,1.4441,0.80451,0.67588,0.52039,2.4291,15.04,0.2616,0.19799,0.19972,0.20899,2.12338,Type-dependent dropping,learning,21,3,5.0,
973,2.9986,0.001,0.01,0.99938,0.57437,0.99929,1.0004,2.5012,15.006,0.20028,0.20028,0.19972,0.20027,2.02667,Type-dependent dropping,learning,21,4,5.0,
974,6.8015,0.001,0.04,1.0,0.72427,0.8,0.3,3.5,15.0,0.3,0.2,0.2,0.2,1.9451,Type-dependent dropping,learning,21,5,5.0,
975,2.5167,0.0028293,0.01,0.5,0.4885,1.0,0.3,9.7175,30.0,0.2,0.3,0.2,0.21665,1.86598,Type-dependent dropping,learning,22,1,1.0,
976,3.0736,0.001,0.022575,0.25,0.61225,1.0649,0.31505,4.7007,73.982,0.20138,0.35138,0.10065,0.15155,1.7649599999999999,Type-dependent dropping,learning,22,2,1.0,
977,0.83228,0.0080325,0.011986,0.65651,0.59623,1.0702,0.35285,3.8747,32.5,0.25487,0.18235,0.16221,0.0,1.9484100000000004,Type-dependent dropping,learning,22,3,1.0,
978,3.4478,0.0029344,0.022754,0.51866,0.43919,1.0011,0.27972,9.6275,57.95,0.21369,0.19371,0.2108,0.18283,1.79942,Type-dependent dropping,learning,22,4,1.0,
979,1.3034,0.0099999,0.030191,0.5,0.53333,1.0468,0.14815,7.0,20.0,0.18268,0.26911,0.14027,0.26667,1.8158099999999997,Type-dependent dropping,learning,22,5,1.0,
980,1.55,0.001,0.02,0.5,0.4,1.0,2.1,7.0,121.33,0.1,0.2,0.2104,0.2,1.87215,Type-dependent dropping,learning,22,1,2.0,
981,9.9999,0.005,0.01,1.0439,0.4,0.98797,0.5,4.9737,200.0,0.4,0.1,0.2,0.2544,1.58998,Type-dependent dropping,learning,22,2,2.0,
982,5.0,0.0040878,0.012222,0.5,0.58545,0.99999,1.0,7.0,104.87,0.099999,0.2,0.2,0.2,1.58117,Type-dependent dropping,learning,22,3,2.0,
983,10.0,0.0056898,0.010679,0.89459,0.64358,0.75514,0.35589,6.2304,128.28,0.11776,0.14233,0.20455,0.2113,1.8281499999999997,Type-dependent dropping,learning,22,4,2.0,
984,5.0,0.0035133,0.02,0.65943,0.53333,1.0,0.3,7.0,200.0,0.2,0.2,0.2,0.2,1.7754399999999997,Type-dependent dropping,learning,22,5,2.0,
985,3.845,0.001,0.01,0.54177,0.31376,1.1249,0.53463,4.1017,20.112,0.18431,0.27708,0.0,0.061487,1.44405,Type-dependent dropping,learning,22,1,3.0,
986,2.3574,0.0033152,0.019977,0.4432,0.79985,0.76522,0.33391,6.9975,106.68,0.22895,0.17316,0.088801,0.20046,1.55925,Type-dependent dropping,learning,22,2,3.0,
987,2.5458,0.002735,0.01,0.51167,0.53984,1.0093,0.29397,7.0209,19.902,0.19628,0.2538,0.00053449,0.098142,1.35171,Type-dependent dropping,learning,22,3,3.0,
988,5.4199,0.001,0.01,0.37483,0.3581,1.134,0.13728,5.7301,21.377,0.099866,0.4502,0.15007,0.099867,1.16659,Type-dependent dropping,learning,22,4,3.0,
