,pruning threshold,stopping probability,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
1262,3.731,0.017399,0.016715,0.93824,0.33067,0.90826,0.28514,3.1728,15.734,2.13443,No feature drop,time pressure,5,3,,5.0
1263,4.9585,0.015944,0.01,1.0083,0.47723,1.0436,0.33383,3.9654,18.243,1.75626,No feature drop,time pressure,5,4,,5.0
1264,0.99295,0.001,0.06002,0.41673,0.39986,1.3586,0.30009,2.5003,15.002,2.08616,No feature drop,time pressure,5,5,,5.0
1265,7.8344,0.0099982,0.023332,0.65312,0.28261,0.9999,0.31714,2.5002,15.001,1.9011,No feature drop,time pressure,5,1,,10.0
1266,1.892,0.024766,0.02,0.79301,0.53333,1.0,0.6,2.5,15.0,2.16864,No feature drop,time pressure,5,2,,10.0
1267,2.0331,0.0049996,0.01,0.58327,0.13984,1.0001,0.57796,1.8337,18.338,2.2046099999999997,No feature drop,time pressure,5,3,,10.0
1268,0.61231,0.001,0.04,0.5,0.4,1.0,0.33333,3.5,15.0,2.0969800000000003,No feature drop,time pressure,5,4,,10.0
1269,3.0,0.01,0.01,1.0,-0.025185,0.8,0.3,2.2901,15.0,2.28829,No feature drop,time pressure,5,5,,10.0
1270,3.1815,0.011693,0.023117,1.0,-0.29297,1.0,1.0,2.5919,7.6108,2.33528,No feature drop,time pressure,5,1,,20.0
1271,3.5269,0.012207,0.020321,0.8697,0.24863,1.2123,0.26926,2.292,15.951,1.64662,No feature drop,time pressure,5,2,,20.0
1272,3.5294,0.011667,0.021463,1.0,0.38682,1.0,0.37271,3.3333,30.0,2.6478300000000004,No feature drop,time pressure,5,3,,20.0
1273,5.0,0.01,0.02,1.0,0.4,1.0,0.3,2.8393,15.0,2.02536,No feature drop,time pressure,5,4,,20.0
1274,3.0,0.018063,0.04,1.0,0.21805,1.0,0.3,2.5,15.0,2.3524700000000003,No feature drop,time pressure,5,5,,20.0
1275,2.2585,0.0036431,0.015896,0.25,0.69353,1.1573,0.35399,3.5046,10.057,1.67599,No feature drop,time pressure,6,1,,5.0
1276,2.2823,0.0023892,0.01,0.25,0.71504,1.5721,0.4552,4.5822,16.91,1.9413500000000004,No feature drop,time pressure,6,2,,5.0
1277,7.6666,0.0049259,0.02,0.60083,0.76716,1.1111,0.26667,2.5,14.236,1.9915399999999999,No feature drop,time pressure,6,3,,5.0
1278,3.4338,0.0055881,0.016319,0.44276,0.57941,1.2451,0.16249,2.9289,11.348,1.7451599999999998,No feature drop,time pressure,6,4,,5.0
1279,1.9693,0.0041429,0.01832,0.71822,0.80069,1.1103,0.34312,2.7155,8.103,1.78112,No feature drop,time pressure,6,5,,5.0
1280,1.0843,0.0059938,0.015743,0.49765,0.70175,0.85008,0.30006,2.6576,21.355,1.46779,No feature drop,time pressure,6,1,,10.0
1281,1.195,0.007,0.028052,0.41667,0.53333,0.93333,0.3,5.257,15.0,2.1663299999999994,No feature drop,time pressure,6,2,,10.0
1282,0.79267,0.0051627,0.030062,0.40589,0.72945,0.80583,0.060371,3.2688,15.0,1.47682,No feature drop,time pressure,6,3,,10.0
1283,1.7575,0.0085307,0.01,0.25,0.72385,1.4298,0.27027,5.0,30.0,1.73176,No feature drop,time pressure,6,4,,10.0
1284,0.78476,0.02,0.018333,0.53014,0.75894,1.1111,0.4,3.4507,15.0,1.46693,No feature drop,time pressure,6,5,,10.0
1285,7.9335,0.0034842,0.096014,0.48001,-0.069556,0.89788,0.17634,3.54,-6.7331,2.1305500000000004,No feature drop,time pressure,6,1,,20.0
1286,6.6376,0.0073369,0.04,0.76912,0.4,0.75913,0.3,2.7676,-0.52908,2.2984500000000003,No feature drop,time pressure,6,2,,20.0
1287,6.0,0.0099999,0.02,0.79795,0.5611,0.90647,0.082083,2.5,-1.4528,2.28652,No feature drop,time pressure,6,3,,20.0
1288,4.7834,0.0082567,0.028214,0.40848,0.63558,1.1823,0.39573,2.181,21.915,2.58756,No feature drop,time pressure,6,4,,20.0
1289,2.9352,0.0083461,0.019444,0.25,0.359,1.0,0.18543,3.4876,7.1308,1.77329,No feature drop,time pressure,6,5,,20.0
1290,5.0512,0.01,0.02,1.2236,0.53278,0.60982,0.6,2.794,4.3363,2.19794,No feature drop,time pressure,7,1,,5.0
1291,7.8138,0.019813,0.025957,1.3465,0.4649,0.68128,0.9057,3.0578,0.45372,2.19446,No feature drop,time pressure,7,2,,5.0
1292,4.7238,0.0090573,0.027911,1.4181,0.36184,0.5315,0.63572,2.562,14.251,2.2687999999999997,No feature drop,time pressure,7,3,,5.0
1293,10.0,0.013981,0.017049,1.169,0.39811,0.80668,0.65699,2.4953,15.022,2.31246,No feature drop,time pressure,7,4,,5.0
1294,0.1,0.014583,0.01,0.40096,0.15009,1.0,0.3,2.5,30.0,2.31407,No feature drop,time pressure,7,5,,5.0
1295,8.6903,0.010977,0.02,0.85139,0.25203,0.57547,0.3,2.1089,15.0,2.7826999999999997,No feature drop,time pressure,7,1,,10.0
1296,5.1065,0.010477,0.025338,0.81296,0.32841,0.76258,1.188,1.9513,17.005,2.6730400000000003,No feature drop,time pressure,7,2,,10.0
1297,0.1,0.013667,0.01,0.25,0.8,0.63469,0.66667,3.0,20.0,2.0603100000000003,No feature drop,time pressure,7,3,,10.0
1298,4.7496,0.022061,0.022485,1.0,0.59727,0.28548,0.3,1.8761,11.849,2.30871,No feature drop,time pressure,7,4,,10.0
1299,6.5581,0.012985,0.078054,0.72361,0.60146,0.82026,0.6,2.5,8.7258,2.27816,No feature drop,time pressure,7,5,,10.0
1300,3.4847,0.0097702,0.026156,1.0854,0.18458,0.69227,0.56662,1.9616,17.462,2.7021800000000002,No feature drop,time pressure,7,1,,20.0
1301,3.3055,0.01,0.02,1.0,0.28874,0.8,0.6,2.5,30.0,2.5566699999999996,No feature drop,time pressure,7,2,,20.0
1302,4.0204,0.022372,0.01,0.77014,0.54265,0.79099,0.88359,2.4825,20.304,2.0379,No feature drop,time pressure,7,3,,20.0
1303,4.2103,0.02,0.02,0.25,0.51864,0.79997,1.0,5.0,20.0,2.2166900000000003,No feature drop,time pressure,7,4,,20.0
1304,0.1,0.12337,0.02,0.36315,0.11485,0.60304,0.25419,2.0187,15.0,2.40067,No feature drop,time pressure,7,5,,20.0
1305,10.0,0.020007,0.095393,0.25,0.75547,0.75564,0.60022,1.5002,8.6141,2.4622900000000003,No feature drop,time pressure,8,1,,5.0
1306,0.1,0.02,0.02,0.25,0.66785,1.0,0.3,2.5,15.0,2.77642,No feature drop,time pressure,8,2,,5.0
1307,7.6849,0.0099844,0.13529,0.91402,0.72879,0.64849,0.35594,2.4985,10.034,2.6682099999999997,No feature drop,time pressure,8,3,,5.0
1308,3.5226,0.027685,0.029721,0.91862,0.91951,0.72063,0.60448,2.4879,13.383,2.2816300000000003,No feature drop,time pressure,8,4,,5.0
1309,0.1,0.25053,0.01,0.51101,0.54129,0.53736,0.28568,2.4614,15.176,2.46698,No feature drop,time pressure,8,5,,5.0
1310,4.7277,0.15225,0.026078,1.0556,0.8,0.43372,0.5,2.5,7.7872,2.5294,No feature drop,time pressure,8,1,,10.0
1311,7.0,0.014794,0.01,1.0,0.4,0.34553,0.3,2.3143,-2.1622,2.67725,No feature drop,time pressure,8,2,,10.0
1312,7.7387,0.027107,0.01,1.3303,0.33489,0.1809,0.52157,3.006,13.504,2.78381,No feature drop,time pressure,8,3,,10.0
1313,10.0,0.018231,0.12859,1.0,0.35252,-0.1994,0.36731,2.5,15.0,2.6370700000000005,No feature drop,time pressure,8,4,,10.0
1314,7.8578,0.02,0.019444,0.75,0.34736,0.3132,0.3663,2.3486,15.0,3.0904499999999997,No feature drop,time pressure,8,5,,10.0
1315,7.8544,0.016263,0.026202,1.0005,0.40039,0.079023,0.25053,3.3323,30.005,2.4518100000000005,No feature drop,time pressure,8,1,,20.0
1316,6.425,0.014155,0.02,1.0,0.13812,0.60887,0.199,2.5,15.0,2.5201800000000003,No feature drop,time pressure,8,2,,20.0
1317,7.2662,0.91892,0.030193,0.33116,0.41803,0.98699,0.40465,3.8704,9.9719,2.37692,No feature drop,time pressure,8,3,,20.0
1318,0.1,0.026806,0.02,0.25,0.44444,1.0,0.28011,3.3333,15.0,2.3527,No feature drop,time pressure,8,4,,20.0
1319,7.3466,0.010851,0.018485,1.5977,0.3669,0.062023,0.32536,2.5324,29.622,2.57122,No feature drop,time pressure,8,5,,20.0
1320,5.0275,0.021532,0.01,0.50165,0.74126,0.50065,0.54018,2.532,14.679,2.48679,No feature drop,time pressure,9,1,,5.0
1321,10.0,0.01,0.023333,0.67119,0.8,0.27196,0.25259,2.5,-7.2643,1.99614,No feature drop,time pressure,9,2,,5.0
1322,8.6666,0.027577,0.01,0.49603,0.99767,0.83224,0.46909,3.0622,35.04,2.22943,No feature drop,time pressure,9,3,,5.0
1323,8.9012,0.0048047,0.023333,0.25,0.95,0.8745,0.50833,2.7917,88.25,3.01727,No feature drop,time pressure,9,4,,5.0
1324,0.1,0.001,0.020425,0.5,0.57865,0.52388,0.3,2.5,11.83,1.6865199999999998,No feature drop,time pressure,9,5,,5.0
1325,5.9043,0.0053585,0.020006,0.83554,0.72942,0.80298,0.30865,2.6959,13.309,3.0145500000000003,No feature drop,time pressure,9,1,,10.0
1326,6.6309,0.016596,0.035413,0.25,0.73777,1.0278,0.50926,4.3642,15.406,2.5446199999999997,No feature drop,time pressure,9,2,,10.0
1327,5.0016,0.0091775,0.029978,0.38526,0.75764,0.79658,0.29964,2.499,-0.50148,2.2983599999999997,No feature drop,time pressure,9,3,,10.0
1328,9.2442,0.021336,0.020049,0.25,0.66895,0.99625,0.59756,3.5084,11.89,2.2002,No feature drop,time pressure,9,4,,10.0
1329,2.9066,0.0056964,0.056063,0.74988,0.82568,0.62874,0.33529,2.4996,15.002,1.6282500000000002,No feature drop,time pressure,9,5,,10.0
1330,1.9921,0.0039328,0.015694,0.55028,0.54163,0.80479,0.5,1.8314,17.0,2.10048,No feature drop,time pressure,9,1,,20.0
1331,1.1224,0.026673,0.018332,0.44674,0.5748,0.86658,0.33328,2.4998,14.999,1.7880299999999998,No feature drop,time pressure,9,2,,20.0
1332,5.0006,0.001,0.024469,0.29884,0.63389,1.0,0.2999,2.4996,14.998,2.06537,No feature drop,time pressure,9,3,,20.0
1333,10.0,0.0093381,0.021371,0.61574,0.68417,0.8,0.3,2.5,10.0,2.0747000000000004,No feature drop,time pressure,9,4,,20.0
1334,3.3231,0.001,0.022135,0.29167,0.63975,0.94998,0.24431,2.0625,13.0,2.54603,No feature drop,time pressure,9,5,,20.0
1335,3.0,0.0072689,0.022024,0.5,0.53333,0.8,0.5,2.5,10.0,2.36354,No feature drop,time pressure,10,1,,5.0
1336,2.7991,0.0089167,0.021018,0.25,0.875,1.0833,0.24085,2.6458,15.667,2.24431,No feature drop,time pressure,10,2,,5.0
1337,10.0,0.0044997,0.01,0.39211,0.39984,1.2217,0.40015,3.6385,15.002,2.2962300000000004,No feature drop,time pressure,10,3,,5.0
1338,4.8363,0.0055209,0.019959,0.25,0.44607,1.4971,0.59849,2.5041,14.981,1.60554,No feature drop,time pressure,10,4,,5.0
1339,5.4861,0.005,0.01,0.25,0.88889,1.2175,0.3,3.3333,15.0,2.08642,No feature drop,time pressure,10,5,,5.0
1340,0.1,0.51612,0.032722,0.38447,0.53855,0.74156,0.47288,3.0998,11.032,2.67084,No feature drop,time pressure,10,1,,10.0
1341,5.0,0.02,0.016792,0.25,0.28904,0.83906,0.4,2.5,7.0584,2.62392,No feature drop,time pressure,10,2,,10.0
1342,2.9829,0.0038728,0.012308,0.25,0.38616,0.89318,0.64378,3.1563,4.6233,2.46143,No feature drop,time pressure,10,3,,10.0
1343,10.0,0.0055,0.025618,0.625,0.57501,0.75,0.4625,2.0625,13.0,2.7040200000000003,No feature drop,time pressure,10,4,,10.0
1344,5.0,0.99999,0.03,0.5,0.4125,0.55985,0.3,2.5,2.1833,1.83709,No feature drop,time pressure,10,5,,10.0
1345,10.0,0.03945,0.023384,0.89631,0.64771,1.0308,0.40999,7.3808,5.6042,2.28893,No feature drop,time pressure,10,1,,20.0
1346,8.0,0.0099946,0.18461,0.75579,0.80036,0.84086,0.40026,3.8898,9.9978,2.38191,No feature drop,time pressure,10,2,,20.0
1347,7.6391,0.026355,0.020528,1.0,0.4,0.79579,-0.074677,3.7888,10.833,2.21436,No feature drop,time pressure,10,3,,20.0
1348,3.768,0.0096648,0.034596,0.25,0.36033,0.41762,0.22944,4.8645,16.924,2.26399,No feature drop,time pressure,10,4,,20.0
1349,6.0125,0.0055,0.038813,0.25,0.5329,1.025,0.56579,2.9375,13.0,2.3698000000000006,No feature drop,time pressure,10,5,,20.0
1350,5.5207,0.0051439,0.031501,0.65025,0.44026,0.45148,0.85981,3.1995,16.349,2.1348499999999997,No feature drop,time pressure,11,1,,5.0
1351,5.0,0.010799,0.02,1.0,0.8,0.8,1.3485,2.5,15.0,1.3391600000000001,No feature drop,time pressure,11,2,,5.0
1352,5.0,0.001,0.025863,0.25,0.8,-0.037464,0.42597,3.5,16.667,2.76351,No feature drop,time pressure,11,3,,5.0
1353,2.4507,0.005,0.035,0.25,0.4,0.58755,1.0546,3.4423,30.0,1.164803,No feature drop,time pressure,11,4,,5.0
1354,2.2503,0.001,0.01,0.25,0.59525,0.00065867,1.1999,4.9228,18.076,1.7456400000000003,No feature drop,time pressure,11,5,,5.0
1355,10.0,0.0053962,0.021179,0.46095,0.73403,0.5725,0.54864,3.3909,15.121,1.7647100000000002,No feature drop,time pressure,11,1,,10.0
1356,3.8655,0.010762,0.029993,0.49986,0.56853,0.79975,0.99979,2.5005,15.002,1.43567,No feature drop,time pressure,11,2,,10.0
1357,4.672,0.0058275,0.012708,0.45145,0.50278,0.98519,0.89795,3.1365,42.264,2.1221900000000002,No feature drop,time pressure,11,3,,10.0
1358,6.6724,0.001,0.019884,0.36363,0.65671,0.99421,0.41986,2.491,16.713,2.34952,No feature drop,time pressure,11,4,,10.0
1359,10.0,0.0043063,0.016724,0.35749,0.65257,1.1638,0.62286,3.591,6.6943,1.7095100000000003,No feature drop,time pressure,11,5,,10.0
1360,7.0,0.0047778,0.021048,0.5,0.36768,1.0,1.6984,3.0,15.0,1.59349,No feature drop,time pressure,11,1,,20.0
1361,5.3236,0.0046811,0.017407,0.41666,0.46899,0.89386,1.9398,2.7043,13.667,1.6896999999999998,No feature drop,time pressure,11,2,,20.0
1362,3.748,0.010678,0.01,0.58334,0.40217,0.5625,1.7421,3.5022,14.956,1.9773500000000002,No feature drop,time pressure,11,3,,20.0
1363,3.2428,0.017198,0.026664,0.50004,0.39994,1.0001,1.4455,3.4998,16.666,1.34077,No feature drop,time pressure,11,4,,20.0
1364,0.1,0.66697,0.020035,0.50086,0.33212,1.0017,1.4462,4.2262,40.027,1.31662,No feature drop,time pressure,11,5,,20.0
1365,10.0,0.022239,0.022142,1.0487,0.5142,0.2346,0.73207,2.5026,15.54,2.59604,No feature drop,time pressure,12,1,,5.0
1366,0.1,0.3022,0.021613,0.25,0.34676,0.82905,1.0371,2.3326,34.54,2.56019,No feature drop,time pressure,12,2,,5.0
1367,9.6594,0.026606,0.02,0.86744,0.47673,0.60321,0.4,1.8574,15.0,2.73719,No feature drop,time pressure,12,3,,5.0
1368,7.7125,0.028254,0.020094,1.2363,0.57699,0.79602,0.29713,1.91,19.95,2.9800199999999997,No feature drop,time pressure,12,4,,5.0
1369,10.0,0.028454,0.016459,1.4375,0.42603,0.11869,0.48664,3.375,-2.9718,2.66459,No feature drop,time pressure,12,5,,5.0
1370,5.0,0.10097,0.022913,1.1192,0.27094,0.5805,0.6,2.5,15.0,2.7323700000000004,No feature drop,time pressure,12,1,,10.0
1371,7.6779,0.020001,0.022542,1.0039,0.80027,-0.23029,0.40019,2.5005,14.998,3.2851299999999997,No feature drop,time pressure,12,2,,10.0
1372,9.2148,0.0381,0.01,1.4168,0.80069,0.045153,0.2617,1.7676,11.189,2.9111000000000002,No feature drop,time pressure,12,3,,10.0
1373,7.7815,0.0124,0.023968,1.1079,0.61784,-0.48956,0.34772,2.1458,18.381,2.81615,No feature drop,time pressure,12,4,,10.0
1374,3.9848,0.092306,0.052404,1.0,0.41245,0.68086,0.0,3.3333,20.0,3.16814,No feature drop,time pressure,12,5,,10.0
1375,2.7039,0.67103,0.20838,0.38639,-0.15177,1.8636,1.0347,3.7476,9.2968,2.2839300000000002,No feature drop,time pressure,12,1,,20.0
1376,5.0,0.01,0.034959,1.0,0.28468,0.72369,0.84013,2.5,4.7162,3.04638,No feature drop,time pressure,12,2,,20.0
1377,5.0,0.013745,0.018034,0.95408,-0.76068,0.74842,0.4,1.646,15.0,2.82592,No feature drop,time pressure,12,3,,20.0
1378,7.2589,0.016172,0.01,1.4375,0.030731,0.35,-0.11444,2.6502,-139.0,2.79352,No feature drop,time pressure,12,4,,20.0
1379,0.1,0.62421,0.059861,0.25,0.24457,0.94475,0.29996,2.4999,11.861,2.9867,No feature drop,time pressure,12,5,,20.0
1380,7.5808,0.24726,0.024314,0.57952,0.83948,0.74784,0.52313,3.5877,12.996,2.2466700000000004,No feature drop,time pressure,13,1,,5.0
1381,0.1,0.011779,0.01182,0.39781,0.69284,0.58462,0.47218,1.7903,14.04,2.3924600000000003,No feature drop,time pressure,13,2,,5.0
1382,5.0,0.01,0.02,0.67568,0.8,0.67712,0.3,2.5,20.0,2.17521,No feature drop,time pressure,13,3,,5.0
1383,10.0,0.020014,0.01,0.25,0.78786,0.81214,0.29998,2.4764,15.07,2.9042300000000005,No feature drop,time pressure,13,4,,5.0
1384,5.0473,0.020666,0.036358,0.70908,0.78423,0.52672,0.26839,2.5307,29.86,2.42639,No feature drop,time pressure,13,5,,5.0
1385,0.1,0.20613,0.022299,0.58912,0.39352,0.79167,0.498,2.4838,10.805,2.5765900000000004,No feature drop,time pressure,13,1,,10.0
1386,0.1,0.01,0.02262,0.48042,0.4,1.0,0.47617,2.5,6.5832,2.30578,No feature drop,time pressure,13,2,,10.0
1387,5.0,0.013782,0.02,0.25,0.8,1.0,0.3,3.3333,15.0,2.7264600000000003,No feature drop,time pressure,13,3,,10.0
1388,3.3648,0.12,0.035,0.91085,0.7184,0.87865,0.040911,2.5,10.151,2.7607600000000003,No feature drop,time pressure,13,4,,10.0
1389,3.5238,0.023062,0.020092,0.25,0.80598,1.0066,0.29568,3.4851,-0.35241,2.36917,No feature drop,time pressure,13,5,,10.0
1390,6.721,0.018608,0.01,0.90392,0.4,0.49371,0.3,2.1111,15.0,2.17706,No feature drop,time pressure,13,1,,20.0
1391,7.0985,0.01057,0.018907,0.71085,0.57169,0.5166,0.43262,2.4059,7.2062,2.6139799999999997,No feature drop,time pressure,13,2,,20.0
1392,7.3788,0.0095,0.02,0.25,0.59671,0.56233,0.2949,2.5,15.0,2.88589,No feature drop,time pressure,13,3,,20.0
1393,10.0,0.013642,0.020721,0.25,0.77919,0.43757,0.5,2.5,15.0,2.48706,No feature drop,time pressure,13,4,,20.0
1394,0.1,0.015177,0.016344,0.25,0.64397,0.60033,0.3,2.5,13.333,2.53633,No feature drop,time pressure,13,5,,20.0
1395,4.144,0.55389,0.019849,0.86034,0.78926,0.98807,0.41736,3.3791,2.9054,2.0664,No feature drop,time pressure,14,1,,5.0
1396,0.81225,0.0031389,0.030321,0.49148,0.4,0.8,0.4,3.525,8.1753,2.0970000000000004,No feature drop,time pressure,14,2,,5.0
1397,1.1889,0.009626,0.041514,0.28883,0.51481,0.80912,0.0029619,3.3986,7.7892,2.1627599999999996,No feature drop,time pressure,14,3,,5.0
1398,3.0022,0.020746,0.019986,0.34468,0.80123,1.3347,0.29993,4.9976,8.2729,2.5385,No feature drop,time pressure,14,4,,5.0
1399,2.9852,0.0090278,0.091599,0.82595,0.76346,0.96601,0.31806,3.3912,7.6654,2.01796,No feature drop,time pressure,14,5,,5.0
1400,0.99437,0.014231,0.035732,0.25,0.46952,1.1646,0.35276,4.4731,12.824,2.06398,No feature drop,time pressure,14,1,,10.0
1401,0.48449,0.02047,0.029963,0.5509,0.52117,0.70573,0.29886,2.6162,15.665,2.01307,No feature drop,time pressure,14,2,,10.0
1402,4.855,0.010296,0.019017,0.25,0.75578,0.95087,0.30139,2.414,14.607,2.22451,No feature drop,time pressure,14,3,,10.0
1403,0.35542,0.001,0.023333,0.41667,0.76449,0.86467,0.3,2.5,15.0,1.92637,No feature drop,time pressure,14,4,,10.0
1404,2.8843,0.02,0.03,0.36797,0.8,1.0,0.4,5.0,20.0,2.7811600000000003,No feature drop,time pressure,14,5,,10.0
1405,2.3627,0.019266,0.05615,0.25,0.77869,1.0459,0.51988,4.0525,10.252,2.2148700000000003,No feature drop,time pressure,14,1,,20.0
1406,0.1,0.015,0.016542,0.5,0.58161,0.71149,0.4,2.5,7.0493,1.98877,No feature drop,time pressure,14,2,,20.0
1407,0.15003,0.018078,0.029988,0.49985,0.73967,0.95518,0.33353,2.5005,8.3051,2.0759999999999996,No feature drop,time pressure,14,3,,20.0
1408,2.7267,0.013278,0.071374,0.64214,0.70665,0.99611,0.27107,2.5068,3.8726,2.2287899999999996,No feature drop,time pressure,14,4,,20.0
1409,3.0,0.01,0.023761,0.25,0.8805,1.0,0.18398,2.5,5.6772,2.23463,No feature drop,time pressure,14,5,,20.0
1410,4.7917,0.001,0.022362,0.25,0.76689,0.98634,0.27852,2.6496,21.31,1.9682699999999997,No feature drop,time pressure,15,1,,5.0
1411,3.5191,0.0095317,0.041189,0.25,0.48035,1.3286,0.29771,2.5063,18.362,2.04982,No feature drop,time pressure,15,2,,5.0
1412,5.0,0.007,0.021478,0.41667,0.4,1.0,0.36667,2.5,16.667,2.39874,No feature drop,time pressure,15,3,,5.0
1413,7.3672,0.001,0.08505,0.25,0.83321,0.92942,0.30214,2.1022,19.959,1.95653,No feature drop,time pressure,15,4,,5.0
1414,7.4742,0.0073553,0.030195,0.25,0.83425,1.0065,0.30422,2.4886,19.932,2.2524,No feature drop,time pressure,15,5,,5.0
1415,3.3529,0.0097452,0.022108,1.0602,0.45095,0.96128,0.63722,2.3998,20.458,2.2763400000000003,No feature drop,time pressure,15,1,,10.0
1416,6.9878,0.010017,0.019938,0.9973,0.4667,0.89081,0.39799,2.4946,6.667,2.31748,No feature drop,time pressure,15,2,,10.0
1417,6.0436,0.01388,0.020447,0.98045,0.38788,0.82011,0.92357,2.4609,13.21,1.76566,No feature drop,time pressure,15,3,,10.0
1418,2.7534,0.012276,0.032412,0.75787,0.26925,0.87354,0.37263,2.7213,21.012,2.0888699999999996,No feature drop,time pressure,15,4,,10.0
1419,7.0,0.011229,0.019056,1.0,0.45279,0.8,0.53333,3.8456,15.0,2.36042,No feature drop,time pressure,15,5,,10.0
1420,4.1883,0.019977,0.023378,1.023,-0.24938,0.99947,0.99875,2.4971,5.6012,1.90983,No feature drop,time pressure,15,1,,20.0
1421,5.5828,0.001,0.05,1.5268,-0.72831,0.80136,0.725,1.625,12.524,1.75243,No feature drop,time pressure,15,2,,20.0
1422,5.6655,0.019568,0.023991,1.0216,0.16434,0.97534,0.31603,2.5432,14.803,2.42847,No feature drop,time pressure,15,3,,20.0
1423,5.0,0.0078397,0.03,0.25,-0.14926,1.0,1.35,2.5,15.0,1.9359100000000002,No feature drop,time pressure,15,4,,20.0
1424,5.0,0.02,0.035,1.0,-0.51193,1.1111,0.8542,3.5,20.0,2.18602,No feature drop,time pressure,15,5,,20.0
1425,4.7333,0.0024301,0.10506,1.1516,0.73207,0.98482,0.75863,2.4681,15.123,2.1105500000000004,No feature drop,time pressure,16,1,,5.0
1426,10.0,0.0097628,0.03161,0.25,0.66252,1.3736,0.27383,2.5704,17.944,2.1788399999999997,No feature drop,time pressure,16,2,,5.0
1427,3.4842,0.0080312,0.02,0.25,0.4,2.0,0.4,2.1393,30.0,2.1075600000000003,No feature drop,time pressure,16,3,,5.0
1428,7.0,0.005,0.032286,0.25,0.4,2.0,0.6794,2.5,15.0,2.2013200000000004,No feature drop,time pressure,16,4,,5.0
1429,6.9879,0.010039,0.040183,1.0027,0.99813,0.79725,0.49791,2.7724,4.7791,2.0775999999999994,No feature drop,time pressure,16,5,,5.0
1430,5.175,0.013032,0.017879,0.99999,0.55102,0.26846,0.41725,2.7352,16.667,2.15569,No feature drop,time pressure,16,1,,10.0
1431,7.8103,0.026056,0.029592,1.0542,0.65923,0.84358,0.16341,3.6402,16.251,2.15951,No feature drop,time pressure,16,2,,10.0
1432,5.7853,0.013198,0.017229,1.5415,0.60834,0.49643,0.56789,1.903,13.868,1.63613,No feature drop,time pressure,16,3,,10.0
1433,8.1397,0.0022138,0.029706,1.3046,0.48654,0.43163,0.23878,1.8903,17.785,2.49412,No feature drop,time pressure,16,4,,10.0
1434,10.0,0.007,0.028874,1.1667,0.8,0.63997,0.6,3.5,7.5657,2.30074,No feature drop,time pressure,16,5,,10.0
1435,10.0,0.007517,0.018313,0.25,0.50255,1.2822,0.42425,2.4413,15.302,1.9353199999999997,No feature drop,time pressure,16,1,,20.0
1436,0.87078,0.0053972,0.01,0.29499,0.66422,1.0104,0.20346,1.8463,29.834,2.31175,No feature drop,time pressure,16,2,,20.0
1437,0.1,0.01,0.037291,0.25,0.53599,0.91931,0.56296,2.1673,20.0,2.36876,No feature drop,time pressure,16,3,,20.0
1438,4.208,0.0094157,0.021544,0.25,0.80565,1.9506,0.63211,2.4506,15.715,2.5010499999999998,No feature drop,time pressure,16,4,,20.0
1439,8.3537,0.0093177,0.019998,0.25,0.67804,0.99991,0.85547,2.5002,20.001,2.1020199999999996,No feature drop,time pressure,16,5,,20.0
1440,0.10834,0.012745,0.019919,0.46015,-0.060107,0.80169,0.97122,3.4306,14.76,2.2849899999999996,No feature drop,time pressure,17,1,,5.0
1441,5.2374,0.018032,0.011075,1.3905,0.043052,0.37472,0.59005,1.7191,11.43,2.66026,No feature drop,time pressure,17,2,,5.0
1442,1.2071,0.031319,0.01,0.25,-0.059763,0.42133,0.925,3.625,19.0,2.3045700000000005,No feature drop,time pressure,17,3,,5.0
1443,0.1,0.045656,0.018952,0.446,0.3662,0.77081,0.51921,2.7124,11.216,2.5594799999999998,No feature drop,time pressure,17,4,,5.0
1444,9.9751,0.001,0.05,0.25,-0.036085,1.0684,0.625,1.9992,19.0,2.8466,No feature drop,time pressure,17,5,,5.0
1445,8.0,0.01,0.02,0.5,0.67724,0.82028,0.5,2.051,15.0,2.00143,No feature drop,time pressure,17,1,,10.0
1446,3.0,0.015779,0.03,1.0,0.8,0.8,1.0,2.5,9.2009,2.45075,No feature drop,time pressure,17,2,,10.0
1447,1.0667,0.010393,0.014445,0.5,0.74491,0.68734,0.64516,2.1122,8.2722,1.7673999999999999,No feature drop,time pressure,17,3,,10.0
1448,3.9833,0.005146,0.027643,0.25,0.42637,1.0146,0.69935,1.3454,15.424,2.63568,No feature drop,time pressure,17,4,,10.0
1449,10.0,0.01,0.023333,0.85202,0.49996,0.70514,0.6,2.5,15.0,2.4269800000000004,No feature drop,time pressure,17,5,,10.0
1450,4.0054,0.01,0.02,1.0053,0.8,0.60382,1.1397,2.5,15.0,2.93029,No feature drop,time pressure,17,1,,20.0
1451,5.2454,0.001,0.01,0.25,0.14483,1.0734,1.9705,3.3202,15.164,2.4964800000000005,No feature drop,time pressure,17,2,,20.0
1452,2.6719,0.25399,0.01,0.25,0.77259,0.77259,0.9209,4.2496,13.352,2.32864,No feature drop,time pressure,17,3,,20.0
1453,7.0,0.02,0.02,1.0,0.8,1.0,0.3,2.5,15.0,1.9884499999999998,No feature drop,time pressure,17,4,,20.0
