,pruning threshold,stopping probability,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
0,4.1773,0.0057441,0.02,0.59414,0.44801,0.8,0.47691,2.5,2.5,2.03879,No feature drop,human-vs-human,1,1,,
1,1.3812,0.019935,0.023916,0.54329,0.67803,0.91342,0.34372,2.6515,15.693,1.6273900000000001,No feature drop,human-vs-human,1,2,,
2,3.0,0.02,0.02,0.5,0.4,1.0,0.3,2.5,15.0,2.13428,No feature drop,human-vs-human,1,3,,
3,8.1816,0.0078551,0.018713,0.79059,0.39995,0.99984,0.27433,2.3878,15.001,2.0227999999999997,No feature drop,human-vs-human,1,4,,
4,3.0,0.02548,0.02,0.74185,0.8,1.0,0.3,2.5,15.0,2.29721,No feature drop,human-vs-human,1,5,,
5,7.4065,0.0082792,0.02,1.2543,0.62898,0.19394,0.3,2.5,15.0,1.96345,No feature drop,human-vs-human,2,1,,
6,0.1,0.02,0.02,0.25,0.4,1.0,1.3576,2.5,15.0,1.80607,No feature drop,human-vs-human,2,2,,
7,7.6807,0.0090748,0.020596,1.2599,0.070145,0.58694,0.52236,2.5522,13.708,1.9738099999999998,No feature drop,human-vs-human,2,3,,
8,3.4248,0.019902,0.019155,0.85251,0.4,0.8,0.84444,2.7778,23.333,2.56803,No feature drop,human-vs-human,2,4,,
9,7.0,0.0095,0.02,1.0,0.8,0.86054,0.87959,2.5,15.0,2.13319,No feature drop,human-vs-human,2,5,,
10,4.7263,0.0071627,0.01,0.25,0.71968,1.0008,0.29946,2.5014,-6.6718,2.0170500000000002,No feature drop,human-vs-human,3,1,,
11,3.55,0.005,0.023006,0.25,0.88889,1.0,0.3,2.5,8.1708,1.8835100000000005,No feature drop,human-vs-human,3,2,,
12,2.7665,0.0032638,0.038779,0.30384,0.75259,0.95833,0.42708,2.7818,10.229,2.08559,No feature drop,human-vs-human,3,3,,
13,9.9999,0.0060233,0.030786,0.25,0.81768,1.0196,0.21577,2.716,15.157,1.8933700000000002,No feature drop,human-vs-human,3,4,,
14,5.05,0.005666,0.0212,0.25,0.86381,1.1006,0.23463,2.4991,9.9887,2.1680300000000003,No feature drop,human-vs-human,3,5,,
15,5.5607,0.021725,0.019832,0.92078,0.82764,0.87007,0.27664,2.4514,12.295,2.39944,No feature drop,human-vs-human,4,1,,
16,6.9755,0.0060566,0.01856,0.78327,0.80559,0.53653,0.30404,1.5655,20.05,2.7210099999999997,No feature drop,human-vs-human,4,2,,
17,10.0,0.014418,0.01878,0.9894,0.8109,0.95365,0.35294,2.5983,14.421,2.45587,No feature drop,human-vs-human,4,3,,
18,4.1833,0.030966,0.021759,0.25,0.79999,0.86668,0.3,2.5,8.9216,1.9591399999999997,No feature drop,human-vs-human,4,4,,
19,0.1,0.023407,0.019969,0.25,0.97845,0.99895,0.30034,2.5029,14.987,2.25089,No feature drop,human-vs-human,4,5,,
20,9.9998,0.010415,0.023335,0.94437,0.6555,0.76542,0.79992,5.18,20.0,1.75595,No feature drop,human-vs-human,5,1,,
21,3.088,0.0047286,0.026904,0.25,0.76529,0.83803,0.53652,5.5421,9.046,2.0180499999999997,No feature drop,human-vs-human,5,2,,
22,10.0,0.001,0.01,0.375,0.1139,0.60646,0.3,3.5,10.0,2.52123,No feature drop,human-vs-human,5,3,,
23,9.9999,0.001,0.021165,0.25,0.74759,0.97991,0.29509,2.3981,14.534,1.66412,No feature drop,human-vs-human,5,4,,
24,5.8333,0.002,0.015,0.5,0.62618,0.8,0.5,2.5,10.0,1.72202,No feature drop,human-vs-human,5,5,,
25,2.4604,0.001,0.027555,0.40499,1.0683,0.92111,1.1268,3.745,16.52,1.39948,No feature drop,human-vs-human,6,1,,
26,3.0,0.001,0.01,0.5292,0.60113,1.3333,0.3,3.5,15.0,1.2938100000000001,No feature drop,human-vs-human,6,2,,
27,1.3073,0.001,0.01,0.71685,0.88351,1.0045,0.67361,2.6579,15.074,1.58196,No feature drop,human-vs-human,6,3,,
28,3.0,0.005,0.016667,0.49074,0.8,1.0,0.36841,2.8113,15.0,0.956254,No feature drop,human-vs-human,6,4,,
29,2.7952,0.001,0.040869,0.93866,0.7181,1.0217,0.31412,3.4511,33.681,1.7769300000000001,No feature drop,human-vs-human,6,5,,
30,7.9981,0.018928,0.01,1.0004,0.40032,0.83715,0.2997,3.3323,11.67,2.0585500000000003,No feature drop,human-vs-human,7,1,,
31,6.3574,0.012535,0.031122,1.2207,0.47656,0.5695,0.033143,3.1772,10.565,2.59987,No feature drop,human-vs-human,7,2,,
32,3.1041,0.021843,0.02,0.5,0.70522,1.0,0.0,4.6667,19.129,3.36625,No feature drop,human-vs-human,7,3,,
33,5.0,0.022958,0.02,1.0,0.34088,1.0,0.4,2.5,15.0,1.75353,No feature drop,human-vs-human,7,4,,
34,5.0,0.01,0.02,1.0,0.8,1.0,0.3,2.5,15.0,2.2761699999999996,No feature drop,human-vs-human,7,5,,
35,5.0776,0.001,0.019938,0.50104,0.15078,0.80618,1.4352,2.1735,7.6265,1.60521,No feature drop,human-vs-human,8,1,,
36,1.55,0.0085,0.02,1.0,0.39096,0.8,1.3833,3.5,9.6034,2.9258499999999996,No feature drop,human-vs-human,8,2,,
37,6.2715,0.014857,0.022677,1.1081,0.43627,0.50449,0.52533,3.898,17.085,1.6698400000000002,No feature drop,human-vs-human,8,3,,
38,2.8761,0.014711,0.032423,1.5017,0.33139,0.45615,0.83812,3.4048,10.187,1.94221,No feature drop,human-vs-human,8,4,,
39,8.0,0.0085001,0.067495,1.0111,0.32916,0.5137,0.8,5.2007,40.0,1.8380199999999998,No feature drop,human-vs-human,8,5,,
40,6.0125,0.010415,0.021168,1.0,0.65773,0.63482,0.39534,1.1085,3.0323,2.5934100000000004,No feature drop,human-vs-human,9,1,,
41,5.9238,0.032906,0.04,1.2188,-0.047202,1.097,0.1375,2.9375,13.0,3.4879399999999996,No feature drop,human-vs-human,9,2,,
42,4.1592,0.0086977,0.020631,1.135,0.51535,0.66119,0.31325,2.2301,13.766,3.50734,No feature drop,human-vs-human,9,3,,
43,0.80034,0.025809,0.01,0.60602,0.4,0.80193,0.33333,0.95121,15.0,2.60751,No feature drop,human-vs-human,9,4,,
44,0.1,0.0087725,0.02,0.25,0.66161,0.99999,0.5,2.1662,15.0,2.1245399999999997,No feature drop,human-vs-human,9,5,,
45,9.5525,0.01,0.013333,1.0,0.66548,0.63585,1.3717,3.3333,15.0,2.1099500000000004,No feature drop,human-vs-human,10,1,,
46,7.0,0.02,0.01,1.0,0.43748,1.0,0.3,1.8653,15.0,2.9240300000000006,No feature drop,human-vs-human,10,2,,
47,6.9162,0.001,0.01,1.1906,0.21689,0.4836,0.59864,1.5349,15.17,1.4937699999999998,No feature drop,human-vs-human,10,3,,
48,9.9998,0.001,0.01,1.2062,0.82385,0.055721,0.51099,1.625,9.2686,2.7767600000000003,No feature drop,human-vs-human,10,4,,
49,5.8033,0.001,0.012254,1.0521,0.018414,1.1009,0.88443,1.5802,22.193,2.95148,No feature drop,human-vs-human,10,5,,
50,3.0,0.01,0.02,1.0,0.8,1.0,0.3,2.5,15.0,2.27191,No feature drop,human-vs-human,11,1,,
51,2.554,0.001,0.039351,1.0068,0.80094,0.70429,0.30087,2.5023,14.989,1.77504,No feature drop,human-vs-human,11,2,,
52,2.9641,0.0023333,0.018333,1.0,0.76261,0.81222,2.1,2.5933,20.0,1.7139199999999999,No feature drop,human-vs-human,11,3,,
53,7.2092,0.001,0.01,0.97351,0.81075,0.94703,0.83823,2.5209,7.0955,2.1481700000000004,No feature drop,human-vs-human,11,4,,
54,2.4479,0.005,0.019382,1.0,1.0868,0.8,0.4,2.5,52.824,1.75108,No feature drop,human-vs-human,11,5,,
55,7.0,0.005,0.066485,0.58333,0.8,0.62515,0.4,3.3333,15.0,1.6498599999999999,No feature drop,human-vs-human,12,1,,
56,7.674,0.0021416,0.01,0.5,0.8,-0.13663,0.29494,2.5,15.0,1.37137,No feature drop,human-vs-human,12,2,,
57,9.9999,0.011121,0.01,1.1115,0.91467,0.31126,0.76223,2.277,13.981,2.11849,No feature drop,human-vs-human,12,3,,
58,7.6692,0.0063333,0.034183,0.5,0.73291,0.29759,0.3,2.4265,15.0,2.4075699999999993,No feature drop,human-vs-human,12,4,,
59,7.3973,0.0053778,0.01,0.46875,0.99583,0.2653,0.43204,2.9209,18.94,2.10937,No feature drop,human-vs-human,12,5,,
60,0.1,0.008418,0.018358,0.50406,0.48882,0.87311,0.44191,1.8435,31.015,2.1269099999999996,No feature drop,human-vs-human,13,1,,
61,3.0,0.12041,0.02,1.022,0.8,1.0,0.3,2.5,15.0,2.14968,No feature drop,human-vs-human,13,2,,
62,0.1,0.01678,0.02,0.51649,0.44305,0.65616,0.3,2.5,20.0,2.6653100000000003,No feature drop,human-vs-human,13,3,,
63,2.6767,0.015001,0.16849,1.0,0.8,1.0,0.3,5.0,30.0,2.3694699999999997,No feature drop,human-vs-human,13,4,,
64,2.4734,0.0042442,0.029562,1.4607,0.31931,0.52192,0.59239,1.6634,18.825,2.58469,No feature drop,human-vs-human,13,5,,
65,7.0037,0.010607,0.24043,1.9993,0.80085,1.0009,0.30061,3.3317,1.6541,1.6802700000000002,No feature drop,human-vs-human,14,1,,
66,6.2313,0.010393,0.054529,2.0066,0.4,0.67313,0.41111,2.4825,16.111,2.9837199999999995,No feature drop,human-vs-human,14,2,,
67,6.422,0.0042668,0.085647,1.9993,0.40099,0.58884,0.50079,1.5008,15.005,2.3671,No feature drop,human-vs-human,14,3,,
68,10.0,0.011667,0.031452,1.1528,-0.36163,1.0,0.4,3.3333,-3.7184,2.24929,No feature drop,human-vs-human,14,4,,
69,3.5383,0.024678,0.095623,1.1194,0.28762,0.92226,0.48606,2.9945,1.7817,1.7329,No feature drop,human-vs-human,14,5,,
70,10.0,0.0099998,0.018376,0.5373,0.39998,0.57684,0.99997,3.4408,-0.83873,1.64377,No feature drop,human-vs-human,15,1,,
71,3.0,0.0099999,0.03,0.5,0.4,0.8,1.0237,3.3333,10.0,1.55927,No feature drop,human-vs-human,15,2,,
72,9.9999,0.01,0.018185,0.5,0.57993,0.52246,0.97562,2.5,20.0,1.5947100000000003,No feature drop,human-vs-human,15,3,,
73,3.0,0.001,0.02962,0.66661,0.54748,0.78026,0.6,2.589,12.704,2.49232,No feature drop,human-vs-human,15,4,,
74,1.6613,0.005,0.033125,0.78279,0.4,0.43708,1.1393,3.5,15.0,2.2916499999999997,No feature drop,human-vs-human,15,5,,
75,2.248,0.001,0.035,0.25,0.76137,1.1179,0.33508,2.5825,7.701,2.6573400000000005,No feature drop,human-vs-human,16,1,,
76,8.0001,0.0049993,0.016519,1.1666,0.80008,0.19791,0.2344,3.9192,20.968,2.54605,No feature drop,human-vs-human,16,2,,
77,4.9239,0.005,0.018912,0.87748,0.8,0.76982,0.3495,2.5,15.0,1.46956,No feature drop,human-vs-human,16,3,,
78,2.9418,0.0051985,0.019995,0.96094,0.60342,0.66058,0.74402,2.4959,16.692,1.8428200000000001,No feature drop,human-vs-human,16,4,,
79,3.0134,0.01036,0.020137,1.0057,0.79742,0.66743,0.69589,2.4949,19.928,1.58046,No feature drop,human-vs-human,16,5,,
80,4.7277,0.02,0.04,0.98108,0.71668,0.62829,0.42023,2.0674,15.0,2.02627,No feature drop,human-vs-human,17,1,,
81,9.9999,0.01,0.03,0.875,0.4,0.65944,0.66667,2.5,14.589,2.50985,No feature drop,human-vs-human,17,2,,
82,0.125,0.022191,0.018993,0.44737,0.41481,0.83704,0.48056,2.5,28.519,2.661,No feature drop,human-vs-human,17,3,,
83,5.0768,0.0095312,0.02141,0.48698,0.56725,0.81571,0.51953,1.5486,14.792,2.24187,No feature drop,human-vs-human,17,4,,
84,9.0002,0.012034,0.022108,0.90459,0.80004,0.99996,0.40004,2.5001,15.0,2.7531100000000004,No feature drop,human-vs-human,17,5,,
85,4.1013,0.0057625,0.01,0.34768,0.52583,0.69537,0.49801,1.9669,16.801,1.8990500000000001,No feature drop,human-vs-human,18,1,,
86,6.195,0.02,0.023113,0.4445,0.4,0.62748,0.4,2.5,10.0,2.47013,No feature drop,human-vs-human,18,2,,
87,5.0067,0.016803,0.019377,0.49888,0.39843,0.79798,0.3012,2.4961,12.776,2.5937799999999998,No feature drop,human-vs-human,18,3,,
88,2.9205,0.04,0.03,0.62941,0.4,1.0,0.65215,3.5,15.224,2.4389200000000004,No feature drop,human-vs-human,18,4,,
89,4.3021,0.014716,0.021976,0.75,-1.0817,1.0,1.0,5.0,15.0,3.4173899999999997,No feature drop,human-vs-human,18,5,,
90,2.9921,0.001,0.020278,0.6917,0.7875,0.90998,0.49529,3.4677,9.9236,1.7361799999999998,No feature drop,human-vs-human,19,1,,
91,4.3139,0.001,0.0125,0.94543,0.66737,1.0,0.33333,3.3999,8.7171,1.69208,No feature drop,human-vs-human,19,2,,
92,2.6371,0.001,0.01,0.5,0.88889,1.0,0.7205,3.6779,10.0,1.48048,No feature drop,human-vs-human,19,3,,
93,2.8389,0.001,0.02,0.66025,0.53333,1.0,0.37653,5.0,15.0,1.27596,No feature drop,human-vs-human,19,4,,
94,1.7313,0.001,0.01,0.41671,0.68541,1.0,0.99986,2.5003,12.868,0.664583,No feature drop,human-vs-human,19,5,,
95,0.1,0.007,0.016268,0.47767,0.77145,1.0093,0.32784,2.5162,14.926,2.0376399999999997,No feature drop,human-vs-human,20,1,,
96,8.0,0.0095385,0.018077,0.25,0.4414,1.2924,0.37778,2.2176,16.872,1.9979299999999998,No feature drop,human-vs-human,20,2,,
97,0.1,0.32693,0.014125,0.49983,0.58185,1.2848,0.70392,4.5758,13.061,1.9239000000000002,No feature drop,human-vs-human,20,3,,
98,3.505,0.99996,0.01,0.25,0.059528,1.8227,0.83479,8.8512,21.582,2.14149,No feature drop,human-vs-human,20,4,,
99,2.6263,0.81467,0.017471,0.46256,0.57426,1.1168,0.90857,4.1892,30.809,1.30022,No feature drop,human-vs-human,20,5,,
100,1.55,0.0066342,0.01,0.60676,1.0,0.8,0.5,3.5,30.0,1.3988,No feature drop,human-vs-human,21,1,,
101,2.5167,0.001,0.01,0.5,1.0,1.0,0.3,2.6018,15.0,1.48798,No feature drop,human-vs-human,21,2,,
102,3.0,0.0024357,0.022348,0.25,1.1988,1.0,0.3,3.3891,20.0,1.10209,No feature drop,human-vs-human,21,3,,
103,3.0424,0.001,0.021193,0.37546,1.1227,0.98966,0.11076,3.0779,19.981,1.5177999999999998,No feature drop,human-vs-human,21,4,,
104,2.8302,0.001,0.01,0.25,1.3224,0.72864,0.15229,2.3992,11.387,1.40372,No feature drop,human-vs-human,21,5,,
105,2.5542,0.010026,0.01,0.49979,0.3292,1.0014,0.20708,2.5025,13.25,2.40301,No feature drop,human-vs-human,22,1,,
106,4.5685,0.008059,0.022157,0.52132,0.91356,0.89217,0.22991,2.3113,15.863,1.7917199999999998,No feature drop,human-vs-human,22,2,,
107,1.3192,0.012073,0.019284,0.48051,0.47035,1.5,0.3,2.5,15.0,1.58724,No feature drop,human-vs-human,22,3,,
108,8.8231,0.0073221,0.01,0.6707,0.85943,0.91558,0.20916,1.7104,14.506,1.7680999999999998,No feature drop,human-vs-human,22,4,,
109,8.2928,0.005,0.016725,0.5,0.8,1.1866,0.0,2.5,20.0,1.97302,No feature drop,human-vs-human,22,5,,
110,6.392,0.014457,0.055812,0.44427,0.26746,1.4721,0.46721,3.8826,33.067,1.93809,No feature drop,human-vs-human,23,1,,
111,0.75925,0.010556,0.02,0.5,0.44487,0.8,0.24753,2.7336,7.3325,2.2868000000000004,No feature drop,human-vs-human,23,2,,
112,0.1,0.005,0.023333,0.5,0.4,1.089,0.5,2.5,9.7485,2.3057700000000003,No feature drop,human-vs-human,23,3,,
113,9.9999,0.010004,0.022253,0.47791,0.47565,1.0002,0.30016,3.5006,14.998,2.0429299999999997,No feature drop,human-vs-human,23,4,,
114,4.6879,0.011416,0.14772,0.25,0.74421,1.2485,0.0,2.9067,8.0563,2.00048,No feature drop,human-vs-human,23,5,,
115,9.9999,0.010028,0.014955,0.25,0.39762,0.99551,0.49663,2.5078,-134.96,2.2237099999999996,No feature drop,human-vs-human,24,1,,
116,6.0881,0.010575,0.02036,1.5265,-0.10382,0.44179,0.44674,2.4417,-58.322,2.8319599999999996,No feature drop,human-vs-human,24,2,,
117,1.5039,0.063322,0.01804,0.31698,0.41859,1.6323,1.5443,1.8737,-19.461,2.59865,No feature drop,human-vs-human,24,3,,
118,7.7776,0.0098113,0.19616,2.0183,0.66597,0.93657,0.30128,2.4921,-9.2269,2.7835199999999998,No feature drop,human-vs-human,24,4,,
119,8.0,0.01,0.21,0.5,0.21157,1.3333,0.3,2.5,-22.054,2.67784,No feature drop,human-vs-human,24,5,,
120,10.0,0.0087809,0.02418,0.25,0.24043,0.96088,0.41511,2.5581,-27.923,1.74025,No feature drop,human-vs-human,25,1,,
121,4.9571,0.001,0.024315,0.25,0.58955,1.246,0.18479,3.9797,1.12,3.3205400000000003,No feature drop,human-vs-human,25,2,,
122,4.1888,0.017098,0.014444,0.99781,0.73404,0.72349,1.0246,3.2499,6.039,2.05057,No feature drop,human-vs-human,25,3,,
123,5.0,0.008405,0.04,1.0901,0.61604,-0.13578,0.3,2.5,7.8575,2.63405,No feature drop,human-vs-human,25,4,,
124,5.0,0.02,0.02,1.0,0.8,0.8,1.4598,2.5,15.0,1.86906,No feature drop,human-vs-human,25,5,,
125,4.7178,0.42223,0.032228,0.84245,0.68528,0.99796,0.52039,4.7744,7.1166,1.7467700000000002,No feature drop,human-vs-human,26,1,,
126,2.0581,0.010221,0.027013,0.5,0.8,1.0,0.3,2.5,15.0,1.43643,No feature drop,human-vs-human,26,2,,
127,10.0,0.005894,0.041031,0.65326,0.57231,0.74656,0.36188,2.9298,17.036,2.57534,No feature drop,human-vs-human,26,3,,
128,0.59659,0.02,0.015,0.5,0.87089,0.66143,0.29595,2.5,15.0,1.8230400000000002,No feature drop,human-vs-human,26,4,,
129,0.1,0.0052233,0.01,0.48617,0.77488,0.77512,0.35131,2.4512,15.221,2.04949,No feature drop,human-vs-human,26,5,,
130,10.0,0.001,0.01,0.39147,1.0,0.8,0.3,2.5,10.0,1.9418099999999998,No feature drop,human-vs-human,27,1,,
131,5.3442,0.0072237,0.01,0.25,0.63988,0.97203,0.30215,2.507,22.268,1.3740400000000002,No feature drop,human-vs-human,27,2,,
132,5.0,0.0093574,0.021297,0.56713,0.51273,0.86699,0.40008,2.4998,15.001,1.1726300000000003,No feature drop,human-vs-human,27,3,,
133,2.2573,0.0045266,0.018814,0.63976,1.0,0.77321,0.3,3.0574,15.0,3.19948,No feature drop,human-vs-human,27,4,,
134,10.0,0.001,0.01,0.46678,0.8,1.0,0.3,2.5,15.0,2.7156100000000003,No feature drop,human-vs-human,27,5,,
135,7.6959,0.001,0.023361,1.0149,0.88789,0.95154,0.54575,2.4982,14.992,1.85137,No feature drop,human-vs-human,28,1,,
136,8.4026,0.001,0.014355,0.97222,0.8,1.0,0.3,3.2054,30.0,1.8598400000000002,No feature drop,human-vs-human,28,2,,
137,5.0,0.005,0.03,1.0,0.8,0.8,0.3,2.5,15.0,1.0659329999999998,No feature drop,human-vs-human,28,3,,
138,4.9863,0.001,0.03039,0.49769,0.99536,0.79583,0.33025,2.8028,14.413,2.263,No feature drop,human-vs-human,28,4,,
139,3.0,0.001,0.02,0.85527,0.8,0.8,-0.12267,2.5,8.6068,1.46008,No feature drop,human-vs-human,28,5,,
140,0.1,0.011667,0.02,0.25,0.47971,1.0,0.37502,2.5,15.0,2.50784,No feature drop,human-vs-human,29,1,,
141,5.0,0.010799,0.097777,0.97798,0.4,0.62171,0.6,1.3492,12.963,2.5955299999999997,No feature drop,human-vs-human,29,2,,
142,8.4922,0.03204,0.024764,1.031,0.57146,0.59758,0.41659,2.0556,-51.405,2.7117999999999998,No feature drop,human-vs-human,29,3,,
143,5.0,0.02,0.015,0.25,0.4,2.0,0.3,2.5,15.0,2.8824599999999996,No feature drop,human-vs-human,29,4,,
144,2.118,0.33947,0.022162,0.38542,0.65,0.85623,0.40833,2.2083,4.0395,2.51843,No feature drop,human-vs-human,29,5,,
145,8.6812,0.01611,0.01,1.451,0.41342,0.22168,0.34216,2.3624,5.0981,1.9397599999999997,No feature drop,human-vs-human,30,1,,
146,9.5583,0.013667,0.069981,1.3117,0.52302,0.46547,0.4953,2.6964,10.565,2.44151,No feature drop,human-vs-human,30,2,,
147,5.0,0.003,0.034668,1.0,0.42024,0.045703,0.6,2.5,15.0,2.5723,No feature drop,human-vs-human,30,3,,
148,7.0,0.012116,0.03,1.5,0.30102,0.47484,0.3,2.5,15.0,2.41115,No feature drop,human-vs-human,30,4,,
149,8.5806,0.0058333,0.01,1.5,0.48832,0.2727,0.3,2.5,6.0611,2.5165300000000004,No feature drop,human-vs-human,30,5,,
150,2.548,0.0031457,0.024636,0.5208,0.8337,0.76821,0.45066,2.9056,13.146,1.40072,No feature drop,human-vs-human,31,1,,
151,1.952,0.0013906,0.030955,0.51376,0.80021,0.80004,0.33346,3.5279,10.915,1.7212500000000002,No feature drop,human-vs-human,31,2,,
152,4.3018,0.001,0.035,0.61096,0.8,0.88408,0.25588,3.1226,15.0,1.7949899999999999,No feature drop,human-vs-human,31,3,,
153,2.9499,0.001,0.019999,0.84391,0.80005,0.99995,0.29997,3.2614,9.9997,1.37456,No feature drop,human-vs-human,31,4,,
154,2.3624,0.001,0.05017,0.25,0.64991,1.2296,0.068817,6.7469,20.986,1.4050699999999998,No feature drop,human-vs-human,31,5,,
155,2.517,0.0014182,0.017105,0.67638,1.0665,0.79986,0.2999,2.6947,19.16,1.5241699999999998,No feature drop,human-vs-human,32,1,,
156,9.9999,0.0034564,0.040028,0.37512,1.0662,1.3329,0.40031,2.4994,86.111,1.043474,No feature drop,human-vs-human,32,2,,
157,2.9696,0.001,0.01,0.25,1.2355,1.3264,0.77138,2.3542,14.333,1.3984900000000002,No feature drop,human-vs-human,32,3,,
158,2.2866,0.001,0.01,0.5,1.1066,1.0,0.3,3.2529,15.0,1.33806,No feature drop,human-vs-human,32,4,,
159,8.3546,0.001,0.021585,0.30851,1.2357,1.0908,0.54255,2.7462,19.032,1.49344,No feature drop,human-vs-human,32,5,,
160,2.1295,0.011667,0.01,0.44365,0.67171,0.93333,0.49692,5.6667,15.0,1.8136300000000003,No feature drop,human-vs-human,33,1,,
161,1.1858,0.01123,0.020253,0.47681,0.31984,0.8737,0.66579,5.1817,16.235,2.0835700000000004,No feature drop,human-vs-human,33,2,,
162,3.0,0.011111,0.038336,0.5,0.4,1.0,0.53333,5.1355,16.667,1.75164,No feature drop,human-vs-human,33,3,,
163,3.8079,0.8498,0.037857,0.73202,0.61185,0.74265,0.59891,5.5583,16.775,1.94122,No feature drop,human-vs-human,33,4,,
164,3.613,0.010046,0.036672,0.73138,0.56876,0.71985,0.3751,5.8753,19.001,2.25088,No feature drop,human-vs-human,33,5,,
165,3.0,0.001,0.03,0.75167,1.0241,1.0,0.28441,2.8304,6.826,1.2619600000000002,No feature drop,human-vs-human,34,1,,
166,8.7398,0.0054591,0.01,0.25,0.96882,0.9231,0.21198,3.5036,-5.9621,1.7551099999999997,No feature drop,human-vs-human,34,2,,
167,2.5167,0.001,0.01,0.25,1.1099,1.0875,0.3,2.5,13.333,1.5032299999999998,No feature drop,human-vs-human,34,3,,
168,7.1404,0.0017842,0.01,1.0,1.125,0.7692,0.3,2.5,20.0,1.87298,No feature drop,human-vs-human,34,4,,
169,3.132,0.001,0.027236,0.90788,0.90816,0.79163,0.3941,2.5154,15.805,1.55152,No feature drop,human-vs-human,34,5,,
170,2.5282,0.0087167,0.019948,0.52349,0.79468,1.386,0.18393,2.4897,13.376,1.54775,No feature drop,human-vs-human,35,1,,
171,4.2082,0.001,0.019997,0.49993,0.49054,1.5002,0.29996,2.4997,14.999,1.63287,No feature drop,human-vs-human,35,2,,
172,2.9469,0.005,0.02,0.6884,0.51394,1.0,0.3,2.5,10.0,2.02927,No feature drop,human-vs-human,35,3,,
173,2.964,0.0041316,0.01,0.82988,0.81661,1.0185,0.48716,2.5323,8.9915,1.5634700000000001,No feature drop,human-vs-human,35,4,,
174,2.0333,0.0014444,0.01,0.5,0.64783,1.1744,0.3,2.5,15.0,2.0302199999999995,No feature drop,human-vs-human,35,5,,
175,2.4124,0.0017147,0.026311,0.29964,0.66751,1.8483,0.90334,3.8085,15.276,1.9440299999999997,No feature drop,human-vs-human,36,1,,
176,3.5955,0.001,0.015003,0.25,0.94542,1.0917,0.29985,2.7772,20.732,1.36135,No feature drop,human-vs-human,36,2,,
177,2.1717,0.001,0.01,0.28172,0.98335,1.2624,0.20486,3.0887,20.264,1.72709,No feature drop,human-vs-human,36,3,,
178,5.85,0.01,0.02,0.25,0.8,2.0469,0.3,2.5,30.0,1.86505,No feature drop,human-vs-human,36,4,,
179,4.2444,0.003003,0.020015,0.25,1.1229,1.5004,0.30049,2.4987,9.9959,2.00465,No feature drop,human-vs-human,36,5,,
180,7.0,0.010757,0.22106,1.0,0.18471,0.8,0.3,3.3333,15.0,2.78625,No feature drop,human-vs-human,37,1,,
181,10.0,0.02,0.029174,1.3586,-1.0614,1.0,0.65,2.5,4.9456,2.2161199999999996,No feature drop,human-vs-human,37,2,,
182,7.0,0.02,0.03,1.3674,-1.3957,0.83143,0.4,2.5,15.0,2.03955,No feature drop,human-vs-human,37,3,,
183,8.5,0.02,0.02,1.5,-0.37289,0.58771,0.4,2.5,20.0,2.181,No feature drop,human-vs-human,37,4,,
184,4.1833,0.010759,0.02,1.0,-0.80087,0.84473,0.26569,3.3333,15.0,2.6347899999999997,No feature drop,human-vs-human,37,5,,
185,7.1549,0.019513,0.06,0.56433,0.10118,0.32527,1.029,2.0,18.225,2.1704600000000003,No feature drop,human-vs-human,38,1,,
186,7.5253,0.04,0.27903,1.0,-2.4893,0.55623,1.0696,2.5,12.609,2.3867400000000005,No feature drop,human-vs-human,38,2,,
187,6.949,0.01951,0.019742,0.98871,0.33798,-0.4786,0.95057,2.4774,5.2326,2.7466500000000003,No feature drop,human-vs-human,38,3,,
188,4.9875,0.021387,0.019549,0.51147,-0.10671,0.24183,0.88262,1.8597,14.827,2.67652,No feature drop,human-vs-human,38,4,,
189,6.6012,0.019929,0.18247,0.99809,-1.4825,0.58642,1.178,3.7658,3.715,2.03241,No feature drop,human-vs-human,38,5,,
190,6.5511,0.99999,0.02,0.48611,0.71699,0.79377,0.3,2.5,12.388,2.18853,No feature drop,human-vs-human,39,1,,
191,8.6667,0.01,0.03,0.45833,0.72327,1.0,0.3,2.0769,15.0,1.69069,No feature drop,human-vs-human,39,2,,
192,7.5556,0.020006,0.023456,0.4862,0.79988,1.148,0.88384,2.1658,19.987,1.9295200000000001,No feature drop,human-vs-human,39,3,,
193,4.1833,0.0070244,0.021509,0.25,0.49105,1.3333,0.15602,2.3116,20.741,2.4943799999999996,No feature drop,human-vs-human,39,4,,
194,6.9867,0.010775,0.01,0.25,0.62316,1.33,0.60218,2.5003,9.69,1.84788,No feature drop,human-vs-human,39,5,,
195,1.5178,0.02034,0.01,0.78071,0.6928,1.0165,0.29948,2.274,14.868,1.7241900000000001,No feature drop,human-vs-human,40,1,,
196,3.1213,0.013407,0.01,0.90831,0.55445,1.0322,0.32051,2.4981,15.0,1.7328,No feature drop,human-vs-human,40,2,,
197,2.9974,0.0051249,0.01,1.0389,0.29455,1.1404,0.50862,2.4799,23.213,2.5012300000000005,No feature drop,human-vs-human,40,3,,
198,5.0,0.005,0.02,1.0,0.4,1.0,0.3,2.5,15.0,2.36734,No feature drop,human-vs-human,40,4,,
