,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
0,0.011667,0.2,0.016088,0.5,0.4,1.0,0.66667,2.5,-135.0,2.0782999999999996,No pruning,human-vs-human,1,1,,
1,0.015663,0.2,0.020115,0.34008,0.72266,1.3655,0.3,2.5,30.0,1.7566000000000002,No pruning,human-vs-human,1,2,,
2,0.0052778,0.1,0.026667,0.5699,0.4,1.2339,0.5,2.3333,15.0,2.1123000000000003,No pruning,human-vs-human,1,3,,
3,0.0073225,0.29922,0.022134,0.49318,0.52288,2.0136,0.29595,2.5239,15.109,1.9875,No pruning,human-vs-human,1,4,,
4,0.002,0.2,0.018795,1.0,0.4,1.0,0.022511,2.5,15.0,2.26403,No pruning,human-vs-human,1,5,,
5,0.009399,0.53514,0.06,4.0,0.8,1.0,0.3,3.5,9.0522,1.8714400000000002,No pruning,human-vs-human,2,1,,
6,0.0093942,0.46321,0.02,2.0,0.60605,0.8,0.3,2.5,-5.1865,1.68861,No pruning,human-vs-human,2,2,,
7,0.0061863,0.54839,0.027865,2.1309,0.71879,1.2152,0.5366,3.375,9.8642,2.0357100000000004,No pruning,human-vs-human,2,3,,
8,0.0048382,0.26835,0.030517,1.2851,0.39779,0.99684,0.29795,2.9507,14.975,2.46662,No pruning,human-vs-human,2,4,,
9,0.0041791,0.7,0.02,1.3438,0.75008,0.24229,0.3,7.0,15.0,1.91133,No pruning,human-vs-human,2,5,,
10,0.009,0.18244,0.064539,0.25,0.80037,1.4548,0.14807,3.2915,15.003,1.8061900000000002,No pruning,human-vs-human,3,1,,
11,0.001,0.2,0.03,0.99999,0.8,1.0994,0.5,2.5,15.0,1.9531800000000001,No pruning,human-vs-human,3,2,,
12,0.0050001,0.10009,0.020002,0.25,0.79931,1.6005,0.3005,2.6868,15.006,2.1551,No pruning,human-vs-human,3,3,,
13,0.001,0.3646,0.059957,1.0,1.0667,2.0,0.6,5.0,30.0,1.8889500000000001,No pruning,human-vs-human,3,4,,
14,0.001,0.2,0.02,0.32861,0.70854,1.481,0.75378,2.5,20.0,2.1780399999999998,No pruning,human-vs-human,3,5,,
15,0.011999,0.43501,0.03,1.1227,0.8,1.0,0.3,5.0,-103.65,2.28374,No pruning,human-vs-human,4,1,,
16,0.011354,0.37563,0.020117,0.83475,1.0555,1.2632,0.48828,6.3498,13.922,2.6156699999999997,No pruning,human-vs-human,4,2,,
17,0.010427,0.32668,0.14583,0.77727,0.12017,0.85845,1.6918,0.188,4.1116,2.6708999999999996,No pruning,human-vs-human,4,3,,
18,0.48943,0.19999,0.019999,0.25,0.79998,1.1369,0.29999,5.0,30.0,1.86813,No pruning,human-vs-human,4,4,,
19,0.02,0.23333,0.01923,1.0,0.8,0.8,0.3,5.0,-9.7754,2.53289,No pruning,human-vs-human,4,5,,
20,0.005,0.2,0.02,1.0,0.8,0.8,0.5,19.299,10.0,1.71642,No pruning,human-vs-human,5,1,,
21,0.001,0.13192,0.016452,0.7439,0.3353,0.16565,0.69071,8.0976,12.686,1.9665700000000002,No pruning,human-vs-human,5,2,,
22,0.001,0.29689,0.01,1.0,0.7372,0.45973,0.5,9.3333,15.0,2.34293,No pruning,human-vs-human,5,3,,
23,0.001,0.2,0.02,0.53565,0.4,1.0,0.6,2.5,15.0,1.6297599999999999,No pruning,human-vs-human,5,4,,
24,0.0056478,0.1,0.01,0.25,0.28166,0.8,0.95,3.5,15.0,1.72837,No pruning,human-vs-human,5,5,,
25,0.001,0.0,0.02,0.74835,0.68769,0.52081,0.3,2.5,6.3523,1.52058,No pruning,human-vs-human,6,1,,
26,0.001,0.1,0.02,0.5,0.8,1.0,0.3,2.5,-7.6851,1.38939,No pruning,human-vs-human,6,2,,
27,0.001,0.20885,0.03,1.0,0.72762,1.0,0.3,2.5,15.0,1.67111,No pruning,human-vs-human,6,3,,
28,0.001,0.19257,0.021931,0.36806,0.775,1.025,0.31806,4.1655,9.8472,0.9249179999999999,No pruning,human-vs-human,6,4,,
29,0.001,0.1,0.02,1.0,0.8,1.0,0.3,2.5,6.9501,1.6242899999999998,No pruning,human-vs-human,6,5,,
30,0.01896,0.19997,0.015004,1.0004,0.61455,0.99957,0.19357,5.6034,19.996,1.90794,No pruning,human-vs-human,7,1,,
31,0.011217,0.26791,0.019606,1.0,0.8,1.0,0.3,40.0,15.0,2.3773400000000002,No pruning,human-vs-human,7,2,,
32,0.0075,0.21111,0.020388,1.0,0.4,1.1026,0.0,7.0,30.0,3.24294,No pruning,human-vs-human,7,3,,
33,0.02479,0.2,0.022291,1.2045,0.69018,1.0,0.3,11.388,3.7322,1.59332,No pruning,human-vs-human,7,4,,
34,0.014589,0.28787,0.020795,1.8883,0.62091,1.0114,0.27416,4.9304,8.6034,2.1218600000000003,No pruning,human-vs-human,7,5,,
35,0.0010577,0.11558,0.0525,0.42187,-0.098719,0.16869,5.5793,29.396,15.406,1.88435,No pruning,human-vs-human,8,1,,
36,0.0051803,0.28447,0.020506,0.48437,0.44951,0.66263,1.4481,14.073,15.266,2.8331000000000004,No pruning,human-vs-human,8,2,,
37,0.0036864,0.20437,0.024458,0.99585,0.40255,0.80427,1.9163,7.9881,14.962,1.4849299999999999,No pruning,human-vs-human,8,3,,
38,1.0,0.10556,0.02,0.5,0.43101,0.80373,1.1359,5.0,-60.0,1.9691500000000002,No pruning,human-vs-human,8,4,,
39,0.005,0.3,0.01,2.0,0.24241,0.32348,0.6,2.5,15.0,2.0055699999999996,No pruning,human-vs-human,8,5,,
40,0.01718,0.4,0.01,2.0,0.8,1.0,0.3,2.5,15.0,2.7602599999999997,No pruning,human-vs-human,9,1,,
41,0.0070115,0.68428,0.023353,1.1603,0.099853,0.81724,0.50845,4.708,16.335,3.3803799999999997,No pruning,human-vs-human,9,2,,
42,0.011585,0.0,0.01,1.0136,0.76466,0.5,0.625,1.1324,11.0,3.25702,No pruning,human-vs-human,9,3,,
43,0.010844,0.38258,0.01,0.98417,0.81335,1.0181,1.2197,2.4683,15.145,2.5431999999999997,No pruning,human-vs-human,9,4,,
44,1.0,0.25,0.02,0.44215,0.33265,1.0,0.42882,2.5,30.0,1.9640600000000004,No pruning,human-vs-human,9,5,,
45,0.0040879,0.26667,0.016667,1.6902,0.28333,0.83333,0.40833,2.8373,10.796,2.3865799999999995,No pruning,human-vs-human,10,1,,
46,0.01,0.3,0.03,1.0,0.4,0.8,0.3,3.5,15.0,2.62424,No pruning,human-vs-human,10,2,,
47,0.0041111,0.10223,0.016536,1.0584,0.44665,0.62479,0.65417,1.1702,11.343,1.54541,No pruning,human-vs-human,10,3,,
48,0.0020295,0.26216,0.019718,1.2704,0.47921,0.48761,1.3048,1.4671,15.21,2.35994,No pruning,human-vs-human,10,4,,
49,0.0058967,0.2,0.02,1.0,0.2893,1.0,0.3,2.5,15.0,2.79601,No pruning,human-vs-human,10,5,,
50,0.001,0.12186,0.01,0.9969,0.99645,1.0036,0.664,2.4942,29.971,2.00221,No pruning,human-vs-human,11,1,,
51,0.001,0.164,0.023563,1.0,0.8,1.0,0.3,2.5,15.0,1.7550599999999998,No pruning,human-vs-human,11,2,,
52,0.010475,0.0,0.018246,0.37364,0.89204,1.0118,0.68595,2.7898,14.791,1.99209,No pruning,human-vs-human,11,3,,
53,0.001,0.17864,0.02166,1.0571,0.80044,1.1669,1.8006,2.778,14.996,2.03973,No pruning,human-vs-human,11,4,,
54,0.0053559,0.30977,0.01,0.93188,0.72993,1.1899,0.32971,4.8638,14.377,1.8523800000000001,No pruning,human-vs-human,11,5,,
55,0.001,0.42509,0.015641,0.8464,0.86674,0.59268,0.34995,5.4012,13.588,1.7872799999999998,No pruning,human-vs-human,12,1,,
56,0.0058334,0.3,0.01,1.1598,1.0667,0.42154,0.4,2.5,4.9377,1.3768099999999999,No pruning,human-vs-human,12,2,,
57,0.004113,0.3051,0.018382,1.008,0.83582,0.32373,0.31616,2.4561,11.708,2.1300499999999998,No pruning,human-vs-human,12,3,,
58,0.001,0.54845,0.023181,0.89175,0.74096,0.81797,0.3,3.5,15.0,2.39261,No pruning,human-vs-human,12,4,,
59,0.0050257,0.20128,0.022487,0.50161,0.79711,0.37849,0.29791,5.0056,15.026,2.11726,No pruning,human-vs-human,12,5,,
60,0.02,0.2,0.02,1.0,0.8,1.0,0.3,2.5,15.0,2.2858799999999997,No pruning,human-vs-human,13,1,,
61,0.53326,0.20175,0.030175,0.89133,0.39694,0.79646,0.45826,2.4923,14.965,2.22334,No pruning,human-vs-human,13,2,,
62,0.022238,0.3,0.019223,1.0556,0.69549,1.0166,0.35394,5.5556,30.0,2.66464,No pruning,human-vs-human,13,3,,
63,0.01,0.16667,0.02,1.0,0.8,0.62753,0.3,3.3333,15.0,2.37584,No pruning,human-vs-human,13,4,,
64,0.011346,0.17401,0.01746,1.1045,0.6857,0.87829,0.38255,2.7223,2.4606,2.4941899999999997,No pruning,human-vs-human,13,5,,
65,0.0055782,0.10298,0.1674,2.0153,0.39888,0.80144,0.44551,2.8303,14.987,1.7958399999999997,No pruning,human-vs-human,14,1,,
66,0.0086421,0.27589,0.13682,2.4273,0.45454,0.92651,0.34772,2.9064,15.587,2.63896,No pruning,human-vs-human,14,2,,
67,0.0055556,0.2,0.16274,1.9578,0.49367,0.8,0.3,3.5,10.0,2.2884300000000004,No pruning,human-vs-human,14,3,,
68,0.008226,0.17976,0.35432,1.8732,-0.19138,1.0,0.59942,5.9259,14.483,2.0264,No pruning,human-vs-human,14,4,,
69,0.001,0.39816,0.17654,2.1042,0.1792,0.82969,0.10374,3.6668,8.4933,1.8540800000000002,No pruning,human-vs-human,14,5,,
70,0.005,0.3,0.03,1.0,0.88889,0.67412,1.5818,2.5,-4.4467,1.74096,No pruning,human-vs-human,15,1,,
71,0.011667,0.2,0.02,0.48611,0.4,0.8,1.0,3.1619,-5.4446,1.64237,No pruning,human-vs-human,15,2,,
72,0.001,0.17382,0.02054,0.95777,0.76685,0.91674,0.58113,2.6457,-14.472,1.73059,No pruning,human-vs-human,15,3,,
73,0.0066667,0.3,0.015,0.64374,0.4,0.6861,0.3,7.0,15.0,2.5175300000000003,No pruning,human-vs-human,15,4,,
74,0.0050064,0.16657,0.019984,0.49485,0.39944,0.79077,0.84794,3.5018,11.672,2.2932200000000003,No pruning,human-vs-human,15,5,,
75,0.001,0.19875,0.027603,1.0,0.8,1.0,0.3,2.5,-98.305,2.7766399999999996,No pruning,human-vs-human,16,1,,
76,0.0061148,0.41358,0.030593,0.77999,0.98262,0.8365,0.37234,27.858,4.8931,2.28045,No pruning,human-vs-human,16,2,,
77,0.0047293,0.20454,0.02,1.0379,0.4,0.87934,1.0815,2.5,10.867,1.50378,No pruning,human-vs-human,16,3,,
78,0.0058333,0.16667,0.02,1.0,0.8,0.31706,0.22701,3.5,20.0,1.77005,No pruning,human-vs-human,16,4,,
79,0.0075,0.3,0.03,1.0,0.8,0.99999,0.3,103.33,4.9307,1.5749,No pruning,human-vs-human,16,5,,
80,0.0098335,0.306,0.025868,1.2141,0.74223,0.94867,0.39278,2.3178,15.0,1.96295,No pruning,human-vs-human,17,1,,
81,0.011355,0.3,0.022654,1.3038,0.56342,1.0,0.3,5.0,15.0,2.6930199999999997,No pruning,human-vs-human,17,2,,
82,0.014226,0.18889,0.031667,0.87876,0.53333,1.0475,0.6,2.5,12.401,2.53103,No pruning,human-vs-human,17,3,,
83,0.010824,0.375,0.0175,1.0457,0.50753,1.4583,0.38125,3.1146,6.0691,2.25483,No pruning,human-vs-human,17,4,,
84,0.010541,0.17739,0.021823,0.95064,0.56672,1.0068,0.29929,2.5026,13.933,2.5767,No pruning,human-vs-human,17,5,,
85,0.01,0.2,0.02,0.82017,0.20235,0.8,0.66667,2.5,-48.528,1.9451600000000002,No pruning,human-vs-human,18,1,,
86,0.020188,0.19931,0.019901,0.498,0.33864,0.99954,0.39679,2.5086,19.948,2.4427399999999997,No pruning,human-vs-human,18,2,,
87,0.01,0.4,0.02,0.58333,0.4,1.0,0.5,2.5,15.0,2.53112,No pruning,human-vs-human,18,3,,
88,0.0051004,0.18758,0.01854,0.85417,0.28333,0.62368,0.53941,2.8227,13.667,2.4397,No pruning,human-vs-human,18,4,,
89,0.009545,0.36526,0.015,0.73372,-0.34098,1.25,0.58261,2.796,13.0,2.78317,No pruning,human-vs-human,18,5,,
90,0.0023333,0.0,0.01,0.25,0.79612,1.0,0.3,3.5,15.0,1.8220399999999999,No pruning,human-vs-human,19,1,,
91,0.001,0.25645,0.018518,0.67153,0.72421,1.1411,0.26434,5.2469,13.871,1.68681,No pruning,human-vs-human,19,2,,
92,0.001,0.2,0.04,1.0,0.8,1.0,0.4,3.2308,15.0,1.5053,No pruning,human-vs-human,19,3,,
93,0.001,0.11667,0.01,1.0,0.8,1.0,1.0,3.9734,15.0,1.33832,No pruning,human-vs-human,19,4,,
94,0.0022734,0.11404,0.01,0.85068,0.80208,1.1074,0.54725,3.4886,17.0,0.654921,No pruning,human-vs-human,19,5,,
95,0.0085402,0.25799,0.019269,0.4811,0.78246,1.1301,0.40241,4.7723,16.041,1.7760200000000002,No pruning,human-vs-human,20,1,,
96,0.0070363,0.29023,0.01,1.0,0.652,0.99999,0.3,5.0001,14.208,2.125,No pruning,human-vs-human,20,2,,
97,0.0075362,0.10556,0.02,0.5,0.34356,1.0,0.3,5.0,15.0,2.1102999999999996,No pruning,human-vs-human,20,3,,
98,0.001,0.19712,0.020461,0.50359,0.45241,0.77294,0.37134,5.0252,6.7626,2.11837,No pruning,human-vs-human,20,4,,
99,0.005,0.16667,0.022323,1.0,0.63111,1.0,0.3,2.5,15.0,1.54033,No pruning,human-vs-human,20,5,,
100,0.005,0.1,0.02,0.5,1.0,0.87907,0.4,3.5,20.0,1.27317,No pruning,human-vs-human,21,1,,
101,0.001,0.17887,0.022044,0.36125,0.88664,1.0006,0.33291,3.5364,19.993,1.44915,No pruning,human-vs-human,21,2,,
102,0.0070491,0.20814,0.019384,0.36985,1.2019,0.82631,0.30874,15.297,10.969,1.26581,No pruning,human-vs-human,21,3,,
103,0.0019273,0.19998,0.020033,0.70236,1.0891,0.82478,0.15919,4.8558,-135.01,1.46026,No pruning,human-vs-human,21,4,,
104,0.0021628,0.043359,0.01,0.27274,1.0245,1.0775,0.26837,3.4836,15.389,1.40909,No pruning,human-vs-human,21,5,,
105,0.005,0.18068,0.02,0.46458,0.65718,1.5113,0.3,3.4058,15.0,2.23093,No pruning,human-vs-human,22,1,,
106,0.005,0.2,0.01,1.0,0.8,1.0,0.3,2.5,15.0,1.6986,No pruning,human-vs-human,22,2,,
107,0.01,0.2,0.02,1.0,0.8,1.0,0.3,2.5,15.0,1.64968,No pruning,human-vs-human,22,3,,
108,0.01,0.1,0.021955,0.25,0.8,1.0,0.3,2.5,15.0,1.84195,No pruning,human-vs-human,22,4,,
109,0.0039078,0.27087,0.02273,0.49874,0.96037,1.6707,0.34167,2.1882,-5.5591,1.94849,No pruning,human-vs-human,22,5,,
110,0.0064745,0.2,0.086712,0.25,0.8,1.0,0.3,5.0,15.0,2.02035,No pruning,human-vs-human,23,1,,
111,0.0099004,0.14579,0.1766,0.51477,0.70975,1.236,0.1144,2.4977,15.01,2.3617299999999997,No pruning,human-vs-human,23,2,,
112,0.0053772,0.2,0.01,1.0,0.4,0.99999,0.3,2.1414,15.0,2.4107800000000004,No pruning,human-vs-human,23,3,,
113,0.007,0.12228,0.01985,0.79231,0.3642,0.99995,0.20002,2.4999,14.629,1.9555900000000002,No pruning,human-vs-human,23,4,,
114,0.01,0.20515,0.041614,0.49989,0.70261,1.0002,0.30002,2.5,15.0,2.07439,No pruning,human-vs-human,23,5,,
115,0.0014444,0.3,0.47587,0.5,0.4,0.8,0.3,2.5,15.0,2.4003,No pruning,human-vs-human,24,1,,
116,0.02,0.2,0.021483,1.0,-0.57367,1.0,0.5,2.5,15.0,2.97181,No pruning,human-vs-human,24,2,,
117,0.011638,0.10464,0.24943,0.25,0.13779,1.7629,0.20516,2.5406,15.186,2.57962,No pruning,human-vs-human,24,3,,
118,0.022123,0.3,0.032211,3.9999,0.4,1.0,0.3,2.5,15.0,3.10527,No pruning,human-vs-human,24,4,,
119,0.02,0.25899,0.31925,1.0,0.8,1.0,0.4,5.0,6.9583,2.7494,No pruning,human-vs-human,24,5,,
120,0.005,0.4,0.04,1.0,1.0667,0.31613,0.3,5.0,15.0,1.83935,No pruning,human-vs-human,25,1,,
121,0.01547,0.27545,0.024352,1.2107,0.8,0.45574,0.3,5.0,12.642,3.03036,No pruning,human-vs-human,25,2,,
122,0.019005,0.3389,0.053517,1.1724,0.62268,0.54542,0.42807,5.1134,15.519,2.0572,No pruning,human-vs-human,25,3,,
123,0.01,0.12779,0.02,1.0596,0.5474,0.82774,0.87181,5.0,15.0,2.5952200000000003,No pruning,human-vs-human,25,4,,
124,0.0077606,0.2,0.12,0.25,0.8,0.82117,0.3,3.3333,15.0,1.9040699999999997,No pruning,human-vs-human,25,5,,
125,0.01,0.3,0.02,0.5,1.0,0.8,0.3,2.5,15.0,1.7022099999999998,No pruning,human-vs-human,26,1,,
126,0.99999,0.27566,0.02,0.9718,0.8,1.0,0.6,2.5,15.0,1.6235499999999998,No pruning,human-vs-human,26,2,,
127,0.001,0.3024,0.03,1.0,0.8,1.0,0.3,2.5,15.0,2.5726000000000004,No pruning,human-vs-human,26,3,,
128,0.0076495,0.41165,0.030227,0.50755,1.1935,0.69451,-0.028531,3.4849,18.498,1.92855,No pruning,human-vs-human,26,4,,
129,0.012306,0.19996,0.019996,0.25,0.7998,1.3806,0.29985,2.5004,14.998,2.22129,No pruning,human-vs-human,26,5,,
130,0.001,0.36253,0.022081,0.58934,0.56495,0.96682,0.93346,2.9781,-0.49475,1.85176,No pruning,human-vs-human,27,1,,
131,0.0039926,0.16667,0.023163,0.25,0.58359,2.0,0.3,2.5,7.3535,1.38018,No pruning,human-vs-human,27,2,,
132,0.001,0.21933,0.024562,1.0,0.66242,0.99999,0.3,2.5,15.0,1.022068,No pruning,human-vs-human,27,3,,
133,0.0034285,0.18619,0.021368,0.5,0.8,1.0,0.6,3.3333,30.0,2.94436,No pruning,human-vs-human,27,4,,
134,0.001,0.37344,0.014289,0.59362,0.35,1.5,-0.025,3.375,19.0,2.5796799999999998,No pruning,human-vs-human,27,5,,
135,0.001,0.15,0.018247,0.81624,0.8,1.5,0.3,3.5,10.0,1.73338,No pruning,human-vs-human,28,1,,
136,0.001,0.11301,0.018885,0.88646,1.0792,1.0103,-0.043294,2.7068,15.002,1.7945999999999998,No pruning,human-vs-human,28,2,,
137,0.001,0.10078,0.01,1.0002,0.79982,1.0002,0.29987,3.2624,15.002,1.0265440000000001,No pruning,human-vs-human,28,3,,
138,0.001,0.20015,0.01,0.99957,0.80063,1.2118,0.29986,2.5012,15.006,2.01004,No pruning,human-vs-human,28,4,,
139,0.001,0.23371,0.01,0.99984,0.79889,1.0012,0.2992,2.5021,14.99,1.34663,No pruning,human-vs-human,28,5,,
140,0.016556,0.29582,0.020435,1.0,0.42963,0.98068,1.093,2.5,13.642,2.68554,No pruning,human-vs-human,29,1,,
141,0.64317,0.0,0.37024,0.29073,0.61705,1.1114,0.34278,2.4976,108.78,2.5758099999999997,No pruning,human-vs-human,29,2,,
142,0.31633,0.23988,0.020456,0.25,0.74378,1.0349,0.38684,3.409,30.28,2.42539,No pruning,human-vs-human,29,3,,
143,0.02,0.22344,0.04,1.0,0.50977,1.0,0.3,2.5,15.0,2.70466,No pruning,human-vs-human,29,4,,
144,0.02,0.2,0.02,1.0,0.8,1.0,0.3,2.5,15.0,2.59721,No pruning,human-vs-human,29,5,,
145,0.001,0.3964,0.2343,4.0,0.46896,0.44887,-0.034848,3.375,8.499,1.6333000000000002,No pruning,human-vs-human,30,1,,
146,0.0079891,0.57502,0.04,2.3596,0.58543,0.50708,-0.16597,7.0911,20.0,2.26546,No pruning,human-vs-human,30,2,,
147,0.010865,0.57844,0.015578,3.0127,0.29813,0.99902,0.19403,3.8124,-31.353,2.1393299999999997,No pruning,human-vs-human,30,3,,
148,0.010201,0.7,0.02,2.0,0.4,0.8,0.5,35.0,15.0,2.2255700000000003,No pruning,human-vs-human,30,4,,
149,0.002,0.6497,0.01,4.0,0.53333,0.8,0.032596,7.0,15.0,2.0478199999999998,No pruning,human-vs-human,30,5,,
150,0.0041585,0.16589,0.028572,0.98842,0.86026,1.0104,0.27544,7.9914,37.481,1.4970700000000001,No pruning,human-vs-human,31,1,,
151,0.0050143,0.12088,0.040003,0.99843,0.80161,0.99821,0.49866,6.996,29.986,1.5988200000000001,No pruning,human-vs-human,31,2,,
152,0.001,0.3,0.015,1.0,1.0,1.3333,0.5,5.8755,-135.0,1.84571,No pruning,human-vs-human,31,3,,
153,0.001,0.2,0.023597,1.0,0.88889,0.66934,-0.37923,7.0,-99.999,1.4472900000000002,No pruning,human-vs-human,31,4,,
154,0.001,0.057388,0.019629,1.0,0.8,0.8,0.4,2.5,15.0,1.46311,No pruning,human-vs-human,31,5,,
155,0.001,0.16442,0.018664,0.78125,1.025,0.74999,0.2209,2.9375,13.0,1.5758700000000003,No pruning,human-vs-human,32,1,,
156,0.001,0.2,0.020321,1.0,1.0,1.0,0.3,2.5,7.4325,1.086984,No pruning,human-vs-human,32,2,,
157,0.001,0.2,0.01,0.4289,1.1277,1.5,0.5,2.5,15.0,1.2781500000000001,No pruning,human-vs-human,32,3,,
158,0.001,0.083333,0.02,0.5,1.0,1.0,0.3,3.5,15.0,1.3373500000000003,No pruning,human-vs-human,32,4,,
159,0.0010833,0.2,0.02,0.33701,1.2081,1.3333,0.3,3.6954,-3.5148,1.55137,No pruning,human-vs-human,32,5,,
160,0.0076156,0.2475,0.016507,0.57179,0.4,1.3333,0.5,7.0,10.0,1.8860899999999998,No pruning,human-vs-human,33,1,,
161,0.0085819,0.15605,0.021427,0.55494,0.7011,0.6848,0.37143,6.7528,-22.387,2.09763,No pruning,human-vs-human,33,2,,
162,0.005,0.22876,0.023124,0.55787,0.4,1.0,0.22434,3.5,15.0,1.7865299999999997,No pruning,human-vs-human,33,3,,
163,0.01,0.2,0.03,0.5,0.8,1.0,0.4,30.0,-44.401,1.9847899999999998,No pruning,human-vs-human,33,4,,
164,0.005,0.16999,0.01,0.25,0.67349,0.89809,0.3,3.3333,5.089,2.37018,No pruning,human-vs-human,33,5,,
165,0.0016498,0.17178,0.01,0.91613,0.8,1.0,0.3,2.5,-0.61128,1.3130700000000002,No pruning,human-vs-human,34,1,,
166,0.0045968,0.094148,0.022053,0.67256,0.88224,1.0764,0.30695,3.6201,19.003,1.69524,No pruning,human-vs-human,34,2,,
167,0.0034732,0.17712,0.01984,0.76173,1.1549,1.0074,0.30509,4.986,180.06,1.43395,No pruning,human-vs-human,34,3,,
168,0.001,0.10869,0.019472,1.0,1.1702,0.87807,0.0,3.6262,15.0,1.8776700000000002,No pruning,human-vs-human,34,4,,
169,0.001,0.2,0.044322,0.94313,1.1272,1.0,0.4,3.5,6.2588,1.43795,No pruning,human-vs-human,34,5,,
170,0.001,0.12964,0.018593,0.5,0.82963,1.5,0.037897,2.5,15.0,1.5324200000000003,No pruning,human-vs-human,35,1,,
171,0.0015309,0.27467,0.04251,1.0473,0.67063,1.2995,0.4,3.767,15.0,1.74387,No pruning,human-vs-human,35,2,,
172,0.001,0.2096,0.029997,0.89738,0.34994,1.8591,-0.024957,4.283,7.8,1.9622,No pruning,human-vs-human,35,3,,
173,0.001,0.29641,0.03,1.1021,0.62705,1.5,-0.025,3.375,14.75,1.54094,No pruning,human-vs-human,35,4,,
174,0.001,0.10001,0.01,0.55787,0.46843,1.5769,0.43337,3.3336,5.906,2.1569599999999998,No pruning,human-vs-human,35,5,,
175,0.0014444,0.2,0.036801,0.25,0.8,1.553,0.3,3.3333,15.0,1.8536199999999998,No pruning,human-vs-human,36,1,,
176,0.001,0.1,0.02,0.25,0.8,2.0,0.6,2.5,15.0,1.3979399999999997,No pruning,human-vs-human,36,2,,
177,0.001,0.53766,0.016667,0.71452,0.8,1.0,0.3,3.5,20.0,1.9649999999999999,No pruning,human-vs-human,36,3,,
178,0.005,0.28233,0.02,2.0,0.8,1.0,0.6,2.5,15.0,2.02759,No pruning,human-vs-human,36,4,,
179,0.001,0.39995,0.01,0.85216,0.91161,1.169,0.37327,2.7957,13.648,1.98403,No pruning,human-vs-human,36,5,,
180,0.010854,0.2082,0.022118,1.9067,-1.5721,1.1059,0.33116,3.7383,9.4175,2.8771200000000006,No pruning,human-vs-human,37,1,,
181,0.014428,0.42875,0.03,1.3992,0.14852,1.0,0.5,7.0,15.0,2.2210999999999994,No pruning,human-vs-human,37,2,,
182,0.01449,0.2,0.023011,2.0,-0.83039,1.0,0.6,4.6667,15.0,2.02314,No pruning,human-vs-human,37,3,,
183,0.024767,0.079948,0.03,1.3333,0.19437,1.0,0.3,3.3333,1.148,2.26971,No pruning,human-vs-human,37,4,,
184,0.01632,0.20021,0.046717,1.9993,-0.27156,1.0004,0.33368,2.4991,-43.531,2.51388,No pruning,human-vs-human,37,5,,
185,0.02,0.1,0.02,0.25,0.2751,-0.35055,0.3,2.5,15.0,2.2416600000000004,No pruning,human-vs-human,38,1,,
186,0.0067678,0.61259,0.012473,1.2013,0.1234,1.1189,2.957,7.7972,-11.819,2.2843400000000003,No pruning,human-vs-human,38,2,,
187,0.016833,0.2,0.01,1.0,0.028443,0.30691,1.4899,5.0,-135.0,2.7076900000000004,No pruning,human-vs-human,38,3,,
188,0.020429,0.32722,0.19913,0.31747,0.1686,0.79947,1.3928,2.499,3.3916,2.70576,No pruning,human-vs-human,38,4,,
189,0.0058978,0.30457,0.020101,0.98542,0.29661,0.096428,1.4909,4.9272,15.333,1.9186799999999997,No pruning,human-vs-human,38,5,,
190,0.88076,0.0,0.026189,0.48128,0.71518,0.81125,0.61743,2.4544,-8.486,2.1492700000000005,No pruning,human-vs-human,39,1,,
191,0.010499,0.0,0.020931,0.54253,0.56784,1.0544,1.015,1.9707,-21.366,1.81899,No pruning,human-vs-human,39,2,,
192,0.0044023,0.10134,0.02027,0.46265,0.86724,1.2399,0.39802,1.8866,14.402,1.9996599999999998,No pruning,human-vs-human,39,3,,
193,0.0054755,0.0,0.018852,0.25,0.6902,1.4586,0.28455,2.0757,13.163,2.4743299999999997,No pruning,human-vs-human,39,4,,
194,0.010013,0.1242,0.02,0.40183,0.54396,1.658,0.27744,1.5335,13.333,1.8968300000000002,No pruning,human-vs-human,39,5,,
195,0.01,0.1,0.02,1.0,0.8,1.0,0.3,2.5,15.0,1.79484,No pruning,human-vs-human,40,1,,
196,0.0018491,0.0,0.028749,0.94624,0.35,0.88431,0.625,1.625,25.25,1.8579299999999996,No pruning,human-vs-human,40,2,,
197,0.005,0.1,0.03,1.0,0.4,1.0,0.5,2.5,15.0,2.4307999999999996,No pruning,human-vs-human,40,3,,
198,0.010923,0.23755,0.023331,1.0,0.48652,1.0,0.10151,2.4999,14.999,2.3603300000000003,No pruning,human-vs-human,40,4,,
199,0.0057727,0.2001,0.030002,0.99978,0.52301,1.0003,0.00012676,2.5004,14.998,1.3658899999999998,No pruning,human-vs-human,40,5,,
200,0.0019496,0.3372,0.01,0.61004,1.0255,1.5321,0.3142,6.027,-6.4966,1.49966,No pruning,generalization,1,1,,
201,0.0023581,0.2131,0.040025,1.0004,0.8,1.0002,0.16624,3.5535,14.997,1.2474500000000002,No pruning,generalization,1,2,,
202,0.001,0.13875,0.01,0.90927,1.1723,1.0417,0.39793,4.5416,14.667,1.8540200000000002,No pruning,generalization,1,3,,
