,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
837,0.01,0.099999,0.01,0.82622,0.8,0.8,0.3,3.5,20.0,1.7447200000000003,No pruning,learning,16,3,3.0,
838,0.0079511,0.25391,0.019445,0.46895,0.91108,1.0,0.35555,4.3813,15.0,1.9729400000000001,No pruning,learning,16,4,3.0,
839,0.007,0.19236,0.01,0.78125,0.575,0.75,0.4625,2.9375,14.123,1.76799,No pruning,learning,16,5,3.0,
840,0.001,0.28654,0.02,1.0,0.70708,0.85106,0.3,2.5,15.0,1.96448,No pruning,learning,16,1,4.0,
841,0.0023333,0.2,0.021274,1.0,0.8,1.0,0.3,3.3333,15.0,1.7796300000000003,No pruning,learning,16,2,4.0,
842,0.005,0.25,0.018415,0.79661,0.84559,0.92782,0.4,3.7037,15.0,1.7235900000000002,No pruning,learning,16,3,4.0,
843,0.002941,0.26846,0.017574,0.38848,0.71024,1.2574,0.4673,5.4504,-177.3,1.77883,No pruning,learning,16,4,4.0,
844,0.0016457,0.35022,0.02,0.91406,0.8,1.3333,0.3,3.5,17.807,1.90764,No pruning,learning,16,5,4.0,
845,0.001,0.1,0.017691,0.73404,0.8,1.0,-0.4639,2.5,15.0,1.5796200000000002,No pruning,learning,16,1,5.0,
846,0.0052778,0.0,0.02,0.5,0.8,1.0,0.049522,3.2679,15.0,1.69846,No pruning,learning,16,2,5.0,
847,0.0060696,0.20271,0.02,0.5,0.80001,1.2394,0.18704,3.274,30.0,1.4121700000000001,No pruning,learning,16,3,5.0,
848,0.0057778,0.21397,0.018224,0.56815,0.72266,1.478,0.3,5.6667,26.532,1.73183,No pruning,learning,16,4,5.0,
849,0.0023333,0.12607,0.01,0.62764,0.81412,1.1526,0.3,3.5,15.0,1.9048799999999997,No pruning,learning,16,5,5.0,
850,0.001,0.013876,0.01222,0.9745,0.90029,1.017,0.59971,2.5004,14.996,1.007542,No pruning,learning,17,1,1.0,
851,0.001,0.23345,0.017298,1.2081,0.8,0.86112,0.3,2.5,15.0,1.24044,No pruning,learning,17,2,1.0,
852,0.0020034,0.3,0.019444,1.0,0.8,1.5,0.3,4.3669,15.0,1.59028,No pruning,learning,17,3,1.0,
853,0.0010833,0.11441,0.02,1.0,0.8,1.0,0.43333,5.0,15.0,1.42575,No pruning,learning,17,4,1.0,
854,0.0014444,0.2,0.01,1.0,1.0,1.0,0.5,3.03,10.0,1.5406100000000003,No pruning,learning,17,5,1.0,
855,0.001,0.3,0.04,0.87501,0.8,1.1824,0.5,3.8462,-105.17,1.8546899999999997,No pruning,learning,17,1,2.0,
856,0.0029296,0.21628,0.019652,0.97724,0.83258,1.0407,0.32645,2.7418,20.326,1.8000599999999998,No pruning,learning,17,2,2.0,
857,0.002,0.17878,0.021111,0.97582,0.69305,1.0,0.25709,2.5,15.0,1.85676,No pruning,learning,17,3,2.0,
858,0.001,0.30556,0.02,0.83792,0.8,1.6701,0.0,3.3333,5.0862,2.20603,No pruning,learning,17,4,2.0,
859,0.001,0.2,0.034377,0.99999,0.663,0.88803,0.15674,2.5,15.0,1.9027199999999997,No pruning,learning,17,5,2.0,
860,0.001,0.1273,0.019407,1.0081,0.65962,0.98474,0.33012,2.5304,15.023,1.4658,No pruning,learning,17,1,3.0,
861,0.005,0.1,0.016825,0.87978,0.42334,1.0,0.3,3.3333,15.0,1.4343599999999999,No pruning,learning,17,2,3.0,
862,0.001,0.13273,0.033333,0.61235,0.75617,1.0294,-0.024648,3.3333,-35.904,1.7743600000000002,No pruning,learning,17,3,3.0,
863,0.0020215,0.07015,0.020496,0.68398,0.39095,1.4659,0.2678,3.3222,15.309,1.94756,No pruning,learning,17,4,3.0,
864,0.001,0.16389,0.018842,0.5191,0.74982,1.4689,0.33203,3.4687,32.295,1.55331,No pruning,learning,17,5,3.0,
865,0.0034042,0.1,0.02,1.0,0.8,1.0005,0.0,3.5,15.0,1.5095300000000003,No pruning,learning,17,1,4.0,
866,0.0023689,0.076812,0.01,0.81826,0.854,1.0072,0.13768,3.8102,17.378,1.3799400000000002,No pruning,learning,17,2,4.0,
867,0.001,0.1,0.03,0.8423,0.4,1.0,0.3,3.5,15.0,1.8119399999999999,No pruning,learning,17,3,4.0,
868,0.001,0.10077,0.01,0.99891,0.99614,1.1058,0.0019286,3.5087,14.969,1.39446,No pruning,learning,17,4,4.0,
869,0.0019853,0.099999,0.026667,0.95833,0.8,1.0357,0.4,3.0755,-68.717,1.44624,No pruning,learning,17,5,4.0,
870,0.0014444,0.0,0.01,1.0,1.4499,1.0,0.4,2.5,-14.763,1.6176099999999998,No pruning,learning,17,1,5.0,
871,0.001,0.09954,0.025168,0.88686,1.1174,1.0103,0.00058528,2.7936,11.639,1.49867,No pruning,learning,17,2,5.0,
872,0.0015,0.022222,0.02,0.74243,1.1196,1.0,0.011626,2.5,15.0,1.4325899999999998,No pruning,learning,17,3,5.0,
873,0.001,0.0,0.018512,0.81373,1.3856,1.2129,0.53837,2.8725,16.703,1.48239,No pruning,learning,17,4,5.0,
874,0.001,0.10006,0.01,0.86847,1.0671,1.0001,-0.08669,2.5702,11.44,1.1467,No pruning,learning,17,5,5.0,
875,0.001,0.55072,0.02,1.1317,0.42963,0.8,1.0,5.0,140.0,2.45628,No pruning,learning,18,1,1.0,
876,0.0074757,0.35904,0.019998,1.0001,0.40006,0.50116,0.40532,5.0002,5.6453,2.11729,No pruning,learning,18,2,1.0,
877,0.0060405,0.43722,0.017364,0.81284,0.58536,0.26494,0.16459,10.245,-101.47,2.38415,No pruning,learning,18,3,1.0,
878,0.018944,0.2,0.03,1.0,0.50526,0.45865,0.4,2.5,15.0,2.2015299999999995,No pruning,learning,18,4,1.0,
879,0.0085001,0.6,0.01,1.0,0.4,0.8,1.0,35.0,15.0,2.29042,No pruning,learning,18,5,1.0,
880,0.010295,0.1,0.02,1.0,0.5558,0.8,0.3,2.7351,4.1664,2.15567,No pruning,learning,18,1,2.0,
881,0.0041324,0.28286,0.026326,1.0,0.55426,0.8,0.44444,3.4057,30.0,2.21683,No pruning,learning,18,2,2.0,
882,0.01,0.3,0.01,1.0,0.61167,0.8,0.3,3.5,10.0,2.2542999999999997,No pruning,learning,18,3,2.0,
883,0.01,0.2,0.01,0.36033,0.8,0.99999,0.4,2.5,15.0,1.94968,No pruning,learning,18,4,2.0,
884,0.0058333,0.3,0.07232,0.84609,0.8,1.0,0.4,3.3333,20.0,2.3143599999999998,No pruning,learning,18,5,2.0,
885,0.0041123,0.22751,0.039993,0.98728,0.40012,0.99982,0.28664,2.8943,-46.11,1.90488,No pruning,learning,18,1,3.0,
886,0.0052416,0.41029,0.024428,0.96256,0.12662,1.5027,0.34098,4.481,15.217,2.09886,No pruning,learning,18,2,3.0,
887,0.0028519,0.4587,0.021667,1.6823,0.62222,1.3333,0.24639,6.6667,-35.0,2.346,No pruning,learning,18,3,3.0,
888,0.004,0.2675,0.01,1.0264,0.71693,1.0,0.3,2.5,15.0,2.3907499999999997,No pruning,learning,18,4,3.0,
889,0.005,0.2,0.021965,1.0,0.8,1.0,0.6,5.0,30.0,1.89934,No pruning,learning,18,5,3.0,
890,0.006231,0.24553,0.022116,0.39531,0.61155,1.7617,0.4361,3.0289,13.325,1.80749,No pruning,learning,18,1,4.0,
891,0.0020324,0.23655,0.01959,1.0069,0.32099,1.358,0.38977,2.3025,14.097,2.17233,No pruning,learning,18,2,4.0,
892,0.0088285,0.2,0.02,1.0,0.55641,1.0,0.3,2.5,15.0,1.70018,No pruning,learning,18,3,4.0,
893,0.0028782,0.21718,0.02051,1.063,0.40241,1.0036,0.56406,2.4367,18.895,2.0238000000000005,No pruning,learning,18,4,4.0,
894,0.0044489,0.29162,0.019978,1.0584,0.40077,0.9989,0.29949,2.4981,15.009,2.14942,No pruning,learning,18,5,4.0,
895,0.007,0.13299,0.023612,1.1667,0.66414,1.0,0.3,3.3333,16.667,2.04526,No pruning,learning,18,1,5.0,
896,0.0055197,0.11298,0.022923,0.99828,0.63761,1.1105,0.60139,4.6654,45.287,1.75367,No pruning,learning,18,2,5.0,
897,0.001,0.2,0.02,1.0,0.8,1.0,0.3,2.5,15.0,1.70394,No pruning,learning,18,3,5.0,
898,0.005279,0.2,0.01,1.0089,0.40013,1.1455,0.30009,3.4996,19.998,1.7092200000000002,No pruning,learning,18,4,5.0,
899,0.0019219,0.2,0.02,1.4589,0.64355,0.91351,0.5,3.3267,15.0,2.11962,No pruning,learning,18,5,5.0,
900,0.001,0.4,0.020268,0.84189,1.1067,1.3333,0.6,4.6667,15.0,1.7768599999999999,No pruning,learning,19,1,1.0,
901,0.001,0.20046,0.019971,0.99874,0.80129,1.0014,0.29974,2.4975,14.989,1.7538799999999999,No pruning,learning,19,2,1.0,
902,0.001,0.19999,0.020002,0.95978,0.80045,1.0911,0.39918,2.4978,30.01,1.44908,No pruning,learning,19,3,1.0,
903,0.001,0.25,0.03,1.0,0.8,0.99999,0.3,2.5,15.0,1.73627,No pruning,learning,19,4,1.0,
904,0.001,0.012318,0.033588,0.25,0.94322,1.7866,0.45734,1.4836,11.993,1.3359299999999998,No pruning,learning,19,5,1.0,
905,0.0012842,0.36641,0.019541,1.0,0.99259,1.1111,0.3,3.3333,23.333,1.8761499999999998,No pruning,learning,19,1,2.0,
906,0.001,0.20635,0.02,1.1097,0.8,1.0,0.6,2.5,15.0,1.84566,No pruning,learning,19,2,2.0,
907,0.001,0.19956,0.041363,0.99915,1.0077,0.99929,0.30046,2.498,14.991,1.8957000000000002,No pruning,learning,19,3,2.0,
908,0.001,0.26382,0.01,0.99951,1.0672,1.0006,0.50012,2.499,15.004,1.7077299999999997,No pruning,learning,19,4,2.0,
909,0.0096457,0.26346,0.026242,0.84638,0.87619,0.95417,0.25455,3.9809,8.8058,1.59855,No pruning,learning,19,5,2.0,
910,0.001,0.17329,0.02639,1.0129,0.7979,1.051,0.25719,2.7515,14.981,1.74656,No pruning,learning,19,1,3.0,
911,0.0041586,0.51151,0.020028,0.87378,1.5987,1.0014,0.29909,34.975,-134.99,1.47247,No pruning,learning,19,2,3.0,
912,0.001,0.26204,0.020053,1.0659,1.1589,0.82212,0.32759,2.4257,6.4331,1.9127499999999997,No pruning,learning,19,3,3.0,
913,0.001,0.19242,0.01,0.89373,1.0881,1.0395,0.32569,2.5661,-135.32,1.28157,No pruning,learning,19,4,3.0,
914,0.001,0.2,0.02,1.0,0.8,1.0,0.3,2.5,15.0,1.47594,No pruning,learning,19,5,3.0,
915,0.005042,0.19349,0.0193,0.36543,1.2358,1.4219,0.32488,3.3942,30.306,1.84618,No pruning,learning,19,1,4.0,
916,0.0016655,0.19189,0.039851,0.9852,1.1514,0.85699,0.30161,2.4957,15.02,2.08502,No pruning,learning,19,2,4.0,
917,0.0049036,0.13111,0.019185,0.75832,1.1556,0.94001,0.61668,3.4908,16.245,1.4544599999999999,No pruning,learning,19,3,4.0,
918,0.001,0.2,0.02,1.0,1.1503,1.0,0.4,2.5,15.0,1.36867,No pruning,learning,19,4,4.0,
919,0.0023977,0.2,0.04,0.85339,1.1559,1.0,0.3,2.5,15.0,1.57124,No pruning,learning,19,5,4.0,
920,0.001,0.23634,0.01,1.0013,1.1143,1.0093,0.30602,3.3117,14.926,1.5227799999999998,No pruning,learning,19,1,5.0,
921,0.001,0.2664,0.017864,0.55722,1.1144,1.1144,0.37439,4.9242,14.084,1.59827,No pruning,learning,19,2,5.0,
922,0.001,0.0,0.02,0.25,1.25,1.25,0.625,4.625,19.0,1.2499500000000001,No pruning,learning,19,3,5.0,
923,0.001,0.0,0.01,0.62345,1.5,1.1244,0.57565,3.375,-0.23899,1.3929,No pruning,learning,19,4,5.0,
924,0.001,0.0,0.02,0.5,0.8,1.0,0.3,2.5,15.0,1.43171,No pruning,learning,19,5,5.0,
925,0.001,0.36631,0.020065,0.25,0.64925,1.0033,0.30212,2.4943,6.2396,1.68566,No pruning,learning,20,1,1.0,
926,0.0023283,0.099478,0.01,0.45977,0.53725,0.56829,0.40055,2.5805,20.022,1.6307200000000002,No pruning,learning,20,2,1.0,
927,0.001,0.28333,0.02,0.99577,0.8,0.89315,0.3,3.5114,11.319,2.3456099999999998,No pruning,learning,20,3,1.0,
928,0.001,0.067892,0.02483,0.25,0.57819,1.2484,0.45881,2.9622,12.879,1.61905,No pruning,learning,20,4,1.0,
929,0.0023333,0.25,0.02,0.48611,0.53333,0.8,0.4,5.0,7.4619,1.9264999999999997,No pruning,learning,20,5,1.0,
930,0.004016,0.19893,0.030107,0.49332,0.8024,1.6059,-7.074e-06,3.3391,20.021,1.61998,No pruning,learning,20,1,2.0,
931,0.0049035,0.09917,0.016933,0.69285,0.79388,1.2246,0.24515,3.3214,-180.07,1.8264899999999997,No pruning,learning,20,2,2.0,
932,0.005,0.2,0.03,0.5,0.4,1.3178,0.3,3.3333,15.0,2.04133,No pruning,learning,20,3,2.0,
933,0.001,0.2,0.02,0.69636,0.71577,0.98126,0.42454,3.5,15.0,1.6491700000000002,No pruning,learning,20,4,2.0,
934,0.0023333,0.2,0.02,1.0,0.8,0.8,0.5,3.6225,15.0,1.8951999999999998,No pruning,learning,20,5,2.0,
935,0.005,0.18889,0.016312,0.68781,0.43248,0.78486,0.6,2.5,15.0,2.16229,No pruning,learning,20,1,3.0,
936,0.001,0.3,0.02,1.1667,0.44894,0.7667,0.3,2.5,15.0,1.90655,No pruning,learning,20,2,3.0,
937,0.0025441,0.11581,0.014728,0.78647,0.52371,0.69301,0.49954,4.1907,17.456,2.44982,No pruning,learning,20,3,3.0,
938,0.0075559,0.19775,0.019052,0.7169,0.3496,1.0194,0.289,5.034,15.155,1.87891,No pruning,learning,20,4,3.0,
939,0.0043333,0.31667,0.04,0.99869,0.42903,0.71442,0.44444,4.0142,4.8058,2.11303,No pruning,learning,20,5,3.0,
940,0.001,0.21109,0.020001,0.99996,0.5933,0.84743,0.40003,3.4999,15.0,1.9881299999999995,No pruning,learning,20,1,4.0,
941,0.0013931,0.10762,0.029975,0.94734,0.46757,0.94064,0.21429,2.9369,15.005,1.7149999999999999,No pruning,learning,20,2,4.0,
942,0.001,0.23889,0.01,1.0,0.48249,0.8,0.11111,3.7037,15.0,1.64345,No pruning,learning,20,3,4.0,
943,0.001,0.21667,0.033333,0.98837,0.41042,0.93565,0.045586,3.5,15.0,1.8515599999999999,No pruning,learning,20,4,4.0,
944,0.0014426,0.21712,0.03,0.83633,0.53334,0.8,0.5,3.5,-143.82,2.0160899999999997,No pruning,learning,20,5,4.0,
945,0.0049961,0.2998,0.01999,0.82359,0.56992,0.99952,0.50036,4.9991,7.1982,1.74349,No pruning,learning,20,1,5.0,
946,0.0048672,0.21053,0.014644,1.0274,0.70352,0.88854,0.3883,3.553,-4.2816,2.2655,No pruning,learning,20,2,5.0,
947,0.001,0.28129,0.01,0.81138,0.6663,0.83194,0.59909,3.5032,29.375,2.2786099999999996,No pruning,learning,20,3,5.0,
948,0.0023333,0.23333,0.019907,0.93959,0.78923,0.538,0.33334,4.0,13.333,2.06027,No pruning,learning,20,4,5.0,
949,0.0094669,0.15,0.01,0.5,0.67805,1.5,0.3,3.5,15.0,2.32824,No pruning,learning,20,5,5.0,
950,0.01248,0.41944,0.015903,1.1392,0.78631,0.81461,0.15193,5.3897,16.781,2.20586,No pruning,learning,21,1,1.0,
951,0.007406,0.41846,0.023352,0.97847,0.78531,1.0246,0.28401,22.421,17.601,2.0836499999999996,No pruning,learning,21,2,1.0,
952,0.0044419,0.60896,0.019674,1.9858,0.81465,0.75691,0.12411,4.9715,-134.87,2.35893,No pruning,learning,21,3,1.0,
953,0.005,0.69357,0.02,1.0,0.8,1.0,0.3,12.312,15.0,2.2270899999999996,No pruning,learning,21,4,1.0,
954,0.0071008,0.40615,0.018316,1.2051,0.7401,0.50967,0.71709,5.5051,-6.487,2.08451,No pruning,learning,21,5,1.0,
955,0.0032362,0.13385,0.020833,0.96471,0.74199,0.81429,0.27294,4.573,11.521,2.05844,No pruning,learning,21,1,2.0,
956,0.0060608,0.27303,0.020947,0.97198,0.77468,0.97186,0.31829,7.0633,-134.77,1.9363999999999997,No pruning,learning,21,2,2.0,
957,0.005,0.3,0.01,0.86314,0.8,1.0,0.3,7.0,-10.586,2.1643099999999995,No pruning,learning,21,3,2.0,
958,0.0076334,0.21489,0.03365,1.3033,0.58231,0.90648,0.28646,4.6198,16.5,1.7933899999999998,No pruning,learning,21,4,2.0,
959,0.0039545,0.20119,0.019848,0.99337,0.52803,0.83929,0.38116,3.4829,10.042,2.11386,No pruning,learning,21,5,2.0,
960,0.01,0.096722,0.02,1.0,0.68063,1.0,0.23727,5.0,15.0,1.8763200000000002,No pruning,learning,21,1,3.0,
961,0.0099999,0.083333,0.02,0.5,0.65466,1.5,0.23218,5.8214,-90.0,2.31527,No pruning,learning,21,2,3.0,
962,0.01,0.1,0.02,1.0337,0.8,1.3333,0.5,7.0,4.1075,1.5109000000000001,No pruning,learning,21,3,3.0,
963,0.005,0.13333,0.024172,0.9642,0.4,1.1798,0.1424,3.5,15.0,1.96356,No pruning,learning,21,4,3.0,
964,0.0059463,0.2,0.03,1.0,0.35359,1.3333,0.3,5.0,30.0,1.85149,No pruning,learning,21,5,3.0,
965,0.0050288,0.24987,0.022922,1.0007,0.74263,0.80069,0.73998,4.502,78.763,1.96126,No pruning,learning,21,1,4.0,
966,0.0042673,0.15908,0.01,1.0269,0.69128,0.57233,0.37849,3.5445,3.9757,1.8715999999999997,No pruning,learning,21,2,4.0,
967,0.0045156,0.23353,0.026445,1.0207,0.75328,0.75601,0.60067,4.5926,83.526,2.00562,No pruning,learning,21,3,4.0,
968,0.005,0.21286,0.02,1.0,0.4,1.0,0.41257,4.8736,-43.589,1.8790099999999998,No pruning,learning,21,4,4.0,
969,0.0063691,0.26676,0.018569,1.0084,0.66362,0.93344,0.66762,4.9998,20.031,2.2566300000000004,No pruning,learning,21,5,4.0,
970,0.01,0.13242,0.02,0.95085,0.8,0.8,0.46494,4.6667,15.0,1.7734999999999999,No pruning,learning,21,1,5.0,
971,0.0030391,0.3,0.045,1.3229,0.8,1.0,0.3,2.8514,15.0,2.1517800000000005,No pruning,learning,21,2,5.0,
972,0.005,0.16667,0.01,1.0,0.84101,0.67403,0.3,5.0,15.0,2.08413,No pruning,learning,21,3,5.0,
973,0.0069544,0.2,0.02,0.83333,0.73855,1.0,0.3,5.0,15.0,2.13919,No pruning,learning,21,4,5.0,
974,0.005,0.25,0.01,1.0556,0.8,0.8,0.33333,2.728,15.0,2.1288600000000004,No pruning,learning,21,5,5.0,
975,0.0019428,0.16667,0.01,0.25,0.6704,1.0,0.4,3.5,20.0,1.7110500000000002,No pruning,learning,22,1,1.0,
976,0.003,0.19447,0.020844,0.25,0.44517,1.0,0.6,6.3818,15.0,1.71953,No pruning,learning,22,2,1.0,
977,0.0042089,0.20595,0.012441,0.54263,0.38207,0.77692,0.50148,4.7777,15.765,2.0664000000000002,No pruning,learning,22,3,1.0,
978,0.001,0.26263,0.024844,0.27778,0.72693,1.1022,0.31535,3.3333,3.1922,1.7739,No pruning,learning,22,4,1.0,
979,0.0053798,0.20021,0.030123,0.50112,0.73152,0.95343,0.38607,4.9946,15.025,1.85471,No pruning,learning,22,5,1.0,
980,0.001,0.1,0.021067,0.5,0.24009,1.0,0.6,5.0,30.0,2.08562,No pruning,learning,22,1,2.0,
981,0.0059703,0.19974,0.01,0.98588,0.79941,0.96087,0.79013,4.6648,139.95,1.63623,No pruning,learning,22,2,2.0,
982,0.0052284,0.18889,0.01,0.9075,0.66142,0.95577,0.53426,4.6667,59.67,1.6146999999999998,No pruning,learning,22,3,2.0,
983,0.007,0.2,0.022251,0.69964,0.49844,0.98061,0.62222,7.2593,66600.0,1.8203200000000002,No pruning,learning,22,4,2.0,
984,0.0020691,0.21382,0.01,0.8135,0.55751,1.0345,0.32245,4.9395,4.9413,1.76212,No pruning,learning,22,5,2.0,
985,0.001,0.17905,0.015,0.52492,0.35611,1.0,0.4,7.0,-15.341,1.4274800000000003,No pruning,learning,22,1,3.0,
986,0.001,0.1,0.015643,1.0,0.8,0.68917,0.13859,4.9848,-47.591,1.5189899999999998,No pruning,learning,22,2,3.0,
987,0.001,0.083375,0.01,0.25,0.80022,1.4165,0.27548,6.2622,9.9986,1.38545,No pruning,learning,22,3,3.0,
988,0.001,0.060869,0.02,0.92069,0.4,1.0,0.33333,7.0,15.0,1.2205199999999998,No pruning,learning,22,4,3.0,
989,0.0010833,0.065088,0.014444,0.86077,0.68916,0.95758,0.29196,4.8632,54.26,1.8128199999999999,No pruning,learning,22,5,3.0,
990,0.0014444,0.2,0.02,0.85272,0.88889,1.0765,0.3,3.5,-43.361,1.7981499999999997,No pruning,learning,22,1,4.0,
991,0.0036667,0.1,0.02,0.87094,0.8,0.8,0.3,5.0,3.1387,1.7594699999999999,No pruning,learning,22,2,4.0,
992,0.0047353,0.21111,0.02,1.0,0.56833,0.8,0.3,4.9461,30.0,1.5785199999999997,No pruning,learning,22,3,4.0,
993,0.001,0.1998,0.014999,0.92456,0.71524,0.76337,0.59967,2.4991,14.996,1.97362,No pruning,learning,22,4,4.0,
994,0.0031738,0.43123,0.017501,0.99165,0.91247,1.125,0.25728,427.28,10.309,1.79405,No pruning,learning,22,5,4.0,
995,0.0036667,0.13333,0.01,1.0,0.8,0.48836,0.34311,3.5,15.0,1.53494,No pruning,learning,22,1,5.0,
996,0.001,0.11258,0.023327,0.98675,0.80019,1.0002,0.31097,2.5004,15.002,1.67449,No pruning,learning,22,2,5.0,
997,0.001,0.11111,0.029057,1.0,0.8,1.0,0.3,2.5,20.0,1.85179,No pruning,learning,22,3,5.0,
998,0.001,0.18697,0.045019,1.0002,0.79975,0.99984,0.26361,3.4994,-32.021,1.6578499999999998,No pruning,learning,22,4,5.0,
999,0.001,0.093159,0.021224,0.99886,0.79984,0.57603,0.39926,3.4058,19.988,1.5077500000000001,No pruning,learning,22,5,5.0,
1000,0.001,0.11833,0.01,0.26061,0.79447,0.90153,0.61121,4.1349,2.8074,2.2228900000000005,No pruning,learning,23,1,1.0,
1001,0.003,0.14959,0.02,0.5,0.72596,0.99999,1.4265,4.6667,4.0527,1.6956,No pruning,learning,23,2,1.0,
1002,0.001,0.21862,0.01,0.25,0.4,1.3333,0.5,7.0,20.0,1.89375,No pruning,learning,23,3,1.0,
1003,0.0014444,0.3,0.03,1.0,0.8,0.7424,0.6,2.5,20.0,1.6115,No pruning,learning,23,4,1.0,
1004,0.001,0.05,0.016836,0.33593,0.4325,0.99999,1.0,2.5,-135.0,1.48932,No pruning,learning,23,5,1.0,
1005,0.001,0.1,0.01,0.5,0.8,2.1378,0.3,3.5,20.0,1.8108200000000003,No pruning,learning,23,1,2.0,
1006,0.001,0.16667,0.03,0.51145,0.4,2.0,0.3,3.652,88.174,1.6185399999999999,No pruning,learning,23,2,2.0,
1007,0.001,0.18501,0.01,1.0089,0.79933,1.0006,0.092541,2.499,15.006,1.7632800000000004,No pruning,learning,23,3,2.0,
1008,0.001,0.10791,0.043162,0.882,0.67828,0.80864,0.31232,2.4832,15.077,1.6660800000000002,No pruning,learning,23,4,2.0,
1009,0.0063501,0.14771,0.032755,0.40582,0.80679,1.3869,0.3191,3.4371,2.9555,1.5403799999999999,No pruning,learning,23,5,2.0,
1010,0.005,0.2,0.02081,1.0094,0.8,0.85284,0.5,3.4314,15.0,1.45407,No pruning,learning,23,1,3.0,
1011,0.0048797,0.15057,0.01,0.50625,0.7981,1.6294,0.3265,3.6922,4.4204,1.9561099999999996,No pruning,learning,23,2,3.0,
1012,0.0033547,0.24996,0.020002,0.97675,0.80007,1.0001,0.29995,3.4998,10.0,1.8892300000000002,No pruning,learning,23,3,3.0,
1013,0.0050544,0.29817,0.06068,0.41893,0.79388,0.80612,0.30365,5.0119,15.054,2.04177,No pruning,learning,23,4,3.0,
1014,0.002716,0.3,0.02,1.0,0.89349,0.8,0.24925,5.0,15.0,2.01067,No pruning,learning,23,5,3.0,
1015,0.001,0.1,0.016886,1.0,0.4,1.0,0.6,2.5,9.2518,1.7074500000000001,No pruning,learning,23,1,4.0,
1016,0.0057158,0.1908,0.015,1.1431,0.8,1.3333,1.0,5.0,-135.0,1.7372799999999997,No pruning,learning,23,2,4.0,
1017,0.005,0.066667,0.018649,1.0622,0.72903,1.0,0.33333,3.3333,-9.6505,1.7071100000000001,No pruning,learning,23,3,4.0,
1018,0.0037432,0.12373,0.01,0.83881,0.35,1.2576,0.875,4.2083,11.387,1.7711700000000001,No pruning,learning,23,4,4.0,
1019,0.0050246,0.16564,0.020061,1.0027,0.80277,1.0031,0.302,3.3279,10.017,1.94712,No pruning,learning,23,5,4.0,
1020,0.0025939,0.14996,0.021108,1.0112,0.39997,1.1668,0.2375,2.5002,23.335,1.8118100000000001,No pruning,learning,23,1,5.0,
1021,0.001,0.2,0.02,1.1667,0.60872,1.2489,0.66667,3.5,15.0,1.7835299999999996,No pruning,learning,23,2,5.0,
1022,0.001,0.0,0.01,0.61636,0.055966,1.6788,0.67541,2.5589,10.042,1.8136299999999999,No pruning,learning,23,3,5.0,
1023,0.001,0.18889,0.021626,1.0211,0.26161,1.4941,0.32222,2.8333,-20.1,1.7339600000000002,No pruning,learning,23,4,5.0,
1024,0.003,0.16667,0.02,1.1532,0.52635,1.0,0.5,2.5,15.0,1.33867,No pruning,learning,23,5,5.0,
1025,0.0022264,0.13333,0.016667,0.25,0.71122,1.1816,0.0,2.5,4.2985,1.79683,No pruning,learning,24,1,1.0,
1026,0.001,0.26815,0.021587,0.69755,0.87141,1.0055,0.10679,3.6785,5.9156,1.52048,No pruning,learning,24,2,1.0,
1027,0.0053801,0.21681,0.01679,0.25,0.89775,1.07,-3.3176e-05,4.9268,19.999,1.7089000000000003,No pruning,learning,24,3,1.0,
1028,0.0023334,0.27796,0.01,0.25,0.79997,2.0,-1.2702e-05,5.0,-135.0,1.5564000000000002,No pruning,learning,24,4,1.0,
1029,0.005,0.16667,0.02,1.0,1.0603,1.0667,0.3,3.5,15.0,2.3170800000000003,No pruning,learning,24,5,1.0,
1030,0.002965,0.1991,0.018651,0.99988,0.69753,0.78529,0.58706,2.5001,14.997,1.9694299999999998,No pruning,learning,24,1,2.0,
1031,0.004077,0.13333,0.02,1.0,0.8,1.0,0.74554,2.5,15.0,1.9133399999999998,No pruning,learning,24,2,2.0,
1032,0.0050875,0.33639,0.01,0.99999,0.60464,1.0,0.33641,4.4444,7.2503,1.95001,No pruning,learning,24,3,2.0,
1033,0.0073029,0.16913,0.019047,0.98874,0.48893,1.1111,0.52466,3.2849,17.765,1.8545099999999999,No pruning,learning,24,4,2.0,
1034,0.011016,0.26376,0.019913,0.78125,0.61612,1.0596,0.70573,4.5625,17.0,2.0701000000000005,No pruning,learning,24,5,2.0,
1035,0.0042914,0.2,0.01,0.375,0.66809,1.0,0.4,2.5,15.0,1.8857700000000002,No pruning,learning,24,1,3.0,
1036,0.001443,0.25009,0.01884,1.0002,0.66652,1.0,0.29992,2.5003,12.144,1.63049,No pruning,learning,24,2,3.0,
1037,0.001,0.2,0.01,0.94731,0.8,1.0,0.6,2.5,-180.0,1.8584900000000002,No pruning,learning,24,3,3.0,
1038,0.001,0.17173,0.018576,1.037,0.79307,1.0108,0.96137,2.5122,20.057,1.5680599999999998,No pruning,learning,24,4,3.0,
1039,0.0014527,0.33164,0.026153,0.76466,0.80833,0.99074,0.30602,2.7898,20.097,2.16526,No pruning,learning,24,5,3.0,
1040,0.0043855,0.20041,0.01,0.81068,0.79907,1.0001,1.044,2.5018,15.008,1.8906000000000003,No pruning,learning,24,1,4.0,
