,pruning threshold,stopping probability,feature drop rate,lapse rate,opponent scaling constant,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
1266,5.8333,0.01,0.1,0.02,0.95833,1.0,-0.10101,1.0,0.3,2.5,20.0,2.1310800000000003,Opponent scaling,time pressure,5,2,,10.0
1267,5.0016,0.0050044,0.19153,0.019989,0.95219,0.66617,0.40038,0.99946,0.29965,3.4988,20.004,2.19883,Opponent scaling,time pressure,5,3,,10.0
1268,3.0,1.0,0.18813,0.02,1.0,0.5,0.30609,1.5,0.3,3.5,10.0,2.1624600000000003,Opponent scaling,time pressure,5,4,,10.0
1269,2.3431,0.001,0.18687,0.036158,1.0071,0.97327,0.33917,1.0476,0.28488,2.4858,16.416,2.01726,Opponent scaling,time pressure,5,5,,10.0
1270,6.4389,0.01,0.2,0.02,0.7088,1.0,0.3053,0.68939,0.3,5.0,15.0,2.43067,Opponent scaling,time pressure,5,1,,20.0
1271,8.975,0.0018755,0.2,0.03,0.5625,1.4375,0.35,1.5,0.625,3.375,19.0,1.53546,Opponent scaling,time pressure,5,2,,20.0
1272,2.5125,0.0073333,0.3,0.02,0.78125,1.2188,0.45833,1.0028,0.4375,2.9375,13.0,2.6587799999999997,Opponent scaling,time pressure,5,3,,20.0
1273,2.3146,0.020101,0.366,0.01,0.77731,0.73331,0.34534,1.5052,0.25519,3.3932,10.959,2.06997,Opponent scaling,time pressure,5,4,,20.0
1274,2.8389,0.0072871,0.2,0.023333,1.0,0.99999,-0.35594,1.3333,0.6,3.3333,10.0,2.0907500000000003,Opponent scaling,time pressure,5,5,,20.0
1275,2.2692,0.84631,0.15363,0.032787,1.8016,0.63811,1.0423,1.1404,0.27323,5.4712,12.846,1.78602,Opponent scaling,time pressure,6,1,,5.0
1276,2.0598,0.010228,0.099999,0.018271,1.0,0.71687,0.70578,1.0,0.3,2.7778,15.0,1.9451399999999999,Opponent scaling,time pressure,6,2,,5.0
1277,3.0349,0.001,0.16667,0.02,1.4039,1.0,0.8,0.99999,0.3,2.5,15.0,2.1274900000000003,Opponent scaling,time pressure,6,3,,5.0
1278,0.46883,0.005,0.1857,0.016667,1.1458,0.58333,0.65,1.2909,0.54167,3.1325,16.333,1.5861399999999999,Opponent scaling,time pressure,6,4,,5.0
1279,1.0667,0.001,0.0,0.01,1.0,0.66667,0.50867,1.0383,0.2057,2.5,15.0,1.92203,Opponent scaling,time pressure,6,5,,5.0
1280,6.101,0.001,0.26916,0.01,0.99413,0.95578,0.87467,1.0099,0.34595,4.0421,16.585,1.45065,Opponent scaling,time pressure,6,1,,10.0
1281,6.0044,0.0070123,0.21155,0.019426,0.9991,0.50051,0.56254,1.1656,0.1788,7.3201,29.992,2.0209099999999998,Opponent scaling,time pressure,6,2,,10.0
1282,4.7788,0.0036208,0.1,0.019443,1.0,0.97561,0.8,1.0,0.3,2.5,10.0,1.5459999999999998,Opponent scaling,time pressure,6,3,,10.0
1283,4.4064,0.0014466,0.19415,0.01,1.0021,0.69275,0.79831,0.9142,0.29843,3.7567,15.019,1.7741600000000002,Opponent scaling,time pressure,6,4,,10.0
1284,4.6732,0.001,0.1,0.02,1.0,0.5,0.70026,1.1556,0.3,3.7895,15.0,1.56602,Opponent scaling,time pressure,6,5,,10.0
1285,4.7661,0.001,0.20076,0.019827,1.1294,1.0053,0.46565,0.99138,0.61121,2.5151,15.069,1.99692,Opponent scaling,time pressure,6,1,,20.0
1286,2.675,0.0046792,0.26667,0.023333,1.1946,0.88383,0.65,0.91488,0.38333,6.0402,7.4337,2.34724,Opponent scaling,time pressure,6,2,,20.0
1287,4.524,0.0047778,0.3,0.02,1.0,1.0,0.68906,1.0,0.6,5.0,15.0,2.07439,Opponent scaling,time pressure,6,3,,20.0
1288,2.7513,0.0093697,0.46723,0.018313,1.0073,0.994,0.67495,1.0078,0.30605,4.7092,20.068,1.91235,Opponent scaling,time pressure,6,4,,20.0
1289,5.0,0.0045078,0.30914,0.02,1.0,1.0,0.4,0.8,0.3,3.5,15.0,1.9110399999999998,Opponent scaling,time pressure,6,5,,20.0
1290,6.9914,0.0053704,0.33282,0.035556,1.4074,1.0075,0.3166,1.1489,0.45926,3.9691,15.626,2.2101800000000003,Opponent scaling,time pressure,7,1,,5.0
1291,10.0,0.0066525,0.52049,0.024746,1.5175,2.4376,0.49638,0.36116,1.0834,3.3751,4.2534,2.19132,Opponent scaling,time pressure,7,2,,5.0
1292,10.0,0.010603,0.025261,0.012528,1.3271,1.1411,0.13834,0.46357,0.54284,3.1538,12.01,2.2267699999999992,Opponent scaling,time pressure,7,3,,5.0
1293,10.0,0.0014604,0.41364,0.029796,0.74471,1.8636,0.19292,0.32188,0.81586,3.2839,7.0781,2.21588,Opponent scaling,time pressure,7,4,,5.0
1294,5.0,0.0076256,0.16667,0.02,2.0,1.0,0.50142,0.31814,0.23957,2.5,15.0,2.2685799999999996,Opponent scaling,time pressure,7,5,,5.0
1295,3.0,0.01,0.29144,0.020698,2.8117,1.0,0.8,0.82471,0.4,3.0925,15.0,2.5748100000000003,Opponent scaling,time pressure,7,1,,10.0
1296,2.025,0.019,0.29894,0.01,2.4375,1.4375,0.41494,0.5,1.0417,3.375,19.0,2.2693399999999997,Opponent scaling,time pressure,7,2,,10.0
1297,5.0,0.020751,0.31091,0.027386,1.4406,1.0556,0.29597,0.84889,0.6,3.2222,14.721,1.99997,Opponent scaling,time pressure,7,3,,10.0
1298,5.0,0.0064976,0.3,0.02,2.0,1.5,0.8,0.67664,0.5,2.5,15.0,2.0539,Opponent scaling,time pressure,7,4,,10.0
1299,4.998,0.010632,0.29984,0.021949,1.7305,1.0006,0.80061,1.0007,0.50042,4.6682,30.005,2.23289,Opponent scaling,time pressure,7,5,,10.0
1300,2.2863,0.021061,0.1569,0.014444,1.4713,0.92506,0.509,0.79714,0.93021,2.733,13.352,2.3693300000000006,Opponent scaling,time pressure,7,1,,20.0
1301,2.9785,0.010019,0.13361,0.019994,1.5507,1.013,0.49801,0.80093,0.49139,2.5018,30.008,2.64996,Opponent scaling,time pressure,7,2,,20.0
1302,4.8615,0.001821,0.28243,0.027476,1.0095,1.0243,0.37557,0.825,0.96116,2.5366,19.749,1.8687099999999996,Opponent scaling,time pressure,7,3,,20.0
1303,3.0524,0.001,0.16667,0.022046,1.0,1.0,0.4,0.8,0.43333,2.5,15.0,1.9814299999999996,Opponent scaling,time pressure,7,4,,20.0
1304,6.8372,0.001,0.20002,0.042527,0.99999,1.1181,0.43097,0.8383,0.36664,2.4999,14.995,2.09836,Opponent scaling,time pressure,7,5,,20.0
1305,7.0,0.46943,0.2,0.03,4.0,0.82128,0.8,1.0,0.33333,2.5,15.0,2.2634700000000003,Opponent scaling,time pressure,8,1,,5.0
1306,2.5167,0.01208,0.3,0.018339,1.1594,1.0837,0.8,0.54059,0.3,2.5,8.6056,2.69501,Opponent scaling,time pressure,8,2,,5.0
1307,7.9215,0.011693,0.29443,0.01,1.0,1.0,0.73612,0.65798,0.66667,3.5,7.2503,2.5383000000000004,Opponent scaling,time pressure,8,3,,5.0
1308,7.0,0.02,0.3,0.01,1.0,0.65315,0.86667,0.71208,0.18072,2.7657,15.0,2.39073,Opponent scaling,time pressure,8,4,,5.0
1309,5.6203,0.021802,0.28411,0.015794,1.3208,0.816,0.98926,0.78972,0.82438,2.868,11.157,2.43397,Opponent scaling,time pressure,8,5,,5.0
1310,7.0,0.023333,0.6,0.02,2.0,1.0,0.46244,0.057735,0.3,9.0412,-8.0948,2.4026199999999998,Opponent scaling,time pressure,8,1,,10.0
1311,5.3384,0.030126,0.36827,0.024813,4.0,1.3681,0.14034,0.4214,0.1845,3.2362,1.9819,2.4065199999999995,Opponent scaling,time pressure,8,2,,10.0
1312,3.6032,0.01,0.2,0.022137,0.99999,0.875,1.0,0.092083,0.3,2.5,22.256,3.0493900000000003,Opponent scaling,time pressure,8,3,,10.0
1313,5.4302,0.014675,0.53978,0.043709,2.0001,1.4552,0.79991,0.24449,0.30007,4.9998,5.3038,2.75603,Opponent scaling,time pressure,8,4,,10.0
1314,3.9915,0.01,0.2,0.02,3.7721,0.78485,0.5632,-0.2422,0.4,2.5,15.0,2.6957400000000002,Opponent scaling,time pressure,8,5,,10.0
1315,2.411,0.022634,0.2,0.041343,1.3647,1.0438,0.37549,0.53929,0.095294,2.963,20.0,2.29821,Opponent scaling,time pressure,8,1,,20.0
1316,3.7612,0.012851,0.3,0.03,0.9226,1.1291,0.50841,0.57277,0.24781,4.6667,15.0,2.48571,Opponent scaling,time pressure,8,2,,20.0
1317,3.6309,0.0023948,0.56647,0.030557,1.3017,1.3017,0.36637,0.30349,0.017164,4.0763,19.223,2.52109,Opponent scaling,time pressure,8,3,,20.0
1318,5.8341,0.011531,0.45103,0.021701,1.0744,1.0744,0.72346,0.49857,0.24472,3.6232,15.68,2.0653599999999996,Opponent scaling,time pressure,8,4,,20.0
1319,4.2225,0.0051403,0.28333,0.017939,1.3146,1.0,0.44967,0.34262,0.12748,4.219,16.667,2.38837,Opponent scaling,time pressure,8,5,,20.0
1320,5.2619,0.001,0.3986,0.01,0.99115,0.99623,0.85527,0.90558,0.29575,4.4225,20.059,2.46833,Opponent scaling,time pressure,9,1,,5.0
1321,5.2885,0.0038759,0.2753,0.021111,1.0,1.0,0.8,0.7386,0.3,2.4331,5.3642,1.9028300000000002,Opponent scaling,time pressure,9,2,,5.0
1322,5.0,0.0044193,0.2,0.02,0.99999,0.66497,0.53333,0.74661,0.3,2.5,20.0,1.9956599999999998,Opponent scaling,time pressure,9,3,,5.0
1323,5.0,0.001,0.094444,0.02,1.6524,0.25,0.8,1.3333,0.3,3.2567,15.0,3.25955,Opponent scaling,time pressure,9,4,,5.0
1324,5.0,0.001,0.24118,0.017328,1.0,1.0,0.8,0.8,0.3,2.5,7.9709,1.41744,Opponent scaling,time pressure,9,5,,5.0
1325,6.0,0.0044115,0.2,0.02,1.0414,0.65722,0.8,1.0,0.4,3.7764,15.0,2.59814,Opponent scaling,time pressure,9,1,,10.0
1326,2.2859,0.01,0.083333,0.02,1.0,0.5,0.8,0.99999,0.3,2.5,15.0,2.41656,Opponent scaling,time pressure,9,2,,10.0
1327,4.9808,0.001,0.32589,0.018013,1.0032,1.0459,0.73783,0.90065,0.23542,2.9556,14.205,2.01154,Opponent scaling,time pressure,9,3,,10.0
1328,5.0,0.013187,0.1,0.02,1.0,1.0,0.8,0.66714,0.251,2.5,15.0,2.1710700000000003,Opponent scaling,time pressure,9,4,,10.0
1329,5.0,0.01,0.2,0.02,1.0,1.0,0.8,1.0,0.3,2.5,15.0,1.7694199999999998,Opponent scaling,time pressure,9,5,,10.0
1330,3.0985,0.001,0.17982,0.010999,1.0473,0.71659,0.48094,1.0505,0.35976,2.5884,14.596,2.0891300000000004,Opponent scaling,time pressure,9,1,,20.0
1331,3.0,0.011667,0.2,0.022346,1.0,1.0375,0.54,0.93281,0.4,2.5,15.0,1.74241,Opponent scaling,time pressure,9,2,,20.0
1332,6.0302,0.001,0.29071,0.01969,0.98645,0.70039,0.81394,0.98502,0.28993,2.4729,15.124,2.0895500000000005,Opponent scaling,time pressure,9,3,,20.0
1333,8.0035,0.0015737,0.3,0.023333,1.2053,0.76207,0.76377,1.0,0.3,3.3333,15.0,2.0048500000000002,Opponent scaling,time pressure,9,4,,20.0
1334,10.0,0.001,0.1,0.02,1.3575,1.0393,0.8,1.0,0.3,2.5,10.538,2.6142700000000003,Opponent scaling,time pressure,9,5,,20.0
1335,0.1,0.0084529,0.17895,0.02499,0.87115,0.50261,0.78566,1.0523,0.34749,3.2527,17.696,2.59728,Opponent scaling,time pressure,10,1,,5.0
1336,1.9921,0.0069789,0.2,0.02,1.1167,1.0,0.8,1.0,0.3,3.5,15.0,1.94495,Opponent scaling,time pressure,10,2,,5.0
1337,7.0,0.01,0.19173,0.02,1.0885,0.25,0.60052,1.0,0.4,5.0,40.0,2.1338,Opponent scaling,time pressure,10,3,,5.0
1338,4.1478,0.0054684,0.21359,0.024734,1.0503,0.46177,0.63259,1.0119,0.30775,3.3013,14.905,1.56711,Opponent scaling,time pressure,10,4,,5.0
1339,3.0,0.0055,0.1,0.02,1.0,0.25,0.60761,0.8,0.3,2.5,15.0,2.00231,Opponent scaling,time pressure,10,5,,5.0
1340,5.0,0.01,0.2,0.02,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.6518500000000005,Opponent scaling,time pressure,10,1,,10.0
1341,5.8598,0.01,0.3,0.02,0.95833,1.0,0.54611,0.7054,0.3,2.5,15.0,2.54705,Opponent scaling,time pressure,10,2,,10.0
1342,0.1,0.01,0.28396,0.06,1.0,0.44376,0.47356,1.0,0.3,3.3333,15.0,2.2223199999999994,Opponent scaling,time pressure,10,3,,10.0
1343,7.0,0.011781,0.2,0.01,1.0,1.0,0.8,0.85692,0.44048,2.5,6.4301,2.5033000000000003,Opponent scaling,time pressure,10,4,,10.0
1344,3.3842,0.006884,0.41293,0.024659,1.0,0.76716,0.8,1.0,0.3,2.5,15.0,1.76843,Opponent scaling,time pressure,10,5,,10.0
1345,2.0264,0.010103,0.196,0.018441,1.3196,0.9233,0.41739,0.88827,0.29957,3.228,14.995,2.14459,Opponent scaling,time pressure,10,1,,20.0
1346,2.7027,0.0057306,0.39947,0.021175,1.0574,1.0064,0.78035,1.0831,0.40231,5.7174,14.335,2.3828000000000005,Opponent scaling,time pressure,10,2,,20.0
1347,3.9777,0.004137,0.46237,0.01,1.2928,1.1721,0.32038,0.85256,0.17217,7.4425,13.427,1.9309699999999999,Opponent scaling,time pressure,10,3,,20.0
1348,2.2108,0.010053,0.54939,0.011243,1.6363,0.93673,0.57379,0.58436,0.029832,14.625,33.325,2.07208,Opponent scaling,time pressure,10,4,,20.0
1349,1.3731,0.0063752,0.20617,0.01,1.45,0.51036,0.45894,0.97929,0.4096,6.9534,29.834,2.1577699999999997,Opponent scaling,time pressure,10,5,,20.0
1350,4.2875,0.001,0.099034,0.019903,1.0042,0.86796,0.80435,0.86141,0.41147,3.3418,14.961,2.32081,Opponent scaling,time pressure,11,1,,5.0
1351,8.0,0.0066667,0.2,0.015,3.0,0.76353,0.8,1.1764,0.3,3.246,15.0,1.6102699999999999,Opponent scaling,time pressure,11,2,,5.0
1352,3.6522,0.001,0.0,0.03,1.4375,0.85157,0.75,0.5,0.625,1.625,11.647,2.07385,Opponent scaling,time pressure,11,3,,5.0
1353,5.0,0.0057206,0.3,0.019444,1.0,1.0,0.4,-0.11153,0.27262,2.5,7.2519,1.3921299999999999,Opponent scaling,time pressure,11,4,,5.0
1354,5.0,0.0094105,0.3,0.02,1.0,1.0,0.53167,0.57422,1.4745,5.0,15.0,1.99389,Opponent scaling,time pressure,11,5,,5.0
1355,5.0,0.0043457,0.2,0.02,1.0782,1.0,0.8,-0.13473,0.23172,3.717,20.0,1.8083600000000004,Opponent scaling,time pressure,11,1,,10.0
1356,3.0,0.01,0.2,0.02,1.1397,0.5,0.64487,0.60039,0.6,7.0,30.0,1.47914,Opponent scaling,time pressure,11,2,,10.0
1357,4.0,0.001,0.24884,0.04,1.0,0.64352,0.84444,1.0,0.6,6.1111,15.0,1.97632,Opponent scaling,time pressure,11,3,,10.0
1358,3.0,0.001,0.2,0.023333,1.0,0.36463,0.8,1.0,0.3,5.0,15.0,2.24691,Opponent scaling,time pressure,11,4,,10.0
1359,3.16,0.0027164,0.14736,0.01,1.0,0.5,0.46544,1.1111,1.3068,3.3333,15.0,1.6674000000000002,Opponent scaling,time pressure,11,5,,10.0
1360,10.0,0.001,0.12348,0.01,1.2416,0.711,0.29169,1.3414,3.244,5.6633,43.585,1.6296199999999998,Opponent scaling,time pressure,11,1,,20.0
1361,4.1833,0.01,0.2,0.02,2.0,0.5,0.88889,0.73799,0.6,3.7434,30.0,1.7292200000000002,Opponent scaling,time pressure,11,2,,20.0
1362,1.6116,0.015285,0.048923,0.029999,1.9028,1.0433,0.22222,0.90665,1.6374,2.6805,19.555,1.8033000000000001,Opponent scaling,time pressure,11,3,,20.0
1363,10.0,0.001,0.078996,0.01106,1.4375,0.73686,0.35,0.5,0.92501,3.375,11.0,1.53236,Opponent scaling,time pressure,11,4,,20.0
1364,6.9651,0.01055,0.21786,0.029988,1.1542,1.0003,0.70027,0.69963,0.48027,4.6673,14.998,1.4767500000000002,Opponent scaling,time pressure,11,5,,20.0
1365,3.0853,0.021416,0.44827,0.023316,2.9829,1.0182,0.51657,0.85882,0.3401,5.0538,-9.0959,2.3462500000000004,Opponent scaling,time pressure,12,1,,5.0
1366,5.008,0.012232,0.19099,0.093333,2.6352,1.0,0.6209,0.99999,0.3,5.0,15.0,2.86245,Opponent scaling,time pressure,12,2,,5.0
1367,2.55,0.011383,0.53333,0.019308,4.0,1.6167,0.8,1.0491,0.3,2.5,15.0,2.53876,Opponent scaling,time pressure,12,3,,5.0
1368,6.8091,0.016835,0.64132,0.01,2.969,0.9875,0.69729,0.9998,0.30013,4.4449,-979.61,2.66824,Opponent scaling,time pressure,12,4,,5.0
1369,4.4205,0.028578,0.29992,0.021118,1.9999,1.0001,0.79988,0.26553,0.49997,3.3331,14.999,2.4522199999999996,Opponent scaling,time pressure,12,5,,5.0
1370,4.2562,0.0054617,0.30086,0.014314,1.2206,1.2206,0.22351,-1.1052,0.47757,2.9412,17.017,2.6276800000000002,Opponent scaling,time pressure,12,1,,10.0
1371,10.0,0.01,0.16667,0.015,1.0,2.0,0.8,0.35553,0.4,2.5,15.0,3.44857,Opponent scaling,time pressure,12,2,,10.0
1372,9.9999,0.02,0.2,0.02,3.56,1.0,0.8,1.0,0.3,3.6518,15.0,2.9663199999999996,Opponent scaling,time pressure,12,3,,10.0
1373,5.4537,0.012844,0.55,0.02,4.0,3.721,0.45951,0.29069,0.3,2.5,30.0,2.90224,Opponent scaling,time pressure,12,4,,10.0
1374,2.4536,0.005,0.2,0.02151,2.0,1.0242,0.6225,0.39125,0.3,2.7778,15.0,3.1677600000000004,Opponent scaling,time pressure,12,5,,10.0
1375,6.0007,0.025915,0.33214,0.040035,0.99986,0.25,-0.36685,0.99961,0.30025,2.5007,-21.034,2.39919,Opponent scaling,time pressure,12,1,,20.0
1376,3.0,0.013333,0.56633,0.024117,2.0,1.0484,0.20121,0.85674,0.33333,3.5453,15.0,2.58499,Opponent scaling,time pressure,12,2,,20.0
1377,2.2113,0.0026386,0.49129,0.028064,1.3528,0.64721,-0.079034,1.2514,0.1976,2.6278,18.226,2.40259,Opponent scaling,time pressure,12,3,,20.0
1378,5.0,0.57219,0.2,0.24,3.4959,1.0,0.8,1.0,0.5,2.5,15.0,2.4082500000000002,Opponent scaling,time pressure,12,4,,20.0
1379,4.4604,0.0030553,0.37616,0.028808,1.3854,1.3854,-0.023133,1.4404,0.01374,4.2293,18.523,2.8625900000000004,Opponent scaling,time pressure,12,5,,20.0
1380,8.8438,0.0083629,0.2966,0.019505,0.99876,0.97678,0.83445,0.78929,0.32488,4.9535,11.395,2.2855499999999997,Opponent scaling,time pressure,13,1,,5.0
1381,3.1537,0.014215,0.61806,0.020556,2.0243,1.0243,1.0417,0.12345,-0.013895,3.4663,30.222,2.4108899999999998,Opponent scaling,time pressure,13,2,,5.0
1382,5.0,0.01,0.2,0.02,1.0,1.1667,0.8,-0.041385,0.11126,2.5,15.0,2.0536299999999996,Opponent scaling,time pressure,13,3,,5.0
1383,5.0,0.0073333,0.33986,0.04,1.0,0.625,0.8,1.0,0.3,2.5,9.6843,2.71788,Opponent scaling,time pressure,13,4,,5.0
1384,4.9451,0.010084,0.39748,0.01,0.99901,0.98373,0.78326,0.56298,0.28791,3.5418,14.851,2.3529,Opponent scaling,time pressure,13,5,,5.0
1385,2.3301,0.29796,0.2,0.01,1.0,0.77958,0.8,1.0,0.3,3.5,10.0,2.57143,Opponent scaling,time pressure,13,1,,10.0
1386,0.1,0.019736,0.28592,0.01,0.99393,0.67031,0.80625,0.79375,0.50521,2.4878,15.056,2.1500199999999996,Opponent scaling,time pressure,13,2,,10.0
1387,5.8344,0.014881,0.26207,0.019213,0.95986,0.91784,0.81962,0.92895,0.31417,6.8701,14.826,2.7579900000000004,Opponent scaling,time pressure,13,3,,10.0
1388,2.9055,0.5854,0.19898,0.016658,0.99941,0.92274,0.72237,0.57917,0.33377,2.4988,14.995,2.5083399999999996,Opponent scaling,time pressure,13,4,,10.0
1389,4.5592,0.02,0.4,0.01,1.0,1.0419,0.8,1.0,0.3,5.0,15.0,2.1991399999999994,Opponent scaling,time pressure,13,5,,10.0
1390,5.0467,0.0089655,0.40173,0.01,1.4423,1.6619,0.74616,0.50166,0.13259,3.3826,25.308,1.92583,Opponent scaling,time pressure,13,1,,20.0
1391,2.5013,0.0048165,0.30422,0.027721,1.2471,1.2238,0.57902,0.79631,0.61984,4.5524,23.981,2.52414,Opponent scaling,time pressure,13,2,,20.0
1392,3.1931,0.001,0.30105,0.01,1.1786,0.82137,0.61627,0.61627,0.65311,2.8573,16.633,2.55425,Opponent scaling,time pressure,13,3,,20.0
1393,3.0,0.005,0.55,0.026039,1.0,1.0814,0.8,0.8,0.4,5.0,15.0,2.33963,Opponent scaling,time pressure,13,4,,20.0
1394,2.5842,0.011202,0.35331,0.016115,1.0186,0.97348,0.8689,0.83126,0.56059,3.2803,12.697,2.3597,Opponent scaling,time pressure,13,5,,20.0
1395,3.0,0.01,0.2,0.02,1.0,1.0,0.59978,0.99999,0.3,3.3333,30.0,2.0246199999999996,Opponent scaling,time pressure,14,1,,5.0
1396,2.1043,0.3354,0.20544,0.01,1.4647,0.95807,0.70255,0.99971,0.19128,3.4993,20.003,2.0988800000000003,Opponent scaling,time pressure,14,2,,5.0
1397,2.0147,0.014887,0.2,0.02,1.0,1.0,0.63084,1.0,0.5,3.5,9.0502,2.30022,Opponent scaling,time pressure,14,3,,5.0
1398,2.3787,0.0079963,0.31029,0.022226,1.4942,0.9026,0.82573,1.1323,0.49452,3.8011,7.6138,2.4475799999999994,Opponent scaling,time pressure,14,4,,5.0
1399,2.4044,0.01,0.29709,0.01,1.0,1.0747,0.8,1.0,0.3,3.3333,9.2844,2.08641,Opponent scaling,time pressure,14,5,,5.0
1400,3.0,0.01,0.2,0.02,1.0,1.0,0.8,1.0,0.3,2.5,15.0,1.8464099999999999,Opponent scaling,time pressure,14,1,,10.0
1401,1.55,0.001,0.20627,0.017873,1.4044,1.0,0.8,1.0,0.3,2.5,15.0,1.9378900000000001,Opponent scaling,time pressure,14,2,,10.0
1402,1.4035,0.011368,0.20905,0.034948,1.2375,0.79738,0.79952,1.0278,0.11397,3.4375,36.438,2.1793199999999997,Opponent scaling,time pressure,14,3,,10.0
1403,2.9982,0.001,0.19963,0.019981,0.99918,0.99918,0.80084,1.0009,0.29939,2.4984,15.007,1.78857,Opponent scaling,time pressure,14,4,,10.0
1404,3.0078,0.001,0.2,0.016667,1.0,1.0,0.5915,0.8,0.5,3.3333,10.0,2.5453900000000003,Opponent scaling,time pressure,14,5,,10.0
1405,2.7567,0.0082929,0.20737,0.020032,0.98792,0.92995,0.67447,1.0138,0.45365,3.8176,15.725,2.0144200000000003,Opponent scaling,time pressure,14,1,,20.0
1406,1.7165,0.0084518,0.48036,0.02,1.0,0.95833,0.8,1.3333,0.33333,3.3333,13.333,1.9238,Opponent scaling,time pressure,14,2,,20.0
1407,2.1684,0.014105,0.3,0.01,1.1396,1.0,0.8,1.133,0.5,3.3333,7.0248,1.99027,Opponent scaling,time pressure,14,3,,20.0
1408,2.0972,0.0098817,0.20084,0.031888,1.0439,0.49537,0.79167,1.5116,0.31737,5.588,7.7333,2.1969,Opponent scaling,time pressure,14,4,,20.0
1409,1.0299,0.0098924,0.21111,0.01,1.0,0.5,0.8,1.0,0.3,2.5,15.0,2.28349,Opponent scaling,time pressure,14,5,,20.0
1410,5.0,0.001,0.33547,0.016667,0.95833,1.0,0.8,1.0,0.3,2.5,20.0,2.01372,Opponent scaling,time pressure,15,1,,5.0
1411,5.0133,0.0057793,0.3,0.02,1.0,1.0,0.4,0.8,0.3,5.0,15.0,1.9020999999999997,Opponent scaling,time pressure,15,2,,5.0
1412,2.55,0.005,0.2,0.02,1.0,0.91772,0.4,0.8,0.3,2.4837,15.0,2.34941,Opponent scaling,time pressure,15,3,,5.0
1413,0.1,0.02742,0.21765,0.027952,1.9982,0.5,0.61001,1.0,0.3,2.5151,15.37,1.9891299999999998,Opponent scaling,time pressure,15,4,,5.0
1414,3.0,0.001,0.16667,0.01,2.0,0.42797,0.8,1.0,0.3,2.5,15.0,2.36747,Opponent scaling,time pressure,15,5,,5.0
1415,7.5866,0.0055,0.4,0.02,0.99999,2.0,0.32703,0.56993,0.4,3.3333,35.12,2.1951099999999997,Opponent scaling,time pressure,15,1,,10.0
1416,3.0,0.0027231,0.2,0.015,2.0,0.95833,0.20905,0.8,0.66666,3.3333,20.0,2.22515,Opponent scaling,time pressure,15,2,,10.0
1417,5.2264,0.013109,0.2,0.06,1.6646,1.0412,-0.089351,1.1111,0.3,2.5,15.0,1.7071100000000001,Opponent scaling,time pressure,15,3,,10.0
1418,7.1246,0.001,0.33583,0.019383,1.9724,0.97103,0.40733,0.67816,0.52366,3.2781,30.252,2.0379300000000002,Opponent scaling,time pressure,15,4,,10.0
1419,3.1025,0.0065949,0.16298,0.020693,1.6377,0.99065,0.29682,0.89901,0.58268,3.8972,17.778,2.3051899999999996,Opponent scaling,time pressure,15,5,,10.0
1420,5.275,0.011548,0.2,0.023168,2.0,1.0,0.40259,0.94035,0.4,3.3333,20.0,1.8621599999999998,Opponent scaling,time pressure,15,1,,20.0
1421,4.4228,0.0028615,0.10666,0.01,1.7961,1.3056,-0.38703,0.59813,0.24813,2.0922,16.864,1.83107,Opponent scaling,time pressure,15,2,,20.0
1422,3.55,0.01,0.16667,0.01,2.0,0.92665,0.50607,1.0,0.4,2.5,13.318,2.28839,Opponent scaling,time pressure,15,3,,20.0
1423,9.5202,0.009168,0.37778,0.018958,1.0,1.0,0.50454,0.82385,0.33333,2.5,8.9833,2.11521,Opponent scaling,time pressure,15,4,,20.0
1424,8.3486,0.0050016,0.19914,0.020063,1.0989,1.2305,0.21494,0.66794,0.29984,2.5038,15.032,2.0732500000000003,Opponent scaling,time pressure,15,5,,20.0
1425,3.0,0.0075,0.3,0.023333,4.0,1.0,1.6,1.4372,0.5,2.5,20.0,1.8867999999999998,Opponent scaling,time pressure,16,1,,5.0
1426,6.1739,0.0049584,0.67672,0.021348,4.0,0.85275,1.6208,1.2587,0.19984,5.0056,14.398,1.8501599999999996,Opponent scaling,time pressure,16,2,,5.0
1427,5.0,0.005,0.2,0.018729,2.0,1.2184,1.0969,1.0394,0.3,2.8197,15.0,2.0628800000000003,Opponent scaling,time pressure,16,3,,5.0
1428,3.3667,0.0058333,0.29342,0.021042,2.6667,0.98322,0.8,0.93332,0.14779,3.3333,15.0,2.0874099999999998,Opponent scaling,time pressure,16,4,,5.0
1429,3.1885,0.005,0.3,0.02,3.3408,0.95833,1.2109,0.8,0.3,2.5,20.0,1.8774500000000003,Opponent scaling,time pressure,16,5,,5.0
1430,9.421,0.001,0.64538,0.01,1.7973,1.405,1.25,0.10228,0.71049,8.125,16.0,1.75205,Opponent scaling,time pressure,16,1,,10.0
1431,4.9091,0.015914,0.25101,0.01866,2.0907,1.3741,0.83362,0.48452,0.38295,4.6132,14.726,1.9156400000000002,Opponent scaling,time pressure,16,2,,10.0
1432,5.7093,0.0054413,0.45647,0.01,1.5352,1.1307,0.66513,0.57053,0.44597,6.6516,-110.88,1.64926,Opponent scaling,time pressure,16,3,,10.0
