,pruning threshold,stopping probability,feature drop rate,lapse rate,opponent scaling constant,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
0,8.0003,0.001,0.28025,0.01,0.99998,0.99987,0.58408,1.333,0.16636,2.4994,14.997,2.10629,Opponent scaling,human-vs-human,1,1,,
1,1.5604,0.0056211,0.10149,0.020238,0.99516,0.74764,0.59116,1.0088,0.60921,2.5096,26.594,1.70091,Opponent scaling,human-vs-human,1,2,,
2,5.568,0.001,0.29118,0.02,1.0,0.95833,0.4,1.0,0.3,3.3333,131.25,2.13202,Opponent scaling,human-vs-human,1,3,,
3,7.5243,0.01,0.0,0.02,1.0,0.5,0.4,1.3242,0.4,2.5,20.0,2.07082,Opponent scaling,human-vs-human,1,4,,
4,3.55,0.007,0.1259,0.025527,0.97358,0.89491,0.59991,0.5412,0.3,2.5,15.0,2.26609,Opponent scaling,human-vs-human,1,5,,
5,6.9923,0.010016,0.33709,0.019961,3.5486,1.5017,0.79827,0.72066,0.12455,4.671,15.015,1.81836,Opponent scaling,human-vs-human,2,1,,
6,5.109,0.020097,0.21287,0.023014,4.0,1.0878,1.0322,0.78338,0.45364,3.7114,20.257,1.7278,Opponent scaling,human-vs-human,2,2,,
7,5.8829,0.012489,0.21033,0.022765,4.0,1.2992,0.67556,1.022,0.38988,7.3794,17.888,1.92593,Opponent scaling,human-vs-human,2,3,,
8,6.9254,0.011064,0.2,0.028545,2.6667,2.0726,0.4,0.86698,0.5,4.5777,15.0,2.22387,Opponent scaling,human-vs-human,2,4,,
9,3.3141,0.001,0.087243,0.026668,4.0,0.25,0.68729,-0.35719,0.77202,3.6185,11.871,2.09589,Opponent scaling,human-vs-human,2,5,,
10,2.9819,0.001,0.20997,0.01,0.9782,1.0474,0.82242,0.82243,0.2838,3.5561,10.137,1.77936,Opponent scaling,human-vs-human,3,1,,
11,2.9433,0.001,0.2,0.019444,0.875,1.1039,0.8,1.0,0.43193,2.5,15.0,1.77653,Opponent scaling,human-vs-human,3,2,,
12,1.8185,0.0036453,0.19477,0.01,1.1479,1.0,0.8,1.0,0.3,3.0933,15.0,1.92749,Opponent scaling,human-vs-human,3,3,,
13,3.0,0.001,0.28499,0.02,1.0,1.0,0.8,1.3333,0.4,3.5,15.0,1.8259,Opponent scaling,human-vs-human,3,4,,
14,2.5167,0.01,0.23,0.02,1.0867,1.0,0.8,1.0942,0.3,3.5,10.0,2.01963,Opponent scaling,human-vs-human,3,5,,
15,3.1111,0.001,0.3807,0.027896,1.1762,0.99703,0.82653,0.99661,0.3022,3.3393,30.027,2.27218,Opponent scaling,human-vs-human,4,1,,
16,0.77218,0.004,0.3,0.034338,4.0,0.54775,0.8,1.0,0.4,2.5,40.0,2.41296,Opponent scaling,human-vs-human,4,2,,
17,3.4104,0.01,0.2,0.035,1.4181,1.0,0.91906,1.0,0.05,2.5,15.0,2.23618,Opponent scaling,human-vs-human,4,3,,
18,1.1127,0.0050624,0.302,0.01,1.6576,0.5498,0.76639,1.0086,0.2931,2.8567,14.94,1.74578,Opponent scaling,human-vs-human,4,4,,
19,3.3783,0.004,0.3,0.03,1.1498,1.0,1.081,0.8,0.3,2.5,12.843,2.36579,Opponent scaling,human-vs-human,4,5,,
20,4.8447,0.001,0.23062,0.045306,1.6008,0.52518,0.76162,1.0,-0.076267,3.8889,30.0,1.72149,Opponent scaling,human-vs-human,5,1,,
21,10.0,0.0050524,0.29062,0.03016,0.99161,1.0777,0.79622,0.30152,0.39574,7.0217,26.598,1.90371,Opponent scaling,human-vs-human,5,2,,
22,10.0,0.002,0.21589,0.01,1.0431,0.5,0.88888,0.7932,0.3,2.8333,15.0,2.37592,Opponent scaling,human-vs-human,5,3,,
23,5.0,0.001,0.18389,0.022452,1.0662,0.83179,0.58687,0.8,0.40082,2.5,15.0,1.62761,Opponent scaling,human-vs-human,5,4,,
24,3.0,0.003,0.2,0.02,2.0,0.33333,0.8,1.0,0.3,2.8226,20.0,1.77243,Opponent scaling,human-vs-human,5,5,,
25,3.6789,0.001,0.078704,0.02,1.0383,0.5,0.8,1.0,0.16438,3.3333,20.0,1.40036,Opponent scaling,human-vs-human,6,1,,
26,3.102,0.001,0.074479,0.019448,1.0008,0.56107,0.79895,1.1689,0.29926,3.9041,16.675,1.28127,Opponent scaling,human-vs-human,6,2,,
27,1.7339,0.0040006,0.10249,0.012639,0.97569,0.86907,0.73393,0.97222,0.49743,3.5483,15.222,1.58487,Opponent scaling,human-vs-human,6,3,,
28,2.9142,0.001,0.0,0.043333,0.9488,0.83333,0.86471,0.93589,0.29307,2.9937,15.0,0.814815,Opponent scaling,human-vs-human,6,4,,
29,8.3333,0.0015045,0.149,0.03,1.0262,0.87609,0.8,1.0,0.3,2.5,15.0,1.53328,Opponent scaling,human-vs-human,6,5,,
30,3.0023,0.001,0.34815,0.031709,1.9705,1.0551,0.57895,1.0284,0.33296,2.7768,15.005,2.17858,Opponent scaling,human-vs-human,7,1,,
31,5.0,0.01,0.2,0.02,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.38513,Opponent scaling,human-vs-human,7,2,,
32,10.0,0.0099999,0.20876,0.020257,2.0876,0.82914,0.8,1.0667,0.3,7.7778,30.0,3.10716,Opponent scaling,human-vs-human,7,3,,
33,8.3279,0.0080643,0.23268,0.014423,1.4189,1.0575,0.28857,0.89683,0.38761,5.4026,14.349,1.52736,Opponent scaling,human-vs-human,7,4,,
34,4.0143,0.0097722,0.54241,0.01,1.0876,1.0111,0.57656,0.94079,0.37026,4.9778,22.492,1.96558,Opponent scaling,human-vs-human,7,5,,
35,3.2802,0.0019947,0.29966,0.019981,1.0286,1.0008,0.26415,0.56834,0.37053,4.9983,20.008,1.44388,Opponent scaling,human-vs-human,8,1,,
36,8.9976,0.0036666,0.23325,0.021681,0.98666,0.92727,0.46678,0.52165,0.4004,7.4644,14.995,2.75619,Opponent scaling,human-vs-human,8,2,,
37,3.3957,0.005058,0.24872,0.01629,1.0163,1.0749,0.40078,0.88789,1.029,3.9659,28.949,1.48847,Opponent scaling,human-vs-human,8,3,,
38,4.9997,0.0050009,0.20004,0.01,1.0001,0.80568,0.25848,1.0001,2.5236,7.0002,13.334,1.92317,Opponent scaling,human-vs-human,8,4,,
39,3.5715,0.0051787,0.20618,0.017577,1.0509,0.8672,0.50624,0.34496,0.61383,5.0082,23.563,1.90342,Opponent scaling,human-vs-human,8,5,,
40,6.425,0.013667,0.18472,0.02,1.0,2.0,0.4,1.0,0.5,1.5,13.744,2.80035,Opponent scaling,human-vs-human,9,1,,
41,5.3726,0.0053517,0.21759,0.01,1.1158,1.0385,0.43078,1.044,0.37142,2.4231,14.648,3.23618,Opponent scaling,human-vs-human,9,2,,
42,9.9999,0.0095,0.2,0.02,1.0124,1.0,0.8,1.0,0.3,2.5,15.0,3.3739,Opponent scaling,human-vs-human,9,3,,
43,5.8749,0.0046635,0.43337,0.12102,1.0472,1.3335,0.32816,0.5773,0.33346,1.7961,20.002,2.51083,Opponent scaling,human-vs-human,9,4,,
44,5.275,0.005,0.6,0.01,1.0,1.0,0.36456,1.0,0.15009,2.5,-19.611,2.29096,Opponent scaling,human-vs-human,9,5,,
45,8.9751,0.001,0.2,0.03,0.5625,1.4375,0.35,0.5,0.55824,1.625,19.0,2.00928,Opponent scaling,human-vs-human,10,1,,
46,7.5388,0.010556,0.20487,0.02,0.96948,0.83333,0.66667,0.80808,0.6,2.5,6.895,2.97349,Opponent scaling,human-vs-human,10,2,,
47,7.0,0.0075,0.2,0.02,1.0,1.0,0.54769,1.0295,0.6,2.5,12.589,1.60009,Opponent scaling,human-vs-human,10,3,,
48,10.0,0.0065297,0.4467,0.032538,0.94448,1.0555,0.40513,0.65869,0.35923,2.3902,9.655,2.33918,Opponent scaling,human-vs-human,10,4,,
49,10.0,0.01,0.21405,0.02,1.0,1.3322,0.46113,0.72678,0.3,2.5,30.0,2.84604,Opponent scaling,human-vs-human,10,5,,
50,3.0,0.005,0.2,0.02,1.0,1.0,1.0,1.0,0.3,2.5,15.0,2.24391,Opponent scaling,human-vs-human,11,1,,
51,3.2189,0.001,0.084163,0.018549,0.98438,0.99526,0.8,1.0,0.3,2.806,15.556,1.77019,Opponent scaling,human-vs-human,11,2,,
52,8.656,0.0042228,0.19545,0.019375,0.92947,0.86281,1.132,1.1675,1.1075,4.2161,8.1767,1.5612,Opponent scaling,human-vs-human,11,3,,
53,3.0969,0.001,0.25501,0.019281,1.0079,1.136,0.8,1.0,0.3,4.6667,15.0,1.78328,Opponent scaling,human-vs-human,11,4,,
54,6.6038,0.0071405,0.25891,0.02,0.74787,1.3783,0.8,1.0,2.4494,3.3333,15.0,2.05165,Opponent scaling,human-vs-human,11,5,,
55,5.1373,0.012227,0.29154,0.01,0.99747,0.50736,0.77636,0.65824,1.816,3.3484,15.21,1.73387,Opponent scaling,human-vs-human,12,1,,
56,7.3333,0.010197,0.21517,0.020644,0.97685,0.50689,0.69203,0.9868,0.63174,3.5194,15.449,1.4375,Opponent scaling,human-vs-human,12,2,,
57,7.1603,0.0038442,0.2,0.019212,1.0,0.96572,0.9063,0.49576,0.6,2.5,19.837,2.14579,Opponent scaling,human-vs-human,12,3,,
58,5.1446,0.0029332,0.22515,0.03,1.1568,1.1717,0.8,0.33815,0.5,2.5,20.0,2.37064,Opponent scaling,human-vs-human,12,4,,
59,5.4012,0.0056975,0.091291,0.015219,1.1613,0.25,1.0151,0.365,0.34472,4.7953,13.088,2.28333,Opponent scaling,human-vs-human,12,5,,
60,5.0,0.01,0.2,0.02,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.29924,Opponent scaling,human-vs-human,13,1,,
61,8.5293,0.010999,0.24488,0.023875,1.3275,1.0891,0.65207,0.59462,0.2338,3.0177,-717.52,2.04712,Opponent scaling,human-vs-human,13,2,,
62,8.0944,0.0047889,0.46666,0.021111,1.0,0.93198,0.4,1.3333,0.3,4.6667,-35.0,2.52066,Opponent scaling,human-vs-human,13,3,,
63,3.1252,0.01054,0.26405,0.01,0.97377,0.98313,0.77302,1.03,0.47752,3.3858,6.4466,2.28411,Opponent scaling,human-vs-human,13,4,,
64,4.0615,0.0048045,0.41235,0.03,0.73555,1.4828,0.44687,1.037,0.3,2.5,30.0,2.49654,Opponent scaling,human-vs-human,13,5,,
65,6.1294,0.005,0.23038,0.04,1.0,2.0,0.4,0.8,0.5,2.5,15.0,1.57715,Opponent scaling,human-vs-human,14,1,,
66,3.038,0.001,0.2049,0.013401,2.3088,1.4788,0.10969,1.1222,0.27838,3.1301,9.502,2.25074,Opponent scaling,human-vs-human,14,2,,
67,2.3918,0.010362,0.31269,0.013611,2.1795,1.4328,0.56031,1.0417,0.32708,3.4129,14.667,2.12824,Opponent scaling,human-vs-human,14,3,,
68,3.2346,0.0076208,0.24618,0.02213,1.643,1.2944,0.39931,1.16,0.25728,3.8974,3.7576,1.97216,Opponent scaling,human-vs-human,14,4,,
69,5.0576,0.011698,0.32692,0.034931,1.1709,2.0075,0.095572,0.79866,0.39996,2.8312,0.017699,1.5387,Opponent scaling,human-vs-human,14,5,,
70,2.1704,0.0070234,0.1967,0.016888,1.0069,1.0864,0.77437,0.88686,1.2505,3.7312,12.514,1.65451,Opponent scaling,human-vs-human,15,1,,
71,3.782,0.001,0.26244,0.023414,1.1163,0.31632,0.55934,0.90193,0.33557,2.494,14.973,1.63423,Opponent scaling,human-vs-human,15,2,,
72,4.0757,0.001,0.14861,0.023333,1.009,1.0,0.8,0.8,1.0,2.5,138.76,1.77251,Opponent scaling,human-vs-human,15,3,,
73,6.6091,0.0041111,0.30563,0.01,1.0,0.35742,0.79832,1.1053,0.3,4.9303,14.039,2.52848,Opponent scaling,human-vs-human,15,4,,
74,5.0,0.007301,0.1,0.02,0.87499,0.5,0.59688,0.8,1.7213,3.7554,10.0,2.13078,Opponent scaling,human-vs-human,15,5,,
75,4.8879,0.001,0.2,0.01,1.5636,1.0,0.55653,1.0,0.98095,2.5,20.0,2.67761,Opponent scaling,human-vs-human,16,1,,
76,1.505,0.01,0.096506,0.013078,2.4567,1.0556,0.82963,0.8,1.0,5.0,7.0147,2.09908,Opponent scaling,human-vs-human,16,2,,
77,5.0,0.001,0.18919,0.02,1.0,1.2313,0.60275,0.72977,0.4,2.5,15.0,1.39503,Opponent scaling,human-vs-human,16,3,,
78,2.9352,0.0051131,0.2,0.023333,1.7593,0.96528,0.65,1.1667,0.99912,2.7917,16.333,1.67276,Opponent scaling,human-vs-human,16,4,,
79,2.2398,0.001,0.091228,0.017645,1.8495,0.76365,0.68677,0.87446,0.37769,2.7949,15.732,1.5846,Opponent scaling,human-vs-human,16,5,,
80,7.6631,0.0093082,0.4,0.02,1.0,1.0,0.5242,0.92013,0.55555,2.5,15.0,1.96427,Opponent scaling,human-vs-human,17,1,,
81,9.0,0.014731,0.21243,0.021802,1.4247,0.98612,0.8,0.55729,0.3,4.0,15.0,2.63463,Opponent scaling,human-vs-human,17,2,,
82,5.4572,0.0090243,0.17978,0.020641,1.118,1.0525,0.77498,1.0,0.3,2.7778,15.0,2.56221,Opponent scaling,human-vs-human,17,3,,
83,7.8894,0.0069434,0.28602,0.031279,2.3558,0.90344,0.66583,1.0244,0.42903,2.7512,16.167,2.12054,Opponent scaling,human-vs-human,17,4,,
84,6.4058,0.010045,0.16505,0.020015,2.0043,0.79342,0.84626,1.1827,0.40316,2.4915,20.051,2.58424,Opponent scaling,human-vs-human,17,5,,
85,8.0,0.02,0.2,0.02,1.0,0.50807,0.66755,0.62714,0.5,2.5,15.0,1.94993,Opponent scaling,human-vs-human,18,1,,
86,5.4395,0.010464,0.29331,0.020006,0.97493,0.41674,0.42763,0.60921,0.33315,2.5005,15.002,2.47914,Opponent scaling,human-vs-human,18,2,,
87,5.0202,0.0096003,0.2,0.016946,1.0,0.375,0.48792,0.90988,0.3,3.3333,15.0,2.60149,Opponent scaling,human-vs-human,18,3,,
88,5.9557,0.019904,0.10499,0.018305,0.85262,0.55339,0.34983,0.72508,0.8103,2.5118,12.638,2.43443,Opponent scaling,human-vs-human,18,4,,
89,7.4918,0.011209,0.21509,0.01907,0.95934,0.52323,0.27596,1.1094,0.33028,3.0246,14.627,2.685,Opponent scaling,human-vs-human,18,5,,
90,6.4208,0.001,0.2,0.02,1.3638,0.95046,1.0632,0.77269,0.3,5.0,12.529,1.9171,Opponent scaling,human-vs-human,19,1,,
91,6.6287,0.0041111,0.019318,0.019119,1.0008,0.47661,0.41236,1.1057,1.4383,2.6498,17.512,1.67219,Opponent scaling,human-vs-human,19,2,,
92,4.2605,0.001,0.099868,0.024946,0.99943,1.0006,0.7995,0.99948,0.30036,2.4988,13.943,1.60525,Opponent scaling,human-vs-human,19,3,,
93,5.9833,0.001,0.076728,0.016011,0.70833,0.63096,0.77778,0.83075,0.44313,4.0433,12.333,1.24346,Opponent scaling,human-vs-human,19,4,,
94,7.0,0.001,0.2,0.01,2.0,0.5,0.8,1.0,0.3,3.5,15.0,0.70288,Opponent scaling,human-vs-human,19,5,,
95,0.97262,0.003315,0.12443,0.021431,1.0,0.5,0.5668,1.1667,0.3,2.9289,15.0,1.75939,Opponent scaling,human-vs-human,20,1,,
96,3.008,0.0055829,0.13568,0.020044,1.0036,0.64624,0.56896,1.0041,0.59733,3.3405,30.033,1.98781,Opponent scaling,human-vs-human,20,2,,
97,2.7682,0.001,0.16883,0.018805,1.0456,0.95641,0.36513,0.8561,0.34688,2.6129,12.057,1.95137,Opponent scaling,human-vs-human,20,3,,
98,3.2627,0.0014444,0.2,0.012499,0.95833,1.0,0.53333,1.0,0.66667,3.3333,30.0,1.90572,Opponent scaling,human-vs-human,20,4,,
99,2.679,0.010501,0.10001,0.015,1.2188,0.35069,0.16741,1.2501,0.45436,5.4373,17.001,1.33354,Opponent scaling,human-vs-human,20,5,,
100,2.7608,0.0022709,0.0,0.026682,1.0549,0.29439,1.001,1.11,-0.54892,2.6782,15.002,1.42978,Opponent scaling,human-vs-human,21,1,,
101,6.1622,0.001,0.13414,0.01,1.4623,0.25,1.5237,0.638,0.25607,5.1237,14.434,1.5191,Opponent scaling,human-vs-human,21,2,,
102,1.55,0.001,0.12022,0.02,1.1824,0.75,1.0,1.0,0.3,4.5926,15.0,1.08551,Opponent scaling,human-vs-human,21,3,,
103,7.7791,0.0037041,0.241,0.01,1.1957,0.25,1.3987,1.223,0.44494,4.0868,6.8069,1.47238,Opponent scaling,human-vs-human,21,4,,
104,3.0,0.001,0.022222,0.04,1.1321,0.25,1.0886,0.8,0.0,2.5,15.0,1.41377,Opponent scaling,human-vs-human,21,5,,
105,5.9151,0.0057594,0.087914,0.020581,0.8917,0.45804,0.74979,0.90733,-0.19832,2.2288,14.398,2.26702,Opponent scaling,human-vs-human,22,1,,
106,3.9701,0.0030067,0.24573,0.02,0.98611,0.25,0.78927,0.90036,0.24556,2.5,11.111,1.75842,Opponent scaling,human-vs-human,22,2,,
107,3.0,0.005,0.2,0.03,1.0,1.0,0.8,1.0,0.3,2.5,13.567,1.64637,Opponent scaling,human-vs-human,22,3,,
108,10.0,0.005,0.16667,0.02,1.0,0.5093,0.8,2.0,-1.6362,2.5,180.0,2.01827,Opponent scaling,human-vs-human,22,4,,
109,7.3333,0.003483,0.4,0.01,1.0,1.0,0.72149,1.0,0.10616,2.5,15.0,1.94656,Opponent scaling,human-vs-human,22,5,,
110,3.0,0.03,0.14813,0.02,1.0,1.0,0.8,1.0,0.3,3.5,15.0,1.97871,Opponent scaling,human-vs-human,23,1,,
111,0.1,0.0036691,0.27511,0.020516,1.4853,1.0182,0.45489,1.0941,0.28617,3.5479,16.834,2.25204,Opponent scaling,human-vs-human,23,2,,
112,5.0,0.014726,0.2,0.02,0.95302,0.91084,0.50605,1.2933,0.6,7.0,13.333,2.28208,Opponent scaling,human-vs-human,23,3,,
113,3.0,0.005,0.3,0.02,1.0,2.0127,0.86667,1.0,0.4,2.8333,15.0,1.73042,Opponent scaling,human-vs-human,23,4,,
114,4.8364,0.0083579,0.21416,0.020139,1.0826,1.1247,0.67176,1.1999,0.69262,3.5827,16.14,2.04634,Opponent scaling,human-vs-human,23,5,,
115,4.676,0.01,0.55,0.037827,2.0,1.5,0.4,1.0,0.3,2.5,15.0,2.28037,Opponent scaling,human-vs-human,24,1,,
116,3.6954,0.037535,0.24607,0.02902,1.8133,2.0823,0.069524,0.99957,0.26206,2.501,-51.684,2.70456,Opponent scaling,human-vs-human,24,2,,
117,7.2817,0.0029742,0.45699,0.020129,1.1698,2.0265,0.010757,1.0064,0.30419,2.5113,-442.78,2.27485,Opponent scaling,human-vs-human,24,3,,
118,5.275,0.01,0.21437,0.04,1.277,2.0,0.57164,1.0,0.46731,1.5,-71.359,2.71578,Opponent scaling,human-vs-human,24,4,,
119,3.0,0.02,0.3,0.016992,4.0,1.3408,0.8,1.0,0.4,2.5,-12.647,2.73198,Opponent scaling,human-vs-human,24,5,,
120,4.6377,0.0060969,0.35986,0.02181,1.3757,0.79371,0.24812,0.48475,0.99277,3.6244,11.657,1.72295,Opponent scaling,human-vs-human,25,1,,
121,5.8427,0.0088721,0.281,0.024841,1.0811,1.2257,0.56783,0.35111,0.45732,2.9815,31.936,3.00062,Opponent scaling,human-vs-human,25,2,,
122,5.1076,0.013892,0.2,0.02,1.1784,0.76816,0.8,0.70154,0.71733,4.6667,20.0,1.84025,Opponent scaling,human-vs-human,25,3,,
123,6.436,0.0059332,0.3685,0.016523,1.034,1.1524,0.14694,0.61557,0.59824,5.5558,2.8199,2.21574,Opponent scaling,human-vs-human,25,4,,
124,0.1,0.01,0.2,0.023448,4.0,0.5,0.8,0.78028,0.5,2.5,30.0,1.99274,Opponent scaling,human-vs-human,25,5,,
125,0.1,0.01,0.2,0.03,1.3077,0.56322,1.0,1.0,0.6,3.5,15.0,1.67333,Opponent scaling,human-vs-human,26,1,,
126,0.1,0.005,0.2,0.02,3.0,1.0,1.3333,0.86647,0.3,3.5,20.0,1.43072,Opponent scaling,human-vs-human,26,2,,
127,10.0,0.001,0.2,0.021111,1.0,0.80979,0.68277,0.76201,0.2,2.5,14.103,2.55868,Opponent scaling,human-vs-human,26,3,,
128,0.93513,0.01,0.21415,0.03,1.0374,0.99999,0.8,0.67133,0.5,2.5,15.0,2.05649,Opponent scaling,human-vs-human,26,4,,
129,4.4794,0.001,0.36715,0.02,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.11821,Opponent scaling,human-vs-human,26,5,,
130,7.0,0.0061131,0.2,0.02,1.0,0.325,1.0667,1.4775,0.3,2.5,15.0,1.85167,Opponent scaling,human-vs-human,27,1,,
131,3.2812,0.0040172,0.22915,0.023893,1.0258,0.88845,1.0289,1.0667,0.42864,6.1343,22.58,1.53077,Opponent scaling,human-vs-human,27,2,,
132,3.0,0.005,0.2,0.02,1.0,1.0,0.8,1.0,0.3,2.5,15.0,1.29131,Opponent scaling,human-vs-human,27,3,,
133,3.7468,0.001,0.3,0.02,2.0,1.0,0.68767,0.78219,0.5,3.5,15.0,3.19807,Opponent scaling,human-vs-human,27,4,,
134,5.5712,0.0025,0.1,0.03,1.0,0.38108,0.8,1.0,0.3,2.5,15.0,2.3585,Opponent scaling,human-vs-human,27,5,,
135,5.0,0.01,0.0,0.02,1.0,1.0,0.53333,0.99999,0.4,3.4005,20.0,1.67972,Opponent scaling,human-vs-human,28,1,,
136,5.0493,0.0064114,0.15,0.025,1.0152,0.80433,0.76757,0.70954,0.4625,3.7708,17.0,1.84481,Opponent scaling,human-vs-human,28,2,,
137,7.0,0.0016667,0.0,0.023333,0.94879,0.98246,0.8,0.93858,0.3,2.5,6.8107,0.995669,Opponent scaling,human-vs-human,28,3,,
138,5.2763,0.0026991,0.094444,0.01,1.0067,0.66667,1.0667,1.0562,0.19245,3.3334,15.0,2.08108,Opponent scaling,human-vs-human,28,4,,
139,10.0,0.0020001,0.099991,0.032842,1.0,0.99997,0.99995,1.0,0.29997,2.4999,15.0,1.3716,Opponent scaling,human-vs-human,28,5,,
140,5.8272,0.019935,0.18967,0.23035,1.3453,1.0961,0.8875,1.0017,0.29889,4.9961,12.212,2.6036,Opponent scaling,human-vs-human,29,1,,
141,5.2778,0.012592,0.4,0.02,1.0911,1.0,0.51161,0.96847,0.3,2.5,12.594,2.53188,Opponent scaling,human-vs-human,29,2,,
142,4.79,0.32238,0.16748,0.020847,4.0,1.0372,0.83032,1.0425,0.48366,4.7619,5.3509,2.375,Opponent scaling,human-vs-human,29,3,,
143,3.0,0.010263,0.3,0.02,2.3994,0.87499,0.51542,0.8,0.3,2.5,15.0,2.63812,Opponent scaling,human-vs-human,29,4,,
144,3.0,0.01,0.41279,0.01,1.151,1.0,0.4,1.0,0.3,2.5,15.0,2.48596,Opponent scaling,human-vs-human,29,5,,
145,4.9377,0.024767,0.3,0.03,2.2286,1.0,0.5551,1.0667,0.55556,2.5,15.0,1.98656,Opponent scaling,human-vs-human,30,1,,
146,8.5122,0.0075983,0.44927,0.0294,4.0,4.0,1.012,0.18701,0.27039,1.632,7.4099,2.1956,Opponent scaling,human-vs-human,30,2,,
147,8.9735,0.011357,0.27204,0.01,3.7705,0.9023,0.51423,0.20403,0.92475,4.2077,18.997,2.17711,Opponent scaling,human-vs-human,30,3,,
148,7.0,0.0052589,0.28334,0.03,4.0,1.333,0.8,-0.60359,0.15528,3.8085,5.2835,2.43512,Opponent scaling,human-vs-human,30,4,,
149,4.2038,0.0042749,0.23904,0.025883,4.0,,0.48816,0.0,0.37478,1.8936,12.228,2.01075,Opponent scaling,human-vs-human,30,5,,
150,3.3014,0.0045189,0.087186,0.016667,1.2319,0.99025,0.83965,0.87487,0.31697,4.6487,16.619,1.40826,Opponent scaling,human-vs-human,31,1,,
151,5.7359,0.001,0.17035,0.02,1.0,1.0,0.8,1.0,1.0,3.9164,40.0,1.63026,Opponent scaling,human-vs-human,31,2,,
152,8.425,0.001,0.10105,0.010833,1.0222,1.0,0.8,0.95273,0.3,3.5,10.0,1.77912,Opponent scaling,human-vs-human,31,3,,
153,3.2719,0.001,0.099616,0.01,1.0365,0.375,0.8,1.0,0.3,5.0,30.0,1.36257,Opponent scaling,human-vs-human,31,4,,
154,4.1685,0.001,0.090797,0.01,1.1426,1.0,0.8,0.99999,0.0,3.1733,20.0,1.46833,Opponent scaling,human-vs-human,31,5,,
155,5.0,0.001,0.13333,0.01,1.0277,0.43812,1.0667,1.2139,0.2418,3.6625,15.0,1.44897,Opponent scaling,human-vs-human,32,1,,
156,3.3627,0.001,0.20065,0.014219,1.0643,0.25,1.2551,1.2508,0.1945,2.8868,13.009,1.05447,Opponent scaling,human-vs-human,32,2,,
157,6.0,0.0099999,0.1,0.02,0.99999,0.25,1.4135,1.1932,0.3,3.7903,15.0,1.37049,Opponent scaling,human-vs-human,32,3,,
158,6.0618,0.0018045,0.0,0.02,1.0,0.36164,1.3027,1.1922,1.5655,2.4569,15.0,1.30522,Opponent scaling,human-vs-human,32,4,,
159,8.7227,0.001,0.18188,0.02,1.0,0.36609,0.8,1.4391,0.3,2.5,8.3544,1.60383,Opponent scaling,human-vs-human,32,5,,
160,2.9503,0.005,0.3,0.021071,1.0,0.79326,0.41967,1.0,0.3,7.0872,15.0,1.66926,Opponent scaling,human-vs-human,33,1,,
161,7.0,0.01,0.2,0.023333,1.0,0.71477,0.6128,0.73164,0.3,12.132,48.691,1.96299,Opponent scaling,human-vs-human,33,2,,
162,3.0,0.013464,0.16667,0.02,1.0,1.1049,0.70274,0.81703,0.5,5.2899,10.0,1.67354,Opponent scaling,human-vs-human,33,3,,
163,7.0,0.001,0.28571,0.02,1.0,1.0,0.37046,1.0,0.3,12.884,30.0,2.0294,Opponent scaling,human-vs-human,33,4,,
164,2.9398,0.0050363,0.099093,0.020091,1.004,0.48874,0.79592,1.0025,0.86009,3.7712,19.964,2.20084,Opponent scaling,human-vs-human,33,5,,
165,8.0001,0.001,0.20002,0.019999,1.0392,0.95151,1.1295,1.0001,0.30005,3.6335,20.001,1.23844,Opponent scaling,human-vs-human,34,1,,
166,5.5559,0.001,0.099819,0.019893,0.99774,0.9953,1.0708,1.0054,0.25683,3.2588,7.4173,1.63091,Opponent scaling,human-vs-human,34,2,,
167,4.0302,0.001,0.1,0.01,1.1312,0.63558,1.0,0.8,0.3,3.3333,10.143,1.45758,Opponent scaling,human-vs-human,34,3,,
168,9.9999,0.001,0.2,0.01797,1.0,0.99999,1.1605,0.88054,0.4,4.1197,24.202,1.74726,Opponent scaling,human-vs-human,34,4,,
169,1.7065,0.0058281,0.095928,0.020013,1.0005,0.60945,0.79898,1.2489,0.28592,4.1412,27.642,1.60967,Opponent scaling,human-vs-human,34,5,,
170,3.0,0.001,0.05,0.02,0.94946,0.97541,0.8,1.0,0.3,2.5,15.0,1.44336,Opponent scaling,human-vs-human,35,1,,
171,2.7961,0.001,0.17926,0.021111,1.0,1.0,0.8,1.0633,0.3,3.4183,10.964,1.79394,Opponent scaling,human-vs-human,35,2,,
172,5.7063,0.001,0.20752,0.022908,0.79082,1.0055,0.76093,0.93782,0.32595,2.5699,19.569,2.01464,Opponent scaling,human-vs-human,35,3,,
173,6.7223,0.001,0.16667,0.02,0.84682,1.0,0.65285,2.0,0.3,5.0467,20.0,1.51403,Opponent scaling,human-vs-human,35,4,,
174,5.0506,0.001,0.14426,0.01,1.0019,0.4989,0.40009,1.4973,0.30024,3.4998,30.005,2.09702,Opponent scaling,human-vs-human,35,5,,
175,5.3229,0.001,0.25001,0.023387,1.406,1.1025,0.85797,0.99801,0.16565,2.8249,18.349,1.86856,Opponent scaling,human-vs-human,36,1,,
