,pruning threshold,stopping probability,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,horizontal feature drop rate,vertical feature drop rate,diagonal feature drop rate,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
366,5.2405,0.0020206,0.01,0.98522,0.20979,0.8,0.4,3.8889,16.667,0.20593,0.28333,0.26667,1.8666200000000004,Orientation-dependent dropping,generalization,34,2,,
367,6.7625,0.0050718,0.030376,0.5,0.4,1.0,0.4,3.3333,20.0,0.2,0.29131,0.2,2.11783,Orientation-dependent dropping,generalization,34,3,,
368,3.0,0.001,0.015,1.0,0.09021,1.0,0.3,2.5,15.0,0.16667,0.2,0.2,1.95409,Orientation-dependent dropping,generalization,34,4,,
369,3.3802,0.001,0.019983,0.6505,0.18466,0.84305,0.41049,3.5363,9.9113,0.19355,0.30968,0.18616,1.7000199999999999,Orientation-dependent dropping,generalization,34,5,,
370,10.0,0.015951,0.019222,1.4536,0.63386,1.0331,0.26973,2.3432,-11.98,0.1611,0.12788,0.17632,2.60069,Orientation-dependent dropping,generalization,35,1,,
371,6.0657,0.013194,0.020488,2.0295,0.5569,0.76969,0.32189,1.4579,-52.472,0.093265,0.24169,0.21316,2.33836,Orientation-dependent dropping,generalization,35,2,,
372,3.4939,0.011135,0.35311,1.1667,0.8,0.68632,0.3,2.5,15.0,0.2,0.2,0.3,2.6763799999999995,Orientation-dependent dropping,generalization,35,3,,
373,3.3417,0.019773,0.30082,1.0475,0.83289,0.83184,0.30332,2.7867,14.959,0.20205,0.26462,0.21825,2.54761,Orientation-dependent dropping,generalization,35,4,,
374,7.6415,0.017948,0.02,1.6148,0.8,0.95435,0.14285,2.5,-1200.6,0.2,0.22141,0.2,2.92573,Orientation-dependent dropping,generalization,35,5,,
375,3.4379,0.0089016,0.019738,1.0024,0.083154,0.97102,1.3415,5.023,20.138,0.25535,0.18322,0.20524,2.0359299999999996,Orientation-dependent dropping,generalization,36,1,,
376,8.4404,0.005,0.02,1.0556,0.34771,1.0,1.35,3.523,15.0,0.19041,0.2,0.2,2.06689,Orientation-dependent dropping,generalization,36,2,,
377,7.0,0.001,0.029287,0.98336,0.48188,1.0,0.66667,2.5,20.0,0.2,0.2,0.2,1.9646400000000004,Orientation-dependent dropping,generalization,36,3,,
378,2.0766,0.001,0.01,0.63704,0.48341,1.2207,0.3458,3.2946,14.816,0.40167,0.20217,0.19451,1.73473,Orientation-dependent dropping,generalization,36,4,,
379,4.0,0.0089602,0.01,1.0078,0.56165,0.9386,0.73333,3.5,7.3655,0.26583,0.14727,0.19337,1.76097,Orientation-dependent dropping,generalization,36,5,,
380,4.6285,0.0036667,0.021111,0.81835,0.88889,1.0,0.33333,4.3022,16.515,0.1,0.19737,0.2,1.6834300000000002,Orientation-dependent dropping,generalization,37,1,,
381,4.3311,0.001,0.02,0.70782,1.0282,0.96028,0.25615,3.5,16.667,0.2,0.3893,0.2,1.44327,Orientation-dependent dropping,generalization,37,2,,
382,6.4698,0.0045556,0.01,0.45833,0.7873,1.7122,0.25071,4.4209,16.667,0.2,0.19563,0.0,1.7939800000000001,Orientation-dependent dropping,generalization,37,3,,
383,5.6517,0.0023403,0.01,1.0,1.0,0.8,0.3,4.6667,20.0,0.2,0.2,0.16667,1.37195,Orientation-dependent dropping,generalization,37,4,,
384,6.0,0.001,0.01,1.0,0.86444,1.2019,0.66666,5.0,15.0,0.2,0.22715,0.2,1.3577099999999998,Orientation-dependent dropping,generalization,37,5,,
385,10.0,0.0063161,0.030674,0.43944,0.49564,1.1924,0.55605,5.0685,-2.0068,0.19828,0.235,0.16147,2.0047800000000002,Orientation-dependent dropping,generalization,38,1,,
386,6.9433,0.0052778,0.02,0.56246,0.47762,0.56527,0.64444,3.3434,13.83,0.18173,0.16667,0.22351,1.9052,Orientation-dependent dropping,generalization,38,2,,
387,5.0,0.005,0.01,1.0,0.8,0.58949,0.5,3.3333,30.0,0.2,0.2,0.2,1.71764,Orientation-dependent dropping,generalization,38,3,,
388,10.0,0.0079196,0.01,0.74031,0.52555,0.92939,0.50678,3.0597,18.445,0.11852,0.257,0.24052,2.3043199999999997,Orientation-dependent dropping,generalization,38,4,,
389,5.0,0.001,0.033693,0.34424,0.50206,0.88046,0.44493,4.1819,12.151,0.20879,0.2,0.2,2.0272200000000002,Orientation-dependent dropping,generalization,38,5,,
390,5.8038,0.01,0.02,1.0,1.0667,1.0,0.4,5.0,30.0,0.21925,0.2,0.16667,2.1124599999999996,Orientation-dependent dropping,generalization,39,1,,
391,4.2298,0.001,0.018027,1.0232,0.57541,0.98458,0.33725,3.2351,16.567,0.25295,0.18466,0.19022,2.03905,Orientation-dependent dropping,generalization,39,2,,
392,4.609,0.01,0.040665,1.0,0.73287,1.0,0.3,5.0,20.0,0.2,0.4,0.2,2.0233999999999996,Orientation-dependent dropping,generalization,39,3,,
393,6.9862,0.0090947,0.019982,0.25,0.78875,0.99649,0.19957,3.3395,14.972,0.2014,0.1655,0.21178,1.8113200000000003,Orientation-dependent dropping,generalization,39,4,,
394,7.4374,0.0019077,0.032228,1.0969,0.89964,0.88928,0.22803,3.5271,15.886,0.24429,0.19301,0.13624,2.04882,Orientation-dependent dropping,generalization,39,5,,
395,5.4091,0.001,0.045385,1.1094,0.88216,0.875,0.42573,3.0625,16.0,0.17077,0.15,0.24149,1.65684,Orientation-dependent dropping,generalization,40,1,,
396,6.0,0.0061328,0.01,0.5,1.0792,0.71009,0.3,7.0,15.0,0.2,0.2,0.2,2.08475,Orientation-dependent dropping,generalization,40,2,,
397,5.3553,0.0049797,0.01,1.0022,0.79772,0.84842,1.2141,3.8642,14.98,0.1995,0.20044,0.20101,1.6020800000000002,Orientation-dependent dropping,generalization,40,3,,
398,6.4788,0.001,0.02,0.99999,0.8,0.88979,0.3,4.6667,15.0,0.2,0.1,0.2,2.0143599999999995,Orientation-dependent dropping,generalization,40,4,,
399,6.0,0.001,0.04,0.95455,0.8,1.0,1.2717,5.3318,15.0,0.2,0.2,0.2,1.89419,Orientation-dependent dropping,generalization,40,5,,
400,7.9035,0.0050366,0.028207,0.55949,0.40288,0.88693,0.28334,7.3315,129.93,0.19707,0.20453,0.22362,1.5646600000000002,Orientation-dependent dropping,eye tracking,1,1,,
401,5.9352,0.0049687,0.0125,0.55144,0.40635,0.97175,0.39509,6.8354,20.088,0.17102,0.0,0.56296,1.6085699999999998,Orientation-dependent dropping,eye tracking,1,2,,
402,7.0,0.001,0.04,0.5,0.59964,1.0755,0.3,6.4176,15.0,0.18126,0.2,0.2,1.8802299999999998,Orientation-dependent dropping,eye tracking,1,3,,
403,9.1481,0.0098656,0.036164,0.83679,0.65721,1.0223,0.29599,6.6026,24.542,0.20371,0.2093,0.22408,1.27813,Orientation-dependent dropping,eye tracking,1,4,,
404,5.0,0.0058333,0.02,0.86149,0.8,1.0,0.3,7.0,20.0,0.16667,0.2,0.1,1.40066,Orientation-dependent dropping,eye tracking,1,5,,
405,3.0,0.01,0.02,1.0,0.8,0.67507,0.3,2.5,15.0,0.2,0.2,0.17751,2.40225,Orientation-dependent dropping,eye tracking,2,1,,
406,0.1,0.01,0.020943,0.5,0.8,1.0,0.3,2.5,15.0,0.2,0.2,0.2,2.043,Orientation-dependent dropping,eye tracking,2,2,,
407,5.1495,0.014518,0.019122,1.0,1.0699,0.90909,0.2,3.3152,12.375,0.21354,0.2,0.36226,2.40992,Orientation-dependent dropping,eye tracking,2,3,,
408,2.55,0.014018,0.02,0.95833,0.8,1.0,0.3,2.5,15.0,0.2,0.0,0.2,2.5666700000000002,Orientation-dependent dropping,eye tracking,2,4,,
409,3.0,0.030349,0.021653,1.0081,0.6612,1.0,0.3,3.3333,15.0,0.2,0.17838,0.2,2.2560900000000004,Orientation-dependent dropping,eye tracking,2,5,,
410,6.0839,0.001,0.02539,0.75,0.88889,0.99999,0.3,3.5524,16.667,0.19607,0.18889,0.2,2.05572,Orientation-dependent dropping,eye tracking,3,1,,
411,3.5648,0.001,0.026113,0.8728,0.8,1.0,0.4,2.5,16.071,0.2,0.2,0.2,1.6290099999999998,Orientation-dependent dropping,eye tracking,3,2,,
412,4.1624,0.0047186,0.03,0.99999,0.78516,0.85297,0.4,2.5,15.0,0.2,0.2,0.17088,2.26072,Orientation-dependent dropping,eye tracking,3,3,,
413,7.0,0.001,0.02,1.0,1.0,0.99999,0.3,2.5,10.0,0.2,0.2,0.2,1.54941,Orientation-dependent dropping,eye tracking,3,4,,
414,5.6872,0.001,0.042222,1.0,0.83199,1.0,0.5,2.5,18.333,0.2,0.2,0.2,1.31143,Orientation-dependent dropping,eye tracking,3,5,,
415,4.0583,0.0020074,0.030327,0.37593,0.64711,1.5087,-0.11283,4.39,17.452,0.21039,0.19789,0.23754,1.7269499999999998,Orientation-dependent dropping,eye tracking,4,1,,
416,2.9385,0.0015481,0.027573,0.5,0.8,1.2241,-1.1203e-06,3.8889,15.0,0.13333,0.23333,0.2,1.7498999999999998,Orientation-dependent dropping,eye tracking,4,2,,
417,2.8406,0.001,0.019996,0.99442,0.749,1.0673,0.22212,2.5016,20.009,0.19964,0.0,0.20036,1.57342,Orientation-dependent dropping,eye tracking,4,3,,
418,5.3492,0.001,0.017423,0.88012,0.6591,1.0472,0.13421,2.8078,14.054,0.22015,0.15268,0.15597,1.6721800000000002,Orientation-dependent dropping,eye tracking,4,4,,
419,4.0681,0.0051137,0.019499,0.93012,0.54516,1.0536,0.31481,3.5625,16.421,0.18889,0.098974,0.02862,2.2013000000000003,Orientation-dependent dropping,eye tracking,4,5,,
420,5.2269,0.001,0.01985,0.54671,-5.6062e-05,0.54317,0.11485,3.4832,14.94,0.26218,0.20018,0.20268,1.9144999999999999,Orientation-dependent dropping,eye tracking,5,1,,
421,7.0,0.005,0.027413,0.34017,0.48631,0.79919,0.3,7.0,15.0,0.2,0.2,0.1,1.8929299999999998,Orientation-dependent dropping,eye tracking,5,2,,
422,3.0,0.005,0.02,1.0,0.41204,0.54986,0.21606,2.7438,15.0,0.2,0.16667,0.2,2.1066000000000003,Orientation-dependent dropping,eye tracking,5,3,,
423,3.2548,0.0021036,0.01,0.47737,0.4,0.52484,0.3,2.7722,10.0,0.17778,0.15556,0.2,2.01368,Orientation-dependent dropping,eye tracking,5,4,,
424,6.6936,0.0039236,0.0259,0.80828,0.25721,0.68137,0.3321,4.1291,14.983,0.19999,0.18235,0.2007,2.2358599999999997,Orientation-dependent dropping,eye tracking,5,5,,
425,9.9999,0.001,0.019996,0.87483,1.0665,1.1113,0.39987,5.0003,14.998,0.1666,0.17177,0.17679,1.03567,Orientation-dependent dropping,eye tracking,6,1,,
426,3.0555,0.001,0.03418,1.5112,1.5974,0.83571,-0.053811,3.345,30.023,0.10235,0.1766,0.19943,1.101577,Orientation-dependent dropping,eye tracking,6,2,,
427,5.0,0.001,0.01,1.0459,0.8,0.8,-0.31933,3.5,15.0,0.2,0.1,0.1,1.37028,Orientation-dependent dropping,eye tracking,6,3,,
428,10.0,0.0043264,0.02037,0.92632,0.74106,1.2491,0.29051,4.9053,14.326,0.16632,0.23368,0.18275,1.55647,Orientation-dependent dropping,eye tracking,6,4,,
429,2.9473,0.001,0.020346,1.0846,1.1806,1.0202,0.0,3.8889,11.111,0.22003,0.14444,0.25556,1.58373,Orientation-dependent dropping,eye tracking,6,5,,
430,6.6197,0.001,0.02,0.99997,0.80005,1.0647,-6.8301e-05,2.4999,7.0184,0.2,0.19998,0.19998,2.2462299999999997,Orientation-dependent dropping,eye tracking,7,1,,
431,2.9703,0.001,0.01,1.0116,0.67872,1.0,0.4,3.4229,15.0,0.25504,0.24454,0.28437,2.2535600000000002,Orientation-dependent dropping,eye tracking,7,2,,
432,2.8866,0.001,0.02,0.99301,0.8,1.0636,0.3,2.57,9.3839,0.2,0.2,0.22986,2.2578699999999996,Orientation-dependent dropping,eye tracking,7,3,,
433,4.6092,0.001,0.01,1.0372,0.8383,1.0426,0.32766,3.4326,13.567,0.21125,0.25104,0.21797,1.7267499999999998,Orientation-dependent dropping,eye tracking,7,4,,
434,3.9281,0.0034395,0.01,1.0,0.8,1.1092,0.33333,3.3333,15.0,0.25012,0.2,0.2,1.4201100000000002,Orientation-dependent dropping,eye tracking,7,5,,
435,3.0681,0.012389,0.02,0.25,0.45626,1.0,0.6,3.5986,20.0,0.3,0.2,0.2,2.66278,Orientation-dependent dropping,eye tracking,8,1,,
436,5.0265,0.0059536,0.02018,0.99214,0.40629,1.009,0.58832,2.5813,15.072,0.16367,0.1964,0.27026,2.70895,Orientation-dependent dropping,eye tracking,8,2,,
437,4.1077,0.0044833,0.02,0.91194,0.45813,0.65198,0.3,2.5,15.0,0.18894,0.2,0.2,2.7146,Orientation-dependent dropping,eye tracking,8,3,,
438,7.9261,0.016762,0.02,0.95966,0.8,0.66538,0.50587,4.1703,18.491,0.20296,0.0,0.17943,2.1761799999999996,Orientation-dependent dropping,eye tracking,8,4,,
439,7.4798,0.013222,0.023889,1.0941,0.8,0.78673,0.32222,4.4444,5.2841,0.34573,0.2,0.17266,2.0261099999999996,Orientation-dependent dropping,eye tracking,8,5,,
440,0.18316,0.01176,0.020614,0.98332,0.76293,1.0,0.3,3.5,13.333,0.2,0.16667,0.18889,1.9567,Orientation-dependent dropping,eye tracking,9,1,,
441,0.125,0.0075506,0.01,1.0,0.61838,1.0,0.4,3.5,8.0129,0.2,0.2,0.083333,1.86385,Orientation-dependent dropping,eye tracking,9,2,,
442,1.55,0.01,0.01,1.0,0.68609,1.0,0.4,3.3333,15.0,0.2,0.2,0.2,1.7406300000000001,Orientation-dependent dropping,eye tracking,9,3,,
443,0.797,0.0069946,0.018581,0.7809,0.70879,1.2505,0.093419,3.6866,16.977,0.099909,0.089692,0.099909,1.6218,Orientation-dependent dropping,eye tracking,9,4,,
444,2.8129,0.01,0.02,0.99999,1.0,1.0,0.13782,5.0,10.833,0.1,0.28272,0.24475,1.9716200000000002,Orientation-dependent dropping,eye tracking,9,5,,
445,3.0,0.001,0.04,0.68576,0.4,1.0,0.3,5.0,17.161,0.2,0.2,0.25,1.73736,Orientation-dependent dropping,eye tracking,10,1,,
446,3.0037,0.001,0.01,0.50096,0.28908,1.5024,-0.00095913,5.0034,15.015,0.20133,0.19971,0.19607,1.64009,Orientation-dependent dropping,eye tracking,10,2,,
447,6.9784,0.001,0.019998,0.5835,0.3998,1.4997,0.30018,6.297,28.29,0.20007,0.2,0.13322,1.8448,Orientation-dependent dropping,eye tracking,10,3,,
448,1.55,0.01,0.02,0.52204,0.63791,0.99999,0.3,4.096,15.0,0.0,0.2,0.2,1.50783,Orientation-dependent dropping,eye tracking,10,4,,
449,3.0,0.0072255,0.016667,0.83107,0.62899,0.98088,0.3,3.5,20.0,0.2,0.1,0.1703,1.7088100000000002,Orientation-dependent dropping,eye tracking,10,5,,
450,8.4708,0.01,0.01,1.7416,0.61427,-0.19925,0.038614,2.5,7.9754,0.31675,0.2,0.2,2.4574,Orientation-dependent dropping,learning,1,1,1.0,
451,5.4353,0.0064345,0.024722,1.0999,0.14741,0.29119,0.4625,3.25,13.0,0.22258,0.3,0.069444,2.11435,Orientation-dependent dropping,learning,1,2,1.0,
452,4.7809,0.001,0.022745,,0.4,0.0,0.6,2.5,10.0,0.3,0.2,0.20625,1.75105,Orientation-dependent dropping,learning,1,3,1.0,
453,3.525,0.019896,0.014846,0.75,0.35,0.5,0.625,3.375,19.0,0.4,0.0,0.0,1.03535,Orientation-dependent dropping,learning,1,4,1.0,
454,5.1234,0.01,0.023087,1.0,0.17855,0.8,0.3,3.3333,15.0,0.37221,0.22896,0.1,1.1281,Orientation-dependent dropping,learning,1,5,1.0,
455,5.8093,0.02924,0.01,1.0,0.19944,-0.16486,-0.149,3.5,15.0,0.2627,0.2,0.28599,1.37795,Orientation-dependent dropping,learning,1,1,2.0,
456,5.1596,0.016872,0.01,1.3132,0.22881,0.28876,0.34255,2.3453,14.308,0.20185,0.25516,0.22951,1.30115,Orientation-dependent dropping,learning,1,2,2.0,
457,5.568,0.026427,0.01,1.0789,0.32362,0.36342,0.41816,3.7455,15.873,0.36547,0.46547,0.3014,1.2016,Orientation-dependent dropping,learning,1,3,2.0,
458,5.2779,0.02,0.010278,1.126,0.21376,0.043643,0.2928,4.1111,16.667,0.22222,0.24495,0.21039,1.4032,Orientation-dependent dropping,learning,1,4,2.0,
459,5.0,0.02,0.03,1.0,0.4,0.26009,0.2147,3.3333,15.0,0.2,0.2,0.2,1.19445,Orientation-dependent dropping,learning,1,5,2.0,
460,2.997,0.016881,0.01997,1.0013,0.25322,0.38719,0.00075937,2.5027,16.428,0.25071,0.0,0.25859,1.3353,Orientation-dependent dropping,learning,1,1,3.0,
461,7.0,0.02,0.019788,2.0,-0.44735,0.31721,0.3,2.5,9.7764,0.2,0.2504,0.21158,1.218,Orientation-dependent dropping,learning,1,2,3.0,
462,7.0,0.0085001,0.02,1.1667,0.17011,0.44458,0.17156,3.5,15.0,0.15,0.1,0.2,1.24365,Orientation-dependent dropping,learning,1,3,3.0,
463,4.9295,0.0041932,0.04163,1.0238,0.11579,-0.18574,0.013582,3.5836,12.985,0.26087,0.21087,0.23647,1.3882,Orientation-dependent dropping,learning,1,4,3.0,
464,7.6341,0.021111,0.033409,2.0,0.2997,-0.059739,0.02817,2.8143,15.0,0.3,0.2,0.6,1.2065,Orientation-dependent dropping,learning,1,5,3.0,
465,4.9974,0.020012,0.029964,1.0004,0.54013,0.52808,0.12403,4.9984,14.993,0.26299,0.20036,0.20036,1.19885,Orientation-dependent dropping,learning,1,1,4.0,
466,5.342,0.0047291,0.029999,1.1014,0.29572,0.57331,0.27224,4.6666,16.735,0.37716,0.19999,0.19793,1.1289,Orientation-dependent dropping,learning,1,2,4.0,
467,5.2797,0.02037,0.010833,1.2329,0.17618,0.67444,0.2004,4.4266,15.0,0.2,0.2,0.4,1.087,Orientation-dependent dropping,learning,1,3,4.0,
468,3.2909,0.005,0.04,1.0,0.50587,0.8,0.5,3.3333,8.9207,0.27203,0.2,0.3,1.39785,Orientation-dependent dropping,learning,1,4,4.0,
469,3.975,0.001,0.03,1.4375,0.05,0.35,-0.025,3.375,19.0,0.4,0.4,0.4,1.22665,Orientation-dependent dropping,learning,1,5,4.0,
470,3.0,0.02,0.020266,1.0,0.54935,0.47729,0.25794,3.3333,20.0,0.2699,0.22418,0.26876,1.2844,Orientation-dependent dropping,learning,1,1,5.0,
471,0.50337,0.001,0.020523,0.49581,0.41944,0.825,0.38194,2.5486,9.8472,0.22812,0.0,0.18889,1.1484,Orientation-dependent dropping,learning,1,2,5.0,
472,3.0,0.018022,0.022629,0.83862,0.47912,0.68765,0.3,2.5,15.0,0.21932,0.3,0.2,1.354,Orientation-dependent dropping,learning,1,3,5.0,
473,3.0,0.0044665,0.021815,0.25,0.35312,1.0,0.3,2.5,11.695,0.22567,0.2,0.2,1.0579,Orientation-dependent dropping,learning,1,4,5.0,
474,3.4393,0.68809,0.024505,0.38737,0.59726,0.84307,0.25358,2.9847,13.198,0.3237,0.29011,0.10989,1.3,Orientation-dependent dropping,learning,1,5,5.0,
475,6.7404,0.001,0.02,1.0,0.76797,0.90581,0.3,3.6703,15.0,0.2,0.2,0.2,0.78805,Orientation-dependent dropping,learning,2,1,1.0,
476,2.55,0.001,0.016621,0.77793,0.54217,1.1432,0.6,3.5,15.0,0.1966,0.0,0.2,0.93035,Orientation-dependent dropping,learning,2,2,1.0,
477,2.8375,0.001,0.026667,0.92708,0.45833,0.9674,0.72444,2.9924,14.649,0.21581,0.15345,0.13915,0.8122,Orientation-dependent dropping,learning,2,3,1.0,
478,7.0,0.001,0.01,0.41373,0.53101,1.4845,0.3,3.5,15.0,0.16667,0.2,0.33623,0.89815,Orientation-dependent dropping,learning,2,4,1.0,
479,1.55,0.001,0.031769,0.50479,0.4,0.8662,0.33573,3.3333,15.999,0.17778,0.2,0.20071,0.85275,Orientation-dependent dropping,learning,2,5,1.0,
480,0.1,0.013331,0.01578,0.53901,1.0723,2.078,1.3937,6.8244,29.376,0.23121,0.10816,0.2978,0.65135,Orientation-dependent dropping,learning,2,1,2.0,
481,0.63951,0.005,0.024444,0.46707,1.1691,2.0,0.78427,7.7778,85.482,0.21111,0.23333,0.2,0.77935,Orientation-dependent dropping,learning,2,2,2.0,
482,0.75758,0.0012629,0.01,0.49378,0.91751,1.2059,0.67924,3.637,13.985,0.092604,0.1935,0.2065,0.6813,Orientation-dependent dropping,learning,2,3,2.0,
483,0.82011,0.0023508,0.018104,0.46023,1.1864,1.6126,1.0281,5.3023,34.297,0.12741,0.15759,0.23869,0.74335,Orientation-dependent dropping,learning,2,4,2.0,
484,1.0665,0.001,0.035,0.5,1.1487,1.2271,0.39995,3.4998,14.999,0.10001,0.20003,0.23337,0.80665,Orientation-dependent dropping,learning,2,5,2.0,
485,10.0,0.001,0.011667,0.25,1.3974,2.0476,0.74948,3.3764,20.108,0.06975,0.05815,0.40051,0.70245,Orientation-dependent dropping,learning,2,1,3.0,
486,2.1998,0.0053106,0.012536,0.5043,1.1273,1.0345,0.76934,5.2528,22.736,0.14368,0.09579,0.31378,0.72285,Orientation-dependent dropping,learning,2,2,3.0,
487,5.0,0.001,0.021141,0.99999,1.1922,0.93333,0.17495,3.3333,30.0,0.2,0.2275,0.2,0.80265,Orientation-dependent dropping,learning,2,3,3.0,
488,5.0,0.001,0.01,1.0,1.1696,1.0,0.24002,2.5,20.0,0.21111,0.2,0.2,0.76095,Orientation-dependent dropping,learning,2,4,3.0,
489,9.1111,0.0041418,0.016667,0.25,1.1667,1.3889,0.98681,2.7917,32.667,0.24083,0.26667,0.17933,0.83485,Orientation-dependent dropping,learning,2,5,3.0,
490,3.0004,0.001,0.01,0.68267,1.3336,1.149,0.23771,4.6673,19.997,0.2035,0.20011,0.21985,0.63495,Orientation-dependent dropping,learning,2,1,4.0,
491,3.0,0.001,0.01,0.70298,1.1829,1.0946,0.37914,3.5,10.0,0.1188,0.1,0.2,0.6741,Orientation-dependent dropping,learning,2,2,4.0,
492,4.71,0.001,0.024072,0.54326,1.4072,1.0139,0.30903,4.4036,39.708,0.09213,0.2043,0.22502,0.81075,Orientation-dependent dropping,learning,2,3,4.0,
493,0.39883,0.0078632,0.01,0.46614,0.98359,1.4063,0.58753,5.3508,16.087,0.1056,0.17291,0.2,0.67375,Orientation-dependent dropping,learning,2,4,4.0,
494,2.7968,0.001,0.02,0.68044,1.1835,1.0,0.3,4.9402,36.637,0.2,0.2,0.2,0.75965,Orientation-dependent dropping,learning,2,5,4.0,
495,7.0,0.001,0.02,1.0,1.1158,1.3333,0.6,2.5,35.444,0.18848,0.1,0.2,0.77625,Orientation-dependent dropping,learning,2,1,5.0,
496,3.0781,0.001,0.017269,1.0199,1.06,1.0074,0.29516,2.513,9.959,0.19702,0.20298,0.19539,0.6384,Orientation-dependent dropping,learning,2,2,5.0,
497,8.0,0.0018141,0.01,1.0,1.0979,1.0,0.3,3.5,20.0,0.3,0.2,0.2,0.81905,Orientation-dependent dropping,learning,2,3,5.0,
498,0.71381,0.0042507,0.028782,0.28497,1.3602,1.5155,0.66723,3.9927,18.453,0.13217,0.22867,0.19504,0.7757,Orientation-dependent dropping,learning,2,4,5.0,
499,5.0,0.001,0.021299,0.94229,0.8,1.0,0.3,2.5908,30.0,0.2,0.2,0.2,0.8923,Orientation-dependent dropping,learning,2,5,5.0,
500,5.4837,0.014651,0.02,1.0,-0.28374,0.85619,0.79705,2.5,15.0,0.3,0.2,0.3,0.9521,Orientation-dependent dropping,learning,3,1,1.0,
501,3.7413,0.0023493,0.01,1.0418,-0.18658,0.61092,0.47019,2.1254,7.8601,0.1753,3.5632e-06,0.041447,1.09475,Orientation-dependent dropping,learning,3,2,1.0,
502,6.9745,0.001,0.024882,0.81055,0.072997,0.69193,0.54728,1.4558,12.892,0.19972,0.20028,0.16531,1.1635,Orientation-dependent dropping,learning,3,3,1.0,
503,2.7634,0.0075043,0.028522,0.89382,-0.34799,0.87865,0.90077,3.773,14.029,0.20393,0.24854,0.36359,1.1065,Orientation-dependent dropping,learning,3,4,1.0,
504,3.0,0.01,0.02,1.0,-0.47615,0.75634,1.0,3.5,15.0,0.22514,0.1,0.16667,1.056,Orientation-dependent dropping,learning,3,5,1.0,
505,2.8264,0.02,0.015,1.0,0.4,0.48211,1.0,3.5,9.4714,0.16667,0.2,0.3,1.17025,Orientation-dependent dropping,learning,3,1,2.0,
506,2.6187,0.012445,0.020618,0.5,-0.16739,0.69148,0.5,3.5,30.0,0.1,0.2,0.2,1.03125,Orientation-dependent dropping,learning,3,2,2.0,
507,6.9678,0.014426,0.019891,0.4835,0.38235,0.76568,0.56634,2.9778,16.118,0.0,0.18457,0.212,1.23365,Orientation-dependent dropping,learning,3,3,2.0,
508,5.1884,0.0056709,0.02,0.48611,-0.04,0.62775,1.2824,3.5,15.0,0.0,0.2,0.2,1.20175,Orientation-dependent dropping,learning,3,4,2.0,
509,6.4235,0.001,0.01,1.0062,-0.33377,0.40034,0.48879,2.5342,12.294,0.24,0.2,0.21111,0.99005,Orientation-dependent dropping,learning,3,5,2.0,
510,4.3677,0.009029,0.01,0.51938,0.19918,0.88313,0.74962,2.8456,14.69,0.15375,0.28217,0.2155,1.02605,Orientation-dependent dropping,learning,3,1,3.0,
511,6.4761,0.001,0.018732,1.0432,0.4,0.8,0.66667,3.3334,15.0,0.2,0.21458,0.27778,1.0017,Orientation-dependent dropping,learning,3,2,3.0,
512,9.9999,0.01,0.020513,0.5,0.4,1.5,1.0,2.7329,15.0,0.2,0.2,0.2,1.1441,Orientation-dependent dropping,learning,3,3,3.0,
513,8.2571,0.001,0.03,0.56252,0.049999,1.5,0.62502,3.375,11.0,0.42221,0.42223,0.28249,1.1367,Orientation-dependent dropping,learning,3,4,3.0,
514,5.025,0.014942,0.01,1.3408,0.30084,1.1778,0.72909,4.1836,11.0,0.11394,0.24348,0.33333,1.0427,Orientation-dependent dropping,learning,3,5,3.0,
515,3.0,0.01,0.01,1.0,0.8,1.0,0.42363,3.5,21.106,0.2,0.2,0.2,1.0161,Orientation-dependent dropping,learning,3,1,4.0,
516,4.9879,0.001,0.01,0.95746,0.7392,1.0041,0.39733,2.5163,14.967,0.19836,0.29753,0.19836,0.8617,Orientation-dependent dropping,learning,3,2,4.0,
517,5.6152,0.0053014,0.02,0.87501,0.69913,1.2139,0.6,4.1746,15.0,0.18511,0.25536,0.16667,1.0385,Orientation-dependent dropping,learning,3,3,4.0,
518,3.0,0.005,0.01,1.0,0.8,0.90104,0.4,2.5,7.5109,0.13172,0.1,0.2,1.08935,Orientation-dependent dropping,learning,3,4,4.0,
519,2.025,0.001,0.032936,0.5625,0.35,1.5,0.725,4.625,19.0,0.0,0.4,0.4,0.88485,Orientation-dependent dropping,learning,3,5,4.0,
520,5.0,0.001,0.018773,1.0393,0.61632,1.0,0.3,2.5,15.0,0.2,0.2,0.2,0.92335,Orientation-dependent dropping,learning,3,1,5.0,
521,3.0,0.01,0.01,1.0,0.4,0.8,0.484,3.1189,30.0,0.2,0.27427,0.2,0.86195,Orientation-dependent dropping,learning,3,2,5.0,
522,4.8342,0.001,0.02,1.0,0.4,1.0,0.3,2.5,9.5632,0.10556,0.21111,0.20026,1.21895,Orientation-dependent dropping,learning,3,3,5.0,
523,4.0359,0.0061713,0.023494,0.99265,0.64113,0.9916,0.52606,3.3529,14.933,0.20336,0.19664,0.22344,1.19745,Orientation-dependent dropping,learning,3,4,5.0,
524,3.0,0.0055,0.01,0.5,0.38682,1.0,0.1783,2.6483,15.0,0.2,0.2,0.18439,1.08985,Orientation-dependent dropping,learning,3,5,5.0,
