,pruning threshold,stopping probability,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,horizontal feature drop rate,vertical feature drop rate,diagonal feature drop rate,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
867,9.9999,0.001,0.01,0.95262,0.72812,0.99999,0.10763,3.7886,15.0,0.2,0.2,0.2,1.7610500000000002,Orientation-dependent dropping,learning,17,3,4.0,
868,10.0,0.0021093,0.023333,0.99999,0.8,1.0,0.4157,2.9314,30.0,0.18596,0.1,0.16667,1.39756,Orientation-dependent dropping,learning,17,4,4.0,
869,4.3745,0.001,0.010833,1.0081,0.64427,0.99074,0.045837,3.5149,9.213,0.09822,0.2037,0.16307,1.41365,Orientation-dependent dropping,learning,17,5,4.0,
870,5.0,0.001,0.016823,1.2685,1.6,1.0,0.05,3.3333,6.2993,0.16667,0.24351,0.2,1.6337499999999998,Orientation-dependent dropping,learning,17,1,5.0,
871,4.0458,0.0020981,0.02,1.0,1.1344,1.0,0.078778,2.7453,15.0,0.14567,0.0,0.3,1.53127,Orientation-dependent dropping,learning,17,2,5.0,
872,7.0,0.001,0.0125,0.625,1.1637,1.5134,0.11636,3.6137,15.0,0.21176,0.2,0.2,1.44737,Orientation-dependent dropping,learning,17,3,5.0,
873,4.1499,0.001,0.016087,0.64624,1.3974,1.4204,0.4,3.5,13.333,0.0,0.23054,0.2,1.4940200000000001,Orientation-dependent dropping,learning,17,4,5.0,
874,3.284,0.001,0.021263,0.51577,0.93108,1.1456,0.20533,2.7549,16.165,0.18603,0.25247,0.22991,1.1996999999999998,Orientation-dependent dropping,learning,17,5,5.0,
875,6.578,0.005,0.02,1.0,0.4,0.62191,1.2025,2.5,15.0,0.3,0.2,0.2,2.4780899999999995,Orientation-dependent dropping,learning,18,1,1.0,
876,7.2847,0.020057,0.019691,1.0095,0.52315,0.73339,0.70552,4.5689,17.571,0.20998,0.21093,0.16867,2.09031,Orientation-dependent dropping,learning,18,2,1.0,
877,3.0,0.0099687,0.02,0.99999,0.52173,0.34038,0.88067,2.5,15.0,0.2,0.2,0.2,2.25895,Orientation-dependent dropping,learning,18,3,1.0,
878,4.4328,0.0055,0.022172,1.0,0.4,0.52322,0.5,3.985,20.0,0.22271,0.0,0.2,2.3634699999999995,Orientation-dependent dropping,learning,18,4,1.0,
879,10.0,0.016809,0.02,1.1536,0.8,0.66339,1.9212,5.4765,15.0,0.2,0.21111,0.2,2.5999,Orientation-dependent dropping,learning,18,5,1.0,
880,3.0,0.001,0.01,0.48484,0.61076,1.1318,0.3,2.5,13.333,0.2,0.16667,0.3,2.1495400000000005,Orientation-dependent dropping,learning,18,1,2.0,
881,1.55,0.0026667,0.022123,0.5,0.54045,1.0,0.33333,3.3941,15.0,0.083333,0.45,0.20938,2.1959299999999997,Orientation-dependent dropping,learning,18,2,2.0,
882,6.2011,0.0079173,0.01,1.0,0.75809,0.96165,0.3,3.6305,15.0,0.21424,0.25325,0.2128,2.2523400000000002,Orientation-dependent dropping,learning,18,3,2.0,
883,2.852,0.0092911,0.01,0.50712,0.69664,1.0003,0.60042,3.4901,15.003,0.20002,0.10419,0.19987,1.8246599999999997,Orientation-dependent dropping,learning,18,4,2.0,
884,5.3021,0.0039922,0.010833,1.0331,0.41981,0.99084,0.29404,3.4794,9.2728,0.24646,0.21327,0.54433,2.30476,Orientation-dependent dropping,learning,18,5,2.0,
885,7.0,0.01,0.03,1.0,0.51624,1.0,0.3,3.5,15.0,0.2,0.2,0.2,1.9413399999999998,Orientation-dependent dropping,learning,18,1,3.0,
886,6.0,0.01,0.022104,1.0,0.14481,1.1736,0.6,3.6465,40.0,0.15783,0.15109,0.2,2.11814,Orientation-dependent dropping,learning,18,2,3.0,
887,7.6615,0.005,0.02,1.1344,0.52733,0.8,0.4,2.5,15.0,0.26667,0.1,0.2,2.3177700000000003,Orientation-dependent dropping,learning,18,3,3.0,
888,4.809,0.005,0.02,1.0,0.38813,1.0,0.3,2.5,101.64,0.2,0.17206,0.24932,2.29957,Orientation-dependent dropping,learning,18,4,3.0,
889,5.0273,0.0098333,0.019948,0.95068,0.60843,1.0093,0.29398,3.8996,14.926,0.2037,0.1963,0.19222,1.96557,Orientation-dependent dropping,learning,18,5,3.0,
890,3.6516,0.003689,0.03,1.0,0.3092,1.0,0.5,2.5,15.0,0.16667,0.2,0.2,1.84386,Orientation-dependent dropping,learning,18,1,4.0,
891,5.0,0.005,0.01,1.0,0.4,1.0,0.3,2.5,15.0,0.2,0.2,0.2,2.1235099999999996,Orientation-dependent dropping,learning,18,2,4.0,
892,3.0,0.0044776,0.016667,0.94406,0.44444,1.0,0.25072,2.5,15.0,0.2,0.2,0.26667,1.6911,Orientation-dependent dropping,learning,18,3,4.0,
893,4.2603,0.001,0.01,1.0,0.53334,1.1071,0.3,2.5,30.0,0.2,0.2,0.2,1.9913700000000003,Orientation-dependent dropping,learning,18,4,4.0,
894,3.0,0.0099999,0.02,1.0,0.19787,1.0,0.4,2.5,6.6844,0.10714,0.16667,0.2,2.1015699999999997,Orientation-dependent dropping,learning,18,5,4.0,
895,7.0,0.0040552,0.01,1.084,0.65224,1.0,-0.15567,3.574,20.0,0.2,0.2,0.2,2.06966,Orientation-dependent dropping,learning,18,1,5.0,
896,7.4579,0.0050039,0.01999,1.1662,0.44463,1.0881,0.33301,4.1098,9.8036,0.13346,0.1998,0.23409,1.76616,Orientation-dependent dropping,learning,18,2,5.0,
897,5.1869,0.002137,0.01,0.9507,0.8,1.2353,0.3,3.0164,30.0,0.18976,0.17162,0.2,1.7255799999999997,Orientation-dependent dropping,learning,18,3,5.0,
898,5.0,0.001,0.016568,1.0,0.4,1.0,0.11944,3.5,15.0,0.2,0.2,0.18455,1.6372,Orientation-dependent dropping,learning,18,4,5.0,
899,7.7583,0.001,0.01,1.0531,0.63819,1.0591,0.4,3.5,40.0,0.2,0.2,0.2,2.02653,Orientation-dependent dropping,learning,18,5,5.0,
900,5.6027,0.001,0.016282,0.89229,1.1231,1.2342,0.48001,2.7154,8.1097,0.3118,0.15076,0.15076,1.8030899999999999,Orientation-dependent dropping,learning,19,1,1.0,
901,4.0669,0.001,0.011667,1.0556,0.97778,0.86328,0.33333,2.7778,20.463,0.2,0.14444,0.0,1.6800900000000003,Orientation-dependent dropping,learning,19,2,1.0,
902,7.0026,0.001,0.020009,1.0006,0.80058,0.79942,0.30042,2.5011,13.241,0.20026,0.19974,0.19976,1.48229,Orientation-dependent dropping,learning,19,3,1.0,
903,7.4261,0.001,0.03,1.1667,0.8,1.0,0.5,2.5,20.0,0.3,0.0,0.2,1.6897100000000003,Orientation-dependent dropping,learning,19,4,1.0,
904,5.0184,0.0011946,0.010924,0.25307,0.45685,2.2511,0.60016,4.539,18.694,0.38471,0.022931,0.015287,1.3464200000000002,Orientation-dependent dropping,learning,19,5,1.0,
905,4.9101,0.001,0.01,0.9954,0.91868,1.0507,0.26152,3.7065,20.313,0.28061,0.34281,0.20622,1.8531300000000002,Orientation-dependent dropping,learning,19,1,2.0,
906,5.0,0.001,0.01,1.0,0.98379,1.0,0.5,2.5,15.0,0.2,0.16667,0.19777,1.7912100000000002,Orientation-dependent dropping,learning,19,2,2.0,
907,4.8928,0.001,0.058208,1.0,1.0,0.8,0.3,3.5,15.0,0.2,0.2,0.2,1.7849599999999999,Orientation-dependent dropping,learning,19,3,2.0,
908,5.6495,0.001,0.030213,0.95833,0.8,0.8,0.17905,3.3333,15.0,0.2,0.25532,0.2,1.6886299999999999,Orientation-dependent dropping,learning,19,4,2.0,
909,5.0,0.001,0.023031,1.0,0.87174,1.0,0.3,2.5,6.9571,0.2,0.1,0.2,1.53717,Orientation-dependent dropping,learning,19,5,2.0,
910,7.3333,0.001,0.01,1.0259,0.8,0.71939,0.45421,3.5,15.0,0.18889,0.16667,0.25751,1.7020699999999997,Orientation-dependent dropping,learning,19,1,3.0,
911,5.0112,0.001,0.020094,0.94039,1.0571,0.86075,0.37655,2.8022,7.2128,0.20188,0.0,0.19812,1.3989299999999998,Orientation-dependent dropping,learning,19,2,3.0,
912,10.0,0.0021596,0.033346,0.58333,1.3989,0.88797,0.66667,7.0,6.6368,0.2,0.2,0.2,1.87475,Orientation-dependent dropping,learning,19,3,3.0,
913,5.0,0.001,0.02,1.0,1.0,0.72413,0.19871,2.7694,15.0,0.2,0.3,0.2,1.3053599999999999,Orientation-dependent dropping,learning,19,4,3.0,
914,5.0,0.001,0.02,0.99999,1.0525,0.86636,0.5,3.3749,15.0,0.2,0.2,0.2,1.48964,Orientation-dependent dropping,learning,19,5,3.0,
915,6.2916,0.0014376,0.01,0.92593,1.2537,0.98984,0.29526,2.5,30.0,0.19646,0.20199,0.13347,1.79317,Orientation-dependent dropping,learning,19,1,4.0,
916,5.7166,0.001,0.01,0.70225,1.4031,1.0,0.5,3.5,15.0,0.25209,0.3,0.2,2.0146599999999997,Orientation-dependent dropping,learning,19,2,4.0,
917,5.275,0.001,0.017046,1.0,0.90482,0.8,0.4,2.5,20.0,0.26864,0.2,0.2,1.4601700000000002,Orientation-dependent dropping,learning,19,3,4.0,
918,3.2006,0.0037079,0.01,0.50336,1.2058,1.0001,0.19172,2.5002,15.001,0.084559,0.19995,0.20005,1.3552399999999998,Orientation-dependent dropping,learning,19,4,4.0,
919,2.9598,0.001,0.019588,0.86741,1.228,1.0349,0.67099,2.4639,14.835,0.1171,0.20783,0.10881,1.6271099999999996,Orientation-dependent dropping,learning,19,5,4.0,
920,10.0,0.0040562,0.017579,0.52084,1.2022,1.5606,0.42708,3.0043,14.667,0.21667,0.21667,0.10468,1.5217299999999998,Orientation-dependent dropping,learning,19,1,5.0,
921,7.7317,0.001,0.01,0.72068,1.0,1.0,0.3,4.6667,15.0,0.24985,0.2,0.2,1.5748900000000003,Orientation-dependent dropping,learning,19,2,5.0,
922,6.1277,0.0016667,0.018437,0.53874,1.0,1.6,0.3,3.5,15.0,0.2,0.2,0.2,1.37071,Orientation-dependent dropping,learning,19,3,5.0,
923,7.5526,0.001,0.023641,0.9395,1.1337,1.0,0.05,2.5,15.0,0.2,0.2,0.2,1.3176700000000001,Orientation-dependent dropping,learning,19,4,5.0,
924,7.0,0.0023333,0.01,0.375,1.3333,1.0,0.3,3.3978,15.0,0.2,0.2,0.2,1.4672999999999998,Orientation-dependent dropping,learning,19,5,5.0,
925,5.0,0.001,0.02,0.25,0.67786,1.1111,0.3,4.6666,15.0,0.21776,0.2,0.2,1.5676100000000002,Orientation-dependent dropping,learning,20,1,1.0,
926,7.0,0.0033435,0.02,0.33333,0.53333,1.2658,0.4,5.0,10.848,0.2,0.2,0.27557,1.60376,Orientation-dependent dropping,learning,20,2,1.0,
927,5.5209,0.001,0.038656,0.97713,0.4905,0.97179,0.3,3.5,30.0,0.2692,0.12039,0.1,2.3129099999999996,Orientation-dependent dropping,learning,20,3,1.0,
928,3.0,0.001,0.018333,0.46355,0.8,0.50577,0.4,3.83,15.0,0.4,0.2,0.18889,1.68017,Orientation-dependent dropping,learning,20,4,1.0,
929,2.6074,0.0039002,0.016502,0.94398,0.55725,0.8,0.8588,3.5,20.0,0.2,0.2,0.17318,1.9644099999999998,Orientation-dependent dropping,learning,20,5,1.0,
930,3.5051,0.001,0.0251,0.72883,0.8,1.0,0.36672,2.7605,15.0,0.1,0.2,0.2,1.5565000000000002,Orientation-dependent dropping,learning,20,1,2.0,
931,6.9736,0.0020995,0.01,0.99508,0.44181,0.9933,0.21688,3.7321,7.031,0.098661,0.19732,0.39598,1.7605899999999999,Orientation-dependent dropping,learning,20,2,2.0,
932,3.0002,0.001,0.031219,0.49995,0.8001,1.4999,0.50006,4.6664,15.001,0.10002,0.20004,0.19003,1.9454900000000002,Orientation-dependent dropping,learning,20,3,2.0,
933,6.0,0.001,0.01,1.0,0.63355,0.66679,0.3,2.5,15.0,0.2,0.2,0.28711,1.5912700000000002,Orientation-dependent dropping,learning,20,4,2.0,
934,3.9534,0.0042373,0.01911,0.96512,0.77816,0.9015,0.27363,3.7932,11.367,0.18997,0.21863,0.243,1.7856100000000001,Orientation-dependent dropping,learning,20,5,2.0,
935,2.55,0.015,0.024666,0.25,0.8,1.0,0.22744,5.0,130.78,0.028522,0.2,0.2,2.14169,Orientation-dependent dropping,learning,20,1,3.0,
936,3.525,0.001,0.01,0.37694,0.11534,1.0365,0.28809,4.5634,11.0,0.0,0.0,0.4,1.7816500000000002,Orientation-dependent dropping,learning,20,2,3.0,
937,8.2502,0.0058274,0.02,0.7825,0.4,1.0,0.0,3.5848,6.9144,0.10865,0.10765,0.2,2.34533,Orientation-dependent dropping,learning,20,3,3.0,
938,5.0473,0.0017089,0.027595,0.35581,0.23487,1.1862,-0.057504,4.3469,13.603,0.15532,0.29436,0.29436,1.85282,Orientation-dependent dropping,learning,20,4,3.0,
939,5.7832,0.0085,0.022873,0.46449,0.32052,0.91667,0.22884,3.4792,77.7,0.12222,0.23333,0.23333,1.9547599999999998,Orientation-dependent dropping,learning,20,5,3.0,
940,4.9505,0.001,0.01,0.99194,0.57535,0.94689,0.29438,3.4342,10.0,0.052334,0.10505,0.26667,2.0056000000000003,Orientation-dependent dropping,learning,20,1,4.0,
941,4.1833,0.01,0.018333,1.0,0.4,1.0,0.23162,3.5,10.0,0.087529,0.18679,0.2606,1.73921,Orientation-dependent dropping,learning,20,2,4.0,
942,6.1193,0.001,0.02,0.99999,0.60087,0.80817,0.3,2.5,20.0,0.19903,0.2,0.18889,1.7802599999999997,Orientation-dependent dropping,learning,20,3,4.0,
943,2.55,0.01,0.031667,0.8041,0.51942,0.98343,0.3,5.5556,20.0,0.13333,0.2,0.3086,1.8555499999999998,Orientation-dependent dropping,learning,20,4,4.0,
944,8.0,0.001,0.02,0.92415,0.62884,1.0,0.3,2.5,20.0,0.2,0.16667,0.2,2.0782800000000003,Orientation-dependent dropping,learning,20,5,4.0,
945,0.88634,0.001,0.015,0.45925,0.73365,1.0324,0.3907,4.7215,154.04,0.19147,0.23427,0.19948,1.67242,Orientation-dependent dropping,learning,20,1,5.0,
946,4.653,0.001,0.022418,1.0685,0.57225,0.97398,0.56687,3.5033,10.007,0.11345,0.2162,0.17345,2.05563,Orientation-dependent dropping,learning,20,2,5.0,
947,5.0,0.002048,0.018333,0.5,0.4,1.5,0.3,7.0,15.0,0.2,0.2,0.2,1.92561,Orientation-dependent dropping,learning,20,3,5.0,
948,2.8389,0.0015949,0.019246,1.0,0.80441,1.0,0.37971,3.8889,15.0,0.20077,0.3,0.2,1.9161499999999996,Orientation-dependent dropping,learning,20,4,5.0,
949,3.1667,0.001,0.03,0.25,0.68501,0.96391,0.0,5.6806,10.0,0.2,0.25454,0.3,2.1373400000000005,Orientation-dependent dropping,learning,20,5,5.0,
950,5.0,0.01,0.02,1.0,0.8,1.0,0.3,5.0,15.0,0.50744,0.2,0.16667,2.222,Orientation-dependent dropping,learning,21,1,1.0,
951,3.7014,0.001,0.040425,1.1008,0.74797,0.65874,0.47707,3.6728,14.938,0.2,0.097855,0.22802,2.2850099999999998,Orientation-dependent dropping,learning,21,2,1.0,
952,2.0207,0.01,0.01,1.0,0.4,0.77528,0.4,2.7778,42.465,0.46667,0.2,0.17551,2.35786,Orientation-dependent dropping,learning,21,3,1.0,
953,5.0611,0.011683,0.02,1.1084,0.54355,0.30385,0.4,3.2744,15.0,0.2,0.0,0.1,2.2495600000000002,Orientation-dependent dropping,learning,21,4,1.0,
954,3.0488,0.01111,0.010439,1.0539,0.68896,0.97349,0.48902,3.5074,131.44,0.35309,0.2,0.18768,2.1187300000000002,Orientation-dependent dropping,learning,21,5,1.0,
955,5.4521,0.0035075,0.036667,0.72504,0.69984,0.80505,0.4,3.3333,16.667,0.16667,0.2,0.2,2.0286999999999997,Orientation-dependent dropping,learning,21,1,2.0,
956,7.802,0.0032991,0.01,1.0299,0.7181,0.85668,0.3,3.7433,15.0,0.2,0.2,0.2,1.98073,Orientation-dependent dropping,learning,21,2,2.0,
957,7.0,0.0014336,0.015,1.0,0.28338,1.0667,0.33333,3.6316,15.0,0.29746,0.2,0.2,2.14656,Orientation-dependent dropping,learning,21,3,2.0,
958,4.9838,0.001,0.02,1.1667,0.33544,0.8,0.3,3.5,15.0,0.2,0.2,0.2,1.7888299999999997,Orientation-dependent dropping,learning,21,4,2.0,
959,4.9931,0.0038898,0.019953,0.50118,0.52027,0.99765,0.29847,3.682,15.019,0.19906,0.19906,0.19906,2.16303,Orientation-dependent dropping,learning,21,5,2.0,
960,3.1615,0.0043333,0.022484,1.0848,0.54956,1.3333,0.23393,4.6666,20.0,0.26667,0.24666,0.2,1.9029699999999998,Orientation-dependent dropping,learning,21,1,3.0,
961,3.7843,0.0049147,0.01,1.0095,0.70561,1.5244,0.29504,4.691,14.914,0.16255,0.2011,0.22384,2.2362200000000003,Orientation-dependent dropping,learning,21,2,3.0,
962,3.0,0.0060727,0.03,1.2642,0.4927,1.0,0.3,3.5,20.0,0.2,0.3,0.2,1.53262,Orientation-dependent dropping,learning,21,3,3.0,
963,3.2699,0.0068959,0.028626,1.0225,0.9464,1.4537,0.50013,4.8724,13.132,0.16969,0.18526,0.27771,1.7384700000000002,Orientation-dependent dropping,learning,21,4,3.0,
964,3.1667,0.0023123,0.021036,0.97197,0.4,1.0,0.3,3.5,8.9842,0.1216,0.2,0.1,1.84527,Orientation-dependent dropping,learning,21,5,3.0,
965,5.274,0.001,0.01,1.0,0.55804,0.80199,0.3,3.5,11.014,0.2,0.26289,0.2,1.9377300000000002,Orientation-dependent dropping,learning,21,1,4.0,
966,3.0,0.01,0.01,1.0,0.8,0.8,1.02,3.5,9.9999,0.099999,0.2,0.2,1.9112300000000002,Orientation-dependent dropping,learning,21,2,4.0,
967,3.6065,0.005,0.023883,0.9549,0.8,0.8,0.5,3.5,15.0,0.11193,0.052552,0.28775,1.94146,Orientation-dependent dropping,learning,21,3,4.0,
968,3.9999,0.001,0.01,0.97609,0.53327,0.76786,0.33337,3.7601,12.372,0.20369,0.0,0.19997,1.8375800000000002,Orientation-dependent dropping,learning,21,4,4.0,
969,5.2177,0.0036526,0.01,0.7796,0.51162,0.8,1.0197,3.8484,9.9999,0.1,0.2,0.24981,2.0858600000000003,Orientation-dependent dropping,learning,21,5,4.0,
970,3.0,0.005,0.02,1.0,0.8,0.8,0.5,3.5,108.66,0.2,0.2,0.2,1.75147,Orientation-dependent dropping,learning,21,1,5.0,
971,2.364,0.001,0.01,1.0685,0.55904,0.9217,0.55872,2.363,15.626,0.10728,0.21502,0.23132,1.98298,Orientation-dependent dropping,learning,21,2,5.0,
972,6.0752,0.001,0.029126,1.0,0.8,0.8058,0.3,3.5982,15.0,0.4,0.2,0.2,2.0945099999999996,Orientation-dependent dropping,learning,21,3,5.0,
973,7.0077,0.0018158,0.018543,0.9983,0.64911,0.79806,0.19981,2.9994,10.011,0.19922,0.29883,0.20078,2.1349299999999998,Orientation-dependent dropping,learning,21,4,5.0,
974,5.2477,0.0038409,0.019998,0.49996,0.71733,0.99991,0.40003,5.0003,6.6815,0.24692,0.20003,0.20003,1.9926400000000002,Orientation-dependent dropping,learning,21,5,5.0,
975,2.1465,0.0033131,0.010741,0.46466,0.60444,0.73178,0.3,6.0851,12.921,0.18495,0.19412,0.2,1.9370999999999998,Orientation-dependent dropping,learning,22,1,1.0,
976,6.8669,0.01,0.02,0.51437,0.4,1.0,0.6,8.4561,20.0,0.22569,0.1,0.0,1.8119400000000003,Orientation-dependent dropping,learning,22,2,1.0,
977,10.0,0.001,0.03,0.25,0.75277,1.0667,0.4,3.3333,17.565,0.17317,0.19259,0.20187,2.02866,Orientation-dependent dropping,learning,22,3,1.0,
978,2.6622,0.013118,0.023465,0.93592,0.7975,0.96548,0.71261,4.6968,16.386,0.2693,0.2693,0.1307,1.80702,Orientation-dependent dropping,learning,22,4,1.0,
979,1.4941,0.010158,0.020177,0.42763,0.79112,0.98977,0.25584,7.2966,53.478,0.19133,0.13587,0.19258,1.8470799999999996,Orientation-dependent dropping,learning,22,5,1.0,
980,7.4142,0.001,0.018333,1.0,0.55746,0.8,0.3,3.9542,20.0,0.2,0.27447,0.2,1.9613299999999998,Orientation-dependent dropping,learning,22,1,2.0,
981,8.8252,0.0014081,0.019973,0.97277,0.38548,0.85769,0.95286,3.8214,20.811,0.18435,0.21289,0.22964,1.58287,Orientation-dependent dropping,learning,22,2,2.0,
982,3.4282,0.0029747,0.017887,0.75339,0.4,0.85895,0.6,3.8601,9.2139,0.23333,0.2,0.2,1.6472900000000004,Orientation-dependent dropping,learning,22,3,2.0,
983,7.1514,0.001717,0.016201,0.90504,0.28889,0.96439,0.89698,3.5653,10.205,0.2427,0.09612,0.29918,1.8097,Orientation-dependent dropping,learning,22,4,2.0,
984,4.7391,0.0036667,0.01,0.51435,0.57194,0.99569,0.66667,8.1096,22.532,0.17529,0.25451,0.2,1.75394,Orientation-dependent dropping,learning,22,5,2.0,
985,4.1525,0.0027016,0.020635,0.35635,0.25222,1.1474,0.48675,5.3131,171.13,0.08508,0.0709,0.10549,1.42985,Orientation-dependent dropping,learning,22,1,3.0,
986,3.0298,0.001,0.01,0.25,0.71439,1.0002,0.25303,9.3326,63.553,0.19932,0.19993,0.19993,1.50716,Orientation-dependent dropping,learning,22,2,3.0,
987,3.2946,0.0053119,0.020074,0.62589,0.69949,1.0,0.3,5.1852,15.0,0.023491,0.16667,0.016667,1.3816499999999998,Orientation-dependent dropping,learning,22,3,3.0,
988,6.8258,0.0055979,0.03,0.58333,0.44444,1.0,0.3,7.0,2675.6,0.082516,0.16111,0.13334,1.18769,Orientation-dependent dropping,learning,22,4,3.0,
989,6.4945,0.001,0.01773,0.91391,0.6499,0.79465,0.43517,5.5655,15.004,0.1756,0.0,0.15198,1.79484,Orientation-dependent dropping,learning,22,5,3.0,
990,4.1959,0.001,0.02347,1.0,0.8,1.0,0.40552,2.9384,15.0,0.2,0.2,0.2,1.8035999999999999,Orientation-dependent dropping,learning,22,1,4.0,
991,5.2986,0.001,0.020564,0.95833,0.61338,0.8,0.2121,3.5,13.333,0.20371,0.2,0.2,1.7407800000000002,Orientation-dependent dropping,learning,22,2,4.0,
992,6.1347,0.0024922,0.031855,1.0173,0.55072,0.78957,0.60642,3.6807,14.357,0.1936,0.16787,0.19202,1.5568700000000002,Orientation-dependent dropping,learning,22,3,4.0,
993,5.0,0.001,0.04,0.625,0.6923,0.84834,0.3,4.6667,15.0,0.2,0.22846,0.2,1.8092599999999996,Orientation-dependent dropping,learning,22,4,4.0,
994,6.0003,0.001,0.017006,0.99988,0.39991,0.80012,0.30008,2.7349,15.001,0.20001,0.20006,0.20006,1.87864,Orientation-dependent dropping,learning,22,5,4.0,
995,8.6756,0.001,0.034117,1.0,0.8,1.0863,0.3,4.8893,20.0,0.2,0.1,0.2,1.38209,Orientation-dependent dropping,learning,22,1,5.0,
996,7.5896,0.0015159,0.013322,0.80192,0.68003,0.97762,0.64215,3.504,15.014,0.11648,0.2734,0.24437,1.7087599999999998,Orientation-dependent dropping,learning,22,2,5.0,
997,3.2786,0.001,0.02,0.5,0.88889,1.0,0.50001,4.7691,15.0,0.2,0.2,0.2,1.76331,Orientation-dependent dropping,learning,22,3,5.0,
998,10.0,0.001,0.01,0.69904,0.82633,0.94973,0.31383,4.56,14.766,0.1883,0.1883,0.13532,1.6323599999999998,Orientation-dependent dropping,learning,22,4,5.0,
999,5.1961,0.001,0.03,0.58592,0.8,1.3611,0.48806,4.5253,10.0,0.18889,0.20457,0.2,1.44815,Orientation-dependent dropping,learning,22,5,5.0,
1000,2.6373,0.001,0.01,0.56477,0.68559,0.66682,0.24649,5.0,30.0,0.2,0.2,0.2,2.23091,Orientation-dependent dropping,learning,23,1,1.0,
1001,3.0748,0.001,0.01,0.50054,0.79967,0.8456,0.64947,4.9261,152.83,0.20167,0.17072,0.19998,1.7511899999999998,Orientation-dependent dropping,learning,23,2,1.0,
1002,5.0,0.0029921,0.0125,0.5,0.4,1.0667,0.43334,3.7197,12.139,0.2,0.2,0.2,1.80838,Orientation-dependent dropping,learning,23,3,1.0,
1003,3.0,0.001,0.019292,0.37111,0.46353,1.0,1.4833,3.5,20.0,0.1,0.2,0.1,1.54925,Orientation-dependent dropping,learning,23,4,1.0,
1004,3.0,0.001,0.023333,0.71677,0.68762,1.0,0.3,3.3333,15.0,0.2,0.3,0.2,1.62514,Orientation-dependent dropping,learning,23,5,1.0,
1005,3.8759,0.001,0.017942,1.0,0.8,1.0,0.0,2.6185,20.0,0.2,0.2,0.2,1.7124099999999998,Orientation-dependent dropping,learning,23,1,2.0,
1006,5.0,0.001,0.01,1.0,0.8,1.0,0.43687,3.6486,9.6439,0.2,0.2,0.2,1.6381800000000002,Orientation-dependent dropping,learning,23,2,2.0,
1007,4.4105,0.001,0.01,0.48617,0.80279,1.4411,0.31482,5.2293,12.533,0.19159,0.094737,0.18889,1.68673,Orientation-dependent dropping,learning,23,3,2.0,
1008,5.2016,0.0014284,0.018039,0.40082,0.59314,1.6172,0.31254,4.0582,20.984,0.15833,0.15612,0.2375,1.60397,Orientation-dependent dropping,learning,23,4,2.0,
1009,4.0382,0.0036667,0.034493,0.65686,0.84938,1.0875,0.38889,3.5802,37.387,0.18493,0.19259,0.2,1.5519500000000002,Orientation-dependent dropping,learning,23,5,2.0,
1010,0.98217,0.0049267,0.01,0.52185,0.66095,1.0437,0.57159,3.5983,40.459,0.0,0.0,0.20808,1.49412,Orientation-dependent dropping,learning,23,1,3.0,
1011,3.0,0.0016667,0.01,1.0,0.77751,0.8,0.3,2.5,16.6,0.050519,0.16667,0.22222,1.93104,Orientation-dependent dropping,learning,23,2,3.0,
1012,3.4149,0.001,0.023333,0.51349,0.75038,1.0523,0.3,4.8953,15.0,0.16667,0.2,0.29221,1.7191100000000001,Orientation-dependent dropping,learning,23,3,3.0,
1013,3.6841,0.001,0.023333,0.59148,0.8,1.0,0.3,5.0,20.0,0.16843,0.2,0.2963,1.70752,Orientation-dependent dropping,learning,23,4,3.0,
1014,4.1593,0.003,0.01,1.0,0.8,0.8,0.3,3.5,15.0,0.19457,0.2,0.2,1.9238399999999998,Orientation-dependent dropping,learning,23,5,3.0,
1015,2.5167,0.0014227,0.03,0.50488,0.82963,1.1204,0.33333,2.5,31.695,0.2,0.2,0.2,1.6717,Orientation-dependent dropping,learning,23,1,4.0,
1016,7.0,0.0040863,0.013333,1.2753,0.69536,1.0,0.28929,3.3334,7.8643,0.22718,0.2,0.2,1.6739400000000004,Orientation-dependent dropping,learning,23,2,4.0,
1017,5.2189,0.001,0.01,0.95833,0.69715,1.0,0.3,2.8691,20.0,0.2,0.2,0.2,1.70674,Orientation-dependent dropping,learning,23,3,4.0,
1018,4.1833,0.001,0.01,1.0,0.61657,1.0,0.3,2.5,15.0,0.2,0.2,0.2,1.78145,Orientation-dependent dropping,learning,23,4,4.0,
1019,5.0,0.001,0.02,1.0,0.49156,1.0,0.3,3.5,10.0,0.2,0.2,0.4,1.9427499999999998,Orientation-dependent dropping,learning,23,5,4.0,
1020,5.9695,0.0027879,0.01,0.92894,0.37676,0.8748,0.36475,2.7692,16.231,0.13846,0.13846,0.24933,1.83067,Orientation-dependent dropping,learning,23,1,5.0,
1021,3.9209,0.001,0.019959,0.81399,0.70773,1.038,0.36664,3.4093,15.822,0.15895,0.1589,0.15597,1.8250199999999999,Orientation-dependent dropping,learning,23,2,5.0,
1022,4.1666,0.001,0.019887,0.99597,0.39604,1.2231,0.32637,2.4963,14.955,0.20004,0.20004,0.19774,1.7364799999999998,Orientation-dependent dropping,learning,23,3,5.0,
