,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
839,7.9958,0.010556,0.11363,0.020409,0.25,0.4,1.0426,0.3,15.0,2.1720800000000002,No 3-in-a-row,learning,16,5,3.0,
840,5.4031,0.001,0.3811,0.019804,1.0086,0.80881,1.0098,0.30636,14.922,2.1534500000000003,No 3-in-a-row,learning,16,1,4.0,
841,6.4449,0.0038109,0.50912,0.019227,0.25,0.7751,2.8527,0.41527,14.109,1.9748099999999997,No 3-in-a-row,learning,16,2,4.0,
842,8.0927,0.001,0.7231,0.01,0.49572,0.80775,3.8081,0.72496,-57.298,1.84991,No 3-in-a-row,learning,16,3,4.0,
843,3.9749,0.0046169,0.37587,0.01,0.25,0.76566,1.5583,0.33333,15.0,2.06196,No 3-in-a-row,learning,16,4,4.0,
844,7.8808,0.001,0.47695,0.017713,0.99391,0.80627,0.9949,0.29569,8.002,2.2846699999999998,No 3-in-a-row,learning,16,5,4.0,
845,5.0,0.001,0.23373,0.023333,0.25,0.68324,2.0,-0.99363,15.0,1.80457,No 3-in-a-row,learning,16,1,5.0,
846,9.9999,0.001,0.4,0.02,0.33333,0.8,3.0,0.0,3.6913,1.8847200000000002,No 3-in-a-row,learning,16,2,5.0,
847,7.0,0.0016667,0.3,0.02,0.25,0.87089,2.487,-1.558,20.0,1.7618499999999997,No 3-in-a-row,learning,16,3,5.0,
848,7.2896,0.001,0.28755,0.027704,0.25,1.0795,1.7736,0.15774,16.751,1.9826400000000004,No 3-in-a-row,learning,16,4,5.0,
849,6.2815,0.0010656,0.48023,0.024905,0.25,1.0819,3.0928,0.21814,33.475,1.9892699999999999,No 3-in-a-row,learning,16,5,5.0,
850,9.9999,0.001,0.32238,0.01,0.25,1.0648,2.0022,0.30144,14.709,1.2047899999999998,No 3-in-a-row,learning,17,1,1.0,
851,5.85,0.001,0.56338,0.02,1.0,0.8,1.5,0.3,10.0,1.6498700000000004,No 3-in-a-row,learning,17,2,1.0,
852,5.4517,0.001,0.13761,0.01963,0.25,1.0756,2.0,0.4,13.449,1.96639,No 3-in-a-row,learning,17,3,1.0,
853,7.0,0.001,0.56309,0.022218,1.0,1.084,1.5,0.3,15.0,1.59564,No 3-in-a-row,learning,17,4,1.0,
854,7.6175,0.001,0.6,0.01,1.0,0.85948,1.1607,0.3,5.9568,1.8138999999999998,No 3-in-a-row,learning,17,5,1.0,
855,5.025,0.001,0.51771,0.036608,0.25,0.38372,2.1478,0.50693,19.0,2.01432,No 3-in-a-row,learning,17,1,2.0,
856,3.8146,0.0011524,0.083339,0.0175,0.28774,0.53344,1.7928,0.59375,21.312,2.02183,No 3-in-a-row,learning,17,2,2.0,
857,4.1073,0.001,0.24755,0.021334,0.42751,0.34953,1.6812,0.072491,9.2026,2.10853,No 3-in-a-row,learning,17,3,2.0,
858,5.8299,0.001,0.23302,0.01,0.25,0.79968,3.1182,0.40857,16.346,2.40646,No 3-in-a-row,learning,17,4,2.0,
859,4.9181,0.001,0.25472,0.019444,0.25,0.27183,2.0521,0.013889,15.222,2.09779,No 3-in-a-row,learning,17,5,2.0,
860,6.9993,0.001,0.2499,0.01,0.40395,0.67666,2.2517,0.10526,29.998,1.6430599999999997,No 3-in-a-row,learning,17,1,3.0,
861,4.4986,0.001,0.3,0.025356,0.25,0.75711,2.0,0.4,15.0,1.5764900000000002,No 3-in-a-row,learning,17,2,3.0,
862,4.6932,0.001,0.2,0.03,0.40533,0.53333,1.6527,0.3,15.0,1.8238599999999998,No 3-in-a-row,learning,17,3,3.0,
863,6.2397,0.001,0.23444,0.026276,0.25,0.8085,2.0169,0.082759,17.297,2.1737,No 3-in-a-row,learning,17,4,3.0,
864,4.4184,0.001,0.2,0.01795,0.25,0.8,2.0,-0.28731,9.7439,1.7945799999999998,No 3-in-a-row,learning,17,5,3.0,
865,7.2664,0.0018411,0.20031,0.028739,0.25,0.74914,2.3275,0.2561,20.282,1.75991,No 3-in-a-row,learning,17,1,4.0,
866,5.0,0.001,0.089723,0.03,0.25,0.8,1.5,0.0,20.0,1.5080500000000001,No 3-in-a-row,learning,17,2,4.0,
867,7.4039,0.001,0.39892,0.01,0.25,0.8,3.4221,0.12154,17.083,1.88227,No 3-in-a-row,learning,17,3,4.0,
868,7.3041,0.001,0.0,0.01846,0.25,0.75017,1.4026,0.54996,21.559,1.6254099999999998,No 3-in-a-row,learning,17,4,4.0,
869,5.974,0.001,0.17646,0.03,0.25,0.8,2.0,0.20373,2.5,1.7166000000000001,No 3-in-a-row,learning,17,5,4.0,
870,4.3266,0.001,0.1,0.020962,0.25,1.1965,1.4635,0.3,15.0,1.7194600000000002,No 3-in-a-row,learning,17,1,5.0,
871,7.6025,0.001,0.12476,0.020022,0.25,1.0996,1.4846,0.30071,15.009,1.7532,No 3-in-a-row,learning,17,2,5.0,
872,7.0,0.001,0.24458,0.03,0.34458,1.6,3.0,0.3,13.333,1.58786,No 3-in-a-row,learning,17,3,5.0,
873,8.0,0.0012963,0.27576,0.0259,0.25,1.0766,2.6441,0.19167,9.0547,1.7342300000000002,No 3-in-a-row,learning,17,4,5.0,
874,3.0,0.001,0.13115,0.015,0.25,1.1885,1.5069,0.3,15.0,1.4239600000000001,No 3-in-a-row,learning,17,5,5.0,
875,6.8772,0.012758,0.29394,0.019582,1.4817,0.78118,0.54274,0.61021,20.167,2.68666,No 3-in-a-row,learning,18,1,1.0,
876,7.003,0.001,0.66967,0.019992,0.39306,0.39819,2.0008,1.9868,-1785.0,2.16054,No 3-in-a-row,learning,18,2,1.0,
877,6.7618,0.001,0.20494,0.017773,0.25,0.43426,1.0278,1.7657,15.222,2.5029600000000003,No 3-in-a-row,learning,18,3,1.0,
878,5.85,0.01,0.3,0.020628,0.25,0.27857,1.259,1.862,15.0,2.16524,No 3-in-a-row,learning,18,4,1.0,
879,5.5638,0.001,0.28837,0.020449,0.25,0.41345,1.0194,2.7831,15.154,2.6,No 3-in-a-row,learning,18,5,1.0,
880,3.3542,0.001,0.30184,0.01,0.25,0.23759,1.7624,0.275,19.0,2.23093,No 3-in-a-row,learning,18,1,2.0,
881,4.3644,0.001,0.33519,0.02,0.5,0.4,1.5882,0.3,15.0,2.3778299999999994,No 3-in-a-row,learning,18,2,2.0,
882,5.7435,0.01,0.37409,0.01,0.25,0.66888,2.0,0.3,20.0,2.40215,No 3-in-a-row,learning,18,3,2.0,
883,5.5756,0.001,0.42347,0.01,0.45833,0.45833,1.8378,0.35416,15.667,2.11723,No 3-in-a-row,learning,18,4,2.0,
884,5.1021,0.001,0.33771,0.024472,0.25,0.436,1.8863,0.48004,14.497,2.3782,No 3-in-a-row,learning,18,5,2.0,
885,4.1833,0.001,0.2,0.02,0.25,0.37614,1.4005,0.35682,20.0,2.1619099999999998,No 3-in-a-row,learning,18,1,3.0,
886,9.17,0.01025,0.29167,0.01,2.0122,0.67876,1.0139,0.49838,15.111,2.4441,No 3-in-a-row,learning,18,2,3.0,
887,4.8335,0.016006,0.2017,0.031463,0.25,0.70541,1.2135,0.3587,15.841,2.71881,No 3-in-a-row,learning,18,3,3.0,
888,4.8847,0.0091383,0.21712,0.01,0.25,0.73812,1.5257,0.34469,12.738,2.53046,No 3-in-a-row,learning,18,4,3.0,
889,7.0,0.005,0.2,0.02,0.25,0.82963,1.0658,0.3,12.569,2.2326099999999998,No 3-in-a-row,learning,18,5,3.0,
890,4.1833,0.001,0.1,0.03,0.33333,0.61129,1.4915,0.3,15.0,1.94265,No 3-in-a-row,learning,18,1,4.0,
891,10.0,0.0049998,0.19997,0.02,0.25,0.4,1.4621,0.29998,12.076,2.2748599999999994,No 3-in-a-row,learning,18,2,4.0,
892,10.0,0.0041277,0.4152,0.020864,0.31472,0.62083,2.6696,1.0786,14.977,1.81816,No 3-in-a-row,learning,18,3,4.0,
893,5.6294,0.001,0.26417,0.024888,0.38479,0.62506,1.424,0.33329,18.715,2.16709,No 3-in-a-row,learning,18,4,4.0,
894,3.8669,0.001,0.36065,0.028634,0.33737,0.30582,1.8847,0.64816,13.217,2.16482,No 3-in-a-row,learning,18,5,4.0,
895,6.5338,0.001,0.2,0.020641,0.25,0.88889,2.1274,0.3,11.698,2.42382,No 3-in-a-row,learning,18,1,5.0,
896,7.0,0.001,0.6,0.018785,1.0,0.6853,2.0739,0.0,15.0,1.8273,No 3-in-a-row,learning,18,2,5.0,
897,10.0,0.001,0.34438,0.02,0.5,0.8,1.5,0.3,20.0,1.823,No 3-in-a-row,learning,18,3,5.0,
898,5.0,0.001,0.23952,0.01,0.25,0.29307,1.7701,0.6,15.0,1.75663,No 3-in-a-row,learning,18,4,5.0,
899,6.5367,0.001,0.32864,0.06,1.0,0.76731,0.99999,0.31111,16.667,2.5199399999999996,No 3-in-a-row,learning,18,5,5.0,
900,5.4688,0.001,0.26667,0.030463,0.34724,0.8,1.9335,0.8,16.667,1.81816,No 3-in-a-row,learning,19,1,1.0,
901,8.0516,0.001,0.13053,0.03,0.25,1.0133,2.0,0.6,20.0,1.73398,No 3-in-a-row,learning,19,2,1.0,
902,6.3518,0.001,0.43776,0.017206,0.25,0.77188,2.404,0.48988,23.608,1.55984,No 3-in-a-row,learning,19,3,1.0,
903,6.121,0.001,0.30198,0.01979,0.98855,0.73298,0.98692,0.2962,15.105,2.08875,No 3-in-a-row,learning,19,4,1.0,
904,7.4386,0.001,0.46598,0.01,2.0,0.8,1.0,0.5,15.0,1.6118400000000002,No 3-in-a-row,learning,19,5,1.0,
905,6.9997,0.001,0.30002,0.030004,0.25,1.0028,3.0943,0.59999,20.0,1.9287200000000002,No 3-in-a-row,learning,19,1,2.0,
906,4.5158,0.001,0.19995,0.019994,0.25,0.79971,2.0003,1.3826,199.97,1.95305,No 3-in-a-row,learning,19,2,2.0,
907,5.0,0.001,0.45,0.06,1.0,0.8,1.0,-0.13765,20.0,2.0360300000000002,No 3-in-a-row,learning,19,3,2.0,
908,10.0,0.001,0.31202,0.03,2.037,1.0785,1.0,0.16667,11.423,2.1872700000000003,No 3-in-a-row,learning,19,4,2.0,
909,7.8218,0.0012674,0.73523,0.01,1.9608,1.1743,1.0761,0.89597,-60.007,1.8996299999999997,No 3-in-a-row,learning,19,5,2.0,
910,8.271,0.001,0.40708,0.01,0.25,1.0011,2.9098,-4.169,14.222,1.9474900000000002,No 3-in-a-row,learning,19,1,3.0,
911,5.2032,0.001,0.3446,0.019118,1.0859,0.8831,0.72751,0.23998,20.969,1.7831300000000003,No 3-in-a-row,learning,19,2,3.0,
912,4.7651,0.001,0.21365,0.025596,0.34684,1.1132,1.0203,0.50349,17.504,2.06907,No 3-in-a-row,learning,19,3,3.0,
913,8.5719,0.001,0.2,0.018646,0.25,1.0667,1.3333,0.21667,7.9658,1.4630800000000002,No 3-in-a-row,learning,19,4,3.0,
914,8.0,0.001,0.49447,0.03,1.1855,1.1185,1.0217,0.3,10.0,1.72953,No 3-in-a-row,learning,19,5,3.0,
915,7.3028,0.0052242,0.30385,0.020561,0.25,1.2291,2.1207,0.92048,12.291,2.0011900000000002,No 3-in-a-row,learning,19,1,4.0,
916,5.356,0.001,0.12609,0.022239,0.3192,1.3775,1.3437,0.12212,16.0,2.1486600000000005,No 3-in-a-row,learning,19,2,4.0,
917,6.7546,0.0036117,0.19441,0.019467,0.25,1.0898,1.5611,0.42448,14.503,1.6012400000000002,No 3-in-a-row,learning,19,3,4.0,
918,4.583,0.001,0.38944,0.01,0.25,1.2262,1.5019,0.050758,8.0384,1.56373,No 3-in-a-row,learning,19,4,4.0,
919,5.0,0.001,0.52323,0.03,0.58333,1.2386,1.5,6.0555e-06,20.0,1.7205399999999997,No 3-in-a-row,learning,19,5,4.0,
920,5.0,0.001,0.11459,0.016132,0.39851,1.1288,1.5229,0.19715,15.0,1.8578,No 3-in-a-row,learning,19,1,5.0,
921,5.7413,0.0014541,0.091524,0.01,0.25,1.0,1.4804,0.18759,15.0,1.84211,No 3-in-a-row,learning,19,2,5.0,
922,7.5645,0.001,0.49571,0.015,0.78125,0.97837,1.25,-0.87783,13.0,1.6804999999999999,No 3-in-a-row,learning,19,3,5.0,
923,6.1814,0.001,0.3594,0.014617,0.497,0.91753,1.7296,0.44134,16.273,1.53325,No 3-in-a-row,learning,19,4,5.0,
924,6.9782,0.001,0.3026,0.020346,0.25,1.2458,1.9945,0.59641,14.956,1.55634,No 3-in-a-row,learning,19,5,5.0,
925,6.1698,0.001,0.16629,0.020024,0.25,0.40084,1.0012,0.60078,15.01,1.9719700000000002,No 3-in-a-row,learning,20,1,1.0,
926,7.0,0.001,0.16667,0.02535,0.25,0.8,1.0667,1.4366,20.0,2.05922,No 3-in-a-row,learning,20,2,1.0,
927,4.1834,0.001,0.29497,0.03,0.30487,0.63286,1.6,0.3,7.0152,2.29244,No 3-in-a-row,learning,20,3,1.0,
928,8.4221,0.001,0.18889,0.026392,0.25,0.33384,1.0917,0.47917,10.153,1.9634500000000004,No 3-in-a-row,learning,20,4,1.0,
929,5.7934,0.001,0.066667,0.017143,0.25,0.61139,1.3332,0.6,20.001,2.0932699999999995,No 3-in-a-row,learning,20,5,1.0,
930,6.0209,0.0019781,0.30035,0.017993,0.25,0.79539,2.0051,0.40333,15.041,1.7846800000000003,No 3-in-a-row,learning,20,1,2.0,
931,5.9482,0.001,0.29623,0.01,0.37293,0.77281,2.1658,0.11439,19.955,2.09795,No 3-in-a-row,learning,20,2,2.0,
932,7.0,0.001,0.31561,0.049085,0.37852,0.78452,2.3307,0.3,15.0,2.2060399999999993,No 3-in-a-row,learning,20,3,2.0,
933,5.0922,0.001,0.33937,0.031481,0.25,1.0,3.0,0.22222,15.0,1.8369500000000003,No 3-in-a-row,learning,20,4,2.0,
934,8.0016,0.0058675,0.20142,0.020075,0.25,0.54717,2.0038,0.29825,14.97,2.0017199999999997,No 3-in-a-row,learning,20,5,2.0,
935,10.0,0.001,0.31799,0.01,0.25001,0.74354,2.125,0.078866,12.75,2.44813,No 3-in-a-row,learning,20,1,3.0,
936,5.3175,0.001,0.1025,0.03,0.25,0.049999,1.5,0.58021,11.0,2.32153,No 3-in-a-row,learning,20,2,3.0,
937,8.15,0.0069679,0.3,0.022051,0.25,0.4,2.0,1.0,20.0,2.2718499999999997,No 3-in-a-row,learning,20,3,3.0,
938,7.0,0.0083798,0.3,0.021134,1.0,0.56868,1.0,-0.082025,15.0,2.5199399999999996,No 3-in-a-row,learning,20,4,3.0,
939,7.0347,0.001,0.25,0.029502,0.25,0.34305,1.3333,0.3,20.0,2.1528800000000006,No 3-in-a-row,learning,20,5,3.0,
940,7.0,0.001,0.0,0.02,0.25,0.36778,0.81958,0.3,15.0,2.38632,No 3-in-a-row,learning,20,1,4.0,
941,7.2464,0.001,0.56787,0.02963,0.42105,0.39545,1.4901,0.29536,15.074,2.1825699999999997,No 3-in-a-row,learning,20,2,4.0,
942,7.7535,0.001,0.5005,0.02,1.0054,0.8,1.0,0.061001,15.0,2.1605499999999997,No 3-in-a-row,learning,20,3,4.0,
943,7.0,0.001,0.52074,0.04,0.25,0.8,1.4023,0.6,15.0,2.15144,No 3-in-a-row,learning,20,4,4.0,
944,10.0,0.001,0.3926,0.017283,0.25,0.50842,0.83036,0.016256,13.977,2.4988,No 3-in-a-row,learning,20,5,4.0,
945,3.2407,0.001,0.38068,0.017219,0.36445,0.58285,1.784,0.43402,76.132,1.93384,No 3-in-a-row,learning,20,1,5.0,
946,3.2164,0.001,0.45232,0.028717,0.25,0.62604,1.8612,0.46328,15.369,2.2897499999999997,No 3-in-a-row,learning,20,2,5.0,
947,5.0,0.01,0.2,0.02,0.25,0.70327,2.6435,0.3,15.0,2.4832799999999997,No 3-in-a-row,learning,20,3,5.0,
948,3.9249,0.0040517,0.3272,0.024048,0.25,0.47201,1.9361,1.2047,27.085,2.2182800000000005,No 3-in-a-row,learning,20,4,5.0,
949,3.136,0.0093333,0.4309,0.026667,0.25,0.73779,2.3281,0.3,30.0,2.58368,No 3-in-a-row,learning,20,5,5.0,
950,5.0,0.001,0.6,0.014391,2.0,0.8,1.0,0.61756,15.0,2.51795,No 3-in-a-row,learning,21,1,1.0,
951,3.0,0.0038671,0.46503,0.01,0.25,0.8,2.0,0.6,30.0,2.3151300000000004,No 3-in-a-row,learning,21,2,1.0,
952,5.0,0.005,0.3,0.02,0.25,0.4,2.0209,0.67238,15.0,2.58125,No 3-in-a-row,learning,21,3,1.0,
953,6.612,0.001,0.30996,0.018889,1.7893,0.39285,0.89412,0.70833,15.444,2.41853,No 3-in-a-row,learning,21,4,1.0,
954,4.2043,0.001,0.39987,0.030155,1.1628,0.62263,0.81395,-7.167e-06,16.488,2.24355,No 3-in-a-row,learning,21,5,1.0,
955,4.7278,0.001,0.46413,0.04,1.0,0.8,1.0,0.3,15.0,2.32167,No 3-in-a-row,learning,21,1,2.0,
956,5.8453,0.001,0.72674,0.019089,2.18,0.72339,0.95016,0.40845,8.0503,2.32152,No 3-in-a-row,learning,21,2,2.0,
957,5.5973,0.001,0.23849,0.041798,0.28421,0.33444,1.72,0.22308,12.64,2.43148,No 3-in-a-row,learning,21,3,2.0,
958,4.2507,0.001,0.30894,0.01,0.25,0.3498,1.497,0.43049,14.986,2.07231,No 3-in-a-row,learning,21,4,2.0,
959,5.5806,0.0041331,0.35941,0.01,0.25,0.44906,2.2308,-0.9531,5.1533,2.4095299999999997,No 3-in-a-row,learning,21,5,2.0,
960,9.8599,0.0026904,0.095561,0.037143,0.25,0.62894,1.6059,0.42857,11.0,2.25834,No 3-in-a-row,learning,21,1,3.0,
961,5.0,0.0013302,0.3,0.04,0.25,0.63495,2.6,0.5,30.0,2.4545799999999995,No 3-in-a-row,learning,21,2,3.0,
962,5.093,0.010192,0.2,0.02,0.25,0.88889,2.0,0.6,20.0,1.79902,No 3-in-a-row,learning,21,3,3.0,
963,7.0,0.01,0.05,0.02,0.25,0.8,2.0,0.14195,15.0,2.3982800000000006,No 3-in-a-row,learning,21,4,3.0,
964,10.0,0.0045196,0.083333,0.02,0.25,0.4,1.5059,0.3,15.0,2.0452800000000004,No 3-in-a-row,learning,21,5,3.0,
965,2.55,0.001,0.3,0.01,0.25,0.4,1.3333,0.3,30.0,2.20586,No 3-in-a-row,learning,21,1,4.0,
966,5.626,0.001,0.3,0.04,0.25,0.82082,2.59,0.48889,10.534,2.41691,No 3-in-a-row,learning,21,2,4.0,
967,9.0712,0.001,0.015959,0.032997,0.25,0.62917,1.2574,0.80902,13.482,2.40832,No 3-in-a-row,learning,21,3,4.0,
968,7.0,0.001,0.69179,0.038237,1.3566,0.8,1.5438,0.3,15.0,2.21474,No 3-in-a-row,learning,21,4,4.0,
969,10.0,0.0023333,0.0,0.02,0.25,0.57859,1.0,0.3,15.0,2.56032,No 3-in-a-row,learning,21,5,4.0,
970,10.0,0.001,0.28738,0.030281,0.25,0.63538,2.0366,0.527,9.3739,2.12718,No 3-in-a-row,learning,21,1,5.0,
971,5.0,0.0056407,0.2,0.01,0.25,0.8,2.0,0.4,15.0,2.3957,No 3-in-a-row,learning,21,2,5.0,
972,7.0,0.001,0.1,0.12409,0.25,0.88714,0.72222,0.3,15.0,2.3095,No 3-in-a-row,learning,21,3,5.0,
973,9.9999,0.0026766,0.29576,0.017153,0.25,0.63319,2.0,0.3,20.0,2.45201,No 3-in-a-row,learning,21,4,5.0,
974,8.4643,0.001,0.50577,0.032663,2.3558,0.94424,0.93207,0.43672,13.905,2.32098,No 3-in-a-row,learning,21,5,5.0,
975,5.6584,0.001,0.49468,0.01,0.25,0.36039,2.05,0.725,16.0,2.13,No 3-in-a-row,learning,22,1,1.0,
976,4.2307,0.001,0.27306,0.01,0.34852,0.64031,2.5,0.56224,11.0,2.2759799999999997,No 3-in-a-row,learning,22,2,1.0,
977,5.2076,0.001,0.016986,0.023021,0.25,0.8,1.0,0.3,15.0,2.4810799999999995,No 3-in-a-row,learning,22,3,1.0,
978,10.0,0.001,0.3,0.02,0.25,0.4,1.5,0.27013,15.0,2.05641,No 3-in-a-row,learning,22,4,1.0,
979,9.9999,0.001,0.25245,0.01,0.3639,0.79956,1.0005,0.4001,14.996,2.64189,No 3-in-a-row,learning,22,5,1.0,
980,7.0361,0.0011643,0.32649,0.010489,0.25,0.27346,1.5205,3.2884,18.836,2.1600900000000003,No 3-in-a-row,learning,22,1,2.0,
981,7.0207,0.001,0.53541,0.01515,0.25,0.71373,3.4541,0.4,20.0,2.08964,No 3-in-a-row,learning,22,2,2.0,
982,8.2804,0.001,0.48693,0.038333,0.47202,0.53584,1.4653,0.31945,10.094,2.03099,No 3-in-a-row,learning,22,3,2.0,
983,10.0,0.0010721,0.6446,0.01,0.37545,0.23571,2.9366,1.2252,9.7686,2.021,No 3-in-a-row,learning,22,4,2.0,
984,6.9889,0.0020309,0.43334,0.022171,0.25,0.72903,2.1289,2.6103,13.951,1.8643900000000002,No 3-in-a-row,learning,22,5,2.0,
985,7.4567,0.001,0.44399,0.01,0.25,0.5125,1.5372,-0.014882,15.238,1.7406799999999998,No 3-in-a-row,learning,22,1,3.0,
986,6.039,0.001,0.64204,0.01,1.6745,0.44552,0.97735,0.31687,9.7521,2.0608100000000005,No 3-in-a-row,learning,22,2,3.0,
987,6.9414,0.001,0.26237,0.044434,0.25,0.69973,2.125,-0.0024898,22.486,1.9537799999999996,No 3-in-a-row,learning,22,3,3.0,
988,7.1788,0.001,0.11281,0.018719,0.25,0.44485,1.4199,0.54806,15.513,1.53202,No 3-in-a-row,learning,22,4,3.0,
989,5.85,0.001,0.3,0.01,0.25,0.4,2.3708,0.31649,15.0,2.22234,No 3-in-a-row,learning,22,5,3.0,
990,8.8459,0.001,0.45467,0.057715,0.25,0.83575,3.1871,3.1747,20.318,1.89227,No 3-in-a-row,learning,22,1,4.0,
991,10.0,0.001,0.20185,0.020242,0.25,0.64749,2.2485,0.4125,15.222,2.0527699999999998,No 3-in-a-row,learning,22,2,4.0,
992,7.0,0.001,0.44637,0.01,1.2725,0.63326,1.0,0.4,4.6285,1.8726800000000001,No 3-in-a-row,learning,22,3,4.0,
993,6.1409,0.001,0.4635,0.02437,0.25,0.76143,2.3284,0.74415,8.056,2.2817400000000005,No 3-in-a-row,learning,22,4,4.0,
994,6.1251,0.001,0.55867,0.02,2.0,0.72389,0.8,0.66667,30.0,2.03842,No 3-in-a-row,learning,22,5,4.0,
995,5.0,0.001,0.2,0.04,0.99999,0.8,1.0,0.3,15.0,1.58656,No 3-in-a-row,learning,22,1,5.0,
996,10.0,0.001,0.37778,0.01,0.25,0.62523,2.0,0.3,10.0,1.89777,No 3-in-a-row,learning,22,2,5.0,
997,6.8903,0.001,0.285,0.022593,0.25,0.825,2.5818,0.37933,2.2778,2.13235,No 3-in-a-row,learning,22,3,5.0,
998,8.1499,0.001,0.22572,0.018918,0.25,0.57284,2.3153,0.35393,8.3285,1.82819,No 3-in-a-row,learning,22,4,5.0,
999,5.8081,0.001,0.20005,0.020013,0.41377,0.35034,2.1719,0.24761,14.999,2.08929,No 3-in-a-row,learning,22,5,5.0,
1000,5.0,0.001,0.2,0.022394,0.25,0.8,2.0,0.6,15.0,2.4279,No 3-in-a-row,learning,23,1,1.0,
1001,4.05,0.001,0.15,0.016667,0.28752,0.8,1.0414,0.3,13.906,2.19033,No 3-in-a-row,learning,23,2,1.0,
1002,4.554,0.0013924,0.31151,0.020613,0.25,0.74079,1.3483,0.56922,14.357,1.9726200000000003,No 3-in-a-row,learning,23,3,1.0,
1003,4.9181,0.001,0.31667,0.02135,0.25,0.78662,1.0134,0.74317,14.778,1.87924,No 3-in-a-row,learning,23,4,1.0,
1004,4.3798,0.001,0.3,0.01,0.25,0.79669,1.3205,0.31109,16.111,1.8981700000000004,No 3-in-a-row,learning,23,5,1.0,
1005,6.9808,0.001,0.4,0.01,0.25,0.81178,3.1935,0.48705,4.3834,1.9003599999999998,No 3-in-a-row,learning,23,1,2.0,
1006,3.8399,0.001,0.13359,0.01,0.27023,0.53543,1.9928,0.24339,14.53,1.8543899999999998,No 3-in-a-row,learning,23,2,2.0,
1007,9.9999,0.001,0.26234,0.017739,0.25,0.8,2.0,0.3,-17.817,1.9154,No 3-in-a-row,learning,23,3,2.0,
1008,5.2737,0.001,0.31586,0.016472,0.25,1.0667,2.0,0.05,20.0,1.9513800000000003,No 3-in-a-row,learning,23,4,2.0,
1009,7.4287,0.001,0.40432,0.015,0.34702,0.73848,3.2515,0.3,20.0,1.7520100000000003,No 3-in-a-row,learning,23,5,2.0,
1010,8.0366,0.001,0.40556,0.01,0.25,0.6731,1.9907,0.30602,10.051,1.66678,No 3-in-a-row,learning,23,1,3.0,
1011,5.4066,0.001,0.28409,0.01,0.41667,0.8,1.95,0.1,16.667,2.33054,No 3-in-a-row,learning,23,2,3.0,
1012,8.975,0.0014201,0.41048,0.01,0.25,0.6774,1.8333,0.33105,15.131,2.12844,No 3-in-a-row,learning,23,3,3.0,
1013,7.4578,0.001,0.39404,0.01,0.29017,0.8,1.5,0.3,15.0,2.3978200000000003,No 3-in-a-row,learning,23,4,3.0,
1014,3.55,0.001,0.3,0.02,0.25,0.8,2.0,1.0,20.0,1.9878,No 3-in-a-row,learning,23,5,3.0,
1015,4.448,0.001,0.28333,0.01,0.75,0.69111,1.416,0.3,15.0,1.8970500000000001,No 3-in-a-row,learning,23,1,4.0,
1016,4.1765,0.004997,0.19907,0.012325,0.25,0.89098,1.8879,0.43272,20.186,1.91459,No 3-in-a-row,learning,23,2,4.0,
1017,5.284,0.001,0.27673,0.020314,1.1061,0.56367,1.0692,0.28164,14.446,1.93425,No 3-in-a-row,learning,23,3,4.0,
1018,3.5866,0.001,0.22983,0.018509,0.93476,0.7329,0.93951,0.34846,14.403,2.01358,No 3-in-a-row,learning,23,4,4.0,
1019,4.1835,0.001,0.20002,0.01,0.25,0.79995,2.0001,0.33337,15.0,1.9764499999999998,No 3-in-a-row,learning,23,5,4.0,
1020,9.9999,0.0014444,0.2,0.02,0.25,0.053499,2.2,0.16121,15.0,1.9719000000000002,No 3-in-a-row,learning,23,1,5.0,
1021,10.0,0.0014028,0.62948,0.014108,1.19,0.60455,1.5491,0.44592,19.393,2.0524699999999996,No 3-in-a-row,learning,23,2,5.0,
1022,7.2804,0.0058125,0.06431,0.020021,0.25,0.62864,1.7224,0.92161,13.128,1.96102,No 3-in-a-row,learning,23,3,5.0,
1023,10.0,0.001,0.4,0.02,0.25,0.4,3.4496,0.88411,12.367,1.77495,No 3-in-a-row,learning,23,4,5.0,
1024,10.0,0.0033418,0.28291,0.023335,1.1814,0.61344,1.2073,0.43473,16.658,1.8211099999999998,No 3-in-a-row,learning,23,5,5.0,
1025,10.0,0.001,0.73117,0.01,1.0002,0.92787,2.245,-3.949,-135.01,2.0721799999999995,No 3-in-a-row,learning,24,1,1.0,
1026,5.0,0.001,0.33565,0.030837,0.99999,0.66391,1.0,0.2397,15.0,1.99359,No 3-in-a-row,learning,24,2,1.0,
1027,7.0,0.001,0.25,0.01,0.25,0.8,1.824,0.3,15.0,1.7762,No 3-in-a-row,learning,24,3,1.0,
1028,5.8046,0.001,0.49596,0.039969,0.62467,0.75755,1.4205,0.30049,7.084,1.8969099999999997,No 3-in-a-row,learning,24,4,1.0,
1029,10.0,0.001,0.22443,0.022703,0.25,0.71156,2.0,0.17549,30.0,2.2164900000000003,No 3-in-a-row,learning,24,5,1.0,
1030,7.2866,0.0014047,0.26134,0.01963,0.35005,0.67016,1.5,0.5,30.0,2.14828,No 3-in-a-row,learning,24,1,2.0,
1031,7.429,0.001,0.55,0.01,1.0,0.76129,0.99999,0.3,15.0,2.19097,No 3-in-a-row,learning,24,2,2.0,
