,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
0,10.0,0.001,0.2929,0.02,0.5,0.4,1.5,0.25508,20.0,2.21658,No 3-in-a-row,human-vs-human,1,1,,
1,8.8058,0.001,0.29352,0.019969,0.89905,0.45815,1.0374,0.29897,15.013,2.2257700000000002,No 3-in-a-row,human-vs-human,1,2,,
2,5.0039,0.001,0.50401,0.0348,0.25,0.5972,1.9968,0.2979,6.9793,2.3054500000000004,No 3-in-a-row,human-vs-human,1,3,,
3,3.0,0.001,0.16667,0.02,0.25,0.71238,1.3333,0.4,15.0,2.2139800000000003,No 3-in-a-row,human-vs-human,1,4,,
4,10.0,0.001,0.24967,0.02,0.25,0.4,1.2759,0.5,26.667,2.40257,No 3-in-a-row,human-vs-human,1,5,,
5,5.7468,0.001,0.0,0.038686,0.25,0.16767,1.1014,1.8375,10.029,1.94923,No 3-in-a-row,human-vs-human,2,1,,
6,10.0,0.001,0.4,0.02,0.99999,0.4,0.8,1.0291,15.0,2.19163,No 3-in-a-row,human-vs-human,2,2,,
7,7.5864,0.001,0.6,0.022713,2.0,0.60527,1.0,0.3,15.0,2.3762,No 3-in-a-row,human-vs-human,2,3,,
8,5.0,0.0019296,0.3,0.03,1.0,0.8,1.0,0.6,30.0,2.66912,No 3-in-a-row,human-vs-human,2,4,,
9,7.0,0.001,0.32137,0.021351,0.25,0.8,1.1934,0.3,15.0,2.1385499999999995,No 3-in-a-row,human-vs-human,2,5,,
10,2.9974,0.001,0.19916,0.01,0.25,0.80189,1.5026,0.29863,15.017,1.9549500000000002,No 3-in-a-row,human-vs-human,3,1,,
11,2.5128,0.001,0.37962,0.01,1.1642,0.79784,0.88674,0.00050211,5.4548,2.2534699999999996,No 3-in-a-row,human-vs-human,3,2,,
12,10.0,0.001,0.51184,0.022263,1.0,0.8,2.0,0.12634,-2.4141,2.3534499999999996,No 3-in-a-row,human-vs-human,3,3,,
13,4.1169,0.001,0.58101,0.031163,0.50001,1.0667,1.7135,0.12987,6.1521,2.11891,No 3-in-a-row,human-vs-human,3,4,,
14,4.9997,0.001,0.1338,0.23979,0.25,0.8004,2.0004,0.84717,14.996,2.2427099999999998,No 3-in-a-row,human-vs-human,3,5,,
15,2.2294,0.001,0.45957,0.02827,0.26911,1.001,2.2687,0.83851,15.245,2.34412,No 3-in-a-row,human-vs-human,4,1,,
16,8.1878,0.0020999,0.32998,0.24657,1.9563,0.84496,1.05,0.26753,14.6,2.72298,No 3-in-a-row,human-vs-human,4,2,,
17,7.0,0.010649,0.4,0.02,1.1667,0.8,1.0,0.3,-17.672,2.36906,No 3-in-a-row,human-vs-human,4,3,,
18,10.0,0.012554,0.26952,0.17178,2.0,1.0667,1.0,0.3,6.5094,2.11925,No 3-in-a-row,human-vs-human,4,4,,
19,5.0,0.0055,0.62629,0.03,1.4657,1.1024,1.5139,0.6,-13.743,2.3883400000000004,No 3-in-a-row,human-vs-human,4,5,,
20,4.9351,0.001,0.30022,0.01,0.25,0.78965,1.9946,0.19263,14.88,2.08645,No 3-in-a-row,human-vs-human,5,1,,
21,4.8768,0.001,0.3,0.017981,0.25,0.62657,0.8,0.41281,15.0,2.12502,No 3-in-a-row,human-vs-human,5,2,,
22,5.0956,0.001,0.51104,0.019998,0.48842,0.91358,1.1857,0.29992,18.332,2.22304,No 3-in-a-row,human-vs-human,5,3,,
23,4.7757,0.001,0.3083,0.01,0.25,0.53333,1.5063,0.3,9.3793,2.2833999999999994,No 3-in-a-row,human-vs-human,5,4,,
24,7.6206,0.001,0.44086,0.012501,0.25,0.77355,1.6665,0.035941,15.987,2.0389,No 3-in-a-row,human-vs-human,5,5,,
25,7.0001,0.001,0.11214,0.01,0.25,0.8,1.4766,0.3,15.0,1.5241900000000002,No 3-in-a-row,human-vs-human,6,1,,
26,4.9864,0.001,0.16667,0.01,0.58333,1.0667,1.0,0.18731,15.0,1.7487199999999998,No 3-in-a-row,human-vs-human,6,2,,
27,9.9999,0.001,0.1,0.01,0.25,0.8,1.0,0.3,16.667,1.95669,No 3-in-a-row,human-vs-human,6,3,,
28,7.0829,0.0029734,0.51523,0.01,0.37295,0.75625,1.4748,0.071262,18.939,1.23478,No 3-in-a-row,human-vs-human,6,4,,
29,7.0,0.001,0.2,0.02,0.5,0.8,1.5,0.3,15.0,1.9271100000000003,No 3-in-a-row,human-vs-human,6,5,,
30,4.7416,0.0099882,0.26034,0.019494,1.4377,0.35816,1.3396,0.39696,14.963,2.6086300000000002,No 3-in-a-row,human-vs-human,7,1,,
31,3.5303,0.001,0.0,0.01,0.25,0.61758,1.4982,0.62383,10.989,2.36573,No 3-in-a-row,human-vs-human,7,2,,
32,6.5336,0.0098349,0.26619,0.020006,1.6571,0.75886,0.79916,0.58109,15.008,2.8909000000000002,No 3-in-a-row,human-vs-human,7,3,,
33,8.9999,0.010186,0.20793,0.01,2.0334,0.68358,0.97778,0.3,10.556,2.3600899999999996,No 3-in-a-row,human-vs-human,7,4,,
34,5.8407,0.0079115,0.54999,0.013252,2.8084,0.68436,0.99657,0.30223,6.8552,2.53078,No 3-in-a-row,human-vs-human,7,5,,
35,4.3161,0.001,0.7788,0.03,1.2882,0.2659,1.5,0.58751,12.444,2.20104,No 3-in-a-row,human-vs-human,8,1,,
36,7.1836,0.001,0.0,0.036666,0.46264,0.31342,1.4375,0.76042,17.333,3.08475,No 3-in-a-row,human-vs-human,8,2,,
37,7.4625,0.001,0.5396,0.014368,1.1024,0.48195,1.4504,0.2239,15.937,1.8850400000000005,No 3-in-a-row,human-vs-human,8,3,,
38,4.9468,0.0038097,0.18707,0.02,0.25,0.53333,1.4455,0.3,6.1328,2.3254599999999996,No 3-in-a-row,human-vs-human,8,4,,
39,5.0,0.0019374,0.55731,0.018333,1.0,0.44444,0.8,0.4,15.0,2.3828500000000004,No 3-in-a-row,human-vs-human,8,5,,
40,3.0,0.01,0.2,0.021101,0.25,0.39019,1.3333,0.017335,15.0,3.0805499999999997,No 3-in-a-row,human-vs-human,9,1,,
41,6.999,0.010005,0.53353,0.022369,1.0587,0.34552,0.60227,0.30017,-16.426,3.05863,No 3-in-a-row,human-vs-human,9,2,,
42,5.3114,0.018944,0.1,0.3331,1.7657,0.8,0.82934,0.3,15.0,3.38489,No 3-in-a-row,human-vs-human,9,3,,
43,8.0228,0.019874,0.2037,0.020864,0.80634,0.68306,0.99074,0.29398,-6.3204,3.0093400000000003,No 3-in-a-row,human-vs-human,9,4,,
44,5.9936,0.023333,0.11954,0.02,0.25,0.3882,1.0,0.6,15.0,2.4038,No 3-in-a-row,human-vs-human,9,5,,
45,3.658,0.0083611,0.18019,0.018333,1.0,0.52335,0.36811,0.66667,4.0351,2.69649,No 3-in-a-row,human-vs-human,10,1,,
46,9.9999,0.001,0.2,0.02,1.0,0.8,1.0,0.3,15.0,3.12952,No 3-in-a-row,human-vs-human,10,2,,
47,2.9824,0.001,0.0,0.027972,1.0079,0.36773,0.34108,0.20778,15.072,1.7689,No 3-in-a-row,human-vs-human,10,3,,
48,5.3583,0.001,0.4,0.01,1.2711,0.35,-0.080274,0.71998,12.038,2.86715,No 3-in-a-row,human-vs-human,10,4,,
49,8.975,0.001,0.023115,0.01,1.3125,0.51381,0.76283,0.875,15.27,3.08616,No 3-in-a-row,human-vs-human,10,5,,
50,5.9099,0.001,0.026794,0.03,0.25,1.5,2.2484,1.375,13.197,2.3320800000000004,No 3-in-a-row,human-vs-human,11,1,,
51,5.0,0.001,0.2,0.01,1.0,0.93764,1.0,0.7918,30.0,1.8945599999999998,No 3-in-a-row,human-vs-human,11,2,,
52,4.0216,0.001,0.54378,0.01,1.0002,0.79909,1.3323,0.59943,13.339,1.92482,No 3-in-a-row,human-vs-human,11,3,,
53,7.0454,0.0020009,0.32408,0.018333,1.0,0.8,1.1111,0.3,16.664,2.42629,No 3-in-a-row,human-vs-human,11,4,,
54,5.0819,0.001,0.21111,0.01,1.2499,0.825,0.85214,1.1175,15.222,2.0212700000000003,No 3-in-a-row,human-vs-human,11,5,,
55,6.96,0.011074,0.20277,0.01,0.25,0.81604,0.97223,0.30471,14.778,1.84007,No 3-in-a-row,human-vs-human,12,1,,
56,7.6362,0.001,0.2,0.019819,0.52083,0.65232,0.77202,0.56389,13.17,1.6278400000000002,No 3-in-a-row,human-vs-human,12,2,,
57,10.0,0.0098327,0.85151,0.01,0.49538,0.79167,-5.975,0.29853,15.073,2.48273,No 3-in-a-row,human-vs-human,12,3,,
58,10.0,0.0045789,0.34758,0.01,0.25,1.0363,0.35915,0.45275,5.3524,2.51633,No 3-in-a-row,human-vs-human,12,4,,
59,4.7203,0.0018611,0.18982,0.018883,0.43982,0.79197,0.49606,0.034729,11.447,2.27088,No 3-in-a-row,human-vs-human,12,5,,
60,2.8618,0.001,0.11591,0.011112,0.40212,0.48646,1.0613,0.30054,18.343,2.30467,No 3-in-a-row,human-vs-human,13,1,,
61,3.0,0.019997,0.30006,0.01,1.0001,0.44297,0.99991,0.29994,4.2153,2.47134,No 3-in-a-row,human-vs-human,13,2,,
62,3.0,0.0051852,0.25329,0.022132,1.0,0.36296,1.0568,0.44673,15.0,2.6066200000000004,No 3-in-a-row,human-vs-human,13,3,,
63,2.9705,0.0097306,0.43093,0.017837,1.3451,0.50049,1.0431,0.29062,15.098,2.3634899999999996,No 3-in-a-row,human-vs-human,13,4,,
64,2.0574,0.01,0.2,0.02,1.0,0.8,1.0,0.3,15.0,2.66788,No 3-in-a-row,human-vs-human,13,5,,
65,3.0147,0.001,0.20474,0.033895,0.25,0.30272,1.6,0.66667,15.0,1.94477,No 3-in-a-row,human-vs-human,14,1,,
66,2.9459,0.001,0.42959,0.019616,2.3609,-0.10819,0.97222,0.28195,30.222,2.7528799999999998,No 3-in-a-row,human-vs-human,14,2,,
67,3.2059,0.004264,0.50539,0.018559,1.3589,0.30717,1.3333,0.052833,19.012,2.6619,No 3-in-a-row,human-vs-human,14,3,,
68,2.8197,0.005,0.55,0.02,1.1857,0.26233,2.0,1.0,15.0,2.17064,No 3-in-a-row,human-vs-human,14,4,,
69,7.3378,0.010099,0.67825,0.02011,2.9546,0.40385,1.4966,1.0041,-134.96,1.8893799999999998,No 3-in-a-row,human-vs-human,14,5,,
70,6.5274,0.001,0.1,0.09,0.25,0.4,0.8,0.5,15.0,1.89436,No 3-in-a-row,human-vs-human,15,1,,
71,4.9897,0.0040211,0.70412,0.023309,0.99695,0.51651,0.99652,3.5977,10.174,2.33908,No 3-in-a-row,human-vs-human,15,2,,
72,3.0,0.001,0.2,0.016773,0.27778,0.77594,1.5,0.3,15.0,2.16797,No 3-in-a-row,human-vs-human,15,3,,
73,2.4137,0.001327,0.27048,0.024547,0.25,0.62428,1.3567,0.63012,16.629,2.5263,No 3-in-a-row,human-vs-human,15,4,,
74,6.6755,0.001,0.62578,0.029063,0.25,1.2415,1.6413,2.6021,9.2744,2.58221,No 3-in-a-row,human-vs-human,15,5,,
75,7.4843,0.0046768,0.094444,0.02,0.33333,0.8,1.643,2.0238,10.0,2.7859000000000003,No 3-in-a-row,human-vs-human,16,1,,
76,7.4858,0.001,0.28333,0.02,0.25,0.8,1.6251,0.4,15.0,2.25792,No 3-in-a-row,human-vs-human,16,2,,
77,8.289,0.001,0.2,0.02,1.0,0.8,1.0,1.0,15.0,2.32457,No 3-in-a-row,human-vs-human,16,3,,
78,5.0,0.01,0.25,0.02,0.25,0.59478,1.4663,1.3942,30.0,1.95264,No 3-in-a-row,human-vs-human,16,4,,
79,4.05,0.0023333,0.28139,0.04,1.0,0.8,0.87388,0.3,16.667,1.9195600000000002,No 3-in-a-row,human-vs-human,16,5,,
80,6.0062,0.014529,0.4411,0.014416,0.3742,0.40218,1.7526,0.46355,13.26,2.1006400000000007,No 3-in-a-row,human-vs-human,17,1,,
81,7.0361,0.0014526,0.20222,0.01,0.25,0.40277,1.1382,0.30048,-9.382,2.2586,No 3-in-a-row,human-vs-human,17,2,,
82,6.2679,0.0024665,0.29283,0.24,0.25,0.45321,3.1212,0.4,15.0,2.57113,No 3-in-a-row,human-vs-human,17,3,,
83,4.9425,0.0054097,0.35783,0.01,0.93664,0.42681,0.87222,0.63996,15.869,2.6588700000000003,No 3-in-a-row,human-vs-human,17,4,,
84,7.9866,0.001,0.21923,0.016621,0.33768,0.57248,1.5,0.0227,11.0,2.9474400000000003,No 3-in-a-row,human-vs-human,17,5,,
85,9.7887,0.001,0.13824,0.026532,0.25,0.22305,0.66798,0.225,11.182,2.0046500000000003,No 3-in-a-row,human-vs-human,18,1,,
86,7.0386,0.0078475,0.4,0.023333,0.25,-0.4707,1.0,0.4,15.0,2.573,No 3-in-a-row,human-vs-human,18,2,,
87,10.0,0.0041752,0.47474,0.028207,0.25,0.28198,0.8,0.3,100.0,2.77578,No 3-in-a-row,human-vs-human,18,3,,
88,7.7119,0.0069788,0.43899,0.01,0.42835,0.34547,0.82388,0.36704,18.151,2.5428800000000003,No 3-in-a-row,human-vs-human,18,4,,
89,9.9999,0.001,0.5037,0.023333,1.0,0.4,0.39208,0.2,11.535,2.70468,No 3-in-a-row,human-vs-human,18,5,,
90,8.2935,0.001,0.59764,0.01,0.25,0.80327,3.1647,0.29764,14.971,2.10502,No 3-in-a-row,human-vs-human,19,1,,
91,10.0,0.001,0.52363,0.019994,0.25,0.79971,2.9996,0.29979,3.7618,1.8691299999999997,No 3-in-a-row,human-vs-human,19,2,,
92,10.0,0.001,0.0,0.021094,0.25,1.1321,0.92122,0.64961,11.969,1.95123,No 3-in-a-row,human-vs-human,19,3,,
93,4.1618,0.001,0.29562,0.01,0.25,0.79343,1.3016,0.58477,12.293,1.50631,No 3-in-a-row,human-vs-human,19,4,,
94,5.1449,0.001,0.3,0.022854,0.25,0.8,2.0,0.3,15.0,0.7510620000000001,No 3-in-a-row,human-vs-human,19,5,,
95,8.0,0.001,0.2,0.01,0.31741,0.8,0.8,0.3,15.0,2.1301499999999995,No 3-in-a-row,human-vs-human,20,1,,
96,6.3511,0.0030003,0.16996,0.025,0.37497,0.49053,1.2511,0.19432,12.991,2.25181,No 3-in-a-row,human-vs-human,20,2,,
97,8.5414,0.001,0.4,0.014026,0.39961,0.80621,2.2473,0.6,12.156,2.32564,No 3-in-a-row,human-vs-human,20,3,,
98,10.0,0.001,0.44128,0.026862,0.25,0.24362,2.3712,1.0177,11.946,2.0734199999999996,No 3-in-a-row,human-vs-human,20,4,,
99,3.2284,0.001,0.0,0.022982,0.25,0.8744,1.1191,0.34915,14.329,2.08414,No 3-in-a-row,human-vs-human,20,5,,
100,10.0,0.001,0.58737,0.02,0.25,1.6,3.5536,0.6,0.31874,1.66768,No 3-in-a-row,human-vs-human,21,1,,
101,7.1776,0.001324,0.70354,0.012838,0.25,1.4879,2.2072,0.36211,9.5126,1.74553,No 3-in-a-row,human-vs-human,21,2,,
102,6.9977,0.001,0.59425,0.022637,1.0004,1.1444,1.0454,0.10616,14.995,1.5005700000000002,No 3-in-a-row,human-vs-human,21,3,,
103,7.0,0.002,0.4,0.015,0.25,1.6,2.5409,0.13675,7.3597,1.75203,No 3-in-a-row,human-vs-human,21,4,,
104,7.9875,0.001,0.55128,0.0225,1.2188,1.375,0.75,-0.48462,13.0,1.9667000000000001,No 3-in-a-row,human-vs-human,21,5,,
105,4.45,0.001,0.38606,0.01,0.56251,0.34997,1.5,0.3429,11.0,2.4869999999999997,No 3-in-a-row,human-vs-human,22,1,,
106,5.3864,0.0020225,0.20314,0.012775,0.5625,1.0285,1.5681,0.625,11.0,1.64446,No 3-in-a-row,human-vs-human,22,2,,
107,8.5618,0.0054409,0.22964,0.019518,0.25,0.94072,1.5025,0.29998,20.0,1.7573,No 3-in-a-row,human-vs-human,22,3,,
108,7.0922,0.0073579,0.19067,0.020631,0.66835,1.0457,0.97667,0.15201,15.187,1.9877200000000002,No 3-in-a-row,human-vs-human,22,4,,
109,8.3953,0.005,0.2,0.01,1.2425,1.0133,0.8,0.4,15.0,2.13996,No 3-in-a-row,human-vs-human,22,5,,
110,6.8987,0.001,0.24906,0.25849,0.25,0.45379,3.9738,0.33078,15.363,1.9666800000000002,No 3-in-a-row,human-vs-human,23,1,,
111,7.0,0.0040746,0.2302,0.016667,0.25,0.67823,2.3116,0.3,30.0,2.53331,No 3-in-a-row,human-vs-human,23,2,,
112,1.075,0.001,0.33334,0.01,0.72917,0.35,1.1205,-0.025,19.0,2.6168,No 3-in-a-row,human-vs-human,23,3,,
113,6.0297,0.0046333,0.077287,0.020459,0.25,0.27964,2.4562,-0.0019659,13.84,2.3609999999999998,No 3-in-a-row,human-vs-human,23,4,,
114,10.0,0.001,0.035948,0.031545,0.25,0.10832,2.5093,-0.05463,24.963,2.05095,No 3-in-a-row,human-vs-human,23,5,,
115,2.8387,0.026093,0.19998,0.019998,1.0,0.30432,0.99992,1.0,8.1054,2.4690000000000003,No 3-in-a-row,human-vs-human,24,1,,
116,4.9195,0.013084,0.31114,0.016537,0.25,0.36265,5.5118,4.9339,40.174,2.3624699999999996,No 3-in-a-row,human-vs-human,24,2,,
117,7.6714,0.037397,0.50311,0.035635,0.25,-0.31189,2.0159,0.59145,9.0952,2.72769,No 3-in-a-row,human-vs-human,24,3,,
118,5.0,0.012364,0.1,0.017716,1.4373,0.24945,1.0,0.66667,20.0,3.28607,No 3-in-a-row,human-vs-human,24,4,,
119,1.757,0.0025688,0.53321,0.022515,0.97561,0.27607,1.1062,0.46902,10.714,2.8509299999999995,No 3-in-a-row,human-vs-human,24,5,,
120,4.337,0.0080105,0.72181,0.025424,1.0646,0.69168,0.84688,0.70139,5.2163,2.0433999999999997,No 3-in-a-row,human-vs-human,25,1,,
121,9.9998,0.0029924,0.66317,0.01335,3.0451,1.0993,1.0993,0.74938,17.66,3.4092,No 3-in-a-row,human-vs-human,25,2,,
122,3.7065,0.001,0.48201,0.027198,0.25,0.6165,2.0,0.3,15.0,2.09157,No 3-in-a-row,human-vs-human,25,3,,
123,2.9679,0.001,0.21374,0.021908,0.84802,0.30361,0.51104,0.65058,28.13,2.43009,No 3-in-a-row,human-vs-human,25,4,,
124,3.3869,0.001,0.2949,0.053244,0.25,0.52164,1.0027,2.7693,20.072,2.00946,No 3-in-a-row,human-vs-human,25,5,,
125,10.0,0.001,0.23537,0.020005,0.50013,0.86679,1.1114,0.23553,15.002,1.9043899999999998,No 3-in-a-row,human-vs-human,26,1,,
126,2.55,0.001,0.2,0.022499,0.25,0.94469,1.3333,0.13117,16.667,1.5812599999999999,No 3-in-a-row,human-vs-human,26,2,,
127,7.0,0.001,0.4,0.02,0.25,0.8,1.5,0.3,20.0,2.5613599999999996,No 3-in-a-row,human-vs-human,26,3,,
128,10.0,0.001,0.29857,0.040143,0.25,0.80215,1.9976,0.29865,-0.68932,2.07623,No 3-in-a-row,human-vs-human,26,4,,
129,5.3931,0.001,0.83056,0.01,1.0907,1.0218,1.0278,0.61806,14.778,2.44197,No 3-in-a-row,human-vs-human,26,5,,
130,5.0,0.001,0.29964,0.012791,0.25,0.2968,2.0,0.4,15.0,2.0014499999999997,No 3-in-a-row,human-vs-human,27,1,,
131,9.9999,0.0019303,0.2,0.04,0.5,0.4,2.0,0.3,15.0,1.77814,No 3-in-a-row,human-vs-human,27,2,,
132,6.3062,0.001,0.13368,0.02,0.33333,0.8,1.0,0.4,30.0,1.73378,No 3-in-a-row,human-vs-human,27,3,,
133,7.6636,0.0020622,0.3674,0.026081,0.25,0.78418,1.563,0.57897,10.815,2.7136400000000003,No 3-in-a-row,human-vs-human,27,4,,
134,6.6255,0.001,0.17573,0.030097,0.25,0.69651,0.88805,0.3616,15.018,2.73426,No 3-in-a-row,human-vs-human,27,5,,
135,7.0,0.001,0.4,0.01,1.0,1.0667,1.0,0.3,20.0,2.2951400000000004,No 3-in-a-row,human-vs-human,28,1,,
136,7.0,0.001,0.1895,0.016249,0.25,0.8,1.0,0.3,20.0,2.01543,No 3-in-a-row,human-vs-human,28,2,,
137,4.646,0.001,0.3,0.02,0.40249,0.8,1.3333,0.3,15.0,1.22149,No 3-in-a-row,human-vs-human,28,3,,
138,5.8508,0.001,0.1,0.019996,0.25,0.79981,1.0002,0.29986,14.998,2.4899899999999997,No 3-in-a-row,human-vs-human,28,4,,
139,9.3892,0.001,0.17406,0.021145,0.76999,0.86584,0.80238,0.26672,22.216,1.8373300000000001,No 3-in-a-row,human-vs-human,28,5,,
140,2.972,0.00508,0.22673,0.01,0.49282,0.41005,1.319,0.39067,15.115,2.56361,No 3-in-a-row,human-vs-human,29,1,,
141,4.5284,0.01,0.2,0.02,0.25,0.4,1.0,0.3,15.0,2.8157000000000005,No 3-in-a-row,human-vs-human,29,2,,
142,6.0521,0.001,0.4,0.01,0.5625,0.23604,1.5,0.625,11.0,2.6048,No 3-in-a-row,human-vs-human,29,3,,
143,7.2222,0.0056045,0.2,0.14087,0.363,0.45267,1.4861,0.3,15.0,2.58553,No 3-in-a-row,human-vs-human,29,4,,
144,9.6667,0.010721,0.3227,0.019911,1.4324,0.50633,0.83555,0.34802,-10.899,2.6843199999999996,No 3-in-a-row,human-vs-human,29,5,,
145,10.0,0.001,0.51384,0.05,2.3125,0.05,1.1089,1.0417,2.3228,2.1079499999999998,No 3-in-a-row,human-vs-human,30,1,,
146,5.5652,0.0023626,0.78788,0.01551,1.5687,0.37842,1.8018,0.60447,18.747,2.56124,No 3-in-a-row,human-vs-human,30,2,,
147,8.8906,0.0062365,0.33354,0.029494,2.4091,0.68369,0.72523,0.73544,10.457,2.55147,No 3-in-a-row,human-vs-human,30,3,,
148,0.71057,0.0037137,0.07619,0.02136,0.25,0.53553,1.0606,0.62414,13.414,2.4527399999999995,No 3-in-a-row,human-vs-human,30,4,,
149,9.9999,0.0099993,0.70027,0.029982,4.0,0.26282,0.99956,0.59973,14.996,2.3000300000000005,No 3-in-a-row,human-vs-human,30,5,,
150,10.0,0.0036209,0.2,0.02,0.25,0.8,1.0,1.8752,15.0,1.9328699999999999,No 3-in-a-row,human-vs-human,31,1,,
151,3.4625,0.001,0.34709,0.04133,0.4126,0.97784,1.0222,0.28948,6.1513,2.1045799999999995,No 3-in-a-row,human-vs-human,31,2,,
152,9.5873,0.001,0.4383,0.02,0.48823,1.0,2.0,0.69993,20.0,2.3411700000000004,No 3-in-a-row,human-vs-human,31,3,,
153,5.0,0.00114,0.22082,0.01,0.25,0.8,1.6,0.94472,30.0,1.7820900000000002,No 3-in-a-row,human-vs-human,31,4,,
154,6.6439,0.001,0.70864,0.01,0.49043,1.0157,2.2397,0.7558,22.517,1.94061,No 3-in-a-row,human-vs-human,31,5,,
155,6.0302,0.00223,0.18162,0.025616,0.25,0.84308,1.5,0.3,15.0,1.7845099999999998,No 3-in-a-row,human-vs-human,32,1,,
156,8.111,0.001,0.3,0.03,0.25,1.193,1.3333,0.4,15.0,1.18446,No 3-in-a-row,human-vs-human,32,2,,
157,10.0,0.001,0.2037,0.01,0.25,1.0313,1.5168,1.2896,15.074,1.54041,No 3-in-a-row,human-vs-human,32,3,,
158,7.0,0.0020893,0.0,0.03,0.25,1.2044,1.0,1.0,15.0,1.6481399999999997,No 3-in-a-row,human-vs-human,32,4,,
159,10.0,0.001,0.19529,0.01,0.26887,1.408,1.6663,0.57543,20.002,1.8526899999999997,No 3-in-a-row,human-vs-human,32,5,,
160,6.0431,0.0071214,0.2,0.02,0.25,0.25976,1.4785,0.3,15.0,2.33651,No 3-in-a-row,human-vs-human,33,1,,
161,3.1705,0.001,0.19587,0.03,0.25,0.35,1.5,0.625,14.75,2.30079,No 3-in-a-row,human-vs-human,33,2,,
162,9.9999,0.010001,0.29994,0.036165,0.25,0.7988,1.9987,0.14728,14.989,2.17662,No 3-in-a-row,human-vs-human,33,3,,
163,5.2766,0.001,0.27235,0.01,0.25,0.8613,2.1779,0.55682,9.3292,2.2234000000000003,No 3-in-a-row,human-vs-human,33,4,,
164,3.55,0.001,0.3,0.019164,0.25,0.68066,1.5,0.5,15.0,2.6442900000000003,No 3-in-a-row,human-vs-human,33,5,,
165,5.901,0.001,0.48268,0.01,0.97368,1.0776,1.3155,0.35339,9.4048,1.5710399999999998,No 3-in-a-row,human-vs-human,34,1,,
166,7.9875,0.0030274,0.125,0.04,0.25,1.0397,1.8917,0.1375,13.0,1.893,No 3-in-a-row,human-vs-human,34,2,,
167,10.0,0.001,0.7256,0.033802,1.8326,0.8495,1.1792,0.3634,-39.055,1.8584399999999999,No 3-in-a-row,human-vs-human,34,3,,
168,7.8801,0.0036667,0.26187,0.018333,0.25,1.1243,2.6264,1.0,16.908,2.06421,No 3-in-a-row,human-vs-human,34,4,,
169,5.0013,0.001,0.15001,0.01,0.25,0.8004,1.5006,0.40886,15.004,1.6049900000000001,No 3-in-a-row,human-vs-human,34,5,,
170,6.0,0.001,0.40648,0.021372,0.5,0.8,2.4277,0.84262,-0.55219,1.92956,No 3-in-a-row,human-vs-human,35,1,,
171,9.9999,0.001,0.3,0.01,0.25,0.62658,1.491,0.3,15.0,2.05383,No 3-in-a-row,human-vs-human,35,2,,
172,6.8136,0.001,0.56201,0.014022,0.49989,0.68693,2.5763,0.43461,30.014,2.0983000000000005,No 3-in-a-row,human-vs-human,35,3,,
173,7.1611,0.001,0.27491,0.020691,0.48611,0.38056,2.775,0.098713,20.292,1.76871,No 3-in-a-row,human-vs-human,35,4,,
174,10.0,0.001,0.2,0.01,0.5,0.8,2.0,-0.094391,30.0,2.43351,No 3-in-a-row,human-vs-human,35,5,,
175,6.8276,0.001,0.3,0.01,2.0,0.8,1.0,0.46431,15.0,2.0329699999999997,No 3-in-a-row,human-vs-human,36,1,,
176,6.475,0.001,0.26596,0.01,0.25,1.3494,2.5,0.075,11.0,1.4365700000000001,No 3-in-a-row,human-vs-human,36,2,,
177,4.2142,0.001,0.3,0.01,1.1667,0.88016,1.0,0.25839,10.0,2.09382,No 3-in-a-row,human-vs-human,36,3,,
178,4.9759,0.0075736,0.19673,0.01,0.25,0.99182,2.3048,0.29559,14.935,1.90828,No 3-in-a-row,human-vs-human,36,4,,
179,4.3858,0.001,0.6,0.02,1.0,1.0244,1.0,0.0,20.0,2.2624500000000003,No 3-in-a-row,human-vs-human,36,5,,
180,7.2498,0.0089003,0.19594,0.1272,2.1786,0.091537,0.57483,0.61331,11.397,2.8913699999999998,No 3-in-a-row,human-vs-human,37,1,,
181,9.9999,0.02,0.2542,0.01,0.25,-0.21252,1.3808,0.15593,15.0,2.7343299999999995,No 3-in-a-row,human-vs-human,37,2,,
182,10.0,0.01,0.2,0.021624,0.25,-0.20777,1.5,0.5,15.0,2.23731,No 3-in-a-row,human-vs-human,37,3,,
183,5.0,0.02,0.33121,0.02426,2.0,0.4,0.5454,0.66667,11.876,2.61768,No 3-in-a-row,human-vs-human,37,4,,
184,9.9997,0.0036048,0.23426,0.068075,0.25,-0.013729,1.4821,0.93151,33.92,2.5671500000000003,No 3-in-a-row,human-vs-human,37,5,,
185,7.0,0.02,0.15666,0.01,0.25,0.14409,0.42881,0.5,20.0,2.4461699999999995,No 3-in-a-row,human-vs-human,38,1,,
186,2.721,0.0105,0.3,0.016667,0.34375,-0.24703,0.575,1.125,17.375,2.4910300000000003,No 3-in-a-row,human-vs-human,38,2,,
187,5.0,0.0095609,0.34331,0.018333,0.39264,0.15544,0.8,2.1247,14.581,2.8812599999999997,No 3-in-a-row,human-vs-human,38,3,,
188,7.9347,0.012974,0.91792,0.031353,1.1167,0.25952,1.1156,0.37517,-57.766,2.8168499999999996,No 3-in-a-row,human-vs-human,38,4,,
