,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
414,7.0,0.001,0.27791,0.012222,0.98609,0.7569,1.0,0.18999,2.5,1.30803,No 4-in-a-row,eye tracking,3,5,,
415,10.0,0.01632,0.022176,0.019647,0.49901,0.40138,1.5016,0.59944,3.5044,1.9084400000000001,No 4-in-a-row,eye tracking,4,1,,
416,5.0879,0.001363,0.13945,0.01,0.44907,0.4803,1.1259,0.25698,3.3333,1.6638199999999999,No 4-in-a-row,eye tracking,4,2,,
417,6.382,0.001,0.2,0.01,0.875,0.57375,1.0,0.3,2.5,1.57205,No 4-in-a-row,eye tracking,4,3,,
418,7.0,0.0020106,0.3,0.02,1.0,0.8,1.0,0.3,2.5,1.8442800000000001,No 4-in-a-row,eye tracking,4,4,,
419,7.5262,0.0032592,0.097531,0.09,0.25,0.64841,1.4313,0.4,3.732,2.2065,No 4-in-a-row,eye tracking,4,5,,
420,6.819,0.0011951,0.27619,0.01,0.33617,0.052385,0.50183,0.87363,3.3779,1.9647,No 4-in-a-row,eye tracking,5,1,,
421,10.0,0.001,0.21433,0.042851,0.45813,0.36293,0.99951,1.5009,3.4085,2.0138100000000003,No 4-in-a-row,eye tracking,5,2,,
422,8.4267,0.001,0.17441,0.01,0.54075,0.2989,0.74245,0.287,3.5267,2.00415,No 4-in-a-row,eye tracking,5,3,,
423,10.0,0.0070001,0.23696,0.02,0.4394,0.43451,1.0,0.33333,4.0657,2.2232700000000003,No 4-in-a-row,eye tracking,5,4,,
424,10.0,0.001,0.20099,0.018831,0.50136,0.33922,0.55352,0.57654,4.9464,2.1518,No 4-in-a-row,eye tracking,5,5,,
425,8.3828,0.001,0.022222,0.038488,0.5,0.8,1.0,0.17103,2.5,1.049583,No 4-in-a-row,eye tracking,6,1,,
426,7.9692,0.0014444,0.1,0.010833,0.375,0.96297,1.3333,0.73333,3.6071,0.9866659999999999,No 4-in-a-row,eye tracking,6,2,,
427,10.0,0.001,0.0,0.012289,0.34552,1.12,0.98492,0.3098,2.793,1.40292,No 4-in-a-row,eye tracking,6,3,,
428,10.0,0.001,0.1381,0.01461,0.63904,1.079,0.61667,0.42441,4.625,1.50989,No 4-in-a-row,eye tracking,6,4,,
429,9.9998,0.001,0.019756,0.019876,1.0348,1.1417,0.79206,0.24583,3.7489,1.5090400000000002,No 4-in-a-row,eye tracking,6,5,,
430,7.0,0.001,0.16667,0.014511,1.0,0.8,1.0,0.3,2.5,2.1388100000000003,No 4-in-a-row,eye tracking,7,1,,
431,7.0,0.001,0.2,0.03,1.3194,0.8,0.71364,0.17327,2.5,2.1093200000000003,No 4-in-a-row,eye tracking,7,2,,
432,7.9698,0.001,0.098599,0.025108,1.0904,0.8,1.0,0.3,2.5,2.33318,No 4-in-a-row,eye tracking,7,3,,
433,5.8499,0.001,0.20001,0.01,0.99997,0.53331,1.0678,0.49997,2.5001,1.8715,No 4-in-a-row,eye tracking,7,4,,
434,7.8528,0.0044129,0.28358,0.01,1.1889,0.6057,1.2159,0.33808,2.8413,1.4909,No 4-in-a-row,eye tracking,7,5,,
435,9.9999,0.02,0.25,0.018333,0.99371,0.8,0.55612,0.3,5.0,2.60475,No 4-in-a-row,eye tracking,8,1,,
436,6.4594,0.0039052,0.21789,0.035474,1.0487,0.42182,0.54107,0.51498,2.3654,2.58891,No 4-in-a-row,eye tracking,8,2,,
437,10.0,0.0087691,0.60001,0.020297,1.8493,0.82092,0.875,-0.10981,4.625,2.6829600000000005,No 4-in-a-row,eye tracking,8,3,,
438,7.2459,0.014555,0.29209,0.021726,0.85484,0.84325,0.85571,0.56896,3.2048,2.17909,No 4-in-a-row,eye tracking,8,4,,
439,7.0,0.01,0.3,0.01,0.99999,0.8,0.54048,0.3,3.3333,2.07264,No 4-in-a-row,eye tracking,8,5,,
440,10.0,0.011328,0.032401,0.087916,0.49992,0.79286,1.1108,0.26306,3.8225,1.93275,No 4-in-a-row,eye tracking,9,1,,
441,7.5424,0.0070233,0.20182,0.025876,0.74821,0.71963,1.1089,-0.039778,3.3254,1.8641999999999999,No 4-in-a-row,eye tracking,9,2,,
442,10.0,0.0036575,0.0,0.02,0.25,0.8,1.0,0.3,2.5,2.18794,No 4-in-a-row,eye tracking,9,3,,
443,7.0,0.01,0.2,0.02,0.5,0.8,1.0,0.3,3.5,1.7288800000000002,No 4-in-a-row,eye tracking,9,4,,
444,7.1046,0.001,0.20988,0.02,0.99514,0.82549,0.99999,0.3,2.9349,2.11206,No 4-in-a-row,eye tracking,9,5,,
445,8.951,0.001,0.18168,0.02,0.47191,0.37019,0.88533,0.15078,3.0988,1.8854600000000001,No 4-in-a-row,eye tracking,10,1,,
446,7.9849,0.001,0.29773,0.019924,0.74834,0.47981,1.1071,0.30147,3.3906,1.7556100000000001,No 4-in-a-row,eye tracking,10,2,,
447,9.9999,0.0067915,0.13183,0.01,0.375,0.071623,2.0,0.3,3.5807,2.03609,No 4-in-a-row,eye tracking,10,3,,
448,9.5092,0.001,0.13409,0.017361,0.56252,0.31248,1.8437,0.38126,2.9146,1.40816,No 4-in-a-row,eye tracking,10,4,,
449,8.0447,0.001,0.0,0.01,0.50666,0.40852,0.98667,0.30866,2.5233,1.56128,No 4-in-a-row,eye tracking,10,5,,
450,6.8458,0.0023012,0.34638,0.024995,0.30891,0.20056,1.2498,0.13766,2.9371,2.3157400000000004,No 4-in-a-row,learning,1,1,1.0,
451,5.85,0.0096759,0.41224,0.03,1.8085,0.3087,0.42838,0.44445,2.5,2.28057,No 4-in-a-row,learning,1,2,1.0,
452,8.6312,0.018544,0.60597,0.026855,0.88758,0.46464,1.0084,0.29581,6.6472,2.4639300000000004,No 4-in-a-row,learning,1,3,1.0,
453,5.8893,0.001,0.36112,0.019444,0.25,0.22946,0.33115,0.52083,5.7917,2.02864,No 4-in-a-row,learning,1,4,1.0,
454,6.7301,0.028917,0.25,0.0175,0.25,-0.19675,1.125,0.48125,9.8183,2.2611099999999995,No 4-in-a-row,learning,1,5,1.0,
455,6.2001,0.012273,0.7625,0.01,1.5331,0.40477,0.1222,0.39128,2.9375,2.5999299999999996,No 4-in-a-row,learning,1,1,2.0,
456,6.8052,0.001,0.84411,0.01,1.4375,0.05,0.35,0.875,4.625,2.66963,No 4-in-a-row,learning,1,2,2.0,
457,10.0,0.001,0.6,0.27234,0.75,0.35,-0.1919,0.125,3.375,2.5261,No 4-in-a-row,learning,1,3,2.0,
458,10.0,0.02,0.3,0.01,2.0,0.4,-0.32484,0.14749,2.5,2.69952,No 4-in-a-row,learning,1,4,2.0,
459,8.5992,0.0051346,0.49228,0.02557,1.2804,-0.046632,-0.5256,0.25965,3.889,2.45588,No 4-in-a-row,learning,1,5,2.0,
460,5.0381,0.0099513,0.38507,0.010086,1.5411,0.050822,0.34954,-0.025222,2.1208,2.48243,No 4-in-a-row,learning,1,1,3.0,
461,9.6397,0.033112,0.15369,0.032263,1.1948,0.068678,0.43412,-0.24112,3.3559,2.5122,No 4-in-a-row,learning,1,2,3.0,
462,7.0002,0.019999,0.43346,0.020002,1.9579,-0.49507,0.37467,-0.0090427,2.4992,2.43312,No 4-in-a-row,learning,1,3,3.0,
463,7.3335,0.012239,0.31423,0.01,1.9028,-0.29468,0.36573,0.2583,2.5,2.84019,No 4-in-a-row,learning,1,4,3.0,
464,10.0,0.035967,0.50633,0.019875,0.57466,0.42244,0.51513,0.33361,14.022,2.5971300000000004,No 4-in-a-row,learning,1,5,3.0,
465,8.5569,0.0050828,0.55207,0.022046,1.7262,0.56771,0.338,0.17193,2.9193,2.46175,No 4-in-a-row,learning,1,1,4.0,
466,9.1186,0.019611,0.43187,0.046283,1.0075,0.21599,0.8576,0.25029,5.8936,2.2271,No 4-in-a-row,learning,1,2,4.0,
467,6.0198,0.0079148,0.59956,0.019987,1.0006,0.39953,1.0003,0.30041,7.0007,2.1310700000000002,No 4-in-a-row,learning,1,3,4.0,
468,9.9999,0.0099137,0.40203,0.01,0.49335,0.54693,0.37442,-0.083456,6.9175,2.71921,No 4-in-a-row,learning,1,4,4.0,
469,5.5766,0.005,0.39649,0.020753,0.56736,0.4,0.8,0.0,3.1667,2.5762799999999997,No 4-in-a-row,learning,1,5,4.0,
470,6.5696,0.005994,0.42259,0.026207,1.0777,0.48011,0.6126,0.27512,5.3907,2.73022,No 4-in-a-row,learning,1,1,5.0,
471,5.2794,0.001,0.58046,0.023044,1.6572,0.3546,0.799,0.29928,2.4981,2.3853700000000004,No 4-in-a-row,learning,1,2,5.0,
472,8.126,0.016459,0.3,0.02,0.5,0.53495,1.0,1.0,3.5,2.75988,No 4-in-a-row,learning,1,3,5.0,
473,10.0,0.011988,0.3906,0.030032,0.4998,0.3046,0.4496,0.36555,6.2467,2.08032,No 4-in-a-row,learning,1,4,5.0,
474,5.6762,1.0,0.29443,0.015279,0.25,0.16522,1.0125,0.75344,3.1042,2.5532899999999996,No 4-in-a-row,learning,1,5,5.0,
475,10.0,0.0050008,0.20004,0.023331,0.25,0.8001,1.6559,0.29998,2.5002,1.8293499999999998,No 4-in-a-row,learning,2,1,1.0,
476,7.5448,0.0015298,0.24289,0.01,0.94522,0.4,1.0656,0.4,2.5,1.7976599999999998,No 4-in-a-row,learning,2,2,1.0,
477,10.0,0.004057,0.48785,0.049423,1.3171,0.7094,0.81217,0.49113,5.0633,1.6090499999999999,No 4-in-a-row,learning,2,3,1.0,
478,8.4207,0.0014668,0.36083,0.012635,0.93899,0.73724,0.93559,0.4337,3.2113,1.9088100000000001,No 4-in-a-row,learning,2,4,1.0,
479,7.0,0.001,0.44329,0.02,1.1667,0.52972,1.0,0.3,2.5,1.6990500000000002,No 4-in-a-row,learning,2,5,1.0,
480,7.9514,0.001,0.29219,0.01,0.76627,1.5681,1.1349,0.73485,3.4015,1.4912800000000002,No 4-in-a-row,learning,2,1,2.0,
481,6.7982,0.0046101,0.0,0.01,0.3574,0.94319,1.0367,0.34519,2.703,1.72985,No 4-in-a-row,learning,2,2,2.0,
482,10.0,0.0045362,0.33479,0.01,0.56432,1.058,1.3837,0.26231,4.7145,1.43814,No 4-in-a-row,learning,2,3,2.0,
483,9.6312,0.001,0.26996,0.018286,0.40296,1.1807,1.5476,1.2397,5.4956,1.6062100000000001,No 4-in-a-row,learning,2,4,2.0,
484,7.825,0.001,0.11812,0.01,0.39664,1.25,1.5,0.875,3.375,1.59315,No 4-in-a-row,learning,2,5,2.0,
485,7.8675,0.001,0.0,0.01,0.25,1.3765,1.4173,1.4442,3.0506,1.2263100000000002,No 4-in-a-row,learning,2,1,3.0,
486,7.0,0.0060168,0.10358,0.021257,0.25,1.4127,1.0,0.4,3.5,1.5991699999999998,No 4-in-a-row,learning,2,2,3.0,
487,8.6667,0.005,0.10743,0.01,0.41667,1.0442,1.0,0.77778,2.5,1.6409200000000002,No 4-in-a-row,learning,2,3,3.0,
488,8.403,0.0050129,0.11243,0.016688,0.36075,1.3749,1.498,0.30105,3.1786,1.42667,No 4-in-a-row,learning,2,4,3.0,
489,7.0006,0.001,0.11278,0.019997,0.50006,0.80001,1.4998,1.0001,2.4998,1.89191,No 4-in-a-row,learning,2,5,3.0,
490,7.4135,0.001,0.1,0.02,0.5,1.2102,1.0,0.4,3.5,1.34436,No 4-in-a-row,learning,2,1,4.0,
491,10.0,0.001,0.0,0.023685,0.7439,0.91241,1.5,0.625,3.375,1.36418,No 4-in-a-row,learning,2,2,4.0,
492,9.9999,0.001,0.096751,0.019675,0.85424,1.2343,1.0453,0.28944,3.5365,1.73006,No 4-in-a-row,learning,2,3,4.0,
493,7.8105,0.001,0.2,0.02,0.5,1.3808,1.1297,0.5,3.5,1.34796,No 4-in-a-row,learning,2,4,4.0,
494,8.1992,0.0038878,0.2,0.031667,0.5,1.0809,1.8144,0.3,5.0221,1.5909,No 4-in-a-row,learning,2,5,4.0,
495,10.0,0.001,0.18654,0.019043,0.9251,0.88462,0.9782,0.28608,1.9941,1.64332,No 4-in-a-row,learning,2,1,5.0,
496,10.0,0.0081545,0.0,0.01,0.25,1.154,1.6705,0.15119,4.6971,1.2928899999999999,No 4-in-a-row,learning,2,2,5.0,
497,10.0,0.001,0.098153,0.02798,1.0,0.98497,0.8,0.3,2.5,1.63815,No 4-in-a-row,learning,2,3,5.0,
498,9.0318,0.001,0.24114,0.017846,1.0,1.0667,1.0,0.4,2.5,1.4773200000000002,No 4-in-a-row,learning,2,4,5.0,
499,10.0,0.001,0.0,0.01,0.94392,1.2125,0.8,0.3,2.5,1.73843,No 4-in-a-row,learning,2,5,5.0,
500,6.3104,0.0035558,0.27699,0.01,0.49672,-0.33186,1.1788,1.2523,2.5001,1.8741299999999999,No 4-in-a-row,learning,3,1,1.0,
501,10.0,0.0049222,0.36764,0.01,0.75,-0.61135,0.83865,1.6381,3.2375,2.07226,No 4-in-a-row,learning,3,2,1.0,
502,5.4507,0.0094297,0.33759,0.016945,0.57638,-0.46651,0.84124,1.1146,2.2278,2.1941800000000002,No 4-in-a-row,learning,3,3,1.0,
503,6.9946,0.0099755,0.20054,0.020027,0.50068,-0.31766,0.99864,0.30089,2.4976,2.2958000000000003,No 4-in-a-row,learning,3,4,1.0,
504,7.0,0.0067269,0.36888,0.02,1.0,-0.33518,0.8,0.4,2.5,2.17084,No 4-in-a-row,learning,3,5,1.0,
505,10.0,0.011439,0.0,0.019976,0.58344,0.25414,0.43782,0.81793,2.7161,2.36694,No 4-in-a-row,learning,3,1,2.0,
506,6.9835,0.0061382,0.22538,0.020731,0.51346,0.21924,0.6783,0.66944,3.3764,2.0375699999999997,No 4-in-a-row,learning,3,2,2.0,
507,7.0806,0.011416,0.23491,0.01,0.4935,0.41631,0.43021,1.0586,3.4729,2.34591,No 4-in-a-row,learning,3,3,2.0,
508,8.5128,0.68641,0.15262,0.020033,0.52,0.23794,0.82175,1.3298,7.0006,2.3134900000000003,No 4-in-a-row,learning,3,4,2.0,
509,7.0,0.0024004,0.2,0.02,0.73328,0.17587,0.058613,0.54492,2.5,1.9396099999999996,No 4-in-a-row,learning,3,5,2.0,
510,6.6877,0.004198,0.19286,0.019921,1.002,-0.16266,0.8037,0.67568,3.3022,2.1720999999999995,No 4-in-a-row,learning,3,1,3.0,
511,7.9875,0.0023408,0.25651,0.025,0.86808,0.055396,1.25,0.4625,3.7722,2.13644,No 4-in-a-row,learning,3,2,3.0,
512,9.51,0.0018759,0.26031,0.016667,1.0,0.14731,0.93333,0.3,2.7778,2.24373,No 4-in-a-row,learning,3,3,3.0,
513,6.86,0.0099999,0.20231,0.019074,0.59884,0.012821,1.0,0.66667,2.914,2.24093,No 4-in-a-row,learning,3,4,3.0,
514,5.85,0.01,0.2,0.01,0.5,-0.030865,0.8,0.3,3.5,2.1306599999999998,No 4-in-a-row,learning,3,5,3.0,
515,10.0,0.0037966,0.2367,0.020263,0.83868,0.61784,1.1186,0.56665,2.9555,2.1313400000000002,No 4-in-a-row,learning,3,1,4.0,
516,7.6947,0.001,0.3,0.035,1.0,0.8,0.99999,0.3,3.5,1.71449,No 4-in-a-row,learning,3,2,4.0,
517,9.9998,0.005,0.2,0.02,1.0,0.8,0.99999,0.6,3.2905,2.1896700000000004,No 4-in-a-row,learning,3,3,4.0,
518,7.6478,0.001,0.3016,0.01,1.1435,0.6524,0.91025,0.34516,3.0508,2.15594,No 4-in-a-row,learning,3,4,4.0,
519,6.5843,0.001,0.2,0.018333,0.95833,0.67588,0.94926,0.13802,2.7778,1.7718900000000002,No 4-in-a-row,learning,3,5,4.0,
520,7.464,0.0037081,0.0,0.04,0.99999,0.28971,0.8,0.41812,2.5,1.83197,No 4-in-a-row,learning,3,1,5.0,
521,9.0,0.005,0.094444,0.041236,1.0,0.4,0.8,0.3,2.5,1.8645900000000004,No 4-in-a-row,learning,3,2,5.0,
522,8.9434,0.009341,0.13407,0.024954,0.97115,0.11835,0.99816,0.3988,2.6263,2.4595200000000004,No 4-in-a-row,learning,3,3,5.0,
523,7.0311,0.0046553,0.10041,0.019209,1.0006,0.65389,0.89293,0.55646,2.4892,2.3404199999999995,No 4-in-a-row,learning,3,4,5.0,
524,6.9868,0.0040244,0.19893,0.029866,0.99706,0.49304,0.99664,0.40218,2.4941,2.18049,No 4-in-a-row,learning,3,5,5.0,
525,8.2582,0.001,0.29142,0.01,0.50166,0.53101,1.5042,0.29785,3.3275,1.3912,No 4-in-a-row,learning,4,1,1.0,
526,9.9999,0.001,0.4,0.02,1.0,0.8,1.0,0.3,3.3333,1.5540100000000001,No 4-in-a-row,learning,4,2,1.0,
527,9.9999,0.001,0.2,0.04,1.0,0.8,1.0,0.3,2.5,1.46327,No 4-in-a-row,learning,4,3,1.0,
528,10.0,0.001,0.2,0.01,1.0,1.0667,1.0,0.4,2.5,1.5322799999999996,No 4-in-a-row,learning,4,4,1.0,
529,9.9999,0.001,0.099999,0.01,1.0,0.8,1.0,0.99999,2.5,1.74241,No 4-in-a-row,learning,4,5,1.0,
530,7.8641,0.001,0.099105,0.020791,0.93575,0.80232,0.52158,0.17552,2.5045,1.76111,No 4-in-a-row,learning,4,1,2.0,
531,10.0,0.001,0.21002,0.015556,1.0073,0.5271,0.98966,0.30923,3.8211,1.31061,No 4-in-a-row,learning,4,2,2.0,
532,8.2032,0.0015102,0.03908,0.013908,0.41411,0.64393,1.0196,0.49799,3.5455,1.7558799999999999,No 4-in-a-row,learning,4,3,2.0,
533,8.6838,0.001,0.0,0.01,0.46974,0.4306,0.94625,0.1653,3.3485,1.7424200000000003,No 4-in-a-row,learning,4,4,2.0,
534,7.8863,0.0018639,0.26453,0.012479,0.57838,0.64443,0.9958,0.054717,4.6119,1.58117,No 4-in-a-row,learning,4,5,2.0,
535,10.0,0.001,0.09615,0.031265,0.9919,0.28112,0.85564,0.0046296,2.8156,1.4442300000000001,No 4-in-a-row,learning,4,1,3.0,
536,10.0,0.001,0.2,0.02,1.1667,0.54642,0.96353,0.09822,3.5,1.2883299999999998,No 4-in-a-row,learning,4,2,3.0,
537,9.1768,0.001,0.17108,0.03,1.0,0.40194,1.0,0.21979,3.5,1.42195,No 4-in-a-row,learning,4,3,3.0,
538,9.0649,0.0022164,0.3,0.01,2.0,0.66841,1.0,0.3,4.6667,2.08758,No 4-in-a-row,learning,4,4,3.0,
539,6.1354,0.005,0.1,0.01,0.5,0.8,2.5275,0.3,17.34,2.01595,No 4-in-a-row,learning,4,5,3.0,
540,10.0,0.001,0.21193,0.015,1.1021,0.38565,1.0833,0.19423,6.3216,1.50095,No 4-in-a-row,learning,4,1,4.0,
541,10.0,0.001,0.19503,0.023048,0.90892,0.74591,0.9399,0.44907,5.2984,1.48608,No 4-in-a-row,learning,4,2,4.0,
542,7.1988,0.001,0.19074,0.01,1.0103,0.3838,1.0231,0.28495,4.9595,1.6644200000000002,No 4-in-a-row,learning,4,3,4.0,
543,7.7309,0.0022043,0.098864,0.01956,0.50751,0.62932,1.3353,0.29024,3.714,1.6143,No 4-in-a-row,learning,4,4,4.0,
544,9.9999,0.001,0.11608,0.026667,0.5,0.8,1.0,0.3,5.0715,1.6246099999999999,No 4-in-a-row,learning,4,5,4.0,
545,10.0,0.001,0.21882,0.01,1.0,0.32305,0.65172,0.4,4.6667,1.6303699999999999,No 4-in-a-row,learning,4,1,5.0,
546,9.9999,0.001,0.13096,0.020056,0.87715,0.44863,0.90953,0.44944,3.621,1.3581800000000002,No 4-in-a-row,learning,4,2,5.0,
547,7.8988,0.001,0.2,0.02,0.875,0.8,0.75603,0.6,3.3333,1.6192499999999999,No 4-in-a-row,learning,4,3,5.0,
548,9.635,0.001,0.0,0.026296,0.39815,0.6192,1.563,1.517,3.625,1.8287900000000001,No 4-in-a-row,learning,4,4,5.0,
549,9.0,0.001,0.1,0.02,1.1667,0.62698,0.87971,0.3,3.4141,1.38984,No 4-in-a-row,learning,4,5,5.0,
550,6.9491,0.001,0.069058,0.024641,0.49758,0.6198,1.132,0.39162,2.4263,1.41889,No 4-in-a-row,learning,5,1,1.0,
551,10.0,0.001891,0.10746,0.020028,0.38178,0.46708,1.033,0.24926,4.1951,1.95764,No 4-in-a-row,learning,5,2,1.0,
552,10.0,0.0040961,0.15241,0.020102,0.51367,0.77953,0.88102,0.28536,3.5107,1.73386,No 4-in-a-row,learning,5,3,1.0,
553,9.9999,0.005,0.0,0.022122,0.5,0.4925,1.0,0.3,3.3333,1.54102,No 4-in-a-row,learning,5,4,1.0,
554,7.0,0.005,0.0,0.01,0.52778,0.4,0.8,0.3,2.5,1.55809,No 4-in-a-row,learning,5,5,1.0,
555,7.0,0.001,0.2,0.02,0.5,1.0667,1.0,0.3,3.6754,1.61296,No 4-in-a-row,learning,5,1,2.0,
556,9.9999,0.001,0.30435,0.020556,0.47299,1.1539,1.5347,0.013889,5.2163,1.7844000000000002,No 4-in-a-row,learning,5,2,2.0,
557,7.0526,0.001,0.45,0.021667,0.51298,1.1493,1.4857,0.12542,3.2421,1.24703,No 4-in-a-row,learning,5,3,2.0,
558,6.7752,0.001,0.23853,0.01,0.52075,1.1024,0.8922,0.23341,2.6793,1.3855799999999998,No 4-in-a-row,learning,5,4,2.0,
559,8.5262,0.0045624,0.17095,0.010835,0.54084,1.1164,0.94382,0.07516,3.8759,1.67372,No 4-in-a-row,learning,5,5,2.0,
560,10.0,0.0052841,0.20872,0.025107,0.32243,0.78845,1.3199,0.33078,7.3504,1.5007199999999998,No 4-in-a-row,learning,5,1,3.0,
561,7.0,0.001,0.28833,0.01,0.5,0.99999,0.96011,0.3,3.4444,1.5025,No 4-in-a-row,learning,5,2,3.0,
562,7.8751,0.001,0.16667,0.01,0.50906,1.0,0.95009,0.44633,3.5,1.20511,No 4-in-a-row,learning,5,3,3.0,
563,7.0,0.001,0.21443,0.017009,0.44639,0.8,0.99999,0.3,3.6827,1.66804,No 4-in-a-row,learning,5,4,3.0,
564,8.9233,0.0020445,0.244,0.03,1.0,1.0,1.0,0.4,3.6942,1.90484,No 4-in-a-row,learning,5,5,3.0,
565,9.9999,0.0017371,0.19191,0.018446,0.51923,1.0529,1.0428,0.26564,2.5925,1.7348500000000002,No 4-in-a-row,learning,5,1,4.0,
566,9.7882,0.001,0.0,0.040002,0.49919,1.0035,0.99924,0.34274,2.5062,1.3169799999999998,No 4-in-a-row,learning,5,2,4.0,
567,10.0,0.001,0.017819,0.025693,0.5,0.90083,1.4741,0.41818,2.5,1.4279000000000002,No 4-in-a-row,learning,5,3,4.0,
568,9.9999,0.001,0.20101,0.019028,0.49875,1.2405,1.0025,0.29837,3.6643,1.35488,No 4-in-a-row,learning,5,4,4.0,
569,9.9999,0.0014444,0.0,0.01,0.55067,1.0,0.8,0.21667,2.5,1.3481200000000002,No 4-in-a-row,learning,5,5,4.0,
570,10.0,0.004413,0.13037,0.01,0.53117,0.73397,0.86603,0.42262,3.618,1.94415,No 4-in-a-row,learning,5,1,5.0,
571,7.8273,0.001,0.27825,0.025497,0.45859,0.82249,0.66463,0.057777,3.9987,1.84545,No 4-in-a-row,learning,5,2,5.0,
572,8.3705,0.001,0.1372,0.021775,0.5,0.8,1.0,0.3,3.5,1.28513,No 4-in-a-row,learning,5,3,5.0,
573,9.6508,0.0010826,0.19267,0.011784,0.78584,1.0103,1.0235,0.056397,3.1729,1.4211199999999997,No 4-in-a-row,learning,5,4,5.0,
574,10.0,0.0017384,0.066666,0.02,0.94171,0.8,1.0,0.3,3.363,1.5240099999999999,No 4-in-a-row,learning,5,5,5.0,
575,3.4621,0.005,0.41321,0.01,1.1667,0.59577,0.64072,0.4,2.5,2.16804,No 4-in-a-row,learning,6,1,1.0,
576,5.025,0.0040188,0.35916,0.01,0.5625,0.80325,0.5,0.625,4.2083,2.0697300000000003,No 4-in-a-row,learning,6,2,1.0,
577,5.6583,0.001,0.4,0.03,1.1621,0.35,0.36795,0.725,3.375,2.0728,No 4-in-a-row,learning,6,3,1.0,
578,7.3332,0.01,0.23337,0.02,1.1119,0.80002,0.65217,0.39998,3.3334,2.30989,No 4-in-a-row,learning,6,4,1.0,
579,7.3333,0.001,0.30607,0.021111,0.99999,0.76348,0.95678,0.3,4.0,2.57416,No 4-in-a-row,learning,6,5,1.0,
580,5.7774,0.0048978,0.17593,0.01,0.40113,0.70448,0.67556,0.64583,3.5625,2.26688,No 4-in-a-row,learning,6,1,2.0,
581,5.9964,0.0016667,0.25,0.022873,0.5,0.5985,0.87304,0.5,3.7282,1.8170099999999998,No 4-in-a-row,learning,6,2,2.0,
582,6.5293,0.0018947,0.46359,0.019221,1.1053,0.82823,0.92511,0.42762,4.9403,2.0408199999999996,No 4-in-a-row,learning,6,3,2.0,
583,8.1661,0.001,0.3,0.019115,1.0,0.76636,0.57457,0.5,3.5,2.0295599999999996,No 4-in-a-row,learning,6,4,2.0,
584,6.5987,0.001,0.3702,0.029973,0.99941,0.7994,1.0007,0.40043,3.575,2.07271,No 4-in-a-row,learning,6,5,2.0,
585,7.1106,0.007,0.20125,0.01,0.5191,0.80011,1.4236,0.49991,4.6396,1.6950800000000001,No 4-in-a-row,learning,6,1,3.0,
586,6.4512,0.001,0.16667,0.01,0.91143,0.83791,1.1668,0.3,2.5788,1.66507,No 4-in-a-row,learning,6,2,3.0,
587,7.8321,0.001,0.2,0.04,1.0,0.8,1.0,0.3,3.3333,1.4260000000000002,No 4-in-a-row,learning,6,3,3.0,
588,5.85,0.0016522,0.083333,0.02,0.78373,0.8,1.0,0.48889,2.5,1.69302,No 4-in-a-row,learning,6,4,3.0,
589,4.7278,0.001,0.2,0.015,0.48721,0.97896,1.0,0.14033,2.5,1.70108,No 4-in-a-row,learning,6,5,3.0,
590,7.0015,0.001,0.20011,0.018331,0.75582,0.99963,0.79966,0.67538,3.4992,1.7493200000000002,No 4-in-a-row,learning,6,1,4.0,
591,7.3044,0.001,0.22596,0.02,0.97221,1.1361,0.91111,1.1443,2.5,1.78382,No 4-in-a-row,learning,6,2,4.0,
592,7.0,0.001,0.5133,0.01,1.0,1.6,1.0,0.66667,3.5,1.7062000000000002,No 4-in-a-row,learning,6,3,4.0,
593,7.9662,0.001,0.24513,0.021135,0.93045,1.0007,1.0017,0.54978,3.3372,1.9284399999999997,No 4-in-a-row,learning,6,4,4.0,
594,9.175,0.0046955,0.22119,0.02,0.99999,1.0,1.0,0.74941,3.3333,2.02643,No 4-in-a-row,learning,6,5,4.0,
595,6.8107,0.001,0.29409,0.01,0.4997,1.0006,1.4992,0.24566,3.332,1.38794,No 4-in-a-row,learning,6,1,5.0,
596,7.1232,0.001,0.1718,0.022222,0.55555,1.0667,0.97777,0.25186,3.6367,2.15726,No 4-in-a-row,learning,6,2,5.0,
597,7.4574,0.001,0.21169,0.02,1.0,0.98316,1.0,0.15598,2.5,2.04412,No 4-in-a-row,learning,6,3,5.0,
598,6.8637,0.0036073,0.17994,0.01,0.46997,0.99738,0.91668,0.32305,3.3811,1.93367,No 4-in-a-row,learning,6,4,5.0,
599,9.5869,0.001,0.19601,0.029993,0.25,1.0005,0.99951,0.30011,2.7058,2.03399,No 4-in-a-row,learning,6,5,5.0,
600,6.6324,0.003777,0.24573,0.017715,1.0002,0.47425,0.61625,0.47553,2.7033,1.65678,No 4-in-a-row,learning,7,1,1.0,
601,7.294,0.001,0.3064,0.01,0.99999,0.59823,0.8,0.3,3.5,2.04274,No 4-in-a-row,learning,7,2,1.0,
602,9.1305,0.001,0.23757,0.020311,0.9824,0.4427,0.90833,0.6876,3.2628,1.85262,No 4-in-a-row,learning,7,3,1.0,
603,7.7456,0.0014449,0.30012,0.01,0.99983,0.53295,0.80025,0.30036,3.5012,2.14432,No 4-in-a-row,learning,7,4,1.0,
