,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
13,5.0,0.0048374,0.31298,0.02,0.95833,1.0667,1.1208,0.4,3.4733,1.9883200000000003,No 4-in-a-row,human-vs-human,3,4,,
14,6.4257,0.001,0.42725,0.031625,1.0917,0.79913,0.99904,0.59938,3.4978,2.01627,No 4-in-a-row,human-vs-human,3,5,,
15,7.4515,0.001,0.43808,0.028975,1.3927,0.82388,1.4488,-0.042708,3.5416,2.29144,No 4-in-a-row,human-vs-human,4,1,,
16,3.0,0.01,0.2184,0.02,0.25,0.8,1.01,0.3,3.7485,2.3841600000000005,No 4-in-a-row,human-vs-human,4,2,,
17,6.951,0.00352,0.28927,0.021922,1.1245,0.83005,0.85075,0.54332,3.3222,2.2524500000000005,No 4-in-a-row,human-vs-human,4,3,,
18,3.4781,0.015847,0.44468,0.02,1.0498,0.8,1.0,0.3,2.5,2.04964,No 4-in-a-row,human-vs-human,4,4,,
19,4.5636,0.001,0.25372,0.020007,0.45842,1.0003,0.80031,0.37759,3.3332,2.3977200000000005,No 4-in-a-row,human-vs-human,4,5,,
20,6.5305,0.00513,0.22931,0.030684,0.41667,0.51946,0.92786,0.89632,2.7344,1.77321,No 4-in-a-row,human-vs-human,5,1,,
21,8.6497,0.0038439,0.074302,0.01,0.86668,0.80183,0.66016,0.79065,3.3454,2.0184399999999996,No 4-in-a-row,human-vs-human,5,2,,
22,8.9235,0.0048377,0.2054,0.02,0.88683,0.8,0.12604,0.3,3.6569,2.23015,No 4-in-a-row,human-vs-human,5,3,,
23,10.0,0.001,0.19735,0.023333,0.5,0.4,0.8,0.5,2.5,1.67013,No 4-in-a-row,human-vs-human,5,4,,
24,6.9997,0.003379,0.0,0.019999,0.37498,0.39995,1.0001,0.29995,2.3702,1.75161,No 4-in-a-row,human-vs-human,5,5,,
25,7.0,0.0014444,0.0,0.03,0.48611,0.8,1.0,0.6,2.5,1.4084999999999999,No 4-in-a-row,human-vs-human,6,1,,
26,10.0,0.005,0.26759,0.02,0.50981,0.8,1.0,0.3,3.5634,1.4933099999999997,No 4-in-a-row,human-vs-human,6,2,,
27,8.5173,0.0037285,0.17984,0.03,0.5,0.8,1.5,0.3,2.5,1.6959,No 4-in-a-row,human-vs-human,6,3,,
28,9.5228,0.001,0.15,0.01,0.47779,0.8,1.0,0.3,3.5,0.9293060000000001,No 4-in-a-row,human-vs-human,6,4,,
29,9.0,0.001,0.20979,0.020548,0.86356,0.8,0.951,0.3,2.6301,1.52348,No 4-in-a-row,human-vs-human,6,5,,
30,7.9999,0.01,0.23841,0.01,0.99999,0.62678,0.8,0.4,3.3333,2.21527,No 4-in-a-row,human-vs-human,7,1,,
31,9.9999,0.019957,0.19876,0.01,0.83427,0.80317,1.1232,0.29771,4.9938,2.41049,No 4-in-a-row,human-vs-human,7,2,,
32,7.9638,0.001,0.25435,0.02,0.82846,0.8,1.0,0.13414,2.5,3.43863,No 4-in-a-row,human-vs-human,7,3,,
33,5.5125,0.0096269,0.20013,0.020165,1.1747,0.53705,0.99079,0.40073,2.4839,1.9430399999999999,No 4-in-a-row,human-vs-human,7,4,,
34,10.0,0.0078,0.25539,0.01,2.0,0.8,1.0,0.3,5.0,2.0992100000000002,No 4-in-a-row,human-vs-human,7,5,,
35,10.0,0.0061111,0.57066,0.01,1.2668,0.037629,0.27814,0.61414,4.4835,1.7334900000000002,No 4-in-a-row,human-vs-human,8,1,,
36,9.9999,0.010441,0.3,0.01,1.0,0.47128,1.0,0.3,7.4687,3.02663,No 4-in-a-row,human-vs-human,8,2,,
37,9.9999,0.001,0.4,0.020534,1.0,0.32992,0.62234,0.3,5.1852,1.5055099999999997,No 4-in-a-row,human-vs-human,8,3,,
38,7.5996,0.0049916,0.28433,0.016521,1.13,0.29417,0.66392,1.0417,4.2636,1.8124300000000002,No 4-in-a-row,human-vs-human,8,4,,
39,9.0,0.001,0.41168,0.016667,1.0,0.4,0.4911,0.76816,4.0,1.9271999999999998,No 4-in-a-row,human-vs-human,8,5,,
40,0.1,0.0074007,0.30682,0.022505,0.45992,0.4059,1.0,0.3,2.5,2.58418,No 4-in-a-row,human-vs-human,9,1,,
41,10.0,0.012956,0.23452,0.021981,1.0,0.37083,1.0,0.3,1.9483,3.20839,No 4-in-a-row,human-vs-human,9,2,,
42,10.0,0.012939,0.19864,0.019932,1.1132,0.48313,0.55203,0.30221,1.1201,3.2860699999999996,No 4-in-a-row,human-vs-human,9,3,,
43,7.4458,0.02019,0.38947,0.02,2.0,0.64103,0.65254,0.5,2.5,2.60318,No 4-in-a-row,human-vs-human,9,4,,
44,6.9361,0.03,0.17744,0.03,2.1111,0.33217,0.8,0.28105,1.5,2.66256,No 4-in-a-row,human-vs-human,9,5,,
45,9.4607,0.016945,0.18097,0.023333,1.0083,0.4567,0.62158,0.45267,2.5166,2.3555099999999998,No 4-in-a-row,human-vs-human,10,1,,
46,8.3109,0.001,0.2,0.02,1.0,0.53334,1.0,1.7487,2.5,2.9326800000000004,No 4-in-a-row,human-vs-human,10,2,,
47,5.0,0.001,0.2,0.015636,1.0254,0.39606,1.0,0.66667,1.9008,1.6078,No 4-in-a-row,human-vs-human,10,3,,
48,8.2385,0.001,0.55587,0.022425,1.0,0.5065,1.0,0.3,2.5,2.4097800000000005,No 4-in-a-row,human-vs-human,10,4,,
49,10.0,0.015181,0.3453,0.016494,1.1007,0.68279,0.88494,0.36195,2.7014,2.90887,No 4-in-a-row,human-vs-human,10,5,,
50,7.4251,0.001,0.28407,0.021741,1.1872,0.88889,1.0,0.33333,2.5,2.2380400000000003,No 4-in-a-row,human-vs-human,11,1,,
51,9.9999,0.001,0.25414,0.02,1.0,0.8,1.0,0.5,3.3333,1.68932,No 4-in-a-row,human-vs-human,11,2,,
52,9.6214,0.001,0.15549,0.022284,0.95372,0.8,1.0,0.3,2.5,1.62073,No 4-in-a-row,human-vs-human,11,3,,
53,9.0001,0.001,0.20637,0.02214,1.0002,1.1385,0.66246,1.4237,2.619,1.7979399999999999,No 4-in-a-row,human-vs-human,11,4,,
54,9.1111,0.0039721,0.2,0.04,0.88753,0.8,0.95223,0.71111,2.7778,1.8010399999999998,No 4-in-a-row,human-vs-human,11,5,,
55,10.0,0.001,0.60011,0.01,0.50008,0.40493,1.0002,0.99987,5.0003,1.76874,No 4-in-a-row,human-vs-human,12,1,,
56,8.6167,0.0019495,0.21628,0.015,0.64255,0.8,0.52275,0.543,3.5,1.42533,No 4-in-a-row,human-vs-human,12,2,,
57,10.0,0.0030536,0.21587,0.015604,0.52367,0.87342,0.14802,0.53551,2.437,1.9548299999999998,No 4-in-a-row,human-vs-human,12,3,,
58,10.0,0.0047575,0.21111,0.020556,0.36806,0.825,0.38095,0.60955,2.5486,2.28202,No 4-in-a-row,human-vs-human,12,4,,
59,9.9999,0.007,0.2,0.02,0.5,0.8,0.47262,0.3,3.3333,2.12857,No 4-in-a-row,human-vs-human,12,5,,
60,3.1625,0.020674,0.32546,0.014167,1.7242,0.50727,0.83116,0.54583,2.6458,2.0758900000000002,No 4-in-a-row,human-vs-human,13,1,,
61,2.3198,0.011217,0.21921,0.025186,1.0505,0.4,0.8,0.3,3.0556,2.1598700000000006,No 4-in-a-row,human-vs-human,13,2,,
62,2.9919,0.020087,0.30085,0.01,0.99886,0.79862,0.99587,0.60269,3.5002,2.51882,No 4-in-a-row,human-vs-human,13,3,,
63,6.6408,0.012055,0.26093,0.026331,1.1896,0.65,0.83333,0.10046,3.0694,2.35764,No 4-in-a-row,human-vs-human,13,4,,
64,5.0,0.01,0.2,0.02,1.0,0.4,1.1288,0.66667,3.5,2.47751,No 4-in-a-row,human-vs-human,13,5,,
65,10.0,0.004,0.3,0.02,1.8773,0.4,0.83198,0.25691,3.5,1.53605,No 4-in-a-row,human-vs-human,14,1,,
66,6.332,0.001,0.31071,0.016718,2.0162,-0.0086617,0.825,0.52083,2.4514,2.1174899999999997,No 4-in-a-row,human-vs-human,14,2,,
67,6.5164,0.003,0.3,0.023333,2.0,0.4,0.8,0.5,2.5,2.01708,No 4-in-a-row,human-vs-human,14,3,,
68,4.4849,0.001,0.2,0.01,1.9649,-0.34738,0.8,0.5,2.5,2.19818,No 4-in-a-row,human-vs-human,14,4,,
69,5.0,0.005,0.25107,0.021646,2.0,-0.23415,0.39992,0.53086,2.5,1.56297,No 4-in-a-row,human-vs-human,14,5,,
70,8.2569,0.0053331,0.17813,0.01985,0.50941,0.744,0.95697,1.6892,3.5706,1.66722,No 4-in-a-row,human-vs-human,15,1,,
71,7.1475,0.0053148,0.11111,0.01,0.5,0.53333,0.94487,0.759,2.8333,1.5745200000000001,No 4-in-a-row,human-vs-human,15,2,,
72,7.3688,0.0073842,0.083333,0.018333,0.54267,0.57465,0.57286,1.4799,3.4904,1.6295899999999999,No 4-in-a-row,human-vs-human,15,3,,
73,6.3358,0.001,0.2,0.02,0.5,0.59697,0.8,0.4,3.3333,2.5519899999999995,No 4-in-a-row,human-vs-human,15,4,,
74,7.0,0.0023033,0.2961,0.02,0.5,0.8,1.1111,1.4017,2.5,2.21783,No 4-in-a-row,human-vs-human,15,5,,
75,7.0,0.001,0.4,0.015,1.0769,1.0667,1.0,0.45117,2.5,2.70343,No 4-in-a-row,human-vs-human,16,1,,
76,9.0811,0.0017636,0.23113,0.027265,0.68905,1.1269,0.50777,1.1139,4.3643,2.20182,No 4-in-a-row,human-vs-human,16,2,,
77,10.0,0.001,0.49774,0.06,1.4375,0.75,0.5,0.48947,3.375,1.4766000000000001,No 4-in-a-row,human-vs-human,16,3,,
78,7.8976,0.001,0.28121,0.029571,1.606,0.82833,0.59843,0.67078,2.4949,1.6751099999999997,No 4-in-a-row,human-vs-human,16,4,,
79,6.9017,0.001,0.17017,0.030501,1.2367,0.8465,0.34367,0.58841,4.1438,1.8935,No 4-in-a-row,human-vs-human,16,5,,
80,7.7605,0.01,0.15,0.02,0.75,0.64863,0.99999,0.3,2.5,1.8541699999999999,No 4-in-a-row,human-vs-human,17,1,,
81,8.1453,0.01442,0.18195,0.031805,0.96053,0.45663,0.78015,0.37068,3.4123,2.6197100000000004,No 4-in-a-row,human-vs-human,17,2,,
82,8.726,0.0058332,0.3,0.023333,0.99999,0.80001,1.0,0.29999,2.5,2.51383,No 4-in-a-row,human-vs-human,17,3,,
83,10.0,0.0051901,0.14448,0.024444,1.0004,0.79934,0.82479,0.29952,2.5013,2.16207,No 4-in-a-row,human-vs-human,17,4,,
84,10.0,0.0052778,0.37174,0.016667,0.99029,0.56901,1.0,0.32222,2.5,2.67046,No 4-in-a-row,human-vs-human,17,5,,
85,9.443,0.022255,0.24007,0.02,0.5,0.4,0.84816,0.66667,2.7222,1.8548000000000002,No 4-in-a-row,human-vs-human,18,1,,
86,7.9973,0.0057297,0.36573,0.01,0.33706,0.4307,0.69295,0.40761,2.21,2.49378,No 4-in-a-row,human-vs-human,18,2,,
87,7.2046,0.010692,0.24475,0.023823,0.52426,-0.58277,0.87499,0.54583,2.6458,2.37883,No 4-in-a-row,human-vs-human,18,3,,
88,7.5684,0.012471,0.21328,0.032717,0.51216,0.29333,0.87548,1.2,2.8598,2.43607,No 4-in-a-row,human-vs-human,18,4,,
89,5.0,0.005,0.31355,0.019444,0.52778,0.10121,0.90303,0.6866,2.5,2.65322,No 4-in-a-row,human-vs-human,18,5,,
90,10.0,0.001,0.064483,0.01,0.83377,1.4539,0.50049,0.62552,3.7226,1.80288,No 4-in-a-row,human-vs-human,19,1,,
91,7.7733,0.001,0.17415,0.01,0.47699,0.63403,1.1376,0.28593,3.6759,1.6186099999999999,No 4-in-a-row,human-vs-human,19,2,,
92,7.9718,0.001,0.3,0.02,0.91497,0.8,1.0,0.3,2.5,1.5677500000000002,No 4-in-a-row,human-vs-human,19,3,,
93,7.2566,0.001,0.25344,0.02,0.5,0.8,0.96079,0.3,3.6309,1.33157,No 4-in-a-row,human-vs-human,19,4,,
94,7.0133,0.003691,0.0,0.010833,0.5,0.8,0.8,1.6166,2.8678,0.648836,No 4-in-a-row,human-vs-human,19,5,,
95,0.1,0.0047026,0.1084,0.011963,0.39595,0.58345,1.5979,0.33068,4.6532,1.74265,No 4-in-a-row,human-vs-human,20,1,,
96,9.437,0.004599,0.22524,0.01,0.5,0.51634,0.95093,0.43333,2.5,2.1508,No 4-in-a-row,human-vs-human,20,2,,
97,5.0249,1.0,0.049059,0.01,0.40618,0.35,1.5,0.16375,3.375,2.06398,No 4-in-a-row,human-vs-human,20,3,,
98,7.6137,0.0058373,0.18632,0.02082,0.50022,0.39963,1.5008,0.47883,3.6034,2.0932500000000003,No 4-in-a-row,human-vs-human,20,4,,
99,0.1,0.024031,0.18048,0.017878,0.50519,0.57717,1.1061,0.92044,5.1856,1.3754300000000002,No 4-in-a-row,human-vs-human,20,5,,
100,9.9999,0.0066515,0.16599,0.016279,0.41709,1.186,0.81397,0.17908,5.3255,1.2970200000000003,No 4-in-a-row,human-vs-human,21,1,,
101,9.7282,0.001,0.13441,0.01,0.25,1.5,1.1884,0.075,3.4433,1.40421,No 4-in-a-row,human-vs-human,21,2,,
102,8.9986,0.0016005,0.14067,0.019996,0.50411,0.99922,1.0008,0.50059,2.5901,1.2023300000000001,No 4-in-a-row,human-vs-human,21,3,,
103,7.574,0.0012668,0.032328,0.01,0.26788,1.4144,0.90933,0.002559,4.3894,1.48956,No 4-in-a-row,human-vs-human,21,4,,
104,7.4585,0.001,6.0554e-06,0.021553,0.25,1.0,1.0288,0.3,2.853,1.38513,No 4-in-a-row,human-vs-human,21,5,,
105,8.5817,0.005,0.36985,0.02,1.0,0.8,1.0,0.3,2.5,2.2452000000000005,No 4-in-a-row,human-vs-human,22,1,,
106,7.0,0.005,0.2,0.01,0.5,0.8,1.0,0.3,2.5,1.78471,No 4-in-a-row,human-vs-human,22,2,,
107,9.725,0.0055,0.22222,0.026752,0.5,1.0,1.5,0.43333,2.478,1.61077,No 4-in-a-row,human-vs-human,22,3,,
108,8.1736,0.01,0.27247,0.01,0.5,0.8,1.1578,-0.7187,2.5,1.79314,No 4-in-a-row,human-vs-human,22,4,,
109,9.9999,0.0036602,0.29999,0.01,1.0,0.80001,1.0,0.29999,2.5,1.9392900000000002,No 4-in-a-row,human-vs-human,22,5,,
110,7.3333,0.01,0.2,0.029817,0.98611,0.8,1.0,0.14805,3.8889,2.08406,No 4-in-a-row,human-vs-human,23,1,,
111,5.0,0.01,0.2,0.023594,0.44747,0.3804,1.0,-2.1507,3.67,2.40646,No 4-in-a-row,human-vs-human,23,2,,
112,7.3568,0.005,0.2,0.02,1.0,0.22711,0.86998,-2.7,2.5,2.34857,No 4-in-a-row,human-vs-human,23,3,,
113,7.4562,0.001,0.07088,0.195,0.40362,0.4,0.8,0.1,2.5,1.877,No 4-in-a-row,human-vs-human,23,4,,
114,7.5981,0.014447,0.11111,0.018995,1.0675,0.56549,1.0452,0.32936,4.527,2.3403300000000002,No 4-in-a-row,human-vs-human,23,5,,
115,6.1516,0.010437,0.18889,0.019445,1.3638,0.41945,1.0278,0.31806,2.5486,2.37517,No 4-in-a-row,human-vs-human,24,1,,
116,4.495,0.014833,0.22841,0.035551,1.5019,0.29196,0.71462,0.25256,2.3681,2.8427,No 4-in-a-row,human-vs-human,24,2,,
117,4.5479,0.0097689,0.21341,0.019457,1.2481,-0.16999,0.93288,0.39646,2.1978,2.46787,No 4-in-a-row,human-vs-human,24,3,,
118,5.003,0.0099543,0.40565,0.016609,1.2521,0.34696,1.0043,0.5387,2.7545,2.71295,No 4-in-a-row,human-vs-human,24,4,,
119,4.9588,0.0089035,0.2,0.02151,1.5497,0.42822,0.86646,0.35149,2.5,2.6782899999999996,No 4-in-a-row,human-vs-human,24,5,,
120,7.0,0.005,0.44048,0.01,1.7347,0.48361,0.078298,0.4,2.5,1.71118,No 4-in-a-row,human-vs-human,25,1,,
121,7.2822,0.0064627,0.35853,0.026821,1.1738,0.48738,0.82209,0.5181,3.0862,3.1383,No 4-in-a-row,human-vs-human,25,2,,
122,4.8795,0.0064444,0.28819,0.020278,1.0998,0.52361,0.62742,0.28169,2.3785,1.99967,No 4-in-a-row,human-vs-human,25,3,,
123,7.3695,0.0054105,0.31407,0.01,1.5001,0.30035,0.40358,0.89169,3.3196,2.1037000000000003,No 4-in-a-row,human-vs-human,25,4,,
124,0.5658,0.0058595,0.25135,0.016443,0.3963,0.53955,0.99729,0.29824,3.5307,2.30832,No 4-in-a-row,human-vs-human,25,5,,
125,7.3419,0.0041111,0.45141,0.01,0.95341,0.76825,0.88889,0.4,2.5,1.68395,No 4-in-a-row,human-vs-human,26,1,,
126,7.0,0.004,0.43109,0.02,0.78973,0.8,0.99999,-0.53602,3.3333,1.4986400000000002,No 4-in-a-row,human-vs-human,26,2,,
127,9.9999,0.001,0.4786,0.02,1.0,1.0667,0.8,0.5,3.5,2.54683,No 4-in-a-row,human-vs-human,26,3,,
128,6.9726,0.0074965,0.19735,0.015782,0.57741,0.85755,0.46974,0.080026,3.3212,1.8565399999999996,No 4-in-a-row,human-vs-human,26,4,,
129,7.5707,0.0035435,0.3,0.016667,1.0,0.8,1.0,0.3,2.5,2.15473,No 4-in-a-row,human-vs-human,26,5,,
130,7.5288,0.0039588,0.32246,0.01,0.25,0.83163,1.077,0.31049,2.4385,1.88432,No 4-in-a-row,human-vs-human,27,1,,
131,10.0,0.005,0.3,0.03,0.5,1.0,1.0,0.3,5.0,1.3148,No 4-in-a-row,human-vs-human,27,2,,
132,7.5089,0.002242,0.27307,0.024422,1.0122,0.8125,0.82901,0.30577,2.4757,1.2909899999999999,No 4-in-a-row,human-vs-human,27,3,,
133,9.0,0.0015937,0.4,0.06,0.89711,0.96215,1.0,0.3,2.5,2.94561,No 4-in-a-row,human-vs-human,27,4,,
134,7.0,0.001,0.2,0.02,0.5,0.8,1.0,0.12558,2.5,2.4471499999999997,No 4-in-a-row,human-vs-human,27,5,,
135,7.0,0.0016667,0.1,0.01,0.5,1.0,1.0,0.3,3.3333,1.6465800000000002,No 4-in-a-row,human-vs-human,28,1,,
136,10.0,0.0036667,0.23226,0.019271,0.9997,1.0003,1.0003,0.30022,3.3325,1.81322,No 4-in-a-row,human-vs-human,28,2,,
137,9.75,0.001,0.37618,0.015,1.0938,0.91722,0.75,0.4622,2.9375,1.0897860000000001,No 4-in-a-row,human-vs-human,28,3,,
138,7.0,0.001,0.3,0.010185,0.5,1.042,1.3333,0.13333,3.5185,1.94848,No 4-in-a-row,human-vs-human,28,4,,
139,6.5175,0.001,0.17598,0.011258,0.63968,0.60972,1.1694,0.27482,1.9837,1.40779,No 4-in-a-row,human-vs-human,28,5,,
140,0.1,0.0058422,0.22461,0.01,0.25,0.5131,1.1074,1.133,2.3121,2.5720799999999997,No 4-in-a-row,human-vs-human,29,1,,
141,4.0797,0.64734,0.13954,0.01219,0.26444,0.43594,1.3565,0.58259,3.1263,2.39493,No 4-in-a-row,human-vs-human,29,2,,
142,5.0467,0.019928,0.39885,0.029968,1.0016,0.53303,1.0019,0.50116,5.0033,2.4924799999999996,No 4-in-a-row,human-vs-human,29,3,,
143,6.4411,0.0017792,0.63027,0.01048,1.4275,0.23266,1.4885,0.91755,3.3549,2.68963,No 4-in-a-row,human-vs-human,29,4,,
144,3.0,0.01,0.12722,0.02,0.728,0.38487,0.60103,0.21667,2.5,2.50706,No 4-in-a-row,human-vs-human,29,5,,
145,7.3384,0.001,0.8,0.035381,2.6161,0.47433,0.42466,0.3,2.5,1.83124,No 4-in-a-row,human-vs-human,30,1,,
146,7.0,0.0052263,0.6,0.02,2.7936,0.4,0.33444,0.5,2.5,2.24904,No 4-in-a-row,human-vs-human,30,2,,
147,10.0,0.003061,0.55304,0.022987,3.3044,0.31416,0.46127,0.59375,2.7188,2.2137599999999997,No 4-in-a-row,human-vs-human,30,3,,
148,9.5856,0.0058475,0.63279,0.032695,2.8874,0.6755,0.48732,0.22531,3.4715,2.37799,No 4-in-a-row,human-vs-human,30,4,,
149,8.6469,0.001,0.73441,0.01,1.9066,0.75979,0.30664,0.11451,4.2328,2.0407400000000004,No 4-in-a-row,human-vs-human,30,5,,
150,8.6487,0.001,0.26616,0.03999,1.1668,0.53547,1.078,0.33344,4.1902,1.6090399999999998,No 4-in-a-row,human-vs-human,31,1,,
151,8.2297,0.001,0.17191,0.023333,0.48611,0.64694,0.70332,0.3,3.5,1.67899,No 4-in-a-row,human-vs-human,31,2,,
152,9.9999,0.001,0.11452,0.04,0.5,0.8,1.0,0.3,3.5,1.8296199999999998,No 4-in-a-row,human-vs-human,31,3,,
153,10.0,0.001,0.1667,0.01,0.7991,0.65387,0.79661,0.29993,3.7524,1.37548,No 4-in-a-row,human-vs-human,31,4,,
154,10.0,0.001,0.0,0.03,0.5625,0.35,1.1437,-0.10833,4.125,1.48232,No 4-in-a-row,human-vs-human,31,5,,
155,7.0,0.001,0.4,0.01,0.42455,1.0,0.98764,0.66667,3.5,1.53175,No 4-in-a-row,human-vs-human,32,1,,
156,8.3307,0.001,0.090132,0.01,0.28409,1.0366,1.3656,2.1177,2.5641,1.0472679999999999,No 4-in-a-row,human-vs-human,32,2,,
157,6.7696,0.001,0.0,0.023102,0.25,1.25,1.1372,-0.025,4.2083,1.41605,No 4-in-a-row,human-vs-human,32,3,,
158,5.85,0.001,0.0,0.01,0.25,1.0,0.97648,0.60604,2.5,1.18551,No 4-in-a-row,human-vs-human,32,4,,
159,8.6907,0.001,0.092917,0.02,0.33333,1.0,1.1043,0.6,3.6778,1.5475400000000001,No 4-in-a-row,human-vs-human,32,5,,
160,5.375,0.0017443,0.2233,0.015881,0.43608,0.49037,0.69602,-0.063919,3.1096,1.75349,No 4-in-a-row,human-vs-human,33,1,,
161,7.26,0.002809,0.35,0.01,0.95833,0.62842,1.0,0.3,11.667,2.02336,No 4-in-a-row,human-vs-human,33,2,,
162,7.1246,0.0030083,0.11979,0.01,0.74568,0.35184,0.74343,0.13323,2.9351,1.8691799999999996,No 4-in-a-row,human-vs-human,33,3,,
163,6.8643,0.0030782,0.10054,0.02,0.49846,0.75145,0.82491,0.29303,4.2899,1.86995,No 4-in-a-row,human-vs-human,33,4,,
164,6.9492,0.0036676,0.19959,0.026483,0.49912,0.72515,1.2439,0.40845,3.9876,2.1837399999999993,No 4-in-a-row,human-vs-human,33,5,,
165,10.0,0.0015918,0.3,0.026453,1.0556,1.0667,1.0,0.4,2.5,1.3493400000000002,No 4-in-a-row,human-vs-human,34,1,,
166,9.8394,0.001,0.216,0.01,0.96052,0.91108,1.0827,-0.05691,3.4843,1.6492600000000004,No 4-in-a-row,human-vs-human,34,2,,
167,9.9998,0.0014691,0.20345,0.01,0.99359,1.1308,1.0278,0.31806,3.2847,1.4765099999999998,No 4-in-a-row,human-vs-human,34,3,,
168,9.9999,0.0013835,0.4,0.013333,1.0556,1.0344,0.86631,0.3,2.9935,1.76988,No 4-in-a-row,human-vs-human,34,4,,
169,7.0,0.001,0.23241,0.023333,0.68074,0.8,1.02,0.3,2.5,1.55897,No 4-in-a-row,human-vs-human,34,5,,
170,7.2926,0.001,0.1,0.023162,0.5,0.8,1.5,0.4,2.5,1.45456,No 4-in-a-row,human-vs-human,35,1,,
171,9.725,0.001,0.18889,0.023333,0.5,0.63803,1.6667,0.22685,2.5,1.7629100000000002,No 4-in-a-row,human-vs-human,35,2,,
172,7.2916,0.004602,0.19408,0.030647,0.5031,0.69799,1.9602,0.1788,3.3463,1.9390999999999998,No 4-in-a-row,human-vs-human,35,3,,
173,8.5445,0.001,0.20007,0.025027,0.56645,0.46707,2.0006,0.29963,2.5009,1.43042,No 4-in-a-row,human-vs-human,35,4,,
174,10.0,0.001,0.1,0.02,0.5,0.65024,1.5,0.19992,3.5,2.1321,No 4-in-a-row,human-vs-human,35,5,,
175,10.0,0.005,0.22382,0.017866,0.25,0.8,2.0,0.3,2.5,1.90746,No 4-in-a-row,human-vs-human,36,1,,
176,6.6169,0.001,0.66342,0.01,0.93776,0.61667,1.5,0.625,4.125,1.43001,No 4-in-a-row,human-vs-human,36,2,,
177,8.5186,0.0014444,0.6,0.01,2.0,0.8,1.0,0.3,3.3333,1.8631900000000001,No 4-in-a-row,human-vs-human,36,3,,
178,7.0773,0.0071054,0.20337,0.01,0.25,0.82351,2.4356,-0.28406,2.501,1.8167599999999997,No 4-in-a-row,human-vs-human,36,4,,
179,7.7543,0.001,0.3,0.01,0.25,0.88146,2.0,0.3,2.5,1.8611700000000002,No 4-in-a-row,human-vs-human,36,5,,
180,9.269,0.014566,0.2,0.036844,1.7135,-0.4988,1.0,0.4,3.3333,2.75643,No 4-in-a-row,human-vs-human,37,1,,
181,7.064,0.0099999,0.4,0.02,1.1882,0.16896,0.68608,0.552,2.5,2.2759199999999997,No 4-in-a-row,human-vs-human,37,2,,
182,6.9356,0.0099246,0.4293,0.01,1.9647,-0.95253,1.0119,0.064572,3.2519,2.00528,No 4-in-a-row,human-vs-human,37,3,,
183,9.9999,0.0094999,0.42061,0.023333,2.0,0.16439,0.8,0.28219,3.3333,2.0309,No 4-in-a-row,human-vs-human,37,4,,
184,10.0,0.0105,0.5806,0.03,2.0,-0.077581,0.85207,0.3,3.5,2.4046399999999997,No 4-in-a-row,human-vs-human,37,5,,
185,7.0,0.019211,0.3,0.021527,1.1239,-0.84329,0.21697,1.04,3.3333,2.0553899999999996,No 4-in-a-row,human-vs-human,38,1,,
186,7.4224,0.01076,0.33626,0.031664,0.87752,-0.14285,-0.6352,0.76598,2.8998,2.21867,No 4-in-a-row,human-vs-human,38,2,,
