,pruning threshold,stopping probability,feature drop rate,lapse rate,horizontal-vertical scaling,horizontal-diagonal scaling,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
1281,9.5228,0.001,0.17028,0.01,1.1989,1.0,0.91581,0.62054,0.99999,0.3,5.4849,17.833,2.10123,Orientation-dependent weights,time pressure,6,2,,10.0
1282,5.1592,0.0018316,0.2037,0.02,1.037,1.0692,1.0,0.8,1.0,0.21111,3.3333,15.0,1.4756500000000001,Orientation-dependent weights,time pressure,6,3,,10.0
1283,4.5264,0.001,0.2,0.028231,1.0,1.0,0.94021,0.66225,0.95971,0.3,3.3156,15.0,1.7497500000000001,Orientation-dependent weights,time pressure,6,4,,10.0
1284,9.2871,0.0048594,0.20703,0.019649,0.95389,0.99556,0.78984,0.54854,1.3568,0.28858,6.6052,19.813,1.59191,Orientation-dependent weights,time pressure,6,5,,10.0
1285,3.4139,0.010508,0.2555,0.022775,1.1213,1.1952,1.1213,0.6891,0.90225,0.38958,2.7427,3.2154,2.02651,Orientation-dependent weights,time pressure,6,1,,20.0
1286,2.6264,0.001,0.34935,0.01,1.0,1.0,1.0,0.8,1.0,0.3,3.5,10.0,2.2351800000000006,Orientation-dependent weights,time pressure,6,2,,20.0
1287,3.4772,0.020444,0.22171,0.019975,1.1564,1.0102,1.004,0.78949,0.98832,0.29241,3.5263,19.907,2.03952,Orientation-dependent weights,time pressure,6,3,,20.0
1288,6.2556,0.009955,0.3985,0.020242,1.0022,0.99781,1.001,0.80225,1.0965,0.29837,4.9956,30.02,2.16768,Orientation-dependent weights,time pressure,6,4,,20.0
1289,2.8548,0.0069565,0.27192,0.027718,1.0,1.0,0.88876,0.71686,0.93351,0.3,3.3333,15.0,1.83482,Orientation-dependent weights,time pressure,6,5,,20.0
1290,6.3154,0.01,0.26778,0.015,0.99999,0.96585,1.5492,0.4,0.90832,0.46361,2.5,12.312,2.2781200000000004,Orientation-dependent weights,time pressure,7,1,,5.0
1291,5.3808,0.0074687,0.2,0.04,1.0,1.0,1.0,0.48032,0.66167,0.4,3.3333,30.0,2.15322,Orientation-dependent weights,time pressure,7,2,,5.0
1292,6.5243,0.011497,0.3106,0.018681,1.272,0.97059,1.0703,0.69162,0.52181,0.24781,3.1226,14.358,2.2641199999999997,Orientation-dependent weights,time pressure,7,3,,5.0
1293,8.3227,0.0039729,0.38354,0.026697,1.293,0.70702,1.293,0.49865,0.66516,0.51765,3.086,12.321,2.33852,Orientation-dependent weights,time pressure,7,4,,5.0
1294,3.6046,0.004,0.25,0.01,0.89062,0.89062,0.89062,0.6875,0.33109,0.52286,2.2812,16.0,2.4320499999999994,Orientation-dependent weights,time pressure,7,5,,5.0
1295,3.0088,0.012709,0.21741,0.01991,0.65864,0.93073,1.057,0.46837,0.87457,1.3529,2.5079,14.964,2.65042,Orientation-dependent weights,time pressure,7,1,,10.0
1296,5.0,0.02,0.2,0.02,1.1667,1.0,1.0,0.56735,1.0,0.3,3.3333,15.0,2.62388,Orientation-dependent weights,time pressure,7,2,,10.0
1297,3.0,0.02,0.3,0.016766,1.0,1.0,1.0,0.8,0.60172,0.94824,1.8221,15.0,2.18337,Orientation-dependent weights,time pressure,7,3,,10.0
1298,3.0781,0.0094444,0.27468,0.020239,1.1401,0.93085,1.0041,0.30291,0.52546,1.1111,3.037,235.93,2.09487,Orientation-dependent weights,time pressure,7,4,,10.0
1299,5.3669,0.001,0.4,0.03,1.0,1.0,1.0,0.4,1.0,0.6,3.5107,15.0,2.22666,Orientation-dependent weights,time pressure,7,5,,10.0
1300,3.5926,0.0088513,0.2,0.015332,0.95346,0.93056,1.0,0.40829,0.91111,0.82223,2.5224,15.0,2.48222,Orientation-dependent weights,time pressure,7,1,,20.0
1301,5.0,0.01,0.16667,0.02,1.0,1.0,1.0,0.47514,1.0,0.3,2.5,15.0,2.8127199999999997,Orientation-dependent weights,time pressure,7,2,,20.0
1302,5.0,0.0095,0.2,0.03,1.0,0.99999,1.1919,0.66163,0.69578,0.6,2.5,30.0,2.0241300000000004,Orientation-dependent weights,time pressure,7,3,,20.0
1303,5.0,0.01,0.2,0.02,1.0,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.1559099999999995,Orientation-dependent weights,time pressure,7,4,,20.0
1304,4.8439,0.0050401,0.28422,0.021018,1.0,1.0,0.46584,0.4,0.8,1.3092,3.5,15.0,2.16915,Orientation-dependent weights,time pressure,7,5,,20.0
1305,0.1,0.02,0.2,0.03,1.0,1.1586,0.25,0.65509,0.8,0.4,5.0,15.0,2.28452,Orientation-dependent weights,time pressure,8,1,,5.0
1306,3.0,0.001,0.26674,0.016667,1.0,0.9999,0.99999,0.68686,0.14937,0.49253,1.6169,8.404,2.63644,Orientation-dependent weights,time pressure,8,2,,5.0
1307,1.2047,0.0019498,0.4,0.019376,1.0,0.95593,0.50841,0.8,1.0,0.3,3.5,15.0,2.5401499999999997,Orientation-dependent weights,time pressure,8,3,,5.0
1308,5.4844,0.015716,0.31061,0.03,1.0,1.0,0.99528,0.70747,0.50575,0.23754,2.5,15.0,2.33373,Orientation-dependent weights,time pressure,8,4,,5.0
1309,7.0,0.01,0.2,0.02,0.95833,1.0,0.25,0.74807,1.0,1.2631,2.5,11.04,2.4976200000000004,Orientation-dependent weights,time pressure,8,5,,5.0
1310,3.1967,0.005,0.3,0.03,0.99999,1.0,1.0,0.79999,0.19112,0.3,2.5,15.0,2.5028,Orientation-dependent weights,time pressure,8,1,,10.0
1311,4.6869,0.023752,0.20135,0.025,0.99904,1.1699,1.0015,0.081763,0.4521,0.2978,2.7842,15.027,2.3914999999999997,Orientation-dependent weights,time pressure,8,2,,10.0
1312,4.8646,0.024724,0.2137,0.01,1.2945,0.92333,0.92939,0.66369,0.32347,0.54305,5.1533,14.299,2.90477,Orientation-dependent weights,time pressure,8,3,,10.0
1313,4.4286,0.013789,0.45363,0.025121,1.224,0.94262,1.1824,0.29813,0.18814,0.76643,2.9481,12.952,2.7468200000000005,Orientation-dependent weights,time pressure,8,4,,10.0
1314,5.0,0.01,0.51222,0.03,0.83439,0.95833,1.0,0.30275,0.8,0.0,2.5,15.0,2.85672,Orientation-dependent weights,time pressure,8,5,,10.0
1315,2.1444,0.01664,0.209,0.019535,1.0359,0.98713,1.0411,0.25736,0.48961,0.2346,3.4856,9.3628,2.4110799999999997,Orientation-dependent weights,time pressure,8,1,,20.0
1316,7.5,0.011431,0.59334,0.017999,1.3594,0.95364,1.3222,0.67337,0.46774,0.20016,6.6586,12.117,2.48698,Orientation-dependent weights,time pressure,8,2,,20.0
1317,4.378,0.013554,0.24321,0.015805,1.2027,0.84702,0.96393,0.59147,0.75816,0.45061,5.4054,6.6374,2.55898,Orientation-dependent weights,time pressure,8,3,,20.0
1318,3.2706,0.01,0.27882,0.022935,1.0,1.0447,0.99677,-0.41765,0.62994,0.6,3.6663,40.0,2.2826999999999997,Orientation-dependent weights,time pressure,8,4,,20.0
1319,5.0008,0.010005,0.40016,0.020005,1.0002,0.97639,1.323,0.56996,0.6866,0.30017,3.5006,15.002,2.42659,Orientation-dependent weights,time pressure,8,5,,20.0
1320,3.0,0.01,0.2,0.01502,1.0,1.0,0.25,0.8,1.0,0.3,5.0,12.061,2.38657,Orientation-dependent weights,time pressure,9,1,,5.0
1321,3.8146,0.015574,0.11871,0.016997,1.0381,0.89062,0.89062,0.9125,0.42684,0.52472,3.5521,14.0,1.8258500000000002,Orientation-dependent weights,time pressure,9,2,,5.0
1322,7.0,0.001,0.27867,0.015518,1.0,0.87501,0.86857,1.0667,0.63064,0.3,3.3333,12.631,2.16311,Orientation-dependent weights,time pressure,9,3,,5.0
1323,5.8507,0.001,0.19273,0.019997,0.99997,1.0002,0.49993,0.80016,0.79984,0.30011,2.5003,14.999,3.0818,Orientation-dependent weights,time pressure,9,4,,5.0
1324,3.2448,0.001,0.33019,0.01,0.89018,0.94224,0.56276,0.80522,0.74726,0.18713,2.2804,13.996,1.5228,Orientation-dependent weights,time pressure,9,5,,5.0
1325,10.0,0.01,0.3,0.02,1.0,1.0,1.0,0.88889,1.0,0.3,5.0,15.0,2.65462,Orientation-dependent weights,time pressure,9,1,,10.0
1326,3.5299,0.001,0.2,0.04,1.0,1.0,0.90913,0.8,0.99999,0.3,2.5,13.496,2.3406899999999995,Orientation-dependent weights,time pressure,9,2,,10.0
1327,4.9916,0.0099999,0.2,0.02,1.0,0.97972,0.85254,0.8,1.0,0.3,3.7886,15.0,2.06371,Orientation-dependent weights,time pressure,9,3,,10.0
1328,3.0,0.001,0.2,0.03,0.75,1.0,0.5,0.7605,1.0,0.3,2.5,16.667,2.11958,Orientation-dependent weights,time pressure,9,4,,10.0
1329,5.0,0.001,0.3,0.02,1.0,1.0,1.0,0.63792,1.0,0.3,2.5,15.0,1.7023499999999998,Orientation-dependent weights,time pressure,9,5,,10.0
1330,3.68,0.012461,0.18885,0.02184,2.0,1.4229,1.0914,0.8,1.0,0.44476,2.5,20.0,2.0604400000000003,Orientation-dependent weights,time pressure,9,1,,20.0
1331,6.461,0.001,0.4,0.01,2.3003,1.0,1.0,0.8,1.0,0.3,2.5,30.0,1.73955,Orientation-dependent weights,time pressure,9,2,,20.0
1332,2.996,0.001,0.21996,0.016912,1.343,1.2745,0.83423,0.81019,0.88626,0.29597,2.5131,29.967,1.99423,Orientation-dependent weights,time pressure,9,3,,20.0
1333,4.1882,0.0039912,0.26619,0.029934,0.99855,1.2784,1.057,0.79985,0.99834,0.30108,3.4963,15.013,2.1014999999999997,Orientation-dependent weights,time pressure,9,4,,20.0
1334,3.0,0.0091357,0.17985,0.02,1.4449,1.2599,0.45833,0.76563,1.112,0.48543,3.0508,16.667,2.3735,Orientation-dependent weights,time pressure,9,5,,20.0
1335,0.72388,0.011712,0.17364,0.01,1.0397,1.0,0.5,0.66016,1.0,0.3,3.5,20.0,2.5287999999999995,Orientation-dependent weights,time pressure,10,1,,5.0
1336,5.0,0.005,0.2,0.02,1.0,1.0,0.25,0.4,1.0,0.3,2.5,15.0,2.20851,Orientation-dependent weights,time pressure,10,2,,5.0
1337,3.9038,0.005,0.2,0.02,0.99999,1.0,1.0,0.61968,1.1344,0.4,5.0,15.0,2.1910299999999996,Orientation-dependent weights,time pressure,10,3,,5.0
1338,2.0683,0.02,0.3,0.02,1.0,1.1471,1.1667,0.8,1.0,0.5,2.5,15.0,1.69355,Orientation-dependent weights,time pressure,10,4,,5.0
1339,7.0,0.005,0.1,0.02,1.0,2.0,0.25,0.8,1.0,0.3,2.5,10.0,2.2082500000000005,Orientation-dependent weights,time pressure,10,5,,5.0
1340,5.1969,0.0043333,0.4,0.02,1.0,2.0068,1.0,0.8,1.0861,0.3,2.5,15.0,2.65747,Orientation-dependent weights,time pressure,10,1,,10.0
1341,4.7545,0.001,0.3,0.022334,1.0,1.2927,1.0,0.53135,0.72132,0.41109,2.5,15.0,2.37019,Orientation-dependent weights,time pressure,10,2,,10.0
1342,5.364,0.01,0.21229,0.015,1.5,1.1414,1.0,0.70841,0.77254,0.2485,2.5,15.0,2.2637,Orientation-dependent weights,time pressure,10,3,,10.0
1343,3.3287,0.01,0.23259,0.017675,1.0,1.0,1.0556,0.8,1.0,0.5,2.5,15.0,2.4576800000000003,Orientation-dependent weights,time pressure,10,4,,10.0
1344,3.0,0.01,0.3,0.03,1.1667,1.0,1.0,0.62343,1.0,0.3,2.5,15.0,1.8297400000000004,Orientation-dependent weights,time pressure,10,5,,10.0
1345,4.6805,0.0044184,0.33704,0.01,1.0339,1.0454,1.0035,0.65151,0.80814,0.29413,6.9797,19.905,2.02941,Orientation-dependent weights,time pressure,10,1,,20.0
1346,3.5042,0.010154,0.23333,0.027331,1.0729,0.92708,1.0729,0.725,0.8546,0.24583,3.6875,15.039,2.41718,Orientation-dependent weights,time pressure,10,2,,20.0
1347,1.9851,0.0055311,0.26249,0.021285,1.1667,0.99999,0.5,0.6023,1.0,0.3,5.0,15.0,1.82837,Orientation-dependent weights,time pressure,10,3,,20.0
1348,4.7057,0.0053333,0.325,0.031667,0.96354,0.96354,0.87334,0.8375,1.1042,0.27292,8.1958,29.667,2.0117900000000004,Orientation-dependent weights,time pressure,10,4,,20.0
1349,3.0839,0.001,0.30577,0.01,0.97071,0.9707,0.83126,0.72418,0.91288,0.3272,6.1782,18.5,2.2016,Orientation-dependent weights,time pressure,10,5,,20.0
1350,2.0987,0.0088001,0.20141,0.031373,1.0329,1.3326,0.67117,0.8338,0.73496,0.85978,3.5828,15.3,2.0720300000000003,Orientation-dependent weights,time pressure,11,1,,5.0
1351,4.0401,0.001,0.28881,0.02,1.0,1.0,0.71384,0.67281,0.85458,0.4353,2.5,15.0,1.5637899999999998,Orientation-dependent weights,time pressure,11,2,,5.0
1352,9.4451,0.001,0.22873,0.021671,1.0005,0.96056,0.53753,0.43634,0.61569,0.84412,3.881,13.795,2.41832,Orientation-dependent weights,time pressure,11,3,,5.0
1353,4.0396,0.001,0.099943,0.019971,1.0013,0.99872,0.71357,0.37355,0.6081,0.40095,3.3365,13.991,1.2244059999999997,Orientation-dependent weights,time pressure,11,4,,5.0
1354,10.0,0.0030522,0.41987,0.020919,1.1748,0.8728,0.82518,0.72373,0.80021,0.71381,4.5786,18.402,1.9770499999999998,Orientation-dependent weights,time pressure,11,5,,5.0
1355,6.5529,0.012038,0.24528,0.01,1.0458,0.90095,1.0117,0.7835,0.81788,0.67359,5.1981,15.906,1.8113500000000002,Orientation-dependent weights,time pressure,11,1,,10.0
1356,6.7242,0.0023733,0.12537,0.0125,1.0002,0.99069,0.87494,0.64015,0.73819,1.1251,4.0998,16.047,1.4429599999999998,Orientation-dependent weights,time pressure,11,2,,10.0
1357,7.0,0.001,0.1,0.016667,0.79907,1.0,0.5,0.62992,1.0,0.69086,4.9591,33.778,2.0900100000000004,Orientation-dependent weights,time pressure,11,3,,10.0
1358,3.0,0.005,0.2,0.061027,1.0,0.625,1.0,0.8,0.6494,1.35,5.0,7.585,2.1080499999999995,Orientation-dependent weights,time pressure,11,4,,10.0
1359,4.1719,0.001,0.18775,0.022098,1.1673,1.0006,0.519,0.57186,0.64558,0.49944,4.6875,14.994,1.7709800000000002,Orientation-dependent weights,time pressure,11,5,,10.0
1360,7.0,0.001,0.2,0.022491,1.0,1.0,1.0,0.68348,1.0,1.5804,2.5,15.0,1.79622,Orientation-dependent weights,time pressure,11,1,,20.0
1361,3.4721,0.010392,0.064775,0.018409,1.019,1.0333,0.32924,0.49611,0.88707,0.72202,3.6548,14.832,1.7663,Orientation-dependent weights,time pressure,11,2,,20.0
1362,5.2111,0.0030747,0.22222,0.016641,1.0,1.0,0.76967,0.58385,-0.21359,0.42726,3.3333,20.0,2.12631,Orientation-dependent weights,time pressure,11,3,,20.0
1363,4.8478,0.001,0.2028,0.02007,1.0903,1.0234,1.0453,0.59944,0.084539,0.41254,2.5903,14.586,1.51065,Orientation-dependent weights,time pressure,11,4,,20.0
1364,7.2564,0.0045334,0.2108,0.019916,0.9518,1.1772,0.99945,0.74032,0.70884,1.9603,3.2806,20.1,1.38735,Orientation-dependent weights,time pressure,11,5,,20.0
1365,10.0,0.001,0.39407,0.23754,2.001,1.0059,1.4455,0.76636,0.87899,0.30064,2.2204,-25.036,2.5003599999999997,Orientation-dependent weights,time pressure,12,1,,5.0
1366,5.0,0.019188,0.3,0.017181,1.1667,1.0,1.5,0.46951,0.49619,0.3,2.5,15.0,2.8132800000000002,Orientation-dependent weights,time pressure,12,2,,5.0
1367,3.1379,0.010192,0.25952,0.13538,0.9969,1.0122,1.125,0.31723,0.25351,0.29365,2.3762,20.111,2.67622,Orientation-dependent weights,time pressure,12,3,,5.0
1368,2.8215,0.0083113,0.49216,0.017231,1.2146,0.92174,1.1304,0.66591,0.83409,0.40784,1.6862,16.327,2.78416,Orientation-dependent weights,time pressure,12,4,,5.0
1369,3.024,0.011774,0.75108,0.019614,1.0218,1.0,0.74912,0.4,1.3333,0.38148,3.9175,16.667,2.60117,Orientation-dependent weights,time pressure,12,5,,5.0
1370,5.8947,0.043488,0.3955,0.019888,2.0471,0.99508,1.0389,-0.20826,0.2736,0.23338,2.8033,14.201,3.0724600000000004,Orientation-dependent weights,time pressure,12,1,,10.0
1371,4.9983,0.019997,0.22882,0.019989,1.0,1.0556,1.1631,0.79995,-0.25296,0.2462,2.5001,15.0,2.8752799999999996,Orientation-dependent weights,time pressure,12,2,,10.0
1372,5.7913,0.014869,0.64051,0.022141,1.2553,0.60433,1.3493,0.33858,0.073954,0.10111,3.9859,35.946,2.10777,Orientation-dependent weights,time pressure,12,3,,10.0
1373,5.0017,0.015164,0.19757,0.01,2.4326,1.1605,1.0597,0.37021,-0.14872,0.091358,2.7816,14.951,2.8413599999999994,Orientation-dependent weights,time pressure,12,4,,10.0
1374,3.1918,0.026434,0.24666,0.02,1.0,0.73026,1.0,0.3242,0.17309,0.3,2.5,15.0,2.7211399999999997,Orientation-dependent weights,time pressure,12,5,,10.0
1375,3.0,0.01,0.52387,0.017934,1.0,1.0,1.0,-0.19104,1.0,0.3,2.5,15.0,2.29948,Orientation-dependent weights,time pressure,12,1,,20.0
1376,6.2776,0.001,0.49963,0.021922,1.1245,0.83676,0.87546,0.30037,0.73147,0.39252,3.1797,-22.655,2.52784,Orientation-dependent weights,time pressure,12,2,,20.0
1377,2.8226,0.013352,0.47872,0.020211,1.0276,0.99474,0.98478,-0.22144,1.0,0.3,2.5,15.926,2.43233,Orientation-dependent weights,time pressure,12,3,,20.0
1378,3.503,0.026996,0.33788,0.023918,1.0299,0.98753,1.0787,0.27468,0.95539,0.396,2.7781,15.001,2.23542,Orientation-dependent weights,time pressure,12,4,,20.0
1379,4.6578,0.01,0.4,0.02,1.0,1.0,1.3964,0.26908,1.3333,0.3,2.5,15.0,2.8165500000000003,Orientation-dependent weights,time pressure,12,5,,20.0
1380,9.9999,0.01425,0.26744,0.02,1.1603,1.0,1.0,0.8,0.62627,-0.32625,2.5,15.0,2.27413,Orientation-dependent weights,time pressure,13,1,,5.0
1381,7.0,0.01,0.6,0.02,1.3997,1.0812,0.99999,0.8,0.99999,0.1241,5.0,30.0,2.3035,Orientation-dependent weights,time pressure,13,2,,5.0
1382,4.1338,0.0039938,0.69529,0.02,1.1596,1.0,1.0,0.79425,1.0,0.18889,5.6667,32.222,2.08107,Orientation-dependent weights,time pressure,13,3,,5.0
1383,9.6667,0.0099999,0.2,0.02,1.0,1.0,1.0,0.8,0.099479,0.23985,3.3333,15.0,2.5780900000000004,Orientation-dependent weights,time pressure,13,4,,5.0
1384,9.9999,0.01,0.48166,0.04,1.129,1.0,1.0,0.8,1.0,0.3,5.0,15.0,2.34133,Orientation-dependent weights,time pressure,13,5,,5.0
1385,1.55,0.0073333,0.44102,0.03869,1.1667,1.0849,1.0,0.8,0.86667,0.3,3.3333,16.667,2.50173,Orientation-dependent weights,time pressure,13,1,,10.0
1386,2.9799,0.0086634,0.36871,0.021289,1.1119,1.0346,1.0897,0.85799,0.71374,0.57522,2.6128,14.485,2.17452,Orientation-dependent weights,time pressure,13,2,,10.0
1387,4.3916,0.0054361,0.44191,0.010833,0.97679,1.0185,1.1667,0.79627,0.69974,0.3,4.7902,11.852,2.68321,Orientation-dependent weights,time pressure,13,3,,10.0
1388,2.3415,0.52525,0.17207,0.018948,2.8957,1.1667,0.70371,0.7616,0.61324,0.33333,2.5,15.0,2.5893499999999996,Orientation-dependent weights,time pressure,13,4,,10.0
1389,3.7837,0.010239,0.54173,0.01361,0.9884,0.98839,1.0439,0.81164,0.88629,0.3086,5.5305,16.553,2.25441,Orientation-dependent weights,time pressure,13,5,,10.0
1390,3.0,0.001,0.2964,0.02,1.354,1.0,1.1667,0.4,1.0,0.66667,2.5,15.0,2.0889,Orientation-dependent weights,time pressure,13,1,,20.0
1391,5.0,0.005,0.43979,0.02,1.0,1.0,1.4451,0.69932,0.58083,0.3,3.5,30.0,2.4883599999999997,Orientation-dependent weights,time pressure,13,2,,20.0
1392,4.5766,0.02,0.20668,0.02,1.0,0.98611,1.0,0.8,0.59377,0.3,2.5,15.0,2.63047,Orientation-dependent weights,time pressure,13,3,,20.0
1393,5.0,0.0078474,0.2,0.02,1.0,1.1667,1.1667,0.8,0.50991,0.5,5.0,20.0,2.30643,Orientation-dependent weights,time pressure,13,4,,20.0
1394,4.9729,0.0095826,0.54277,0.017939,2.008,1.1656,1.0743,0.80827,1.0092,0.59403,4.646,9.9494,2.19982,Orientation-dependent weights,time pressure,13,5,,20.0
1395,2.7538,0.0077275,0.35217,0.03505,0.8415,1.1105,1.1105,0.68638,0.91362,0.13601,3.7841,18.674,1.9901700000000002,Orientation-dependent weights,time pressure,14,1,,5.0
1396,2.5819,0.001,0.30556,0.014217,1.0,1.0,0.99751,0.8,0.98246,0.3,3.5309,14.327,1.9287799999999997,Orientation-dependent weights,time pressure,14,2,,5.0
1397,2.9668,0.0098446,0.29485,0.01,1.3458,0.99516,1.0703,0.67519,0.95534,0.33417,3.8377,19.95,2.2622,Orientation-dependent weights,time pressure,14,3,,5.0
1398,3.1263,0.001,0.32244,0.053097,0.76492,1.0,0.99999,0.69462,1.0,0.5,3.3404,15.0,2.3884199999999995,Orientation-dependent weights,time pressure,14,4,,5.0
1399,3.0904,0.02,0.29872,0.01,1.0,0.99999,1.0604,0.8,1.0,0.3,3.4666,15.0,2.15773,Orientation-dependent weights,time pressure,14,5,,5.0
1400,2.3123,0.02,0.2,0.02,1.0,1.0655,0.25,0.8,1.3333,0.3,5.1663,15.0,1.8712699999999998,Orientation-dependent weights,time pressure,14,1,,10.0
1401,2.1134,0.0051497,0.20129,0.020609,1.0266,1.0266,1.0072,0.67786,0.75101,0.30924,3.3866,9.6447,2.0312799999999998,Orientation-dependent weights,time pressure,14,2,,10.0
1402,2.1236,0.0035466,0.2,0.023333,1.1208,0.875,0.9421,0.8,1.0,0.33333,3.7037,23.333,2.20886,Orientation-dependent weights,time pressure,14,3,,10.0
1403,1.8583,0.0015307,0.28319,0.01994,1.5028,0.99999,1.0,0.8,1.0,0.38831,3.3333,15.0,1.8151400000000002,Orientation-dependent weights,time pressure,14,4,,10.0
1404,3.0,0.001,0.2,0.01,1.0,1.0,0.66771,0.69279,1.0,0.3,3.6383,15.0,2.47085,Orientation-dependent weights,time pressure,14,5,,10.0
1405,2.8895,0.0055556,0.30873,0.03,1.6818,1.0,1.0,0.8,1.0373,0.25911,3.5,15.0,2.10279,Orientation-dependent weights,time pressure,14,1,,20.0
1406,1.4321,0.011667,0.4,0.02,2.0,1.0,1.0,0.73697,0.8,0.3,2.5586,15.0,1.89214,Orientation-dependent weights,time pressure,14,2,,20.0
1407,0.7581,0.0029518,0.16163,0.020279,1.9662,1.0347,0.48668,0.5546,1.049,0.33198,3.2895,9.5919,1.9813200000000002,Orientation-dependent weights,time pressure,14,3,,20.0
1408,1.901,0.0035923,0.29495,0.01946,1.0,1.0696,1.0,0.71738,1.0,-0.57111,2.8262,15.0,2.2747699999999997,Orientation-dependent weights,time pressure,14,4,,20.0
1409,2.2086,0.02,0.2,0.04,1.0,1.0,1.0,0.8,1.1336,0.3,2.5,15.0,2.28475,Orientation-dependent weights,time pressure,14,5,,20.0
1410,0.73257,0.001,0.29375,0.018354,1.3608,1.072,0.25,0.91768,0.91768,0.35351,5.2881,15.659,1.8590899999999997,Orientation-dependent weights,time pressure,15,1,,5.0
1411,2.9394,0.009903,0.19308,0.019611,1.1939,1.0138,0.25,0.77406,1.3644,0.32711,3.4301,14.751,1.9316300000000002,Orientation-dependent weights,time pressure,15,2,,5.0
1412,3.3272,0.003607,0.23261,0.01,2.0,1.1183,0.68672,0.8,0.85986,0.3,2.5,15.0,2.31834,Orientation-dependent weights,time pressure,15,3,,5.0
1413,1.2416,0.0075,0.27825,0.02,1.1697,1.0,0.25,0.66414,1.0,0.3,5.0,15.0,1.8534799999999998,Orientation-dependent weights,time pressure,15,4,,5.0
1414,4.0152,0.0049999,0.19929,0.019776,1.0091,1.0098,1.0088,0.66191,0.79059,0.30679,2.4817,14.911,2.3691,Orientation-dependent weights,time pressure,15,5,,5.0
1415,4.5553,0.001,0.16667,0.02,1.0,1.1551,0.95833,0.4,0.8,0.3,3.5,15.0,2.2250199999999998,Orientation-dependent weights,time pressure,15,1,,10.0
1416,4.9405,0.01075,0.21667,0.017502,1.0365,0.97303,1.0299,0.51824,0.78535,0.53125,5.3102,24.889,2.33548,Orientation-dependent weights,time pressure,15,2,,10.0
1417,2.8389,0.005,0.24679,0.01,1.0,1.0,1.2485,0.23044,0.93333,0.73333,2.5,20.0,1.70539,Orientation-dependent weights,time pressure,15,3,,10.0
1418,7.9208,0.0081813,0.4172,0.018953,0.92294,1.3388,1.3107,0.39349,0.70769,0.33402,3.3822,17.129,2.05478,Orientation-dependent weights,time pressure,15,4,,10.0
1419,6.5582,0.0087874,0.16667,0.01,1.1667,1.0,1.321,0.48154,1.0,0.3,3.8638,20.0,2.3512399999999998,Orientation-dependent weights,time pressure,15,5,,10.0
1420,7.0,0.001,0.3,0.02,1.0,0.98363,1.0,0.30616,0.99999,0.3,2.5,30.0,1.7939700000000003,Orientation-dependent weights,time pressure,15,1,,20.0
1421,7.0,0.01,0.2,0.01,1.3735,0.95833,1.1118,0.4,0.92817,0.29225,2.5,11.299,1.82741,Orientation-dependent weights,time pressure,15,2,,20.0
1422,9.2082,0.013221,0.2,0.01,2.0,1.1649,0.99999,0.38203,0.8,0.3,3.3333,15.0,2.4390099999999997,Orientation-dependent weights,time pressure,15,3,,20.0
1423,8.4858,0.01,0.2,0.03,1.0,1.0821,1.4254,0.4,0.81194,0.3,2.5,15.0,2.12834,Orientation-dependent weights,time pressure,15,4,,20.0
1424,6.7309,0.01,0.2,0.02,2.0,1.1667,1.0471,0.18666,0.69499,0.5,2.5,16.385,2.0475600000000003,Orientation-dependent weights,time pressure,15,5,,20.0
1425,6.0,0.0040234,0.2207,0.021812,1.0,1.4705,1.0,1.0,1.0,0.3,2.1527,20.0,1.95383,Orientation-dependent weights,time pressure,16,1,,5.0
1426,5.0,0.005,0.30365,0.03,2.0,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.21793,Orientation-dependent weights,time pressure,16,2,,5.0
1427,10.0,0.014867,0.39033,0.037735,1.4164,1.0508,1.7634,1.2283,0.4543,-0.0092971,3.3327,18.807,2.1539,Orientation-dependent weights,time pressure,16,3,,5.0
1428,6.4901,0.001,0.57077,0.01,0.87126,1.5714,1.6509,0.8014,1.5189,0.66678,3.3747,9.3421,2.27039,Orientation-dependent weights,time pressure,16,4,,5.0
1429,4.4129,0.0043605,0.23587,0.019117,0.99988,1.0977,0.99987,0.79987,0.91865,0.41109,2.6855,15.001,1.9632499999999997,Orientation-dependent weights,time pressure,16,5,,5.0
1430,4.811,0.001,0.28496,0.018646,2.1832,1.0,1.0,0.63283,0.10767,0.20549,2.5,15.0,2.06163,Orientation-dependent weights,time pressure,16,1,,10.0
1431,5.1564,0.0045759,0.20774,0.01894,1.0918,1.0363,0.95361,0.84771,0.76542,0.33446,3.4408,14.576,2.00031,Orientation-dependent weights,time pressure,16,2,,10.0
1432,4.2124,0.0085192,0.31001,0.03498,0.99964,1.465,0.99964,0.71288,1.0004,0.39973,2.4993,15.003,1.7124099999999998,Orientation-dependent weights,time pressure,16,3,,10.0
1433,10.0,0.001,0.4,0.026904,2.0,1.1363,1.4042,0.8,0.43277,0.10555,3.5,15.0,2.21318,Orientation-dependent weights,time pressure,16,4,,10.0
1434,5.3901,0.0039444,0.30316,0.020276,1.5417,1.0121,1.0427,0.78759,0.20943,0.29104,4.4146,30.11,2.2035899999999997,Orientation-dependent weights,time pressure,16,5,,10.0
