,pruning threshold,stopping probability,feature drop rate,lapse rate,horizontal-vertical scaling,horizontal-diagonal scaling,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
0,2.8389,0.005,0.15,0.02,2.0328,1.0,0.625,0.8,1.0,0.6,2.5911,15.0,2.10344,Orientation-dependent weights,human-vs-human,1,1,,
1,3.7927,0.001,0.2,0.01,0.91404,0.99999,0.69378,0.67445,0.97476,0.3,2.5,15.0,1.74804,Orientation-dependent weights,human-vs-human,1,2,,
2,2.5588,0.010054,0.20029,0.01994,1.0815,1.0026,0.94236,0.58647,0.99701,0.25222,3.3386,15.024,2.1607899999999995,Orientation-dependent weights,human-vs-human,1,3,,
3,7.1754,0.005422,0.20756,0.014269,0.99241,1.1144,0.50434,0.64641,1.3232,0.26764,2.4848,16.743,1.9685000000000001,Orientation-dependent weights,human-vs-human,1,4,,
4,4.5,0.001,0.2,0.01,0.875,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.28757,Orientation-dependent weights,human-vs-human,1,5,,
5,7.6623,0.001,0.49685,0.01835,0.653,1.0009,1.0344,0.78352,0.78844,0.29279,2.5018,11.675,1.9724999999999997,Orientation-dependent weights,human-vs-human,2,1,,
6,4.9357,0.012112,0.21307,0.024355,1.2945,1.0,1.0594,0.8,0.38569,0.3,2.5,30.0,1.66872,Orientation-dependent weights,human-vs-human,2,2,,
7,6.2377,0.0052586,0.20002,0.023333,1.0461,1.0442,1.1379,0.39997,0.7505,0.89391,2.7777,15.0,1.87668,Orientation-dependent weights,human-vs-human,2,3,,
8,10.0,0.001,0.21952,0.02,1.0,0.95833,1.1667,0.57133,0.73394,0.2185,2.5,15.0,2.52004,Orientation-dependent weights,human-vs-human,2,4,,
9,7.0,0.01,0.1,0.02,1.0,1.0,1.0,0.8,1.0,0.3,2.5,15.0,2.27277,Orientation-dependent weights,human-vs-human,2,5,,
10,2.8338,0.0056154,0.2949,0.017514,1.1831,0.81695,1.1831,0.98828,1.2092,0.43598,3.9707,17.803,1.7834599999999998,Orientation-dependent weights,human-vs-human,3,1,,
11,4.2882,0.0054812,0.31807,0.018797,0.94737,1.0303,2.0827,0.85413,0.93985,0.3391,2.6053,6.6547,1.7708199999999998,Orientation-dependent weights,human-vs-human,3,2,,
12,3.0,0.005,0.20439,0.01,2.036,1.1647,1.0556,0.8018,1.0473,0.55556,3.3333,20.047,1.88617,Orientation-dependent weights,human-vs-human,3,3,,
13,2.9847,0.0062814,0.20467,0.01,1.667,1.3003,1.0002,1.0005,1.0082,0.30534,3.9459,14.934,1.77521,Orientation-dependent weights,human-vs-human,3,4,,
14,3.1289,0.008719,0.2854,0.016674,1.0,1.3897,1.2027,1.0667,1.3333,0.3,4.6666,20.0,1.9474399999999998,Orientation-dependent weights,human-vs-human,3,5,,
15,2.3155,0.56551,0.24909,0.033875,0.99999,1.176,0.25,0.8,1.6,0.4,5.0,16.667,2.4397999999999995,Orientation-dependent weights,human-vs-human,4,1,,
16,3.6787,0.002148,0.4,0.01,1.0398,1.1187,1.0,0.92009,1.0,0.3,2.5,15.0,2.3308999999999997,Orientation-dependent weights,human-vs-human,4,2,,
17,2.8389,0.01,0.33338,0.025777,1.0,1.0,0.95833,0.72672,1.0,0.4,3.3333,15.0,2.17626,Orientation-dependent weights,human-vs-human,4,3,,
18,2.7265,0.001,0.38513,0.010863,1.1436,1.3357,0.99472,0.80752,1.0,0.66667,2.5,20.0,1.82089,Orientation-dependent weights,human-vs-human,4,4,,
19,5.0,0.001,0.27578,0.02,1.0,0.875,0.99999,0.8,0.78003,0.27793,3.3333,15.0,2.39357,Orientation-dependent weights,human-vs-human,4,5,,
20,5.025,0.001,0.16322,0.017502,0.60286,1.4375,0.55032,0.15763,0.5,0.625,4.625,11.0,1.7424400000000002,Orientation-dependent weights,human-vs-human,5,1,,
21,7.0,0.001,0.28033,0.03549,1.0,0.875,1.0,0.8,0.51524,-0.072391,4.6667,15.0,1.8900100000000002,Orientation-dependent weights,human-vs-human,5,2,,
22,8.9928,0.001,0.20064,0.019928,0.99685,0.99686,1.0056,0.63735,0.58411,0.39767,3.3862,14.971,2.28489,Orientation-dependent weights,human-vs-human,5,3,,
23,3.0,0.0032923,0.3,0.02,1.0264,1.0994,0.65057,0.6454,0.86783,0.6,5.0,20.0,1.61512,Orientation-dependent weights,human-vs-human,5,4,,
24,3.0104,0.001,0.19981,0.01,1.1613,1.0254,0.49691,0.43998,0.79443,0.60402,3.4861,13.181,1.63479,Orientation-dependent weights,human-vs-human,5,5,,
25,4.9059,0.005,0.0,0.02,2.3766,0.45161,0.5,0.8,1.0,0.3,3.5889,15.0,1.61978,Orientation-dependent weights,human-vs-human,6,1,,
26,7.0,0.002,0.18889,0.04,1.0454,1.0,0.95932,0.8,1.3333,0.16223,2.5,7.9923,1.47936,Orientation-dependent weights,human-vs-human,6,2,,
27,8.0,0.0023333,0.3,0.02,1.0,0.99999,0.5,1.1111,1.0,0.3,3.611,15.0,1.6195,Orientation-dependent weights,human-vs-human,6,3,,
28,7.0348,0.001,0.19874,0.019874,1.0062,0.99229,1.0077,0.80793,0.99119,0.30573,2.4846,15.07,0.9104110000000001,Orientation-dependent weights,human-vs-human,6,4,,
29,6.425,0.001,0.3,0.02,1.1667,0.8143,1.0,0.8,1.0,0.3,2.5,15.0,1.61798,Orientation-dependent weights,human-vs-human,6,5,,
30,8.4359,0.01,0.48768,0.02,1.0,2.3461,1.6472,0.8,1.0,0.3,2.8093,15.0,2.12257,Orientation-dependent weights,human-vs-human,7,1,,
31,10.0,0.02241,0.19921,0.02,1.8409,2.0884,1.2369,0.8,1.3333,0.31111,4.6667,32.616,2.15684,Orientation-dependent weights,human-vs-human,7,2,,
32,4.4641,0.003,0.37778,0.02,2.0,1.3043,1.1667,0.76628,1.1111,0.3,5.5555,13.333,3.2549299999999994,Orientation-dependent weights,human-vs-human,7,3,,
33,3.0,0.0071091,0.2,0.01,1.3695,2.2451,1.0,0.53333,1.0,0.4,2.5,13.333,1.76714,Orientation-dependent weights,human-vs-human,7,4,,
34,2.5125,0.0145,0.11062,0.065579,3.6354,1.2188,0.89792,0.49433,0.75,0.5,2.0625,13.0,2.1907699999999997,Orientation-dependent weights,human-vs-human,7,5,,
35,6.1325,0.001,0.38698,0.023575,1.0639,1.176,1.2578,0.21008,0.67753,0.34098,3.6899,29.759,1.49203,Orientation-dependent weights,human-vs-human,8,1,,
36,2.597,0.001,0.16798,0.022069,0.65277,1.47,1.0143,0.13823,0.40682,0.86667,2.8333,15.0,2.4996099999999997,Orientation-dependent weights,human-vs-human,8,2,,
37,7.2176,0.0095468,0.20131,0.022491,1.1657,0.99907,0.99942,-0.14593,0.79076,1.4065,5.2856,7.0308,1.3959,Orientation-dependent weights,human-vs-human,8,3,,
38,3.9652,0.0050037,0.28208,0.019997,1.0005,2.0005,0.99959,-0.43257,0.8829,1.3497,5.0011,20.889,2.02928,Orientation-dependent weights,human-vs-human,8,4,,
39,6.112,0.001,0.38875,0.014982,0.87742,1.5511,1.2233,0.44789,0.64936,0.21926,3.8146,16.151,2.05398,Orientation-dependent weights,human-vs-human,8,5,,
40,4.1311,0.005,0.46445,0.023333,2.0,1.1667,1.0,0.39025,1.0,0.5,2.5,6.1943,2.53585,Orientation-dependent weights,human-vs-human,9,1,,
41,3.0935,0.02254,0.21963,0.018333,0.95833,1.0,1.0,-0.30398,1.0,0.3,2.5,6.5077,3.43354,Orientation-dependent weights,human-vs-human,9,2,,
42,7.0,0.0036844,0.4,0.024092,1.0,1.0214,1.0,0.36411,1.0,0.3,3.0,30.0,3.27184,Orientation-dependent weights,human-vs-human,9,3,,
43,4.2887,0.014126,0.32953,0.017316,1.0,0.76533,1.0,0.46087,1.3333,0.3,2.5,15.0,2.5621300000000002,Orientation-dependent weights,human-vs-human,9,4,,
44,10.0,0.011107,0.22034,0.019962,2.0018,0.98918,1.1647,0.67858,0.61419,0.30126,1.458,-8.3204,2.44944,Orientation-dependent weights,human-vs-human,9,5,,
45,5.0,0.02,0.2,0.02,1.2056,2.0,1.1374,0.8,0.50814,0.3,2.5,11.69,2.1388299999999996,Orientation-dependent weights,human-vs-human,10,1,,
46,10.0,0.01,0.16667,0.02,1.0,1.0,1.0,0.4,1.0,0.3,2.5,10.0,2.8496699999999997,Orientation-dependent weights,human-vs-human,10,2,,
47,4.293,0.023891,0.0,0.03214,1.4375,1.4375,1.2539,0.35,0.5,0.49589,1.625,12.75,1.48022,Orientation-dependent weights,human-vs-human,10,3,,
48,7.4895,0.001,0.44522,0.010694,0.5625,1.4375,1.9863,0.98212,0.61667,0.625,3.375,7.25,2.81708,Orientation-dependent weights,human-vs-human,10,4,,
49,5.0,0.0058333,0.26588,0.03,1.0,1.0,1.0,0.4,0.71698,0.3,2.5,15.0,2.7639299999999998,Orientation-dependent weights,human-vs-human,10,5,,
50,2.8415,0.001,0.15378,0.031106,0.75,2.0928,0.87495,1.0965,1.0001,0.51412,2.5001,14.999,1.9970100000000002,Orientation-dependent weights,human-vs-human,11,1,,
51,3.2032,0.001,0.2,0.020741,1.2897,2.5364,0.76263,0.90687,1.0,0.28857,2.87,11.944,1.6867700000000003,Orientation-dependent weights,human-vs-human,11,2,,
52,3.0828,0.0063581,0.18078,0.021998,1.0,1.6667,1.0201,0.8,1.0,0.3,2.5,10.0,1.7098900000000001,Orientation-dependent weights,human-vs-human,11,3,,
53,3.0,0.005,0.20543,0.02,1.0,2.0,1.0,1.0878,1.0,0.4,3.3333,20.0,1.6743099999999997,Orientation-dependent weights,human-vs-human,11,4,,
54,6.9537,0.001,0.4,0.01,1.2071,1.325,0.5625,1.25,0.59431,0.625,4.625,11.0,1.8076100000000004,Orientation-dependent weights,human-vs-human,11,5,,
55,6.954,0.01,0.29852,0.022018,1.0,1.0368,0.83333,0.71111,0.54928,0.3,2.5,15.0,1.6398300000000003,Orientation-dependent weights,human-vs-human,12,1,,
56,7.5253,0.0068527,0.24393,0.023544,0.8977,0.86451,0.63227,0.97048,0.27758,0.78323,2.806,18.121,1.3050799999999998,Orientation-dependent weights,human-vs-human,12,2,,
57,9.6466,0.01,0.6,0.01,1.0,1.1535,0.46957,0.8,0.8,2.3534,2.5,15.0,2.14399,Orientation-dependent weights,human-vs-human,12,3,,
58,10.0,0.001,0.16807,0.02,1.0553,1.0815,0.78167,0.86359,0.34702,0.47377,3.1131,15.0,2.31819,Orientation-dependent weights,human-vs-human,12,4,,
59,10.0,0.005,0.2,0.01,0.90084,0.7909,0.6755,0.8,0.39107,1.0,3.5575,8.8148,1.94377,Orientation-dependent weights,human-vs-human,12,5,,
60,3.3636,0.01715,0.31128,0.022658,1.2654,1.2434,0.75657,1.0504,1.0378,0.27546,2.9869,20.226,2.263,Orientation-dependent weights,human-vs-human,13,1,,
61,2.7464,0.016365,0.20009,0.01999,1.0005,1.0005,1.0005,0.49138,0.99949,0.30034,2.7317,5.5423,2.0786500000000006,Orientation-dependent weights,human-vs-human,13,2,,
62,2.8389,0.02,0.2,0.03,1.0,1.2216,1.0,0.8,1.0,0.3,2.5,15.0,2.5421199999999997,Orientation-dependent weights,human-vs-human,13,3,,
63,3.0,0.023333,0.24017,0.016667,0.625,1.0,1.1667,0.71111,0.84431,0.19915,2.5,15.0,2.38272,Orientation-dependent weights,human-vs-human,13,4,,
64,2.5506,0.001,0.31437,0.020197,1.0156,1.0156,1.0156,0.38749,0.79836,0.31162,2.4687,8.0789,2.45877,Orientation-dependent weights,human-vs-human,13,5,,
65,6.0023,0.010037,0.40071,0.023365,0.99896,0.94801,1.264,0.65955,1.3345,0.3027,5.1823,15.009,1.58473,Orientation-dependent weights,human-vs-human,14,1,,
66,7.3238,0.0050391,0.26272,0.029805,0.99736,1.0753,1.9957,-0.23532,0.85124,0.22343,3.511,-0.091524,2.0563800000000003,Orientation-dependent weights,human-vs-human,14,2,,
67,4.8797,0.0048888,0.27423,0.01,1.0869,1.0087,1.8108,-0.27777,0.93747,0.3,2.5,15.0,2.1168000000000005,Orientation-dependent weights,human-vs-human,14,3,,
68,4.3623,0.0053212,0.20925,0.018431,1.1613,1.0053,0.9947,0.10944,1.2842,0.29606,5.1731,5.9126,1.9987,Orientation-dependent weights,human-vs-human,14,4,,
69,3.0,0.01,0.38587,0.020343,1.0,1.0,1.3347,0.022169,1.0,0.27157,3.3333,4.4353,1.6543100000000002,Orientation-dependent weights,human-vs-human,14,5,,
70,3.8693,0.001,0.22068,0.036782,1.1383,1.3832,0.39797,0.43829,0.90709,0.84854,2.8571,117.33,1.6748699999999999,Orientation-dependent weights,human-vs-human,15,1,,
71,3.7207,0.001,0.23121,0.014107,1.3995,1.7708,0.40774,0.43669,0.94999,1.3444,3.6048,13.667,1.5043499999999999,Orientation-dependent weights,human-vs-human,15,2,,
72,1.55,0.0037871,0.14165,0.017092,1.0,2.0,0.95833,0.37916,0.72301,0.95,2.5,30.0,1.6856299999999997,Orientation-dependent weights,human-vs-human,15,3,,
73,2.5167,0.001,0.18866,0.018199,0.95833,1.0,0.80661,0.6852,1.0,0.39227,5.0,15.0,2.4764600000000003,Orientation-dependent weights,human-vs-human,15,4,,
74,1.8758,0.0050184,0.17997,0.028039,1.0035,2.6707,0.52313,0.69126,0.9977,0.34481,3.3407,39.933,1.9868,Orientation-dependent weights,human-vs-human,15,5,,
75,4.1833,0.0038147,0.099999,0.023501,0.99999,1.0,1.0246,0.88889,0.73351,0.6,2.5,15.0,2.6092999999999997,Orientation-dependent weights,human-vs-human,16,1,,
76,4.8191,0.0012594,0.19414,0.021925,1.1886,0.88297,1.1886,0.24914,0.78448,0.44008,2.8771,16.724,2.19195,Orientation-dependent weights,human-vs-human,16,2,,
77,7.418,0.001,0.2,0.01,1.1436,1.0,1.46,0.8,1.0,1.0,2.5,6.5845,1.4505,Orientation-dependent weights,human-vs-human,16,3,,
78,4.3253,0.001,0.25,0.02,1.2203,1.0,1.0,0.8,0.69485,0.5,2.5,10.909,1.6516899999999999,Orientation-dependent weights,human-vs-human,16,4,,
79,3.07,0.001,0.21685,0.033875,2.0197,1.0197,1.0197,0.79786,0.58051,0.31463,2.0281,21.482,1.6665800000000002,Orientation-dependent weights,human-vs-human,16,5,,
80,8.2473,0.01,0.28316,0.01,0.91407,0.99999,0.94476,0.45586,0.84387,0.4,2.5,6.7816,1.91086,Orientation-dependent weights,human-vs-human,17,1,,
81,6.1211,0.010002,0.23693,0.01,1.0001,1.5175,0.81958,0.40007,1.0001,0.30006,3.3335,15.001,2.50217,Orientation-dependent weights,human-vs-human,17,2,,
82,3.0,0.010219,0.16722,0.02,1.1667,1.0,0.80549,0.49577,1.0,0.4,2.5,15.0,2.72105,Orientation-dependent weights,human-vs-human,17,3,,
83,3.0,0.02,0.3,0.016564,1.0,2.0,1.0,0.4,1.0,0.25836,2.5,7.7604,2.3434299999999997,Orientation-dependent weights,human-vs-human,17,4,,
84,10.0,0.0058333,0.28398,0.022342,1.0889,2.0,2.0,1.0667,1.0,0.3,2.5,30.0,2.66566,Orientation-dependent weights,human-vs-human,17,5,,
85,7.0897,0.028757,0.11636,0.024609,0.79835,1.2017,0.79835,0.15957,0.76954,0.5498,2.0967,13.156,1.8822799999999997,Orientation-dependent weights,human-vs-human,18,1,,
86,4.2317,0.01303,0.22273,0.01,0.58657,0.96022,0.51176,0.6867,0.56889,0.44444,2.5,11.661,2.60921,Orientation-dependent weights,human-vs-human,18,2,,
87,4.6899,0.00975,0.19122,0.021753,0.83942,0.98411,0.3642,0.43858,0.81924,0.17244,2.5243,14.889,2.64947,Orientation-dependent weights,human-vs-human,18,3,,
88,8.3879,0.0049611,0.2777,0.019098,0.87438,1.3356,0.67946,0.38667,0.72586,0.57168,2.7761,14.451,2.42648,Orientation-dependent weights,human-vs-human,18,4,,
89,6.9998,0.011392,0.1532,0.015003,0.70809,1.1288,0.74519,-0.33309,0.68987,0.74366,2.5005,14.998,2.75166,Orientation-dependent weights,human-vs-human,18,5,,
90,7.333,0.0040236,0.083333,0.036048,1.0103,2.1798,1.0,0.8,0.8,0.47755,2.8333,15.0,1.73566,Orientation-dependent weights,human-vs-human,19,1,,
91,9.6667,0.001,0.0,0.02,1.0,1.3238,1.0,0.8,0.80455,0.40255,2.5,16.476,1.67196,Orientation-dependent weights,human-vs-human,19,2,,
92,10.0,0.001,0.36454,0.027898,1.4374,1.6117,0.71279,0.36484,1.328,0.086793,4.347,12.374,1.44721,Orientation-dependent weights,human-vs-human,19,3,,
93,5.6077,0.001,0.24298,0.020413,1.0181,1.0181,0.92321,0.8186,0.97933,1.2398,4.7132,10.114,1.38197,Orientation-dependent weights,human-vs-human,19,4,,
94,3.4768,0.0055829,0.050921,0.029816,1.1945,2.4028,0.78528,1.0209,0.7546,0.58745,2.9254,18.037,0.7107949999999998,Orientation-dependent weights,human-vs-human,19,5,,
95,7.0,0.01,0.2,0.020453,0.86804,4.0,1.0,0.8,1.0,0.24598,2.8885,15.0,1.8355899999999998,Orientation-dependent weights,human-vs-human,20,1,,
96,2.8389,0.001,0.3,0.01691,1.0705,3.0,0.64948,0.67676,1.0,0.3,2.9667,30.0,1.8568199999999997,Orientation-dependent weights,human-vs-human,20,2,,
97,6.1282,0.0055,0.19985,0.026236,1.9424,3.2758,0.97215,1.0272,0.89729,0.32138,3.4101,40.526,1.8396900000000003,Orientation-dependent weights,human-vs-human,20,3,,
98,7.0,0.001,0.2,0.02,1.0982,1.6066,1.0,0.52042,1.0,0.4,3.6635,6.225,1.8966700000000003,Orientation-dependent weights,human-vs-human,20,4,,
99,7.0041,0.0047028,0.20022,0.01499,0.99911,2.0009,1.0009,0.80092,1.001,0.30067,4.3376,14.992,1.25213,Orientation-dependent weights,human-vs-human,20,5,,
100,2.8389,0.0052778,0.0,0.02,1.0,2.0,0.80531,1.0649,0.78108,0.21188,2.5,21.59,1.54144,Orientation-dependent weights,human-vs-human,21,1,,
101,5.9712,0.0031816,0.17822,0.020693,2.0303,1.7687,0.96968,1.0347,0.15797,0.090283,3.394,15.277,1.52575,Orientation-dependent weights,human-vs-human,21,2,,
102,2.0333,0.0013174,0.2,0.01,1.1689,1.9631,0.641,1.0718,1.1111,0.3,4.6667,15.0,1.12584,Orientation-dependent weights,human-vs-human,21,3,,
103,3.0161,0.0034552,0.10165,0.019835,0.99277,1.9928,0.64833,1.1352,0.8364,0.29463,4.5479,14.934,1.3895300000000002,Orientation-dependent weights,human-vs-human,21,4,,
104,1.0867,0.001,0.18444,0.019344,1.235,2.3076,0.49487,1.323,0.79921,0.43048,4.3535,31.388,1.24965,Orientation-dependent weights,human-vs-human,21,5,,
105,4.8471,0.001,0.19346,0.011387,1.1482,1.0416,0.70078,0.77456,0.97271,0.31773,2.5288,15.218,2.2535999999999996,Orientation-dependent weights,human-vs-human,22,1,,
106,10.0,0.001,0.3,0.0125,1.0,1.0176,0.79784,0.7622,1.3333,0.3,2.5,10.0,1.6212499999999999,Orientation-dependent weights,human-vs-human,22,2,,
107,6.2402,0.001,0.3,0.018651,1.0,0.87806,1.0,0.8,1.0,0.3,2.5,20.0,1.5151499999999998,Orientation-dependent weights,human-vs-human,22,3,,
108,6.9888,0.0094909,0.18342,0.01,1.1549,0.953,0.68185,0.75166,1.4968,0.12975,2.594,29.581,1.7738100000000003,Orientation-dependent weights,human-vs-human,22,4,,
109,7.0,0.01,0.2,0.02,1.0,1.0,0.25,0.8,1.0,0.0,2.5,15.0,1.8343800000000001,Orientation-dependent weights,human-vs-human,22,5,,
110,0.125,0.005,0.19307,0.015,2.0,1.0,0.5166,0.4,1.1223,0.3,3.5,15.0,1.66352,Orientation-dependent weights,human-vs-human,23,1,,
111,0.1,0.0047777,0.2,0.018333,2.0,0.99999,0.625,0.47275,1.0,0.4,3.3333,16.842,2.2028100000000004,Orientation-dependent weights,human-vs-human,23,2,,
112,1.0914,0.0036066,0.19998,0.024739,1.0,1.0,0.99998,0.44291,0.99995,0.20841,2.5001,15.0,2.1814,Orientation-dependent weights,human-vs-human,23,3,,
113,3.3604,0.59146,0.22001,0.019194,1.2099,1.0244,1.0903,0.49604,1.4042,0.29002,3.3894,33.748,1.79569,Orientation-dependent weights,human-vs-human,23,4,,
114,3.3984,0.011667,0.3,0.03,1.0,1.739,1.051,0.8,1.0,0.12495,3.3333,15.0,2.04349,Orientation-dependent weights,human-vs-human,23,5,,
115,6.1495,0.0098836,0.3793,0.021959,0.99435,0.94261,1.0057,0.28748,0.90697,0.56796,3.3446,-9.0816,2.15155,Orientation-dependent weights,human-vs-human,24,1,,
116,6.0967,0.010483,0.29304,0.023191,1.2134,0.9388,1.0651,-0.023518,1.0652,0.3184,3.4336,-167.02,2.719,Orientation-dependent weights,human-vs-human,24,2,,
117,5.0,0.02,0.30715,0.02032,2.0,0.25,1.0,0.8,1.1085,0.3,3.5,26.667,2.61658,Orientation-dependent weights,human-vs-human,24,3,,
118,6.4204,0.0090158,0.4987,0.019331,1.4889,1.1981,2.045,-0.26501,1.4073,0.43554,2.5957,-59.199,2.6008500000000003,Orientation-dependent weights,human-vs-human,24,4,,
119,6.2757,0.0045314,0.44698,0.02,2.5576,1.1364,1.4266,0.4,1.5,0.3,2.5,15.0,2.5340700000000003,Orientation-dependent weights,human-vs-human,24,5,,
120,9.9999,0.01,0.2,0.02,1.0,1.367,1.0,0.4829,0.63992,1.3663,3.5,106.22,1.79819,Orientation-dependent weights,human-vs-human,25,1,,
121,1.8132,0.005,0.2,0.03,1.0,2.0,0.5,0.6853,1.0,0.3,2.5,15.0,3.3072000000000004,Orientation-dependent weights,human-vs-human,25,2,,
122,5.594,0.01088,0.29175,0.023333,2.0,1.1186,1.0,0.8,0.62028,0.3,2.7055,15.0,1.8722400000000001,Orientation-dependent weights,human-vs-human,25,3,,
123,5.1115,0.005468,0.42267,0.020756,1.0331,1.0331,1.0331,0.21481,1.0378,0.27544,2.5661,14.698,2.18466,Orientation-dependent weights,human-vs-human,25,4,,
124,3.8498,0.016106,0.3265,0.01,1.9997,1.0003,1.0003,0.79972,0.99969,0.50023,2.5005,15.003,2.1062,Orientation-dependent weights,human-vs-human,25,5,,
125,0.59825,0.011213,0.2637,0.019307,1.1979,1.0846,0.93683,0.78361,0.67206,0.3,2.5,15.0,1.6578500000000003,Orientation-dependent weights,human-vs-human,26,1,,
126,3.0,0.005,0.25334,0.03,1.0,1.0,0.5,0.8,1.0,0.3,3.3333,15.0,1.47041,Orientation-dependent weights,human-vs-human,26,2,,
127,5.0503,0.001,0.36915,0.011111,1.0,1.0,0.81004,0.8,1.0,0.3,2.5,15.0,2.3765500000000004,Orientation-dependent weights,human-vs-human,26,3,,
128,0.1,0.02,0.20597,0.02,1.0,1.0,0.99999,0.8,0.59053,0.3,2.5,15.0,2.30799,Orientation-dependent weights,human-vs-human,26,4,,
129,5.8333,0.005,0.3,0.021252,1.2668,1.0844,0.91778,1.0667,1.0,0.3,2.5,8.0966,2.15996,Orientation-dependent weights,human-vs-human,26,5,,
130,9.9341,0.0012005,0.62979,0.026524,1.3726,1.5674,0.26164,0.80586,2.0609,0.62247,4.134,10.961,1.7109999999999999,Orientation-dependent weights,human-vs-human,27,1,,
131,3.0,0.010149,0.3,0.01,1.0,2.071,1.0,0.8,1.0,0.4,2.5,20.0,1.54206,Orientation-dependent weights,human-vs-human,27,2,,
132,3.6345,0.002,0.2,0.023833,1.0,2.0,1.0268,0.67255,1.0,0.3,2.5,15.0,1.093675,Orientation-dependent weights,human-vs-human,27,3,,
133,8.1041,0.001,0.19992,0.016664,1.0002,0.91357,0.47873,0.80019,1.3334,0.30014,7.443,14.998,3.2241799999999996,Orientation-dependent weights,human-vs-human,27,4,,
134,4.8073,0.001,0.15507,0.019969,0.9127,1.9801,0.99902,0.61884,1.0001,0.15923,2.4973,9.9914,2.63106,Orientation-dependent weights,human-vs-human,27,5,,
135,10.0,0.011667,0.389,0.02,1.0,4.0,0.77724,1.0667,1.0,0.3,3.3333,15.0,1.5262099999999998,Orientation-dependent weights,human-vs-human,28,1,,
136,8.5191,0.0027778,0.12812,0.021565,1.0284,2.059,0.96944,1.0,0.79339,0.26097,2.9244,15.0,1.6587,Orientation-dependent weights,human-vs-human,28,2,,
137,10.0,0.0015625,0.1118,0.018818,0.91667,2.8186,1.0,0.88889,1.0111,0.31273,2.8823,31.111,0.9748990000000001,Orientation-dependent weights,human-vs-human,28,3,,
138,7.4792,0.0087234,0.0,0.02,1.0,3.7778,0.83275,0.8,1.0,0.3,3.5,15.0,1.6368999999999996,Orientation-dependent weights,human-vs-human,28,4,,
139,7.0,0.01,0.3,0.02,1.0,2.441,1.1775,1.6,0.83757,0.3,3.5,15.0,1.4631,Orientation-dependent weights,human-vs-human,28,5,,
140,2.796,0.016142,0.33649,0.026825,1.2986,1.2986,1.0762,0.49289,0.65877,0.5218,1.9028,12.27,2.6485,Orientation-dependent weights,human-vs-human,29,1,,
141,7.1245,0.02,0.69117,0.026885,0.9938,1.0,1.0,0.72242,1.0,0.3,2.5,-7.8181,2.6824,Orientation-dependent weights,human-vs-human,29,2,,
142,5.0,0.02,0.2,0.03,1.1667,1.0,1.0,0.8,1.0,0.3,3.4091,15.0,2.54447,Orientation-dependent weights,human-vs-human,29,3,,
143,2.8389,0.011667,0.38794,0.02996,1.0114,1.0251,1.0,0.49913,0.77834,0.3,2.5,21.111,2.61015,Orientation-dependent weights,human-vs-human,29,4,,
144,4.7506,0.0087043,0.63999,0.031171,1.0675,1.0501,1.0496,0.54079,0.95692,0.32061,4.8658,11.561,2.4208299999999996,Orientation-dependent weights,human-vs-human,29,5,,
145,3.3333,0.001,0.46938,0.032509,1.3424,0.62486,1.5326,0.2096,0.40599,0.55848,1.9895,19.869,1.9725300000000001,Orientation-dependent weights,human-vs-human,30,1,,
146,7.5019,0.0028889,0.31773,0.03,1.1874,1.0123,2.0693,0.37687,0.44245,0.27778,2.3951,4.7389,2.3514,Orientation-dependent weights,human-vs-human,30,2,,
147,5.6718,0.0063867,0.62392,0.013444,1.4517,1.41,1.529,0.06847,0.48377,0.73555,4.0966,2.1834,2.23382,Orientation-dependent weights,human-vs-human,30,3,,
148,8.7712,0.011652,0.55148,0.034272,1.8375,1.3333,1.0,0.4,0.51867,0.33333,4.6667,13.333,2.41294,Orientation-dependent weights,human-vs-human,30,4,,
149,9.0596,0.0018222,0.4645,0.023083,2.474,1.8783,1.4647,0.79959,0.40792,0.40083,2.4978,14.99,2.09598,Orientation-dependent weights,human-vs-human,30,5,,
150,5.0,0.001,0.1,0.023333,0.94361,0.99999,1.057,0.66486,1.0,0.3,3.5,13.333,1.47018,Orientation-dependent weights,human-vs-human,31,1,,
151,5.0023,0.001,0.16504,0.016613,1.2478,1.0341,1.0008,0.79449,0.99388,0.3262,3.8996,11.787,1.55455,Orientation-dependent weights,human-vs-human,31,2,,
152,10.0,0.001,0.30645,0.01,1.021,1.0,1.0,0.8,1.1176,0.3,3.5,15.0,1.81816,Orientation-dependent weights,human-vs-human,31,3,,
153,5.663,0.0050677,0.098318,0.019646,1.0155,1.0155,0.98716,0.78407,0.78025,0.3115,5.2208,15.142,1.42824,Orientation-dependent weights,human-vs-human,31,4,,
154,5.5182,0.001,0.11786,0.016667,1.2374,2.0,0.5,0.8,0.65749,0.3,3.5,13.496,1.41492,Orientation-dependent weights,human-vs-human,31,5,,
155,7.0,0.001,0.26469,0.01,2.0,1.0,0.25,1.1713,1.6,0.3,2.5,15.0,1.47835,Orientation-dependent weights,human-vs-human,32,1,,
156,8.8956,0.001,0.11924,0.0225,1.0166,1.1094,0.46536,1.0645,1.125,0.24591,2.7188,16.0,1.057721,Orientation-dependent weights,human-vs-human,32,2,,
