,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
265,5.0,0.0099999,0.30001,0.023333,1.362,2.41945,Optimal weights,generalization,14,1,,
266,9.9998,0.015001,0.30001,0.020002,1.3619,2.1082799999999997,Optimal weights,generalization,14,2,,
267,2.0758,0.02,0.30741,0.020233,1.4287,2.06254,Optimal weights,generalization,14,3,,
268,3.6875,0.6267,0.31567,0.02,1.362,1.9557599999999997,Optimal weights,generalization,14,4,,
269,1.7333,0.013595,0.30722,0.04,1.362,2.03281,Optimal weights,generalization,14,5,,
270,8.4242,0.001,0.40923,0.019445,1.362,2.3820099999999997,Optimal weights,generalization,15,1,,
271,9.0431,0.001,0.43521,0.045,1.362,2.09127,Optimal weights,generalization,15,2,,
272,8.0121,0.0063516,0.56993,0.035394,1.2398,1.94624,Optimal weights,generalization,15,3,,
273,5.0126,0.0049939,0.41091,0.027301,1.3645,2.67283,Optimal weights,generalization,15,4,,
274,7.5221,0.0037903,0.65842,0.021522,1.822,1.9572299999999998,Optimal weights,generalization,15,5,,
275,2.7857,0.010491,0.28965,0.014952,1.3621,1.8460899999999998,Optimal weights,generalization,16,1,,
276,9.9999,0.001,0.3475,0.03,3.7484,1.69523,Optimal weights,generalization,16,2,,
277,3.0,0.005,0.2,0.019382,1.362,1.69729,Optimal weights,generalization,16,3,,
278,5.2109,0.01,0.2,0.01,1.362,1.95046,Optimal weights,generalization,16,4,,
279,3.0,0.02,0.1,0.02,1.362,2.01588,Optimal weights,generalization,16,5,,
280,0.1,0.1975,0.37355,0.01,1.2864,1.59744,Optimal weights,generalization,17,1,,
281,2.0333,0.02,0.23803,0.01,1.6118,2.2039600000000004,Optimal weights,generalization,17,2,,
282,9.6697,0.010677,0.41914,0.017702,1.4253,2.0627500000000003,Optimal weights,generalization,17,3,,
283,2.0223,0.0077103,0.34575,0.01,1.6249,2.0942700000000007,Optimal weights,generalization,17,4,,
284,2.4805,0.0073519,0.2668,0.01,1.294,1.7905799999999998,Optimal weights,generalization,17,5,,
285,2.9689,0.01466,0.38363,0.01,2.1752,1.60428,Optimal weights,generalization,18,1,,
286,6.9837,0.010023,0.18477,0.019459,1.3518,1.7305499999999998,Optimal weights,generalization,18,2,,
287,7.3592,0.0058333,0.29321,0.02,1.362,1.58201,Optimal weights,generalization,18,3,,
288,5.0,0.005,0.20618,0.01,1.362,2.16785,Optimal weights,generalization,18,4,,
289,6.4945,0.0071387,0.29313,0.018334,1.362,1.9276900000000001,Optimal weights,generalization,18,5,,
290,0.1,0.010003,0.28324,0.020002,1.3618,2.7748399999999998,Optimal weights,generalization,19,1,,
291,0.1,0.01,0.3,0.03,1.5574,2.34519,Optimal weights,generalization,19,2,,
292,2.4342,0.0054443,0.61969,0.01,1.9311,2.07241,Optimal weights,generalization,19,3,,
293,2.0197,0.001,0.52276,0.02972,1.3306,1.98325,Optimal weights,generalization,19,4,,
294,1.5442,0.01,0.3,0.03,1.362,2.10262,Optimal weights,generalization,19,5,,
295,4.3876,0.0030153,0.38379,0.045522,1.6652,2.0495,Optimal weights,generalization,20,1,,
296,5.2902,0.0049641,0.32757,0.02,2.2682,1.77651,Optimal weights,generalization,20,2,,
297,3.0197,0.0048485,0.285,0.017199,1.8061,1.91518,Optimal weights,generalization,20,3,,
298,6.9681,0.010458,0.47506,0.019826,3.3294,1.76052,Optimal weights,generalization,20,4,,
299,6.2854,0.001,0.56409,0.01,1.8943,1.79614,Optimal weights,generalization,20,5,,
300,4.3876,0.02,0.2,0.02,1.362,2.38175,Optimal weights,generalization,21,1,,
301,6.4884,0.013749,0.40181,0.020874,1.3579,1.8630599999999997,Optimal weights,generalization,21,2,,
302,7.2766,0.0099891,0.3005,0.023386,2.7207,1.85101,Optimal weights,generalization,21,3,,
303,7.1346,0.019497,0.39998,0.019806,2.7235,1.75013,Optimal weights,generalization,21,4,,
304,9.1851,0.011667,0.21658,0.025755,1.362,2.06682,Optimal weights,generalization,21,5,,
305,3.0407,0.0051104,0.20118,0.01,1.3374,1.94469,Optimal weights,generalization,22,1,,
306,3.0003,0.00555,0.28582,0.026662,1.3622,1.9194100000000003,Optimal weights,generalization,22,2,,
307,5.0,0.015325,0.2,0.01,1.362,2.00593,Optimal weights,generalization,22,3,,
308,3.0,0.0073333,0.24338,0.014165,1.362,2.0325800000000003,Optimal weights,generalization,22,4,,
309,5.1436,0.021719,0.15388,0.019672,1.5908,1.6374400000000002,Optimal weights,generalization,22,5,,
310,8.8643,0.076955,0.31829,0.010525,5.1885,1.56328,Optimal weights,generalization,23,1,,
311,2.8166,0.01,0.1,0.01,1.9399,2.05956,Optimal weights,generalization,23,2,,
312,3.8098,0.019337,0.2,0.03,2.7241,1.53812,Optimal weights,generalization,23,3,,
313,3.1045,0.026667,0.17288,0.01,1.9706,1.51954,Optimal weights,generalization,23,4,,
314,2.2064,0.0066607,0.16135,0.017304,1.5419,1.7343799999999998,Optimal weights,generalization,23,5,,
315,10.0,0.0075803,0.23153,0.018579,1.2033,1.9748899999999998,Optimal weights,generalization,24,1,,
316,10.0,0.010293,0.19999,0.026227,1.3621,1.8872899999999997,Optimal weights,generalization,24,2,,
317,7.3838,0.010556,0.27778,0.02,3.429,1.6552599999999997,Optimal weights,generalization,24,3,,
318,7.8149,0.001,0.38078,0.02,1.362,1.74853,Optimal weights,generalization,24,4,,
319,6.4428,0.001,0.46787,0.015727,1.9559,1.48259,Optimal weights,generalization,24,5,,
320,10.0,0.01,0.4,0.011657,1.362,1.70552,Optimal weights,generalization,25,1,,
321,3.6836,0.0010001,0.34618,0.01,0.77168,1.89227,Optimal weights,generalization,25,2,,
322,7.2226,0.001,0.55925,0.019247,1.3773,1.91282,Optimal weights,generalization,25,3,,
323,10.0,0.001,0.54307,0.052348,1.3625,1.7472400000000001,Optimal weights,generalization,25,4,,
324,2.9996,0.010001,0.2046,0.058634,1.362,2.20787,Optimal weights,generalization,25,5,,
325,5.684,0.0051861,0.1992,0.011376,1.8233,1.6270600000000002,Optimal weights,generalization,26,1,,
326,8.7312,0.0066666,0.29444,0.01,3.3817,1.9809999999999999,Optimal weights,generalization,26,2,,
327,4.2352,0.0098046,0.20467,0.020272,1.8307,1.56572,Optimal weights,generalization,26,3,,
328,7.0378,0.0055861,0.18943,0.017998,1.6339,1.70704,Optimal weights,generalization,26,4,,
329,7.2319,0.001,0.32686,0.01,2.0277,1.52895,Optimal weights,generalization,26,5,,
330,10.0,0.0039122,0.34537,0.010523,2.7241,2.02567,Optimal weights,generalization,27,1,,
331,10.0,0.01005,0.41737,0.037507,4.2485,1.82485,Optimal weights,generalization,27,2,,
332,3.0,0.001,0.28333,0.031799,1.362,2.01897,Optimal weights,generalization,27,3,,
333,5.8678,0.0039098,0.34544,0.01298,3.1535,2.1258299999999997,Optimal weights,generalization,27,4,,
334,3.5618,0.001,0.38346,0.01,1.6868,2.1176000000000004,Optimal weights,generalization,27,5,,
335,2.4979,0.001,0.44965,0.01,1.9526,2.29925,Optimal weights,generalization,28,1,,
336,5.7589,0.001,0.5698,0.01,6.1703,2.23767,Optimal weights,generalization,28,2,,
337,2.3962,0.001,0.34643,0.018932,1.4183,2.10184,Optimal weights,generalization,28,3,,
338,6.3719,0.001,0.7,0.016525,3.3817,1.8659,Optimal weights,generalization,28,4,,
339,3.0,0.026164,0.19351,0.02,1.6197,1.93182,Optimal weights,generalization,28,5,,
340,2.9735,0.001,0.43164,0.01,1.3675,1.77697,Optimal weights,generalization,29,1,,
341,3.2178,0.001,0.31475,0.01,1.6612,2.16732,Optimal weights,generalization,29,2,,
342,4.3911,0.001,0.42446,0.017758,1.9302,1.6352900000000001,Optimal weights,generalization,29,3,,
343,3.4898,0.0049322,0.20632,0.027396,1.3673,1.87546,Optimal weights,generalization,29,4,,
344,2.55,0.001,0.2,0.01,1.2777,2.31929,Optimal weights,generalization,29,5,,
345,0.1,0.023336,0.2,0.020001,1.3621,2.0956300000000003,Optimal weights,generalization,30,1,,
346,3.0,0.01,0.2,0.017746,1.362,2.10741,Optimal weights,generalization,30,2,,
347,3.0892,0.029489,0.25284,0.016499,1.3798,2.3367600000000004,Optimal weights,generalization,30,3,,
348,6.35,0.010185,0.52133,0.03,3.747,2.02261,Optimal weights,generalization,30,4,,
349,4.7209,0.018337,0.40508,0.019666,1.7599,2.41674,Optimal weights,generalization,30,5,,
350,6.3049,0.010888,0.23257,0.031259,1.4887,1.9888199999999998,Optimal weights,generalization,31,1,,
351,6.4093,0.0098181,0.29394,0.023355,1.9939,2.0835999999999997,Optimal weights,generalization,31,2,,
352,4.621,0.001,0.32076,0.021701,1.3713,1.96123,Optimal weights,generalization,31,3,,
353,4.8706,0.001,0.2577,0.018856,1.3422,1.89053,Optimal weights,generalization,31,4,,
354,10.0,0.013892,0.22585,0.015342,1.3997,1.78627,Optimal weights,generalization,31,5,,
355,1.0709,0.02,0.094411,0.013333,1.362,1.8033499999999996,Optimal weights,generalization,32,1,,
356,6.1146,1.0,0.30649,0.01,1.5913,1.48323,Optimal weights,generalization,32,2,,
357,4.8461,0.023869,0.26996,0.020984,3.6397,1.7697399999999999,Optimal weights,generalization,32,3,,
358,1.661,0.011667,0.3037,0.01,1.5582,1.45631,Optimal weights,generalization,32,4,,
359,3.7241,0.019845,0.28506,0.020059,3.3727,1.42349,Optimal weights,generalization,32,5,,
360,0.1,0.02,0.16667,0.02,1.362,2.58702,Optimal weights,generalization,33,1,,
361,2.7356,0.21,0.17182,0.01,1.362,2.3786700000000005,Optimal weights,generalization,33,2,,
362,5.9512,0.43443,0.25448,0.017016,1.5854,2.35494,Optimal weights,generalization,33,3,,
363,0.1,0.003442,0.2,0.025543,1.362,2.21873,Optimal weights,generalization,33,4,,
364,0.1,0.0056016,0.3,0.020255,1.135,1.57028,Optimal weights,generalization,33,5,,
365,3.0,0.01,0.2,0.02,1.362,2.0688800000000005,Optimal weights,generalization,34,1,,
366,3.0,0.022697,0.24101,0.02,1.362,1.8055000000000003,Optimal weights,generalization,34,2,,
367,4.9631,0.011318,0.26168,0.021997,1.4793,1.9436500000000003,Optimal weights,generalization,34,3,,
368,9.0104,0.015988,0.2,0.019989,1.9802,1.9144099999999997,Optimal weights,generalization,34,4,,
369,3.1443,0.007,0.29921,0.026667,1.362,1.68838,Optimal weights,generalization,34,5,,
370,3.4114,0.099112,0.77572,0.038438,1.6112,2.85161,Optimal weights,generalization,35,1,,
371,0.1,0.016452,0.35311,0.45258,0.66195,2.54181,Optimal weights,generalization,35,2,,
372,2.928,0.020446,0.86221,0.01,2.7877,2.8009899999999996,Optimal weights,generalization,35,3,,
373,6.1387,0.023333,0.3,0.51162,1.362,2.61079,Optimal weights,generalization,35,4,,
374,8.639,0.0052418,0.64464,0.39698,3.3583,2.9100600000000005,Optimal weights,generalization,35,5,,
375,3.0,0.01,0.2,0.02,1.362,2.0765700000000002,Optimal weights,generalization,36,1,,
376,4.1682,0.011825,0.37455,0.01633,1.8056,2.04594,Optimal weights,generalization,36,2,,
377,4.5147,0.0048322,0.37961,0.011709,2.1298,1.9550100000000001,Optimal weights,generalization,36,3,,
378,3.3091,0.0051543,0.3,0.02,1.362,1.5544600000000002,Optimal weights,generalization,36,4,,
379,5.6667,0.0088133,0.2,0.03033,1.362,1.8535999999999997,Optimal weights,generalization,36,5,,
380,7.1596,0.0047639,0.29565,0.01,2.8329,1.9116,Optimal weights,generalization,37,1,,
381,10.0,0.001,0.36931,0.01,2.585,1.6230499999999999,Optimal weights,generalization,37,2,,
382,10.0,0.005,0.2,0.02,1.362,1.85407,Optimal weights,generalization,37,3,,
383,5.0,0.001,0.2,0.019249,1.362,1.4466,Optimal weights,generalization,37,4,,
384,6.4825,0.01,0.2,0.02,1.362,1.52384,Optimal weights,generalization,37,5,,
385,2.9305,0.0092314,0.22263,0.019537,1.3109,1.9251200000000002,Optimal weights,generalization,38,1,,
386,10.0,0.01,0.4,0.02,1.5119,1.9362700000000004,Optimal weights,generalization,38,2,,
387,7.6478,0.001,0.25699,0.03,0.77153,1.7692899999999998,Optimal weights,generalization,38,3,,
388,9.3851,0.014109,0.12453,0.020067,0.96809,2.28154,Optimal weights,generalization,38,4,,
389,5.025,0.001,0.2434,0.022114,0.77153,2.0980800000000004,Optimal weights,generalization,38,5,,
390,2.2425,0.001,0.29826,0.026381,1.362,2.32402,Optimal weights,generalization,39,1,,
391,10.0,0.001,0.32892,0.015382,1.5824,2.1720300000000003,Optimal weights,generalization,39,2,,
392,4.3897,0.0055564,0.26713,0.027504,1.363,2.2009199999999995,Optimal weights,generalization,39,3,,
393,6.7361,0.025,0.53333,0.016667,2.0352,1.8105400000000003,Optimal weights,generalization,39,4,,
394,0.9915,0.034933,0.31617,0.0894,1.3556,2.08295,Optimal weights,generalization,39,5,,
395,6.4421,0.001,0.58612,0.016347,2.8549,1.6590600000000002,Optimal weights,generalization,40,1,,
396,4.8528,0.001,0.35024,0.021592,1.7212,1.7361799999999998,Optimal weights,generalization,40,2,,
397,3.3518,0.001,0.19516,0.021273,1.3683,1.6625899999999998,Optimal weights,generalization,40,3,,
398,5.9993,0.001,0.29035,0.023971,2.7249,1.86738,Optimal weights,generalization,40,4,,
399,3.0608,0.001,0.14354,0.020223,1.3948,2.1520099999999998,Optimal weights,generalization,40,5,,
400,2.0188,0.01,0.3,0.02,1.362,1.63334,Optimal weights,eye tracking,1,1,,
401,7.1041,0.34598,0.16706,0.015068,6.7485,1.54763,Optimal weights,eye tracking,1,2,,
402,0.1,0.0093263,0.20699,0.013921,2.3624,1.8904299999999998,Optimal weights,eye tracking,1,3,,
403,1.17,0.010918,0.20356,0.020266,2.0024,1.3375799999999998,Optimal weights,eye tracking,1,4,,
404,4.7165,0.0092425,0.19676,0.01992,1.2485,1.3356100000000002,Optimal weights,eye tracking,1,5,,
405,3.0173,0.012065,0.68467,0.01,1.4619,2.4664600000000005,Optimal weights,eye tracking,2,1,,
406,5.3553,0.38033,0.67504,0.034562,6.338,2.03281,Optimal weights,eye tracking,2,2,,
407,2.8153,0.019579,0.54067,0.023476,1.2076,2.32582,Optimal weights,eye tracking,2,3,,
408,3.6051,0.001,0.5099,0.01,1.1454,2.55187,Optimal weights,eye tracking,2,4,,
409,1.725,0.0021665,0.63576,0.020248,1.2623,2.50576,Optimal weights,eye tracking,2,5,,
410,9.0565,0.001,0.19994,0.029995,1.476,2.31115,Optimal weights,eye tracking,3,1,,
411,7.5006,0.0084548,0.19973,0.01,1.3626,1.8627699999999998,Optimal weights,eye tracking,3,2,,
412,6.4285,0.0015904,0.32816,0.035678,2.39,2.18568,Optimal weights,eye tracking,3,3,,
413,5.0,0.01,0.2,0.02,1.362,1.40116,Optimal weights,eye tracking,3,4,,
414,7.0096,0.0093867,0.19971,0.02458,2.0093,1.1493799999999998,Optimal weights,eye tracking,3,5,,
415,5.0,0.0015881,0.2,0.01,1.362,1.8866999999999998,Optimal weights,eye tracking,4,1,,
416,2.3946,0.0055327,0.14281,0.025002,1.6554,1.73184,Optimal weights,eye tracking,4,2,,
417,2.55,0.001,0.2,0.01,1.362,1.6449600000000004,Optimal weights,eye tracking,4,3,,
418,5.1207,0.01,0.2,0.019233,1.362,1.61178,Optimal weights,eye tracking,4,4,,
419,3.0,0.001,0.2,0.01,1.362,2.4566299999999996,Optimal weights,eye tracking,4,5,,
420,10.0,0.019563,0.21654,0.02,1.4063,1.9510599999999996,Optimal weights,eye tracking,5,1,,
421,7.0,0.02,0.2,0.02,1.362,1.95697,Optimal weights,eye tracking,5,2,,
422,10.0,0.0099991,0.19999,0.019998,1.362,1.8899599999999999,Optimal weights,eye tracking,5,3,,
423,8.6437,0.01951,0.2112,0.015413,1.3785,2.0045,Optimal weights,eye tracking,5,4,,
424,6.7315,0.01,0.20618,0.019353,1.362,2.15229,Optimal weights,eye tracking,5,5,,
425,10.0,0.010851,0.21013,0.021529,5.7054,1.2484300000000002,Optimal weights,eye tracking,6,1,,
426,9.758,0.001,0.24383,0.012424,1.5226,1.059963,Optimal weights,eye tracking,6,2,,
427,9.5,0.001,0.2,0.01,1.362,1.40023,Optimal weights,eye tracking,6,3,,
428,5.9915,0.0099995,0.10087,0.020087,1.3569,1.9813300000000003,Optimal weights,eye tracking,6,4,,
429,4.6202,0.0011267,0.31891,0.025579,3.2843,1.6857499999999999,Optimal weights,eye tracking,6,5,,
430,10.0,0.010739,0.39252,0.037522,3.1916,2.28325,Optimal weights,eye tracking,7,1,,
431,1.5755,0.005,0.24166,0.03,1.362,2.8973000000000004,Optimal weights,eye tracking,7,2,,
432,2.8207,0.001,0.4423,0.015,1.362,2.1749400000000003,Optimal weights,eye tracking,7,3,,
433,2.529,0.001,0.31216,0.023134,1.362,1.90567,Optimal weights,eye tracking,7,4,,
434,3.0,0.0055,0.4,0.02,1.135,1.5275,Optimal weights,eye tracking,7,5,,
435,5.6458,0.0096705,0.60321,0.033673,1.8383,2.54512,Optimal weights,eye tracking,8,1,,
436,6.3707,0.0013851,0.76667,0.02,2.7241,2.67409,Optimal weights,eye tracking,8,2,,
437,9.0,0.010178,0.7229,0.032733,3.6321,2.6962599999999997,Optimal weights,eye tracking,8,3,,
438,5.0,0.37043,0.6,0.019203,2.7241,2.12934,Optimal weights,eye tracking,8,4,,
439,8.3333,0.013302,0.74426,0.03,3.9766,2.11632,Optimal weights,eye tracking,8,5,,
440,0.1,0.01,0.183,0.02,1.5865,1.96756,Optimal weights,eye tracking,9,1,,
441,1.3647,0.089495,0.33485,0.023606,1.9661,1.84921,Optimal weights,eye tracking,9,2,,
442,4.4397,0.15331,0.30264,0.024756,6.9234,1.91629,Optimal weights,eye tracking,9,3,,
443,4.1495,0.038119,0.32118,0.018519,3.7896,1.6094300000000001,Optimal weights,eye tracking,9,4,,
444,2.9152,0.021098,0.24664,0.020247,4.7282,2.0317999999999996,Optimal weights,eye tracking,9,5,,
445,9.9999,0.00292,0.20739,0.022178,1.9706,1.88963,Optimal weights,eye tracking,10,1,,
446,7.1721,0.001,0.32426,0.036226,2.4582,1.55111,Optimal weights,eye tracking,10,2,,
447,10.0,0.010017,0.17506,0.019327,1.3632,1.9076500000000003,Optimal weights,eye tracking,10,3,,
448,3.0,0.01,0.2,0.02,1.362,1.35077,Optimal weights,eye tracking,10,4,,
449,10.0,0.005,0.2,0.02,2.7241,1.6244500000000002,Optimal weights,eye tracking,10,5,,
450,3.5274,0.008983,0.55331,0.01,1.6842,2.3619499999999998,Optimal weights,learning,1,1,1.0,
451,4.685,0.021555,0.32241,0.03,1.362,2.22744,Optimal weights,learning,1,2,1.0,
452,4.3763,0.013967,0.55007,0.020002,1.3621,2.42937,Optimal weights,learning,1,3,1.0,
453,4.6217,0.01,0.55615,0.02,1.0947,2.03492,Optimal weights,learning,1,4,1.0,
454,9.4444,0.01,0.6,0.01,1.362,2.2426700000000004,Optimal weights,learning,1,5,1.0,
455,0.1,0.017526,0.56766,0.02,1.362,2.8415799999999996,Optimal weights,learning,1,1,2.0,
456,0.1,0.02,0.28114,0.01,0.48525,2.57468,Optimal weights,learning,1,2,2.0,
457,0.10517,0.012228,0.29877,0.020008,0.5067,2.51757,Optimal weights,learning,1,3,2.0,
458,0.1,0.02,0.3,0.03,0.50659,2.7635300000000003,Optimal weights,learning,1,4,2.0,
459,5.0259,0.43803,0.33017,0.11273,0.61933,2.5837,Optimal weights,learning,1,5,2.0,
460,3.619,0.49943,0.49194,0.022979,0.99086,2.50002,Optimal weights,learning,1,1,3.0,
461,0.1,0.022206,0.28662,0.021363,0.63403,2.33078,Optimal weights,learning,1,2,3.0,
462,2.9909,0.01,0.44284,0.02,0.50659,2.4561599999999997,Optimal weights,learning,1,3,3.0,
463,2.664,0.92366,0.4,0.023154,1.9526,3.0421400000000003,Optimal weights,learning,1,4,3.0,
464,0.1,0.04,0.36218,0.12702,1.362,2.5252499999999998,Optimal weights,learning,1,5,3.0,
465,0.1,0.51875,0.42296,0.025491,1.362,2.58258,Optimal weights,learning,1,1,4.0,
466,0.1,0.0012733,0.38077,0.027986,0.98808,2.34322,Optimal weights,learning,1,2,4.0,
467,0.1,0.0097299,0.49013,0.02,1.5245,2.14333,Optimal weights,learning,1,3,4.0,
468,4.0765,0.001,0.49155,0.02,0.50659,2.75134,Optimal weights,learning,1,4,4.0,
469,6.0164,0.01,0.49594,0.01,1.0769,2.62651,Optimal weights,learning,1,5,4.0,
470,7.0,0.0099999,0.6,0.020459,1.362,2.5427799999999996,Optimal weights,learning,1,1,5.0,
471,1.5324,0.013569,0.3,0.01,0.50659,2.33914,Optimal weights,learning,1,2,5.0,
472,10.0,0.66005,0.45378,0.020864,1.3392,2.63139,Optimal weights,learning,1,3,5.0,
473,2.4331,0.010507,0.54112,0.020013,0.87717,2.13412,Optimal weights,learning,1,4,5.0,
474,2.2099,0.001,0.30001,0.02,0.50658,2.56948,Optimal weights,learning,1,5,5.0,
475,4.1605,0.001,0.29364,0.024889,1.8486,1.63418,Optimal weights,learning,2,1,1.0,
476,2.0101,0.0096923,0.25067,0.02,1.362,1.7770300000000003,Optimal weights,learning,2,2,1.0,
477,7.3667,0.001,0.37192,0.028258,0.97847,1.7391200000000002,Optimal weights,learning,2,3,1.0,
478,2.7249,0.0077501,0.38726,0.016736,1.7236,1.67291,Optimal weights,learning,2,4,1.0,
479,6.1787,0.0050001,0.4,0.025002,3.3817,1.8705299999999998,Optimal weights,learning,2,5,1.0,
480,3.0,0.005,0.2282,0.017136,1.9562,1.57412,Optimal weights,learning,2,1,2.0,
481,10.0,0.0039944,0.50917,0.051242,7.4065,1.6212799999999998,Optimal weights,learning,2,2,2.0,
482,2.5167,0.001,0.30585,0.011742,1.6018,1.54229,Optimal weights,learning,2,3,2.0,
483,2.4241,0.001,0.21291,0.030013,1.3623,1.8492399999999996,Optimal weights,learning,2,4,2.0,
484,3.1363,0.001,0.27972,0.021568,1.3644,1.78565,Optimal weights,learning,2,5,2.0,
485,4.0251,0.001,0.2,0.02,1.362,1.63079,Optimal weights,learning,2,1,3.0,
486,5.0665,0.0038204,0.25312,0.016667,1.9378,1.6097899999999998,Optimal weights,learning,2,2,3.0,
487,5.6245,0.0031334,0.29789,0.025823,2.9389,1.85714,Optimal weights,learning,2,3,3.0,
488,7.0,0.010618,0.3,0.03,3.3817,1.5965500000000001,Optimal weights,learning,2,4,3.0,
489,10.0,0.0038442,0.31006,0.022002,3.6164,1.8345300000000002,Optimal weights,learning,2,5,3.0,
490,3.328,0.0037235,0.2983,0.014433,1.8957,1.5504499999999999,Optimal weights,learning,2,1,4.0,
491,6.0,0.001,0.39559,0.02301,2.4058,1.5609899999999999,Optimal weights,learning,2,2,4.0,
492,3.0012,0.004995,0.20455,0.022137,1.6636,1.84211,Optimal weights,learning,2,3,4.0,
493,3.0,0.001,0.2,0.016125,1.7533,1.5772800000000002,Optimal weights,learning,2,4,4.0,
494,6.6864,0.0016876,0.28826,0.014931,2.2793,1.79817,Optimal weights,learning,2,5,4.0,
495,8.5143,0.001,0.3436,0.04,2.7241,1.5755400000000002,Optimal weights,learning,2,1,5.0,
496,9.9999,0.001,0.2,0.034938,1.362,1.6015799999999998,Optimal weights,learning,2,2,5.0,
497,7.9974,0.013334,0.2,0.02,3.3817,1.9961600000000002,Optimal weights,learning,2,3,5.0,
498,10.0,0.001,0.4,0.02,1.362,1.5970900000000001,Optimal weights,learning,2,4,5.0,
499,2.9979,0.001,0.20045,0.022247,1.3625,1.77673,Optimal weights,learning,2,5,5.0,
500,2.7847,0.0099563,0.28929,0.019447,1.1156,1.8453400000000002,Optimal weights,learning,3,1,1.0,
501,3.0483,0.011488,0.29775,0.020697,1.3681,2.1341599999999996,Optimal weights,learning,3,2,1.0,
502,3.975,0.003145,0.4,0.01,1.0433,2.08196,Optimal weights,learning,3,3,1.0,
503,2.8852,0.0042619,0.29913,0.023395,1.3639,2.31341,Optimal weights,learning,3,4,1.0,
504,4.6829,0.0093805,0.28641,0.01,1.3509,2.14851,Optimal weights,learning,3,5,1.0,
505,5.0,0.010119,0.4,0.02,1.135,2.2866,Optimal weights,learning,3,1,2.0,
506,2.9984,0.020197,0.39425,0.021012,1.5467,1.9992299999999996,Optimal weights,learning,3,2,2.0,
507,1.5502,0.015002,0.29114,0.029997,1.3619,2.3685099999999997,Optimal weights,learning,3,3,2.0,
508,5.0,0.013522,0.3,0.02,1.362,2.3916,Optimal weights,learning,3,4,2.0,
509,2.9805,0.0049896,0.42209,0.020064,1.3672,1.9357799999999998,Optimal weights,learning,3,5,2.0,
510,9.9999,0.02,0.27337,0.02,1.362,2.1608,Optimal weights,learning,3,1,3.0,
511,5.584,0.01,0.24131,0.017886,1.8022,2.0647399999999996,Optimal weights,learning,3,2,3.0,
512,6.2731,0.0033183,0.33372,0.015439,2.5232,2.04917,Optimal weights,learning,3,3,3.0,
513,5.0,0.005,0.40313,0.04,1.3182,2.21785,Optimal weights,learning,3,4,3.0,
514,3.0,0.005,0.28304,0.020571,1.4601,2.22054,Optimal weights,learning,3,5,3.0,
515,9.4172,0.0089552,0.27133,0.021537,1.5646,2.26296,Optimal weights,learning,3,1,4.0,
516,10.0,0.001,0.4,0.04,2.0233,1.6974999999999998,Optimal weights,learning,3,2,4.0,
517,7.3735,0.007,0.29473,0.01997,2.1265,2.1911700000000005,Optimal weights,learning,3,3,4.0,
518,10.0,0.001,0.44541,0.038539,2.0513,2.0551199999999996,Optimal weights,learning,3,4,4.0,
519,7.8411,0.018256,0.42246,0.020299,2.7285,1.85994,Optimal weights,learning,3,5,4.0,
520,10.0,0.010981,0.42124,0.01,1.3619,1.8573300000000004,Optimal weights,learning,3,1,5.0,
521,8.2151,0.010556,0.47557,0.01,1.533,2.00539,Optimal weights,learning,3,2,5.0,
522,6.3604,0.01131,0.35036,0.015452,1.5443,2.53051,Optimal weights,learning,3,3,5.0,
523,10.0,0.011721,0.34749,0.015709,1.3418,2.2879700000000005,Optimal weights,learning,3,4,5.0,
524,6.907,0.0097677,0.34498,0.02636,2.7085,2.4701,Optimal weights,learning,3,5,5.0,
525,2.3327,0.0011121,0.23062,0.01,1.6163,1.53004,Optimal weights,learning,4,1,1.0,
526,10.0,0.001,0.16667,0.02,1.362,1.5565,Optimal weights,learning,4,2,1.0,
527,7.58,0.0015458,0.25544,0.025547,1.3731,1.5394299999999999,Optimal weights,learning,4,3,1.0,
528,4.669,0.001,0.3899,0.023333,3.1832,1.70044,Optimal weights,learning,4,4,1.0,
529,2.5272,0.01043,0.21496,0.01,1.3869,1.79592,Optimal weights,learning,4,5,1.0,
530,3.4179,0.001,0.20006,0.01,1.9329,1.6681599999999999,Optimal weights,learning,4,1,2.0,
531,2.9281,0.001,0.20716,0.018333,1.362,1.2678,Optimal weights,learning,4,2,2.0,
532,4.6096,0.010241,0.18794,0.019314,2.5087,1.74496,Optimal weights,learning,4,3,2.0,
533,2.4264,0.001,0.16645,0.011099,1.2205,1.66443,Optimal weights,learning,4,4,2.0,
534,3.0,0.001,0.2108,0.03,1.362,1.51693,Optimal weights,learning,4,5,2.0,
535,3.2038,0.001,0.21572,0.022516,1.908,1.35891,Optimal weights,learning,4,1,3.0,
536,2.5569,0.001,0.13443,0.023198,1.6629,1.22861,Optimal weights,learning,4,2,3.0,
537,2.5503,0.001,0.201,0.030146,1.8397,1.3102200000000002,Optimal weights,learning,4,3,3.0,
538,2.5167,0.0024751,0.2,0.023333,2.0305,2.0852399999999998,Optimal weights,learning,4,4,3.0,
539,2.9874,0.0019808,0.1983,0.018914,1.9924,1.70621,Optimal weights,learning,4,5,3.0,
540,5.0,0.001,0.2,0.02,2.8947,1.38163,Optimal weights,learning,4,1,4.0,
541,7.0007,0.0020006,0.19989,0.017493,4.2473,1.41824,Optimal weights,learning,4,2,4.0,
