,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
542,6.3412,0.001,0.19997,0.020003,3.3816,1.51173,Optimal weights,learning,4,3,4.0,
543,4.9985,0.005,0.2,0.02,3.3817,1.52766,Optimal weights,learning,4,4,4.0,
544,3.0942,0.001,0.17742,0.01,2.108,1.57478,Optimal weights,learning,4,5,4.0,
545,7.0014,0.001,0.40109,0.01,1.5459,1.66449,Optimal weights,learning,4,1,5.0,
546,5.0,0.01,0.1,0.02,1.9841,1.38924,Optimal weights,learning,4,2,5.0,
547,5.2021,0.001,0.28737,0.01,1.362,1.57363,Optimal weights,learning,4,3,5.0,
548,6.0,0.001,0.2,0.02,1.362,1.6864899999999998,Optimal weights,learning,4,4,5.0,
549,4.4405,0.001,0.21107,0.01,1.4244,1.2625500000000003,Optimal weights,learning,4,5,5.0,
550,8.154,0.10616,0.19847,0.03073,3.0753,1.42745,Optimal weights,learning,5,1,1.0,
551,3.0,0.0099999,0.20564,0.02,1.362,1.9630100000000001,Optimal weights,learning,5,2,1.0,
552,4.6403,0.001,0.23368,0.032684,1.506,1.82761,Optimal weights,learning,5,3,1.0,
553,5.2778,0.01,0.2,0.023333,1.362,1.6503299999999999,Optimal weights,learning,5,4,1.0,
554,4.371,0.0021925,0.2,0.023333,1.4075,1.45488,Optimal weights,learning,5,5,1.0,
555,10.0,0.001,0.40143,0.01,1.6589,1.7008800000000002,Optimal weights,learning,5,1,2.0,
556,3.0705,0.02,0.17892,0.01,1.362,2.1497299999999995,Optimal weights,learning,5,2,2.0,
557,10.0,0.005,0.18583,0.02,1.362,1.33696,Optimal weights,learning,5,3,2.0,
558,10.0,0.01,0.30707,0.02,4.2632,1.6059800000000002,Optimal weights,learning,5,4,2.0,
559,2.1958,0.001,0.20989,0.026667,1.2636,1.88077,Optimal weights,learning,5,5,2.0,
560,4.9932,0.001,0.21286,0.020005,2.7575,1.4300899999999999,Optimal weights,learning,5,1,3.0,
561,2.5136,0.013235,0.20013,0.0186,1.5998,1.65805,Optimal weights,learning,5,2,3.0,
562,2.8159,0.001,0.2,0.02,1.362,1.20853,Optimal weights,learning,5,3,3.0,
563,10.0,0.001,0.2,0.02,2.7241,1.72836,Optimal weights,learning,5,4,3.0,
564,8.116,0.0051199,0.17106,0.01,3.3793,1.85166,Optimal weights,learning,5,5,3.0,
565,5.2518,0.015722,0.11699,0.027537,2.668,1.8226099999999998,Optimal weights,learning,5,1,4.0,
566,5.4505,0.010283,0.19145,0.019685,2.8848,1.4076000000000002,Optimal weights,learning,5,2,4.0,
567,5.4232,0.010184,0.1606,0.052889,2.7932,1.5813099999999998,Optimal weights,learning,5,3,4.0,
568,10.0,0.0047162,0.203,0.02323,2.2158,1.45328,Optimal weights,learning,5,4,4.0,
569,7.0,0.01,0.19399,0.02,1.6306,1.52723,Optimal weights,learning,5,5,4.0,
570,8.6667,0.001,0.27385,0.018708,1.5588,1.95275,Optimal weights,learning,5,1,5.0,
571,7.0021,0.0099981,0.21065,0.040074,1.3618,1.9762,Optimal weights,learning,5,2,5.0,
572,4.0106,0.010624,0.22985,0.02558,2.0638,1.5110999999999999,Optimal weights,learning,5,3,5.0,
573,5.2777,0.010556,0.4,0.04,3.0219,1.4637099999999998,Optimal weights,learning,5,4,5.0,
574,6.2429,0.0050001,0.33333,0.023333,3.0323,1.6955500000000001,Optimal weights,learning,5,5,5.0,
575,3.0061,0.020059,0.46319,0.016987,1.3686,1.99307,Optimal weights,learning,6,1,1.0,
576,8.9749,0.039,0.44179,0.019719,1.9526,2.02754,Optimal weights,learning,6,2,1.0,
577,4.9999,0.019998,0.501,0.023331,1.8586,2.05368,Optimal weights,learning,6,3,1.0,
578,6.2638,0.011296,0.38612,0.01,1.3778,2.2423499999999996,Optimal weights,learning,6,4,1.0,
579,3.0,0.0065285,0.55,0.02,1.362,2.3425700000000003,Optimal weights,learning,6,5,1.0,
580,2.9463,0.0090598,0.27357,0.023225,1.6137,2.31932,Optimal weights,learning,6,1,2.0,
581,3.7994,0.0048485,0.34946,0.020319,2.0297,1.79531,Optimal weights,learning,6,2,2.0,
582,3.032,0.001,0.2,0.024385,1.362,2.03023,Optimal weights,learning,6,3,2.0,
583,7.8325,0.0091197,0.30721,0.016667,3.1187,2.0214,Optimal weights,learning,6,4,2.0,
584,3.487,0.001,0.31464,0.01,1.9526,1.9185200000000002,Optimal weights,learning,6,5,2.0,
585,6.3998,0.001,0.37385,0.023548,2.2345,1.71921,Optimal weights,learning,6,1,3.0,
586,4.3827,0.0050015,0.22851,0.018347,1.877,2.08458,Optimal weights,learning,6,2,3.0,
587,7.5172,0.001,0.39567,0.019985,2.4673,1.64404,Optimal weights,learning,6,3,3.0,
588,3.0241,0.0049013,0.2926,0.023004,1.3766,1.8489399999999996,Optimal weights,learning,6,4,3.0,
589,3.1091,0.01,0.21102,0.022853,1.362,1.84813,Optimal weights,learning,6,5,3.0,
590,5.275,0.011667,0.4,0.03,1.362,2.1285,Optimal weights,learning,6,1,4.0,
591,5.6097,0.0069359,0.43369,0.01,1.362,2.01356,Optimal weights,learning,6,2,4.0,
592,9.4745,0.001,0.67193,0.022938,4.4772,1.7439799999999999,Optimal weights,learning,6,3,4.0,
593,5.0,0.01,0.3,0.02,1.362,2.1305499999999995,Optimal weights,learning,6,4,4.0,
594,5.85,0.0047513,0.57706,0.016667,7.7085,2.13326,Optimal weights,learning,6,5,4.0,
595,4.0058,0.001,0.38665,0.067969,1.947,1.6657,Optimal weights,learning,6,1,5.0,
596,2.9899,0.010807,0.26911,0.019897,1.4436,2.10356,Optimal weights,learning,6,2,5.0,
597,2.8411,0.001,0.32153,0.018333,1.362,2.02998,Optimal weights,learning,6,3,5.0,
598,3.0007,0.001,0.2998,0.021291,1.3606,1.9830499999999998,Optimal weights,learning,6,4,5.0,
599,2.0337,0.001,0.20552,0.01812,1.1349,1.89131,Optimal weights,learning,6,5,5.0,
600,3.4452,0.010035,0.34923,0.01,1.6058,1.6212699999999998,Optimal weights,learning,7,1,1.0,
601,3.192,0.0043985,0.28805,0.02,1.362,2.13888,Optimal weights,learning,7,2,1.0,
602,2.55,0.0097707,0.37514,0.015,1.362,1.7606099999999998,Optimal weights,learning,7,3,1.0,
603,3.0,0.0022569,0.3,0.016954,1.3754,2.04181,Optimal weights,learning,7,4,1.0,
604,5.9226,0.0053799,0.23526,0.01,1.3617,2.40131,Optimal weights,learning,7,5,1.0,
605,2.2579,0.001941,0.2358,0.01,1.363,2.1272100000000003,Optimal weights,learning,7,1,2.0,
606,4.9991,0.0019994,0.28447,0.020006,1.3617,1.6706800000000002,Optimal weights,learning,7,2,2.0,
607,5.0811,0.001,0.43913,0.01,2.2549,1.75669,Optimal weights,learning,7,3,2.0,
608,4.3095,0.001,0.29006,0.021819,1.362,2.12433,Optimal weights,learning,7,4,2.0,
609,3.0,0.001,0.33911,0.01,1.362,1.8272799999999996,Optimal weights,learning,7,5,2.0,
610,10.0,0.02,0.3,0.02,2.0532,2.0984800000000003,Optimal weights,learning,7,1,3.0,
611,3.0,0.01,0.2,0.02,1.362,1.8072,Optimal weights,learning,7,2,3.0,
612,5.9492,0.013575,0.29457,0.023278,1.694,1.75719,Optimal weights,learning,7,3,3.0,
613,5.9223,0.001,0.31148,0.018413,1.135,2.2170099999999997,Optimal weights,learning,7,4,3.0,
614,7.0,0.01,0.43792,0.01,1.362,1.8010100000000002,Optimal weights,learning,7,5,3.0,
615,7.2563,0.001,0.48443,0.021667,1.8722,1.90807,Optimal weights,learning,7,1,4.0,
616,10.0,0.0018166,0.56294,0.010132,1.9447,1.9920499999999997,Optimal weights,learning,7,2,4.0,
617,2.0752,0.0080731,0.28342,0.045765,1.3609,1.95095,Optimal weights,learning,7,3,4.0,
618,7.4867,0.0033148,0.51571,0.01,3.771,1.9138100000000002,Optimal weights,learning,7,4,4.0,
619,7.0,0.01,0.4,0.01,2.7241,2.13536,Optimal weights,learning,7,5,4.0,
620,5.0,0.01,0.2,0.02,1.362,2.4375,Optimal weights,learning,7,1,5.0,
621,10.0,0.016142,0.25107,0.021542,2.057,1.9219800000000002,Optimal weights,learning,7,2,5.0,
622,7.5304,0.0069249,0.29298,0.02,1.362,1.9156300000000002,Optimal weights,learning,7,3,5.0,
623,4.5876,0.036339,0.22338,0.027047,1.362,2.0529599999999997,Optimal weights,learning,7,4,5.0,
624,1.4292,0.016189,0.34831,0.017766,1.415,1.7092300000000002,Optimal weights,learning,7,5,5.0,
625,1.7333,0.02,0.47723,0.030215,0.79174,2.30868,Optimal weights,learning,8,1,1.0,
626,1.1115,0.006288,0.38174,0.029981,0.50676,2.51716,Optimal weights,learning,8,2,1.0,
627,7.8388,0.001,0.64046,0.33247,1.362,2.5257899999999998,Optimal weights,learning,8,3,1.0,
628,1.2274,0.23389,0.29969,0.015128,0.52302,2.5663600000000004,Optimal weights,learning,8,4,1.0,
629,4.8181,0.0091947,0.33379,0.34241,1.0729,2.51978,Optimal weights,learning,8,5,1.0,
630,3.0,0.01,0.3997,0.02,1.9977,2.02061,Optimal weights,learning,8,1,2.0,
631,1.979,0.010157,0.16631,0.03945,1.3816,2.49206,Optimal weights,learning,8,2,2.0,
632,2.5664,0.0051862,0.38852,0.01,1.6247,2.1012299999999997,Optimal weights,learning,8,3,2.0,
633,1.3772,0.013365,0.40277,0.020025,1.3758,1.99173,Optimal weights,learning,8,4,2.0,
634,7.0,0.01,0.4,0.021448,4.9075,2.13389,Optimal weights,learning,8,5,2.0,
635,2.0333,0.01,0.4,0.015219,1.5557,2.04593,Optimal weights,learning,8,1,3.0,
636,2.395,0.020011,0.30659,0.029988,1.362,2.10372,Optimal weights,learning,8,2,3.0,
637,5.0,0.01,0.3,0.02,3.3817,2.69149,Optimal weights,learning,8,3,3.0,
638,2.8881,0.0093316,0.33656,0.013543,1.7497,1.8948900000000002,Optimal weights,learning,8,4,3.0,
639,7.2469,0.01,0.42084,0.02,1.5655,2.03823,Optimal weights,learning,8,5,3.0,
640,5.8164,0.001,0.46605,0.01893,3.0509,1.8518999999999999,Optimal weights,learning,8,1,4.0,
641,5.7616,0.013718,0.40814,0.022445,2.5797,2.18328,Optimal weights,learning,8,2,4.0,
642,5.0141,0.001,0.59724,0.018134,2.4184,1.98568,Optimal weights,learning,8,3,4.0,
643,3.0008,0.011658,0.28358,0.02632,1.9634,2.31459,Optimal weights,learning,8,4,4.0,
644,3.2562,0.0028731,0.39806,0.01,1.6047,2.0491699999999997,Optimal weights,learning,8,5,4.0,
645,2.5032,0.001,0.27117,0.016539,1.5711,2.11561,Optimal weights,learning,8,1,5.0,
646,2.9534,0.001,0.27365,0.0215,2.1044,1.9694600000000002,Optimal weights,learning,8,2,5.0,
647,1.6007,0.023333,0.23236,0.02,1.362,1.9995300000000005,Optimal weights,learning,8,3,5.0,
648,2.0333,0.001,0.30817,0.01786,1.572,1.85642,Optimal weights,learning,8,4,5.0,
649,2.3726,0.001,0.4,0.028869,2.6102,1.75873,Optimal weights,learning,8,5,5.0,
650,6.4897,0.022579,0.32442,0.020129,1.3339,2.64568,Optimal weights,learning,9,1,1.0,
651,2.507,0.0054495,0.36496,0.23569,1.9143,2.3994,Optimal weights,learning,9,2,1.0,
652,3.6787,0.0067735,0.42399,0.18758,1.9544,2.30755,Optimal weights,learning,9,3,1.0,
653,0.1,0.011011,0.71732,0.040366,10.0,2.61056,Optimal weights,learning,9,4,1.0,
654,4.2259,0.001,0.53397,0.035209,2.7191,2.5055199999999997,Optimal weights,learning,9,5,1.0,
655,2.7291,0.001,0.33845,0.054248,3.1506,2.12466,Optimal weights,learning,9,1,2.0,
656,3.1728,0.013556,0.53426,0.021772,6.5692,2.352,Optimal weights,learning,9,2,2.0,
657,5.0379,0.005614,0.64774,0.029164,10.0,1.68207,Optimal weights,learning,9,3,2.0,
658,5.3993,0.012412,0.6785,0.042698,6.9644,1.8175499999999996,Optimal weights,learning,9,4,2.0,
659,3.0,0.001,0.38936,0.04,1.362,2.06844,Optimal weights,learning,9,5,2.0,
660,3.0413,0.001,0.34442,0.01,1.8898,2.40053,Optimal weights,learning,9,1,3.0,
661,3.5729,0.0020624,0.40337,0.016667,1.5123,2.0435399999999997,Optimal weights,learning,9,2,3.0,
662,6.6098,0.011525,0.60562,0.024776,10.0,1.7884900000000001,Optimal weights,learning,9,3,3.0,
663,2.4282,0.01,0.4,0.03,1.362,1.97704,Optimal weights,learning,9,4,3.0,
664,1.8016,0.002,0.2,0.127,1.4401,1.91074,Optimal weights,learning,9,5,3.0,
665,2.8389,0.02,0.55,0.022934,10.0,1.8574300000000001,Optimal weights,learning,9,1,4.0,
666,3.4641,0.0069275,0.37685,0.04529,2.8018,1.78974,Optimal weights,learning,9,2,4.0,
667,1.5528,0.001,0.38584,0.035721,1.3635,1.8378900000000002,Optimal weights,learning,9,3,4.0,
668,5.0,0.001,0.28526,0.054873,1.362,2.20573,Optimal weights,learning,9,4,4.0,
669,6.658,0.0085844,0.3,0.06,4.0009,1.8798900000000003,Optimal weights,learning,9,5,4.0,
670,3.0448,0.0036667,0.39642,0.01895,1.6266,2.29747,Optimal weights,learning,9,1,5.0,
671,1.774,0.014978,0.42293,0.025551,1.9237,1.9612599999999998,Optimal weights,learning,9,2,5.0,
672,1.895,0.001,0.3,0.02,1.362,1.74898,Optimal weights,learning,9,3,5.0,
673,1.9414,0.001,0.64145,0.01656,10.0,1.72868,Optimal weights,learning,9,4,5.0,
674,2.4792,0.001,0.52122,0.01,1.362,2.40093,Optimal weights,learning,9,5,5.0,
675,5.2742,0.013333,0.20653,0.017357,1.362,1.84619,Optimal weights,learning,10,1,1.0,
676,6.0969,0.02,0.4,0.02151,2.7241,2.1886200000000002,Optimal weights,learning,10,2,1.0,
677,4.5925,0.01508,0.20098,0.026998,1.3673,1.8944499999999997,Optimal weights,learning,10,3,1.0,
678,10.0,0.001,0.55001,0.026415,1.9431,1.78347,Optimal weights,learning,10,4,1.0,
679,6.1863,0.001,0.43439,0.023202,1.8198,2.01899,Optimal weights,learning,10,5,1.0,
680,10.0,0.001,0.54185,0.052385,2.219,1.7828300000000001,Optimal weights,learning,10,1,2.0,
681,4.7794,0.0095945,0.38356,0.017853,1.8606,2.0111499999999998,Optimal weights,learning,10,2,2.0,
682,5.4167,0.001,0.40629,0.0214,2.0309,2.0329699999999997,Optimal weights,learning,10,3,2.0,
683,3.0539,0.001,0.29111,0.012345,1.3551,1.9797900000000002,Optimal weights,learning,10,4,2.0,
684,5.5978,0.001,0.39946,0.01,1.3633,1.64807,Optimal weights,learning,10,5,2.0,
685,10.0,0.001,0.43974,0.11629,3.3144,1.8346699999999998,Optimal weights,learning,10,1,3.0,
686,5.1554,0.001,0.29926,0.041977,1.3692,1.6282599999999998,Optimal weights,learning,10,2,3.0,
687,3.0,0.001,0.3,0.020751,1.362,1.7192,Optimal weights,learning,10,3,3.0,
688,10.0,0.010073,0.2855,0.020146,3.0279,2.04746,Optimal weights,learning,10,4,3.0,
689,7.0,0.001,0.287,0.01,1.9995,2.1426000000000003,Optimal weights,learning,10,5,3.0,
690,7.3246,0.001,0.29947,0.01,1.9103,1.6376899999999999,Optimal weights,learning,10,1,4.0,
691,8.3938,0.001,0.40098,0.01,1.9287,1.56327,Optimal weights,learning,10,2,4.0,
692,10.0,0.0010033,0.47931,0.01,2.7891,1.8140700000000003,Optimal weights,learning,10,3,4.0,
693,10.0,0.001,0.4,0.01,1.9526,1.6800000000000002,Optimal weights,learning,10,4,4.0,
694,6.7113,0.005,0.10976,0.01,1.362,1.85622,Optimal weights,learning,10,5,4.0,
695,8.8889,0.005,0.2,0.014708,3.2189,1.7517299999999998,Optimal weights,learning,10,1,5.0,
696,3.0,0.013847,0.2,0.02,1.362,1.5046000000000002,Optimal weights,learning,10,2,5.0,
697,4.9965,0.001,0.30399,0.020556,1.3361,1.5642399999999999,Optimal weights,learning,10,3,5.0,
698,3.0,0.005,0.2,0.02,1.362,1.7155999999999998,Optimal weights,learning,10,4,5.0,
699,5.0,0.01,0.2,0.019854,2.7241,2.0184,Optimal weights,learning,10,5,5.0,
700,6.8403,0.021191,0.54583,0.019906,1.2636,2.7398200000000004,Optimal weights,learning,11,1,1.0,
701,5.8659,0.030301,0.52848,0.016793,1.3463,2.50335,Optimal weights,learning,11,2,1.0,
702,6.3474,0.023531,0.60574,0.023402,1.3763,2.58387,Optimal weights,learning,11,3,1.0,
703,8.5795,0.024219,0.49875,0.32425,1.8752,2.47347,Optimal weights,learning,11,4,1.0,
704,0.70694,0.028511,0.3,0.03,0.55005,2.41399,Optimal weights,learning,11,5,1.0,
705,4.1371,0.0011127,0.47705,0.01,1.9494,2.2297599999999997,Optimal weights,learning,11,1,2.0,
706,4.0984,0.001,0.44493,0.01,2.0684,2.33344,Optimal weights,learning,11,2,2.0,
707,9.455,0.013347,0.46375,0.053344,2.7239,1.9072300000000002,Optimal weights,learning,11,3,2.0,
708,5.0,0.0099999,0.4,0.023026,1.362,2.1567,Optimal weights,learning,11,4,2.0,
709,5.1932,0.011663,0.39979,0.030008,1.3623,2.09696,Optimal weights,learning,11,5,2.0,
710,3.0,0.0092819,0.3,0.028092,1.5115,2.2479799999999996,Optimal weights,learning,11,1,3.0,
711,9.3764,0.023333,0.2828,0.02,2.7241,2.0660499999999997,Optimal weights,learning,11,2,3.0,
712,7.0,0.0055,0.6,0.02,1.9545,2.298,Optimal weights,learning,11,3,3.0,
713,9.8854,0.0020342,0.46739,0.038297,2.6371,2.1543300000000007,Optimal weights,learning,11,4,3.0,
714,10.0,0.018009,0.3082,0.023774,3.0434,2.2923800000000005,Optimal weights,learning,11,5,3.0,
715,9.5298,0.010391,0.47278,0.01,2.6564,1.82035,Optimal weights,learning,11,1,4.0,
716,10.0,0.001,0.6829,0.01,2.5417,2.20523,Optimal weights,learning,11,2,4.0,
717,5.274,0.00925,0.375,0.019167,1.3128,2.10631,Optimal weights,learning,11,3,4.0,
718,5.0305,0.015008,0.39213,0.028619,1.5791,2.03517,Optimal weights,learning,11,4,4.0,
719,10.0,0.0049563,0.58777,0.036794,2.0435,1.9693999999999998,Optimal weights,learning,11,5,4.0,
720,8.1315,0.019828,0.37763,0.020746,1.4061,1.97316,Optimal weights,learning,11,1,5.0,
721,9.6317,0.016252,0.2,0.02,1.362,2.3030799999999996,Optimal weights,learning,11,2,5.0,
722,7.5007,0.01,0.2,0.02,1.362,1.89882,Optimal weights,learning,11,3,5.0,
723,9.1692,0.019994,0.22695,0.024368,1.6542,1.77453,Optimal weights,learning,11,4,5.0,
724,9.5301,0.0077664,0.36413,0.026642,2.5121,2.0046600000000003,Optimal weights,learning,11,5,5.0,
725,5.0321,0.001,0.29267,0.01,1.3287,1.80723,Optimal weights,learning,12,1,1.0,
726,10.0,0.001,0.40161,0.029602,3.0146,2.01853,Optimal weights,learning,12,2,1.0,
727,5.5186,0.01,0.27186,0.01,1.362,1.81955,Optimal weights,learning,12,3,1.0,
728,3.7732,0.0087913,0.24602,0.019576,1.5162,2.38695,Optimal weights,learning,12,4,1.0,
729,4.9834,0.0082322,0.29538,0.014088,1.5212,2.00039,Optimal weights,learning,12,5,1.0,
730,3.0005,0.0049977,0.43039,0.050614,1.4278,2.3827399999999996,Optimal weights,learning,12,1,2.0,
731,6.9652,0.010588,0.62089,0.021993,1.8028,2.2242800000000003,Optimal weights,learning,12,2,2.0,
732,3.0,0.02,0.34909,0.02,1.362,2.21833,Optimal weights,learning,12,3,2.0,
733,5.7983,0.0067675,0.51426,0.024443,1.7832,2.3633,Optimal weights,learning,12,4,2.0,
734,5.525,0.001,0.6,0.03,1.7777,1.9004400000000001,Optimal weights,learning,12,5,2.0,
735,2.9654,0.001,0.39028,0.16998,2.6585,2.0464200000000003,Optimal weights,learning,12,1,3.0,
736,2.5745,0.0054468,0.30498,0.027849,1.3522,2.85995,Optimal weights,learning,12,2,3.0,
737,2.7563,0.0087876,0.34601,0.035775,1.4461,2.35649,Optimal weights,learning,12,3,3.0,
738,2.5215,0.019294,0.39672,0.025236,1.6744,2.0547599999999995,Optimal weights,learning,12,4,3.0,
739,2.1595,0.020076,0.31249,0.010182,1.3485,2.13727,Optimal weights,learning,12,5,3.0,
740,3.1252,0.011428,0.27411,0.020012,2.0337,2.04589,Optimal weights,learning,12,1,4.0,
741,3.4025,0.0039388,0.29906,0.01,1.8259,2.0567900000000003,Optimal weights,learning,12,2,4.0,
742,3.2228,0.001,0.33457,0.031105,1.5302,1.8451499999999998,Optimal weights,learning,12,3,4.0,
743,2.3926,0.0090208,0.227,0.01,1.4653,1.9967700000000002,Optimal weights,learning,12,4,4.0,
744,2.8806,0.029892,0.24496,0.018276,1.6984,1.97914,Optimal weights,learning,12,5,4.0,
745,3.1828,0.0095005,0.3422,0.019603,1.7025,2.4174300000000004,Optimal weights,learning,12,1,5.0,
746,2.8389,0.001,0.34364,0.010833,1.5554,2.21027,Optimal weights,learning,12,2,5.0,
747,6.5118,0.0045439,0.47865,0.016828,2.9979,1.80825,Optimal weights,learning,12,3,5.0,
748,2.8354,0.010024,0.40906,0.030059,2.0013,2.19796,Optimal weights,learning,12,4,5.0,
749,5.0469,0.0075146,0.42128,0.01,2.227,2.0419300000000002,Optimal weights,learning,12,5,5.0,
750,4.016,0.014466,0.29928,0.01464,1.144,2.2470999999999997,Optimal weights,learning,13,1,1.0,
751,3.3454,0.015,0.2,0.02173,1.362,2.00679,Optimal weights,learning,13,2,1.0,
752,6.9963,0.019791,0.19939,0.020001,1.6278,1.81677,Optimal weights,learning,13,3,1.0,
753,5.0455,0.01507,0.28723,0.027402,1.3614,1.88937,Optimal weights,learning,13,4,1.0,
754,10.0,0.023575,0.20217,0.02,1.362,2.05,Optimal weights,learning,13,5,1.0,
755,3.0,0.001,0.29341,0.023333,1.2797,2.05929,Optimal weights,learning,13,1,2.0,
756,3.8012,0.001,0.49081,0.01,1.9716,2.09511,Optimal weights,learning,13,2,2.0,
757,3.785,0.001,0.48496,0.011936,1.9525,2.0021,Optimal weights,learning,13,3,2.0,
758,2.5691,0.013107,0.39698,0.01,2.0662,2.0083200000000003,Optimal weights,learning,13,4,2.0,
759,4.4638,0.014085,0.39583,0.01,1.362,2.07311,Optimal weights,learning,13,5,2.0,
760,2.8665,0.001,0.2685,0.027515,1.1178,1.9672,Optimal weights,learning,13,1,3.0,
761,4.6137,0.018825,0.28132,0.02,1.362,1.4576500000000001,Optimal weights,learning,13,2,3.0,
762,5.1823,0.010412,0.26667,0.02,1.362,2.0773700000000006,Optimal weights,learning,13,3,3.0,
763,4.681,0.017447,0.22715,0.022219,1.5659,2.3737,Optimal weights,learning,13,4,3.0,
764,10.0,0.004,0.41194,0.021528,1.6647,2.01152,Optimal weights,learning,13,5,3.0,
765,7.0,0.001,0.42587,0.02,1.4789,1.8367799999999999,Optimal weights,learning,13,1,4.0,
766,5.1775,0.001,0.45841,0.014302,1.4735,1.7098,Optimal weights,learning,13,2,4.0,
767,9.5089,0.001,0.49623,0.01,3.7403,1.8777400000000004,Optimal weights,learning,13,3,4.0,
768,3.0865,0.0019544,0.19995,0.021173,1.3621,1.7332999999999998,Optimal weights,learning,13,4,4.0,
769,5.0,0.001,0.4,0.021364,1.362,1.65891,Optimal weights,learning,13,5,4.0,
770,7.8303,0.001,0.20379,0.030269,2.3772,1.65089,Optimal weights,learning,13,1,5.0,
771,9.9999,0.0049643,0.26222,0.018333,2.7934,1.5474400000000001,Optimal weights,learning,13,2,5.0,
772,9.7304,0.001,0.25061,0.01647,1.7351,1.5644399999999998,Optimal weights,learning,13,3,5.0,
773,7.6225,0.001,0.19858,0.025,2.8942,1.61371,Optimal weights,learning,13,4,5.0,
774,8.0455,0.0044922,0.32164,0.01,3.5023,1.5161099999999998,Optimal weights,learning,13,5,5.0,
775,10.0,0.001,0.4,0.04,3.3817,1.7902,Optimal weights,learning,14,1,1.0,
776,3.0,0.005,0.2,0.04,1.362,1.73612,Optimal weights,learning,14,2,1.0,
777,2.9901,0.0099962,0.19941,0.019973,1.3625,1.89493,Optimal weights,learning,14,3,1.0,
778,5.4024,0.0073462,0.41349,0.024536,2.6695,1.48715,Optimal weights,learning,14,4,1.0,
779,3.4072,0.001,0.3,0.02,1.362,2.1453199999999994,Optimal weights,learning,14,5,1.0,
780,2.5485,0.0020053,0.20067,0.020053,1.3589,1.93479,Optimal weights,learning,14,1,2.0,
781,3.3087,0.002,0.16667,0.01,1.362,1.8349699999999998,Optimal weights,learning,14,2,2.0,
782,5.0904,0.0061707,0.29438,0.03,1.8402,1.6560100000000002,Optimal weights,learning,14,3,2.0,
783,3.0,0.001,0.2,0.02,1.8443,1.59667,Optimal weights,learning,14,4,2.0,
784,10.0,0.001,0.57545,0.01,3.1503,1.8063100000000003,Optimal weights,learning,14,5,2.0,
785,7.9931,0.010032,0.20002,0.020025,1.3641,1.59726,Optimal weights,learning,14,1,3.0,
786,8.6627,0.01,0.2,0.02,1.362,1.65746,Optimal weights,learning,14,2,3.0,
787,6.0,0.0037046,0.28333,0.023333,1.6598,1.7342399999999998,Optimal weights,learning,14,3,3.0,
788,3.7822,0.001,0.19801,0.026739,1.39,1.8428400000000003,Optimal weights,learning,14,4,3.0,
789,8.979,0.0028719,0.30743,0.018433,2.251,1.7033099999999997,Optimal weights,learning,14,5,3.0,
790,3.2328,0.001,0.30868,0.017713,1.3909,1.6587399999999999,Optimal weights,learning,14,1,4.0,
791,4.9467,0.001,0.29765,0.01,1.3622,1.6868100000000001,Optimal weights,learning,14,2,4.0,
792,9.9999,0.001,0.33189,0.01,1.362,1.59801,Optimal weights,learning,14,3,4.0,
793,3.38,0.001,0.32109,0.014442,1.4074,1.6500800000000002,Optimal weights,learning,14,4,4.0,
794,3.4018,0.001,0.20013,0.023391,1.3626,1.9560400000000002,Optimal weights,learning,14,5,4.0,
795,2.589,0.0052485,0.093787,0.019791,1.6515,1.9245100000000002,Optimal weights,learning,14,1,5.0,
796,6.1168,0.0099999,0.2,0.019382,2.7686,1.3092700000000002,Optimal weights,learning,14,2,5.0,
797,10.0,0.005,0.2,0.02,1.362,1.56705,Optimal weights,learning,14,3,5.0,
798,7.2847,0.0085635,0.28611,0.01,3.1271,1.59554,Optimal weights,learning,14,4,5.0,
799,3.1304,0.001,0.19794,0.023452,1.3483,1.7024800000000002,Optimal weights,learning,14,5,5.0,
800,3.5649,0.010068,0.29965,0.017372,1.5121,2.06591,Optimal weights,learning,15,1,1.0,
801,10.0,0.011667,0.26328,0.02,1.362,2.21185,Optimal weights,learning,15,2,1.0,
802,7.0,0.01,0.2,0.02,1.362,1.7589,Optimal weights,learning,15,3,1.0,
803,4.3516,0.013298,0.33106,0.030989,1.8398,1.9703699999999997,Optimal weights,learning,15,4,1.0,
804,8.6415,0.001,0.55,0.01,2.7241,1.8945699999999999,Optimal weights,learning,15,5,1.0,
805,6.2127,0.0054543,0.41266,0.01,1.7855,2.0524499999999994,Optimal weights,learning,15,1,2.0,
806,2.6926,0.0054375,0.32719,0.020411,1.6858,1.6817999999999997,Optimal weights,learning,15,2,2.0,
807,10.0,0.001,0.4521,0.030141,1.2747,2.21496,Optimal weights,learning,15,3,2.0,
808,5.3742,0.034693,0.42917,0.022861,3.4806,2.03502,Optimal weights,learning,15,4,2.0,
809,7.5,0.0036667,0.46049,0.030559,3.3817,1.87483,Optimal weights,learning,15,5,2.0,
810,3.0715,0.022725,0.19772,0.019967,1.364,1.8148999999999997,Optimal weights,learning,15,1,3.0,
811,3.0,0.0047778,0.2,0.02,1.362,1.9453,Optimal weights,learning,15,2,3.0,
812,3.1266,0.0058094,0.21599,0.017824,1.3248,1.86923,Optimal weights,learning,15,3,3.0,
