,pruning threshold,stopping probability,feature drop rate,lapse rate,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
0,5.0641,0.0049229,0.10445,0.017738,0.38467,1.0222,0.68463,2.4581,14.826,2.0858099999999995,No active scaling,human-vs-human,1,1,,
1,4.6697,0.0049977,0.10896,0.028207,0.52548,1.3102,0.53361,2.5784,14.641,1.8448200000000003,No active scaling,human-vs-human,1,2,,
2,7.5,0.001,0.24572,0.024384,0.4,1.0,0.3,2.5,15.0,2.13277,No active scaling,human-vs-human,1,3,,
3,3.0,0.01,0.2,0.03,0.59342,1.0,0.81,3.3333,15.0,1.9140099999999998,No active scaling,human-vs-human,1,4,,
4,3.0,0.02,0.2,0.02,0.52855,1.0,0.4,3.3333,15.0,2.28283,No active scaling,human-vs-human,1,5,,
5,6.0,0.0075,0.2,0.021535,0.65531,0.24003,0.6,2.5,6.4755,1.94723,No active scaling,human-vs-human,2,1,,
6,7.0,0.0074868,0.472,0.02,0.5496,0.91098,1.5747,3.6817,20.0,1.73463,No active scaling,human-vs-human,2,2,,
7,5.1969,0.0072905,0.046653,0.033872,0.64535,0.9032,0.81178,2.6694,16.008,1.9479600000000001,No active scaling,human-vs-human,2,3,,
8,4.1006,0.0055101,0.096882,0.016052,0.25156,0.54081,0.96787,2.7488,20.199,2.3457500000000002,No active scaling,human-vs-human,2,4,,
9,7.0,0.001,0.4,0.03,0.61504,1.0433,0.3,2.5,21.961,2.19031,No active scaling,human-vs-human,2,5,,
10,2.7647,0.0073772,0.29401,0.01,0.9,1.0053,0.3824,4.6785,18.098,1.8143600000000002,No active scaling,human-vs-human,3,1,,
11,3.0503,0.005,0.2,0.02,0.8,1.0923,0.3,2.5,15.0,1.8354599999999999,No active scaling,human-vs-human,3,2,,
12,2.9987,0.0050033,0.19899,0.014975,0.79774,0.99749,0.49812,3.4159,15.02,1.9324999999999999,No active scaling,human-vs-human,3,3,,
13,2.8451,0.001,0.30369,0.01,0.8,1.1819,0.4,3.5,15.0,1.7967599999999997,No active scaling,human-vs-human,3,4,,
14,2.3578,0.0049986,0.25283,0.01,0.86841,1.011,0.43832,3.3691,14.603,1.9532700000000003,No active scaling,human-vs-human,3,5,,
15,3.103,0.001,0.22982,0.01757,0.8,1.113,0.6,2.5,15.0,2.32489,No active scaling,human-vs-human,4,1,,
16,3.544,0.001,0.25474,0.047322,1.0348,0.76882,0.39808,2.1469,16.204,2.4145399999999997,No active scaling,human-vs-human,4,2,,
17,5.0,0.005,0.2,0.02,0.8,1.0,0.3,2.5,15.0,2.31083,No active scaling,human-vs-human,4,3,,
18,3.0,0.012973,0.34496,0.02,0.93664,0.80799,0.3,2.5,20.0,1.84132,No active scaling,human-vs-human,4,4,,
19,5.5651,0.0085055,0.33678,0.01,0.8,0.66424,0.4,4.1203,15.0,2.3926800000000004,No active scaling,human-vs-human,4,5,,
20,8.3495,0.0082998,0.2,0.04,0.8,0.49672,0.4,5.0,20.0,1.65484,No active scaling,human-vs-human,5,1,,
21,10.0,0.0040883,0.21015,0.02,0.8,0.53879,0.3,7.6996,30.0,1.83781,No active scaling,human-vs-human,5,2,,
22,7.217,0.001,0.20019,0.020011,0.9999,0.82199,0.30036,7.0012,9.997,2.35715,No active scaling,human-vs-human,5,3,,
23,10.0,0.001,0.22418,0.015,0.40002,0.80003,0.30002,3.4999,15.0,1.60198,No active scaling,human-vs-human,5,4,,
24,5.8357,0.001,0.2,0.02,0.8,0.55071,0.3,2.5,15.0,1.70536,No active scaling,human-vs-human,5,5,,
25,9.45,0.001,0.16916,0.019444,0.8,1.0,0.3,2.7778,20.0,1.42455,No active scaling,human-vs-human,6,1,,
26,2.55,0.001,0.0,0.03,0.8,0.8,0.3,2.5,15.0,1.3122900000000002,No active scaling,human-vs-human,6,2,,
27,4.9888,0.001,0.099244,0.020076,0.7966,1.0038,0.29754,2.4934,10.021,1.76572,No active scaling,human-vs-human,6,3,,
28,5.0,0.003,0.1278,0.02,0.8,1.1225,0.3,2.9074,15.0,0.939302,No active scaling,human-vs-human,6,4,,
29,2.7414,0.0019151,0.021746,0.01,0.68065,0.86739,0.4461,2.9919,13.573,1.7538700000000003,No active scaling,human-vs-human,6,5,,
30,2.8417,0.005,0.4,0.015,0.62167,0.80435,0.26977,3.5,15.0,2.14365,No active scaling,human-vs-human,7,1,,
31,6.9919,0.010037,0.20099,0.020032,0.59556,0.8628,0.30133,4.9964,29.984,2.2791900000000003,No active scaling,human-vs-human,7,2,,
32,3.1479,0.001,0.16113,0.02,0.4,0.98113,0.3,3.3333,15.292,3.23054,No active scaling,human-vs-human,7,3,,
33,5.0,0.01,0.2,0.03,0.4,0.8,0.092412,5.0,15.0,1.5363499999999999,No active scaling,human-vs-human,7,4,,
34,5.3055,0.0049944,0.39568,0.023128,0.59311,1.0077,0.30502,3.3468,30.062,2.06173,No active scaling,human-vs-human,7,5,,
35,2.5101,0.001,0.16778,0.020067,-0.25506,1.0028,2.0364,4.9941,9.7309,1.71703,No active scaling,human-vs-human,8,1,,
36,4.9907,0.0073627,0.11304,0.02001,-0.074348,0.070056,0.39593,5.0173,15.413,2.75014,No active scaling,human-vs-human,8,2,,
37,4.9999,0.01028,0.3619,0.02,-0.056805,1.0,1.0,5.0,30.0,1.5148300000000001,No active scaling,human-vs-human,8,3,,
38,3.0,0.001,0.21286,0.017528,0.35108,0.66382,0.4,2.5,20.0,1.96387,No active scaling,human-vs-human,8,4,,
39,6.4191,0.0032262,0.21443,0.015,0.4,0.68699,0.43334,5.0,15.0,1.91953,No active scaling,human-vs-human,8,5,,
40,6.0,0.01,0.2,0.02,0.8,1.0,0.3,2.5,15.0,2.87966,No active scaling,human-vs-human,9,1,,
41,3.4245,0.010927,0.2,0.1159,-0.46948,1.2069,0.3,2.5,7.3803,3.49219,No active scaling,human-vs-human,9,2,,
42,3.48,0.011301,0.2,0.021704,0.30534,0.68855,0.6,2.5,15.0,3.15261,No active scaling,human-vs-human,9,3,,
43,2.539,0.0050298,0.20149,0.01,0.34773,0.51718,0.16321,1.0026,15.03,2.4060699999999997,No active scaling,human-vs-human,9,4,,
44,5.2726,0.016137,0.53274,0.02,0.8,1.0,0.3,2.5,15.0,2.51649,No active scaling,human-vs-human,9,5,,
45,7.8221,0.0030029,0.26546,0.025401,0.52207,0.742,0.37325,2.8117,7.3009,2.16837,No active scaling,human-vs-human,10,1,,
46,5.0,0.005,0.2,0.019444,0.67368,1.0,1.5052,2.5,200.0,2.8488499999999997,No active scaling,human-vs-human,10,2,,
47,3.8532,0.001,0.28099,0.016667,0.4,1.0667,1.8668,2.5,15.0,1.2286000000000001,No active scaling,human-vs-human,10,3,,
48,4.7731,0.011385,0.44616,0.020185,0.70364,0.35425,0.35,2.3654,15.615,2.58268,No active scaling,human-vs-human,10,4,,
49,9.9999,0.050741,0.2,0.02,0.88107,1.0,0.3,5.0,15.0,2.73909,No active scaling,human-vs-human,10,5,,
50,2.1,0.0013077,0.015385,0.01,1.2154,0.53847,0.6,2.5256,18.692,2.1628,No active scaling,human-vs-human,11,1,,
51,3.0008,0.001,0.2048,0.019998,0.7997,0.99958,0.39973,4.6657,20.003,1.6897099999999998,No active scaling,human-vs-human,11,2,,
52,7.0,0.0039334,0.2,0.01,0.9367,1.0732,0.3,5.0,15.0,1.7018799999999998,No active scaling,human-vs-human,11,3,,
53,2.55,0.001,0.2,0.02,0.8,1.0,0.3,3.5,20.0,1.72629,No active scaling,human-vs-human,11,4,,
54,3.35,0.0083924,0.10699,0.018588,0.8,1.0,0.3,3.5,20.0,1.7136899999999997,No active scaling,human-vs-human,11,5,,
55,5.9321,0.001,0.17099,0.035334,0.56951,0.057325,0.8086,2.7211,35.784,1.8069000000000002,No active scaling,human-vs-human,12,1,,
56,7.189,0.005,0.52217,0.01,1.0,0.82773,0.69638,3.5,16.836,1.44259,No active scaling,human-vs-human,12,2,,
57,7.0,0.0043346,0.17669,0.02,1.0757,0.37279,0.19021,2.5,15.0,2.15874,No active scaling,human-vs-human,12,3,,
58,5.894,0.010003,0.20006,0.021257,0.79987,0.49765,0.60008,2.778,14.999,2.3384799999999997,No active scaling,human-vs-human,12,4,,
59,5.0,0.01,0.4,0.01785,0.8,0.5449,0.3,2.5,20.0,2.0668599999999997,No active scaling,human-vs-human,12,5,,
60,3.0,0.02,0.3,0.01,0.8,1.0,0.3,2.5,15.0,2.19558,No active scaling,human-vs-human,13,1,,
61,3.0055,0.009999,0.31968,0.01,0.402,0.79743,0.30185,2.495,20.023,2.15822,No active scaling,human-vs-human,13,2,,
62,3.1723,0.0066667,0.2,0.02,0.6891,0.91179,0.32222,2.9444,15.0,2.54268,No active scaling,human-vs-human,13,3,,
63,3.0002,0.02,0.2,0.022403,0.54889,0.84014,0.3,3.5,20.0,2.2859,No active scaling,human-vs-human,13,4,,
64,1.5775,0.0095344,0.19962,0.014395,0.45401,0.86596,0.33268,2.5011,3.1756,2.47928,No active scaling,human-vs-human,13,5,,
65,3.6595,0.011156,0.2,0.02,0.4,1.0,0.3,3.5,15.0,1.6723000000000003,No active scaling,human-vs-human,14,1,,
66,3.0,0.0065974,0.2,0.02,0.39011,1.3333,0.3,3.9013,15.0,2.3764399999999997,No active scaling,human-vs-human,14,2,,
67,2.8105,0.005,0.2,0.015912,0.41663,0.99999,0.99999,3.3333,15.0,2.25839,No active scaling,human-vs-human,14,3,,
68,3.3099,0.0038741,0.20702,0.01,0.16957,1.0984,0.3,5.0,-135.0,2.50817,No active scaling,human-vs-human,14,4,,
69,5.1488,0.001,0.26333,0.028165,-0.0055413,0.56255,0.55371,3.5416,0.76388,1.7010499999999997,No active scaling,human-vs-human,14,5,,
70,2.4625,0.0050021,0.16424,0.013339,0.56834,0.80024,1.0435,3.2588,33.339,1.69898,No active scaling,human-vs-human,15,1,,
71,3.0,0.011667,0.2169,0.021497,0.8,0.55483,1.1331,3.3333,20.0,1.5372100000000002,No active scaling,human-vs-human,15,2,,
72,3.1733,0.001,0.2142,0.01,0.80028,0.77323,0.75157,2.4994,15.003,1.7791500000000002,No active scaling,human-vs-human,15,3,,
73,2.7615,0.001,0.21111,0.015268,0.8,0.26472,0.95,3.3333,15.0,2.25323,No active scaling,human-vs-human,15,4,,
74,2.5908,0.001,0.18278,0.032833,0.98887,0.21851,0.73641,4.6328,21.679,2.25869,No active scaling,human-vs-human,15,5,,
75,4.5867,0.001,0.21875,0.032361,0.7625,0.7268,0.64406,3.0459,80.218,2.54591,No active scaling,human-vs-human,16,1,,
76,5.9984,0.002,0.2,0.02,0.68075,0.71045,0.6,3.5,15.0,2.1328199999999997,No active scaling,human-vs-human,16,2,,
77,4.1836,0.0034005,0.29994,0.014999,0.79992,0.61115,0.60006,3.1017,19.999,1.39195,No active scaling,human-vs-human,16,3,,
78,3.4987,0.0058333,0.094444,0.023063,0.24116,0.68667,0.38055,2.5,15.0,1.8491699999999998,No active scaling,human-vs-human,16,4,,
79,2.843,0.0043642,0.099287,0.019512,0.79679,0.67232,0.60232,2.5062,21.608,1.6545400000000001,No active scaling,human-vs-human,16,5,,
80,6.7092,0.010224,0.29574,0.020163,0.40732,0.98955,0.29969,2.5183,19.89,1.9258699999999997,No active scaling,human-vs-human,17,1,,
81,6.425,0.01,0.2,0.01,0.52292,0.77841,0.4,2.5,15.0,2.47534,No active scaling,human-vs-human,17,2,,
82,5.0618,0.010377,0.091509,0.029162,0.6133,0.97904,0.51572,2.4633,15.168,2.61212,No active scaling,human-vs-human,17,3,,
83,5.85,0.0099999,0.2,0.01,0.8,1.0,0.3,2.5,15.0,2.25268,No active scaling,human-vs-human,17,4,,
84,5.0828,0.0094781,0.20189,0.019466,0.57582,0.97195,0.31931,2.4509,7.1555,2.51679,No active scaling,human-vs-human,17,5,,
85,4.9545,0.010071,0.20528,0.01,0.18939,0.55025,0.40911,1.7729,16.701,1.85892,No active scaling,human-vs-human,18,1,,
86,4.905,0.0093678,0.11954,0.023914,0.28847,0.50403,0.73488,2.6326,10.981,2.5122600000000004,No active scaling,human-vs-human,18,2,,
87,9.9999,0.0099999,0.16667,0.02,0.45817,0.74411,0.3,2.5,15.0,2.5370300000000006,No active scaling,human-vs-human,18,3,,
88,6.7982,0.009129,0.1968,0.019438,0.40608,0.70948,0.2956,2.7738,13.973,2.45641,No active scaling,human-vs-human,18,4,,
89,7.3333,0.014861,0.2,0.01,-0.066405,0.55957,0.3,1.3511,15.0,2.79003,No active scaling,human-vs-human,18,5,,
90,10.0,0.001,0.099737,0.019944,0.80253,1.0489,0.55766,3.622,14.883,1.7836199999999998,No active scaling,human-vs-human,19,1,,
91,8.7719,0.0010833,0.19772,0.01,0.8,0.67649,0.3,2.5,13.333,1.70471,No active scaling,human-vs-human,19,2,,
92,3.0,0.001,0.060031,0.02,0.74876,1.0,0.3,3.5,15.0,1.50173,No active scaling,human-vs-human,19,3,,
93,8.3427,0.0049722,0.16562,0.01,0.77009,0.99652,0.30226,3.4922,20.037,1.39256,No active scaling,human-vs-human,19,4,,
94,3.0931,0.001,0.10526,0.02,0.8,1.0,0.6,2.4332,15.0,0.7670319999999999,No active scaling,human-vs-human,19,5,,
95,3.4227,0.0056671,0.4,0.01,0.82745,1.0,0.2587,4.6667,15.0,1.80154,No active scaling,human-vs-human,20,1,,
96,3.0009,0.001,0.10011,0.01,0.39972,0.99979,0.50036,2.5014,15.003,1.97712,No active scaling,human-vs-human,20,2,,
97,3.0,0.001,0.2,0.01,0.46943,1.0,0.3,2.5,15.0,1.96756,No active scaling,human-vs-human,20,3,,
98,3.6795,0.001,0.12234,0.027778,0.8,0.81301,1.2837,3.2643,15.0,2.06513,No active scaling,human-vs-human,20,4,,
99,5.0,0.005,0.1,0.02,-0.0038141,1.0,0.3,2.5,20.0,1.5387499999999998,No active scaling,human-vs-human,20,5,,
100,2.6813,0.001,0.1899,0.02,1.2397,0.99995,0.31843,4.7729,15.0,1.44687,No active scaling,human-vs-human,21,1,,
101,8.0,0.001,0.3,0.02,1.3648,1.0,0.5,2.5,15.0,1.5087899999999999,No active scaling,human-vs-human,21,2,,
102,4.6303,0.001,0.26027,0.01,1.3675,0.48797,0.69108,4.7277,11.823,1.25279,No active scaling,human-vs-human,21,3,,
103,2.0772,0.001,0.19581,0.016462,1.5904,0.78605,0.72438,4.7004,18.279,1.51254,No active scaling,human-vs-human,21,4,,
104,5.5483,0.001,0.2,0.018281,0.8,0.58135,0.3,2.5,15.0,1.44711,No active scaling,human-vs-human,21,5,,
105,7.4545,0.0042372,0.29997,0.044663,0.69922,1.4106,0.055366,3.3705,11.206,2.2033300000000002,No active scaling,human-vs-human,22,1,,
106,4.1833,0.0052243,0.2,0.01,0.8,0.99999,0.3,2.5,15.0,1.7220499999999999,No active scaling,human-vs-human,22,2,,
107,4.788,0.001,0.2,0.02,0.8,1.1577,0.6,2.5,15.0,1.57358,No active scaling,human-vs-human,22,3,,
108,3.7473,0.010556,0.2,0.018333,0.8,0.93333,0.25147,2.5,15.0,1.79145,No active scaling,human-vs-human,22,4,,
109,9.9999,0.001,0.39028,0.02111,0.35,1.5,0.019949,3.0559,11.0,1.9229500000000002,No active scaling,human-vs-human,22,5,,
110,1.0504,0.013968,0.2,0.02,-0.020796,1.0,0.6,2.5,15.0,1.84433,No active scaling,human-vs-human,23,1,,
111,0.1,0.01,0.2,0.015,0.4,1.0,0.3,2.5,8.308,2.2538400000000003,No active scaling,human-vs-human,23,2,,
112,0.59906,0.001918,0.15276,0.016417,0.40371,0.93795,0.6,2.5,15.0,2.2358599999999997,No active scaling,human-vs-human,23,3,,
113,0.1,0.005,0.2,0.02,0.4,1.0,0.3,2.5,19.55,1.80272,No active scaling,human-vs-human,23,4,,
114,1.9912,0.03911,0.21111,0.020622,0.72576,1.0074,0.3,3.1424,15.0,1.9493500000000001,No active scaling,human-vs-human,23,5,,
115,2.4568,0.011667,0.36667,0.02,0.52013,0.8,0.46958,2.5,-58.219,2.44059,No active scaling,human-vs-human,24,1,,
116,9.5342,0.0037081,0.50989,0.01,-0.045213,1.1963,-0.040651,5.6202,-10.722,2.62746,No active scaling,human-vs-human,24,2,,
117,2.8389,0.0055,0.4218,0.02,0.4,1.0,0.3,2.5,10.0,2.48848,No active scaling,human-vs-human,24,3,,
118,3.7269,0.02117,0.083333,0.027653,0.37222,1.0445,0.6,0.94668,20.0,3.10959,No active scaling,human-vs-human,24,4,,
119,3.0,0.01,0.31191,0.02,0.37654,0.75517,0.4,2.5,30.0,2.5684099999999996,No active scaling,human-vs-human,24,5,,
120,5.1919,0.013055,0.35446,0.019665,0.35446,0.67128,0.44229,3.0702,14.48,1.68689,No active scaling,human-vs-human,25,1,,
121,3.2392,0.02,0.2,0.02,0.79999,1.0,1.65,3.0556,15.0,3.1576100000000005,No active scaling,human-vs-human,25,2,,
122,3.9731,0.001,0.2,0.030843,0.46082,0.66795,0.55159,2.5,15.0,1.85282,No active scaling,human-vs-human,25,3,,
123,2.9711,0.018946,0.18881,0.020009,0.70274,1.008,1.0609,2.8568,9.9975,2.22687,No active scaling,human-vs-human,25,4,,
124,6.7956,0.015652,0.32917,0.019934,0.80297,0.9967,0.32162,5.1932,16.696,1.8464800000000001,No active scaling,human-vs-human,25,5,,
125,10.0,0.01,0.3,0.02,0.8,0.85879,0.3,2.5,15.0,1.6862400000000002,No active scaling,human-vs-human,26,1,,
126,3.0,0.005,0.21105,0.02,1.0,0.8,0.3,2.5,15.0,1.5580399999999999,No active scaling,human-vs-human,26,2,,
127,3.4913,0.017814,0.2,0.02,0.8,0.99007,0.3,4.4444,15.0,2.33415,No active scaling,human-vs-human,26,3,,
128,0.1,0.0055724,0.2,0.02,0.8,0.8,0.3,2.5,15.0,2.26137,No active scaling,human-vs-human,26,4,,
129,7.6819,0.001,0.51234,0.01,1.2179,0.5,0.059035,3.375,11.0,2.1780300000000006,No active scaling,human-vs-human,26,5,,
130,5.0009,0.001,0.10006,0.029988,0.63714,0.79973,0.29981,2.5005,29.998,1.72016,No active scaling,human-vs-human,27,1,,
131,7.0002,0.001,0.16822,0.01,0.574,0.99996,0.29997,2.5001,8.8783,1.24927,No active scaling,human-vs-human,27,2,,
132,5.0,0.001,0.5,0.03,0.8,1.0,0.53333,2.7663,15.0,1.37622,No active scaling,human-vs-human,27,3,,
133,10.0,0.0049987,0.3001,0.020727,0.80015,1.0001,0.29992,3.333,29.998,3.08811,No active scaling,human-vs-human,27,4,,
134,5.5256,0.0036905,0.1,0.01,0.64686,1.0,0.3,2.5,20.0,2.71023,No active scaling,human-vs-human,27,5,,
135,4.9956,0.001,0.0,0.03991,0.79866,0.99851,0.29904,2.4974,9.257,1.7516000000000003,No active scaling,human-vs-human,28,1,,
136,7.0,0.001,0.0,0.017264,0.8,1.1468,0.3,3.5,15.0,1.9456099999999998,No active scaling,human-vs-human,28,2,,
137,7.4074,0.001,0.0,0.02,0.8,1.0,0.33333,2.5,15.0,1.0104549999999999,No active scaling,human-vs-human,28,3,,
138,7.0,0.001,0.15,0.02,1.0,1.0,0.3,2.5,20.0,1.88321,No active scaling,human-vs-human,28,4,,
139,7.0182,0.001,0.0,0.019982,0.80151,1.0046,0.29826,2.7669,15.005,1.3246099999999998,No active scaling,human-vs-human,28,5,,
140,3.525,0.01795,0.068738,0.016643,0.35,0.5,0.625,1.625,11.0,2.5958099999999997,No active scaling,human-vs-human,29,1,,
141,5.1094,0.02,0.34479,0.01,0.55618,0.58926,0.3,2.5,15.0,2.59442,No active scaling,human-vs-human,29,2,,
142,5.4626,0.013528,0.41736,0.017756,0.28986,0.55197,0.18821,3.724,12.795,2.55699,No active scaling,human-vs-human,29,3,,
143,4.4601,0.012724,0.24591,0.020466,0.49122,0.68875,0.22125,2.5672,11.062,2.66575,No active scaling,human-vs-human,29,4,,
144,3.0,0.01092,0.37937,0.02,0.46392,1.0,0.4,2.5,15.0,2.5175000000000005,No active scaling,human-vs-human,29,5,,
145,7.2608,0.0099575,0.57688,0.019917,0.51626,1.0656,0.39615,5.0622,14.715,1.9098300000000001,No active scaling,human-vs-human,30,1,,
146,4.7278,0.001,0.54957,0.021645,0.8,0.42169,0.23539,4.4445,15.74,2.55328,No active scaling,human-vs-human,30,2,,
147,7.4128,0.00325,0.38333,0.025843,0.79941,0.65028,0.48125,5.6562,11.271,2.4686899999999996,No active scaling,human-vs-human,30,3,,
148,6.3746,0.0020236,0.62503,0.037993,0.64428,0.56939,0.22685,6.2069,12.348,2.39172,No active scaling,human-vs-human,30,4,,
149,5.0517,0.0046584,0.57225,0.020854,0.37011,0.59035,0.58201,4.9253,3.5844,2.2768699999999997,No active scaling,human-vs-human,30,5,,
150,5.7369,0.0021388,0.090216,0.015768,0.81546,0.99269,0.33936,4.5093,21.245,1.4180300000000003,No active scaling,human-vs-human,31,1,,
151,7.0002,0.001,0.20002,0.01,0.67105,0.92222,0.50004,5.2232,19.999,1.5501900000000002,No active scaling,human-vs-human,31,2,,
152,3.0,0.001,0.1,0.01,0.8,0.63383,0.3,2.5,15.0,1.6087400000000003,No active scaling,human-vs-human,31,3,,
153,5.2551,0.001,0.091903,0.01,0.77031,0.98563,0.3,4.6667,17.16,1.34358,No active scaling,human-vs-human,31,4,,
154,5.9066,0.001,0.1,0.03,0.8,1.0,0.3,4.0487,15.0,1.3916,No active scaling,human-vs-human,31,5,,
155,5.5197,0.001,0.11214,0.019067,1.3333,0.8,0.3,2.5,15.0,1.50487,No active scaling,human-vs-human,32,1,,
156,3.0,0.001,0.18196,0.015,1.1562,0.52427,0.3,2.5,10.0,1.129137,No active scaling,human-vs-human,32,2,,
157,4.5888,0.0014978,0.066696,0.019996,1.1323,0.83352,0.29987,2.5004,14.998,1.33844,No active scaling,human-vs-human,32,3,,
158,9.6667,0.001,0.2,0.01,1.0963,0.84327,0.66666,2.5,15.0,1.4147999999999998,No active scaling,human-vs-human,32,4,,
159,7.4914,0.001,0.2,0.01,0.8,1.0,0.3,2.5,15.0,1.5839100000000002,No active scaling,human-vs-human,32,5,,
160,2.9001,0.0054098,0.22259,0.018976,0.81608,0.7539,0.70329,6.8848,19.718,1.5626200000000001,No active scaling,human-vs-human,33,1,,
161,2.4575,0.010306,0.18346,0.021447,0.76906,0.73688,0.36265,4.7326,15.176,1.94603,No active scaling,human-vs-human,33,2,,
162,2.8555,0.0099228,0.21208,0.01,0.86669,0.87443,0.25183,5.1297,15.593,1.7536100000000001,No active scaling,human-vs-human,33,3,,
163,1.55,0.01,0.31667,0.03,0.68375,1.0,1.1428,4.6667,10.0,1.9868199999999998,No active scaling,human-vs-human,33,4,,
164,4.6099,0.0029616,0.21839,0.020803,0.60393,0.96899,0.2758,8.1257,15.248,1.7930599999999999,No active scaling,human-vs-human,33,5,,
165,8.3215,0.001,0.16185,0.015,1.1098,1.0595,0.046438,2.5,20.0,1.2973899999999998,No active scaling,human-vs-human,34,1,,
166,2.935,0.001,0.13718,0.020504,0.77001,1.0694,0.31456,3.3981,30.267,1.69521,No active scaling,human-vs-human,34,2,,
167,3.3038,0.001,0.095614,0.01,1.0096,0.97807,0.20116,2.5013,15.175,1.5095100000000001,No active scaling,human-vs-human,34,3,,
168,4.9691,0.001,0.10754,0.022841,1.1812,0.94757,0.2297,3.618,20.551,1.6160900000000002,No active scaling,human-vs-human,34,4,,
169,6.0291,0.001,0.32073,0.020275,1.078,1.0925,-0.047255,4.6332,9.7739,1.5278700000000003,No active scaling,human-vs-human,34,5,,
170,2.9933,0.001,0.1,0.02,0.63425,1.0,0.3,3.3333,15.0,1.47498,No active scaling,human-vs-human,35,1,,
171,2.9885,0.001,0.1162,0.01,0.80946,0.98649,0.29528,2.5236,14.892,1.7675,No active scaling,human-vs-human,35,2,,
172,3.0,0.005,0.1,0.02,0.4,1.0,0.5,3.5,15.0,2.0563999999999996,No active scaling,human-vs-human,35,3,,
173,2.2324,0.001,0.075,0.019522,0.3125,0.875,0.093928,2.7188,16.0,1.56364,No active scaling,human-vs-human,35,4,,
174,9.9999,0.001,0.1,0.02,0.37134,1.5004,-0.043069,2.3929,15.0,2.14975,No active scaling,human-vs-human,35,5,,
175,5.6498,0.001,0.22382,0.018333,0.8,0.87387,0.3,2.5,15.0,1.8733400000000002,No active scaling,human-vs-human,36,1,,
176,4.7218,0.001,0.2,0.015,0.8,1.0,0.3,2.5,9.3409,1.32369,No active scaling,human-vs-human,36,2,,
177,3.0,0.001,0.2,0.028614,0.88878,1.0666,0.50009,2.5002,14.999,1.9523999999999997,No active scaling,human-vs-human,36,3,,
178,4.999,0.001,0.44331,0.018337,1.0663,0.86006,0.39972,2.6256,15.003,1.7467699999999997,No active scaling,human-vs-human,36,4,,
179,3.55,0.001,0.12578,0.02,0.97434,0.86605,0.6,1.3599,40.0,1.98389,No active scaling,human-vs-human,36,5,,
180,4.5523,0.011889,0.35917,0.015,-0.37959,0.8,0.66667,3.3334,15.0,2.72537,No active scaling,human-vs-human,37,1,,
181,7.0,0.012642,0.2,0.015,-0.53978,1.0,0.3,3.5,18.333,2.2171399999999997,No active scaling,human-vs-human,37,2,,
182,5.6301,0.0096864,0.19303,0.015174,0.14199,0.98258,0.59347,3.4608,19.904,1.88965,No active scaling,human-vs-human,37,3,,
183,5.0018,0.020189,0.11117,0.014994,-0.33109,1.0073,0.2996,3.4986,10.003,2.07482,No active scaling,human-vs-human,37,4,,
184,9.9998,0.010058,0.29985,0.019933,0.12963,1.33,0.4995,4.6591,20.035,2.5222299999999995,No active scaling,human-vs-human,37,5,,
185,5.1412,0.020047,0.30071,0.01,-0.58255,0.32819,0.74441,3.0294,7.0394,2.0303299999999997,No active scaling,human-vs-human,38,1,,
186,7.0,0.01,0.2,0.02,0.11708,-0.20292,0.5,2.5,10.0,2.2304500000000003,No active scaling,human-vs-human,38,2,,
187,5.8724,0.001,0.34605,0.02,-0.31328,0.21896,1.3333,4.6667,20.0,2.75495,No active scaling,human-vs-human,38,3,,
188,5.275,0.016833,0.20699,0.019192,0.18504,0.30495,1.275,3.864,40.0,2.6409,No active scaling,human-vs-human,38,4,,
189,5.7129,0.019404,0.21255,0.019372,0.51524,0.54272,2.2104,5.0475,14.749,1.8756899999999999,No active scaling,human-vs-human,38,5,,
190,2.9708,0.012496,0.19401,0.01975,0.84201,0.78652,0.39026,1.6036,14.88,2.24008,No active scaling,human-vs-human,39,1,,
191,4.674,0.012472,0.25494,0.022747,0.67639,1.1056,0.53706,2.2596,12.255,1.7499200000000001,No active scaling,human-vs-human,39,2,,
192,4.1471,0.0091982,0.085089,0.037552,0.53979,1.1157,0.4807,2.8827,7.7356,2.16027,No active scaling,human-vs-human,39,3,,
193,4.8602,0.0095866,0.087963,0.028889,0.775,1.0864,0.41343,2.5486,15.222,2.3818699999999997,No active scaling,human-vs-human,39,4,,
194,7.0,0.01,0.2,0.015,0.4,1.3113,0.4,2.5,20.0,1.9382100000000002,No active scaling,human-vs-human,39,5,,
195,3.8702,0.010519,0.10615,0.022088,0.6058,1.0747,0.21824,2.4463,15.399,1.8091600000000003,No active scaling,human-vs-human,40,1,,
196,5.2181,0.01,0.2,0.023333,0.8,1.0,0.3,2.5,15.0,1.9267200000000002,No active scaling,human-vs-human,40,2,,
197,5.7451,0.004581,0.25457,0.020018,0.50146,1.2905,0.45806,2.7373,16.812,2.3741800000000004,No active scaling,human-vs-human,40,3,,
198,9.9999,0.001,0.2,0.020763,0.4,1.3333,0.3,2.5,15.0,2.45084,No active scaling,human-vs-human,40,4,,
199,5.2978,0.0073256,0.19915,0.016151,0.46714,1.0633,0.29559,2.4881,13.124,1.4306699999999999,No active scaling,human-vs-human,40,5,,
