,pruning threshold,stopping probability,feature drop rate,lapse rate,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
388,4.6341,0.001,0.15355,0.022031,0.29522,0.28188,0.10411,2.9862,14.561,2.25045,No active scaling,generalization,38,4,,
389,3.0,0.009123,0.16667,0.04,0.68646,0.37928,0.3,3.5,15.0,2.0900900000000004,No active scaling,generalization,38,5,,
390,10.0,0.001,0.15,0.02,0.6737,0.8,0.5,3.5,10.0,2.28748,No active scaling,generalization,39,1,,
391,7.982,0.0099935,0.40438,0.020091,0.7959,0.99671,0.30296,7.5941,20.036,1.9241500000000002,No active scaling,generalization,39,2,,
392,3.3667,0.001,0.20836,0.02,0.8,0.26299,-0.076369,2.5,15.0,2.00488,No active scaling,generalization,39,3,,
393,8.002,0.0054595,0.4478,0.019306,0.5783,1.2537,0.46012,3.0476,13.029,1.7549299999999999,No active scaling,generalization,39,4,,
394,9.9999,0.001,0.30559,0.02636,0.78452,0.94773,0.34057,2.6092,19.345,2.04945,No active scaling,generalization,39,5,,
395,3.0,0.001,0.2,0.02,0.8,1.0,0.3,3.5,15.0,1.79281,No active scaling,generalization,40,1,,
396,8.8431,0.001,0.1875,0.032147,1.1565,0.33009,0.75677,4.5371,10.5,2.0508200000000003,No active scaling,generalization,40,2,,
397,6.5346,0.0036667,0.2,0.026856,0.6704,1.0918,0.3,4.8077,12.635,1.6741499999999998,No active scaling,generalization,40,3,,
398,6.0,0.001,0.1,0.033942,0.8,0.4789,0.5,3.5,14.429,2.0192200000000002,No active scaling,generalization,40,4,,
399,5.846,0.001,0.21061,0.019935,0.87173,0.99455,0.70773,3.4727,25.813,1.83571,No active scaling,generalization,40,5,,
400,8.001,0.0034804,0.20002,0.023473,0.63707,0.99977,0.29988,4.666,14.998,1.5545499999999999,No active scaling,eye tracking,1,1,,
401,4.2951,0.010206,0.19177,0.018333,0.34167,0.91667,0.35416,5.1458,15.667,1.58518,No active scaling,eye tracking,1,2,,
402,5.7217,0.005,0.13333,0.03805,0.49038,0.79068,0.064096,3.1667,15.0,1.9730300000000003,No active scaling,eye tracking,1,3,,
403,5.2922,0.001,0.2,0.01,0.46254,1.0,-0.043599,3.6408,15.0,1.26986,No active scaling,eye tracking,1,4,,
404,5.0507,0.0041469,0.096565,0.017372,0.81546,0.98364,0.31116,5.0301,14.863,1.3864800000000002,No active scaling,eye tracking,1,5,,
405,2.8389,0.02,0.28507,0.023224,0.8,0.79381,0.007383,3.3333,20.0,2.40322,No active scaling,eye tracking,2,1,,
406,2.7915,0.0067731,0.2533,0.02,0.74208,1.0,-0.082812,2.5,15.0,1.97405,No active scaling,eye tracking,2,2,,
407,6.9083,0.0096536,0.27159,0.02,0.67596,1.0864,0.3,3.3333,15.0,2.44334,No active scaling,eye tracking,2,3,,
408,2.55,0.01,0.2,0.02,0.8,1.0,0.3,2.5,15.0,2.5719300000000005,No active scaling,eye tracking,2,4,,
409,3.4837,0.010046,0.18765,0.019934,0.80295,0.63714,0.15117,3.3391,14.974,2.2323,No active scaling,eye tracking,2,5,,
410,9.3425,0.001,0.2018,0.026195,0.76378,0.79972,0.21638,3.7739,12.644,2.0253699999999997,No active scaling,eye tracking,3,1,,
411,5.9982,0.001,0.23141,0.019982,0.80081,0.9991,0.26058,3.502,14.993,1.7326000000000001,No active scaling,eye tracking,3,2,,
412,4.1136,0.001,0.22758,0.018715,1.0415,0.90254,0.31908,2.4517,15.521,2.23314,No active scaling,eye tracking,3,3,,
413,7.3417,0.001,0.26308,0.01,0.80293,1.0061,0.33448,2.8162,10.502,1.4158700000000002,No active scaling,eye tracking,3,4,,
414,5.0,0.001,0.2,0.053875,0.8,1.0,0.3,3.3333,74.679,1.24877,No active scaling,eye tracking,3,5,,
415,3.6508,0.0031111,0.16667,0.016862,0.68383,1.0,0.3,2.5,15.0,1.7802400000000003,No active scaling,eye tracking,4,1,,
416,4.133,0.0067772,0.21231,0.045,0.8,1.0,0.3,3.3333,18.333,1.7808500000000003,No active scaling,eye tracking,4,2,,
417,5.0,0.001,0.18123,0.02,0.8,1.0,0.3,3.5,15.0,1.54474,No active scaling,eye tracking,4,3,,
418,4.8015,0.0012222,0.17119,0.01,0.65,1.2478,0.3962,3.875,16.333,1.6692399999999998,No active scaling,eye tracking,4,4,,
419,2.727,0.001,0.053603,0.029477,0.64669,1.0,0.44074,2.8807,17.778,2.2988500000000007,No active scaling,eye tracking,4,5,,
420,7.6703,0.0038412,0.30114,0.028746,0.19686,0.80613,0.266,2.6378,14.172,2.01448,No active scaling,eye tracking,5,1,,
421,7.7844,0.001,0.4947,0.01,0.57432,0.95035,0.30774,3.3121,19.999,2.05498,No active scaling,eye tracking,5,2,,
422,7.1091,0.001,0.2,0.014513,0.53034,0.57101,0.3,3.5,15.0,2.07038,No active scaling,eye tracking,5,3,,
423,5.8392,0.001,0.29906,0.017702,0.21068,0.61868,0.39823,3.3381,14.978,2.0697,No active scaling,eye tracking,5,4,,
424,5.9047,0.0071769,0.2,0.01,-0.048404,0.67183,0.22274,2.5,15.0,2.34254,No active scaling,eye tracking,5,5,,
425,7.9949,0.001,0.2,0.020226,1.0653,1.0,0.3,3.4505,15.0,1.056143,No active scaling,eye tracking,6,1,,
426,4.9428,0.0041686,0.12684,0.01,1.0127,1.0916,0.31061,6.353,149.37,0.996266,No active scaling,eye tracking,6,2,,
427,4.2583,0.006804,0.069785,0.015576,1.1153,0.94616,0.33942,5.5563,16.191,1.2834999999999999,No active scaling,eye tracking,6,3,,
428,2.9311,0.001,0.0,0.035,1.0,0.8,0.20404,3.5,20.0,1.55133,No active scaling,eye tracking,6,4,,
429,3.0,0.001,0.0,0.023333,1.1696,1.1111,0.3,3.5,20.0,1.6065200000000002,No active scaling,eye tracking,6,5,,
430,6.4343,0.0023325,0.19906,0.01,0.80156,1.0024,0.39847,2.5041,20.019,2.27597,No active scaling,eye tracking,7,1,,
431,5.0,0.0017176,0.4,0.03,0.8,1.0,0.3,3.5,15.0,2.12263,No active scaling,eye tracking,7,2,,
432,5.0,0.005,0.1,0.02,0.8,1.0,0.3,3.3333,15.0,2.2745800000000003,No active scaling,eye tracking,7,3,,
433,5.0751,0.001,0.29656,0.03,0.55203,1.4008,0.18729,3.3333,15.0,1.8093200000000003,No active scaling,eye tracking,7,4,,
434,5.0804,0.001,0.243,0.018894,0.79654,0.96645,0.31098,2.5069,7.1549,1.49513,No active scaling,eye tracking,7,5,,
435,6.2318,0.02,0.2,0.01,0.41214,0.9537,0.5,2.5,13.333,2.71823,No active scaling,eye tracking,8,1,,
436,5.0005,0.010009,0.31702,0.01999,0.80047,0.76443,0.29966,2.5009,8.6557,2.66838,No active scaling,eye tracking,8,2,,
437,3.0028,0.0099753,0.19992,0.01,0.47627,0.76936,0.37419,2.1235,14.988,2.69741,No active scaling,eye tracking,8,3,,
438,7.1111,0.02,0.11194,0.02,0.60888,0.74247,0.23916,2.5,15.0,2.2471900000000002,No active scaling,eye tracking,8,4,,
439,3.0665,0.0099882,0.19983,0.01,0.50857,0.66623,0.50047,1.8685,19.945,2.00481,No active scaling,eye tracking,8,5,,
440,0.80648,0.02,0.1,0.017824,0.6917,1.0,0.3,3.5,15.0,1.94404,No active scaling,eye tracking,9,1,,
441,1.7333,0.0066463,0.2,0.01,0.8,0.96604,0.3,5.0,20.0,1.8054400000000002,No active scaling,eye tracking,9,2,,
442,0.1,0.015857,0.11731,0.021653,0.69803,0.94987,0.42253,3.9027,27.41,1.76511,No active scaling,eye tracking,9,3,,
443,1.4549,0.005,0.1,0.02,0.8,1.0,0.40385,3.5,30.0,1.54592,No active scaling,eye tracking,9,4,,
444,1.4333,0.0048298,0.18108,0.015275,0.77714,0.99535,0.10342,3.5267,15.038,1.7969399999999998,No active scaling,eye tracking,9,5,,
445,8.0,0.001,0.21659,0.022808,0.8,0.82446,0.3,3.5,10.0,1.79204,No active scaling,eye tracking,10,1,,
446,9.0757,0.001,0.228,0.020001,0.56398,0.99996,0.33331,3.4999,15.0,1.7031599999999998,No active scaling,eye tracking,10,2,,
447,9.9999,0.003,0.16462,0.023522,0.67215,1.0,0.11081,3.5191,12.661,2.03579,No active scaling,eye tracking,10,3,,
448,4.2475,0.001,0.15941,0.01,0.38476,0.97823,0.28585,3.451,15.174,1.41837,No active scaling,eye tracking,10,4,,
449,3.0659,0.001,0.19406,0.01,0.56954,1.0148,0.44606,4.4098,15.119,1.6522,No active scaling,eye tracking,10,5,,
450,3.0096,0.0059862,0.20236,0.021174,0.52467,0.071307,0.32231,2.809,15.132,2.45,No active scaling,learning,1,1,1.0,
451,2.9895,0.019671,0.29777,0.01,-0.51685,0.85233,0.29476,3.3182,9.3139,2.31392,No active scaling,learning,1,2,1.0,
452,4.8344,0.0020241,0.32183,0.01,0.041431,0.538,0.84754,3.3738,6.6401,2.47534,No active scaling,learning,1,3,1.0,
453,7.0,0.01,0.2,0.02,0.3762,0.69767,0.4,3.5,7.4658,2.12587,No active scaling,learning,1,4,1.0,
454,2.8381,0.0105,0.24137,0.029598,0.19547,0.76259,0.44952,2.8882,11.058,2.33264,No active scaling,learning,1,5,1.0,
455,6.6892,0.010276,0.31897,0.018427,0.34493,-0.4998,0.44099,4.8623,30.629,2.76014,No active scaling,learning,1,1,2.0,
456,7.0723,0.024015,0.59022,0.01,0.30864,0.71261,0.43498,4.4861,15.334,2.6841200000000005,No active scaling,learning,1,2,2.0,
457,7.8276,0.020004,0.43719,0.24334,-0.25817,0.22443,0.38002,4.6967,37.911,2.55713,No active scaling,learning,1,3,2.0,
458,7.0,0.016833,0.51123,0.01,0.34313,0.38531,0.5,5.4731,10.0,2.7013299999999996,No active scaling,learning,1,4,2.0,
459,6.425,0.02,0.2,0.035,0.8,-0.12602,0.5,3.5,15.0,2.53968,No active scaling,learning,1,5,2.0,
460,5.0,0.01,0.3,0.081783,0.16789,0.30238,0.12319,4.6667,15.0,2.4948900000000003,No active scaling,learning,1,1,3.0,
461,5.0,0.016457,0.1,0.022246,-0.48932,-0.17364,0.18542,2.6877,15.0,2.47921,No active scaling,learning,1,2,3.0,
462,5.2589,0.012856,0.36457,0.016667,0.12843,0.76221,0.3442,3.7778,12.105,2.36131,No active scaling,learning,1,3,3.0,
463,4.7493,0.007,0.33076,0.019854,0.16701,0.35002,0.14836,4.6447,14.942,2.87325,No active scaling,learning,1,4,3.0,
464,4.3664,0.003816,0.52947,0.012351,0.13228,0.45579,0.46028,4.3605,11.94,2.4808000000000003,No active scaling,learning,1,5,3.0,
465,4.025,0.001,0.51956,0.020813,0.30278,0.96679,0.1635,4.625,11.0,2.50016,No active scaling,learning,1,1,4.0,
466,3.5478,0.001,0.53708,0.016482,0.34182,0.66668,-0.061835,3.8333,22.749,2.1756599999999997,No active scaling,learning,1,2,4.0,
467,6.25,0.0082753,0.50336,0.029963,0.64885,0.41071,0.21184,4.4828,15.465,2.11911,No active scaling,learning,1,3,4.0,
468,5.2916,0.0067573,0.39194,0.029181,0.50688,-0.016167,0.12615,4.2277,16.424,2.61537,No active scaling,learning,1,4,4.0,
469,5.0772,0.001,0.47579,0.030793,0.23237,0.6604,0.12968,2.4759,14.89,2.53264,No active scaling,learning,1,5,4.0,
470,5.6487,0.0097085,0.39028,0.020324,0.57477,-0.0083336,0.31053,3.5364,15.13,2.59696,No active scaling,learning,1,1,5.0,
471,3.0,0.0085,0.7,0.062834,0.53333,1.0,0.3,5.0,13.333,2.3380300000000007,No active scaling,learning,1,2,5.0,
472,10.0,0.001,0.69466,0.029992,0.35571,1.4234,0.24989,7.7492,40.581,2.59911,No active scaling,learning,1,3,5.0,
473,2.9855,0.001,0.31868,0.032345,-0.048144,0.82715,0.43887,2.7825,19.968,2.10713,No active scaling,learning,1,4,5.0,
474,3.9075,0.001,0.4,0.031115,0.35,0.30725,0.088513,2.8194,19.0,2.54032,No active scaling,learning,1,5,5.0,
475,3.3542,0.001,0.20024,0.019974,0.80118,1.0013,0.30086,2.4977,19.989,1.7945700000000002,No active scaling,learning,2,1,1.0,
476,5.2361,0.001,0.14907,0.017043,0.39925,0.99909,0.30042,2.731,14.991,1.78156,No active scaling,learning,2,2,1.0,
477,10.0,0.0074237,0.22526,0.020613,0.33352,0.94482,0.28369,5.1021,11.802,1.68659,No active scaling,learning,2,3,1.0,
478,3.0,0.001,0.2,0.03,0.50868,0.99999,0.3,3.5,15.0,1.7867899999999999,No active scaling,learning,2,4,1.0,
479,4.6976,0.001,0.19341,0.015,0.37866,1.0,0.38749,2.5,15.0,1.70274,No active scaling,learning,2,5,1.0,
480,2.8016,0.001,0.21143,0.01799,1.0886,0.80044,0.33358,3.2373,8.1663,1.4759,No active scaling,learning,2,1,2.0,
481,3.55,0.001,0.2,0.02,1.0,1.0,0.3,3.5,10.0,1.61768,No active scaling,learning,2,2,2.0,
482,2.8389,0.0016667,0.16845,0.01,1.0,0.8,0.6,2.8854,7.0944,1.4284000000000001,No active scaling,learning,2,3,2.0,
483,3.6724,0.001,0.2,0.019274,0.93333,1.0045,0.3,3.5865,15.0,1.67877,No active scaling,learning,2,4,2.0,
484,2.9998,0.001,0.14998,0.01,1.1029,0.67335,0.39999,2.381,15.0,1.6301,No active scaling,learning,2,5,2.0,
485,3.2977,0.001,0.2,0.01,1.0918,1.0,0.3,2.5,15.0,1.4064,No active scaling,learning,2,1,3.0,
486,4.9646,0.0013457,0.15517,0.019434,1.0087,1.0073,0.7018,2.9836,12.455,1.52191,No active scaling,learning,2,2,3.0,
487,3.0,0.0026873,0.21111,0.01,1.6,1.0,0.3,3.3333,15.0,1.5907399999999998,No active scaling,learning,2,3,3.0,
488,5.8312,0.0029962,0.18919,0.01,1.0674,0.9991,0.40609,3.9954,16.002,1.51231,No active scaling,learning,2,4,3.0,
489,5.4459,0.0014606,0.20009,0.01,1.4697,1.0892,1.408,4.8673,10.49,1.85901,No active scaling,learning,2,5,3.0,
490,3.0,0.0039826,0.088666,0.019407,1.4187,0.8,1.0064,3.5,20.0,1.35915,No active scaling,learning,2,1,4.0,
491,3.0527,0.001,0.12917,0.02036,0.93393,0.85119,0.41299,2.6575,16.215,1.4259099999999998,No active scaling,learning,2,2,4.0,
492,6.7794,0.001,0.3,0.015,1.2171,1.0395,0.6,4.6667,10.0,1.6498599999999999,No active scaling,learning,2,3,4.0,
493,5.0188,0.001,0.10057,0.014936,1.2971,0.79426,0.21444,3.4856,133770.0,1.32512,No active scaling,learning,2,4,4.0,
494,3.5209,0.0048874,0.1006,0.01,1.1389,0.97907,0.43254,3.8335,9.8849,1.5939200000000002,No active scaling,learning,2,5,4.0,
495,5.0,0.0021741,0.016209,0.019815,1.0,1.2288,1.1446,2.5,20.0,1.70245,No active scaling,learning,2,1,5.0,
496,7.3134,0.001,0.2,0.01,1.0667,1.0,0.3,3.5,8.6886,1.2244700000000002,No active scaling,learning,2,2,5.0,
497,9.1109,0.001,0.30048,0.016788,0.89103,1.3885,0.99923,3.336,2.4961,1.6283100000000001,No active scaling,learning,2,3,5.0,
498,3.0,0.0023333,0.16901,0.023847,1.6,1.0,0.66667,2.5,15.0,1.4828999999999999,No active scaling,learning,2,4,5.0,
499,6.0415,0.001,0.2,0.011891,1.0,1.0581,0.3,2.5,15.0,1.7029900000000002,No active scaling,learning,2,5,5.0,
500,9.9999,0.015,0.2,0.02,0.14432,0.71631,0.5,2.5,15.0,2.07321,No active scaling,learning,3,1,1.0,
501,6.0794,0.001,0.3094,0.023695,0.11432,0.73961,0.57382,2.8233,14.657,2.2233,No active scaling,learning,3,2,1.0,
502,3.1493,0.0037426,0.1242,0.037694,-0.035656,0.94659,0.75642,3.5978,9.9813,2.14307,No active scaling,learning,3,3,1.0,
503,3.4868,0.0072732,0.2,0.023333,-0.41774,1.0,1.0,2.9596,20.0,2.2185700000000006,No active scaling,learning,3,4,1.0,
504,7.0,0.01,0.2,0.01,-0.86821,0.62985,0.44444,2.8333,7.88,2.2039,No active scaling,learning,3,5,1.0,
505,2.8389,0.02,0.2,0.02,0.4,0.6883,0.93497,4.6667,13.733,2.35799,No active scaling,learning,3,1,2.0,
506,8.4264,0.0091642,0.22826,0.025792,0.30798,0.43784,1.3514,5.0573,14.732,2.07086,No active scaling,learning,3,2,2.0,
507,4.986,0.0031147,0.3054,0.020776,0.39338,0.39041,0.34444,3.7037,707.84,2.44435,No active scaling,learning,3,3,2.0,
508,5.0,0.001,0.19619,0.01919,-0.22874,0.6239,0.90037,4.198,15.0,2.3295500000000002,No active scaling,learning,3,4,2.0,
509,1.7079,0.02026,0.19892,0.01,0.19126,0.73327,0.82401,3.6174,15.103,1.8671200000000003,No active scaling,learning,3,5,2.0,
510,3.9542,0.0070399,0.21204,0.016469,0.47198,1.1892,1.5831,3.9447,13.911,2.0788199999999994,No active scaling,learning,3,1,3.0,
511,2.2221,0.0057082,0.18503,0.022133,0.40643,1.0041,1.2931,2.5,14.793,2.1336000000000004,No active scaling,learning,3,2,3.0,
512,9.9999,0.0051082,0.18572,0.019927,0.39289,0.9577,0.71433,3.4668,14.662,2.2139499999999996,No active scaling,learning,3,3,3.0,
513,4.5982,0.0039961,0.2048,0.034078,-0.045674,0.95464,0.55505,2.5011,16.661,2.2633300000000003,No active scaling,learning,3,4,3.0,
514,2.7702,0.001,0.2,0.02,0.4,1.0,0.81451,2.5,15.0,2.1081600000000003,No active scaling,learning,3,5,3.0,
515,5.0002,0.0038144,0.19998,0.01,0.76625,1.0001,0.29995,3.3332,13.333,2.07288,No active scaling,learning,3,1,4.0,
516,6.0164,0.0041828,0.14532,0.032451,0.8436,0.96794,0.46668,3.5687,15.682,1.6509700000000003,No active scaling,learning,3,2,4.0,
517,6.5828,0.0091197,0.21956,0.019022,0.84401,1.168,0.26821,3.7375,14.609,2.1707399999999994,No active scaling,learning,3,3,4.0,
518,5.0,0.0058333,0.19398,0.01,0.4,1.1617,0.5,4.2222,7.5858,2.19649,No active scaling,learning,3,4,4.0,
519,4.6878,0.001,0.2,0.01,0.8,0.8,0.4,2.9675,15.0,1.68661,No active scaling,learning,3,5,4.0,
520,7.4031,0.008968,0.060605,0.017413,0.5596,0.94573,0.55682,2.9222,13.07,1.76941,No active scaling,learning,3,1,5.0,
521,4.5444,0.0066384,0.11912,0.016671,0.26469,0.87375,0.75781,3.1993,23.609,1.82181,No active scaling,learning,3,2,5.0,
522,3.0,0.005,0.2,0.03,0.4,1.0,0.3,2.5,20.0,2.4261600000000003,No active scaling,learning,3,3,5.0,
523,4.0787,0.0051723,0.19747,0.023588,0.72083,1.0139,0.28631,2.9195,15.111,2.3971400000000003,No active scaling,learning,3,4,5.0,
524,4.7565,0.001,0.18961,0.020003,0.44378,0.99987,0.15532,2.5002,11.252,2.2884200000000003,No active scaling,learning,3,5,5.0,
525,9.9999,0.001,0.2,0.02,0.8,1.0,1.0,2.5,9.6319,1.29353,No active scaling,learning,4,1,1.0,
526,8.69,0.001,0.21373,0.015018,0.97023,1.0938,0.66695,2.5002,19.998,1.60381,No active scaling,learning,4,2,1.0,
527,8.7888,0.001,0.2,0.04,0.8,1.0,0.44581,2.5,30.0,1.4827100000000002,No active scaling,learning,4,3,1.0,
528,7.9369,0.0017665,0.40012,0.011586,1.1786,0.85924,0.57346,4.2638,11.634,1.61967,No active scaling,learning,4,4,1.0,
529,10.0,0.001,0.33447,0.019415,0.8,1.0,0.3,2.7778,15.0,1.72352,No active scaling,learning,4,5,1.0,
530,1.55,0.001,0.2,0.01,0.7171,1.1014,0.28497,4.6667,13.329,1.85091,No active scaling,learning,4,1,2.0,
531,2.9786,0.001,0.16667,0.019899,0.14061,0.98887,0.35232,4.2083,26.0,1.3167200000000001,No active scaling,learning,4,2,2.0,
532,5.0,0.001,0.06584,0.01,0.11873,0.87595,0.3,3.3333,11.667,1.66682,No active scaling,learning,4,3,2.0,
533,4.5761,0.001,0.094584,0.01,0.61958,0.82151,0.31061,3.5028,12.731,1.7111800000000001,No active scaling,learning,4,4,2.0,
534,6.3335,0.001,0.1,0.01,0.4,1.0,0.5,3.5,15.762,1.57078,No active scaling,learning,4,5,2.0,
535,4.2536,0.001,0.1,0.015907,0.53333,1.0,0.3,2.9224,15.0,1.4808099999999997,No active scaling,learning,4,1,3.0,
536,3.0,0.011209,0.2,0.02,0.59233,0.87525,0.3,5.0,15.0,1.27976,No active scaling,learning,4,2,3.0,
537,3.1391,0.001,0.18212,0.01,0.45958,1.0678,0.21826,3.4582,15.571,1.3738,No active scaling,learning,4,3,3.0,
538,7.0,0.005,0.3,0.016914,0.58442,1.0,0.3,7.9216,20.0,2.15132,No active scaling,learning,4,4,3.0,
539,4.1833,0.001,0.2,0.01795,0.53333,1.3333,0.5,5.7656,14.67,1.60108,No active scaling,learning,4,5,3.0,
540,7.5891,0.001,0.24987,0.023825,0.56741,0.87532,0.41437,6.7195,18.221,1.4501899999999999,No active scaling,learning,4,1,4.0,
541,6.4078,0.001,0.093678,0.016804,0.60628,0.65257,0.2965,4.8171,10.03,1.4704,No active scaling,learning,4,2,4.0,
542,5.0857,0.001,0.17267,0.01,0.38486,1.0001,0.30009,3.8886,15.557,1.6112099999999998,No active scaling,learning,4,3,4.0,
543,4.8748,0.001,0.10917,0.019178,0.48181,0.99993,0.51433,3.4923,19.999,1.52998,No active scaling,learning,4,4,4.0,
544,7.4695,0.0045479,0.26913,0.01,0.65444,0.9431,0.37726,6.559,15.629,1.6991399999999999,No active scaling,learning,4,5,4.0,
545,4.5769,0.001,0.24756,0.020281,0.26501,0.51146,0.42622,4.2213,11.561,1.68629,No active scaling,learning,4,1,5.0,
546,9.6144,0.001,0.10217,0.013006,0.694,0.64304,0.37856,3.1247,19.82,1.4043800000000002,No active scaling,learning,4,2,5.0,
547,8.5579,0.001,0.2,0.015954,0.38627,0.8,0.4,3.5,15.0,1.5951499999999998,No active scaling,learning,4,3,5.0,
548,5.1189,0.001,0.2024,0.030908,0.76372,0.383,0.32143,3.2628,15.322,1.7656200000000002,No active scaling,learning,4,4,5.0,
549,6.0607,0.0014335,0.08785,0.019993,0.52305,0.73973,0.42676,3.5009,20.002,1.3445300000000002,No active scaling,learning,4,5,5.0,
550,3.3996,0.001,0.082726,0.0125,0.70168,0.83086,0.26383,5.4439,33.662,1.516,No active scaling,learning,5,1,1.0,
551,2.4999,0.001,0.0,0.022819,0.71514,0.70436,-0.041605,3.0366,19.288,1.9626299999999997,No active scaling,learning,5,2,1.0,
552,3.0334,0.0069033,0.14742,0.023441,0.95483,0.98484,0.23876,5.0538,22.244,1.6957799999999998,No active scaling,learning,5,3,1.0,
553,3.9435,0.0050273,0.17106,0.01,1.1223,1.3975,0.53279,6.1941,18.03,1.69509,No active scaling,learning,5,4,1.0,
554,4.1899,0.0024527,0.0,0.01,0.8,1.0,0.3,3.1896,30.0,1.5562,No active scaling,learning,5,5,1.0,
555,2.6975,0.0037589,0.13139,0.036206,1.2079,0.84307,0.40084,4.0736,28.759,1.6106000000000003,No active scaling,learning,5,1,2.0,
556,2.8516,0.0084413,0.20139,0.021329,1.1333,1.0161,0.40441,3.4847,14.946,1.8961200000000002,No active scaling,learning,5,2,2.0,
557,6.8264,0.001,0.1807,0.02807,0.75657,0.91791,0.26863,2.6672,14.614,1.25239,No active scaling,learning,5,3,2.0,
558,7.7693,0.0019777,0.2,0.016905,1.0,0.8,0.28585,3.5,15.0,1.4010899999999997,No active scaling,learning,5,4,2.0,
559,6.6666,0.001,0.28288,0.01,0.8,1.0,0.3,2.5,6.6183,1.70868,No active scaling,learning,5,5,2.0,
560,1.7467,0.001,0.082272,0.016793,0.99364,0.8316,0.30615,3.5143,19.067,1.65659,No active scaling,learning,5,1,3.0,
561,3.0309,0.001,0.20098,0.01,0.91206,0.99805,0.22244,3.5007,9.9129,1.5217500000000002,No active scaling,learning,5,2,3.0,
562,3.0,0.001,0.2,0.023869,0.821,0.80268,0.3,3.3333,15.0,1.2425400000000002,No active scaling,learning,5,3,3.0,
563,2.9979,0.001,0.16699,0.01,0.79902,0.85358,0.39986,3.4975,199.89,1.6032799999999998,No active scaling,learning,5,4,3.0,
564,4.9947,0.001,0.12228,0.01,1.0665,0.54097,0.60118,3.7737,15.009,1.8180900000000002,No active scaling,learning,5,5,3.0,
565,9.9999,0.001,0.3,0.02,1.0775,1.0485,0.3,3.5,5.4485,1.78737,No active scaling,learning,5,1,4.0,
566,8.8492,0.001,0.17973,0.036299,0.91167,0.82061,0.30782,2.6352,10.957,1.37625,No active scaling,learning,5,2,4.0,
567,10.0,0.001,0.19571,0.01,1.155,0.93629,0.3,2.5,15.0,1.33128,No active scaling,learning,5,3,4.0,
568,8.2007,0.001,0.24436,0.029979,1.2977,1.175,0.46198,2.9105,18.006,1.3967800000000001,No active scaling,learning,5,4,4.0,
569,7.0,0.001,0.14427,0.02,0.8,1.0634,0.3,2.5,15.0,1.3222999999999998,No active scaling,learning,5,5,4.0,
570,6.3501,0.001,0.4,0.021788,0.59549,1.0,0.6,3.3333,40.0,1.8460999999999999,No active scaling,learning,5,1,5.0,
571,4.0751,0.001,0.10867,0.02,0.8,1.0,0.5,2.5,10.0,1.8850500000000001,No active scaling,learning,5,2,5.0,
572,4.2471,0.001,0.2,0.015903,0.69358,1.0,0.3,3.6097,147.74,1.5143299999999997,No active scaling,learning,5,3,5.0,
573,3.1554,0.001,0.2,0.02,0.65228,0.8,0.3,2.5,15.0,1.41808,No active scaling,learning,5,4,5.0,
574,4.3302,0.0056898,0.3,0.02,0.8,1.0989,0.6,4.0256,9.7411,1.61566,No active scaling,learning,5,5,5.0,
575,3.5033,0.0010001,0.40294,0.01,0.34398,1.2566,0.37761,2.4712,10.941,2.15336,No active scaling,learning,6,1,1.0,
576,3.0,0.0053083,0.4,0.036916,0.61883,1.0764,0.6,2.5,15.0,2.2054,No active scaling,learning,6,2,1.0,
577,5.0,0.005,0.34803,0.016446,0.63802,0.8,0.6,3.3333,30.0,2.10011,No active scaling,learning,6,3,1.0,
578,2.9853,0.0075399,0.19698,0.020151,0.64404,0.99527,1.2959,2.4868,15.061,2.2616799999999997,No active scaling,learning,6,4,1.0,
579,4.2307,0.0019056,0.2964,0.015,0.35985,0.8,0.3808,3.7222,9.6871,2.48236,No active scaling,learning,6,5,1.0,
580,2.7637,0.001,0.20007,0.02,0.79999,0.70695,0.23946,3.3329,14.998,2.32515,No active scaling,learning,6,1,2.0,
581,3.0158,0.001,0.27476,0.01,0.68465,0.86209,0.29964,2.4858,15.065,1.8125799999999999,No active scaling,learning,6,2,2.0,
582,4.6504,0.001,0.21353,0.014834,0.8,0.71138,0.5,3.5,13.333,1.9590899999999998,No active scaling,learning,6,3,2.0,
583,4.2287,0.001,0.28333,0.02,0.8,0.44503,0.28843,2.5,15.0,1.9630999999999996,No active scaling,learning,6,4,2.0,
584,3.0,0.001,0.2,0.01,0.8,0.65965,0.66667,3.3333,10.333,2.0445699999999998,No active scaling,learning,6,5,2.0,
585,3.0,0.0058333,0.1,0.017151,0.90328,1.0,0.4,2.7526,20.0,1.65911,No active scaling,learning,6,1,3.0,
586,2.2922,0.0061729,0.2,0.015,0.8,1.0,0.3,3.3333,30.0,1.8709099999999999,No active scaling,learning,6,2,3.0,
587,3.1633,0.001,0.1,0.01,0.8,1.0,0.3,2.882,15.0,1.28605,No active scaling,learning,6,3,3.0,
588,4.3408,0.001,0.19982,0.020197,0.81091,1.2409,0.29031,3.5446,15.159,1.65753,No active scaling,learning,6,4,3.0,
589,5.0053,0.001,0.19664,0.022017,0.80757,1.1135,0.29453,3.0364,14.933,1.6929499999999997,No active scaling,learning,6,5,3.0,
590,5.594,0.001,0.2,0.028016,0.8,0.93547,0.3,2.5,15.0,1.7997899999999998,No active scaling,learning,6,1,4.0,
