,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
212,0.14118,0.01,0.39817,0.24378,1.0159,0.64612,3.5791,-51.043,2.0810299999999993,No tree,generalization,3,3,,
213,0.084229,0.01847,0.3838,0.20745,1.0844,0.72044,3.8661,-101.3,2.2173299999999996,No tree,generalization,3,4,,
214,0.3,0.01,0.5,0.20356,0.8,0.72358,4.6057,10.0,2.11507,No tree,generalization,3,5,,
215,0.38095,0.32851,0.59339,1.0617,1.0776,0.34014,2.6081,14.349,2.5117900000000004,No tree,generalization,4,1,,
216,0.35918,0.48855,0.59911,0.99744,1.0007,0.29953,2.4987,14.994,2.48643,No tree,generalization,4,2,,
217,0.3501,0.483,1.0129,1.0668,0.99986,-2.7001,2.7775,-23.332,2.84016,No tree,generalization,4,3,,
218,0.28155,0.43485,0.5,0.8,1.0,0.3,2.5,15.0,2.6905900000000003,No tree,generalization,4,4,,
219,0.27512,0.23665,1.0881,0.74117,0.79886,0.20581,2.3458,17.888,2.6750800000000003,No tree,generalization,4,5,,
220,0.32913,0.01,0.43436,0.48481,1.2917,0.51197,5.0729,-179.56,2.72332,No tree,generalization,5,1,,
221,0.47811,0.02,0.5,0.4,1.5,0.3,2.5,15.0,2.5464700000000002,No tree,generalization,5,2,,
222,0.32327,0.019535,0.41281,0.67626,1.1111,0.62119,3.0988,20.0,2.57135,No tree,generalization,5,3,,
223,0.38759,0.044561,0.50901,0.30728,0.98197,0.33241,3.3754,15.144,1.99985,No tree,generalization,5,4,,
224,0.33131,0.03992,0.37601,0.57359,1.0232,0.13881,2.942,16.984,2.4600999999999997,No tree,generalization,5,5,,
225,0.17439,0.010278,0.46344,1.0,1.0,0.71519,3.5,-694.73,1.6234099999999998,No tree,generalization,6,1,,
226,0.15204,0.01,0.25,0.80017,1.041,0.49606,4.6662,-13.388,1.7930699999999997,No tree,generalization,6,2,,
227,0.20171,0.029991,0.32877,0.98938,1.0004,0.73528,4.4453,0.0073785,1.79238,No tree,generalization,6,3,,
228,0.16828,0.03,0.43617,1.0,1.0,0.3,3.5,15.0,1.6642700000000001,No tree,generalization,6,4,,
229,0.19273,0.01,0.39446,0.9066,1.0582,1.1995,3.6769,-54.787,1.53506,No tree,generalization,6,5,,
230,0.28329,0.022833,0.25,1.0184,1.2426,0.45771,8.1123,48.936,2.07417,No tree,generalization,7,1,,
231,0.3,0.020372,0.35724,0.92523,0.84331,0.4,3.8003,15.0,1.8769599999999997,No tree,generalization,7,2,,
232,0.3,0.020755,0.38142,0.8,1.0,0.73333,4.2778,-59.211,1.82279,No tree,generalization,7,3,,
233,0.028018,0.025684,0.41705,0.64072,0.92606,0.49105,3.8152,-133.88,1.63855,No tree,generalization,7,4,,
234,0.0,0.02712,0.5,0.8,0.8,1.0,3.5,-36.847,1.9213099999999996,No tree,generalization,7,5,,
235,0.0,0.03,0.25,0.53334,1.1403,0.4,5.0887,-8.8641,2.0725100000000003,No tree,generalization,8,1,,
236,0.0,0.026667,0.25,0.81226,0.86682,0.28061,3.5389,13.333,2.12269,No tree,generalization,8,2,,
237,0.037984,0.01,0.25,0.66478,1.1164,0.39615,4.9808,30.088,2.0447200000000003,No tree,generalization,8,3,,
238,0.091022,0.063472,0.29837,0.64789,1.228,0.57223,3.8627,9.3641,1.7533100000000001,No tree,generalization,8,4,,
239,0.22651,0.02006,0.25,0.4614,1.0698,0.43995,5.018,13.312,1.5596,No tree,generalization,8,5,,
240,0.0,0.026175,0.49409,0.4,1.0,0.49541,3.8889,-35.0,1.9701,No tree,generalization,9,1,,
241,0.044444,0.023342,0.49981,0.40016,1.0002,0.66664,4.6655,181.67,1.8467500000000001,No tree,generalization,9,2,,
242,0.04519,0.017397,0.47214,0.46755,1.018,1.1703,4.208,35.552,2.11506,No tree,generalization,9,3,,
243,0.25945,0.01,0.49537,0.4,1.1111,0.44444,4.1328,26.667,1.99131,No tree,generalization,9,4,,
244,0.24091,0.024627,0.47162,0.32768,0.89669,1.0145,5.1786,18.915,2.03266,No tree,generalization,9,5,,
245,0.3,0.018685,0.5,0.8,0.8,0.3,6.4055,15.0,2.3247099999999996,No tree,generalization,10,1,,
246,0.31024,0.049122,0.50125,0.6677,1.3766,0.89908,5.3888,95.582,2.0303199999999997,No tree,generalization,10,2,,
247,0.3,0.03,0.51957,0.4,0.8448,0.5,5.0,4.1837,1.7187999999999999,No tree,generalization,10,3,,
248,0.0,0.034403,0.50585,0.41004,0.80133,0.38263,4.7388,30.344,2.08723,No tree,generalization,10,4,,
249,0.27079,0.031627,0.52785,0.80719,1.008,0.3052,5.1771,13.391,1.7966800000000003,No tree,generalization,10,5,,
250,0.3,0.01,1.4759,0.66395,0.8,0.3,2.5,15.0,2.11672,No tree,generalization,11,1,,
251,0.4,0.02,1.2236,0.64568,1.0,0.3,2.5,6.1517,1.6822799999999998,No tree,generalization,11,2,,
252,0.59982,0.033199,1.7115,0.76709,1.105,0.14531,3.0346,15.84,1.8977800000000002,No tree,generalization,11,3,,
253,0.1,0.02,1.0,0.8,0.8,0.3,2.5,15.0,2.3608000000000002,No tree,generalization,11,4,,
254,0.3965,0.018033,1.1672,0.77267,0.99997,0.27702,2.5004,4.6626,1.87025,No tree,generalization,11,5,,
255,0.096722,0.01,0.52041,0.30624,0.92055,0.38706,4.9217,38.594,2.19614,No tree,generalization,12,1,,
256,0.16866,0.031358,0.5082,0.38019,0.88779,0.73571,4.67,27.423,1.8988699999999998,No tree,generalization,12,2,,
257,0.21261,0.037173,0.63537,0.4,1.0,0.3,4.6666,20.0,1.9378499999999999,No tree,generalization,12,3,,
258,0.1376,0.012364,0.46333,0.51461,0.80013,0.29998,3.5,24.443,2.05079,No tree,generalization,12,4,,
259,0.067562,0.030446,0.49971,0.39352,0.99074,0.67327,3.7136,5.5362,2.28565,No tree,generalization,12,5,,
260,0.3,0.01,0.5,1.0667,0.92315,0.92975,3.5,0.0,1.57647,No tree,generalization,13,1,,
261,0.13541,0.036693,0.3999,0.81481,0.76271,1.4236,4.5919,5.6472,2.04219,No tree,generalization,13,2,,
262,0.18985,0.013289,0.31665,0.76658,0.79164,0.51333,5.8382,-237.35,1.97199,No tree,generalization,13,3,,
263,0.0,0.01,0.37458,0.83557,0.82963,0.51916,3.6974,-0.062918,2.0226200000000003,No tree,generalization,13,4,,
264,0.056335,0.01,0.32823,1.2187,0.48683,1.2755,4.0254,14.083,1.72443,No tree,generalization,13,5,,
265,0.35987,0.01,0.92617,0.44448,1.3333,-0.12413,9.3331,16.666,2.6143899999999998,No tree,generalization,14,1,,
266,0.2157,0.026667,0.86672,0.4,0.82861,0.3,3.7497,140.0,1.84006,No tree,generalization,14,2,,
267,0.216,0.025555,0.89968,0.43096,1.1457,0.42964,5.9062,1.2368,2.17387,No tree,generalization,14,3,,
268,0.34697,0.020003,0.99973,0.40022,0.8001,-0.00015062,3.4993,14.997,1.7870000000000001,No tree,generalization,14,4,,
269,0.39979,0.049979,0.62133,0.29157,1.4995,-0.24974,8.1238,8.1494,1.92868,No tree,generalization,14,5,,
270,0.14495,0.01,0.25,0.68549,1.2679,0.49939,3.5026,30.009,1.9567800000000002,No tree,generalization,15,1,,
271,0.15455,0.021066,0.25,0.8,1.7222,0.5,4.6667,20.0,2.04397,No tree,generalization,15,2,,
272,0.2,0.023299,0.25,0.81186,1.3276,1.2756,3.6446,13.881,2.01992,No tree,generalization,15,3,,
273,0.0,0.01,0.25,0.80243,1.0994,0.43221,4.6667,17.222,2.5569100000000002,No tree,generalization,15,4,,
274,0.28102,0.015,0.5,0.5787,1.5,0.3,3.3157,15.0,1.94312,No tree,generalization,15,5,,
275,0.28932,0.01,0.54791,0.81788,0.97222,1.1257,4.6042,-481.34,1.777,No tree,generalization,16,1,,
276,0.16724,0.02447,0.51617,0.70713,0.85666,0.86927,3.3157,15.655,1.5003800000000003,No tree,generalization,16,2,,
277,0.14624,0.020995,0.53008,0.92273,0.9706,1.1614,4.5645,-3390.9,1.6738,No tree,generalization,16,3,,
278,0.096138,0.01,0.47358,0.52167,1.0738,1.3032,4.6667,-7.8797,1.93521,No tree,generalization,16,4,,
279,0.0,0.034569,0.51648,0.7722,0.7175,1.1785,3.5904,-114.86,1.87914,No tree,generalization,16,5,,
280,0.29582,0.01,0.48424,0.40236,0.7823,0.63782,3.9169,13.978,1.6238800000000002,No tree,generalization,17,1,,
281,0.093064,0.01,0.42201,0.53333,0.8,0.37941,2.5,15.0,2.14077,No tree,generalization,17,2,,
282,0.04351,0.0176,0.41442,0.20973,0.94106,0.64484,5.1813,89.497,2.1087300000000004,No tree,generalization,17,3,,
283,0.22519,0.021165,0.44434,0.47427,1.2062,0.78131,5.6747,-14.891,1.8906800000000001,No tree,generalization,17,4,,
284,0.20001,0.020531,0.38887,0.39998,1.0667,0.65003,4.0498,20.0,1.72226,No tree,generalization,17,5,,
285,0.0,0.03,0.25,0.53583,0.89139,0.3,3.5,15.0,1.7151000000000003,No tree,generalization,18,1,,
286,0.0,0.06,0.5,0.58972,1.0667,0.3,3.5,20.0,1.83046,No tree,generalization,18,2,,
287,0.070939,0.031991,0.41155,0.70355,1.607,0.25139,6.7794,21.31,1.5213,No tree,generalization,18,3,,
288,0.14074,0.017613,0.45689,0.32081,1.0864,0.24385,4.8606,-25.133,2.04394,No tree,generalization,18,4,,
289,0.10562,0.014033,0.49635,0.65939,0.9,0.53904,4.0652,-69.68,1.8599799999999997,No tree,generalization,18,5,,
290,0.2234,0.044791,0.42068,1.0,0.8,0.5,4.3376,-310.34,2.70595,No tree,generalization,19,1,,
291,0.40465,0.057428,0.31407,1.2608,1.232,1.0498,5.6958,152.17,2.10134,No tree,generalization,19,2,,
292,0.31057,0.029956,0.33193,0.74553,1.0176,0.54566,6.6285,-108.32,2.0604500000000003,No tree,generalization,19,3,,
293,0.25313,0.077642,0.25,1.0667,1.1852,0.46725,8.8148,-237470.0,1.8384,No tree,generalization,19,4,,
294,0.29777,0.039777,0.25,1.0113,0.64496,0.0018595,6.9916,19.961,2.1350000000000002,No tree,generalization,19,5,,
295,0.26641,0.03,0.5,0.8,1.0,0.99999,4.5616,10.0,2.02532,No tree,generalization,20,1,,
296,0.1913,0.03059,0.25,1.0,0.88873,1.8141,9.8015,-42.141,1.7391999999999999,No tree,generalization,20,2,,
297,0.10009,0.019988,0.48641,0.80044,0.80006,0.67228,3.499,9.9965,1.8623100000000001,No tree,generalization,20,3,,
298,0.14529,0.028782,0.56217,0.65375,1.2067,1.5856,4.7824,11.994,1.7832599999999998,No tree,generalization,20,4,,
299,0.054027,0.027487,0.41131,0.42963,1.0,0.95017,4.5949,24.444,1.7776299999999998,No tree,generalization,20,5,,
300,0.071446,0.032683,0.3379,0.49381,0.7984,1.0278,3.504,19.961,2.25152,No tree,generalization,21,1,,
301,0.23732,0.01,0.47222,0.55995,1.4815,1.5044,4.0,-6.0555e-06,2.16851,No tree,generalization,21,2,,
302,0.27771,0.019603,0.44444,0.35747,0.81429,1.0123,3.5357,18.722,1.9113300000000002,No tree,generalization,21,3,,
303,0.26707,0.01,0.56445,0.74338,1.0782,1.373,3.8757,30.626,2.0102300000000004,No tree,generalization,21,4,,
304,0.082487,0.025399,0.41842,0.54872,0.99133,1.5793,3.9752,63.299,1.7301600000000001,No tree,generalization,21,5,,
305,0.33087,0.040098,0.84945,0.033659,0.99835,0.6444,26.088,9.991,2.1014600000000003,No tree,generalization,22,1,,
306,0.37929,0.029968,0.67491,0.72844,0.8122,0.29959,12.818,14.398,1.9234200000000001,No tree,generalization,22,2,,
307,0.24666,0.022907,0.5,0.74223,0.78895,0.3,7.1316,8.8868,2.1379799999999998,No tree,generalization,22,3,,
308,0.13148,0.042394,0.44187,0.46643,0.77247,0.39505,5.2039,57.348,1.9446,No tree,generalization,22,4,,
309,0.069453,0.03226,0.50242,0.88913,0.79992,0.48598,5.4824,-338.1,1.70283,No tree,generalization,22,5,,
310,0.0,0.013333,0.52106,0.67689,1.0592,0.6,7.0,20.0,1.61447,No tree,generalization,23,1,,
311,0.0,0.01,0.46724,0.8,1.0,1.35,4.6667,4.6882,1.71751,No tree,generalization,23,2,,
312,0.1,0.016666,0.40046,0.71641,1.0886,0.66668,5.8334,-5.5047e-05,1.6282,No tree,generalization,23,3,,
313,0.20077,0.017931,0.78826,0.75802,0.76095,1.1582,3.6923,11.537,1.7864499999999999,No tree,generalization,23,4,,
314,0.045758,0.016663,0.49235,0.79927,1.2011,1.3989,5.9609,-89.998,1.59574,No tree,generalization,23,5,,
315,0.0,0.01,0.25,1.1467,1.5,0.87501,6.4251,25.25,2.17197,No tree,generalization,24,1,,
316,0.118,0.027121,0.49532,0.40643,1.2294,0.30621,4.6343,-105.83,1.9576799999999999,No tree,generalization,24,2,,
317,0.17685,0.020642,0.38303,0.43406,1.1763,1.5021,4.7569,4.7759,1.43523,No tree,generalization,24,3,,
318,0.064714,0.015614,0.32871,0.80165,1.5425,0.36525,3.9539,18.946,1.956,No tree,generalization,24,4,,
319,0.0,0.01,0.25,0.53553,1.5,0.625,4.6251,14.75,1.27412,No tree,generalization,24,5,,
320,0.0,0.01,0.42398,0.3234,1.2601,0.60363,2.9035,20.656,1.8326,No tree,generalization,25,1,,
321,0.0,0.020306,0.45833,0.4,1.0667,0.25817,3.3302,15.0,1.6735,No tree,generalization,25,2,,
322,0.0,0.01,0.41027,0.4,1.0,0.3,2.5,-90.0,1.88462,No tree,generalization,25,3,,
323,0.0,0.01,0.25,0.4039,1.0047,0.49493,3.2963,14.882,1.84888,No tree,generalization,25,4,,
324,0.05232,0.01,0.33618,0.55641,1.1179,0.22338,2.9675,14.057,1.99891,No tree,generalization,25,5,,
325,0.15218,0.021601,0.36127,0.61101,1.6668,0.55622,4.22,-133.32,1.7567799999999998,No tree,generalization,26,1,,
326,0.059783,0.032239,0.49864,0.43614,1.0953,0.69704,2.8292,9.716,1.9362400000000002,No tree,generalization,26,2,,
327,0.0,0.029072,0.34156,0.55035,1.2423,0.4,3.5,15.0,1.4960999999999998,No tree,generalization,26,3,,
328,0.14322,0.02002,0.49983,0.35415,1.5013,0.66696,3.3351,6.6759,1.9688700000000001,No tree,generalization,26,4,,
329,0.28059,0.01,0.25,0.14836,2.0972,0.85357,5.4162,11.058,1.72608,No tree,generalization,26,5,,
330,0.3693,0.015,0.69653,1.0667,1.6021,0.5,3.5313,15.0,1.81022,No tree,generalization,27,1,,
331,0.28553,0.02941,0.67108,0.81272,1.4436,0.18307,3.2051,20.113,1.8782699999999999,No tree,generalization,27,2,,
332,0.23333,0.01,0.5,0.83971,1.5,0.66667,3.5,20.0,1.8933500000000003,No tree,generalization,27,3,,
333,0.29615,0.019871,0.51568,0.81128,1.6329,0.29582,4.6522,14.949,1.77667,No tree,generalization,27,4,,
334,0.2,0.02,0.5,0.8,1.0,0.3,3.441,30.0,1.9368100000000001,No tree,generalization,27,5,,
335,0.20754,0.01,0.52027,0.67239,1.0677,0.4655,4.2384,11.761,2.34446,No tree,generalization,28,1,,
336,0.23576,0.01,0.48908,0.74693,1.0547,0.72295,6.7584,-6.0828,2.18265,No tree,generalization,28,2,,
337,0.0,0.032222,0.50401,0.30926,0.72088,0.33249,3.2031,16.037,2.1156699999999997,No tree,generalization,28,3,,
338,0.24904,0.036853,0.63761,0.84084,0.74464,0.33201,3.6251,4.8703,2.00404,No tree,generalization,28,4,,
339,0.27107,0.011515,0.65738,0.39997,0.99996,0.48142,3.5001,15.0,1.9237600000000001,No tree,generalization,28,5,,
340,0.18885,0.042938,0.49819,0.84144,1.4679,0.40478,4.6559,3.3194,1.53791,No tree,generalization,29,1,,
341,0.081197,0.013697,0.48948,1.1987,1.6354,0.53737,4.4695,-13.419,1.9027900000000002,No tree,generalization,29,2,,
342,0.10085,0.01764,0.52692,0.90619,1.3355,0.22331,3.4688,15.944,1.93251,No tree,generalization,29,3,,
343,0.21009,0.029323,0.44996,0.8945,1.7477,0.21818,5.1334,-63.85,1.39846,No tree,generalization,29,4,,
344,0.23092,0.01,0.5,0.8,1.4974,0.3,3.7699,14.168,1.9452500000000001,No tree,generalization,29,5,,
345,0.20001,0.020001,0.50002,0.39996,1.0666,1.793,6.999,19.996,1.91271,No tree,generalization,30,1,,
346,0.27912,0.01,0.52447,0.38235,0.72296,1.4957,4.4719,15.139,1.99021,No tree,generalization,30,2,,
347,0.3,0.01,0.56388,0.4,0.8,1.35,6.1464,15.0,2.14776,No tree,generalization,30,3,,
348,0.1079,0.022457,0.50762,0.4,0.54544,1.2162,4.9527,20.0,2.1255800000000002,No tree,generalization,30,4,,
349,0.10458,0.028148,0.50878,0.38893,0.70777,0.74114,3.5474,18.781,2.34726,No tree,generalization,30,5,,
350,0.11111,0.01,0.52327,0.54508,0.8229,0.32761,3.8541,30.408,1.9428900000000002,No tree,generalization,31,1,,
351,0.19985,0.020002,0.50571,0.48788,1.0003,0.50028,4.9993,30.003,2.1593600000000004,No tree,generalization,31,2,,
352,0.076,0.01,0.465,0.79505,1.0117,0.11154,3.5263,5.2981,1.9112199999999997,No tree,generalization,31,3,,
353,0.2713,0.014797,0.38731,0.98772,1.1675,0.65031,4.6763,-5.9243,1.9174700000000002,No tree,generalization,31,4,,
354,0.15627,0.020521,0.5,0.53333,1.0775,0.33333,3.3333,-53.396,1.82938,No tree,generalization,31,5,,
355,0.14315,0.018316,0.5,0.53333,0.82353,0.4,6.6589,10.0,1.79071,No tree,generalization,32,1,,
356,0.12354,0.01,0.5,0.4,0.8,0.52803,6.5178,-1.7997,1.36677,No tree,generalization,32,2,,
357,0.0,0.01,0.40894,0.56081,1.0068,0.6723,5.5362,-180.69,1.8738100000000002,No tree,generalization,32,3,,
358,0.065284,0.012363,0.5146,0.37167,0.98734,0.54887,4.6667,19.799,1.41898,No tree,generalization,32,4,,
359,0.12163,0.019855,0.49285,0.44618,1.0493,0.56358,6.5224,5.7231,1.33452,No tree,generalization,32,5,,
360,0.29647,0.024278,1.0,0.39463,0.41296,0.33333,5.9734,15.0,2.40036,No tree,generalization,33,1,,
361,0.2673,0.047686,1.0145,0.28494,0.8,0.39756,5.4444,15.556,2.22052,No tree,generalization,33,2,,
362,0.3,0.02,1.0,0.4,0.8,0.0,5.0,93.761,2.4142,No tree,generalization,33,3,,
363,0.28334,0.03,1.0,0.4,1.0,0.3,5.8626,20.0,2.1159799999999995,No tree,generalization,33,4,,
364,0.38677,0.01,0.97162,-0.21982,0.88587,0.15428,5.7453,11.043,1.90727,No tree,generalization,33,5,,
365,0.2739,0.030971,0.49954,0.3781,1.0385,1.131,7.0546,-67.58,2.1581900000000003,No tree,generalization,34,1,,
366,0.0,0.01,0.41091,0.30345,0.8,0.66666,3.5,-32.016,1.8691900000000001,No tree,generalization,34,2,,
367,0.30453,0.024344,0.51682,0.39568,0.82592,0.47026,4.6679,-44.458,2.20465,No tree,generalization,34,3,,
368,0.048935,0.02,0.5,0.4,1.0667,1.0656,3.5,40.0,2.00224,No tree,generalization,34,4,,
369,0.21096,0.029997,0.47605,0.44441,0.91832,0.66679,4.8743,-48.388,1.83447,No tree,generalization,34,5,,
370,0.33874,0.06,0.25,0.30827,0.75,0.68749,1.8125,12.125,2.72884,No tree,generalization,35,1,,
371,0.26538,0.1855,0.31217,0.57081,1.25,0.37848,2.3125,13.0,2.4549,No tree,generalization,35,2,,
372,0.3,0.27594,0.25,0.67998,0.99999,1.2882,3.0,7.6847,2.70398,No tree,generalization,35,3,,
373,0.1962,0.10632,0.25,0.63207,1.0,0.4,2.5,15.0,2.49754,No tree,generalization,35,4,,
374,0.40069,0.032997,0.25,0.61375,0.86956,0.48479,2.2717,28.956,2.8974800000000003,No tree,generalization,35,5,,
375,0.29509,0.016667,0.50409,0.41097,1.0082,0.29477,4.4436,15.065,2.02124,No tree,generalization,36,1,,
376,0.21148,0.021884,0.5,0.57066,1.0,0.3,3.5,-26.989,2.0218,No tree,generalization,36,2,,
377,0.14453,0.040049,0.50041,0.40053,1.3342,0.69552,4.6648,10.004,1.99068,No tree,generalization,36,3,,
378,0.26012,0.01,0.50002,0.39997,1.5226,0.40003,5.0026,30.0,1.6953099999999999,No tree,generalization,36,4,,
379,0.3,0.01,0.52778,0.4,1.1811,0.37448,5.0,7.2888,1.8906599999999998,No tree,generalization,36,5,,
380,0.0,0.04,0.375,0.8,1.0,0.3,3.5,-169.37,1.7158000000000002,No tree,generalization,37,1,,
381,0.0,0.01582,0.25,1.0,1.3333,0.19985,3.5,-15.073,1.66112,No tree,generalization,37,2,,
382,0.041809,0.058293,0.41295,1.0518,1.2298,0.56634,5.1025,9.7152,1.81629,No tree,generalization,37,3,,
383,0.0,0.03,0.48611,1.0,1.0,0.66666,4.6317,104.85,1.3711100000000003,No tree,generalization,37,4,,
384,0.0,0.020649,0.43486,0.85687,1.0262,0.34294,3.6975,22.777,1.46354,No tree,generalization,37,5,,
385,0.069794,0.01,0.36974,0.55271,0.90433,0.38884,5.4559,12.916,2.0898600000000003,No tree,generalization,38,1,,
386,0.071054,0.03,0.44066,0.2626,1.0667,1.0,4.7686,13.333,1.9030199999999997,No tree,generalization,38,2,,
387,0.0,0.023333,0.33333,0.4,0.8,0.71977,3.8694,20.0,1.8241800000000001,No tree,generalization,38,3,,
388,0.065348,0.032318,0.51156,0.4,0.81742,0.65812,3.8907,15.0,2.22503,No tree,generalization,38,4,,
389,0.091945,0.01,0.49127,0.4,0.89571,0.4,3.6578,15.0,2.13838,No tree,generalization,38,5,,
390,0.0,0.03,0.4201,0.4,1.0,0.66666,4.5471,15.0,2.12353,No tree,generalization,39,1,,
391,0.0,0.032765,0.50137,0.40227,1.0038,0.66376,5.0068,14.969,2.0766699999999996,No tree,generalization,39,2,,
392,0.066707,0.027341,0.41213,0.5169,1.0835,0.58079,5.5828,-281.52,2.04614,No tree,generalization,39,3,,
393,0.33305,0.024444,0.51241,0.49609,1.1111,0.29789,4.8272,-9.5358,1.8297,No tree,generalization,39,4,,
394,0.32841,0.010833,0.39701,0.83041,1.3339,0.70957,7.2511,8.8182,2.1482699999999997,No tree,generalization,39,5,,
395,0.19029,0.01,0.47646,0.73655,1.1219,0.30137,3.42,153.0,1.9652900000000002,No tree,generalization,40,1,,
396,0.3,0.01,0.44931,1.0667,1.1111,1.6526,4.6667,13.551,2.17211,No tree,generalization,40,2,,
397,0.19662,0.02,0.25,0.8,0.85733,0.53333,7.0,8.1233,1.5175199999999998,No tree,generalization,40,3,,
398,0.12644,0.054758,0.38654,0.84345,1.3577,0.28418,4.8541,25.254,2.0339,No tree,generalization,40,4,,
399,0.13815,0.039426,0.49298,0.80092,1.0019,1.0895,3.8072,-346.08,1.9969299999999996,No tree,generalization,40,5,,
400,0.038889,0.015,0.31234,0.34213,1.1718,1.4436,7.2583,-2621.7,1.70037,No tree,eye tracking,1,1,,
401,0.0,0.01,0.5,0.4,0.8,0.97334,7.0,40.0,1.49368,No tree,eye tracking,1,2,,
402,0.067971,0.019804,0.50348,0.59737,1.0829,0.26324,4.6887,11.057,2.23717,No tree,eye tracking,1,3,,
403,0.0,0.01,0.63535,0.05,1.214,0.83951,4.625,-38.013,1.44147,No tree,eye tracking,1,4,,
404,0.0,0.020019,0.53725,0.23276,0.79914,0.49989,4.6645,19.992,1.3185699999999998,No tree,eye tracking,1,5,,
405,0.15391,0.023333,0.50987,0.8,0.8,0.2,2.5,15.0,2.36252,No tree,eye tracking,2,1,,
406,0.27297,0.041685,0.41393,0.8,1.3333,0.4,3.5,-70.672,1.93142,No tree,eye tracking,2,2,,
407,0.23534,0.02,0.5,0.8,1.0,0.5,2.5,15.0,2.38915,No tree,eye tracking,2,3,,
408,0.2,0.02,0.5,0.8,1.0,0.3,2.5,-135.0,2.8567899999999997,No tree,eye tracking,2,4,,
409,0.29692,0.04,0.46082,0.73096,1.0,0.6,3.5,15.0,2.05625,No tree,eye tracking,2,5,,
410,0.28333,0.01,0.5,1.0,1.5,1.35,5.0,15.0,2.00331,No tree,eye tracking,3,1,,
411,0.13948,0.01,0.42589,0.78099,1.216,0.39634,3.2657,24.272,1.7263899999999999,No tree,eye tracking,3,2,,
412,0.17299,0.018316,0.45568,0.9707,1.267,0.3,3.5,13.333,2.2402300000000004,No tree,eye tracking,3,3,,
413,0.24782,0.010833,0.39199,0.94343,2.4999,0.49999,6.1096,15.0,2.1908299999999996,No tree,eye tracking,3,4,,
414,0.18886,0.023028,0.49942,1.0012,0.99883,0.71036,3.5026,15.009,1.3658500000000002,No tree,eye tracking,3,5,,
415,0.34854,0.01,0.72561,0.79999,1.3333,0.3,5.0,-66.128,2.0775599999999996,No tree,eye tracking,4,1,,
416,0.19479,0.018497,0.49047,0.46476,1.4179,0.57164,4.2388,18.343,1.5704500000000001,No tree,eye tracking,4,2,,
417,0.0,0.022947,0.43083,0.68593,1.1651,0.69577,4.9982,16.179,1.7964000000000002,No tree,eye tracking,4,3,,
418,0.10002,0.020915,0.49996,0.79561,0.97821,0.60005,4.4773,-135.0,1.67698,No tree,eye tracking,4,4,,
419,0.24471,0.043154,0.25,0.68971,2.1577,1.0525,6.1049,24.262,2.18018,No tree,eye tracking,4,5,,
420,0.3,0.06,0.5,0.4,0.8,0.3,7.0,15.0,2.1496199999999996,No tree,eye tracking,5,1,,
421,0.26168,0.02,0.47536,0.4,0.73152,0.55556,4.9003,10.823,2.03933,No tree,eye tracking,5,2,,
422,0.22088,0.019837,0.49998,0.44457,0.7995,0.29963,5.2407,-375.18,2.07124,No tree,eye tracking,5,3,,
423,0.30091,0.029995,0.50002,0.40009,0.80011,0.40009,4.667,9.9993,2.3286599999999997,No tree,eye tracking,5,4,,
424,0.12387,0.02641,0.42836,0.4,0.8,0.1658,4.0347,15.0,2.2396200000000004,No tree,eye tracking,5,5,,
425,0.26725,0.03,0.7398,1.0667,1.0,0.3,19.368,34.393,1.34111,No tree,eye tracking,6,1,,
426,0.24537,0.015,0.82962,0.73721,1.0,0.43137,4.7923,75.029,1.3001200000000002,No tree,eye tracking,6,2,,
427,0.063966,0.01,0.78002,0.8,0.90722,0.33334,3.3333,20.0,1.55713,No tree,eye tracking,6,3,,
428,0.1461,0.010616,0.60077,0.96584,0.92043,0.63677,5.6282,15.209,1.5555299999999999,No tree,eye tracking,6,4,,
429,0.10809,0.021893,0.64365,0.89188,0.96639,0.10761,4.476,-53.108,1.67137,No tree,eye tracking,6,5,,
430,0.11223,0.032813,0.41834,0.94698,1.4966,0.91939,4.2322,-133.69,2.4344899999999994,No tree,eye tracking,7,1,,
431,0.0,0.17995,0.38756,0.73811,1.2277,0.41075,6.8379,15.473,2.5941099999999997,No tree,eye tracking,7,2,,
432,0.047243,0.044528,0.31646,0.93364,1.1111,0.27468,4.6478,11.688,2.13173,No tree,eye tracking,7,3,,
433,0.22511,0.03,0.48908,0.98105,1.1111,0.3,3.5,15.0,1.9297,No tree,eye tracking,7,4,,
434,0.28333,0.020067,0.43852,0.90809,1.3655,0.3,3.5,16.667,1.8683599999999998,No tree,eye tracking,7,5,,
435,0.38872,0.01,0.48997,0.45162,1.0913,0.60416,3.75,18.875,2.6499800000000002,No tree,eye tracking,8,1,,
436,0.29763,0.036825,0.41354,0.51943,1.1358,0.68825,2.7986,6.6689,2.72863,No tree,eye tracking,8,2,,
437,0.16846,0.02,0.45833,0.49508,0.68567,0.6,2.5,15.0,2.69728,No tree,eye tracking,8,3,,
438,0.32446,0.032059,0.48611,0.4,1.0,0.66667,3.5,15.0,2.0581500000000004,No tree,eye tracking,8,4,,
439,0.29947,0.031002,0.47544,0.40607,0.99319,0.50967,3.2012,-31.528,2.1264800000000004,No tree,eye tracking,8,5,,
