,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,center weight,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
0,2.8756,0.01,0.2,0.018024,1.0,0.8,1.0,0.3,2.5,15.0,2.09213,Main model,human-vs-human,1,1,,
1,3.0,0.014489,0.2,0.02,1.0,0.52292,1.0,0.3,2.5,15.0,1.84272,Main model,human-vs-human,1,2,,
2,3.0,0.01,0.2,0.03,1.0,0.4,1.0,0.3,2.5,15.0,2.0922899999999998,Main model,human-vs-human,1,3,,
3,2.2942,0.02,0.16667,0.02,0.95368,0.56112,1.0,0.3,2.5,15.0,1.93628,Main model,human-vs-human,1,4,,
4,5.0,0.0030854,0.2,0.01,1.0,0.8,1.0,0.3,2.5,15.0,2.29543,Main model,human-vs-human,1,5,,
5,5.1639,0.0033167,0.22222,0.01,0.9514,0.36112,0.84999,1.3208,3.2362,20.583,1.82467,Main model,human-vs-human,2,1,,
6,10.0,0.0052167,0.36852,0.019109,1.0,0.29691,1.0667,1.1543,5.1852,18.333,1.7097200000000001,Main model,human-vs-human,2,2,,
7,5.2969,0.0031423,0.061057,0.012438,1.6539,0.53374,0.47551,0.71211,1.869,17.884,1.94268,Main model,human-vs-human,2,3,,
8,7.5756,0.0059602,0.2,0.015,1.2871,0.4,0.8,0.44997,3.3333,15.0,2.3684900000000004,Main model,human-vs-human,2,4,,
9,7.3052,0.005,0.3748,0.035,1.2518,0.6022,1.0,1.0,2.5,9.6622,2.0500599999999998,Main model,human-vs-human,2,5,,
10,3.5771,0.005,0.3,0.02,1.0,1.0,1.0,0.6,5.0,15.0,1.7827300000000001,Main model,human-vs-human,3,1,,
11,3.0159,0.0018042,0.4,0.02,0.97779,0.8,1.0,0.4,3.5,14.493,1.7961300000000002,Main model,human-vs-human,3,2,,
12,2.0636,0.011884,0.20718,0.01,1.0,0.85576,1.0573,0.92471,3.5,15.0,1.9011500000000001,Main model,human-vs-human,3,3,,
13,2.2222,0.0055,0.31666,0.01,1.0,0.9291,1.1889,0.3,3.8778,30.0,1.79769,Main model,human-vs-human,3,4,,
14,3.0,0.005,0.3,0.02,0.96636,0.8,1.0,0.3,5.0,15.0,1.95788,Main model,human-vs-human,3,5,,
15,1.0081,0.001,0.29418,0.029999,0.37498,0.92789,0.99994,0.0096625,3.3334,14.999,2.33359,Main model,human-vs-human,4,1,,
16,2.9406,0.0045497,0.29365,0.021111,0.7304,0.8,1.0,0.27654,2.5,15.0,2.3741600000000003,Main model,human-vs-human,4,2,,
17,5.0,0.0097325,0.45174,0.035124,1.2835,1.0667,1.0,0.3,3.5,17.515,2.20254,Main model,human-vs-human,4,3,,
18,4.2617,0.010318,0.41056,0.14459,1.0153,0.78427,0.98249,0.41137,5.0309,14.955,1.9098199999999999,Main model,human-vs-human,4,4,,
19,5.0,0.001,0.4,0.02,1.1576,1.0667,0.48307,0.3,3.3333,14.126,2.34308,Main model,human-vs-human,4,5,,
20,5.0,0.001,0.2,0.02,1.0,0.54661,0.87594,0.50079,2.5,20.0,1.8231399999999998,Main model,human-vs-human,5,1,,
21,5.2805,0.0036667,0.066667,0.023454,0.68408,0.63117,0.60734,0.82452,2.8022,13.618,1.9649100000000004,Main model,human-vs-human,5,2,,
22,7.6785,0.0023333,0.3,0.02,0.625,0.8,0.99999,1.0,11.915,10.0,2.25394,Main model,human-vs-human,5,3,,
23,1.6936,0.001,0.071194,0.018219,0.67891,0.26379,0.575,0.4625,2.6313,13.0,1.61577,Main model,human-vs-human,5,4,,
24,8.0598,0.001,0.19793,0.02,0.80589,0.8,0.43468,0.3,5.0,15.0,1.56195,Main model,human-vs-human,5,5,,
25,7.0,0.0014445,0.0,0.018333,0.33333,0.86667,0.90786,0.3,4.8603,15.0,1.48636,Main model,human-vs-human,6,1,,
26,3.1141,0.01,0.0,0.033312,0.47822,0.8,1.0806,0.44444,3.2222,8.7394,1.48454,Main model,human-vs-human,6,2,,
27,5.1727,0.001,0.0,0.01836,0.97381,0.8,1.0,0.3,2.5,15.0,1.74074,Main model,human-vs-human,6,3,,
28,5.8333,0.0017018,0.26676,0.01,1.0303,0.8,0.94481,0.3,2.5,15.0,0.967208,Main model,human-vs-human,6,4,,
29,3.1522,0.0040107,0.012412,0.02,1.0,0.8,1.0,0.3,3.3483,40.0,1.7888599999999997,Main model,human-vs-human,6,5,,
30,5.1711,0.017481,0.38547,0.010726,1.4051,0.38268,1.4637,-0.00095086,3.3115,11.29,2.2251800000000004,Main model,human-vs-human,7,1,,
31,3.7734,0.001,0.33332,0.012818,0.74998,0.35004,1.5,0.39009,1.6251,11.0,2.32749,Main model,human-vs-human,7,2,,
32,7.4254,0.011249,0.11769,0.017632,1.0942,0.70308,1.0265,0.35234,5.4787,15.862,3.09701,Main model,human-vs-human,7,3,,
33,6.6892,0.0089523,0.35979,0.016667,2.1118,0.2278,0.51235,0.36148,3.5201,14.296,1.57716,Main model,human-vs-human,7,4,,
34,3.0661,0.01,0.3,0.02,1.0,0.52125,1.1095,0.3,5.0,19.56,1.95926,Main model,human-vs-human,7,5,,
35,3.4586,0.0057664,0.14134,0.028149,0.7914,0.14673,-0.050762,0.55288,3.7505,16.907,1.79967,Main model,human-vs-human,8,1,,
36,7.0658,0.001,0.24146,0.039001,0.8346,-0.29051,0.85742,0.38918,5.0291,9.5635,2.77813,Main model,human-vs-human,8,2,,
37,1.4491,0.010838,0.093142,0.01,0.29002,0.27463,0.77547,0.88808,5.8273,18.861,1.57541,Main model,human-vs-human,8,3,,
38,1.9166,0.02,0.1692,0.01,1.0781,0.24542,0.7288,1.2957,3.8396,15.0,1.9075199999999999,Main model,human-vs-human,8,4,,
39,5.3438,0.0023476,0.13423,0.025998,0.73946,0.12363,0.49106,1.2422,5.5528,35.195,1.72804,Main model,human-vs-human,8,5,,
40,3.4822,0.011602,0.19877,0.019349,0.25,0.80277,1.0526,0.32285,2.5054,-34.975,3.02992,Main model,human-vs-human,9,1,,
41,10.0,0.010002,0.3762,0.025928,1.2539,0.35892,0.99989,1.177,2.5002,-23.892,3.166480000000001,Main model,human-vs-human,9,2,,
42,5.0,0.015,0.3,0.03,0.8353,0.40324,1.0,1.35,2.5,15.0,3.0502100000000003,Main model,human-vs-human,9,3,,
43,4.8855,0.0061629,0.26693,0.024301,1.059,0.411,0.65954,0.28766,2.5,30.0,2.3599900000000003,Main model,human-vs-human,9,4,,
44,9.4444,0.0093517,0.3329,0.02,1.0,0.4,1.0,0.5,1.5,-913.66,2.24769,Main model,human-vs-human,9,5,,
45,8.1805,0.0072983,0.21077,0.019625,1.0243,0.58832,0.54204,0.38617,1.4653,14.778,2.02545,Main model,human-vs-human,10,1,,
46,10.0,0.01,0.2,0.02,1.5,-0.024844,1.0,0.3,2.5,15.0,2.76723,Main model,human-vs-human,10,2,,
47,6.0957,0.01,0.1,0.03,1.0,0.41699,1.0,0.3,2.5,15.0,1.42325,Main model,human-vs-human,10,3,,
48,5.5538,0.001,0.34228,0.019926,0.95525,0.73868,0.91531,1.3866,1.9491,21.082,2.40319,Main model,human-vs-human,10,4,,
49,4.37,0.0023333,0.19998,0.019999,0.99995,0.54306,0.61422,0.33606,1.4999,9.5926,2.73341,Main model,human-vs-human,10,5,,
50,5.7146,0.001,0.20717,0.016549,1.0077,1.3451,0.9903,0.42703,2.8202,14.929,2.1783099999999997,Main model,human-vs-human,11,1,,
51,3.3667,0.005,0.16255,0.01,0.875,0.72039,1.0,0.36921,3.3333,15.0,1.70609,Main model,human-vs-human,11,2,,
52,7.0225,0.0038088,0.1365,0.011152,0.61289,1.1982,0.55758,0.58757,3.2742,11.461,1.5982699999999999,Main model,human-vs-human,11,3,,
53,10.0,0.005,0.1,0.02,1.0,1.0667,1.0,0.4,3.3333,15.0,1.9404999999999997,Main model,human-vs-human,11,4,,
54,3.2356,0.001,0.21532,0.023513,1.0021,1.0459,0.95702,0.29936,2.4958,8.7552,1.68565,Main model,human-vs-human,11,5,,
55,8.6342,0.0025489,0.49213,0.071795,0.73086,0.9024,0.24805,0.46346,2.8357,19.09,1.6122299999999998,Main model,human-vs-human,12,1,,
56,6.425,0.001,0.3,0.01,0.86383,0.47557,0.81885,0.6,2.5,15.0,1.53341,Main model,human-vs-human,12,2,,
57,7.0,0.0068878,0.2,0.015,1.0,0.8,0.31563,0.4,1.8575,15.0,2.13022,Main model,human-vs-human,12,3,,
58,7.4083,0.005444,0.16674,0.01,0.51618,0.99972,0.27436,0.20014,2.5005,29.995,2.4585300000000005,Main model,human-vs-human,12,4,,
59,10.0,0.0040595,0.28411,0.027134,0.43741,0.90939,0.83078,0.30909,4.9946,16.639,2.11738,Main model,human-vs-human,12,5,,
60,3.1667,0.03794,0.15,0.02,1.0867,0.64554,1.0,0.3,2.5,12.269,2.19902,Main model,human-vs-human,13,1,,
61,3.0,0.013412,0.2,0.020388,1.0,0.55115,1.0,0.3,2.5,15.0,2.10159,Main model,human-vs-human,13,2,,
62,2.481,0.0088465,0.22592,0.021683,1.0052,0.66693,0.95587,0.40021,2.4994,15.003,2.49782,Main model,human-vs-human,13,3,,
63,3.028,0.01,0.4,0.021171,1.0108,0.8,1.0846,0.3,3.5,15.0,2.22326,Main model,human-vs-human,13,4,,
64,3.0,0.0040044,0.43333,0.02,1.1669,0.61561,1.0,0.36667,3.1667,15.0,2.49801,Main model,human-vs-human,13,5,,
65,3.6778,0.011516,0.31156,0.012826,1.6903,0.2478,0.97951,0.24075,2.4166,13.881,1.67313,Main model,human-vs-human,14,1,,
66,4.4757,0.012783,0.22815,0.025863,1.1766,0.4488,1.4815,0.3,3.3333,15.0,2.3918399999999997,Main model,human-vs-human,14,2,,
67,3.0593,0.010296,0.40219,0.029006,1.0298,0.37616,1.2281,0.28372,4.9404,13.578,2.18413,Main model,human-vs-human,14,3,,
68,8.0006,0.0071566,0.40333,0.019994,3.4731,0.35342,0.80026,0.21878,2.5005,-180.0,2.1195399999999998,Main model,human-vs-human,14,4,,
69,4.4702,0.005,0.20804,0.023333,1.5492,0.1787,0.99739,0.3,2.5,15.0,1.6668799999999997,Main model,human-vs-human,14,5,,
70,3.867,0.001,0.22327,0.026544,1.1569,0.84561,0.98202,1.4086,4.1,17.618,1.78504,Main model,human-vs-human,15,1,,
71,0.1,0.81624,0.1428,0.019706,0.54186,0.47552,0.76772,1.5267,4.106,24.807,1.57373,Main model,human-vs-human,15,2,,
72,7.6972,0.001,0.36629,0.021042,1.0556,0.64145,0.8,0.28275,3.5,12.934,1.7084,Main model,human-vs-human,15,3,,
73,5.0,0.0045992,0.2,0.03,0.34085,0.67098,0.8,0.66667,3.8889,10.0,2.40015,Main model,human-vs-human,15,4,,
74,6.8753,0.0082898,0.18616,0.020093,1.1059,0.82402,0.47043,0.29742,2.9565,16.972,2.29899,Main model,human-vs-human,15,5,,
75,5.0273,0.0020185,0.31566,0.017391,0.9919,0.79167,1.1065,0.50694,3.4792,14.926,2.63095,Main model,human-vs-human,16,1,,
76,4.3283,0.001,0.20009,0.01,1.0001,0.79996,0.17989,0.39985,4.2161,19.998,2.2746,Main model,human-vs-human,16,2,,
77,5.1772,0.0046375,0.202,0.020132,1.1724,0.28143,1.0066,0.60429,2.4885,11.058,1.50809,Main model,human-vs-human,16,3,,
78,3.1789,0.005,0.1,0.02,1.0,0.5978,0.77425,0.6,2.5,15.0,1.83214,Main model,human-vs-human,16,4,,
79,7.0,0.001,0.18889,0.02,1.7101,0.86974,0.78278,0.38137,2.5,15.0,1.60226,Main model,human-vs-human,16,5,,
80,6.1375,0.025906,0.19259,0.023399,1.0162,0.73379,0.98674,0.31204,2.5324,19.003,2.03073,Main model,human-vs-human,17,1,,
81,5.2752,0.0052662,0.25623,0.021988,1.0093,0.35507,0.77223,0.26797,3.5737,15.022,2.6116200000000003,Main model,human-vs-human,17,2,,
82,5.344,0.0064182,0.24109,0.02,1.0,0.61954,1.0,0.3,3.3333,20.0,2.6313899999999997,Main model,human-vs-human,17,3,,
83,7.0,0.0079758,0.1,0.02,1.0,0.8,1.0,0.3,2.5,15.0,2.23065,Main model,human-vs-human,17,4,,
84,10.0,0.0055,0.3,0.022055,1.0,0.64859,0.86471,0.18501,2.5,15.0,2.65437,Main model,human-vs-human,17,5,,
85,5.0,0.0068288,0.2,0.016667,0.58333,0.34582,0.79865,0.6,1.4895,15.0,1.8699000000000001,Main model,human-vs-human,18,1,,
86,3.0004,0.010004,0.2642,0.020004,1.0002,0.43237,0.48529,0.40014,2.4996,29.998,2.52735,Main model,human-vs-human,18,2,,
87,5.0,0.02,0.2249,0.04,0.25,0.4,1.1111,0.3,3.5,15.0,2.6061,Main model,human-vs-human,18,3,,
88,5.6853,0.0047778,0.22377,0.018333,0.5,0.4,0.8,0.4,2.5,20.0,2.39757,Main model,human-vs-human,18,4,,
89,6.5443,0.01,0.2,0.02,0.77681,-0.7329,1.0,1.35,5.0,9.4178,3.05208,Main model,human-vs-human,18,5,,
90,3.4793,0.0012963,0.022222,0.018547,0.74127,0.7073,0.86613,0.3,3.271,16.667,1.7468700000000001,Main model,human-vs-human,19,1,,
91,5.6683,0.0012381,0.1,0.01,1.0,0.70098,0.65559,0.33333,2.5,15.0,1.5815000000000001,Main model,human-vs-human,19,2,,
92,3.7182,0.001,0.11288,0.015,0.5,0.8,1.0,0.4,5.0,15.0,1.4541,Main model,human-vs-human,19,3,,
93,7.5742,0.001,0.10022,0.034942,0.99952,0.79896,0.80104,0.60075,3.3313,14.991,1.33142,Main model,human-vs-human,19,4,,
94,7.4256,0.001,0.20628,0.021916,1.0185,0.63218,1.0,0.57778,3.3334,15.0,0.6677799999999999,Main model,human-vs-human,19,5,,
95,4.3956,0.0050298,0.30081,0.019926,1.0033,0.61356,0.99281,0.66387,3.3268,9.9795,1.79645,Main model,human-vs-human,20,1,,
96,5.8334,0.001,0.35334,0.02,0.83333,0.58968,1.3333,0.80913,3.7787,16.426,2.0581,Main model,human-vs-human,20,2,,
97,4.1833,0.001,0.2,0.022353,1.0,0.30235,0.86555,0.4,5.0,20.0,2.11027,Main model,human-vs-human,20,3,,
98,3.416,0.0038174,0.2,0.021453,0.76484,0.62822,0.8,0.6,5.0,30.0,1.95566,Main model,human-vs-human,20,4,,
99,1.9089,0.001,0.2,0.026667,1.0,0.8,1.0,0.5,2.5,13.509,1.5278200000000002,Main model,human-vs-human,20,5,,
100,8.8224,0.001,0.14979,0.01,0.25,1.2192,0.97645,0.16735,3.2705,15.007,1.2472800000000002,Main model,human-vs-human,21,1,,
101,7.6981,0.001,0.26013,0.016851,0.3858,1.408,1.0,0.36667,4.9653,16.637,1.4767400000000002,Main model,human-vs-human,21,2,,
102,10.0,0.001,0.20085,0.015021,0.25,1.1112,0.99787,0.50027,5.279,77.556,1.12978,Main model,human-vs-human,21,3,,
103,7.7756,0.001,0.1985,0.01,0.49748,0.89226,0.94408,0.12141,4.9021,14.553,1.4656999999999998,Main model,human-vs-human,21,4,,
104,7.0,0.001,0.1,0.01,0.25,1.0,1.0667,0.1473,3.0511,15.0,1.3538000000000001,Main model,human-vs-human,21,5,,
105,5.0,0.005,0.3,0.02,0.5,0.8,1.5,0.3,2.5,10.0,2.14769,Main model,human-vs-human,22,1,,
106,4.6308,0.004107,0.25834,0.025534,0.7152,1.0673,1.0831,-0.20947,2.8344,16.663,1.70669,Main model,human-vs-human,22,2,,
107,3.0,0.001,0.30319,0.02,0.5138,0.8,1.0,0.094884,3.5,15.0,1.54587,Main model,human-vs-human,22,3,,
108,7.0,0.002,0.3,0.02,0.625,0.8,1.0,-0.27162,2.5,7.065,1.7112100000000001,Main model,human-vs-human,22,4,,
109,5.6048,0.0020002,0.21849,0.01,0.50004,0.67968,1.6338,0.39839,2.4998,11.194,1.95241,Main model,human-vs-human,22,5,,
110,2.2623,1.0,0.27063,0.021949,0.96439,0.49373,1.0853,0.34969,2.6322,19.306,1.81744,Main model,human-vs-human,23,1,,
111,0.1,0.0049612,0.2,0.022941,0.83955,0.4,1.3333,0.3,3.5,20.0,2.2565699999999995,Main model,human-vs-human,23,2,,
112,2.3345,0.010062,0.34532,0.019816,1.9594,0.48347,1.0092,0.30597,2.2889,16.592,2.2344700000000004,Main model,human-vs-human,23,3,,
113,0.1,0.24,0.2,0.01,1.0,0.45692,1.1339,0.25939,2.5,30.0,1.8414000000000001,Main model,human-vs-human,23,4,,
114,1.013,0.005,0.2,0.016667,0.875,0.46477,1.0,0.4,3.3333,15.0,1.8663399999999999,Main model,human-vs-human,23,5,,
115,3.8669,0.019,0.4,0.01,1.6666,0.050001,1.25,0.46189,2.4583,-63.781,2.37014,Main model,human-vs-human,24,1,,
116,5.3886,0.017117,0.26278,0.01832,1.5718,0.28472,0.99976,0.40017,2.5004,-913.12,2.72204,Main model,human-vs-human,24,2,,
117,2.8389,0.013577,0.2,0.022482,0.25,0.21286,2.0,0.31516,1.5,-11.314,2.54325,Main model,human-vs-human,24,3,,
118,3.4922,0.0061093,0.20551,0.02,1.2801,0.35904,1.0,0.6,1.0513,180.0,3.02514,Main model,human-vs-human,24,4,,
119,3.0,0.021627,0.31423,0.029657,1.251,0.4,0.8,0.3,2.5,-76.047,2.66165,Main model,human-vs-human,24,5,,
120,0.1,0.02198,0.25253,0.016761,0.33425,0.702,0.89111,0.31045,2.6839,12.428,1.7558600000000002,Main model,human-vs-human,25,1,,
121,4.9994,0.0049971,0.22168,0.020004,0.87507,0.7999,0.76857,0.15985,3.6659,12.209,3.42371,Main model,human-vs-human,25,2,,
122,5.0,0.0105,0.42098,0.01,1.0,0.4,-0.13521,0.3,3.5,30.0,1.9587799999999997,Main model,human-vs-human,25,3,,
123,1.1122,0.001,0.0,0.033739,0.25,0.29647,0.42837,1.3209,3.6261,11.0,2.2466,Main model,human-vs-human,25,4,,
124,0.1,0.00482,0.14996,0.025005,0.25,0.7754,1.0831,0.13752,2.9379,16.998,2.1396200000000003,Main model,human-vs-human,25,5,,
125,0.1,0.0099999,0.2,0.02,0.66075,0.8,0.8452,0.3,2.5,30.0,1.67165,Main model,human-vs-human,26,1,,
126,1.1964,0.001,0.23333,0.018053,0.5,0.82128,1.0,0.3,3.3333,20.0,1.43771,Main model,human-vs-human,26,2,,
127,3.3608,0.001,0.25586,0.01,0.96218,0.80105,0.93529,0.43784,2.4929,15.032,2.35762,Main model,human-vs-human,26,3,,
128,0.1,0.005,0.23025,0.02,0.48864,1.0,0.8,0.3,5.0,30.0,2.0673799999999996,Main model,human-vs-human,26,4,,
129,0.1,0.0099998,0.2,0.023537,0.49999,0.79999,1.0541,0.39999,2.5,15.0,2.1624600000000003,Main model,human-vs-human,26,5,,
130,3.0,0.01,0.2,0.02,1.0,0.8,1.0,0.3,2.5,15.0,1.7894299999999999,Main model,human-vs-human,27,1,,
131,2.8603,0.0092718,0.19906,0.018273,0.87375,0.4,1.0657,0.33827,5.1852,15.556,1.59098,Main model,human-vs-human,27,2,,
132,3.0,0.01,0.16667,0.03,0.5,0.8,1.5,0.4,2.5,15.0,1.1047909999999999,Main model,human-vs-human,27,3,,
133,6.9276,0.0048188,0.11169,0.027909,0.96217,0.86209,0.64875,0.64484,3.1576,14.449,3.12688,Main model,human-vs-human,27,4,,
134,3.1576,0.001,0.20644,0.038997,1.1892,0.38195,0.68308,0.48369,2.4549,14.794,2.35254,Main model,human-vs-human,27,5,,
135,7.0,0.001,0.05,0.02,1.0556,1.0,1.0,0.0,2.8588,15.0,1.8377399999999997,Main model,human-vs-human,28,1,,
136,8.6666,0.0050008,0.11669,0.023336,0.62495,0.88879,0.86677,0.30007,4.4447,15.001,1.87126,Main model,human-vs-human,28,2,,
137,4.9727,0.001,0.081791,0.01994,0.67109,0.79167,0.99074,0.59688,3.5208,14.926,0.966915,Main model,human-vs-human,28,3,,
138,5.0997,0.001,0.056533,0.019922,0.8596,0.88286,0.96782,-0.10719,2.4888,15.051,1.99389,Main model,human-vs-human,28,4,,
139,7.1312,0.001,0.0,0.04,1.0,0.88889,0.93333,0.2748,2.5,15.0,1.30332,Main model,human-vs-human,28,5,,
140,5.0,0.01,0.4,0.02,1.0,0.022256,1.0,0.3,3.5,10.0,2.60508,Main model,human-vs-human,29,1,,
141,2.6306,0.008926,0.28483,0.010582,0.90012,0.43879,0.74326,0.37423,2.11,14.085,2.4859999999999998,Main model,human-vs-human,29,2,,
142,6.9999,0.020013,0.20002,0.043284,0.99989,0.40024,0.7931,0.49974,4.6659,14.997,2.5478699999999996,Main model,human-vs-human,29,3,,
143,5.0,0.02,0.2,0.02,1.0,0.4,1.0,0.3,2.5,15.0,2.6911599999999996,Main model,human-vs-human,29,4,,
144,2.0446,0.010111,0.21023,0.025788,0.99958,0.33481,0.34584,0.4286,1.6449,15.316,2.49704,Main model,human-vs-human,29,5,,
145,9.5836,0.019764,0.19999,0.039993,1.8477,0.8001,0.91264,0.66665,3.8886,16.666,1.8238800000000002,Main model,human-vs-human,30,1,,
146,10.0,0.018299,0.41751,0.010779,1.5026,0.38504,0.42259,0.59969,5.8069,11.311,2.31821,Main model,human-vs-human,30,2,,
147,5.3937,0.0071246,0.36724,0.01759,1.2707,0.31675,-0.1148,1.0904,3.7711,15.951,2.4371599999999995,Main model,human-vs-human,30,3,,
148,4.4842,0.013356,0.34678,0.021067,1.3862,0.68128,0.34285,0.6088,2.806,16.399,2.45642,Main model,human-vs-human,30,4,,
149,5.7403,0.0095,0.38333,0.01813,2.0095,-0.18167,0.43246,0.21218,2.4514,3.0417,2.3137100000000004,Main model,human-vs-human,30,5,,
150,5.1814,0.001,0.16667,0.014444,1.0,0.80001,0.99999,0.17765,3.3944,15.0,1.4424,Main model,human-vs-human,31,1,,
151,3.0,0.001,0.17541,0.02,1.0,0.8,1.0,0.3,3.5,15.0,1.61232,Main model,human-vs-human,31,2,,
152,6.2806,0.0025297,0.086338,0.019834,0.99452,1.0083,1.0592,0.62857,4.771,14.509,1.6276199999999998,Main model,human-vs-human,31,3,,
153,1.5798,0.001,0.094401,0.022742,0.48601,0.85621,0.97262,0.58204,7.0622,14.779,1.35022,Main model,human-vs-human,31,4,,
154,3.4371,0.005,0.10287,0.031185,0.90824,0.8,0.96274,0.27906,4.6667,29.32,1.39101,Main model,human-vs-human,31,5,,
155,2.7905,0.001,0.11474,0.01,0.44515,1.1871,1.1634,0.36985,2.6425,15.86,1.45474,Main model,human-vs-human,32,1,,
156,8.3919,0.001,0.18914,0.019985,0.50022,1.1107,1.4995,0.29994,2.7552,15.002,1.0194640000000001,Main model,human-vs-human,32,2,,
157,2.8613,0.0089326,0.099954,0.019986,0.67701,1.5994,0.8868,0.30045,3.317,30.006,1.402,Main model,human-vs-human,32,3,,
158,5.5584,0.001,0.20064,0.01,0.25,1.5309,1.5034,0.44712,3.8843,21.932,1.24369,Main model,human-vs-human,32,4,,
159,5.0506,0.0058333,0.1,0.023843,0.5,1.0688,1.107,0.3,3.6848,20.0,1.5119799999999999,Main model,human-vs-human,32,5,,
160,3.054,0.0221,0.2,0.02,0.99998,0.81269,0.92884,0.3,6.2222,13.333,1.7292100000000001,Main model,human-vs-human,33,1,,
161,5.7354,0.008,0.10345,0.019501,0.49339,0.47872,0.68599,0.42407,8.5408,16.049,2.02784,Main model,human-vs-human,33,2,,
162,5.8438,0.001,0.3199,0.017106,0.67726,0.11232,0.33485,0.62523,10.41,37.745,1.70353,Main model,human-vs-human,33,3,,
163,2.55,0.0029181,0.21111,0.03963,0.5,0.4451,0.91761,0.66666,10.439,30.26,1.8942300000000003,Main model,human-vs-human,33,4,,
164,2.5277,0.0046143,0.18692,0.020289,0.50001,0.79615,0.99998,0.60001,10.178,12.222,2.05134,Main model,human-vs-human,33,5,,
165,7.0003,0.001,0.37183,0.020001,1.0,0.79995,1.0001,0.29997,3.5001,19.999,1.26399,Main model,human-vs-human,34,1,,
166,5.0129,0.001,0.10088,0.01,0.7979,0.99561,0.99867,0.30285,3.4901,10.024,1.63155,Main model,human-vs-human,34,2,,
167,6.425,0.001,0.2,0.01,1.0209,1.0,1.2607,0.4,4.6667,13.333,1.50291,Main model,human-vs-human,34,3,,
168,4.5595,0.001,0.0,0.02001,1.0005,1.1117,1.0005,0.30007,2.4991,15.001,1.8741299999999999,Main model,human-vs-human,34,4,,
169,2.9233,0.001,0.10941,0.020197,0.53387,1.0541,1.0,0.3,2.9231,15.0,1.51304,Main model,human-vs-human,34,5,,
170,7.0757,0.001,0.21533,0.020383,1.0189,0.78275,1.0192,0.28746,2.5335,14.847,1.5348,Main model,human-vs-human,35,1,,
171,5.1104,0.001,0.15278,0.020833,0.47917,0.8375,1.9583,0.37292,4.9271,29.667,1.6451900000000002,Main model,human-vs-human,35,2,,
172,6.0,0.001,0.2,0.02,0.85709,0.59153,1.6627,0.13979,3.3334,15.0,1.9569100000000001,Main model,human-vs-human,35,3,,
173,4.0873,0.001,0.1,0.02,1.0,0.4,1.0,6.0555e-06,2.5,15.0,1.5290300000000001,Main model,human-vs-human,35,4,,
174,9.1288,0.001,0.091337,0.019073,0.86227,0.04413,1.2828,0.59968,3.3069,11.312,2.14892,Main model,human-vs-human,35,5,,
175,0.1,0.0099125,0.06655,0.019784,0.25,1.0665,1.2264,0.55494,3.7655,19.962,1.7274999999999998,Main model,human-vs-human,36,1,,
176,5.7059,0.001,0.30958,0.01996,1.0018,1.3124,0.99799,0.29935,3.3369,14.984,1.39622,Main model,human-vs-human,36,2,,
177,4.0126,0.001,0.29624,0.02767,1.0306,0.7479,0.94211,0.29474,2.9443,15.234,1.93641,Main model,human-vs-human,36,3,,
178,3.0002,0.001,0.21861,0.022724,0.9999,0.80011,0.87901,0.29992,2.4998,20.001,1.7162100000000002,Main model,human-vs-human,36,4,,
179,5.2467,0.001,0.1,0.018137,0.25,0.93204,1.487,0.3,3.4013,13.162,1.8589099999999998,Main model,human-vs-human,36,5,,
180,7.4008,0.0149,0.4,0.02,2.0221,-0.76799,1.1737,0.3,2.5,15.0,2.7184800000000005,Main model,human-vs-human,37,1,,
181,5.3485,0.0047778,0.4,0.02,1.0686,0.16681,1.1638,0.3,3.3334,15.0,2.28749,Main model,human-vs-human,37,2,,
182,7.3923,0.0097453,0.3,0.02,2.1913,0.13838,0.8,0.4,2.5,15.0,1.9357200000000003,Main model,human-vs-human,37,3,,
183,5.9764,0.016763,0.46713,0.020003,1.4995,-0.80967,0.88302,0.38998,3.0393,15.844,2.11308,Main model,human-vs-human,37,4,,
184,7.6857,0.011131,0.21484,0.018665,1.2149,-0.11791,0.93712,0.38804,3.1855,13.997,2.48713,Main model,human-vs-human,37,5,,
185,7.0,0.02,0.3,0.02,0.99999,0.2469,-1.2385,0.4,3.5,9.0321,2.11839,Main model,human-vs-human,38,1,,
186,3.0026,0.020014,0.39561,0.01,0.9936,-1.3427,0.36972,1.6876,4.9872,108.44,2.41028,Main model,human-vs-human,38,2,,
187,7.6552,0.020326,0.20048,0.01,1.1328,0.2698,0.44098,1.4672,4.5677,16.327,2.7298099999999996,Main model,human-vs-human,38,3,,
188,6.4123,0.010244,0.35524,0.016946,0.86074,-0.27584,-0.57331,1.4355,4.2287,21.071,2.6164899999999998,Main model,human-vs-human,38,4,,
189,6.9973,0.019989,0.20003,0.020006,0.99935,0.15109,-0.97122,0.39755,5.0005,15.006,2.0496200000000004,Main model,human-vs-human,38,5,,
190,5.8984,0.001,0.23333,0.043129,1.0,0.53333,1.1999,0.3,1.5,20.0,2.2979899999999995,Main model,human-vs-human,39,1,,
191,10.0,0.010922,0.2,0.02,0.25,0.60263,0.99999,0.3,2.5,15.0,1.8259599999999998,Main model,human-vs-human,39,2,,
