,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
669,4.112,0.001,0.062948,0.21925,1.0,1.0667,0.3,3.5,20.0,2.0716300000000003,No center,learning,9,5,4.0,
670,3.6852,0.001,0.2125,0.15947,1.4033,1.1906,0.58208,3.2595,-1781.5,1.95275,No center,learning,9,1,5.0,
671,2.926,0.013683,0.39452,0.17389,0.71438,1.5714,0.6714,4.5064,25.429,2.1127499999999997,No center,learning,9,2,5.0,
672,1.0001,0.025721,0.28217,0.016855,0.45715,1.3018,0.46986,6.9446,-26.399,1.7014500000000001,No center,learning,9,3,5.0,
673,2.3026,0.001,0.11873,0.079307,1.1056,1.1322,0.2729,4.1843,-46.039,1.8332799999999998,No center,learning,9,4,5.0,
674,4.6745,0.0036554,0.18188,0.023577,1.1998,0.94241,0.2216,5.268,-25.141,1.94484,No center,learning,9,5,5.0,
675,5.0068,0.0029173,0.25543,0.01,0.98685,1.0443,0.2682,3.7081,14.985,1.71374,No center,learning,10,1,1.0,
676,10.0,0.0010886,0.32778,0.049337,0.93028,1.4835,0.59993,3.3462,2.6809,2.3547399999999996,No center,learning,10,2,1.0,
677,5.0,0.004,0.083334,0.01,0.95833,1.0,0.3,3.3333,15.0,1.7479099999999999,No center,learning,10,3,1.0,
678,5.0464,0.005,0.18889,0.02,1.0855,0.95755,0.14876,2.9123,20.0,1.6996699999999998,No center,learning,10,4,1.0,
679,4.7278,0.0037193,0.17569,0.020387,1.0687,0.94527,0.19597,2.5,15.0,2.18492,No center,learning,10,5,1.0,
680,4.0,0.0036667,0.14415,0.02,1.0,1.0,0.4,3.098,15.0,1.8304699999999996,No center,learning,10,1,2.0,
681,2.9204,0.001,0.18799,0.0206,0.97373,1.03,0.58048,2.5525,15.24,1.98312,No center,learning,10,2,2.0,
682,5.99,0.001,0.13057,0.039392,0.96072,1.1963,0.3,2.5541,15.0,2.0467000000000004,No center,learning,10,3,2.0,
683,5.0,0.001,0.1108,0.015,1.0,1.5,0.3,2.5,30.0,2.06595,No center,learning,10,4,2.0,
684,4.6946,0.001,0.4,0.02,1.3078,1.1234,0.4,2.5,15.0,1.6811399999999999,No center,learning,10,5,2.0,
685,6.0571,0.0023278,0.12831,0.022834,0.95028,1.4855,0.69444,3.3991,20.292,1.76963,No center,learning,10,1,3.0,
686,3.0022,0.001,0.19998,0.016362,0.99981,1.4986,0.30053,2.498,15.009,1.6985599999999998,No center,learning,10,2,3.0,
687,5.0,0.001,0.18538,0.02,1.0,1.6484,0.95107,3.5,16.667,1.6203100000000004,No center,learning,10,3,3.0,
688,3.0,0.005,0.12717,0.02,1.0,1.5,0.64767,2.5,15.0,2.12516,No center,learning,10,4,3.0,
689,4.3881,0.001,0.2,0.03,0.95833,1.0,0.3,2.5,15.0,1.88065,No center,learning,10,5,3.0,
690,10.0,0.001,0.18788,0.02,1.5971,1.0,0.24634,2.5,15.0,1.6197199999999998,No center,learning,10,1,4.0,
691,9.5,0.001,0.15431,0.017778,1.3662,1.0,0.3,2.5,15.0,1.5837,No center,learning,10,2,4.0,
692,3.4175,0.0034213,6.3012e-06,0.019594,0.98224,0.97971,0.18403,3.2978,10.112,1.7873299999999996,No center,learning,10,3,4.0,
693,6.6727,0.003592,0.0,0.011234,1.1593,1.0416,0.29102,3.6251,8.0642,1.5908000000000002,No center,learning,10,4,4.0,
694,5.4819,0.001,0.0,0.021564,1.0652,1.1273,-0.085946,2.6158,11.725,1.7549800000000002,No center,learning,10,5,4.0,
695,4.4045,0.01,0.1,0.01,1.0,1.3333,0.3,4.8313,15.0,1.6039999999999999,No center,learning,10,1,5.0,
696,6.0,0.0066937,0.1956,0.02,1.0,1.079,0.34264,4.6667,11.667,1.5589600000000003,No center,learning,10,2,5.0,
697,7.0,0.0036021,0.1,0.02,1.1997,1.0,0.3,4.6667,15.0,1.54144,No center,learning,10,3,5.0,
698,6.6431,0.001,0.2,0.04,0.78125,1.1706,0.4625,4.0445,21.75,1.77473,No center,learning,10,4,5.0,
699,7.1734,0.001,0.2,0.019444,0.875,1.0,0.3,5.0,15.0,1.7619700000000003,No center,learning,10,5,5.0,
700,0.1,0.001,0.10173,0.020434,0.37717,0.66051,0.99349,3.3485,15.069,2.64514,No center,learning,11,1,1.0,
701,7.7405,0.001,0.46828,0.020081,0.99647,0.99596,0.52984,3.387,-11.26,2.49578,No center,learning,11,2,1.0,
702,4.913,0.0099982,0.42008,0.043488,0.25,1.3913,0.6188,2.5006,14.535,2.7726800000000003,No center,learning,11,3,1.0,
703,4.5596,0.010187,0.26896,0.023448,1.0597,0.87574,0.51095,1.7556,13.621,2.5147000000000004,No center,learning,11,4,1.0,
704,8.1045,0.021193,0.67744,0.01,1.3342,0.99601,0.30259,3.3264,30.032,2.44468,No center,learning,11,5,1.0,
705,3.1884,0.0032013,0.18329,0.019015,0.72314,1.0966,1.4918,3.5024,15.773,2.21746,No center,learning,11,1,2.0,
706,4.5574,0.001,0.14928,0.024468,0.81063,0.92748,1.3312,2.7219,10.769,2.32444,No center,learning,11,2,2.0,
707,5.0,0.0023333,0.2,0.011111,0.95834,0.85032,0.74903,2.5,10.0,1.98067,No center,learning,11,3,2.0,
708,3.0,0.001,0.19445,0.028998,0.50183,0.7088,0.65049,2.5,11.667,2.20814,No center,learning,11,4,2.0,
709,4.9446,0.001,0.15564,0.030077,1.0573,0.80465,0.59774,2.5329,15.15,2.17945,No center,learning,11,5,2.0,
710,4.721,0.01,0.2,0.02,1.0,1.0,0.6,2.5,15.0,2.34846,No center,learning,11,1,3.0,
711,10.0,0.0065029,0.099997,0.014798,1.0,0.73403,0.60002,2.7778,20.0,2.27728,No center,learning,11,2,3.0,
712,3.0,0.001,0.1,0.02,1.0,0.8,0.3,2.5,15.0,2.3833499999999996,No center,learning,11,3,3.0,
713,5.0401,0.001,0.30006,0.019996,0.9419,0.8875,0.22502,2.5003,14.999,2.23842,No center,learning,11,4,3.0,
714,3.5496,0.0050008,0.20527,0.073547,0.99991,0.9999,0.59993,2.4998,10.001,2.2970800000000002,No center,learning,11,5,3.0,
715,4.9577,0.001,0.3236,0.018741,0.93113,1.0426,0.41658,2.9947,13.723,1.8234400000000002,No center,learning,11,1,4.0,
716,5.0,0.001,0.26596,0.01,1.1307,1.0,0.3,2.5,15.0,2.26981,No center,learning,11,2,4.0,
717,4.8476,0.001,0.18407,0.01,0.9551,0.84542,0.30818,2.5883,10.033,2.1159600000000003,No center,learning,11,3,4.0,
718,5.6934,0.001,0.25432,0.03,1.0,0.8,0.3,2.5,20.0,2.04195,No center,learning,11,4,4.0,
719,6.5218,0.001248,0.27392,0.019606,0.98493,1.0015,0.30514,3.6884,14.967,1.98186,No center,learning,11,5,4.0,
720,3.0,0.001,0.1,0.04,0.81635,1.0,0.3,2.5,15.0,2.09682,No center,learning,11,1,5.0,
721,3.5976,0.001,0.10042,0.01494,0.44634,1.1244,0.39936,2.5166,15.048,2.27476,No center,learning,11,2,5.0,
722,3.8298,0.001,0.11667,0.03,1.0,1.0,0.3,2.5,15.0,1.76035,No center,learning,11,3,5.0,
723,3.4396,0.0016296,0.18889,0.026556,0.95561,1.3657,0.61806,3.382,15.222,1.8959699999999997,No center,learning,11,4,5.0,
724,3.5833,0.004626,0.1,0.033333,0.9492,1.0667,0.3,2.5,17.778,1.8948699999999998,No center,learning,11,5,5.0,
725,3.3869,0.001,0.19999,0.01,0.97162,0.91103,0.5481,2.4998,13.334,1.8188699999999998,No center,learning,12,1,1.0,
726,4.3387,0.0050461,0.19788,0.029232,0.97651,0.90514,0.41481,3.4144,18.333,2.1275799999999996,No center,learning,12,2,1.0,
727,3.6527,0.001,0.1963,0.011481,0.657,1.1218,0.3,2.6548,15.0,1.9363700000000001,No center,learning,12,3,1.0,
728,10.0,0.001,0.30022,0.019993,0.99968,0.80033,0.29977,5.2087,20.003,2.2684699999999998,No center,learning,12,4,1.0,
729,8.1531,0.0058333,0.23694,0.013333,1.1017,0.68237,0.52205,4.6667,15.0,2.1427699999999996,No center,learning,12,5,1.0,
730,3.0137,0.010008,0.20008,0.01,0.9988,1.0014,1.0254,2.9577,9.9925,2.42915,No center,learning,12,1,2.0,
731,4.023,0.001,0.2,0.02,1.0,1.0,0.3,3.3333,15.0,2.2970300000000003,No center,learning,12,2,2.0,
732,3.1059,0.001,0.21152,0.01417,0.98405,1.0,0.3,2.6722,20.0,2.19381,No center,learning,12,3,2.0,
733,2.4369,0.001,0.22968,0.019764,0.91245,0.99492,0.62658,3.2618,14.673,2.37956,No center,learning,12,4,2.0,
734,5.373,0.001,0.28642,0.020595,0.89145,0.89525,0.67053,2.9132,15.574,1.91769,No center,learning,12,5,2.0,
735,1.8462,0.004,0.3,0.02,0.5,0.8,0.3,3.5,20.0,2.0488399999999998,No center,learning,12,1,3.0,
736,3.6105,0.001,0.21634,0.035,0.8075,0.67517,0.5415,2.5,20.0,2.8332699999999997,No center,learning,12,2,3.0,
737,3.0,0.001,0.16667,0.015,1.0,0.68686,0.18553,2.5,15.0,2.4366100000000004,No center,learning,12,3,3.0,
738,3.1469,0.0027267,0.2,0.030949,0.5,0.84658,0.45556,2.6667,20.0,2.2560899999999995,No center,learning,12,4,3.0,
739,4.957,0.001,0.29534,0.062857,0.92538,0.70464,0.29053,3.334,21.297,2.3136300000000003,No center,learning,12,5,3.0,
740,4.034,0.001,0.22716,0.02,0.70141,1.0,0.20335,3.7037,20.764,2.05172,No center,learning,12,1,4.0,
741,6.9975,0.001445,0.077448,0.01,0.49968,1.0004,0.39959,3.5014,-1.0006,2.1469899999999997,No center,learning,12,2,4.0,
742,4.1071,0.001,0.23201,0.020007,0.56446,0.99966,0.33491,3.4998,39.996,1.93533,No center,learning,12,3,4.0,
743,2.5167,0.001,0.1,0.02463,0.75238,0.8,0.3,2.8333,21.319,2.07283,No center,learning,12,4,4.0,
744,2.5167,0.001,0.1,0.017724,0.93017,1.0,0.6,3.5,46.158,1.9508199999999998,No center,learning,12,5,4.0,
745,1.3501,0.001,0.3,0.02191,1.0,1.0,1.0,3.8889,15.0,2.28571,No center,learning,12,1,5.0,
746,2.2396,0.001,0.29817,0.01,1.0229,1.3442,0.33333,4.125,12.036,2.2563500000000003,No center,learning,12,2,5.0,
747,0.1,0.010003,0.28666,0.040011,1.0,1.0002,0.59989,5.0003,20.085,2.03048,No center,learning,12,3,5.0,
748,0.90952,0.0036667,0.2915,0.017945,1.0397,0.94465,0.44444,3.3333,15.0,2.2309399999999995,No center,learning,12,4,5.0,
749,3.1224,0.005,0.18889,0.023149,1.0599,0.91245,0.37107,2.8467,15.0,2.2331499999999997,No center,learning,12,5,5.0,
750,9.9999,0.001,0.16613,0.020643,0.51053,0.97894,0.14883,2.4903,19.994,2.27682,No center,learning,13,1,1.0,
751,5.1157,0.0030507,0.098148,0.026667,0.49699,0.8,0.0,2.8333,15.185,2.04679,No center,learning,13,2,1.0,
752,4.9896,0.0093991,0.16745,0.020066,0.49825,1.1997,0.29773,5.0061,29.972,1.9071500000000001,No center,learning,13,3,1.0,
753,9.8815,0.0094746,0.27703,0.021011,0.48471,1.5499,0.41114,7.9534,29.362,1.8555199999999998,No center,learning,13,4,1.0,
754,5.0,0.01,0.1,0.022941,0.5,1.0,0.3,3.5,10.0,2.02808,No center,learning,13,5,1.0,
755,5.0,0.001,0.33087,0.01,0.82422,1.0,0.13867,3.1128,20.0,1.9840499999999999,No center,learning,13,1,2.0,
756,2.4842,0.001,0.2609,0.023248,0.71684,1.3281,0.34344,3.9481,17.237,2.04726,No center,learning,13,2,2.0,
757,2.5041,0.001,0.19981,0.017659,0.7075,1.1704,0.51593,3.0919,11.0,2.0344900000000004,No center,learning,13,3,2.0,
758,3.0003,0.001,0.20005,0.019997,0.50007,1.0001,0.29991,3.5003,15.001,1.9894100000000001,No center,learning,13,4,2.0,
759,4.9086,0.001,0.2904,0.022769,1.0,1.0,0.32963,2.9144,12.727,2.08047,No center,learning,13,5,2.0,
760,2.9606,0.001,0.14274,0.020601,1.0,0.88826,0.3,2.5,15.0,1.8506799999999999,No center,learning,13,1,3.0,
761,5.7398,0.001,0.13313,0.020095,0.99583,1.0477,0.30254,2.5056,14.974,1.52585,No center,learning,13,2,3.0,
762,5.6279,0.003955,0.1454,0.017136,0.86521,0.856,0.067094,3.5974,11.237,2.00141,No center,learning,13,3,3.0,
763,3.9722,0.005,0.22753,0.02,1.0,1.0,0.3,5.0001,15.0,2.33664,No center,learning,13,4,3.0,
764,4.9656,0.001,0.34747,0.026724,0.95796,1.3793,0.31288,3.1885,12.072,2.09621,No center,learning,13,5,3.0,
765,4.1576,0.001,0.094444,0.021111,1.0,1.0,0.33333,2.5,15.0,1.7880699999999998,No center,learning,13,1,4.0,
766,6.9988,0.001,0.21645,0.01,1.215,0.99969,0.50023,3.4993,14.998,1.6938,No center,learning,13,2,4.0,
767,3.7112,0.001,0.18398,0.01,0.69982,1.4906,0.86798,4.6039,12.557,1.8969999999999998,No center,learning,13,3,4.0,
768,4.2324,0.001,0.1317,0.03195,0.93663,1.1473,0.40302,3.1434,24.063,1.6869100000000004,No center,learning,13,4,4.0,
769,2.2883,0.001,0.1,0.03,0.5625,1.5,0.075,3.375,19.0,1.64521,No center,learning,13,5,4.0,
770,3.1629,0.001,0.0,0.019445,1.0073,1.2219,0.3,2.8333,15.0,1.5413900000000003,No center,learning,13,1,5.0,
771,3.0018,0.001,0.094489,0.01332,0.81775,1.056,0.44438,3.3317,16.661,1.56129,No center,learning,13,2,5.0,
772,3.2369,0.0022901,0.096837,0.03,1.0,1.2821,0.6,3.5,9.5828,1.5866,No center,learning,13,3,5.0,
773,4.414,0.001,0.0,0.01,1.0,1.117,0.3,2.5,15.0,1.67804,No center,learning,13,4,5.0,
774,2.6402,0.0013128,0.0066555,0.01,0.82247,1.1634,0.13751,3.2102,14.414,1.4982799999999998,No center,learning,13,5,5.0,
775,5.0,0.001,0.087241,0.01,0.5,1.92,0.66667,3.5,40.0,1.8765999999999998,No center,learning,14,1,1.0,
776,2.9287,0.001,0.097122,0.033018,0.53449,1.5055,0.33376,3.4847,16.75,1.6661899999999998,No center,learning,14,2,1.0,
777,7.652,0.001,0.093415,0.01,0.48505,1.5802,0.53146,4.625,9.2642,2.06779,No center,learning,14,3,1.0,
778,6.3148,0.001,0.10867,0.022668,0.7877,1.5248,0.57622,3.2719,16.941,1.51124,No center,learning,14,4,1.0,
779,4.2995,0.001,0.094389,0.051348,0.43064,0.93317,0.33312,3.9085,12.751,2.14769,No center,learning,14,5,1.0,
780,3.0,0.001,0.2,0.03,0.79851,1.1285,0.3,4.6667,20.0,2.01631,No center,learning,14,1,2.0,
781,5.0,0.001,0.17046,0.03,1.0,1.0,0.4,3.5,10.0,1.8079800000000001,No center,learning,14,2,2.0,
782,3.7053,0.001,0.21689,0.01,0.33692,1.9302,0.99074,5.5261,19.332,1.60994,No center,learning,14,3,2.0,
783,2.4658,0.001,0.092217,0.01,0.48998,1.3182,0.5288,3.7465,14.124,1.5548899999999999,No center,learning,14,4,2.0,
784,1.55,0.001,0.12476,0.02,0.5,1.0,0.49845,3.5,10.0,1.8288300000000004,No center,learning,14,5,2.0,
785,6.1798,0.0034271,0.1,0.02,0.5,1.0,0.4,5.0,6.0701,1.6467699999999996,No center,learning,14,1,3.0,
786,9.0,0.001,0.17213,0.016667,0.83333,1.0,0.4,2.5,15.0,1.8566599999999998,No center,learning,14,2,3.0,
787,7.506,0.001,0.20628,0.020055,1.0003,1.0639,0.50113,3.4556,15.013,1.69768,No center,learning,14,3,3.0,
788,6.9987,0.001,0.20013,0.01,0.84568,0.99966,0.27202,5.0,14.997,1.8312199999999996,No center,learning,14,4,3.0,
789,3.6127,0.0015258,0.20505,0.019444,0.97127,0.825,0.38194,3.5625,9.8472,1.77615,No center,learning,14,5,3.0,
790,1.9385,0.001102,0.13414,0.029235,0.59597,1.2937,0.60014,4.1414,12.391,1.6814700000000002,No center,learning,14,1,4.0,
791,3.0,0.001,0.05,0.01,0.5,1.3896,0.36111,3.8131,8.985,1.73201,No center,learning,14,2,4.0,
792,8.8708,0.001,0.2,0.02,0.87501,1.0843,0.3,3.6511,30.0,1.6939699999999998,No center,learning,14,3,4.0,
793,7.0,0.001,0.23765,0.016515,1.0556,1.0,0.3,3.5,16.667,1.6528500000000002,No center,learning,14,4,4.0,
794,5.0,0.001,0.2,0.03,1.0,1.0,0.24096,3.5,10.0,1.83949,No center,learning,14,5,4.0,
795,5.2159,0.001,0.09701,0.01,0.85628,0.99863,0.40305,3.5336,5.8787,1.7641300000000002,No center,learning,14,1,5.0,
796,4.0711,0.001,0.080816,0.01,0.84362,1.1265,0.59486,3.112,18.672,1.3127099999999998,No center,learning,14,2,5.0,
797,8.0,0.001,0.1,0.02,1.0,1.2516,0.3,3.5,20.0,1.51572,No center,learning,14,3,5.0,
798,4.9825,0.001,0.13955,0.016667,1.0556,1.0356,1.0,2.8131,15.0,1.72011,No center,learning,14,4,5.0,
799,1.3527,0.001,0.1,0.02,0.53655,1.4963,0.6,4.6667,40.0,1.6842700000000002,No center,learning,14,5,5.0,
800,2.1294,0.001,0.20009,0.01,0.56288,1.3422,0.067774,3.3742,10.996,2.11634,No center,learning,15,1,1.0,
801,10.0,0.001,0.4,0.01,1.0,1.3333,0.3,3.1117,10.0,2.07887,No center,learning,15,2,1.0,
802,5.7086,0.0065934,0.2616,0.015958,0.40413,1.931,0.14387,4.0404,13.078,1.61865,No center,learning,15,3,1.0,
803,1.4031,0.001,0.19991,0.01,0.3752,1.499,0.49942,3.4983,29.994,1.7865100000000003,No center,learning,15,4,1.0,
804,5.2159,0.0055846,0.12555,0.02019,0.25,2.2091,0.33893,4.0936,14.952,1.9696000000000002,No center,learning,15,5,1.0,
805,5.0,0.005,0.2,0.02,1.0,0.61371,0.5,3.5,10.0,2.11255,No center,learning,15,1,2.0,
806,5.2245,0.0044307,0.30198,0.01,1.0972,0.92883,0.34626,3.6601,19.253,1.76906,No center,learning,15,2,2.0,
807,3.0135,0.001,0.20134,0.018434,0.91177,0.79562,0.46458,3.516,14.943,2.1876700000000002,No center,learning,15,3,2.0,
808,8.0,0.001,0.3,0.03,1.7091,0.43592,0.38719,3.5,10.0,2.11515,No center,learning,15,4,2.0,
809,2.9972,0.001,0.1677,0.029926,0.99965,1.0,0.29799,2.4946,15.025,2.02483,No center,learning,15,5,2.0,
810,6.5085,0.0022223,0.20183,0.01,0.86033,0.97222,0.28194,4.9514,15.222,1.76878,No center,learning,15,1,3.0,
811,3.0,0.0025,0.083333,0.01,0.76738,0.8,0.3,3.5,10.0,2.0291300000000003,No center,learning,15,2,3.0,
812,7.0799,0.001,0.19715,0.019662,0.9823,0.97978,0.48496,5.0467,30.162,1.8667000000000002,No center,learning,15,3,3.0,
813,4.5043,0.001,0.24992,0.029289,0.69704,1.1785,0.49419,5.3124,19.34,1.6626699999999999,No center,learning,15,4,3.0,
814,4.7237,0.0083142,0.11075,0.021873,0.91805,0.90634,0.36088,4.103,20.983,1.6451699999999998,No center,learning,15,5,3.0,
815,2.1465,0.0029082,0.094676,0.01,0.52969,1.1802,0.22301,3.7734,14.154,1.8265999999999998,No center,learning,15,1,4.0,
816,1.6585,0.0035113,0.16667,0.01,1.0,1.1443,0.3,3.5,26.667,1.83598,No center,learning,15,2,4.0,
817,2.756,0.001,0.2,0.032247,1.0447,1.0143,0.24111,3.8889,15.556,1.62944,No center,learning,15,3,4.0,
818,1.55,0.005,0.1,0.01,0.78255,1.0,0.5,3.5,20.0,1.98305,No center,learning,15,4,4.0,
819,2.5167,0.001,0.1,0.015,0.8296,1.0,0.0,3.5,980.01,1.47958,No center,learning,15,5,4.0,
820,3.2045,0.001,0.0,0.01,0.33929,0.80014,0.27848,3.3354,15.009,1.86835,No center,learning,15,1,5.0,
821,3.4234,0.001,0.10588,0.01,0.69838,0.94927,0.3,3.5,15.0,1.5508199999999999,No center,learning,15,2,5.0,
822,10.0,0.001,0.0,0.019043,0.40366,1.2943,-0.024888,3.7931,19.725,1.87941,No center,learning,15,3,5.0,
823,3.0,0.001,0.099999,0.019413,0.70422,1.3333,0.5,3.3333,8.3279,1.46751,No center,learning,15,4,5.0,
824,3.35,0.001,0.1,0.01,0.5,1.0339,0.6,3.3333,15.0,1.8883699999999997,No center,learning,15,5,5.0,
825,2.2836,0.0061616,0.099849,0.01991,0.50329,0.9956,0.59567,4.9885,15.053,1.5403600000000002,No center,learning,16,1,1.0,
826,3.0178,0.0099914,0.16645,0.020005,0.65782,0.88674,0.30007,3.0502,20.002,1.87847,No center,learning,16,2,1.0,
827,3.0,0.005,0.1,0.03,0.47027,0.8,0.3,3.3333,10.398,1.94033,No center,learning,16,3,1.0,
828,4.1833,0.01,0.2,0.01,0.6065,1.0,0.33333,3.5,18.892,1.8250199999999999,No center,learning,16,4,1.0,
829,7.1389,0.0028594,0.29904,0.015,0.96923,0.96484,0.23132,3.4209,13.389,1.95137,No center,learning,16,5,1.0,
830,5.9868,0.0015828,0.1908,0.01,1.003,1.0034,0.39737,3.5076,12.026,1.85702,No center,learning,16,1,2.0,
831,0.98044,0.001,0.11208,0.011963,0.51721,1.5101,0.63575,5.1589,67.038,1.54028,No center,learning,16,2,2.0,
832,2.1,0.0016923,0.19231,0.011539,0.73076,1.2154,0.6,4.5384,18.692,1.84267,No center,learning,16,3,2.0,
833,2.2722,0.001,0.092725,0.01,0.51884,1.0085,0.43771,5.5814,16.036,1.6911999999999998,No center,learning,16,4,2.0,
834,4.1841,0.001,0.24431,0.02,0.72222,0.708,0.3,3.5,18.333,1.6601,No center,learning,16,5,2.0,
835,5.0,0.005,0.1,0.01,0.67622,1.0,0.3,2.5,15.0,2.28913,No center,learning,16,1,3.0,
836,3.0818,0.0047298,0.19746,0.014937,0.73496,0.99364,0.39587,3.4857,20.035,1.97031,No center,learning,16,2,3.0,
837,5.0,0.0077514,0.2,0.02,0.787,1.2848,0.3,3.5,15.0,1.9143900000000003,No center,learning,16,3,3.0,
838,3.0,0.0023881,0.2,0.02,0.48931,1.0939,0.3,4.6667,20.0,1.8404399999999999,No center,learning,16,4,3.0,
839,5.5517,0.0055659,0.17712,0.014468,0.54622,1.5186,0.57628,2.9643,12.499,1.8082700000000003,No center,learning,16,5,3.0,
840,5.9189,0.001,0.19113,0.03,1.0,1.0,0.4,2.883,5.3123,1.96512,No center,learning,16,1,4.0,
841,6.3792,0.001,0.2,0.03,0.56251,1.25,0.87499,4.1777,19.0,1.6823799999999998,No center,learning,16,2,4.0,
842,3.4737,0.0028049,0.18776,0.023373,0.97995,1.0,0.48365,2.7652,30.0,1.79789,No center,learning,16,3,4.0,
843,2.2573,0.0016072,0.082336,0.021941,0.84702,1.0,0.3,2.5,15.0,1.934,No center,learning,16,4,4.0,
844,3.2417,0.001,0.18707,0.014589,0.50015,1.172,0.50023,3.5007,15.002,1.9066199999999998,No center,learning,16,5,4.0,
845,7.5129,0.005,0.1,0.01,0.5,1.0797,-0.25098,3.6139,15.0,1.5854300000000001,No center,learning,16,1,5.0,
846,5.8417,0.001,0.08124,0.019909,0.5104,1.4882,0.15725,3.6057,14.605,1.76266,No center,learning,16,2,5.0,
847,3.6371,0.0017221,0.060621,0.01,0.6294,1.3544,0.0037991,2.5016,17.998,1.6332800000000003,No center,learning,16,3,5.0,
848,7.4492,0.001,0.1,0.017975,1.0,1.0,0.0,3.3552,15.0,1.8215999999999997,No center,learning,16,4,5.0,
849,3.3876,0.0027778,0.11051,0.027636,0.55362,1.4977,0.29883,3.4959,97.797,1.9531300000000003,No center,learning,16,5,5.0,
850,4.1791,0.001,0.0,0.01,0.97601,0.99585,0.2563,2.6177,15.538,0.950319,No center,learning,17,1,1.0,
851,8.0,0.001,0.1,0.015,0.99999,1.0,0.3,3.5,15.0,1.29766,No center,learning,17,2,1.0,
852,9.5746,0.001,0.073153,0.02,1.008,1.0303,0.3,2.5,15.0,1.7777900000000002,No center,learning,17,3,1.0,
853,7.0,0.001,0.081568,0.02,1.0,1.2338,0.3,2.8282,6.6475,1.36318,No center,learning,17,4,1.0,
854,6.1331,0.001,0.02222,0.015,0.92343,1.0,0.4,2.5,16.002,1.6372899999999997,No center,learning,17,5,1.0,
855,3.2103,0.001,0.12751,0.019149,0.90565,1.1078,0.22991,2.6178,15.863,1.8623499999999997,No center,learning,17,1,2.0,
856,2.198,0.001,0.098597,0.015033,0.99715,1.0819,0.30212,2.5057,14.974,1.76659,No center,learning,17,2,2.0,
857,3.5657,0.001,0.17202,0.028411,1.0,1.0,0.3,2.2714,15.0,1.8664,No center,learning,17,3,2.0,
858,4.4817,0.0016865,0.13731,0.01,0.86286,1.1567,0.40187,3.1474,13.746,2.0494600000000003,No center,learning,17,4,2.0,
859,3.4994,0.001,0.2,0.02238,0.85698,1.0,0.094804,2.5,15.0,1.8719000000000001,No center,learning,17,5,2.0,
860,6.5126,0.0014332,0.19825,0.012141,0.56546,1.4391,0.58541,4.1633,18.513,1.36909,No center,learning,17,1,3.0,
861,7.2834,0.0014862,0.18923,0.022684,0.76082,1.3255,0.26171,4.396,14.038,1.3429099999999998,No center,learning,17,2,3.0,
862,3.55,0.0025,0.12041,0.01,1.0,1.0,0.4,3.3333,15.0,1.7042900000000003,No center,learning,17,3,3.0,
863,10.0,0.001,0.15404,0.010889,0.60091,1.4545,-0.00049113,3.3208,18.752,2.10928,No center,learning,17,4,3.0,
864,5.0,0.005,0.2,0.02,1.0,1.126,0.3,2.5,15.0,1.67714,No center,learning,17,5,3.0,
865,10.0,0.001,0.0,0.02,0.86008,1.1588,-0.10827,2.9924,15.0,1.60531,No center,learning,17,1,4.0,
866,10.0,0.0030136,0.134,0.01,0.64934,1.6062,0.070463,4.5425,12.175,1.47013,No center,learning,17,2,4.0,
867,8.7157,0.001,0.0,0.01,0.95722,1.2501,0.33219,3.3127,15.268,1.91046,No center,learning,17,3,4.0,
868,10.0,0.001,0.0,0.01,1.0028,1.1437,-0.12501,2.7742,13.0,1.4019400000000002,No center,learning,17,4,4.0,
869,5.0,0.001,0.1,0.01,0.88818,1.115,0.19396,3.5,15.0,1.45294,No center,learning,17,5,4.0,
870,9.9999,0.001,0.052922,0.017938,1.0604,1.0,-0.83915,2.5,20.0,1.8411000000000002,No center,learning,17,1,5.0,
871,4.9996,0.001,0.19166,0.020003,1.0001,1.4405,0.29994,2.4998,14.999,1.74107,No center,learning,17,2,5.0,
872,5.6475,0.001,0.11319,0.017642,1.0,1.3333,0.3,2.7604,15.0,1.6125399999999999,No center,learning,17,3,5.0,
873,3.0,0.001,0.035185,0.01,1.0,1.0,0.24382,2.5,16.667,1.6799199999999999,No center,learning,17,4,5.0,
874,3.5198,0.001,0.051086,0.020217,0.69384,1.346,0.30113,2.481,23.356,1.4183400000000002,No center,learning,17,5,5.0,
875,5.0,0.012503,0.2,0.02,1.0,0.6411,0.80936,3.4641,15.0,2.51218,No center,learning,18,1,1.0,
876,5.85,0.009798,0.51044,0.021893,1.0,0.61064,0.4,5.0,21.076,2.21572,No center,learning,18,2,1.0,
877,4.6912,0.001,0.27328,0.013819,0.72953,0.69119,0.50072,3.0412,32.47,2.2667600000000006,No center,learning,18,3,1.0,
878,5.0,0.001,0.2,0.04,0.79405,0.61251,0.4,2.5,15.0,2.30897,No center,learning,18,4,1.0,
879,8.8488,0.010065,0.25348,0.026612,1.079,0.7402,1.5904,3.5145,15.574,2.4554,No center,learning,18,5,1.0,
880,2.797,0.0059533,0.27578,0.026822,0.87909,1.1414,0.47265,3.1776,13.347,2.23742,No center,learning,18,1,2.0,
