,pruning threshold,stopping probability,feature drop rate,lapse rate,active scaling constant,connected 2-in-a-row weight,unconnected 2-in-a-row weight,3-in-a-row weight,4-in-a-row weight,log-likelihood,model,experiment,participant,cross-validation group,session number,time limit
456,2.55,0.99999,0.22748,0.03,0.25,1.0,0.18664,2.5,15.0,2.71417,No center,learning,1,2,2.0,
457,6.0074,0.017098,0.29943,0.02,0.95833,-0.30804,0.15392,3.7778,26.666,2.51557,No center,learning,1,3,2.0,
458,4.5013,0.0075032,0.3874,0.027313,0.60313,-0.032689,0.47867,3.7307,10.933,2.75555,No center,learning,1,4,2.0,
459,4.3894,0.67119,0.28456,0.015861,0.25,0.79303,0.1675,2.8622,16.656,2.4740200000000003,No center,learning,1,5,2.0,
460,3.0,0.01,0.3,0.03,1.0,0.55217,0.3,3.3333,15.0,2.50863,No center,learning,1,1,3.0,
461,5.0,0.02,0.2,0.02,1.0,-0.40858,0.3,3.5,15.0,2.39448,No center,learning,1,2,3.0,
462,7.0,0.01,0.2,0.02,1.0,0.31517,0.3,2.5,15.0,2.43091,No center,learning,1,3,3.0,
463,0.68363,0.036245,0.30668,0.032376,0.25,1.3554,0.83384,4.7361,24.844,2.87027,No center,learning,1,4,3.0,
464,10.0,0.019484,0.49387,0.01,2.0002,0.36892,0.13228,3.4985,-32.614,2.5515999999999996,No center,learning,1,5,3.0,
465,5.9687,0.0096391,0.5737,0.01,1.9838,0.9979,0.10995,3.9948,17.691,2.54766,No center,learning,1,1,4.0,
466,3.0,0.001,0.42594,0.01827,1.0,0.73242,0.12069,3.3334,19.642,2.25257,No center,learning,1,2,4.0,
467,6.9997,0.0088911,0.39993,0.020002,1.1027,0.78745,0.226,4.9592,8.162,2.1305699999999996,No center,learning,1,3,4.0,
468,3.1016,0.001,0.29123,0.02,0.99999,0.8,0.3,2.5,10.0,2.6898899999999997,No center,learning,1,4,4.0,
469,4.0093,0.005038,0.28247,0.030147,1.0405,0.5737,0.14073,3.8369,20.05,2.5313,No center,learning,1,5,4.0,
470,3.4029,0.001,0.37329,0.01,0.5,1.0,0.46667,4.4444,15.0,2.48708,No center,learning,1,1,5.0,
471,5.0178,0.001,0.69637,0.01,1.1114,1.006,0.29651,2.5106,14.952,2.4177,No center,learning,1,2,5.0,
472,2.6609,0.0022513,0.22573,0.031822,0.7327,0.38311,0.37829,2.8043,17.916,2.61969,No center,learning,1,3,5.0,
473,6.747,0.01,0.2,0.02,1.0,0.55283,0.6,3.2636,3.9267,2.1476800000000003,No center,learning,1,4,5.0,
474,5.6011,0.0018917,0.56468,0.028951,1.0229,0.93988,0.35031,4.2832,26.045,2.53892,No center,learning,1,5,5.0,
475,10.0,0.001,0.2,0.017874,1.0,1.0,0.35774,2.5,30.0,1.71185,No center,learning,2,1,1.0,
476,4.1593,0.001,0.21215,0.013072,1.0402,0.99999,0.3,2.5,15.0,1.8462900000000002,No center,learning,2,2,1.0,
477,6.4695,0.001,0.18693,0.03,0.97739,0.58162,0.3,2.5,15.0,1.72576,No center,learning,2,3,1.0,
478,4.1833,0.001,0.094444,0.02,1.0,1.0,0.21667,2.5,20.0,1.80516,No center,learning,2,4,1.0,
479,3.0776,0.001,0.16779,0.019776,0.95061,1.0238,0.31273,2.6168,14.382,1.7430800000000002,No center,learning,2,5,1.0,
480,2.4016,0.001,0.10866,0.01,0.51523,2.0,0.3,3.3333,14.369,1.46677,No center,learning,2,1,2.0,
481,4.9739,0.001,0.16048,0.01,0.42361,1.5,0.5,3.4246,12.222,1.85254,No center,learning,2,2,2.0,
482,2.851,0.0028972,0.16767,0.021777,0.61044,0.99565,0.34965,3.1392,15.634,1.6936,No center,learning,2,3,2.0,
483,2.0255,0.001,0.26745,0.01,0.71366,1.4697,1.0872,4.6717,15.145,1.8164200000000001,No center,learning,2,4,2.0,
484,3.0515,0.001,0.1108,0.019135,0.4823,1.566,0.26713,3.8607,30.346,1.8133500000000002,No center,learning,2,5,2.0,
485,4.8216,0.001,0.1,0.016155,0.45833,1.5,0.55556,2.9674,26.667,1.65916,No center,learning,2,1,3.0,
486,4.4203,0.001,0.16532,0.02333,0.99989,0.99988,0.30008,2.4998,29.999,1.6427600000000002,No center,learning,2,2,3.0,
487,4.4961,0.001,0.10374,0.020833,0.85172,0.95834,0.27926,2.4271,15.333,1.8676,No center,learning,2,3,3.0,
488,3.2951,0.001,0.2,0.01776,0.70399,1.0,0.3,5.0,20.0,1.6985800000000002,No center,learning,2,4,3.0,
489,4.0274,0.001,0.25271,0.030981,0.60267,1.2058,0.54319,3.4609,19.393,1.9462599999999999,No center,learning,2,5,3.0,
490,3.6585,0.001,0.11015,0.020223,0.99914,0.98886,0.33523,2.8126,5.6392,1.6877400000000002,No center,learning,2,1,4.0,
491,3.5227,0.001,0.19985,0.01,0.56317,1.6088,0.24961,4.6267,23.994,1.59046,No center,learning,2,2,4.0,
492,1.7157,0.0013323,0.057958,0.04,0.5,1.4402,0.45556,4.5027,30.0,1.7047999999999999,No center,learning,2,3,4.0,
493,4.0149,0.001,0.10966,0.011787,0.99982,0.99869,0.51,3.5029,20.007,1.6097899999999998,No center,learning,2,4,4.0,
494,4.1905,0.001,0.047764,0.027676,0.85068,1.2054,0.43351,2.8595,16.643,1.78981,No center,learning,2,5,4.0,
495,7.9952,0.001,0.0,0.040756,0.99953,1.3201,0.30778,2.4976,14.899,1.90994,No center,learning,2,1,5.0,
496,6.828,0.001,0.18117,0.01,1.0325,0.98058,0.020833,2.5729,15.333,1.58615,No center,learning,2,2,5.0,
497,6.425,0.001,0.2,0.020803,0.375,2.0,0.4,2.5,15.0,1.8184999999999998,No center,learning,2,3,5.0,
498,7.981,0.002074,0.20972,0.020698,0.56693,1.5,0.3,2.5,15.0,1.62747,No center,learning,2,4,5.0,
499,3.0008,0.001,0.086212,0.01,0.86777,0.99896,0.29494,2.5136,21.653,1.72488,No center,learning,2,5,5.0,
500,10.0,0.0099999,0.2,0.022282,0.25,1.0727,0.5,2.5,15.0,2.01438,No center,learning,3,1,1.0,
501,10.0,0.01,0.18889,0.015,1.0,0.6435,1.35,2.5,9.1313,2.2358100000000003,No center,learning,3,2,1.0,
502,7.5293,0.02,0.05,0.01,0.82274,0.86604,0.87469,2.5,15.0,2.11244,No center,learning,3,3,1.0,
503,4.2694,0.011258,0.19007,0.01,0.25,0.99442,0.53019,4.6793,14.955,2.2958,No center,learning,3,4,1.0,
504,5.6293,0.0089946,0.21467,0.021957,1.0016,0.8,1.0,3.5,15.0,2.1103099999999997,No center,learning,3,5,1.0,
505,10.0,0.012189,0.083821,0.018629,0.45511,0.81571,1.5063,3.9361,17.153,2.33633,No center,learning,3,1,2.0,
506,1.7559,0.0052692,0.18927,0.020366,0.99985,0.53085,0.97781,3.4977,25.691,1.99462,No center,learning,3,2,2.0,
507,2.8779,0.0045861,0.14713,0.027931,0.47535,0.4926,0.72039,3.6164,12.963,2.35227,No center,learning,3,3,2.0,
508,5.1936,0.0077698,0.111,0.022699,0.51167,0.5779,0.95477,4.0819,35.136,2.35561,No center,learning,3,4,2.0,
509,10.0,0.0028066,0.15207,0.037792,0.53311,0.29046,0.81786,2.7534,14.125,1.9782699999999998,No center,learning,3,5,2.0,
510,2.7834,0.020072,0.16913,0.039824,1.1048,0.9926,1.0055,2.9984,30.059,2.10821,No center,learning,3,1,3.0,
511,6.483,0.007164,0.19578,0.026667,1.0729,1.0833,1.2958,3.4792,15.667,2.08679,No center,learning,3,2,3.0,
512,5.6221,0.001688,0.17569,0.022511,1.0219,0.76574,0.46762,3.2722,15.202,2.10207,No center,learning,3,3,3.0,
513,5.0736,0.001,0.20675,0.033115,1.1772,0.94523,0.4,3.3333,15.0,2.3425900000000004,No center,learning,3,4,3.0,
514,2.9483,0.0036014,0.19988,0.01,0.99973,0.79994,0.6002,2.4995,40.003,2.08179,No center,learning,3,5,3.0,
515,4.6117,0.001,0.11165,0.017797,1.2069,1.0083,0.35136,3.1105,15.881,2.1837,No center,learning,3,1,4.0,
516,3.0002,0.001,0.099976,0.01,0.8749,1.0001,0.40151,2.5002,19.635,1.6965999999999997,No center,learning,3,2,4.0,
517,5.0333,0.001,0.083553,0.01,0.875,1.3499,0.66667,3.2222,15.0,2.1946900000000005,No center,learning,3,3,4.0,
518,4.0033,0.0049995,0.099995,0.01,0.95839,0.99994,0.29996,2.748,15.001,2.17927,No center,learning,3,4,4.0,
519,3.2488,0.001,0.13333,0.023459,1.0,0.93333,0.4,3.3333,15.0,1.74174,No center,learning,3,5,4.0,
520,3.3333,0.0052778,0.18205,0.022739,0.91898,1.0526,0.4,2.8333,15.0,1.7795199999999998,No center,learning,3,1,5.0,
521,4.3291,0.001,0.37547,0.01,0.801,1.2909,0.74232,3.9657,16.819,1.8372700000000002,No center,learning,3,2,5.0,
522,4.2504,0.001,0.30726,0.01,0.82174,1.5,0.56632,3.375,14.139,2.3549,No center,learning,3,3,5.0,
523,7.0,0.01,0.2,0.02,1.0,1.0,0.3,2.5,15.0,2.46491,No center,learning,3,4,5.0,
524,3.0,0.0036667,0.19175,0.01,1.0,1.0,0.44403,2.5,15.0,2.281,No center,learning,3,5,5.0,
525,10.0,0.001,0.0,0.023515,0.75496,1.3333,0.41037,2.5,20.0,1.60245,No center,learning,4,1,1.0,
526,9.2094,0.0023333,0.0,0.01,0.7415,1.0,0.3,1.5,15.0,1.7850899999999998,No center,learning,4,2,1.0,
527,4.1833,0.001,6.0555e-06,0.01,1.0,0.8,0.5,2.5,15.0,1.50562,No center,learning,4,3,1.0,
528,10.0,0.001,0.19199,0.031905,0.95833,1.0238,0.26905,3.8597,30.381,1.69406,No center,learning,4,4,1.0,
529,10.0,0.001,0.13749,0.01,0.94788,0.94752,0.3,2.5,7.6256,1.77394,No center,learning,4,5,1.0,
530,2.2242,0.0081826,0.1515,0.027957,0.6519,1.4547,0.70163,5.8518,18.183,1.69266,No center,learning,4,1,2.0,
531,5.9594,0.001,0.2,0.03,1.0,1.3333,0.3,2.9067,10.0,1.41236,No center,learning,4,2,2.0,
532,6.772,0.001,0.21439,0.01,0.7814,1.2498,0.39323,3.6702,28.001,1.6886199999999998,No center,learning,4,3,2.0,
533,4.3917,0.001,0.085621,0.01,1.1257,1.0,0.3,3.5,15.0,1.74154,No center,learning,4,4,2.0,
534,1.5326,0.001,0.0,0.01,0.54208,1.4962,0.86285,4.5798,25.042,1.56918,No center,learning,4,5,2.0,
535,3.1351,0.004,0.096469,0.02,1.2003,0.94761,0.0,2.914,10.0,1.4491100000000001,No center,learning,4,1,3.0,
536,4.1352,0.0032131,0.22392,0.043983,1.7179,0.97276,0.14964,3.2338,15.641,1.4481199999999999,No center,learning,4,2,3.0,
537,3.356,0.001,0.10652,0.01,0.99984,1.2048,0.30012,4.6671,14.999,1.31563,No center,learning,4,3,3.0,
538,7.2787,0.001,0.088345,0.020181,0.96842,1.039,0.25631,4.6437,14.557,2.1222900000000005,No center,learning,4,4,3.0,
539,3.0,0.0033534,0.061971,0.02,1.0556,1.1902,0.20604,4.6667,20.0,1.70715,No center,learning,4,5,3.0,
540,5.999,0.001,0.16649,0.011897,0.99974,1.2713,0.29966,4.6655,20.005,1.46522,No center,learning,4,1,4.0,
541,10.0,0.001,0.19765,0.019882,1.4949,0.99412,0.45369,3.5132,123.73,1.51742,No center,learning,4,2,4.0,
542,6.0,0.001,0.12908,0.02,0.99999,1.1579,0.6,4.827,30.0,1.57531,No center,learning,4,3,4.0,
543,5.0895,0.001,0.11646,0.016654,1.0,1.0,0.5,5.9785,15.0,1.5752799999999998,No center,learning,4,4,4.0,
544,6.6667,0.001,0.076216,0.01,1.0798,1.3333,0.41481,4.0047,138.89,1.6511399999999998,No center,learning,4,5,4.0,
545,2.9962,0.001,0.0,0.018214,0.99829,0.99804,1.0097,2.5034,15.016,1.75199,No center,learning,4,1,5.0,
546,10.0,0.001,0.13333,0.02,1.0,1.0,0.5,3.5,15.0,1.37897,No center,learning,4,2,5.0,
547,8.8656,0.001,0.099999,0.02,1.0,1.0,1.0275,3.7325,8.1229,1.57301,No center,learning,4,3,5.0,
548,10.0,0.001,0.022222,0.01867,1.1647,1.0,0.3,2.5,15.0,1.85919,No center,learning,4,4,5.0,
549,4.1833,0.001,0.2,0.035,1.3664,0.84335,0.6,3.3334,9.1897,1.43763,No center,learning,4,5,5.0,
550,3.5196,0.0019504,0.16143,0.019739,0.49214,1.2978,0.30462,7.032,188.19,1.5161,No center,learning,5,1,1.0,
551,1.8233,0.001,0.11747,0.016974,1.0,0.91587,0.3542,3.5,15.0,1.88266,No center,learning,5,2,1.0,
552,4.9054,0.0036667,0.080372,0.01,0.50668,1.0269,0.03902,3.6756,15.118,1.7544999999999997,No center,learning,5,3,1.0,
553,3.4342,0.0020978,0.25584,0.024184,1.2033,1.5833,0.41624,6.4375,32.0,1.8244600000000002,No center,learning,5,4,1.0,
554,5.0,0.0037688,0.1,0.02,0.5,1.0,0.3,2.5,15.0,1.74862,No center,learning,5,5,1.0,
555,8.2365,0.00125,0.2,0.02,1.0,1.2334,0.3,3.608,15.0,1.7555800000000001,No center,learning,5,1,2.0,
556,6.0,0.005,0.1,0.01,0.5,1.0,0.33333,4.4431,23.148,2.07796,No center,learning,5,2,2.0,
557,5.5161,0.0055476,0.27136,0.010567,0.49898,1.5236,-0.28523,4.0748,138.15,1.40721,No center,learning,5,3,2.0,
558,5.0,0.001,0.24055,0.02,0.5,1.5,0.0,3.5,15.0,1.5545600000000002,No center,learning,5,4,2.0,
559,8.7643,0.0044455,0.11932,0.018244,0.68471,1.3231,0.12945,4.2751,8.3834,1.94563,No center,learning,5,5,2.0,
560,2.7226,0.01,0.2,0.02,0.5,1.26,0.3,5.129,13.383,1.78694,No center,learning,5,1,3.0,
561,2.55,0.001,0.12329,0.01,1.1065,1.0,0.3,2.5,15.0,1.8062099999999996,No center,learning,5,2,3.0,
562,2.2375,0.002,0.15958,0.02,1.0,0.8,0.3,3.5,20.0,1.36348,No center,learning,5,3,3.0,
563,3.0642,0.001,0.091226,0.019947,0.6261,1.1174,0.15756,3.5066,109.9,1.77914,No center,learning,5,4,3.0,
564,5.5035,0.001,0.11646,0.01,0.94375,1.594,0.54445,4.7398,12.75,1.88343,No center,learning,5,5,3.0,
565,6.4001,0.001,0.080381,0.019856,0.50042,1.4889,0.3018,3.6591,9.4318,1.81906,No center,learning,5,1,4.0,
566,8.0074,0.001,0.066916,0.019997,0.70819,1.1186,0.29928,3.5138,15.541,1.4734900000000002,No center,learning,5,2,4.0,
567,9.765,0.001,0.10714,0.019209,0.5,1.5428,0.5,3.909,15.0,1.5719100000000001,No center,learning,5,3,4.0,
568,8.6667,0.001,0.21386,0.02,0.80129,1.2606,0.4,3.8797,7.4426,1.4411200000000002,No center,learning,5,4,4.0,
569,5.0955,0.001914,0.10663,0.029477,0.50817,1.462,0.25238,4.1193,14.453,1.5352099999999997,No center,learning,5,5,4.0,
570,6.5987,0.001,0.014221,0.01974,0.87904,0.99455,0.50143,2.3738,12.517,2.1296,No center,learning,5,1,5.0,
571,10.0,0.001,0.195,0.040689,0.48115,1.0231,0.32109,3.5848,19.604,1.9284400000000002,No center,learning,5,2,5.0,
572,2.55,0.0015501,0.10327,0.02,0.875,1.0,0.5,2.5,20.0,1.60753,No center,learning,5,3,5.0,
573,5.6258,0.001,0.34015,0.013307,0.83821,1.2041,0.4395,4.1657,18.327,1.4991400000000001,No center,learning,5,4,5.0,
574,6.2733,0.001,0.076174,0.01,0.875,1.0,0.4,2.5321,15.0,1.66803,No center,learning,5,5,5.0,
575,4.4327,0.01,0.4,0.019444,1.0,1.0,0.3,2.5,15.0,2.2025700000000006,No center,learning,6,1,1.0,
576,4.1332,0.0050092,0.34408,0.024971,0.99899,0.82956,1.0017,2.498,10.167,2.0330299999999997,No center,learning,6,2,1.0,
577,1.7535,0.001,0.23718,0.011593,0.49653,1.4289,1.1923,2.813,10.427,2.2241600000000004,No center,learning,6,3,1.0,
578,5.6942,0.0041123,0.47957,0.013529,1.3911,0.58821,0.45296,2.9705,16.883,2.3440000000000003,No center,learning,6,4,1.0,
579,5.0,0.001,0.39061,0.03,1.0,1.0,0.5,3.3333,20.0,2.4643800000000002,No center,learning,6,5,1.0,
580,2.3028,0.001,0.1232,0.060256,0.5121,0.99744,0.30166,3.4942,19.973,2.34897,No center,learning,6,1,2.0,
581,6.1834,0.001,0.22768,0.02,1.0,1.0,0.6,3.5,20.0,1.84938,No center,learning,6,2,2.0,
582,3.0767,0.0013137,0.20906,0.021774,0.54167,0.91667,0.31823,3.4792,15.667,2.10266,No center,learning,6,3,2.0,
583,2.0095,0.0014903,0.2,0.01,0.68421,0.8,0.5,2.5,15.0,2.11501,No center,learning,6,4,2.0,
584,3.0,0.001,0.2,0.01862,0.95833,1.0,0.77564,3.3333,15.0,2.04014,No center,learning,6,5,2.0,
585,2.8624,0.001,0.10943,0.03,0.5625,1.5,0.65278,4.2083,10.819,1.7058600000000002,No center,learning,6,1,3.0,
586,2.5244,0.001,0.14585,0.023565,0.99241,1.3247,0.59436,3.4805,14.931,2.0923899999999995,No center,learning,6,2,3.0,
587,4.5797,0.001,0.21111,0.02,0.875,2.0,0.3,3.9501,15.0,1.3969600000000002,No center,learning,6,3,3.0,
588,2.5021,0.001,0.19533,0.032445,1.058,1.1153,0.34965,3.1234,17.056,1.7690099999999997,No center,learning,6,4,3.0,
589,4.5117,0.001,0.1,0.02,1.0,1.0,0.3,2.5,15.0,1.8240100000000001,No center,learning,6,5,3.0,
590,3.7739,0.001,0.25253,0.02,1.0,1.0,0.4,2.5,30.0,2.13549,No center,learning,6,1,4.0,
591,5.7585,0.001,0.27965,0.01,1.019,1.1991,0.52944,2.602,14.455,2.1262299999999996,No center,learning,6,2,4.0,
592,4.3704,0.0010278,0.24708,0.017073,0.99916,0.99811,0.33254,2.5006,13.983,1.8735600000000001,No center,learning,6,3,4.0,
593,2.1757,0.0015432,0.055334,0.011811,0.32236,1.4227,0.57475,3.2397,18.382,2.16768,No center,learning,6,4,4.0,
594,5.0408,0.001,0.10652,0.02,1.0,1.0,0.5,2.5,18.333,2.1445799999999995,No center,learning,6,5,4.0,
595,3.977,0.001,0.1662,0.02998,0.40385,1.501,0.54589,3.3753,11.0,1.60581,No center,learning,6,1,5.0,
596,2.8389,0.001,0.098728,0.026667,0.92093,1.0567,0.31111,2.8079,16.667,2.2032399999999996,No center,learning,6,2,5.0,
597,4.7997,0.001,0.1134,0.015213,1.0154,1.0297,0.36945,2.5519,13.121,2.09653,No center,learning,6,3,5.0,
598,2.5167,0.001,0.1,0.023333,0.85411,0.99999,0.4,2.5,15.0,2.0412799999999995,No center,learning,6,4,5.0,
599,2.9995,0.001,0.20013,0.020007,0.44791,1.461,0.30021,3.4993,29.997,1.7970700000000002,No center,learning,6,5,5.0,
600,5.0005,0.001,0.31834,0.030003,1.0297,0.79984,0.29989,2.5003,15.001,1.64782,No center,learning,7,1,1.0,
601,5.0,0.001,0.16542,0.016297,1.0,0.88942,0.4,2.5,11.617,2.07901,No center,learning,7,2,1.0,
602,3.3667,0.001,0.26975,0.02,0.62813,1.0,0.6,2.5,27.013,1.90511,No center,learning,7,3,1.0,
603,6.0,0.001,0.2746,0.02,1.0,0.80434,1.0,3.5,131.25,2.07132,No center,learning,7,4,1.0,
604,3.0021,0.001,0.22042,0.030622,0.88311,0.79902,0.74345,3.1147,8.3471,2.33145,No center,learning,7,5,1.0,
605,2.5167,0.001,0.15,0.04,0.86528,1.0,0.39568,3.5,15.0,2.0605299999999995,No center,learning,7,1,2.0,
606,3.372,0.001,0.18364,0.026204,1.0094,1.0542,0.73881,3.5692,22.345,1.73197,No center,learning,7,2,2.0,
607,3.2478,0.001,0.13333,0.018333,0.95833,1.0,1.1599,3.5819,20.0,1.7587300000000003,No center,learning,7,3,2.0,
608,3.1761,0.001,0.098022,0.01,0.95509,1.0,0.63231,2.7778,12.536,2.15094,No center,learning,7,4,2.0,
609,2.9919,0.001,0.19574,0.01,0.88785,1.0252,0.75527,2.6636,11.0,1.86649,No center,learning,7,5,2.0,
610,7.2191,0.001,0.10581,0.024549,0.99999,1.0,0.5,2.9223,15.0,2.21102,No center,learning,7,1,3.0,
611,3.3667,0.001,0.2,0.01,1.0456,0.8,0.6,2.5,99.878,1.63681,No center,learning,7,2,3.0,
612,4.0393,0.001,0.15038,0.020977,1.015,0.76422,0.28342,2.5855,14.609,1.79635,No center,learning,7,3,3.0,
613,4.9546,0.001,0.23033,0.041984,0.93607,1.0513,0.29383,2.4421,15.265,2.1715299999999997,No center,learning,7,4,3.0,
614,3.2569,0.001,0.28333,0.029133,1.0152,0.83732,0.27292,2.5729,15.333,1.88157,No center,learning,7,5,3.0,
615,3.774,0.001,0.20154,0.032274,0.87927,0.98136,0.60348,3.8104,16.104,1.98791,No center,learning,7,1,4.0,
616,5.1855,0.001,0.2217,0.01,0.93402,0.65141,0.79049,2.7889,16.321,2.09463,No center,learning,7,2,4.0,
617,5.1776,0.001,0.3,0.026667,1.0,1.0,0.34311,2.8979,15.0,1.93919,No center,learning,7,3,4.0,
618,5.3692,0.001,0.38877,0.018333,0.875,1.0,0.3,3.5,10.0,1.9664099999999998,No center,learning,7,4,4.0,
619,5.364,0.001,0.25597,0.023486,0.98009,0.8328,0.32858,2.9702,12.65,2.19115,No center,learning,7,5,4.0,
620,3.0,0.005,0.20655,0.02,0.69104,0.65718,0.8081,3.5,15.0,2.22247,No center,learning,7,1,5.0,
621,6.0,0.001,0.2,0.02,1.0,0.8,0.40138,5.0,30.0,1.98685,No center,learning,7,2,5.0,
622,3.0,0.001,0.2,0.024735,1.0,0.68447,0.6,3.3333,20.0,1.9996300000000002,No center,learning,7,3,5.0,
623,8.7183,0.001,0.22911,0.032911,1.0465,0.73422,0.6473,2.6273,15.582,2.15595,No center,learning,7,4,5.0,
624,3.8679,0.001,0.29764,0.021287,0.94761,1.0026,1.3527,4.6718,20.227,1.83609,No center,learning,7,5,5.0,
625,7.0,0.01,0.2,0.02,1.0,1.0,0.3,2.5,15.0,2.52047,No center,learning,8,1,1.0,
626,4.9093,0.018003,0.44715,0.010833,0.85634,0.62975,0.33333,2.6807,15.0,2.5217799999999997,No center,learning,8,2,1.0,
627,5.0,0.01,0.2,0.02,0.76569,1.0,0.3,2.5,15.0,2.5583799999999997,No center,learning,8,3,1.0,
628,4.7387,0.01,0.2,0.03,0.25,1.5,0.5,2.5,15.0,2.60445,No center,learning,8,4,1.0,
629,3.0,0.0069489,0.2,0.21523,0.91864,1.0,0.3,2.5,13.345,2.53814,No center,learning,8,5,1.0,
630,2.25,0.001,0.3348,0.01,0.3666,0.92749,0.94562,6.8734,20.761,2.0922,No center,learning,8,1,2.0,
631,3.0,0.005,0.2,0.020763,0.375,1.0,0.6,2.5,13.012,2.4594500000000004,No center,learning,8,2,2.0,
632,2.7019,0.001,0.2,0.02,0.73302,0.8,0.5,3.5,15.0,2.19305,No center,learning,8,3,2.0,
633,0.91745,0.0056141,0.13931,0.022488,0.92018,0.66344,0.49863,2.2345,13.786,2.0929599999999997,No center,learning,8,4,2.0,
634,2.6342,0.001,0.32366,0.023176,0.96748,0.96881,0.72192,3.7603,21.969,2.1853900000000004,No center,learning,8,5,2.0,
635,2.5167,0.001,0.24139,0.020565,1.0,0.51482,1.1081,2.5,20.0,2.21917,No center,learning,8,1,3.0,
636,3.0,0.001,0.2,0.02,0.5,0.8,1.9904,2.5931,15.0,2.24542,No center,learning,8,2,3.0,
637,5.275,0.005,0.2,0.01,0.5,0.8,1.0,2.6529,20.581,2.58247,No center,learning,8,3,3.0,
638,3.0,0.005,0.23952,0.03,0.48332,0.5541,1.2816,2.9818,15.0,1.96813,No center,learning,8,4,3.0,
639,5.0942,0.0048096,0.20411,0.01,0.49367,0.54855,1.0455,2.696,19.902,2.02696,No center,learning,8,5,3.0,
640,3.7578,0.004037,0.2,0.021917,0.54885,0.8,2.2753,7.0,15.0,1.9148800000000001,No center,learning,8,1,4.0,
641,5.3765,0.001,0.2747,0.015935,0.74812,0.53159,2.3125,4.1482,11.231,2.2167299999999996,No center,learning,8,2,4.0,
642,5.0266,0.001,0.3338,0.01,0.59184,0.99102,2.3729,3.7789,136.57,2.0452900000000005,No center,learning,8,3,4.0,
643,1.3326,0.0020718,0.19935,0.01,0.51283,0.98579,2.5556,5.0533,29.713,2.3218299999999994,No center,learning,8,4,4.0,
644,4.04,0.001,0.30969,0.02,0.82111,0.75471,1.6995,5.0,20.0,1.99559,No center,learning,8,5,4.0,
645,2.9651,0.001,0.31686,0.01,0.6007,1.0278,0.41352,4.7931,13.486,2.24949,No center,learning,8,1,5.0,
646,1.55,0.001,0.2,0.02,0.4874,1.1111,1.1386,3.5,20.0,1.98295,No center,learning,8,2,5.0,
647,2.9017,0.001,0.28353,0.01,0.53372,0.99689,0.90474,3.334,15.003,2.12872,No center,learning,8,3,5.0,
648,2.8389,0.001,0.27975,0.02,0.84632,0.86612,2.25,4.6667,15.0,1.95566,No center,learning,8,4,5.0,
649,1.7417,0.001,0.10525,0.01,0.49749,0.99998,1.3756,3.5001,17.259,1.85162,No center,learning,8,5,5.0,
650,2.4157,0.005114,0.32492,0.035028,0.8806,0.98574,0.33106,3.9786,14.886,2.40551,No center,learning,9,1,1.0,
651,3.0,0.02,0.2,0.02,1.0,1.0,0.4,3.5,5.0391,2.67439,No center,learning,9,2,1.0,
652,2.3817,0.010998,0.40057,0.032586,0.99934,0.90492,0.60754,4.251,31.496,2.3908499999999995,No center,learning,9,3,1.0,
653,5.3533,0.01,0.27845,0.02,0.87995,1.0667,0.3,4.8529,0.86376,2.79021,No center,learning,9,4,1.0,
654,2.8826,0.02,0.43641,0.02,1.0,1.0667,0.5,3.5,-22.655,2.60326,No center,learning,9,5,1.0,
655,3.0498,0.001,0.25145,0.018163,0.9068,0.94651,0.39091,5.1333,1.4116,2.04586,No center,learning,9,1,2.0,
656,3.0768,0.0031028,0.37158,0.031488,1.0513,0.83313,0.21805,4.5357,0.0,2.4294599999999997,No center,learning,9,2,2.0,
657,3.0616,0.001,0.33417,0.017928,0.25,3.3648,0.23813,19.459,-132.66,1.85486,No center,learning,9,3,2.0,
658,3.4378,0.001,0.28939,0.01537,0.98042,1.0112,0.30623,4.8758,-1784.3,1.7796500000000002,No center,learning,9,4,2.0,
659,2.9565,0.0059249,0.47032,0.01,0.99172,1.3239,0.29385,4.9834,-17.805,2.0399399999999996,No center,learning,9,5,2.0,
660,2.4232,0.0035528,0.18889,0.03,0.5,1.0,0.17693,305.0,-0.07049,2.4798299999999998,No center,learning,9,1,3.0,
661,2.727,0.0043749,0.30316,0.016067,0.25,1.0632,0.45229,7.8352,-42.252,1.9573900000000002,No center,learning,9,2,3.0,
662,1.9537,0.0094266,0.21707,0.019882,0.97943,0.98206,0.30965,4.6129,-9.4889,2.0886299999999998,No center,learning,9,3,3.0,
663,3.0704,0.001,0.34863,0.029869,0.51805,1.5196,0.27654,12.006,3.5338,1.80775,No center,learning,9,4,3.0,
664,3.0,0.0058333,0.2,0.021668,0.5,1.5,0.4,7.0,-113.06,2.05334,No center,learning,9,5,3.0,
665,2.5019,0.0050439,0.23493,0.016948,0.99286,1.0097,0.29424,4.1517,-25.607,2.00112,No center,learning,9,1,4.0,
666,1.7726,0.001,0.44005,0.015433,0.69068,3.1897,1.7528,11.579,-100.46,1.73037,No center,learning,9,2,4.0,
667,10.0,0.00125,0.18243,0.028236,0.92958,1.0702,0.51667,4.8773,-35.562,1.6509800000000001,No center,learning,9,3,4.0,
668,2.6135,0.0035185,0.32151,0.023926,1.0643,0.78723,0.013889,3.4402,-5.2131,2.0915600000000003,No center,learning,9,4,4.0,
